energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.82591296,6.63452863,0.00675872,1.80238900,4.67068303,3.77631571,0.67418961,0.00000000
-5.81990995,6.66084502,0.00735304,1.80792101,4.78676397,3.77383564,0.68262567,0.00000000
-5.81390695,6.68248003,0.00798046,1.81106812,4.90066885,3.76834119,0.69241515,0.00000000
-5.80790395,6.69829966,0.00863655,1.81161290,5.01039511,3.75942625,0.70324325,0.00000000
-5.80190095,6.70719649,0.00931605,1.80936186,5.11393026,3.74669563,0.71476868,0.00000000
-5.79589795,6.70812807,0.01001290,1.80415089,5.20931125,3.72978148,0.72663694,0.00000000
-5.78989495,6.70015367,0.01072034,1.79585013,5.29468487,3.70835902,0.73849412,0.00000000
-5.78389195,6.68246825,0.01143101,1.78436777,5.36836695,3.68216110,0.75000039,0.00000000
-5.77788894,6.65443237,0.01213708,1.76965302,5.42889805,3.65099101,0.76084297,0.00000000
-5.77188594,6.61559737,0.01283042,1.75169797,5.47509352,3.61473343,0.77074786,0.00000000
-5.76588294,6.56572508,0.01350274,1.73053850,5.50608597,3.57336299,0.77948999,0.00000000
-5.75987994,6.50480186,0.01414582,1.70625434,5.52135850,3.52695071,0.78690146,0.00000000
-5.75387694,6.43304681,0.01475167,1.67896825,5.52076750,3.47566809,0.79287754,0.00000000
-5.74787394,6.35091443,0.01531275,1.64884463,5.50455409,3.41978907,0.79738034,0.00000000
-5.74187094,6.25909190,0.01582218,1.61608761,5.47334414,3.35969004,0.80044000,0.00000000
-5.73586793,6.15849163,0.01627395,1.58093871,5.42813687,3.29584798,0.80215359,0.00000000
-5.72986493,6.05023944,0.01666305,1.54367435,5.37028263,3.22883700,0.80268167,0.00000000
-5.72386193,5.93565899,0.01698567,1.50460303,5.30145110,3.15932341,0.80224289,0.00000000
-5.71785893,5.81625287,0.01723932,1.46406253,5.22359106,3.08805935,0.80110679,0.00000000
-5.71185593,5.69368094,0.01742290,1.42241679,5.13888338,3.01587502,0.79958523,0.00000000
-5.70585293,5.56973600,0.01753676,1.38005275,5.04968893,2.94366962,0.79802267,0.00000000
-5.69984992,5.44631722,0.01758270,1.33737683,4.95849315,2.87240070,0.79678571,0.00000000
-5.69384692,5.32540138,0.01756392,1.29481107,4.86784892,2.80307205,0.79625231,0.00000000
-5.68784392,5.20901200,0.01748491,1.25278882,4.78031921,2.73671980,0.79680074,0.00000000
-5.68184092,5.09918634,0.01735132,1.21174989,4.69842099,2.67439684,0.79879882,0.00000000
-5.67583792,4.99794043,0.01716977,1.17213497,4.62457129,2.61715541,0.80259348,0.00000000
-5.66983492,4.90723218,0.01694762,1.13437944,4.56103647,2.56602783,0.80850091,0.00000000
-5.66383192,4.82892270,0.01669272,1.09890644,4.50988524,2.52200576,0.81679745,0.00000000
-5.65782891,4.76473644,0.01641313,1.06611930,4.47294606,2.48601788,0.82771134,0.00000000
-5.65182591,4.71622042,0.01611685,1.03639343,4.45176905,2.45890677,0.84141544,0.00000000
-5.64582291,4.68470351,0.01581155,1.01006781,4.44759295,2.44140522,0.85802108,0.00000000
-5.63981991,4.67125664,0.01550428,0.98743632,4.46131713,2.43411268,0.87757306,0.00000000
-5.63381691,4.67665506,0.01520130,0.96873923,4.49347921,2.43747270,0.90004596,0.00000000
-5.62781391,4.70134398,0.01490781,0.95415498,4.54423830,2.45175201,0.92534185,0.00000000
-5.62181091,4.74540891,0.01462784,0.94379289,4.61336455,2.47702215,0.95328949,0.00000000
-5.61580790,4.80855216,0.01436416,0.93768677,4.70023529,2.51314461,0.98364517,0.00000000
-5.60980490,4.89007683,0.01411821,0.93579006,4.80383826,2.55975999,1.01609522,0.00000000
-5.60380190,4.98887951,0.01389011,0.93797272,4.92278253,2.61628226,1.05026014,0.00000000
-5.59779890,5.10345283,0.01367876,0.94402003,5.05531738,2.68189844,1.08570066,0.00000000
-5.59179590,5.23189853,0.01348194,0.95363366,5.19935958,2.75557426,1.12192532,0.00000000
-5.58579290,5.37195151,0.01329644,0.96643510,5.35252902,2.83606602,1.15839973,0.00000000
-5.57978989,5.52101503,0.01311834,0.98197142,5.51219278,2.92193876,1.19455729,0.00000000
-5.57378689,5.67620674,0.01294314,0.99972350,5.67551707,3.01159050,1.22981108,0.00000000
-5.56778389,5.83441466,0.01276610,1.01911642,5.83952638,3.10328228,1.26356679,0.00000000
-5.56178089,5.99236233,0.01258240,1.03953198,6.00116889,3.19517337,1.29523627,0.00000000
-5.55577789,6.14668140,0.01238745,1.06032288,6.15738676,3.28536088,1.32425133,0.00000000
-5.54977489,6.29399001,0.01217706,1.08082834,6.30518973,3.37192294,1.35007757,0.00000000
-5.54377189,6.43097502,0.01194771,1.10039064,6.44173018,3.45296423,1.37222773,0.00000000
-5.53776888,6.55447566,0.01169662,1.11837213,6.56437772,3.52666279,1.39027419,0.00000000
-5.53176588,6.66156645,0.01142198,1.13417220,6.67079124,3.59131684,1.40386041,0.00000000
-5.52576288,6.74963681,0.01112296,1.14724365,6.75898609,3.64539012,1.41271085,0.00000000
-5.51975988,6.81646507,0.01079978,1.15710795,6.82739456,3.68755463,1.41663921,0.00000000
-5.51375688,6.86028446,0.01045374,1.16336896,6.87491744,3.71672925,1.41555460,0.00000000
-5.50775388,6.87983886,0.01008710,1.16572454,6.90096478,3.73211310,1.40946575,0.00000000
-5.50175088,6.87442650,0.00970309,1.16397565,6.90548436,3.73321232,1.39848273,0.00000000
-5.49574787,6.84392958,0.00930571,1.15803278,6.88897623,3.71985936,1.38281648,0.00000000
-5.48974487,6.78882867,0.00889966,1.14791914,6.85249234,3.69222379,1.36277580,0.00000000
-5.48374187,6.71020083,0.00849013,1.13377080,6.79762046,3.65081402,1.33876196,0.00000000
-5.47773887,6.60970067,0.00808268,1.11583345,6.72645201,3.59646941,1.31126093,0.00000000
-5.47173587,6.48952453,0.00768298,1.09445591,6.64153384,3.53034281,1.28083328,0.00000000
-5.46573287,6.35235800,0.00729672,1.07008058,6.54580460,3.45387341,1.24810194,0.00000000
-5.45972986,6.20130783,0.00692935,1.04323101,6.44251658,3.36875063,1.21373801,0.00000000
-5.45372686,6.03981963,0.00658598,1.01449694,6.33514481,3.27686969,1.17844479,0.00000000
-5.44772386,5.87158359,0.00627121,0.98451726,6.22728541,3.18028010,1.14294044,0.00000000
-5.44172086,5.70043061,0.00598896,0.95396142,6.12254593,3.08112833,1.10793964,0.00000000
-5.43571786,5.53022193,0.00574243,0.92350976,6.02443094,2.98159657,1.07413469,0.00000000
-5.42971486,5.36473573,0.00553397,0.89383349,5.93622633,2.88383932,1.04217645,0.00000000
-5.42371186,5.20755423,0.00536502,0.86557495,5.86088647,2.78991991,1.01265595,0.00000000
-5.41770885,5.06195523,0.00523609,0.83932869,5.80092831,2.70174919,0.98608696,0.00000000
-5.41170585,4.93081193,0.00514676,0.81562414,5.75833665,2.62102844,0.96289038,0.00000000
-5.40570285,4.81650464,0.00509567,0.79491042,5.73448474,2.54919855,0.94338084,0.00000000
-5.39969985,4.72084786,0.00508058,0.77754373,5.73007390,2.48739744,0.92775628,0.00000000
-5.39369685,4.64503560,0.00509846,0.76377795,5.74509543,2.43642736,0.91609088,0.00000000
-5.38769385,4.58960730,0.00514552,0.75375857,5.77881723,2.39673315,0.90833173,0.00000000
-5.38169085,4.55443594,0.00521738,0.74752039,5.82979666,2.36839272,0.90429960,0.00000000
-5.37568784,4.53873908,0.00530915,0.74498893,5.89592025,2.35111985,0.90369385,0.00000000
-5.36968484,4.54111268,0.00541557,0.74598554,5.97446930,2.34427945,0.90610154,0.00000000
-5.36368184,4.55958669,0.00553116,0.75023606,6.06220981,2.34691485,0.91101040,0.00000000
-5.35767884,4.59170039,0.00565038,0.75738260,6.15550331,2.35778581,0.91782545,0.00000000
-5.35167584,4.63459467,0.00576775,0.76699806,6.25043486,2.37541624,0.92588850,0.00000000
-5.34567284,4.68511771,0.00587801,0.77860282,6.34295271,2.39814937,0.93450012,0.00000000
-5.33966983,4.73993995,0.00597624,0.79168281,6.42901431,2.42420859,0.94294298,0.00000000
-5.33366683,4.79567366,0.00605800,0.80570837,6.50473219,2.45176132,0.95050589,0.00000000
-5.32766383,4.84899246,0.00611944,0.82015305,6.56651365,2.47898355,0.95650757,0.00000000
-5.32166083,4.89674595,0.00615735,0.83451160,6.61118803,2.50412259,0.96031907,0.00000000
-5.31565783,4.93606497,0.00616928,0.84831645,6.63611630,2.52555545,0.96138424,0.00000000
-5.30965483,4.96445335,0.00615354,0.86115201,6.63927802,2.54184085,0.95923720,0.00000000
-5.30365183,4.97986278,0.00610922,0.87266623,6.61933231,2.55176285,0.95351635,0.00000000
-5.29764882,4.98074817,0.00603625,0.88257902,6.57565043,2.55436470,0.94397436,0.00000000
-5.29164582,4.96610185,0.00593527,0.89068734,6.50831910,2.54897185,0.93048384,0.00000000
-5.28564282,4.93546596,0.00580767,0.89686679,6.41811514,2.53520365,0.91303856,0.00000000
-5.27963982,4.88892341,0.00565549,0.90106977,6.30645343,2.51297371,0.89175049,0.00000000
-5.27363682,4.82706886,0.00548132,0.90332064,6.17531141,2.48247952,0.86684269,0.00000000
-5.26763382,4.75096190,0.00528826,0.90370807,6.02713448,2.44418230,0.83863875,0.00000000
-5.26163082,4.66206555,0.00507974,0.90237532,5.86472750,2.39877852,0.80754924,0.00000000
-5.25562781,4.56217374,0.00485948,0.89950891,5.69113791,2.34716470,0.77405595,0.00000000
-5.24962481,4.45333159,0.00463135,0.89532650,5.50953665,2.29039770,0.73869466,0.00000000
-5.24362181,4.33775267,0.00439927,0.89006469,5.32310219,2.22965215,0.70203720,0.00000000
-5.23761881,4.21773716,0.00416709,0.88396722,5.13491323,2.16617747,0.66467364,0.00000000
-5.23161581,4.09559455,0.00393855,0.87727450,4.94785439,2.10125594,0.62719516,0.00000000
-5.22561281,3.97357377,0.00371714,0.87021458,4.76453846,2.03616379,0.59017839,0.00000000
-5.21960980,3.85380340,0.00350607,0.86299624,4.58724760,1.97213642,0.55417145,0.00000000
-5.21360680,3.73824324,0.00330820,0.85580418,4.41789452,1.91033883,0.51968226,0.00000000
-5.20760380,3.62864814,0.00312600,0.84879639,4.25800384,1.85184163,0.48716910,0.00000000
-5.20160080,3.52654386,0.00296154,0.84210366,4.10871218,1.79760303,0.45703359,0.00000000
-5.19559780,3.43321428,0.00281646,0.83583073,3.97078487,1.74845621,0.42961588,0.00000000
-5.18959480,3.34969823,0.00269199,0.83005893,3.84464635,1.70510182,0.40519201,0.00000000
-5.18359180,3.27679418,0.00258890,0.82484964,3.73042059,1.66810463,0.38397297,0.00000000
-5.17758879,3.21507044,0.00250762,0.82024814,3.62797780,1.63789338,0.36610530,0.00000000
-5.17158579,3.16487863,0.00244814,0.81628728,3.53698358,1.61476287,0.35167272,0.00000000
-5.16558279,3.12636825,0.00241013,0.81299055,3.45694687,1.59887728,0.34069867,0.00000000
-5.15957979,3.09950041,0.00239292,0.81037409,3.38726370,1.59027393,0.33314919,0.00000000
-5.15357679,3.08405952,0.00239555,0.80844750,3.32725434,1.58886680,0.32893619,0.00000000
-5.14757379,3.07966188,0.00241677,0.80721320,3.27619217,1.59444956,0.32792070,0.00000000
-5.14157079,3.08576123,0.00245510,0.80666445,3.23332361,1.60669801,0.32991627,0.00000000
-5.13556778,3.10165145,0.00250883,0.80678222,3.19787919,1.62517209,0.33469230,0.00000000
-5.12956478,3.12646761,0.00257606,0.80753123,3.16907679,1.64931812,0.34197758,0.00000000
-5.12356178,3.15918665,0.00265471,0.80885555,3.14611843,1.67847183,0.35146405,0.00000000
-5.11755878,3.19862939,0.00274255,0.81067436,3.12818297,1.71186298,0.36281095,0.00000000
-5.11155578,3.24346596,0.00283725,0.81287834,3.11441691,1.74862263,0.37564969,0.00000000
-5.10555278,3.29222604,0.00293638,0.81532720,3.10392586,1.78779358,0.38958939,0.00000000
-5.09954977,3.34331581,0.00303747,0.81784891,3.09576890,1.82834480,0.40422338,0.00000000
-5.09354677,3.39504239,0.00313803,0.82024086,3.08895795,1.86919017,0.41913663,0.00000000
-5.08754377,3.44564642,0.00323562,0.82227324,3.08246354,1.90921163,0.43391417,0.00000000
-5.08154077,3.49334263,0.00332787,0.82369473,3.07522779,1.94728644,0.44815028,0.00000000
-5.07553777,3.53636754,0.00341258,0.82424027,3.06618485,1.98231794,0.46145843,0.00000000
-5.06953477,3.57303273,0.00348776,0.82364073,3.05428816,2.01326884,0.47348148,0.00000000
-5.06353177,3.60178167,0.00355168,0.82163401,3.03854334,2.03919571,0.48390199,0.00000000
-5.05752876,3.62124747,0.00360295,0.81797692,3.01804486,2.05928318,0.49245209,0.00000000
-5.05152576,3.63030861,0.00364059,0.81245732,2.99201443,2.07287626,0.49892262,0.00000000
-5.04552276,3.62813981,0.00366406,0.80490572,2.95983839,2.07950902,0.50317099,0.00000000
-5.03951976,3.61425497,0.00367332,0.79520562,2.92110175,2.07892807,0.50512743,0.00000000
-5.03351676,3.58853968,0.00366887,0.78330210,2.87561646,2.07110955,0.50479928,0.00000000
-5.02751376,3.55127111,0.00365178,0.76920782,2.82344161,2.05626833,0.50227307,0.00000000
-5.02151076,3.50312386,0.00362369,0.75300639,2.76489418,2.03485894,0.49771414,0.00000000
-5.01550775,3.44516091,0.00358682,0.73485248,2.70054899,2.00756767,0.49136390,0.00000000
-5.00950475,3.37880971,0.00354392,0.71496890,2.63122768,1.97529617,0.48353456,0.00000000
-5.00350175,3.30582427,0.00349830,0.69364052,2.55797668,1.93913704,0.47460174,0.00000000
-4.99749875,3.22823472,0.00345371,0.67120552,2.48203535,1.90034238,0.46499493,0.00000000
-4.99149575,3.14828650,0.00341433,0.64804420,2.40479560,1.86028655,0.45518643,0.00000000
-4.98549275,3.06837183,0.00338470,0.62456605,2.32775486,1.82042490,0.44567896,0.00000000
-4.97948974,2.99095646,0.00336960,0.60119569,2.25246501,1.78225000,0.43699246,0.00000000
-4.97348674,2.91850477,0.00337402,0.57835828,2.18047936,1.74724714,0.42965055,0.00000000
-4.96748374,2.85340627,0.00340304,0.55646523,2.11330051,1.71685109,0.42416707,0.00000000
-4.96148074,2.79790643,0.00346174,0.53590073,2.05233126,1.69240540,0.42103311,0.00000000
-4.95547774,2.75404427,0.00355513,0.51700974,1.99883082,1.67512588,0.42070492,0.00000000
-4.94947474,2.72359871,0.00368802,0.50008791,1.95387799,1.66606927,0.42359302,0.00000000
-4.94347174,2.70804536,0.00386501,0.48537375,1.91834261,1.66610793,0.43005269,0.00000000
-4.93746873,2.70852435,0.00409035,0.47304328,1.89286611,1.67591108,0.44037605,0.00000000
-4.93146573,2.72581986,0.00436788,0.46320721,1.87785132,1.69593264,0.45478583,0.00000000
-4.92546273,2.76035086,0.00470097,0.45591062,1.87346139,1.72640578,0.47343082,0.00000000
-4.91945973,2.81217256,0.00509248,0.45113494,1.87962712,1.76734348,0.49638297,0.00000000
-4.91345673,2.88098744,0.00554464,0.44880195,1.89606162,1.81854482,0.52363615,0.00000000
-4.90745373,2.96616456,0.00605906,0.44877946,1.92228101,1.87960607,0.55510625,0.00000000
-4.90145073,3.06676551,0.00663666,0.45088829,1.95762966,1.94993585,0.59063283,0.00000000
-4.89544772,3.18157565,0.00727760,0.45491014,2.00130837,2.02877341,0.62998175,0.00000000
-4.88944472,3.30913890,0.00798130,0.46059582,2.05240398,2.11520936,0.67284910,0.00000000
-4.88344172,3.44779470,0.00874634,0.46767375,2.10991902,2.20820782,0.71886591,0.00000000
-4.87743872,3.59571593,0.00957047,0.47585803,2.17279998,2.30662950,0.76760375,0.00000000
-4.87143572,3.75094664,0.01045058,0.48485611,2.23996340,2.40925491,0.81858106,0.00000000
-4.86543272,3.91143884,0.01138268,0.49437572,2.31031888,2.51480741,0.87127015,0.00000000
-4.85942971,4.07508768,0.01236191,0.50413089,2.38278850,2.62197544,0.92510472,0.00000000
-4.85342671,4.23976464,0.01338250,0.51384709,2.45632259,2.72943395,0.97948792,0.00000000
-4.84742371,4.40334859,0.01443785,0.52326540,2.52991164,2.83586458,1.03380086,0.00000000
-4.84142071,4.56375450,0.01552049,0.53214576,2.60259470,2.93997457,1.08741155,0.00000000
-4.83541771,4.71896004,0.01662220,0.54026939,2.67346472,3.04051431,1.13968408,0.00000000
-4.82941471,4.86702992,0.01773403,0.54744045,2.74167114,3.13629352,1.18998809,0.00000000
-4.82341171,5.00613839,0.01884639,0.55348710,2.80642048,3.22619599,1.23770836,0.00000000
-4.81740870,5.13458968,0.01994920,0.55826200,2.86697548,3.30919290,1.28225440,0.00000000
-4.81140570,5.25083681,0.02103195,0.56164241,2.92265343,3.38435476,1.32306989,0.00000000
-4.80540270,5.35349850,0.02208392,0.56352997,2.97282414,3.45086186,1.35964182,0.00000000
-4.79939970,5.44137437,0.02309428,0.56385026,3.01690828,3.50801332,1.39150920,0.00000000
-4.79339670,5.51345827,0.02405235,0.56255216,3.05437628,3.55523465,1.41827103,0.00000000
-4.78739370,5.56894956,0.02494772,0.55960704,3.08474827,3.59208370,1.43959344,0.00000000
-4.78139070,5.60726230,0.02577051,0.55500787,3.10759523,3.61825519,1.45521580,0.00000000
-4.77538769,5.62803195,0.02651158,0.54876826,3.12254142,3.63358344,1.46495558,0.00000000
-4.76938469,5.63111956,0.02716268,0.54092133,3.12926816,3.63804351,1.46871184,0.00000000
-4.76338169,5.61661303,0.02771673,0.53151852,3.12751881,3.63175050,1.46646721,0.00000000
-4.75737869,5.58482534,0.02816792,0.52062830,3.11710462,3.61495700,1.45828824,0.00000000
-4.75137569,5.53628942,0.02851193,0.50833480,3.09791136,3.58804866,1.44432406,0.00000000
-4.74537269,5.47174966,0.02874600,0.49473623,3.06990606,3.55153777,1.42480334,0.00000000
-4.73936968,5.39214980,0.02886905,0.47994335,3.03314354,3.50605476,1.40002960,0.00000000
-4.73336668,5.29861718,0.02888173,0.46407773,2.98777223,3.45233771,1.37037482,0.00000000
-4.72736368,5.19244350,0.02878636,0.44726996,2.93403860,3.39121986,1.33627161,0.00000000
-4.72136068,5.07506209,0.02858693,0.42965784,2.87228981,3.32361513,1.29820402,0.00000000
-4.71535768,4.94802209,0.02828896,0.41138443,2.80297413,3.25050187,1.25669721,0.00000000
-4.70935468,4.81295982,0.02789937,0.39259615,2.72663865,3.17290501,1.21230625,0.00000000
-4.70335168,4.67156803,0.02742623,0.37344084,2.64392409,3.09187704,1.16560427,0.00000000
-4.69734867,4.52556359,0.02687856,0.35406583,2.55555663,3.00847803,1.11717047,0.00000000
-4.69134567,4.37665453,0.02626604,0.33461604,2.46233676,2.92375540,1.06757802,0.00000000
-4.68534267,4.22650733,0.02559875,0.31523218,2.36512543,2.83872386,1.01738257,0.00000000
-4.67933967,4.07671554,0.02488681,0.29604900,2.26482784,2.75434631,0.96711142,0.00000000
-4.67333667,3.92877061,0.02414014,0.27719367,2.16237553,2.67151619,0.91725388,0.00000000
-4.66733367,3.78403627,0.02336817,0.25878433,2.05870736,2.59104210,0.86825305,0.00000000
-4.66133067,3.64372709,0.02257962,0.24092876,1.95475019,2.51363522,0.82049938,0.00000000
-4.65532766,3.50889223,0.02178223,0.22372332,1.85140010,2.43990007,0.77432600,0.00000000
-4.64932466,3.38040499,0.02098270,0.20725205,1.74950487,2.37032897,0.73000626,0.00000000
-4.64332166,3.25895836,0.02018654,0.19158609,1.64984852,2.30530041,0.68775329,0.00000000
-4.63731866,3.14506679,0.01939804,0.17678330,1.55313852,2.24508133,0.64772157,0.00000000
-4.63131566,3.03907378,0.01862034,0.16288822,1.45999611,2.18983314,0.61001054,0.00000000
-4.62531266,2.94116487,0.01785546,0.14993222,1.37095006,2.13962101,0.57466983,0.00000000
-4.61930965,2.85138504,0.01710447,0.13793400,1.28643396,2.09442583,0.54170589,0.00000000
-4.61330665,2.76965951,0.01636762,0.12690029,1.20678693,2.05415817,0.51108973,0.00000000
-4.60730365,2.69581667,0.01564460,0.11682674,1.13225743,2.01867324,0.48276523,0.00000000
-4.60130065,2.62961185,0.01493473,0.10769907,1.06300993,1.98778613,0.45665774,0.00000000
-4.59529765,2.57075058,0.01423715,0.09949427,0.99913359,1.96128628,0.43268239,0.00000000
-4.58929465,2.51891010,0.01355109,0.09218194,0.94065262,1.93895059,0.41075186,0.00000000
-4.58329165,2.47375817,0.01287598,0.08572569,0.88753750,1.92055437,0.39078312,0.00000000
-4.57728864,2.43496835,0.01221169,0.08008447,0.83971643,1.90587975,0.37270301,0.00000000
-4.57128564,2.40223126,0.01155858,0.07521399,0.79708647,1.89472143,0.35645221,0.00000000
-4.56528264,2.37526169,0.01091758,0.07106787,0.75952387,1.88688951,0.34198781,0.00000000
-4.55927964,2.35380164,0.01029026,0.06759888,0.72689306,1.88220992,0.32928412,0.00000000
-4.55327664,2.33761980,0.00967874,0.06475992,0.69905414,1.88052266,0.31833201,0.00000000
-4.54727364,2.32650800,0.00908570,0.06250487,0.67586866,1.88167838,0.30913679,0.00000000
-4.54127064,2.32027553,0.00851423,0.06078931,0.65720352,1.88553411,0.30171498,0.00000000
-4.53526763,2.31874210,0.00796773,0.05957107,0.64293313,1.89194857,0.29609003,0.00000000
-4.52926463,2.32173033,0.00744978,0.05881057,0.63293984,1.90077780,0.29228746,0.00000000
-4.52326163,2.32905861,0.00696397,0.05847108,0.62711291,1.91187162,0.29032971,0.00000000
-4.51725863,2.34053487,0.00651376,0.05851875,0.62534605,1.92507125,0.29023085,0.00000000
-4.51125563,2.35595170,0.00610234,0.05892257,0.62753393,1.94020838,0.29199172,0.00000000
-4.50525263,2.37508329,0.00573248,0.05965414,0.63356776,1.95710562,0.29559543,0.00000000
-4.49924962,2.39768389,0.00540644,0.06068736,0.64333034,1.97557835,0.30100373,0.00000000
-4.49324662,2.42348800,0.00512588,0.06199805,0.65669064,1.99543767,0.30815418,0.00000000
-4.48724362,2.45221185,0.00489182,0.06356345,0.67349835,2.01649404,0.31695845,0.00000000
-4.48124062,2.48355579,0.00470455,0.06536171,0.69357854,2.03856120,0.32730156,0.00000000
-4.47523762,2.51720739,0.00456368,0.06737131,0.71672681,2.06146006,0.33904228,0.00000000
-4.46923462,2.55284458,0.00446815,0.06957056,0.74270503,2.08502200,0.35201453,0.00000000
-4.46323162,2.59013881,0.00441626,0.07193707,0.77123812,2.10909137,0.36602980,0.00000000
-4.45722861,2.62875772,0.00440570,0.07444731,0.80201210,2.13352690,0.38088027,0.00000000
-4.45122561,2.66836742,0.00443372,0.07707633,0.83467350,2.15820199,0.39634282,0.00000000
-4.44522261,2.70863408,0.00449710,0.07979749,0.86883056,2.18300377,0.41218339,0.00000000
-4.43921961,2.74922517,0.00459235,0.08258247,0.90405616,2.20783112,0.42816191,0.00000000
-4.43321661,2.78981021,0.00471575,0.08540139,0.93989270,2.23259174,0.44403725,0.00000000
-4.42721361,2.83006131,0.00486347,0.08822306,0.97585880,2.25719858,0.45957231,0.00000000
-4.42121061,2.86965360,0.00503166,0.09101549,1.01145777,2.28156584,0.47453892,0.00000000
-4.41520760,2.90826560,0.00521657,0.09374646,1.04618748,2.30560467,0.48872238,0.00000000
-4.40920460,2.94557973,0.00541459,0.09638425,1.07955136,2.32921898,0.50192560,0.00000000
-4.40320160,2.98128267,0.00562236,0.09889846,1.11107014,2.35230131,0.51397261,0.00000000
-4.39719860,3.01506580,0.00583679,0.10126075,1.14029349,2.37472897,0.52471132,0.00000000
-4.39119560,3.04662534,0.00605510,0.10344571,1.16681138,2.39636047,0.53401556,0.00000000
-4.38519260,3.07566219,0.00627487,0.10543146,1.19026418,2.41703234,0.54178624,0.00000000
-4.37918959,3.10188131,0.00649398,0.10720023,1.21035120,2.43655632,0.54795161,0.00000000
-4.37318659,3.12499055,0.00671065,0.10873870,1.22683702,2.45471698,0.55246674,0.00000000
-4.36718359,3.14469901,0.00692335,0.11003814,1.23955531,2.47126994,0.55531221,0.00000000
-4.36118059,3.16071500,0.00713078,0.11109425,1.24840985,2.48594076,0.55649204,0.00000000
-4.35517759,3.17274397,0.00733179,0.11190684,1.25337276,2.49842481,0.55603114,0.00000000
-4.34917459,3.18048675,0.00752531,0.11247925,1.25448003,2.50838840,0.55397228,0.00000000
-4.34317159,3.18363868,0.00771028,0.11281756,1.25182460,2.51547150,0.55037282,0.00000000
-4.33716858,3.18189008,0.00788557,0.11292976,1.24554764,2.51929239,0.54530145,0.00000000
-4.33116558,3.17492887,0.00804992,0.11282472,1.23582838,2.51945461,0.53883498,0.00000000
-4.32516258,3.16244571,0.00820190,0.11251137,1.22287335,2.51555646,0.53105545,0.00000000
-4.31915958,3.14414213,0.00833990,0.11199772,1.20690577,2.50720322,0.52204776,0.00000000
-4.31315658,3.11974200,0.00846208,0.11129030,1.18815566,2.49402196,0.51189781,0.00000000
-4.30715358,3.08900626,0.00856641,0.11039359,1.16685141,2.47567896,0.50069137,0.00000000
