energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-5.88594297,5.55759553,0.04616479,0.95430429,3.52861149,1.77874197,0.81153035,0.44540752,2.25195988,0.00000000
-5.87993997,5.64846631,0.04674230,0.97336936,3.49046318,1.84411563,0.82660096,0.44776589,2.28068573,0.00000000
-5.87393697,5.74626027,0.04726448,0.99527879,3.45571262,1.91645983,0.84076237,0.45063476,2.30937226,0.00000000
-5.86793397,5.85034645,0.04773172,1.01991989,3.42495825,1.99535531,0.85381799,0.45404279,2.33775933,0.00000000
-5.86193097,5.95989026,0.04814598,1.04709251,3.39867576,2.08019381,0.86559766,0.45801091,2.36558467,0.00000000
-5.85592796,6.07386630,0.04851074,1.07651042,3.37721186,2.17018186,0.87596281,0.46255213,2.39259167,0.00000000
-5.84992496,6.19107797,0.04883077,1.10780582,3.36078259,2.26435061,0.88481050,0.46767173,2.41853711,0.00000000
-5.84392196,6.31018346,0.04911202,1.14053681,3.34947629,2.36157202,0.89207613,0.47336775,2.44319835,0.00000000
-5.83791896,6.42972788,0.04936139,1.17419798,3.34326121,2.46058137,0.89773483,0.47963170,2.46637990,0.00000000
-5.83191596,6.54818076,0.04958649,1.20823369,3.34199750,2.56000582,0.90180119,0.48644957,2.48791901,0.00000000
-5.82591296,6.66397813,0.04979544,1.24205400,3.34545302,2.65839854,0.90432758,0.49380298,2.50769014,0.00000000
-5.81990995,6.77556808,0.04999661,1.27505248,3.35332221,2.75427753,0.90540110,0.50167050,2.52560827,0.00000000
-5.81390695,6.88145824,0.05019837,1.30662549,3.36524736,2.84616792,0.90513923,0.51002899,2.54163094,0.00000000
-5.80790395,6.98026374,0.05040889,1.33619228,3.38084101,2.93264656,0.90368450,0.51885495,2.55575902,0.00000000
-5.80190095,7.07075377,0.05063585,1.36321488,3.39970857,3.01238700,0.90119837,0.52812571,2.56803634,0.00000000
-5.79589795,7.15189469,0.05088627,1.38721717,3.42146972,3.08420312,0.89785481,0.53782042,2.57854804,0.00000000
-5.78989495,7.22288782,0.05116627,1.40780208,3.44577775,3.14708961,0.89383354,0.54792081,2.58741790,0.00000000
-5.78389195,7.28319977,0.05148086,1.42466624,3.47233536,3.20025708,0.88931363,0.55841143,2.59480458,0.00000000
-5.77788894,7.33258352,0.05183375,1.43761118,3.50090632,3.24316029,0.88446746,0.56927963,2.60089690,0.00000000
-5.77188594,7.37108868,0.05222717,1.44655045,3.53132193,3.27551768,0.87945540,0.58051485,2.60590814,0.00000000
-5.76588294,7.39905974,0.05266169,1.45151229,3.56348185,3.29732103,0.87442137,0.59210760,2.61006955,0.00000000
-5.75987994,7.41712175,0.05313606,1.45263748,3.59734925,3.30883438,0.86948943,0.60404782,2.61362297,0.00000000
-5.75387694,7.42615323,0.05364713,1.45017233,3.63294011,3.31058185,0.86476139,0.61632291,2.61681287,0.00000000
-5.74787394,7.42724708,0.05418970,1.44445708,3.67030741,3.30332467,0.86031564,0.62891539,2.61987789,0.00000000
-5.74187094,7.42166086,0.05475650,1.43591012,3.70952090,3.28802807,0.85620690,0.64180041,2.62304198,0.00000000
-5.73586793,7.41075837,0.05533821,1.42500874,3.75064357,3.26581948,0.85246701,0.65494326,2.62650567,0.00000000
-5.72986493,7.39594517,0.05592347,1.41226728,3.79370623,3.23793989,0.84910654,0.66829701,2.63043751,0.00000000
-5.72386193,7.37860119,0.05649908,1.39821372,3.83868183,3.20569052,0.84611706,0.68180063,2.63496632,0.00000000
-5.71785893,7.36001379,0.05705017,1.38336594,3.88546103,3.17037745,0.84347398,0.69537761,2.64017441,0.00000000
-5.71185593,7.34131478,0.05756052,1.36820864,3.93383081,3.13325682,0.84113959,0.70893541,2.64609236,0.00000000
-5.70585293,7.32342484,0.05801294,1.35317230,3.98345765,3.09548335,0.83906641,0.72236585,2.65269566,0.00000000
-5.69984992,7.30700832,0.05838967,1.33861508,4.03387646,3.05806462,0.83720038,0.73554648,2.65990341,0.00000000
-5.69384692,7.29244113,0.05867299,1.32480856,4.08448649,3.02182337,0.83548398,0.74834306,2.66757952,0.00000000
-5.68784392,7.27979342,0.05884569,1.31192804,4.13455465,2.98736955,0.83385898,0.76061303,2.67553629,0.00000000
-5.68184092,7.26882811,0.05889172,1.30004779,4.18322659,2.95508338,0.83226878,0.77221001,2.68354048,0.00000000
-5.67583792,7.25901538,0.05879675,1.28914141,4.22954519,2.92510998,0.83066036,0.78298892,2.69132155,0.00000000
-5.66983492,7.24956230,0.05854877,1.27908717,4.27247571,2.89736557,0.82898551,0.79281180,2.69858184,0.00000000
-5.66383192,7.23945591,0.05813856,1.26967783,4.31093664,2.87155465,0.82720173,0.80155369,2.70500825,0.00000000
-5.65782891,7.22751731,0.05756016,1.26063453,4.34383457,2.84719682,0.82527241,0.80910856,2.71028477,0.00000000
-5.65182591,7.21246370,0.05681120,1.25162360,4.37010145,2.82366164,0.82316669,0.81539479,2.71410530,0.00000000
-5.64582291,7.19297495,0.05589309,1.24227559,4.38873243,2.80020946,0.82085874,0.82035981,2.71618611,0.00000000
-5.63981991,7.16776111,0.05481107,1.23220530,4.39882216,2.77603585,0.81832690,0.82398378,2.71627738,0.00000000
-5.63381691,7.13562719,0.05357417,1.22103179,4.39959790,2.75031728,0.81555253,0.82628193,2.71417312,0.00000000
-5.62781391,7.09553201,0.05219498,1.20839737,4.39044780,2.72225571,0.81251886,0.82730533,2.70971912,0.00000000
-5.62181091,7.04663828,0.05068924,1.19398457,4.37094279,2.69111993,0.80920984,0.82714011,2.70281849,0.00000000
-5.61580790,6.98835157,0.04907542,1.17753053,4.34085149,2.65628171,0.80560930,0.82590502,2.69343475,0.00000000
-5.60980490,6.92034671,0.04737411,1.15883796,4.30014713,2.61724541,0.80170034,0.82374740,2.68159218,0.00000000
-5.60380190,6.84258094,0.04560733,1.13778257,4.24900679,2.57366986,0.79746516,0.82083775,2.66737373,0.00000000
-5.59779890,6.75529367,0.04379787,1.11431673,4.18780297,2.52538209,0.79288527,0.81736309,2.65091659,0.00000000
-5.59179590,6.65899365,0.04196856,1.08846941,4.11708833,2.47238262,0.78794230,0.81351950,2.63240571,0.00000000
-5.58579290,6.55443491,0.04014156,1.06034277,4.03757461,2.41484276,0.78261904,0.80950400,2.61206582,0.00000000
-5.57978989,6.44258317,0.03833772,1.03010573,3.95010691,2.35309464,0.77690100,0.80550643,2.59015222,0.00000000
-5.57378689,6.32457504,0.03657601,0.99798517,3.85563501,2.28761477,0.77077813,0.80170146,2.56694077,0.00000000
-5.56778389,6.20167225,0.03487305,0.96425537,3.75518290,2.21900252,0.76424661,0.79824120,2.54271775,0.00000000
-5.56178089,6.07521332,0.03324271,0.92922633,3.64981827,2.14795488,0.75731060,0.79524880,2.51776964,0.00000000
-5.55577789,5.94656506,0.03169594,0.89323167,3.54062316,2.07523865,0.74998373,0.79281326,2.49237342,0.00000000
-5.54977489,5.81707587,0.03024059,0.85661679,3.42866705,2.00166175,0.74229014,0.79098570,2.46678755,0.00000000
-5.54377189,5.68803275,0.02888148,0.81972768,3.31498322,1.92804459,0.73426497,0.78977724,2.44124385,0.00000000
-5.53776888,5.56062344,0.02762049,0.78290104,3.20054915,1.85519285,0.72595418,0.78915854,2.41594048,0.00000000
-5.53176588,5.43590480,0.02645685,0.74645585,3.08627141,1.78387255,0.71741361,0.78906111,2.39103609,0.00000000
-5.52576288,5.31477817,0.02538744,0.71068671,2.97297499,1.71478815,0.70870729,0.78938012,2.36664531,0.00000000
-5.51975988,5.19797213,0.02440719,0.67585907,2.86139726,1.64856419,0.69990506,0.78997868,2.34283552,0.00000000
-5.51375688,5.08603261,0.02350957,0.64220621,2.75218588,1.58573101,0.69107963,0.79069342,2.31962511,0.00000000
-5.50775388,4.97932043,0.02268699,0.60992797,2.64590063,1.52671463,0.68230323,0.79134099,2.29698311,0.00000000
-5.50175088,4.87801557,0.02193138,0.57919110,2.54301809,1.47183083,0.67364404,0.79172525,2.27483044,0.00000000
-5.49574787,4.78212784,0.02123459,0.55013077,2.44393890,1.42128343,0.66516266,0.79164488,2.25304265,0.00000000
-5.48974487,4.69151309,0.02058886,0.52285326,2.34899669,1.37516656,0.65690890,0.79090106,2.23145421,0.00000000
-5.48374187,4.60589428,0.01998717,0.49743930,2.25846803,1.33347051,0.64891909,0.78930487,2.20986441,0.00000000
-5.47773887,4.52488643,0.01942363,0.47394792,2.17258282,1.29609104,0.64121408,0.78668427,2.18804474,0.00000000
-5.47173587,4.44802460,0.01889370,0.45242050,2.09153449,1.26284138,0.63379815,0.78289027,2.16574762,0.00000000
-5.46573287,4.37479377,0.01839437,0.43288479,2.01548952,1.23346672,0.62665898,0.77780220,2.14271638,0.00000000
-5.45972986,4.30465983,0.01792428,0.41535863,1.94459591,1.20766048,0.61976855,0.77133188,2.11869612,0.00000000
-5.45372686,4.23710048,0.01748380,0.39985339,1.87899032,1.18508182,0.61308512,0.76342661,2.09344518,0.00000000
-5.44772386,4.17163503,0.01707491,0.38637677,1.81880361,1.16537374,0.60655606,0.75407087,2.06674685,0.00000000
-5.44172086,4.10785234,0.01670118,0.37493515,1.76416473,1.14818120,0.60012139,0.74328692,2.03842082,0.00000000
-5.43571786,4.04543565,0.01636762,0.36553520,1.71520295,1.13316863,0.59371794,0.73113410,2.00833392,0.00000000
-5.42971486,3.98418388,0.01608044,0.35818505,1.67204855,1.12003615,0.58728362,0.71770713,1.97640972,0.00000000
-5.42371186,3.92402835,0.01584687,0.35289475,1.63483210,1.10853409,0.58076183,0.70313353,1.94263654,0.00000000
-5.41770885,3.86504477,0.01567494,0.34967638,1.60368248,1.09847517,0.57410559,0.68757014,1.90707348,0.00000000
-5.41170585,3.80745993,0.01557317,0.34854367,1.57872419,1.08974403,0.56728124,0.67119922,1.86985423,0.00000000
-5.40570285,3.75165306,0.01555040,0.34951142,1.56007393,1.08230377,0.56027144,0.65422403,1.83118846,0.00000000
-5.39969985,3.69815202,0.01561549,0.35259465,1.54783708,1.07619935,0.55307743,0.63686430,1.79136064,0.00000000
-5.39369685,3.64762440,0.01577711,0.35780770,1.54210428,1.07155765,0.54572043,0.61935165,1.75072651,0.00000000
-5.38769385,3.60086425,0.01604358,0.36516330,1.54294840,1.06858439,0.53824211,0.60192511,1.70970717,0.00000000
-5.38169085,3.55877462,0.01642264,0.37467167,1.55042219,1.06755790,0.53070420,0.58482702,1.66878112,0.00000000
-5.37568784,3.52234689,0.01692132,0.38633976,1.56455670,1.06882006,0.52318733,0.56829912,1.62847456,0.00000000
-5.36968484,3.49263727,0.01754579,0.40017046,1.58536058,1.07276478,0.51578912,0.55257923,1.58935030,0.00000000
-5.36368184,3.47074118,0.01830129,0.41616196,1.61282015,1.07982422,0.50862168,0.53789820,1.55199558,0.00000000
-5.35767884,3.45776606,0.01919197,0.43430702,1.64689996,1.09045336,0.50180866,0.52447732,1.51700925,0.00000000
-5.35167584,3.45480312,0.02022086,0.45459217,1.68754367,1.10511324,0.49548197,0.51252607,1.48498854,0.00000000
-5.34567284,3.46289820,0.02138974,0.47699675,1.73467477,1.12425333,0.48977815,0.50224001,1.45651571,0.00000000
-5.33966983,3.48302224,0.02269910,0.50149152,1.78819662,1.14829357,0.48483469,0.49379887,1.43214477,0.00000000
-5.33366683,3.51604143,0.02414804,0.52803703,1.84799141,1.17760632,0.48078618,0.48736457,1.41238850,0.00000000
-5.32766383,3.56268723,0.02573418,0.55658137,1.91391753,1.21249886,0.47776039,0.48307915,1.39770574,0.00000000
-5.32166083,3.62352662,0.02745358,0.58705752,1.98580498,1.25319664,0.47587431,0.48106248,1.38848915,0.00000000
-5.31565783,3.69893265,0.02930066,0.61938012,2.06344861,1.29982785,0.47523028,0.48140968,1.38505356,0.00000000
-5.30965483,3.78905606,0.03126805,0.65344189,2.14659912,1.35240958,0.47591203,0.48418827,1.38762484,0.00000000
-5.30365183,3.89379832,0.03334655,0.68910973,2.23495208,1.41083606,0.47798092,0.48943508,1.39632966,0.00000000
-5.29764882,4.01278727,0.03552502,0.72622074,2.32813523,1.47486931,0.48147229,0.49715295,1.41118631,0.00000000
-5.29164582,4.14535610,0.03779031,0.76457846,2.42569499,1.54413267,0.48639212,0.50730753,1.43209682,0.00000000
-5.28564282,4.29052727,0.04012723,0.80394960,2.52708279,1.61810747,0.49271416,0.51982419,1.45884079,0.00000000
-5.27963982,4.44700247,0.04251853,0.84406155,2.63164261,1.69613338,0.50037754,0.53458543,1.49107146,0.00000000
-5.27363682,4.61316034,0.04494491,0.88460120,2.73860067,1.77741258,0.50928526,0.55142896,1.52831435,0.00000000
-5.26763382,4.78706313,0.04738516,0.92521512,2.84705874,1.86101818,0.51930362,0.57014685,1.56996911,0.00000000
-5.26163082,4.96647365,0.04981625,0.96551171,2.95599220,1.94590682,0.53026275,0.59048583,1.61531495,0.00000000
-5.25562781,5.14888352,0.05221357,1.00506520,3.06425393,2.03093574,0.54195848,0.61214924,1.66351997,0.00000000
-5.24962481,5.33155304,0.05455117,1.04342194,3.17058492,2.11488402,0.55415566,0.63480051,1.71365482,0.00000000
-5.24362181,5.51156309,0.05680214,1.08010877,3.27363214,2.19647782,0.56659285,0.65806856,1.76471057,0.00000000
-5.23761881,5.68587824,0.05893898,1.11464347,3.37197384,2.27441919,0.57898856,0.68155494,1.81562086,0.00000000
-5.23161581,5.85142011,0.06093412,1.14654702,3.46415195,2.34741779,0.59104876,0.70484274,1.86528778,0.00000000
-5.22561281,6.00514912,0.06276038,1.17535738,3.54871110,2.41422474,0.60247559,0.72750709,1.91261118,0.00000000
-5.21960980,6.14415245,0.06439158,1.20064422,3.62424283,2.47366770,0.61297699,0.74912690,1.95652033,0.00000000
-5.21360680,6.26573513,0.06580312,1.22202413,3.68943373,2.52468612,0.62227682,0.76929756,1.99600716,0.00000000
-5.20760380,6.36751116,0.06697255,1.23917565,3.74311551,2.56636537,0.63012529,0.78764405,2.03015968,0.00000000
-5.20160080,6.44749097,0.06788023,1.25185355,3.78431488,2.59796871,0.63630896,0.80383401,2.05819454,0.00000000
-5.19559780,6.50416168,0.06850985,1.25990152,3.81230107,2.61896578,0.64066014,0.81759019,2.07948710,0.00000000
-5.18959480,6.53655645,0.06884896,1.26326285,3.82662863,2.62905639,0.64306509,0.82870166,2.09359783,0.00000000
-5.18359180,6.54430958,0.06888940,1.26198837,3.82717332,2.62818868,0.64347064,0.83703330,2.10029369,0.00000000
-5.17758879,6.52769448,0.06862770,1.25624126,3.81415905,2.61657061,0.64188884,0.84253302,2.09956335,0.00000000
-5.17158579,6.48764198,0.06806528,1.24629834,3.78817416,2.59467411,0.63839938,0.84523625,2.09162528,0.00000000
-5.16558279,6.42573735,0.06720861,1.23254755,3.75017574,2.56323136,0.63314953,0.84526742,2.07692812,0.00000000
-5.15957979,6.34419523,0.06606919,1.21548165,3.70148110,2.52322306,0.62635156,0.84283816,2.05614282,0.00000000
-5.15357679,6.24581222,0.06466337,1.19568803,3.64374599,2.47585865,0.61827754,0.83824216,2.03014660,0.00000000
-5.14757379,6.13389815,0.06301210,1.17383494,3.57892980,2.42254888,0.60925174,0.83184682,1.99999900,0.00000000
-5.14157079,6.01218765,0.06114046,1.15065445,3.50924839,2.36487135,0.59964074,0.82408170,1.96691060,0.00000000
-5.13556778,5.88473459,0.05907710,1.12692263,3.43711579,2.30452992,0.58984163,0.81542442,1.93220547,0.00000000
-5.12956478,5.75579262,0.05685359,1.10343744,3.36507644,2.24330914,0.58026872,0.80638424,1.89727849,0.00000000
-5.12356178,5.62968566,0.05450362,1.08099516,3.29573007,2.18302504,0.57133911,0.79748406,1.86354902,0.00000000
-5.11755878,5.51067282,0.05206217,1.06036598,3.23165166,2.12547373,0.56345779,0.78924147,1.83241270,0.00000000
-5.11155578,5.40281216,0.04956463,1.04226959,3.17530919,2.07237950,0.55700272,0.78214966,1.80519293,0.00000000
-5.10555278,5.30982839,0.04704596,1.02735168,3.12898196,2.02534402,0.55231050,0.77665887,1.78309413,0.00000000
-5.09954977,5.23498902,0.04453975,1.01616198,3.09468257,1.98579834,0.54966317,0.77315923,1.76715829,0.00000000
-5.09354677,5.18099370,0.04207753,1.00913491,3.07408529,1.95495925,0.54927667,0.77196572,1.75822667,0.00000000
-5.08754377,5.14988087,0.03968792,1.00657334,3.06846370,1.93379152,0.55129143,0.77330583,1.75690817,0.00000000
-5.08154077,5.14295533,0.03739616,1.00863629,3.07864012,1.92297736,0.55576556,0.77731056,1.76355552,0.00000000
-5.07553777,5.16073978,0.03522351,1.01533098,3.10494910,1.92289415,0.56267083,0.78400909,1.77825047,0.00000000
-5.06953477,5.20295245,0.03318701,1.02650987,3.14721662,1.93360142,0.57189185,0.79332752,1.80079859,0.00000000
-5.06353177,5.26851210,0.03129925,1.04187271,3.20475658,1.95483751,0.58322834,0.80509160,1.83073392,0.00000000
-5.05752876,5.35557067,0.02956836,1.06097391,3.27638505,1.98602641,0.59640076,0.81903355,1.86733363,0.00000000
-5.05152576,5.46157295,0.02799815,1.08323501,3.36045262,2.02629441,0.61105885,0.83480264,1.90964203,0.00000000
-5.04552276,5.58334142,0.02658839,1.10796201,3.45489419,2.07449655,0.62679316,0.85197916,1.95650330,0.00000000
-5.03951976,5.71718374,0.02533520,1.13436713,3.55729498,2.12925181,0.64314894,0.87009120,2.00660172,0.00000000
-5.03351676,5.85901908,0.02423156,1.16159427,3.66497098,2.18898616,0.65964203,0.88863360,2.05850796,0.00000000
-5.02751376,6.00451906,0.02326789,1.18874730,3.77506106,2.25198212,0.67577612,0.90708827,2.11072970,0.00000000
-5.02151076,6.14925812,0.02243273,1.21492041,3.88462794,2.31643314,0.69106086,0.92494505,2.16176477,0.00000000
-5.01550775,6.28886783,0.02171336,1.23922909,3.99076411,2.38050104,0.70502986,0.94172222,2.21015458,0.00000000
-5.00950475,6.41918929,0.02109652,1.26084095,4.09069900,2.44237445,0.71725816,0.95698591,2.25453604,0.00000000
-5.00350175,6.53641775,0.02056902,1.27900487,4.18190307,2.50032626,0.72737817,0.97036734,2.29368966,0.00000000
-4.99749875,6.63723380,0.02011833,1.29307758,4.26218468,2.55276790,0.73509365,0.98157750,2.32658218,0.00000000
-4.99149575,6.71891590,0.01973309,1.30254641,4.32977576,2.59829852,0.74019090,0.99041834,2.35240178,0.00000000
-4.98549275,6.77942968,0.01940354,1.30704744,4.38340234,2.63574713,0.74254682,0.99679010,2.37058472,0.00000000
-4.97948974,6.81749034,0.01912180,1.30637810,4.42233701,2.66420625,0.74213340,1.00069457,2.38083207,0.00000000
-4.97348674,6.83259562,0.01888209,1.30050386,4.44643044,2.68305555,0.73901838,1.00223382,2.38311607,0.00000000
-4.96748374,6.82502784,0.01868076,1.28955858,4.45612051,2.69197482,0.73336206,1.00160480,2.37767578,0.00000000
-4.96148074,6.79582509,0.01851627,1.27383852,4.45241797,2.69094563,0.72541038,0.99908975,2.36500219,0.00000000
-4.95547774,6.74672268,0.01838903,1.25379026,4.43686905,2.68024180,0.71548448,0.99504284,2.34581360,0.00000000
-4.94947474,6.68006739,0.01830108,1.22999305,4.41149586,2.66040913,0.70396724,0.98987375,2.32102213,0.00000000
-4.94347174,6.59870839,0.01825581,1.20313617,4.37871696,2.63223524,0.69128734,0.98402869,2.29169300,0.00000000
-4.93746873,6.50586933,0.01825748,1.17399248,4.34125100,2.59671112,0.67790152,0.97796970,2.25899818,0.00000000
-4.93146573,6.40500741,0.01831076,1.14338901,4.30200719,2.55498586,0.66427585,0.97215320,2.22416648,0.00000000
-4.92546273,6.29966540,0.01842026,1.11217592,4.26396702,2.50831678,0.65086681,0.96700859,2.18843232,0.00000000
-4.91945973,6.19332317,0.01858998,1.08119515,4.23006205,2.45801700,0.63810298,0.96291786,2.15298509,0.00000000
-4.91345673,6.08925492,0.01882288,1.05124988,4.20305277,2.40540294,0.62636814,0.96019712,2.11892152,0.00000000
-4.90745373,5.99039842,0.01912042,1.02307606,4.18541359,2.35174376,0.61598653,0.95908083,2.08720288,0.00000000
-4.90145073,5.89924156,0.01948217,0.99731721,4.17922863,2.29821502,0.60721090,0.95970950,2.05861887,0.00000000
-4.89544772,5.81773087,0.01990559,0.97450323,4.18610272,2.24585838,0.60021368,0.96212132,2.03375944,0.00000000
-4.88944472,5.74720557,0.02038576,0.95503412,4.20709126,2.19554884,0.59508183,0.96624821,2.01299590,0.00000000
-4.88344172,5.68835937,0.02091536,0.93916909,4.24265180,2.14797067,0.59181529,0.97191644,1.99647155,0.00000000
-4.87743872,5.64123109,0.02148467,0.92702126,4.29261926,2.10360277,0.59032918,0.97885187,1.98410239,0.00000000
-4.87143572,5.60522369,0.02208174,0.91855813,4.35620565,2.06271358,0.59045942,0.98668957,1.97558726,0.00000000
-4.86543272,5.57914998,0.02269262,0.91360752,4.43202426,2.02536532,0.59197155,0.99498741,1.97042704,0.00000000
-4.85942971,5.56130230,0.02330178,0.91186847,4.51813697,1.99142689,0.59457214,1.00324315,1.96795150,0.00000000
-4.85342671,5.54954204,0.02389246,0.91292674,4.61212255,1.96059441,0.59792227,1.01091412,1.96735253,0.00000000
-4.84742371,5.54140458,0.02444729,0.91627380,4.71116288,1.93241788,0.60165238,1.01743881,1.96772211,0.00000000
-4.84142071,5.53421422,0.02494880,0.92132864,4.81214329,1.90633248,0.60537783,1.02225935,1.96809300,0.00000000
-4.83541771,5.52520364,0.02538000,0.92746133,4.91176264,1.88169276,0.60871435,1.02484386,1.96748043,0.00000000
-4.82941471,5.51163256,0.02572501,0.93401723,5.00664854,1.85780787,0.61129286,1.02470786,1.96492285,0.00000000
-4.82341171,5.49090018,0.02596959,0.94034106,5.09347285,1.83397629,0.61277290,1.02143371,1.95951995,0.00000000
-4.81740870,5.46064711,0.02610165,0.94579963,5.16906287,1.80951847,0.61285428,1.01468736,1.95046663,0.00000000
-4.81140570,5.41884265,0.02611171,0.94980269,5.23050397,1.78380596,0.61128654,1.00423175,1.93708138,0.00000000
-4.80540270,5.36385471,0.02599321,0.95182094,5.27522972,1.75628627,0.60787584,0.98993638,1.91882854,0.00000000
-4.79939970,5.29450045,0.02574279,0.95140085,5.30109670,1.72650256,0.60248939,0.97178282,1.89533356,0.00000000
-4.79339670,5.21007673,0.02536038,0.94817584,5.30644159,1.69410784,0.59505715,0.94986599,1.86639136,0.00000000
-4.78739370,5.11037079,0.02484921,0.94187374,5.29011932,1.65887383,0.58557124,0.92439142,1.83196780,0.00000000
-4.78139070,4.99565205,0.02421571,0.93232040,5.25152178,1.62069443,0.57408303,0.89566876,1.79219492,0.00000000
-4.77538769,4.86664726,0.02346930,0.91943974,5.19057768,1.57958463,0.56069840,0.86410198,1.74736057,0.00000000
-4.76938469,4.72450149,0.02262201,0.90325052,5.10773467,1.53567537,0.54557156,0.83017687,1.69789355,0.00000000
-4.76338169,4.57072795,0.02168817,0.88386017,5.00392580,1.48920530,0.52889769,0.79444644,1.64434517,0.00000000
-4.75737869,4.40714999,0.02068385,0.86145635,4.88052272,1.44051021,0.51090509,0.75751508,1.58736853,0.00000000
-4.75137569,4.23583840,0.01962642,0.83629660,4.73927842,1.39001119,0.49184692,0.72002192,1.52769659,0.00000000
-4.74537269,4.05904716,0.01853400,0.80869676,4.58226257,1.33820220,0.47199312,0.68262429,1.46611994,0.00000000
-4.73936968,3.87915026,0.01742493,0.77901869,4.41179228,1.28563774,0.45162277,0.64598177,1.40346530,0.00000000
-4.73336668,3.69858195,0.01631724,0.74765774,4.23036133,1.23292128,0.43101698,0.61074129,1.34057531,0.00000000
-4.72736368,3.51978194,0.01522825,0.71503043,4.04057020,1.18069478,0.41045260,0.57752368,1.27829024,0.00000000
-4.72136068,3.34514688,0.01417407,0.68156277,3.84505929,1.12962942,0.39019687,0.54691197,1.21743183,0.00000000
-4.71535768,3.17698850,0.01316929,0.64767938,3.64644686,1.08041765,0.37050282,0.51944147,1.15878938,0.00000000
-4.70935468,3.01749876,0.01222670,0.61379366,3.44727322,1.03376646,0.35160561,0.49559170,1.10310812,0.00000000
-4.70335168,2.86872137,0.01135705,0.58029921,3.24995189,0.99039150,0.33371962,0.47578017,1.05107959,0.00000000
-4.69734867,2.73252932,0.01056895,0.54756243,3.05672832,0.95101187,0.31703620,0.46035772,1.00333387,0.00000000
-4.69134567,2.61060737,0.00986878,0.51591642,2.86964623,0.91634505,0.30172199,0.44960533,0.96043320,0.00000000
-4.68534267,2.50443875,0.00926069,0.48565609,2.69052153,0.88710171,0.28791771,0.44373216,0.92286693,0.00000000
-4.67933967,2.41529500,0.00874669,0.45703447,2.52092341,0.86397994,0.27573724,0.44287464,0.89104725,0.00000000
-4.67333667,2.34422827,0.00832677,0.43026012,2.36216228,0.84765859,0.26526707,0.44709635,0.86530567,0.00000000
-4.66733367,2.29206537,0.00799901,0.40549561,2.21528395,0.83878958,0.25656594,0.45638858,0.84589001,0.00000000
-4.66133067,2.25940307,0.00775987,0.38285700,2.08106947,0.83798889,0.24966469,0.47067150,0.83296192,0.00000000
-4.65532766,2.24660466,0.00760434,0.36241425,1.96004026,0.84582634,0.24456637,0.48979587,0.82659481,0.00000000
-4.64932466,2.25379750,0.00752624,0.34419247,1.85246781,0.86281425,0.24124656,0.51354518,0.82677253,0.00000000
-4.64332166,2.28087201,0.00751848,0.32817411,1.75838759,0.88939505,0.23965410,0.54163854,0.83338864,0.00000000
