energy_ev,total_up,Ge_p_up,Ge_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-5.68784392,0.71561685,0.18901174,0.00000000,0.49143246,0.12299201,0.05979968,0.15350681
-5.68184092,0.72468253,0.19552485,0.00000000,0.51328460,0.12355331,0.05485432,0.15598021
-5.67583792,0.73757077,0.20273268,0.00000000,0.53689804,0.12499107,0.05023502,0.15901143
-5.66983492,0.75487062,0.21079914,0.00000000,0.56249354,0.12738547,0.04600840,0.16268103
-5.66383192,0.77716992,0.21989718,0.00000000,0.59030354,0.13081082,0.04223192,0.16706423
-5.65782891,0.80504466,0.23020439,0.00000000,0.62056483,0.13533468,0.03895371,0.17222972
-5.65182591,0.83904696,0.24189777,0.00000000,0.65350976,0.14101702,0.03621251,0.17823851
-5.64582291,0.87969157,0.25514776,0.00000000,0.68935645,0.14790929,0.03403805,0.18514281
-5.63981991,0.92744109,0.27011163,0.00000000,0.72829817,0.15605344,0.03245160,0.19298491
-5.63381691,0.98269012,0.28692658,0.00000000,0.77049235,0.16548086,0.03146660,0.20179619
-5.62781391,1.04574897,0.30570254,0.00000000,0.81604983,0.17621122,0.03108952,0.21159619
-5.62181091,1.11682725,0.32651512,0.00000000,0.86502470,0.18825130,0.03132067,0.22239191
-5.61580790,1.19601834,0.34939904,0.00000000,0.91740540,0.20159380,0.03215514,0.23417729
-5.60980490,1.28328538,0.37434220,0.00000000,0.97310765,0.21621623,0.03358366,0.24693306
-5.60380190,1.37844962,0.40128087,0.00000000,1.03196962,0.23208004,0.03559342,0.26062691
-5.59779890,1.48118217,0.43009624,0.00000000,1.09374977,0.24912996,0.03816896,0.27521425
-5.59179590,1.59099976,0.46061261,0.00000000,1.15812777,0.26729371,0.04129288,0.29063931
-5.58579290,1.70726521,0.49259742,0.00000000,1.22470854,0.28648220,0.04494660,0.30683689
-5.57978989,1.82919319,0.52576332,0.00000000,1.29302957,0.30659022,0.04911096,0.32373454
-5.57378689,1.95586133,0.55977231,0.00000000,1.36257115,0.32749766,0.05376689,0.34125526
-5.56778389,2.08622682,0.59424191,0.00000000,1.43276946,0.34907137,0.05889583,0.35932052
-5.56178089,2.21914796,0.62875324,0.00000000,1.50303170,0.37116740,0.06448021,0.37785351
-5.55577789,2.35341016,0.66286086,0.00000000,1.57275291,0.39363380,0.07050373,0.39678250
-5.54977489,2.48775526,0.69610385,0.00000000,1.64133342,0.41631369,0.07695153,0.41604406
-5.54377189,2.62091319,0.72801796,0.00000000,1.70819631,0.43904850,0.08381023,0.43558589
-5.53776888,2.75163431,0.75814816,0.00000000,1.77280383,0.46168125,0.09106774,0.45536922
-5.53176588,2.87872120,0.78606125,0.00000000,1.83467208,0.48405964,0.09871299,0.47537034
-5.52576288,3.00105813,0.81135785,0.00000000,1.89338297,0.50603882,0.10673535,0.49558135
-5.51975988,3.11763704,0.83368336,0.00000000,1.94859310,0.52748367,0.11512393,0.51600975
-5.51375688,3.22757852,0.85273739,0.00000000,2.00003879,0.54827043,0.12386669,0.53667704
-5.50775388,3.33014706,0.86828135,0.00000000,2.04753731,0.56828762,0.13294944,0.55761610
-5.50175088,3.42475966,0.88014373,0.00000000,2.09098410,0.58743631,0.14235463,0.57886758
-5.49574787,3.51098785,0.88822311,0.00000000,2.13034639,0.60562954,0.15206021,0.60047535
-5.48974487,3.58855295,0.89248867,0.00000000,2.16565356,0.62279122,0.16203842,0.62248125
-5.48374187,3.65731539,0.89297837,0.00000000,2.19698500,0.63885444,0.17225470,0.64491925
-5.47773887,3.71725879,0.88979495,0.00000000,2.22445630,0.65375950,0.18266668,0.66780961
-5.47173587,3.76847014,0.88310007,0.00000000,2.24820469,0.66745173,0.19322348,0.69115299
-5.46573287,3.81111745,0.87310690,0.00000000,2.26837472,0.67987943,0.20386520,0.71492516
-5.45972986,3.84542630,0.86007171,0.00000000,2.28510509,0.69099204,0.21452275,0.73907236
-5.45372686,3.87165694,0.84428478,0.00000000,2.29851749,0.70073875,0.22511812,0.76350781
-5.44772386,3.89008331,0.82606123,0.00000000,2.30870817,0.70906774,0.23556494,0.78810944
-5.44172086,3.90097513,0.80573201,0.00000000,2.31574264,0.71592613,0.24576944,0.81271914
-5.43571786,3.90458410,0.78363565,0.00000000,2.31965384,0.72126056,0.25563186,0.83714352
-5.42971486,3.90113482,0.76011084,0.00000000,2.32044373,0.72501867,0.26504813,0.86115632
-5.42371186,3.89082061,0.73549011,0.00000000,2.31808808,0.72715108,0.27391187,0.88450235
-5.41770885,3.87380427,0.71009480,0.00000000,2.31254399,0.72761396,0.28211662,0.90690289
-5.41170585,3.85022321,0.68423121,0.00000000,2.30375960,0.72637194,0.28955825,0.92806235
-5.40570285,3.82019840,0.65818789,0.00000000,2.29168513,0.72340120,0.29613748,0.94767596
-5.39969985,3.78384608,0.63223393,0.00000000,2.27628437,0.71869245,0.30176236,0.96543813
-5.39369685,3.74129118,0.60661807,0.00000000,2.25754592,0.71225370,0.30635075,0.98105136
-5.38769385,3.69268140,0.58156845,0.00000000,2.23549327,0.70411247,0.30983264,0.99423507
-5.38169085,3.63820060,0.55729254,0.00000000,2.21019288,0.69431746,0.31215227,1.00473427
-5.37568784,3.57808071,0.53397743,0.00000000,2.18175992,0.68293935,0.31326990,1.01232758
-5.36968484,3.51261097,0.51178989,0.00000000,2.15036102,0.67007080,0.31316338,1.01683429
-5.36368184,3.44214405,0.49087630,0.00000000,2.11621383,0.65582550,0.31182925,1.01812024
-5.35767884,3.36709836,0.47136233,0.00000000,2.07958347,0.64033637,0.30928339,1.01610224
-5.35167584,3.28795647,0.45335228,0.00000000,2.04077592,0.62375292,0.30556132,1.01075075
-5.34567284,3.20525949,0.43692812,0.00000000,2.00012868,0.60623792,0.30071794,1.00209094
-5.33966983,3.11959794,0.42214842,0.00000000,1.95799929,0.58796345,0.29482685,0.99020180
-5.33366683,3.03159937,0.40904716,0.00000000,1.91475225,0.56910665,0.28797915,0.97521355
-5.32766383,2.94191348,0.39763263,0.00000000,1.87074517,0.54984516,0.28028188,0.95730330
-5.32166083,2.85119561,0.38788665,0.00000000,1.82631481,0.53035266,0.27185601,0.93668931
-5.31565783,2.76008952,0.37976419,0.00000000,1.78176388,0.51079455,0.26283404,0.91362395
-5.30965483,2.66921027,0.37319356,0.00000000,1.73734941,0.49132399,0.25335734,0.88838582
-5.30365183,2.57912830,0.36807742,0.00000000,1.69327321,0.47207860,0.24357332,0.86127123
-5.29764882,2.49035545,0.36429443,0.00000000,1.64967514,0.45317774,0.23363231,0.83258557
-5.29164582,2.40333368,0.36170189,0.00000000,1.60662952,0.43472063,0.22368453,0.80263492
-5.28564282,2.31842700,0.36013904,0.00000000,1.56414499,0.41678529,0.21387694,0.77171818
-5.27963982,2.23591699,0.35943116,0.00000000,1.52216774,0.39942837,0.20435024,0.74012019
-5.27363682,2.15600198,0.35939416,0.00000000,1.48058814,0.38268581,0.19523607,0.70810593
-5.26763382,2.07879982,0.35983963,0.00000000,1.43925028,0.36657426,0.18665431,0.67591620
-5.26163082,2.00435385,0.36057998,0.00000000,1.39796394,0.35109314,0.17871080,0.64376471
-5.25562781,1.93264162,0.36143354,0.00000000,1.35651835,0.33622728,0.17149528,0.61183662
-5.24962481,1.86358555,0.36222929,0.00000000,1.31469698,0.32194987,0.16507969,0.58028860
-5.24362181,1.79706499,0.36281104,0.00000000,1.27229244,0.30822558,0.15951691,0.54925001
-5.23761881,1.73292854,0.36304090,0.00000000,1.22912079,0.29501376,0.15483979,0.51882524
-5.23161581,1.67100620,0.36280178,0.00000000,1.18503437,0.28227146,0.15106067,0.48909673
-5.22561281,1.61112035,0.36199884,0.00000000,1.13993245,0.26995608,0.14817126,0.46012849
-5.21960980,1.55309512,0.36056003,0.00000000,1.09376923,0.25802771,0.14614291,0.43196991
-5.21360680,1.49676382,0.35843549,0.00000000,1.04655876,0.24645086,0.14492733,0.40465929
-5.20760380,1.44197402,0.35559605,0.00000000,0.99837663,0.23519572,0.14445770,0.37822726
-5.20160080,1.38859051,0.35203110,0.00000000,0.94935834,0.22423884,0.14465019,0.35269956
-5.19559780,1.33649610,0.34774576,0.00000000,0.89969483,0.21356321,0.14540589,0.32809923
-5.18959480,1.28559086,0.34275779,0.00000000,0.84962527,0.20315801,0.14661313,0.30444816
-5.18359180,1.23579004,0.33709450,0.00000000,0.79942787,0.19301789,0.14815008,0.28176790
-5.17758879,1.18702143,0.33078973,0.00000000,0.74940929,0.18314199,0.14988783,0.26007989
-5.17158579,1.13922253,0.32388123,0.00000000,0.69989332,0.17353292,0.15169357,0.23940516
-5.16558279,1.09233825,0.31640873,0.00000000,0.65120961,0.16419556,0.15343404,0.21976368
-5.15957979,1.04631948,0.30841253,0.00000000,0.60368311,0.15513610,0.15497906,0.20117348
-5.15357679,1.00112292,0.29993299,0.00000000,0.55762479,0.14636108,0.15620511,0.18364968
-5.14757379,0.95671231,0.29101076,0.00000000,0.51332413,0.13787682,0.15699868,0.16720369
-5.14157079,0.91306122,0.28168772,0.00000000,0.47104379,0.12968905,0.15725948,0.15184255
-5.13556778,0.87015711,0.27200861,0.00000000,0.43101662,0.12180275,0.15690325,0.13756865
-5.12956478,0.82800662,0.26202308,0.00000000,0.39344499,0.11422245,0.15586410,0.12437976
-5.12356178,0.78664157,0.25178808,0.00000000,0.35850257,0.10695259,0.15409627,0.11226950
-5.11755878,0.74612532,0.24137045,0.00000000,0.32633803,0.09999813,0.15157525,0.10122824
-5.11155578,0.70655911,0.23084933,0.00000000,0.29708069,0.09336532,0.14829819,0.09124428
-5.10555278,0.66808776,0.22031842,0.00000000,0.27084737,0.08706250,0.14428356,0.08230536
-5.09954977,0.63090439,0.20988780,0.00000000,0.24775022,0.08110080,0.13957021,0.07440034
-5.09354677,0.59525387,0.19968523,0.00000000,0.22790493,0.07549492,0.13421559,0.06752096
-5.08754377,0.56143446,0.18985678,0.00000000,0.21143877,0.07026361,0.12829357,0.06166361
-5.08154077,0.52979775,0.18056677,0.00000000,0.19849804,0.06543009,0.12189166,0.05683091
-5.07553777,0.50074642,0.17199693,0.00000000,0.18925432,0.06102214,0.11510791,0.05303310
-5.06953477,0.47472997,0.16434482,0.00000000,0.18390915,0.05707205,0.10804761,0.05028897
-5.06353177,0.45223835,0.15782141,0.00000000,0.18269671,0.05361625,0.10081990,0.04862646
-5.05752876,0.43379348,0.15264793,0.00000000,0.18588406,0.05069466,0.09353440,0.04808262
-5.05152576,0.41993874,0.14905193,0.00000000,0.19376874,0.04834988,0.08629809,0.04870308
-5.04552276,0.41122660,0.14726270,0.00000000,0.20667350,0.04662604,0.07921246,0.05054072
-5.03951976,0.40820442,0.14750593,0.00000000,0.22493793,0.04556747,0.07237100,0.05365388
-5.03351676,0.41139864,0.14999782,0.00000000,0.24890711,0.04521719,0.06585720,0.05810370
-5.02751376,0.42129756,0.15493858,0.00000000,0.27891732,0.04561515,0.05974297,0.06395098
-5.02151076,0.43833295,0.16250550,0.00000000,0.31527909,0.04679643,0.05408757,0.07125236
-5.01550775,0.46286086,0.17284571,0.00000000,0.35825788,0.04878927,0.04893703,0.08005607
-5.00950475,0.49514202,0.18606871,0.00000000,0.40805321,0.05161307,0.04432395,0.09039732
-5.00350175,0.53532251,0.20223900,0.00000000,0.46477664,0.05527645,0.04026776,0.10229349
-4.99749875,0.58341517,0.22136893,0.00000000,0.52842983,0.05977531,0.03677526,0.11573930
-4.99149575,0.63928263,0.24341217,0.00000000,0.59888339,0.06509112,0.03384146,0.13070226
-4.98549275,0.70262289,0.26825811,0.00000000,0.67585791,0.07118947,0.03145063,0.14711858
-4.97948974,0.77295817,0.29572750,0.00000000,0.75890815,0.07801890,0.02957746,0.16488979
-4.97348674,0.84962818,0.32556970,0.00000000,0.84741172,0.08551026,0.02818836,0.18388035
-4.96748374,0.93178850,0.35746196,0.00000000,0.94056322,0.09357651,0.02724277,0.20391652
-4.96148074,1.01841507,0.39101092,0.00000000,1.03737492,0.10211318,0.02669453,0.22478665
-4.95547774,1.10831512,0.42575666,0.00000000,1.13668465,0.11099951,0.02649320,0.24624307
-4.94947474,1.20014514,0.46117939,0.00000000,1.23717137,0.12010020,0.02658537,0.26800561
-4.94347174,1.29243577,0.49670876,0.00000000,1.33737849,0.12926798,0.02691588,0.28976693
-4.93746873,1.38362341,0.53173584,0.00000000,1.43574466,0.13834676,0.02742906,0.31119938
-4.93146573,1.47208773,0.56562730,0.00000000,1.53064133,0.14717538,0.02806986,0.33196338
-4.92546273,1.55619424,0.59774153,0.00000000,1.62041588,0.15559193,0.02878489,0.35171700
-4.91945973,1.63434022,0.62744618,0.00000000,1.70343893,0.16343833,0.02952344,0.37012640
-4.91345673,1.70500256,0.65413635,0.00000000,1.77815382,0.17056513,0.03023840,0.38687672
-4.90745373,1.76678538,0.67725284,0.00000000,1.84312635,0.17683626,0.03088700,0.40168298
-4.90145073,1.81846544,0.69629961,0.00000000,1.89709248,0.18213353,0.03143161,0.41430039
-4.89544772,1.85903322,0.71085967,0.00000000,1.93900182,0.18636077,0.03184021,0.42453373
-4.88944472,1.88772773,0.72060867,0.00000000,1.96805475,0.18944720,0.03208690,0.43224518
-4.88344172,1.90406326,0.72532554,0.00000000,1.98373140,0.19135004,0.03215213,0.43736015
-4.87743872,1.90784667,0.72489972,0.00000000,1.98581099,0.19205613,0.03202283,0.43987096
-4.87143572,1.89918422,0.71933448,0.00000000,1.97438035,0.19158251,0.03169233,0.43983786
-4.86543272,1.87847744,0.70874628,0.00000000,1.94983128,0.18997576,0.03116019,0.43738747
-4.85942971,1.84640820,0.69336014,0.00000000,1.91284675,0.18731038,0.03043176,0.43270856
-4.85342671,1.80391335,0.67350123,0.00000000,1.86437637,0.18368597,0.02951769,0.42604526
-4.84742371,1.75215026,0.64958317,0.00000000,1.80560249,0.17922352,0.02843323,0.41768807
-4.84142071,1.69245467,0.62209340,0.00000000,1.73789835,0.17406092,0.02719747,0.40796296
-4.83541771,1.62629280,0.59157661,0.00000000,1.66278032,0.16834785,0.02583255,0.39721910
-4.82941471,1.55520989,0.55861666,0.00000000,1.58185629,0.16224031,0.02436271,0.38581569
-4.82341171,1.48077751,0.52381812,0.00000000,1.49677271,0.15589506,0.02281346,0.37410854
-4.81740870,1.40454185,0.48778795,0.00000000,1.40916248,0.14946416,0.02121067,0.36243698
-4.81140570,1.32797524,0.45111829,0.00000000,1.32059586,0.14308987,0.01957980,0.35111170
-4.80540270,1.25243291,0.41437080,0.00000000,1.23253638,0.13690016,0.01794517,0.34040396
-4.79939970,1.17911652,0.37806331,0.00000000,1.14630341,0.13100493,0.01632933,0.33053673
-4.79339670,1.10904573,0.34265899,0.00000000,1.06304244,0.12549316,0.01475258,0.32167813
-4.78739370,1.04303870,0.30855831,0.00000000,0.98370393,0.12043100,0.01323256,0.31393723
-4.78139070,0.98170171,0.27609394,0.00000000,0.90903110,0.11586099,0.01178405,0.30736259
-4.77538769,0.92542792,0.24552850,0.00000000,0.83955637,0.11180219,0.01041883,0.30194338
-4.76938469,0.87440466,0.21705490,0.00000000,0.77560602,0.10825132,0.00914568,0.29761290
-4.76338169,0.82862843,0.19079907,0.00000000,0.71731220,0.10518484,0.00797049,0.29425449
-4.75737869,0.78792628,0.16682464,0.00000000,0.66463114,0.10256164,0.00689644,0.29170925
-4.75137569,0.75198229,0.14513920,0.00000000,0.61736617,0.10032641,0.00592430,0.28978526
-4.74537269,0.72036754,0.12570165,0.00000000,0.57519424,0.09841334,0.00505265,0.28826791
-4.73936968,0.69257190,0.10843019,0.00000000,0.53769434,0.09675007,0.00427831,0.28693065
-4.73336668,0.66803616,0.09321061,0.00000000,0.50437655,0.09526159,0.00359663,0.28554582
-4.72736368,0.64618292,0.07990447,0.00000000,0.47471027,0.09387405,0.00300186,0.28389498
-4.72136068,0.62644506,0.06835676,0.00000000,0.44815064,0.09251813,0.00248746,0.28177831
-4.71535768,0.60829054,0.05840305,0.00000000,0.42416217,0.09113202,0.00204641,0.27902270
-4.70935468,0.59124277,0.04987566,0.00000000,0.40223879,0.08966377,0.00167148,0.27548819
-4.70335168,0.57489606,0.04260893,0.00000000,0.38192006,0.08807302,0.00135546,0.27107266
-4.69734867,0.55892570,0.03644351,0.00000000,0.36280307,0.08633196,0.00109131,0.26571442
-4.69134567,0.54309282,0.03122961,0.00000000,0.34455023,0.08442566,0.00087237,0.25939294
-4.68534267,0.52724420,0.02682932,0.00000000,0.32689300,0.08235172,0.00069240,0.25212765
-4.67933967,0.51130754,0.02311809,0.00000000,0.30963195,0.08011923,0.00054569,0.24397499
-4.67333667,0.49528285,0.01998542,0.00000000,0.29263367,0.07774737,0.00042711,0.23502401
-4.66733367,0.47923081,0.01733493,0.00000000,0.27582504,0.07526344,0.00033207,0.22539075
-4.66133067,0.46325894,0.01508394,0.00000000,0.25918553,0.07270075,0.00025661,0.21521188
-4.65532766,0.44750656,0.01316263,0.00000000,0.24273818,0.07009624,0.00019727,0.20463775
-4.64932466,0.43212945,0.01151297,0.00000000,0.22653988,0.06748824,0.00015115,0.19382542
-4.64332166,0.41728523,0.01008743,0.00000000,0.21067151,0.06491415,0.00011583,0.18293195
-4.63731866,0.40311993,0.00884774,0.00000000,0.19522853,0.06240853,0.00008933,0.17210823
-4.63131566,0.38975680,0.00776349,0.00000000,0.18031237,0.06000135,0.00007009,0.16149361
-4.62531266,0.37728754,0.00681094,0.00000000,0.16602306,0.05771677,0.00005694,0.15121161
-4.61930965,0.36576645,0.00597186,0.00000000,0.15245326,0.05557223,0.00004905,0.14136681
-4.61330665,0.35520759,0.00523251,0.00000000,0.13968383,0.05357808,0.00004591,0.13204292
-4.60730365,0.34558498,0.00458280,0.00000000,0.12778110,0.05173765,0.00004735,0.12330215
-4.60130065,0.33683563,0.00401560,0.00000000,0.11679562,0.05004771,0.00005349,0.11518574
-4.59529765,0.32886507,0.00352623,0.00000000,0.10676247,0.04849934,0.00006481,0.10771556
-4.58929465,0.32155500,0.00311205,0.00000000,0.09770283,0.04707912,0.00008210,0.10089663
-4.58329165,0.31477253,0.00277226,0.00000000,0.08962667,0.04577056,0.00010655,0.09472036
-4.57728864,0.30838044,0.00250776,0.00000000,0.08253629,0.04455566,0.00013974,0.08916835
-4.57128564,0.30224790,0.00232117,0.00000000,0.07643051,0.04341657,0.00018372,0.08421645
-4.56528264,0.29626104,0.00221693,0.00000000,0.07130914,0.04233723,0.00024104,0.07983896
-4.55927964,0.29033290,0.00220143,0.00000000,0.06717771,0.04130487,0.00031484,0.07601271
-4.55327664,0.28441221,0.00228320,0.00000000,0.06405192,0.04031147,0.00040885,0.07272082
-4.54727364,0.27849073,0.00247320,0.00000000,0.06196188,0.03935481,0.00052752,0.06995611
-4.54127064,0.27260863,0.00278501,0.00000000,0.06095575,0.03843945,0.00067600,0.06772383
-4.53526763,0.26685799,0.00323505,0.00000000,0.06110272,0.03757722,0.00086023,0.06604379
-4.52926463,0.26138399,0.00384281,0.00000000,0.06249505,0.03678755,0.00108693,0.06495168
-4.52326163,0.25638396,0.00463093,0.00000000,0.06524925,0.03609735,0.00136357,0.06449961
-4.51725863,0.25210426,0.00562528,0.00000000,0.06950598,0.03554062,0.00169840,0.06475584
-4.51125563,0.24883511,0.00685491,0.00000000,0.07542890,0.03515775,0.00210027,0.06580354
-4.50525263,0.24690349,0.00835187,0.00000000,0.08320212,0.03499451,0.00257861,0.06773893
-4.49924962,0.24666439,0.01015096,0.00000000,0.09302645,0.03510075,0.00314317,0.07066838
-4.49324662,0.24849063,0.01228920,0.00000000,0.10511428,0.03552896,0.00380382,0.07470497
-4.48724362,0.25276148,0.01480534,0.00000000,0.11968318,0.03633256,0.00457029,0.07996425
-4.48124062,0.25985047,0.01773904,0.00000000,0.13694834,0.03756406,0.00545176,0.08655950
-4.47523762,0.27011262,0.02113001,0.00000000,0.15711400,0.03927316,0.00645655,0.09459644
-4.46923462,0.28387146,0.02501699,0.00000000,0.18036394,0.04150479,0.00759161,0.10416773
-4.46323162,0.30140624,0.02943659,0.00000000,0.20685157,0.04429711,0.00886212,0.11534729
-4.45722861,0.32293962,0.03442210,0.00000000,0.23668964,0.04767962,0.01027096,0.12818458
-4.45122561,0.34862636,0.04000223,0.00000000,0.26994023,0.05167144,0.01181828,0.14269933
-4.44522261,0.37854317,0.04619982,0.00000000,0.30660529,0.05627967,0.01350105,0.15887662
-4.43921961,0.41268045,0.05303069,0.00000000,0.34661832,0.06149811,0.01531267,0.17666279
-4.43321661,0.45093593,0.06050249,0.00000000,0.38983757,0.06730626,0.01724265,0.19596236
-4.42721361,0.49311090,0.06861377,0.00000000,0.43604133,0.07366866,0.01927646,0.21663616
-4.42121061,0.53890907,0.07735319,0.00000000,0.48492560,0.08053472,0.02139540,0.23850093
-4.41520760,0.58793839,0.08669899,0.00000000,0.53610466,0.08783895,0.02357673,0.26133052
-4.40920460,0.63971600,0.09661874,0.00000000,0.58911459,0.09550178,0.02579388,0.28485879
-4.40320160,0.69367615,0.10706930,0.00000000,0.64341999,0.10343073,0.02801687,0.30878430
-4.39719860,0.74918124,0.11799713,0.00000000,0.69842378,0.11152221,0.03021291,0.33277663
-4.39119560,0.80553542,0.12933878,0.00000000,0.75347987,0.11966365,0.03234711,0.35648432
-4.38519260,0.86200062,0.14102175,0.00000000,0.80790837,0.12773609,0.03438337,0.37954408
-4.37918959,0.91781430,0.15296541,0.00000000,0.86101275,0.13561704,0.03628535,0.40159099
-4.37318659,0.97220841,0.16508220,0.00000000,0.91209841,0.14318359,0.03801755,0.42226938
-4.36718359,1.02442878,0.17727890,0.00000000,0.96049168,0.15031555,0.03954639,0.44124375
-4.36118059,1.07375424,0.18945799,0.00000000,1.00555870,0.15689863,0.04084131,0.45820949
-4.35517759,1.11951462,0.20151898,0.00000000,1.04672306,0.16282748,0.04187574,0.47290259
-4.34917459,1.16110706,0.21335983,0.00000000,1.08348172,0.16800842,0.04262805,0.48510823
-4.34317159,1.19800986,0.22487820,0.00000000,1.11541814,0.17236183,0.04308226,0.49466754
-4.33716858,1.22979342,0.23597270,0.00000000,1.14221236,0.17582415,0.04322866,0.50148224
-4.33116558,1.25612790,0.24654412,0.00000000,1.16364745,0.17834921,0.04306410,0.50551708
-4.32516258,1.27678745,0.25649644,0.00000000,1.17961211,0.17990918,0.04259215,0.50679970
-4.31915958,1.29165095,0.26573795,0.00000000,1.19009947,0.18049481,0.04182295,0.50541815
-4.31315658,1.30069945,0.27418222,0.00000000,1.19520233,0.18011519,0.04077285,0.50151597
-4.30715358,1.30401069,0.28174912,0.00000000,1.19510507,0.17879694,0.03946385,0.49528538
