energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,1.40024200,0.00913491,0.04001643,0.59366778,0.23496466,0.19684104,0.09063428,0.88045031,0.00000000
-5.99399700,1.32421322,0.00874431,0.03741614,0.56039009,0.22050652,0.18703926,0.08508619,0.83367486,0.00000000
-5.98799400,1.25219870,0.00838557,0.03499941,0.52889539,0.20680474,0.17768373,0.07979096,0.78928603,0.00000000
-5.98199100,1.18499476,0.00806384,0.03277860,0.49950610,0.19403453,0.16888733,0.07479024,0.74780407,0.00000000
-5.97598799,1.12327470,0.00778325,0.03076226,0.47248927,0.18234278,0.16074911,0.07011877,0.70967350,0.00000000
-5.96998499,1.06757922,0.00754687,0.02895528,0.44805238,0.17184684,0.15335261,0.06580396,0.67525626,0.00000000
-5.96398199,1.01831086,0.00735656,0.02735907,0.42634106,0.16263428,0.14676462,0.06186571,0.64482752,0.00000000
-5.95797899,0.97573236,0.00721303,0.02597188,0.40743887,0.15476349,0.14103437,0.05831638,0.61857389,0.00000000
-5.95197599,0.93996879,0.00711576,0.02478911,0.39136885,0.14826509,0.13619336,0.05516102,0.59659422,0.00000000
-5.94597299,0.91101327,0.00706316,0.02380369,0.37809678,0.14314397,0.13225552,0.05239770,0.57890260,0.00000000
-5.93996998,0.88873558,0.00705255,0.02300653,0.36753592,0.13938176,0.12921794,0.05001804,0.56543338,0.00000000
-5.93396698,0.87289347,0.00708033,0.02238693,0.35955289,0.13693958,0.12706191,0.04800788,0.55604789,0.00000000
-5.92796398,0.86314582,0.00714209,0.02193299,0.35397450,0.13576099,0.12575430,0.04634802,0.55054243,0.00000000
-5.92196098,0.85906730,0.00723273,0.02163207,0.35059520,0.13577492,0.12524916,0.04501512,0.54865726,0.00000000
-5.91595798,0.86016377,0.00734668,0.02147113,0.34918480,0.13689848,0.12548950,0.04398256,0.55008609,0.00000000
-5.90995498,0.86588794,0.00747800,0.02143708,0.34949628,0.13903962,0.12640915,0.04322135,0.55448585,0.00000000
-5.90395198,0.87565481,0.00762056,0.02151708,0.35127333,0.14209943,0.12793462,0.04270109,0.56148634,0.00000000
-5.89794897,0.88885650,0.00776823,0.02169878,0.35425757,0.14597429,0.12998697,0.04239080,0.57069957,0.00000000
-5.89194597,0.90487610,0.00791497,0.02197047,0.35819508,0.15055763,0.13248355,0.04225968,0.58172850,0.00000000
-5.88594297,0.92310042,0.00805501,0.02232122,0.36284229,0.15574147,0.13533963,0.04227792,0.59417522,0.00000000
-5.87993997,0.94293145,0.00818295,0.02274093,0.36797109,0.16141769,0.13846997,0.04241724,0.60764832,0.00000000
-5.87393697,0.96379655,0.00829391,0.02322040,0.37337311,0.16747924,0.14179018,0.04265149,0.62176958,0.00000000
-5.86793397,0.98515734,0.00838353,0.02375127,0.37886321,0.17382113,0.14521806,0.04295702,0.63617989,0.00000000
-5.86193097,1.00651751,0.00844812,0.02432606,0.38428216,0.18034149,0.14867478,0.04331306,0.65054459,0.00000000
-5.85592796,1.02742948,0.00848470,0.02493808,0.38949862,0.18694259,0.15208598,0.04370190,0.66455815,0.00000000
-5.84992496,1.04750019,0.00849099,0.02558141,0.39441050,0.19353194,0.15538288,0.04410911,0.67794844,0.00000000
-5.84392196,1.06639600,0.00846547,0.02625088,0.39894569,0.20002353,0.15850327,0.04452355,0.69048046,0.00000000
-5.83791896,1.08384682,0.00840739,0.02694200,0.40306227,0.20633907,0.16139248,0.04493747,0.70195974,0.00000000
-5.83191596,1.09964949,0.00831670,0.02765102,0.40674837,0.21240942,0.16400440,0.04534637,0.71223523,0.00000000
