energy_ev,total_up,Ge_p_up,Ge_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-6.00000000,3.78955104,0.79891626,0.00000000,1.40376282,1.72682549,0.04362032,1.07682473
-5.99399700,3.81770203,0.80721286,0.00000000,1.41833339,1.74019581,0.04381585,1.08407661
-5.98799400,3.82810906,0.81211319,0.00000000,1.42743819,1.74549795,0.04382490,1.08590588
-5.98199100,3.82120331,0.81372962,0.00000000,1.43126611,1.74296982,0.04365470,1.08238031
-5.97598799,3.79772785,0.81223580,0.00000000,1.43010025,1.73299832,0.04331497,1.07366202
-5.96998499,3.75871307,0.80785943,0.00000000,1.42430766,1.71610606,0.04281751,1.06000323
-5.96398199,3.70544474,0.80087379,0.00000000,1.41432702,1.69293462,0.04217577,1.04173980
-5.95797899,3.63942583,0.79158797,0.00000000,1.40065462,1.66422461,0.04140445,1.01928259
-5.95197599,3.56233366,0.78033652,0.00000000,1.38382903,1.63079359,0.04051907,0.99310716
-5.94597299,3.47597358,0.76746872,0.00000000,1.36441514,1.59351251,0.03953563,0.96374189
-5.93996998,3.38223117,0.75333788,0.00000000,1.34298789,1.55328167,0.03847019,0.93175516
-5.93396698,3.28302422,0.73829115,0.00000000,1.32011640,1.51100693,0.03733866,0.89774181
-5.92796398,3.18025637,0.72266003,0.00000000,1.29634889,1.46757704,0.03615647,0.86230950
-5.92196098,3.07577363,0.70675203,0.00000000,1.27219892,1.42384295,0.03493840,0.82606518
-5.91595798,2.97132533,0.69084365,0.00000000,1.24813350,1.38059955,0.03369841,0.78960237
-5.90995498,2.86853041,0.67517489,0.00000000,1.22456334,1.33857047,0.03244951,0.75348939
-5.90395198,2.76885006,0.65994541,0.00000000,1.20183565,1.29839634,0.03120366,0.71825892
-5.89794897,2.67356709,0.64531246,0.00000000,1.18022967,1.26062661,0.02997173,0.68439927
-5.89194597,2.58377256,0.63139043,0.00000000,1.15995510,1.22571497,0.02876347,0.65234739
-5.88594297,2.50035933,0.61825202,0.00000000,1.14115338,1.19401839,0.02758747,0.62248374
-5.87993997,2.42402237,0.60593094,0.00000000,1.12390171,1.16579918,0.02645122,0.59512910
-5.87393697,2.35526508,0.59442573,0.00000000,1.10821958,1.14123004,0.02536107,0.57054319
-5.86793397,2.29441079,0.58370467,0.00000000,1.09407744,1.12040117,0.02432230,0.54892492
-5.86193097,2.24161844,0.57371133,0.00000000,1.08140711,1.10332918,0.02333914,0.53041413
-5.85592796,2.19690113,0.56437052,0.00000000,1.07011327,1.08996693,0.02241484,0.51509450
-5.84992496,2.16014645,0.55559432,0.00000000,1.06008566,1.08021377,0.02155164,0.50299736
-5.84392196,2.13113744,0.54728794,0.00000000,1.05121122,1.07392567,0.02075090,0.49410619
-5.83791896,2.10957306,0.53935510,0.00000000,1.04338574,1.07092459,0.02001309,0.48836138
-5.83191596,2.09508721,0.53170271,0.00000000,1.03652447,1.07100686,0.01933785,0.48566523
-5.82591296,2.08726592,0.52424483,0.00000000,1.03057125,1.07395026,0.01872405,0.48588674
-5.81990995,2.08566198,0.51690562,0.00000000,1.02550576,1.07951969,0.01816980,0.48886634
-5.81390695,2.08980701,0.50962144,0.00000000,1.02134889,1.08747155,0.01767252,0.49442023
-5.80790395,2.09922115,0.50234204,0.00000000,1.01816583,1.09755691,0.01722898,0.50234447
-5.80190095,2.11342046,0.49503095,0.00000000,1.01606705,1.10952379,0.01683535,0.51241886
-5.79589795,2.13192267,0.48766522,0.00000000,1.01520732,1.12311884,0.01648729,0.52441056
-5.78989495,2.15425173,0.48023469,0.00000000,1.01578272,1.13808888,0.01617999,0.53807764
-5.78389195,2.17994181,0.47274085,0.00000000,1.01802614,1.15418248,0.01590826,0.55317266
-5.77788894,2.20854109,0.46519563,0.00000000,1.02220126,1.17115206,0.01566661,0.56944629
-5.77188594,2.23961599,0.45762019,0.00000000,1.02859552,1.18875655,0.01544942,0.58665107
-5.76588294,2.27275578,0.45004368,0.00000000,1.03751211,1.20676480,0.01525096,0.60454527
-5.75987994,2.30757781,0.44250241,0.00000000,1.04926141,1.22495962,0.01506562,0.62289685
-5.75387694,2.34373316,0.43503902,0.00000000,1.06415185,1.24314240,0.01488796,0.64148736
-5.74787394,2.38091217,0.42770209,0.00000000,1.08248060,1.26113788,0.01471289,0.66011560
-5.74187094,2.41884964,0.42054574,0.00000000,1.10452402,1.27879887,0.01453579,0.67860098
-5.73586793,2.45732889,0.41362955,0.00000000,1.13052823,1.29601042,0.01435261,0.69678619
-5.72986493,2.49618420,0.40701837,0.00000000,1.16069967,1.31269300,0.01415998,0.71453913
-5.72386193,2.53530106,0.40078223,0.00000000,1.19519621,1.32880448,0.01395530,0.73175374
-5.71785893,2.57461380,0.39499610,0.00000000,1.23411865,1.34434040,0.01373678,0.74834981
-5.71185593,2.61410055,0.38973950,0.00000000,1.27750318,1.35933256,0.01350342,0.76427145
-5.70585293,2.65377537,0.38509597,0.00000000,1.32531495,1.37384580,0.01325505,0.77948440
-5.69984992,2.69367802,0.38115237,0.00000000,1.37744321,1.38797305,0.01299226,0.79397225
-5.69384692,2.73386179,0.37799804,0.00000000,1.43369828,1.40182910,0.01271630,0.80773163
