energy_ev,total_up,Ga_p_up,Ga_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-6.00000000,0.88302709,0.04676839,0.00000000,0.42600381,0.23362277,0.00130311,0.35399726
-5.99399700,0.89678452,0.04665354,0.00000000,0.43486872,0.24259461,0.00129755,0.36601041
-5.98799400,0.91830783,0.04670471,0.00000000,0.44697685,0.25506387,0.00130864,0.38237270
-5.98199100,0.94766874,0.04694791,0.00000000,0.46238720,0.27093135,0.00133590,0.40300117
-5.97598799,0.98480392,0.04740404,0.00000000,0.48109416,0.29004961,0.00137873,0.42774721
-5.96998499,1.02949799,0.04808764,0.00000000,0.50301786,0.31221991,0.00143633,0.45639062
-5.96398199,1.08136969,0.04900590,0.00000000,0.52799632,0.33719006,0.00150775,0.48863500
-5.95797899,1.13986288,0.05015784,0.00000000,0.55578027,0.36465339,0.00159188,0.52410524
-5.95197599,1.20424345,0.05153382,0.00000000,0.58603115,0.39424961,0.00168744,0.56234772
-5.94597299,1.27360327,0.05311541,0.00000000,0.61832272,0.42556755,0.00179298,0.60283353
-5.93996998,1.34687159,0.05487557,0.00000000,0.65214669,0.45815025,0.00190696,0.64496525
-5.93396698,1.42283445,0.05677929,0.00000000,0.68692223,0.49150244,0.00202772,0.68808714
-5.92796398,1.50016158,0.05878447,0.00000000,0.72200941,0.52510033,0.00215352,0.73149890
-5.92196098,1.57744025,0.06084327,0.00000000,0.75672609,0.55840354,0.00228265,0.77447248
-5.91595798,1.65321485,0.06290360,0.00000000,0.79036762,0.59086877,0.00241339,0.81627143
-5.90995498,1.72603067,0.06491094,0.00000000,0.82222865,0.62196477,0.00254414,0.85617208
-5.90395198,1.79448000,0.06681026,0.00000000,0.85162602,0.65118782,0.00267341,0.89348557
-5.89794897,1.85724826,0.06854796,0.00000000,0.87792172,0.67807723,0.00279993,0.92757971
-5.89194597,1.91315806,0.07007383,0.00000000,0.90054477,0.70222972,0.00292265,0.95789958
-5.88594297,1.96120887,0.07134286,0.00000000,0.91901100,0.72331234,0.00304079,0.98398577
-5.87993997,2.00061016,0.07231684,0.00000000,0.93293969,0.74107280,0.00315386,1.00548919
-5.87393697,2.03080625,0.07296564,0.00000000,0.94206616,0.75534683,0.00326168,1.02218178
