energy_ev,total_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.80790395,0.89886596,0.00297633,0.00004166,0.03468120,0.50532872,0.40556589,0.42616776
-5.80190095,0.82433306,0.00269211,0.00003732,0.02939820,0.46823751,0.37422411,0.38693125
-5.79589795,0.75524142,0.00243103,0.00003338,0.02474935,0.43329513,0.34502227,0.35109648
-5.78989495,0.69142850,0.00219210,0.00002981,0.02069496,0.40046813,0.31793107,0.31854739
-5.78389195,0.63274682,0.00197432,0.00002661,0.01719053,0.36973986,0.29293732,0.28917105
-5.77788894,0.57908345,0.00177675,0.00002374,0.01418871,0.34111835,0.27005193,0.26286990
-5.77188594,0.53037599,0.00159858,0.00002120,0.01164117,0.31464242,0.24931654,0.23957216
-5.76588294,0.48662488,0.00143918,0.00001896,0.00950008,0.29038597,0.23080862,0.21924025
-5.75987994,0.44790241,0.00129816,0.00001700,0.00771945,0.26846055,0.21464515,0.20187745
-5.75387694,0.41435842,0.00117542,0.00001531,0.00625613,0.24901652,0.20098499,0.18753253
-5.74787394,0.38622319,0.00107116,0.00001388,0.00507057,0.23224293,0.19002997,0.17630271
-5.74187094,0.36380768,0.00098595,0.00001271,0.00412739,0.21836623,0.18202479,0.16833483
-5.73586793,0.34750140,0.00092074,0.00001180,0.00339571,0.20764799,0.17725565,0.16382490
-5.72986493,0.33776794,0.00087690,0.00001114,0.00284937,0.20038174,0.17604767,0.16301586
-5.72386193,0.33513818,0.00085622,0.00001074,0.00246691,0.19688879,0.17876102,0.16619380
-5.71785893,0.34020119,0.00086097,0.00001062,0.00223154,0.19751305,0.18578541,0.17368226
-5.71185593,0.35359242,0.00089392,0.00001080,0.00213097,0.20261474,0.19753305,0.18583467
-5.70585293,0.37597915,0.00095831,0.00001128,0.00215717,0.21256277,0.21442971,0.20302484
-5.69984992,0.40804284,0.00105790,0.00001210,0.00230612,0.22772565,0.23690377,0.22563532
-5.69384692,0.45045822,0.00119694,0.00001328,0.00257744,0.24846089,0.26537321,0.25404371
-5.68784392,0.50386916,0.00138014,0.00001485,0.00297404,0.27510274,0.30023054,0.28860681
-5.68184092,0.56886135,0.00161262,0.00001683,0.00350173,0.30794837,0.34182569,0.32964305
-5.67583792,0.64593210,0.00189984,0.00001927,0.00416876,0.34724263,0.39044733,0.37741325
-5.66983492,0.73545816,0.00224750,0.00002218,0.00498534,0.39316178,0.44630291,0.43210041
-5.66383192,0.83766207,0.00266138,0.00002560,0.00596312,0.44579656,0.50949815,0.49378898
-5.65782891,0.95257866,0.00314721,0.00002957,0.00711463,0.50513531,0.58001678,0.56244462
-5.65182591,1.08002283,0.00371045,0.00003409,0.00845268,0.57104791,0.65770141,0.63789527
-5.64582291,1.21956050,0.00435609,0.00003919,0.00998972,0.64327138,0.74223667,0.71981457
-5.63981991,1.37048440,0.00508841,0.00004489,0.01173716,0.72139809,0.83313576,0.80770883
-5.63381691,1.53179663,0.00591070,0.00005120,0.01370472,0.80486756,0.92973145,0.90090847
-5.62781391,1.70219960,0.00682505,0.00005810,0.01589978,0.89296279,1.03117263,0.99856510
-5.62181091,1.88009706,0.00783205,0.00006560,0.01832673,0.98481177,1.13642724,1.09965496
-5.61580790,2.06360615,0.00893062,0.00007367,0.02098640,1.07939499,1.24429234,1.20298928
-5.60980490,2.25058159,0.01011777,0.00008229,0.02387557,1.17555908,1.35341153,1.30723205
-5.60380190,2.43865177,0.01138849,0.00009143,0.02698663,1.27203689,1.46229979,1.41092493
-5.59779890,2.62526668,0.01273565,0.00010103,0.03030729,1.36747345,1.56937541,1.51251899
-5.59179590,2.80775632,0.01414997,0.00011106,0.03382056,1.46045754,1.67299799,1.61041246
-5.58579290,2.98339808,0.01562012,0.00012145,0.03750483,1.54955756,1.77151161,1.70299317
-5.57978989,3.14949051,0.01713285,0.00013213,0.04133414,1.63336078,1.86329131,1.78868427
-5.57378689,3.30343085,0.01867319,0.00014305,0.04527869,1.71051411,1.94679130,1.86599130
-5.56778389,3.44279298,0.02022480,0.00015414,0.04930543,1.77976497,2.02059270,1.93354863
-5.56178089,3.56540239,0.02177030,0.00016534,0.05337890,1.84000026,2.08344874,1.99016327
-5.55577789,3.66940478,0.02329174,0.00017657,0.05746209,1.89028172,2.13432534,2.03485391
-5.54977489,3.75332499,0.02477101,0.00018778,0.06151748,1.92987597,2.17243518,2.06688340
-5.54377189,3.81611348,0.02619040,0.00019892,0.06550799,1.95827782,2.19726345,2.08578309
-5.53776888,3.85717799,0.02753300,0.00020993,0.06939808,1.97522558,2.20858420,2.09136772
-5.53176588,3.87639886,0.02878319,0.00022077,0.07315462,1.98070772,2.20646636,2.08374031
-5.52576288,3.87412727,0.02992703,0.00023140,0.07674778,1.97496054,2.19126915,2.06328662
-5.51975988,3.85116647,0.03095262,0.00024180,0.08015172,1.95845683,2.16362714,2.03065951
-5.51375688,3.80873701,0.03185032,0.00025193,0.08334510,1.93188630,2.12442570,1.98675409
-5.50775388,3.74842778,0.03261291,0.00026176,0.08631140,1.89612870,2.07476811,1.93267478
-5.50175088,3.67213536,0.03323571,0.00027128,0.08903910,1.85222086,2.01593590,1.86969593
-5.49574787,3.58199464,0.03371648,0.00028044,0.09152159,1.80131952,1.94934440,1.79921799
-5.48974487,3.48030411,0.03405532,0.00028923,0.09375690,1.74466155,1.87649560,1.72272111
-5.48374187,3.36944944,0.03425450,0.00029761,0.09574737,1.68352339,1.79893040,1.64171849
-5.47773887,3.25182856,0.03431817,0.00030554,0.09749911,1.61918171,1.71818244,1.55771129
-5.47173587,3.12978160,0.03425208,0.00031298,0.09902140,1.55287669,1.63573517,1.47214705
-5.46573287,3.00552834,0.03406324,0.00031987,0.10032607,1.48577943,1.55298400,1.38638305
-5.45972986,2.88111515,0.03375960,0.00032617,0.10142687,1.41896454,1.47120449,1.30165589
-5.45372686,2.75837313,0.03334973,0.00033181,0.10233882,1.35338869,1.39152752,1.21905791
-5.44772386,2.63888792,0.03284258,0.00033674,0.10307766,1.28987530,1.31492180,1.13952094
-5.44172086,2.52398141,0.03224719,0.00034089,0.10365927,1.22910561,1.24218357,1.06380724
-5.43571786,2.41470459,0.03157252,0.00034421,0.10409924,1.17161547,1.17393326,0.99250727
-5.42971486,2.31184058,0.03082734,0.00034664,0.10441246,1.11779761,1.11061821,0.92604355
-5.42371186,2.21591615,0.03002011,0.00034815,0.10461272,1.06790818,1.05252067,0.86467974
-5.41770885,2.12722003,0.02915895,0.00034870,0.10471241,1.02207694,0.99976990,0.80853379
-5.41170585,2.04582609,0.02825164,0.00034827,0.10472221,0.98031993,0.95235733,0.75759408
-5.40570285,1.97161961,0.02730560,0.00034685,0.10465079,0.94255368,0.91015358,0.71173747
-5.39969985,1.90432491,0.02632797,0.00034446,0.10450460,0.90861020,0.87292650,0.67074804
-5.39369685,1.84353297,0.02532561,0.00034111,0.10428756,0.87825188,0.84035924,0.63433598
-5.38769385,1.78872810,0.02430515,0.00033685,0.10400091,0.85118581,0.81206779,0.60215554
-5.38169085,1.73931275,0.02327299,0.00033171,0.10364299,0.82707721,0.78761755,0.57382175
-5.37568784,1.69463036,0.02223530,0.00032577,0.10320919,0.80556167,0.76653859,0.54892553
-5.36968484,1.65398606,0.02119804,0.00031908,0.10269196,0.78625623,0.74833961,0.52704703
-5.36368184,1.61666558,0.02016690,0.00031172,0.10208093,0.76876951,0.73252063,0.50776716
-5.35767884,1.58195260,0.01914732,0.00030376,0.10136322,0.75271082,0.71858459,0.49067755
-5.35167584,1.54914527,0.01814440,0.00029528,0.10052386,0.73769876,0.70604797,0.47538902
-5.34567284,1.51757206,0.01716292,0.00028636,0.09954649,0.72336935,0.69445083,0.46153891
-5.33966983,1.48660759,0.01620729,0.00027705,0.09841406,0.70938401,0.68336626,0.44879744
-5.33366683,1.45568854,0.01528160,0.00026742,0.09710988,0.69543741,0.67240957,0.43687338
-5.32766383,1.42432974,0.01438961,0.00025754,0.09561862,0.68126532,0.66124702,0.42551922
-5.32166083,1.39214031,0.01353482,0.00024747,0.09392749,0.66665233,0.64960428,0.41453587
-5.31565783,1.35883949,0.01272055,0.00023725,0.09202739,0.65143938,0.63727438,0.40377707
-5.30965483,1.32427176,0.01195005,0.00022693,0.08991408,0.63553077,0.62412489,0.39315329
-5.30365183,1.28842054,0.01122660,0.00021657,0.08758920,0.61890050,0.61010422,0.38263527
-5.29764882,1.25141987,0.01055369,0.00020622,0.08506114,0.60159750,0.59524666,0.37225687
-5.29164582,1.21356335,0.00993511,0.00019593,0.08234577,0.58374955,0.57967583,0.36211720
-5.28564282,1.17530972,0.00937511,0.00018575,0.07946682,0.56556554,0.56360643,0.35238172
-5.27963982,1.13728453,0.00887851,0.00017576,0.07645608,0.54733577,0.54734389,0.34328232
-5.27363682,1.10027743,0.00845081,0.00016602,0.07335320,0.52943029,0.53128191,0.33511597
-5.26763382,1.06523480,0.00809825,0.00015661,0.07020526,0.51229488,0.51589768,0.32824199
-5.26163082,1.03324762,0.00782780,0.00014762,0.06706603,0.49644492,0.50174477,0.32307775
-5.25562781,1.00553456,0.00764718,0.00013913,0.06399495,0.48245693,0.48944386,0.32009265
-5.24962481,0.98342048,0.00756475,0.00013125,0.06105586,0.47095804,0.47967113,0.31980049
-5.24362181,0.96831050,0.00758937,0.00012407,0.05831563,0.46261349,0.47314481,0.32275000
-5.23761881,0.96166019,0.00773023,0.00011770,0.05584249,0.45811230,0.47060980,0.32951378
-5.23161581,0.96494229,0.00799658,0.00011225,0.05370443,0.45815143,0.47282068,0.34067553
-5.22561281,0.97961033,0.00839744,0.00010781,0.05196745,0.46341864,0.48052346,0.35681583
-5.21960980,1.00706010,0.00894127,0.00010448,0.05069383,0.47457435,0.49443616,0.37849655
-5.21360680,1.04858929,0.00963557,0.00010235,0.04994049,0.49223289,0.51522877,0.40624406
-5.20760380,1.10535630,0.01048647,0.00010149,0.04975738,0.51694327,0.54350264,0.44053173
-5.20160080,1.17833899,0.01149836,0.00010199,0.05018599,0.54917020,0.57977001,0.48176178
-5.19559780,1.26829422,0.01267341,0.00010387,0.05125803,0.58927536,0.62443380,0.53024713
-5.18959480,1.37571934,0.01401124,0.00010719,0.05299429,0.63749977,0.67776838,0.58619367
-5.18359180,1.50081665,0.01550850,0.00011195,0.05540362,0.69394748,0.73990176,0.64968347
-5.17758879,1.64346207,0.01715865,0.00011816,0.05848222,0.75857122,0.81079968,0.72065955
-5.17158579,1.80317928,0.01895167,0.00012579,0.06221314,0.83116059,0.89025241,0.79891295
-5.16558279,1.97912060,0.02087396,0.00013479,0.06656595,0.91133331,0.97786474,0.88407266
-5.15957979,2.17005583,0.02290827,0.00014510,0.07149684,0.99853010,1.07304986,0.97559900
-5.15357679,2.37437014,0.02503386,0.00015664,0.07694887,1.09201367,1.17502757,1.07278130
-5.14757379,2.59007199,0.02722663,0.00016928,0.08285263,1.19087231,1.28282755,1.17474000
-5.14157079,2.81481174,0.02945948,0.00018291,0.08912711,1.29402833,1.39529777,1.28043386
-5.13556778,3.04591133,0.03170279,0.00019736,0.09568096,1.40025152,1.51111857,1.38867231
-5.12956478,3.28040498,0.03392493,0.00021249,0.10241403,1.50817770,1.62882214,1.49813300
-5.12356178,3.51509037,0.03609297,0.00022809,0.10921915,1.61633206,1.74681744,1.60738442
-5.11755878,3.74658962,0.03817342,0.00024397,0.11598423,1.72315700,1.86342005,1.71491303
-5.11155578,3.97141839,0.04013299,0.00025992,0.12259449,1.82704378,1.97688629,1.81915441
-5.10555278,4.18606155,0.04193945,0.00027573,0.12893494,1.92636713,2.08545088,1.91852760
-5.09954977,4.38705319,0.04356244,0.00029116,0.13489282,2.01952207,2.18736686,2.01147146
-5.09354677,4.57105845,0.04497425,0.00030600,0.14036023,2.10496152,2.28094686,2.09648208
-5.08754377,4.73495457,0.04615058,0.00032002,0.14523652,2.18123373,2.36460406,2.17214997
-5.08154077,4.87590850,0.04707114,0.00033299,0.14943073,2.24701816,2.43689174,2.23719566
-5.07553777,4.99144828,0.04772018,0.00034472,0.15286364,2.30115866,2.49653995,2.29050260
-5.06953477,5.07952571,0.04808690,0.00035500,0.15546972,2.34269268,2.54248795,2.33114605
-5.06353177,5.13856810,0.04816569,0.00036366,0.15719856,2.37087556,2.57391129,2.35841704
-5.05752876,5.16751725,0.04795619,0.00037053,0.15801604,2.38519901,2.59024267,2.37184047
-5.05152576,5.16585424,0.04746327,0.00037551,0.15790499,2.38540310,2.59118560,2.37118670
-5.04552276,5.13360922,0.04669677,0.00037847,0.15686540,2.37148137,2.57672056,2.35647630
-5.03951976,5.07135595,0.04567118,0.00037935,0.15491420,2.34367890,2.54710341,2.32797777
-5.03351676,4.98019131,0.04440517,0.00037812,0.15208452,2.30248341,2.50285610,2.28619837
-5.02751376,4.86170080,0.04292099,0.00037478,0.14842463,2.24860992,2.44475022,2.23186848
-5.02151076,4.71791117,0.04124382,0.00036935,0.14399636,2.18297929,2.37378381,2.16592008
-5.01550775,4.55123222,0.03940109,0.00036192,0.13887334,2.10669180,2.29115256,2.08946026
-5.00950475,4.36438987,0.03742175,0.00035259,0.13313887,2.02099647,2.19821635,2.00374063
-5.00350175,4.16035282,0.03533552,0.00034149,0.12688365,1.92725742,2.09646240,1.91012386
-4.99749875,3.94225560,0.03317220,0.00032878,0.12020342,1.82691837,1.98746628,1.81004846
-4.99149575,3.71332040,0.03096099,0.00031466,0.11319654,1.72146648,1.87285230,1.70499306
-4.98549275,3.47678046,0.02872992,0.00029933,0.10596163,1.61239684,1.75425437,1.59644134
-4.97948974,3.23580717,0.02650531,0.00028301,0.09859538,1.50117853,1.63327870,1.48584861
-4.97348674,2.99344320,0.02431132,0.00026595,0.09119046,1.38922342,1.51146947,1.37461123
-4.96748374,2.75254330,0.02216964,0.00024836,0.08383376,1.27785842,1.39027827,1.26403945
-4.96148074,2.51572430,0.02009921,0.00023049,0.07660484,1.16830201,1.27103822,1.15533447
-4.95547774,2.28532515,0.01811606,0.00021255,0.06957473,1.06164531,1.15494319,1.04957011
-4.94947474,2.06337773,0.01623328,0.00019477,0.06280507,0.95883817,1.04303245,0.94767943
-4.94347174,1.85158828,0.01446101,0.00017733,0.05634754,0.86068019,0.93618081,0.85044614
-4.93746873,1.65132950,0.01280655,0.00016041,0.05024364,0.76781670,0.83509417,0.75850097
-4.93146573,1.46364233,0.01127448,0.00014417,0.04452473,0.68073923,0.74031013,0.67232248
-4.92546273,1.28924670,0.00986693,0.00012872,0.03921242,0.59979026,0.65220312,0.59224190
-4.91945973,1.12855993,0.00858377,0.00011417,0.03431909,0.52517147,0.57099355,0.51845159
-4.91345673,0.98172145,0.00742293,0.00010059,0.02984869,0.45695502,0.49676021,0.45101631
-4.90745373,0.84862234,0.00638066,0.00008804,0.02579760,0.39509713,0.42945517,0.38988678
-4.90145073,0.72893819,0.00545186,0.00007654,0.02215571,0.33945324,0.36892044,0.33491472
-4.89544772,0.62216395,0.00463037,0.00006610,0.01890739,0.28979409,0.31490565,0.28586881
-4.88944472,0.52764917,0.00390925,0.00005669,0.01603265,0.24582211,0.26708599,0.24245085
-4.88344172,0.44463269,0.00328110,0.00004830,0.01350812,0.20718749,0.22507991,0.20431165
-4.87743872,0.37227552,0.00273825,0.00004086,0.01130813,0.17350352,0.18846589,0.17106609
-4.87143572,0.30969123,0.00227302,0.00003434,0.00940556,0.14436075,0.15679800,0.14230707
-4.86543272,0.25597317,0.00187795,0.00002866,0.00777270,0.11933969,0.12961988,0.11761794
-4.85942971,0.21021814,0.00154598,0.00002375,0.00638197,0.09802188,0.10647689,0.09658333
-4.85342671,0.17154630,0.00127056,0.00001955,0.00520649,0.07999921,0.08692641,0.07879823
-4.84742371,0.13911724,0.00104590,0.00001598,0.00422059,0.06488145,0.07054621,0.06387530
-4.84142071,0.11214251,0.00086700,0.00001297,0.00340018,0.05230213,0.05694106,0.05145048
-4.83541771,0.08989459,0.00072986,0.00001046,0.00272301,0.04192278,0.04574758,0.04118708
-4.82941471,0.07171299,0.00063156,0.00000838,0.00216883,0.03343574,0.03663760,0.03277834
-4.82341171,0.05700756,0.00057039,0.00000667,0.00171951,0.02656580,0.02932026,0.02594882
-4.81740870,0.04525973,0.00054601,0.00000528,0.00135906,0.02107072,0.02354302,0.02045475
-4.81140570,0.03602194,0.00055959,0.00000415,0.00107357,0.01674097,0.01909185,0.01608351
-4.80540270,0.02891582,0.00061397,0.00000325,0.00085117,0.01339887,0.01579082,0.01265251
-4.79939970,0.02362939,0.00071383,0.00000254,0.00068193,0.01089725,0.01350124,0.01000764
-4.79339670,0.01991383,0.00086592,0.00000199,0.00055773,0.00911785,0.01212061,0.00802142
-4.78739370,0.01757988,0.00107925,0.00000157,0.00047214,0.00796963,0.01158138,0.00659099
-4.78139070,0.01649426,0.00136530,0.00000125,0.00042029,0.00738698,0.01184975,0.00563618
-4.77538769,0.01657620,0.00173826,0.00000103,0.00039875,0.00732804,0.01292443,0.00509752
-4.76938469,0.01779421,0.00221521,0.00000088,0.00040540,0.00777305,0.01483547,0.00493455
-4.76338169,0.02016306,0.00281629,0.00000080,0.00043936,0.00872288,0.01764300,0.00512417
-4.75737869,0.02374098,0.00356483,0.00000078,0.00050084,0.01019759,0.02143595,0.00565927
-4.75137569,0.02862705,0.00448737,0.00000081,0.00059107,0.01223510,0.02633054,0.00654755
-4.74537269,0.03495852,0.00561362,0.00000090,0.00071225,0.01488985,0.03246840,0.00781054
-4.73936968,0.04290811,0.00697629,0.00000103,0.00086739,0.01823140,0.04001429,0.00948273
-4.73336668,0.05268090,0.00861071,0.00000122,0.00106031,0.02234300,0.04915310,0.01161086
-4.72736368,0.06451089,0.01055438,0.00000147,0.00129548,0.02731981,0.06008619,0.01425328
-4.72136068,0.07865683,0.01284625,0.00000178,0.00157798,0.03326704,0.07302673,0.01747931
-4.71535768,0.09539740,0.01552581,0.00000216,0.00191333,0.04029767,0.08819418,0.02136861
-4.70935468,0.11502549,0.01863203,0.00000262,0.00230743,0.04852985,0.10580768,0.02601040
-4.70335168,0.13784165,0.02220200,0.00000317,0.00276636,0.05808398,0.12607855,0.03150265
-4.69734867,0.16414662,0.02626950,0.00000382,0.00329625,0.06907941,0.14920187,0.03795104
-4.69134567,0.19423316,0.03086336,0.00000458,0.00390309,0.08163083,0.17534740,0.04546770
-4.68534267,0.22837723,0.03600575,0.00000547,0.00459255,0.09584454,0.20465010,0.05416984
-4.67933967,0.26682884,0.04171043,0.00000651,0.00536977,0.11181450,0.23720055,0.06417797
-4.67333667,0.30980275,0.04798108,0.00000770,0.00623914,0.12961846,0.27303580,0.07561405
-4.66733367,0.35746959,0.05480973,0.00000908,0.00720411,0.14931436,0.31213093,0.08859933
-4.66133067,0.40994759,0.06217543,0.00001067,0.00826697,0.17093699,0.35439204,0.10325194
-4.65532766,0.46729545,0.07004329,0.00001248,0.00942865,0.19449534,0.39965102,0.11968443
-4.64932466,0.52950677,0.07836383,0.00001456,0.01068858,0.21997060,0.44766266,0.13800106
-4.64332166,0.59650636,0.08707297,0.00001693,0.01204455,0.24731517,0.49810449,0.15829506
-4.63731866,0.66814881,0.09609248,0.00001962,0.01349257,0.27645259,0.55057961,0.18064590
-4.63131566,0.74421945,0.10533108,0.00002269,0.01502687,0.30727872,0.60462281,0.20511658
-4.62531266,0.82443796,0.11468614,0.00002617,0.01663986,0.33966394,0.65970986,0.23175102
-4.61930965,0.90846437,0.12404601,0.00003012,0.01832218,0.37345652,0.71526990,0.26057175
-4.61330665,0.99590749,0.13329285,0.00003461,0.02006278,0.40848694,0.77070048,0.29157770
-4.60730365,1.08633527,0.14230599,0.00003968,0.02184908,0.44457307,0.82538484,0.32474248
-4.60130065,1.17928667,0.15096557,0.00004543,0.02366715,0.48152577,0.87871051,0.36001297
-4.59529765,1.27428447,0.15915637,0.00005192,0.02550196,0.51915492,0.93008857,0.39730833
-4.58929465,1.37084819,0.16677170,0.00005925,0.02733760,0.55727513,0.97897252,0.43651952
-4.58329165,1.46850648,0.17371708,0.00006750,0.02915759,0.59571121,1.02487576,0.47750928
-4.57728864,1.56680816,0.17991358,0.00007677,0.03094518,0.63430261,1.06738674,0.52011262
-4.57128564,1.66533115,0.18530065,0.00008716,0.03268365,0.67290683,1.10618097,0.56413774
-4.56528264,1.76368865,0.18983821,0.00009875,0.03435661,0.71140131,1.14102895,0.60936739
-4.55927964,1.86153211,0.19350794,0.00011165,0.03594829,0.74968368,1.17179979,0.65556065
-4.55327664,1.95855063,0.19631371,0.00012593,0.03744381,0.78767025,1.19845997,0.70245506
-4.54727364,2.05446673,0.19828092,0.00014166,0.03882941,0.82529274,1.22106745,0.74976893
-4.54127064,2.14902866,0.19945506,0.00015889,0.04009270,0.86249333,1.23976126,0.79720398
-4.53526763,2.24199961,0.19989927,0.00017766,0.04122279,0.89921840,1.25474737,0.84444808
-4.52926463,2.33314458,0.19969111,0.00019796,0.04221051,0.93541116,1.26628135,0.89117812
-4.52326163,2.42221573,0.19891879,0.00021976,0.04304845,0.97100376,1.27464918,0.93706303
-4.51725863,2.50893724,0.19767689,0.00024298,0.04373111,1.00590934,1.28014713,0.98176685
-4.51125563,2.59299097,0.19606187,0.00026752,0.04425494,1.04001471,1.28306206,1.02495202
-4.50525263,2.67400405,0.19416761,0.00029323,0.04461838,1.07317405,1.28365329,1.06628277
-4.49924962,2.75153966,0.19208116,0.00031989,0.04482186,1.10520444,1.28213720,1.10542882
-4.49324662,2.82509196,0.18987898,0.00034727,0.04486784,1.13588352,1.27867538,1.14206937
-4.48724362,2.89408618,0.18762378,0.00037507,0.04476074,1.16494974,1.27336721,1.17589743
-4.48124062,2.95788429,0.18536220,0.00040296,0.04450690,1.19210538,1.26624704,1.20662460
-4.47523762,3.01579663,0.18312337,0.00043057,0.04411458,1.21702257,1.25728628,1.23398626
-4.46923462,3.06709929,0.18091847,0.00045753,0.04359380,1.23935192,1.24640004,1.25774699
-4.46323162,3.11105662,0.17874120,0.00048341,0.04295630,1.25873375,1.23345790,1.27770643
-4.45722861,3.14694809,0.17656923,0.00050781,0.04221538,1.27481119,1.21829797,1.29370503
-4.45122561,3.17409812,0.17436646,0.00053031,0.04138573,1.28724478,1.20074332,1.30562968
-4.44522261,3.19190720,0.17208589,0.00055053,0.04048328,1.29572751,1.18061965,1.31341885
-4.43921961,3.19988276,0.16967310,0.00056810,0.03952495,1.29999974,1.15777300,1.31706690
-4.43321661,3.19766773,0.16706990,0.00058272,0.03852839,1.29986299,1.13208648,1.31662714
-4.42721361,3.18506501,0.16421819,0.00059410,0.03751170,1.29519176,1.10349486,1.31221336
-4.42121061,3.16205627,0.16106360,0.00060206,0.03649314,1.28594276,1.07199615,1.30399944
-4.41520760,3.12881365,0.15755890,0.00060645,0.03549076,1.27216082,1.03765963,1.29221686
-4.40920460,3.08570335,0.15366685,0.00060722,0.03452212,1.25398111,1.00062976,1.27714987
-4.40320160,3.03328066,0.14936252,0.00060439,0.03360398,1.23162746,0.96112596,1.25912839
-4.39719860,2.97227654,0.14463483,0.00059804,0.03275200,1.20540683,0.91943831,1.23851884
-4.39119560,2.90357607,0.13948737,0.00058835,0.03198056,1.17570018,0.87591954,1.21571293
-4.38519260,2.82819020,0.13393847,0.00057554,0.03130266,1.14295018,0.83097401,1.19111526
-4.37918959,2.74722205,0.12802050,0.00055990,0.03072993,1.10764660,0.78504420,1.16512994
-4.37318659,2.66182984,0.12177860,0.00054176,0.03027276,1.07031005,0.73859587,1.13814712
-4.36718359,2.57318857,0.11526878,0.00052150,0.02994070,1.03147509,0.69210246,1.11053016
-4.36118059,2.48245266,0.10855571,0.00049951,0.02974297,0.99167371,0.64602988,1.08260407
-4.35517759,2.39072170,0.10171018,0.00047618,0.02968927,0.95142004,0.60082237,1.05464613
-4.34917459,2.29901139,0.09480649,0.00045193,0.02979077,0.91119723,0.55689014,1.02687904
-4.34317159,2.20823117,0.08791985,0.00042713,0.03006140,0.87144712,0.51459937,0.99946729
-4.33716858,2.11916984,0.08112398,0.00040216,0.03051932,0.83256329,0.47426498,0.97251698
-4.33116558,2.03248967,0.07448892,0.00037736,0.03118868,0.79488767,0.43614615,0.94607899
-4.32516258,1.94872928,0.06807928,0.00035302,0.03210149,0.75871094,0.40044496,0.92015560
-4.31915958,1.86831453,0.06195284,0.00032941,0.03329967,0.72427631,0.36730755,0.89470997
-4.31315658,1.79157672,0.05615964,0.00030676,0.03483715,0.69178639,0.33682783,0.86967802
-4.30715358,1.71877628,0.05074150,0.00028524,0.03678201,0.66141257,0.30905312,0.84498192
