energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.83191596,1.38334479,0.00153304,0.42980856,0.02063962,0.24112099,0.31980705,0.23612799
-5.82591296,1.40717748,0.00159789,0.44045138,0.02167926,0.24155671,0.32524592,0.24157516
-5.81990995,1.43111926,0.00166508,0.45141982,0.02278554,0.24160920,0.33061092,0.24716906
-5.81390695,1.45552118,0.00173519,0.46280999,0.02395961,0.24136394,0.33601249,0.25296355
-5.80790395,1.48073309,0.00180879,0.47471156,0.02520099,0.24091425,0.34156090,0.25901003
-5.80190095,1.50707979,0.00188643,0.48720038,0.02650718,0.24035683,0.34735931,0.26535361
-5.79589795,1.53483728,0.00196855,0.50033129,0.02787345,0.23978722,0.35349681,0.27202921
-5.78989495,1.56421054,0.00205553,0.51413151,0.02929262,0.23929530,0.36004183,0.27905801
-5.78389195,1.59531388,0.00214764,0.52859502,0.03075492,0.23896122,0.36703628,0.28644444
-5.77788894,1.62815521,0.00224500,0.54367813,0.03224803,0.23885170,0.37449075,0.29417371
-5.77188594,1.66262494,0.00234763,0.55929678,0.03375712,0.23901719,0.38238096,0.30221022
-5.76588294,1.69849022,0.00245537,0.57532546,0.03526506,0.23948972,0.39064589,0.31049685
-5.75987994,1.73539488,0.00256795,0.59159810,0.03675275,0.24028167,0.39918748,0.31895526
-5.75387694,1.77286512,0.00268495,0.60791076,0.03819954,0.24138547,0.40787211,0.32748702
-5.74787394,1.81032080,0.00280579,0.62402622,0.03958368,0.24277418,0.41653393,0.33597584
-5.74187094,1.84709173,0.00292981,0.63968014,0.04088294,0.24440286,0.42497966,0.34429050
-5.73586793,1.88243835,0.00305619,0.65458863,0.04207522,0.24621072,0.43299501,0.35228856
-5.72986493,1.91557579,0.00318402,0.66845694,0.04313917,0.24812383,0.44035222,0.35982064
-5.72386193,1.94570037,0.00331231,0.68098880,0.04405482,0.25005834,0.44681856,0.36673503
-5.71785893,1.97201725,0.00343998,0.69189621,0.04480422,0.25192391,0.45216535,0.37288255
-5.71185593,1.99376821,0.00356590,0.70090907,0.04537196,0.25362743,0.45617715,0.37812137
-5.70585293,2.01025826,0.00368886,0.70778441,0.04574564,0.25507653,0.45866073,0.38232162
-5.69984992,2.02088020,0.00380764,0.71231481,0.04591624,0.25618312,0.45945340,0.38536969
-5.69384692,2.02513596,0.00392100,0.71433559,0.04587837,0.25686656,0.45843034,0.38717192
-5.68784392,2.02265422,0.00402767,0.71373070,0.04563041,0.25705647,0.45551062,0.38765768
-5.68184092,2.01320341,0.00412643,0.71043689,0.04517453,0.25669504,0.45066158,0.38678164
-5.67583792,1.99669995,0.00421605,0.70444612,0.04451655,0.25573890,0.44390151,0.38452529
-5.66983492,1.97321147,0.00429539,0.69580625,0.04366577,0.25416038,0.43530029,0.38089753
-5.66383192,1.94295498,0.00436338,0.68461976,0.04263460,0.25194817,0.42497819,0.37593441
-5.65782891,1.90629034,0.00441905,0.67104092,0.04143820,0.24910755,0.41310268,0.36969812
-5.65182591,1.86370925,0.00446157,0.65527124,0.04009401,0.24565990,0.39988352,0.36227514
-5.64582291,1.81582055,0.00449027,0.63755366,0.03862124,0.24164191,0.38556626,0.35377378
-5.63981991,1.76333219,0.00450468,0.61816559,0.03704040,0.23710419,0.37042449,0.34432113
-5.63381691,1.70703088,0.00450453,0.59741105,0.03537271,0.23210958,0.35475108,0.33405958
-5.62781391,1.64775998,0.00448982,0.57561238,0.03363968,0.22673113,0.33884886,0.32314302
-5.62181091,1.58639660,0.00446079,0.55310160,0.03186262,0.22104982,0.32302103,0.31173284
-5.61580790,1.52382855,0.00441795,0.53021183,0.03006225,0.21515210,0.30756180,0.29999393
-5.60980490,1.46093195,0.00436209,0.50726910,0.02825831,0.20912742,0.29274750,0.28809063
-5.60380190,1.39855021,0.00429426,0.48458461,0.02646930,0.20306566,0.27882855,0.27618303
-5.59779890,1.33747485,0.00421578,0.46244790,0.02471227,0.19705467,0.26602258,0.26442338
-5.59179590,1.27842881,0.00412819,0.44112085,0.02300261,0.19117798,0.25450893,0.25295297
-5.58579290,1.22205254,0.00403322,0.42083289,0.02135397,0.18551272,0.24442462,0.24189945
-5.57978989,1.16889325,0.00393277,0.40177731,0.01977819,0.18012787,0.23586204,0.23137465
-5.57378689,1.11939739,0.00382884,0.38410882,0.01828531,0.17508275,0.22886823,0.22147288
-5.56778389,1.07390653,0.00372351,0.36794241,0.01688357,0.17042609,0.22344577,0.21226987
-5.56178089,1.03265648,0.00361885,0.35335329,0.01557946,0.16619539,0.21955522,0.20382227
-5.55577789,0.99577965,0.00351687,0.34037806,0.01437784,0.16241680,0.21711883,0.19616765
-5.54977489,0.96331022,0.00341951,0.32901683,0.01328197,0.15910543,0.21602549,0.18932504
-5.54377189,0.93519185,0.00332853,0.31923620,0.01229365,0.15626615,0.21613644,0.18329596
-5.53776888,0.91128753,0.00324550,0.31097301,0.01141330,0.15389466,0.21729170,0.17806585
-5.53176588,0.89139104,0.00317178,0.30413854,0.01064007,0.15197900,0.21931681,0.17360580
-5.52576288,0.87523952,0.00310844,0.29862312,0.00997198,0.15050130,0.22202959,0.16987455
-5.51975988,0.86252657,0.00305628,0.29430084,0.00940592,0.14943959,0.22524673,0.16682066
-5.51375688,0.85291545,0.00301579,0.29103428,0.00893786,0.14876979,0.22878992,0.16438470
-5.50775388,0.84605176,0.00298716,0.28867903,0.00856287,0.14846759,0.23249129,0.16250154
-5.50175088,0.84157525,0.00297028,0.28708793,0.00827521,0.14851022,0.23619802,0.16110239
-5.49574787,0.83913037,0.00296473,0.28611487,0.00806847,0.14887794,0.23977608,0.16011688
-5.48974487,0.83837527,0.00296984,0.28561809,0.00793559,0.14955523,0.24311280,0.15947478
-5.48374187,0.83898917,0.00298464,0.28546297,0.00786901,0.15053164,0.24611853,0.15910761
-5.47773887,0.84067790,0.00300796,0.28552430,0.00786077,0.15180211,0.24872727,0.15894997
-5.47173587,0.84317777,0.00303841,0.28568802,0.00790256,0.15336702,0.25089631,0.15894063
-5.46573287,0.84625781,0.00307445,0.28585253,0.00798590,0.15523158,0.25260511,0.15902344
-5.45972986,0.84972069,0.00311440,0.28592961,0.00810224,0.15740507,0.25385350,0.15914795
-5.45372686,0.85340241,0.00315648,0.28584504,0.00824311,0.15989953,0.25465933,0.15927001
-5.44772386,0.85717115,0.00319890,0.28553902,0.00840023,0.16272832,0.25505580,0.15935211
-5.44172086,0.86092560,0.00323984,0.28496635,0.00856572,0.16590440,0.25508857,0.15936374
-5.43571786,0.86459288,0.00327754,0.28409666,0.00873219,0.16943865,0.25481289,0.15928156
-5.42971486,0.86812647,0.00331030,0.28291440,0.00889297,0.17333812,0.25429079,0.15908965
-5.42371186,0.87150427,0.00333658,0.28141896,0.00904219,0.17760453,0.25358850,0.15877961
-5.41770885,0.87472692,0.00335499,0.27962459,0.00917499,0.18223296,0.25277419,0.15835071
-5.41170585,0.87781650,0.00336437,0.27756040,0.00928763,0.18721096,0.25191609,0.15780997
-5.40570285,0.88081572,0.00336376,0.27527012,0.00937759,0.19251807,0.25108098,0.15717213
-5.39969985,0.88378754,0.00335250,0.27281182,0.00944369,0.19812592,0.25033315,0.15645969
-5.39369685,0.88681515,0.00333017,0.27025737,0.00948614,0.20399884,0.24973371,0.15570270
-5.38769385,0.89000242,0.00329667,0.26769175,0.00950659,0.21009511,0.24934032,0.15493855
-5.38169085,0.89347455,0.00325217,0.26521204,0.00950813,0.21636877,0.24920723,0.15421164
-5.37568784,0.89737892,0.00319714,0.26292616,0.00949525,0.22277194,0.24938564,0.15357288
-5.36968484,0.90188600,0.00313232,0.26095134,0.00947380,0.22925766,0.24992422,0.15307912
-5.36368184,0.90719018,0.00305870,0.25941233,0.00945086,0.23578303,0.25086983,0.15279240
-5.35767884,0.91351030,0.00297747,0.25843935,0.00943462,0.24231250,0.25226833,0.15277913
-5.35167584,0.92108971,0.00289004,0.25816582,0.00943420,0.24882129,0.25416529,0.15310909
-5.34567284,0.93019575,0.00279795,0.25872593,0.00945945,0.25529851,0.25660679,0.15385441
-5.33966983,0.94111815,0.00270286,0.26025201,0.00952073,0.26174998,0.25963985,0.15508834
-5.33366683,0.95416632,0.00260646,0.26287183,0.00962861,0.26820036,0.26331279,0.15688393
-5.32766383,0.96966523,0.00251050,0.26670572,0.00979364,0.27469449,0.26767510,0.15931259
-5.32166083,0.98794946,0.00241667,0.27186359,0.01002599,0.28129768,0.27277706,0.16244253
-5.31565783,1.00935551,0.00232658,0.27844197,0.01033517,0.28809490,0.27866877,0.16633696
-5.30965483,1.03421196,0.00224175,0.28652081,0.01072969,0.29518859,0.28539877,0.17105227
-5.30365183,1.06282773,0.00216352,0.29616034,0.01121670,0.30269521,0.29301210,0.17663590
-5.29764882,1.09547829,0.00209305,0.30739788,0.01180170,0.31074049,0.30154792,0.18312421
-5.29164582,1.13239035,0.00203128,0.32024465,0.01248822,0.31945346,0.31103668,0.19054014
-5.28564282,1.17372533,0.00197889,0.33468278,0.01327754,0.32895956,0.32149693,0.19889089
-5.27963982,1.21956217,0.00193631,0.35066240,0.01416841,0.33937291,0.33293201,0.20816562
-5.27363682,1.26988045,0.00190368,0.36809927,0.01515692,0.35078828,0.34532660,0.21833323
-5.26763382,1.32454453,0.00188086,0.38687280,0.01623630,0.36327302,0.35864352,0.22934049
-5.26163082,1.38328983,0.00186743,0.40682482,0.01739691,0.37685943,0.37282089,0.24111047
-5.25562781,1.44571222,0.00186271,0.42775926,0.01862626,0.39153803,0.38776980,0.25354163
-5.24962481,1.51126149,0.00186574,0.44944281,0.01990912,0.40725213,0.40337292,0.26650745
-5.24362181,1.57923994,0.00187536,0.47160690,0.02122775,0.42389418,0.41948393,0.27985699
-5.23761881,1.64880654,0.00189020,0.49395088,0.02256221,0.44130411,0.43592821,0.29341629
-5.23161581,1.71898747,0.00190875,0.51614667,0.02389079,0.45927010,0.45250470,0.30699080
-5.22561281,1.78869290,0.00192939,0.53784464,0.02519050,0.47753175,0.46898900,0.32036875
-5.21960980,1.85674014,0.00195045,0.55868095,0.02643763,0.49578578,0.48513776,0.33332551
-5.21360680,1.92188243,0.00197022,0.57828578,0.02760842,0.51369406,0.50069417,0.34562885
-5.20760380,1.98284270,0.00198709,0.59629262,0.02867969,0.53089383,0.51539443,0.35704489
-5.20160080,2.03835105,0.00199953,0.61234803,0.02962954,0.54700967,0.52897503,0.36734463
-5.19559780,2.08718459,0.00200613,0.62612166,0.03043800,0.56166671,0.54118044,0.37631073
-5.18959480,2.12820791,0.00200573,0.63731613,0.03108765,0.57450456,0.55177107,0.38374438
-5.18359180,2.16041263,0.00199736,0.64567634,0.03156420,0.58519139,0.56053110,0.38947191
-5.17758879,2.18295422,0.00198033,0.65099788,0.03185692,0.59343731,0.56727587,0.39335089
-5.17158579,2.19518436,0.00195422,0.65313420,0.03195902,0.59900668,0.57185856,0.39527540
-5.16558279,2.19667760,0.00191892,0.65200213,0.03186788,0.60172850,0.57417585,0.39518034
-5.15957979,2.18725093,0.00187458,0.64758577,0.03158513,0.60150462,0.57417243,0.39304453
-5.15357679,2.16697554,0.00182166,0.63993831,0.03111667,0.59831518,0.57184410,0.38889241
-5.14757379,2.13618016,0.00176085,0.62918203,0.03047245,0.59222115,0.56723939,0.38279445
-5.14157079,2.09544608,0.00169309,0.61550624,0.02966620,0.58336373,0.56045966,0.37486608
-5.13556778,2.04559394,0.00161952,0.59916349,0.02871506,0.57196092,0.55165772,0.36526528
-5.12956478,1.98766312,0.00154142,0.58046410,0.02763907,0.55830105,0.54103501,0.35418902
-5.12356178,1.92288459,0.00146019,0.55976933,0.02646063,0.54273400,0.52883741,0.34186860
-5.11755878,1.85264858,0.00137731,0.53748336,0.02520390,0.52566029,0.51534996,0.32856409
-5.11155578,1.77846824,0.00129429,0.51404452,0.02389420,0.50751867,0.50089059,0.31455830
-5.10555278,1.70194100,0.00121263,0.48991593,0.02255737,0.48877272,0.48580304,0.30015017
-5.09954977,1.62470880,0.00113378,0.46557590,0.02121917,0.46989719,0.47044927,0.28564816
-5.09354677,1.54841886,0.00105913,0.44150831,0.01990476,0.45136444,0.45520154,0.27136360
-5.08754377,1.47468595,0.00098996,0.41819320,0.01863815,0.43363168,0.44043419,0.25760430
-5.08154077,1.40505732,0.00092747,0.39609776,0.01744176,0.41712942,0.42651569,0.24466852
-5.07553777,1.34098102,0.00087270,0.37566774,0.01633606,0.40225137,0.41380065,0.23283940
-5.06953477,1.28377819,0.00082659,0.35731955,0.01533925,0.38934619,0.40262230,0.22237999
-5.06353177,1.23461959,0.00078998,0.34143289,0.01446699,0.37871112,0.39328545,0.21352881
-5.05752876,1.19450641,0.00076355,0.32834418,0.01373223,0.37058749,0.38605992,0.20649597
-5.05152576,1.16425539,0.00074791,0.31834055,0.01314509,0.36515809,0.38117469,0.20145989
-5.04552276,1.14448791,0.00074358,0.31165463,0.01271280,0.36254624,0.37881280,0.19856453
-5.03951976,1.13562281,0.00075098,0.30846007,0.01243961,0.36281621,0.37910707,0.19791705
-5.03351676,1.13787261,0.00077050,0.30886780,0.01232689,0.36597495,0.38213663,0.19958599
-5.02751376,1.15124281,0.00080243,0.31292325,0.01237310,0.37197462,0.38792448,0.20359989
-5.02151076,1.17553411,0.00084707,0.32060441,0.01257394,0.38071588,0.39643610,0.20994633
-5.01550775,1.21034726,0.00090464,0.33182105,0.01292242,0.39205158,0.40757906,0.21857147
-5.00950475,1.25509067,0.00097534,0.34641513,0.01340903,0.40579076,0.42120399,0.22938019
-5.00350175,1.30899076,0.00105933,0.36416251,0.01402192,0.42170280,0.43710661,0.24223678
-4.99749875,1.37110513,0.00115672,0.38477623,0.01474716,0.43952175,0.45503125,0.25696640
-4.99149575,1.44033886,0.00126756,0.40791125,0.01556895,0.45895071,0.47467565,0.27335734
-4.98549275,1.51546397,0.00139184,0.43317101,0.01646996,0.47966656,0.49569714,0.29116423
-4.97948974,1.59514229,0.00152947,0.46011546,0.01743167,0.50132479,0.51772017,0.31011210
-4.97348674,1.67795168,0.00168022,0.48827086,0.01843474,0.52356485,0.54034508,0.32990159
-4.96748374,1.76241546,0.00184376,0.51714093,0.01945948,0.54601589,0.56315799,0.35021507
-4.96148074,1.84703474,0.00201962,0.54621931,0.02048622,0.56830303,0.58574156,0.37072365
-4.95547774,1.93032303,0.00220716,0.57500290,0.02149584,0.59005416,0.60768639,0.39109507
-4.94947474,2.01084238,0.00240553,0.60300573,0.02247018,0.61090719,0.62860268,0.41100207
-4.94347174,2.08724001,0.00261371,0.62977290,0.02339256,0.63051762,0.64813182,0.43013123
-4.93746873,2.15828414,0.00283047,0.65489409,0.02424814,0.64856624,0.66595737,0.44819173
-4.93146573,2.22289783,0.00305434,0.67801604,0.02502433,0.66476674,0.68181507,0.46492393
-4.92546273,2.28018925,0.00328367,0.69885352,0.02571111,0.67887282,0.69550143,0.48010714
-4.91945973,2.32947710,0.00351656,0.71719824,0.02630129,0.69068460,0.70688046,0.49356652
-4.91345673,2.37030985,0.00375093,0.73292533,0.02679063,0.70005388,0.71588812,0.50517852
-4.90745373,2.40247766,0.00398450,0.74599687,0.02717790,0.70688802,0.72253434,0.51487469
-4.90145073,2.42601636,0.00421484,0.75646246,0.02746485,0.71115207,0.72690234,0.52264360
-4.89544772,2.44120279,0.00443939,0.76445649,0.02765602,0.71286912,0.72914521,0.52853071
-4.88944472,2.44854158,0.00465550,0.77019233,0.02775853,0.71211863,0.72947984,0.53263614
-4.88344172,2.44874375,0.00486048,0.77395347,0.02778168,0.70903284,0.72817838,0.53511038
-4.87743872,2.44269777,0.00505164,0.77608206,0.02773657,0.70379127,0.72555757,0.53614812
-4.87143572,2.43143433,0.00522635,0.77696520,0.02763558,0.69661372,0.72196641,0.53598039
-4.86543272,2.41608626,0.00538211,0.77701966,0.02749188,0.68775184,0.71777256,0.53486531
-4.85942971,2.39784529,0.00551660,0.77667546,0.02731888,0.67747986,0.71334828,0.53307799
-4.85342671,2.37791746,0.00562773,0.77635927,0.02712967,0.66608482,0.70905629,0.53089987
-4.84742371,2.35747923,0.00571370,0.77647797,0.02693658,0.65385675,0.70523628,0.52860794
-4.84142071,2.33763593,0.00577307,0.77740340,0.02675069,0.64107933,0.70219265,0.52646451
-4.83541771,2.31938433,0.00580480,0.77945860,0.02658144,0.62802126,0.70018385,0.52470768
-4.82941471,2.30358085,0.00580824,0.78290621,0.02643637,0.61492892,0.69941390,0.52354312
-4.82341171,2.29091627,0.00578323,0.78793946,0.02632088,0.60202043,0.70002626,0.52313728
-4.81740870,2.28189806,0.00573007,0.79467592,0.02623814,0.58948132,0.70210025,0.52361245
-4.81140570,2.27684043,0.00564950,0.80315434,0.02618906,0.57746189,0.70565014,0.52504368
-4.80540270,2.27586235,0.00554275,0.81333445,0.02617239,0.56607630,0.71062672,0.52745767
-4.79939970,2.27889315,0.00541146,0.82509979,0.02618486,0.55540321,0.71692138,0.53083363
-4.79339670,2.28568513,0.00525766,0.83826329,0.02622142,0.54548781,0.72437217,0.53510596
-4.78739370,2.29583234,0.00508374,0.85257534,0.02627555,0.53634512,0.73277183,0.54016857
-4.78139070,2.30879459,0.00489236,0.86773407,0.02633957,0.52796409,0.74187716,0.54588072
-4.77538769,2.32392544,0.00468641,0.88339728,0.02640503,0.52031246,0.75141953,0.55207393
-4.76938469,2.34050312,0.00446894,0.89919576,0.02646308,0.51334190,0.76111597,0.55855994
-4.76338169,2.35776319,0.00424308,0.91474745,0.02650486,0.50699336,0.77068062,0.56513908
-4.75737869,2.37493166,0.00401198,0.92967193,0.02652187,0.50120219,0.77983606,0.57160902
-4.75137569,2.39125773,0.00377876,0.94360494,0.02650630,0.49590309,0.78832419,0.57777350
-4.74537269,2.40604498,0.00354643,0.95621231,0.02645133,0.49103451,0.79591651,0.58345073
-4.73936968,2.41868017,0.00331784,0.96720308,0.02635146,0.48654253,0.80242330,0.58848120
-4.73336668,2.42865896,0.00309568,0.97634125,0.02620267,0.48238410,0.80770169,0.59273475
-4.72736368,2.43560776,0.00288241,0.98345596,0.02600262,0.47852954,0.81166234,0.59611656
-4.72136068,2.43930126,0.00268024,0.98844972,0.02575077,0.47496438,0.81427448,0.59857202
-4.71535768,2.43967502,0.00249115,0.99130452,0.02544842,0.47169040,0.81556933,0.60009014
-4.70935468,2.43683299,0.00231688,0.99208553,0.02509873,0.46872597,0.81564168,0.60070571
-4.70335168,2.43104948,0.00215889,0.99094234,0.02470664,0.46610562,0.81464957,0.60049977
-4.69734867,2.42276569,0.00201846,0.98810771,0.02427877,0.46387889,0.81281197,0.59959870
-4.69134567,2.41258066,0.00189660,0.98389368,0.02382320,0.46210845,0.81040461,0.59817171
-4.68534267,2.40123697,0.00179415,0.97868538,0.02334927,0.46086758,0.80775381,0.59642702
-4.67933967,2.38960141,0.00171173,0.97293241,0.02286730,0.46023692,0.80522851,0.59460658
-4.67333667,2.37864120,0.00164979,0.96713834,0.02238821,0.46030078,0.80323065,0.59297980
-4.66733367,2.36939642,0.00160858,0.96184836,0.02192321,0.46114288,0.80218413,0.59183618
-4.66133067,2.36294940,0.00158820,0.95763556,0.02148340,0.46284178,0.80252252,0.59147732
-4.65532766,2.36039207,0.00158855,0.95508626,0.02107939,0.46546618,0.80467607,0.59220837
-4.64932466,2.36279227,0.00160932,0.95478464,0.02072089,0.46907016,0.80905827,0.59432928
-4.64332166,2.37116004,0.00165001,0.95729735,0.02041640,0.47368870,0.81605233,0.59812606
-4.63731866,2.38641502,0.00170989,0.96315815,0.02017288,0.47933363,0.82599826,0.60386238
-4.63131566,2.40935598,0.00178798,0.97285325,0.01999544,0.48599032,0.83918072,0.61177156
-4.62531266,2.44063336,0.00188304,0.98680751,0.01988725,0.49361522,0.85581832,0.62204933
-4.61930965,2.48072572,0.00199356,1.00537185,0.01984932,0.50213456,0.87605455,0.63484744
-4.61330665,2.52992068,0.00211778,1.02881199,0.01988056,0.51144435,0.89995077,0.65026818
-4.60730365,2.58830082,0.00225362,1.05729884,0.01997779,0.52141160,0.92748149,0.66836007
-4.60130065,2.65573492,0.00239878,1.09090056,0.02013593,0.53187716,0.95853213,0.68911450
-4.59529765,2.73187443,0.00255072,1.12957639,0.02034820,0.54265966,0.99289915,0.71246364
-4.58929465,2.81615527,0.00270668,1.17317238,0.02060643,0.55356082,1.03029277,0.73827940
-4.58329165,2.90780461,0.00286379,1.22141911,0.02090144,0.56437172,1.07034195,0.76637346
-4.57728864,3.00585235,0.00301907,1.27393133,0.02122338,0.57487972,1.11260154,0.79649852
-4.57128564,3.10914672,0.00316952,1.33020979,0.02156218,0.58487588,1.15656123,0.82835041
-4.56528264,3.21637369,0.00331221,1.38964521,0.02190791,0.59416228,1.20165615,0.86157148
-4.55927964,3.32607954,0.00344432,1.45152455,0.02225116,0.60255902,1.24727857,0.89575487
-4.55327664,3.43669612,0.00356328,1.51503973,0.02258336,0.60991041,1.29279059,0.93044986
-4.54727364,3.54656837,0.00366677,1.57929874,0.02289701,0.61609013,1.33753732,0.96516833
-4.54127064,3.65398357,0.00375284,1.64333935,0.02318586,0.62100493,1.38086028,0.99939219
-4.53526763,3.75720204,0.00381995,1.70614528,0.02344504,0.62459675,1.42211091,1.03258180
-4.52926463,3.85448879,0.00386700,1.76666480,0.02367099,0.62684321,1.46066369,1.06418542
-4.52326163,3.94414575,0.00389335,1.82383149,0.02386144,0.62775633,1.49592902,1.09364946
-4.51725863,4.02454436,0.00389888,1.87658691,0.02401524,0.62737967,1.52736538,1.12042948
-4.51125563,4.09415783,0.00388389,1.92390470,0.02413215,0.62578420,1.55449097,1.14400170
-4.50525263,4.15159286,0.00384915,1.96481546,0.02421260,0.62306292,1.57689447,1.16387485
-4.49924962,4.19562013,0.00379581,1.99843183,0.02425738,0.61932496,1.59424494,1.17960194
-4.49324662,4.22520299,0.00372539,2.02397289,0.02426745,0.61468924,1.60630076,1.19079173
-4.48724362,4.23952365,0.00363963,2.04078707,0.02424358,0.60927835,1.61291737,1.19711946
-4.48124062,4.23800621,0.00354052,2.04837266,0.02418626,0.60321289,1.61405368,1.19833648
-4.47523762,4.22033566,0.00343013,2.04639511,0.02409543,0.59660678,1.60977704,1.19427832
-4.46923462,4.18647213,0.00331060,2.03470025,0.02397047,0.58956369,1.60026630,1.18487099
-4.46323162,4.13665974,0.00318404,2.01332286,0.02381014,0.58217483,1.58581296,1.17013502
-4.45722861,4.07142929,0.00305248,1.98249001,0.02361264,0.57451828,1.56682002,1.15018718
-4.45122561,3.99159444,0.00291778,1.94261889,0.02337576,0.56665965,1.54379834,1.12523952
-4.44522261,3.89824101,0.00278166,1.89430899,0.02309703,0.55865412,1.51736021,1.09559588
-4.43921961,3.79270934,0.00264560,1.83832888,0.02277399,0.55054954,1.48821028,1.06164571
-4.43321661,3.67656990,0.00251087,1.77559784,0.02240442,0.54239031,1.45713344,1.02385561
-4.42721361,3.55159266,0.00237852,1.70716304,0.02198668,0.53422164,1.42498016,0.98275855
-4.42121061,3.41971082,0.00224936,1.63417309,0.02151994,0.52609397,1.39264913,0.93894140
-4.41520760,3.28297999,0.00212404,1.55784883,0.02100445,0.51806695,1.36106780,0.89303110
-4.40920460,3.14353408,0.00200299,1.47945252,0.02044180,0.51021292,1.33117127,0.84567984
-4.40320160,3.00353911,0.00188652,1.40025653,0.01983506,0.50261935,1.30388010,0.79755004
-4.39719860,2.86514668,0.00177480,1.32151274,0.01918891,0.49539028,1.28007782,0.74929943
-4.39119560,2.73044849,0.00166795,1.24442356,0.01850969,0.48864656,1.26058895,0.70156684
-4.38519260,2.60143354,0.00156597,1.17011584,0.01780536,0.48252483,1.24615837,0.65495919
-4.37918959,2.47994945,0.00146889,1.09961815,0.01708546,0.47717551,1.23743289,0.61003996
-4.37318659,2.36766909,0.00137666,1.03384244,0.01636090,0.47275974,1.23494579,0.56731966
-4.36718359,2.26606357,0.00128927,0.97357018,0.01564384,0.46944569,1.23910499,0.52724828
-4.36118059,2.17638224,0.00120670,0.91944339,0.01494734,0.46740439,1.25018539,0.49020998
-4.35517759,2.09964010,0.00112894,0.87196043,0.01428517,0.46680533,1.26832568,0.45652007
-4.34917459,2.03661251,0.00105600,0.83147639,0.01367145,0.46781219,1.29352963,0.42642396
-4.34317159,1.98783684,0.00098788,0.79820750,0.01312034,0.47057878,1.32567181,0.40009816
-4.33716858,1.95362033,0.00092459,0.77223904,0.01264574,0.47524544,1.36450729,0.37765289
-4.33116558,1.93405307,0.00086616,0.75353602,0.01226095,0.48193595,1.40968455,0.35913603
-4.32516258,1.92902491,0.00081259,0.74195581,0.01197837,0.49075496,1.46076095,0.34453810
-4.31915958,1.93824480,0.00076385,0.73726180,0.01180920,0.50178594,1.51721964,0.33379786
-4.31315658,1.96126120,0.00071991,0.73913742,0.01176321,0.51508949,1.57848687,0.32680812
-4.30715358,1.99748208,0.00068072,0.74719963,0.01184845,0.53070189,1.64394871,0.32342161
