energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,2.11580714,0.69151013,1.36226089,0.00368061,0.03574065,0.56398746,0.00000000,0.47955127,0.18887020
-5.99399700,2.06653369,0.68700948,1.31961067,0.00351905,0.03554975,0.55850892,0.00000000,0.47772437,0.18761639
-5.98799400,2.01240741,0.68088153,1.27356278,0.00339975,0.03528760,0.55181826,0.00000000,0.47489072,0.18590492
-5.98199100,1.95434014,0.67319776,1.22499490,0.00332533,0.03495317,0.54396576,0.00000000,0.47103825,0.18374763
-5.97598799,1.89335251,0.66405438,1.17487327,0.00329836,0.03454768,0.53501802,0.00000000,0.46616473,0.18116524
-5.96998499,1.83054741,0.65357126,1.12422644,0.00332145,0.03407459,0.52505685,0.00000000,0.46027846,0.17818692
-5.96398199,1.76708293,0.64189071,1.07411849,0.00339730,0.03353951,0.51417817,0.00000000,0.45339915,0.17484976
-5.95797899,1.70414564,0.62917598,1.02562248,0.00352869,0.03295004,0.50249113,0.00000000,0.44555892,0.17119807
-5.95197599,1.64292471,0.61560961,0.97979497,0.00371856,0.03231563,0.49011714,0.00000000,0.43680327,0.16728267
-5.94597299,1.58458733,0.60139143,0.93765210,0.00396990,0.03164734,0.47718892,0.00000000,0.42719197,0.16315997
-5.93996998,1.53025569,0.58673611,0.90014757,0.00428576,0.03095756,0.46384943,0.00000000,0.41679972,0.15889098
-5.93396698,1.48098558,0.57187034,0.86815275,0.00466912,0.03025970,0.45025051,0.00000000,0.40571629,0.15454016
-5.92796398,1.43774665,0.55702938,0.84243921,0.00512275,0.02956791,0.43655125,0.00000000,0.39404629,0.15017416
-5.92196098,1.40140425,0.54245307,0.82366343,0.00564910,0.02889665,0.42291585,0.00000000,0.38190823,0.14586041
-5.91595798,1.37270278,0.52838112,0.81235391,0.00625006,0.02826031,0.40951111,0.00000000,0.36943286,0.14166564
-5.90995498,1.35225055,0.51504800,0.80890053,0.00692676,0.02767285,0.39650334,0.00000000,0.35676085,0.13765427
-5.90395198,1.34050621,0.50267720,0.81354610,0.00767938,0.02714736,0.38405485,0.00000000,0.34403971,0.13388671
-5.89794897,1.33776691,0.49147523,0.82638028,0.00850688,0.02669567,0.37232005,0.00000000,0.33142018,0.13041771
-5.89194597,1.34415852,0.48162556,0.84733583,0.00940684,0.02632797,0.36144130,0.00000000,0.31905203,0.12729472
-5.88594297,1.35962831,0.47328261,0.87618745,0.01037523,0.02605250,0.35154470,0.00000000,0.30707961,0.12455634
-5.87993997,1.38394073,0.46656626,0.91255334,0.01140625,0.02587525,0.34273594,0.00000000,0.29563726,0.12223095
-5.87393697,1.41667669,0.46155707,0.95589991,0.01249227,0.02579974,0.33509662,0.00000000,0.28484489,0.12033564
-5.86793397,1.45723713,0.45829259,1.00554969,0.01362373,0.02582688,0.32868103,0.00000000,0.27480382,0.11887539
-5.86193097,1.50485126,0.45676501,1.06069283,0.01478918,0.02595499,0.32351386,0.00000000,0.26559332,0.11784270
-5.85592796,1.55858992,0.45692039,1.12040225,0.01597540,0.02617977,0.31958883,0.00000000,0.25726790,0.11721761
-5.84992496,1.61738427,0.45865958,1.18365253,0.01716752,0.02649457,0.31686851,0.00000000,0.24985551,0.11696823
-5.84392196,1.68004970,0.46184101,1.24934220,0.01834932,0.02689055,0.31528535,0.00000000,0.24335692,0.11705167
-5.83791896,1.74531463,0.46628523,1.31631932,0.01950354,0.02735714,0.31474402,0.00000000,0.23774615,0.11741553
-5.83191596,1.81185352,0.47178112,1.38340959,0.02061225,0.02788240,0.31512485,0.00000000,0.23297212,0.11799973
-5.82591296,1.87832317,0.47809353,1.44944624,0.02165733,0.02845358,0.31628849,0.00000000,0.22896133,0.11873871
-5.81990995,1.94340096,0.48497200,1.51330082,0.02262095,0.02905760,0.31808129,0.00000000,0.22562148,0.11956391
-5.81390695,2.00582359,0.49216019,1.57391369,0.02348606,0.02968164,0.32034144,0.00000000,0.22284592,0.12040638
-5.80790395,2.06442470,0.49940560,1.63032296,0.02423691,0.03031365,0.32290534,0.00000000,0.22051859,0.12119947
-5.80190095,2.11816966,0.50646900,1.68169075,0.02485951,0.03094284,0.32561406,0.00000000,0.21851934,0.12188137
-5.79589795,2.16618591,0.51313317,1.72732541,0.02534214,0.03156009,0.32831939,0.00000000,0.21672917,0.12239753
-5.78989495,2.20778722,0.51921052,1.76669874,0.02567566,0.03215827,0.33088935,0.00000000,0.21503541,0.12270265
-5.78389195,2.24249081,0.52454909,1.79945725,0.02585385,0.03273242,0.33321268,0.00000000,0.21333626,0.12276236
-5.77788894,2.27002626,0.52903678,1.82542685,0.02587364,0.03327988,0.33520231,0.00000000,0.21154481,0.12255431
-5.77188594,2.29033574,0.53260346,1.84461067,0.02573517,0.03380021,0.33679736,0.00000000,0.20959206,0.12206876
-5.76588294,2.30356557,0.53522101,1.85718008,0.02544182,0.03429504,0.33796394,0.00000000,0.20742901,0.12130857
-5.75987994,2.31004939,0.53690123,1.86345919,0.02500012,0.03476780,0.33869438,0.00000000,0.20502775,0.12028866
-5.75387694,2.31028393,0.53769187,1.86390371,0.02441946,0.03522333,0.33900525,0.00000000,0.20238136,0.11903488
-5.74787394,2.30489863,0.53767100,1.85907520,0.02371187,0.03566747,0.33893416,0.00000000,0.19950296,0.11758244
-5.74187094,2.29462062,0.53694011,1.84961196,0.02289154,0.03610659,0.33853563,0.00000000,0.19642365,0.11597401
-5.73586793,2.28023712,0.53561631,1.83619801,0.02197441,0.03654708,0.33787629,0.00000000,0.19318988,0.11425741
-5.72986493,2.26255702,0.53382427,1.81953195,0.02097765,0.03699490,0.33702961,0.00000000,0.18986008,0.11248327
-5.72386193,2.24237381,0.53168819,1.80029705,0.01991915,0.03745517,0.33607073,0.00000000,0.18650101,0.11070257
-5.71785893,2.22043168,0.52932440,1.77913411,0.01881693,0.03793183,0.33507133,0.00000000,0.18318386,0.10896426
-5.71185593,2.19739642,0.52683489,1.75661845,0.01768869,0.03842740,0.33409525,0.00000000,0.17998052,0.10731309
-5.70585293,2.17383261,0.52430226,1.73324207,0.01655134,0.03894283,0.33319464,0.00000000,0.17695996,0.10578767
-5.69984992,2.15018789,0.52178618,1.70940149,0.01542052,0.03947749,0.33240733,0.00000000,0.17418512,0.10441895
-5.69384692,2.12678496,0.51932163,1.68539204,0.01431033,0.04002924,0.33175503,0.00000000,0.17171037,0.10322906
-5.68784392,2.10382132,0.51691882,1.66140814,0.01323302,0.04059465,0.33124290,0.00000000,0.16957959,0.10223065
-5.68184092,2.08137644,0.51456483,1.63754962,0.01219881,0.04116924,0.33086003,0.00000000,0.16782500,0.10142663
-5.67583792,2.05942546,0.51222673,1.61383321,0.01121582,0.04174783,0.33058111,0.00000000,0.16646668,0.10081041
-5.66983492,2.03785842,0.50985587,1.59020828,0.01029004,0.04232496,0.33036887,0.00000000,0.16551285,0.10036654
-5.66383192,2.01650358,0.50739314,1.56657584,0.00942541,0.04289523,0.33017727,0.00000000,0.16496066,0.10007170
-5.65782891,1.99515326,0.50477467,1.54280939,0.00862392,0.04345375,0.32995513,0.00000000,0.16479755,0.09989605
-5.65182591,1.97359056,0.50193767,1.51877641,0.00788585,0.04399642,0.32964995,0.00000000,0.16500299,0.09980471
-5.64582291,1.95161550,0.49882610,1.49435926,0.00720994,0.04452030,0.32921169,0.00000000,0.16555035,0.09975951
-5.63981991,1.92906886,0.49539560,1.46947421,0.00659370,0.04502378,0.32859629,0.00000000,0.16640891,0.09972069
-5.63381691,1.90585262,0.49161763,1.44408771,0.00603366,0.04550667,0.32776865,0.00000000,0.16754578,0.09964868
-5.62781391,1.88194591,0.48748244,1.41822907,0.00552564,0.04597028,0.32670496,0.00000000,0.16892750,0.09950573
-5.62181091,1.85741564,0.48300078,1.39199889,0.00506501,0.04641731,0.32539422,0.00000000,0.17052143,0.09925740
-5.61580790,1.83242149,0.47820419,1.36557306,0.00464695,0.04685166,0.32383889,0.00000000,0.17229666,0.09887388
-5.60980490,1.80721508,0.47314403,1.33920212,0.00426666,0.04727815,0.32205459,0.00000000,0.17422446,0.09833097
-5.60380190,1.78213353,0.46788922,1.31320625,0.00391950,0.04770220,0.32006898,0.00000000,0.17627828,0.09761083
-5.59779890,1.75758780,0.46252285,1.28796613,0.00360118,0.04812936,0.31791981,0.00000000,0.17843334,0.09670245
-5.59179590,1.73404661,0.45713791,1.26391024,0.00330784,0.04856493,0.31565234,0.00000000,0.18066578,0.09560171
-5.58579290,1.71201683,0.45183249,1.24149929,0.00303612,0.04901345,0.31331628,0.00000000,0.18295166,0.09431128
-5.57978989,1.69202115,0.44670447,1.22120856,0.00278317,0.04947825,0.31096233,0.00000000,0.18526566,0.09284008
-5.57378689,1.67457448,0.44184635,1.20350883,0.00254667,0.04996106,0.30863876,0.00000000,0.18757987,0.09120269
-5.56778389,1.66015988,0.43734012,1.18884698,0.00232482,0.05046163,0.30638800,0.00000000,0.18986267,0.08941836
-5.56178089,1.64920541,0.43325285,1.17762683,0.00211625,0.05097747,0.30424355,0.00000000,0.19207777,0.08751005
-5.55577789,1.64206279,0.42963287,1.17019126,0.00192002,0.05150369,0.30222749,0.00000000,0.19418373,0.08550324
-5.54977489,1.63898897,0.42650699,1.16680622,0.00173550,0.05203293,0.30034854,0.00000000,0.19613389,0.08342481
-5.54377189,1.64013133,0.42387881,1.16764724,0.00156231,0.05255552,0.29860091,0.00000000,0.19787677,0.08130186
