energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.45972986,6.08717799,0.01519745,1.70446224,1.54217782,0.47930371,0.04913685,2.27799907,3.50064846,1.30033261
-5.45372686,5.91951698,0.01469541,1.63504005,1.49662877,0.46081841,0.04924118,2.23858810,3.38985932,1.26819610
-5.44772386,5.78406919,0.01435230,1.57369431,1.45544066,0.44492764,0.04983424,2.21184362,3.29619576,1.24342754
-5.44172086,5.68267609,0.01417427,1.52121388,1.41911692,0.43178730,0.05091858,2.19820093,3.22110202,1.22639581
-5.43571786,5.61630144,0.01416380,1.47814523,1.38801942,0.42148506,0.05248443,2.19776871,3.16550688,1.21727061
-5.42971486,5.58499343,0.01431970,1.44477719,1.36235987,0.41403953,0.05450953,2.21031899,3.12979021,1.21601262
-5.42371186,5.58787060,0.01463711,1.42113349,1.34219454,0.40940096,0.05695938,2.23528481,3.11376601,1.22236975
-5.41770885,5.62313306,0.01510769,1.40697325,1.32742280,0.40745330,0.05978775,2.27176627,3.11668273,1.23587971
-5.41170585,5.68809936,0.01571978,1.40179949,1.31778962,0.40801764,0.06293747,2.31854522,3.13724146,1.25587918
-5.40570285,5.77926934,0.01645863,1.40487555,1.31289217,0.41085699,0.06634167,2.37410901,3.17363135,1.28151944
-5.39969985,5.89241182,0.01730672,1.41524877,1.31219064,0.41568247,0.06992520,2.43668298,3.22358170,1.31178800
-5.39369685,6.02267552,0.01824408,1.43178092,1.31502311,0.42216063,0.07360641,2.50427155,3.28442885,1.34553604
-5.38769385,6.16472056,0.01924873,1.45318414,1.32062440,0.42992200,0.07729914,2.57470704,3.35319603,1.38151039
-5.38169085,6.31286707,0.02029712,1.47806144,1.32814838,0.43857058,0.08091498,2.64570534,3.42668330,1.41838946
-5.37568784,6.46125654,0.02136464,1.50495031,1.33669326,0.44769428,0.08436556,2.71492679,3.50156479,1.45482176
-5.36968484,6.60402108,0.02242615,1.53236801,1.34532919,0.45687583,0.08756498,2.78004067,3.57448974,1.48946570
-5.36368184,6.73545500,0.02345657,1.55885694,1.35312725,0.46570407,0.09043223,2.83879122,3.64218391,1.52102942
-5.35767884,6.85018286,0.02443143,1.58302876,1.35918894,0.47378528,0.09289344,2.88906288,3.70154779,1.54830913
-5.35167584,6.94331824,0.02532747,1.60360559,1.36267499,0.48075410,0.09488405,2.92894254,3.74974817,1.57022462
-5.34567284,7.01060735,0.02612320,1.61945691,1.36283267,0.48628380,0.09635059,2.95677627,3.78429988,1.58585071
-5.33966983,7.04855230,0.02679944,1.62963116,1.35902019,0.49009544,0.09725227,2.97121849,3.80313488,1.59444349
-5.33366683,7.05450947,0.02733977,1.63338074,1.35072752,0.49196567,0.09756202,2.97127145,3.80465639,1.59546035
-5.32766383,7.02675918,0.02773098,1.63017987,1.33759265,0.49173273,0.09726717,2.95631351,3.78777640,1.58857329
-5.32166083,6.96454446,0.02796334,1.61973469,1.31941250,0.48930058,0.09636968,2.92611498,3.75193544,1.57367492
-5.31565783,6.86807722,0.02803087,1.60198546,1.29614826,0.48464080,0.09488583,2.88084088,3.69710441,1.55087716
-5.30965483,6.73851226,0.02793141,1.57710091,1.26792471,0.47779228,0.09284547,2.82104060,3.62376878,1.52050280
-5.30365183,6.57789027,0.02766661,1.54546517,1.23502367,0.46885867,0.09029086,2.74762486,3.53289633,1.48307029
-5.29764882,6.38905248,0.02724188,1.50765788,1.19787185,0.45800367,0.08727514,2.66183107,3.42589009,1.43927261
-5.29164582,6.17553076,0.02666605,1.46442840,1.15702360,0.44544435,0.08386046,2.56517858,3.30452878,1.38995108
-5.28564282,5.94141772,0.02595113,1.41666517,1.11313935,0.43144278,0.08011590,2.45941581,3.17089733,1.33606518
-5.27963982,5.69122235,0.02511180,1.36536139,1.06696066,0.41629626,0.07611532,2.34646146,3.02731063,1.27865974
-5.27363682,5.42971684,0.02416498,1.31157849,1.01928286,0.40032662,0.07193503,2.22834232,2.87623326,1.21883058
-5.26763382,5.16178053,0.02312921,1.25640854,0.97092654,0.38386900,0.06765163,2.10713009,2.72019871,1.15769007
-5.26163082,4.89224704,0.02202411,1.20093712,0.92270893,0.36726045,0.06333991,1.98487971,2.56173065,1.09633373
-5.25562781,4.62575985,0.02086975,1.14620782,0.87541635,0.35082898,0.05907095,1.86357154,2.40326927,1.03580907
-5.24962481,4.36664134,0.01968610,1.09318960,0.82977879,0.33488335,0.05491050,1.74505927,2.24710487,0.97708753
-5.24362181,4.11877948,0.01849245,1.04274801,0.78644751,0.31970396,0.05091765,1.63102530,2.09532063,0.92104055
-5.23761881,3.88553539,0.01730696,0.99562125,0.74597641,0.30553532,0.04714381,1.52294476,1.94974616,0.86842013
-5.23161581,3.66967407,0.01614619,0.95240150,0.70880781,0.29258006,0.04363201,1.42205912,1.81192260,0.81984453
-5.22561281,3.47331952,0.01502482,0.91352228,0.67526300,0.28099503,0.04041663,1.32935946,1.68307975,0.77578910
-5.21960980,3.29793453,0.01395536,0.87925175,0.64553763,0.27088917,0.03752334,1.24557967,1.56412536,0.73658233
-5.21360680,3.14432443,0.01294802,0.84969226,0.61970213,0.26232346,0.03496936,1.17119876,1.45564577,0.70240699
-5.20760380,3.01266316,0.01201069,0.82478566,0.59770662,0.25531266,0.03276397,1.10645161,1.35791734,0.67330576
-5.20160080,2.90253929,0.01114890,0.80432418,0.57939020,0.24982880,0.03090923,1.05134705,1.27092730,0.64919108
-5.19559780,2.81301897,0.01036599,0.78796614,0.56449384,0.24580605,0.02940084,1.00569180,1.19440251,0.62985843
-5.18959480,2.74272238,0.00966331,0.77525574,0.55267631,0.24314686,0.02822905,0.96911889,1.12784467,0.61500229
-5.18359180,2.68990975,0.00904038,0.76564610,0.54353227,0.24172881,0.02737967,0.94111895,1.07057003,0.60423419
-5.17758879,2.65257312,0.00849526,0.75852445,0.53661185,0.24141199,0.02683503,0.92107288,1.02175203,0.59710174
-5.17158579,2.62852984,0.00802477,0.75323854,0.53144059,0.24204644,0.02657491,0.90828437,0.98046486,0.59310819
-5.16558279,2.61551391,0.00762485,0.74912312,0.52753925,0.24347934,0.02657738,0.90201092,0.94572657,0.59173147
-5.15957979,2.61126199,0.00729081,0.74552542,0.52444243,0.24556157,0.02681951,0.90149241,0.91653998,0.59244228
-5.15357679,2.61359074,0.00701766,0.74182884,0.52171542,0.24815338,0.02727798,0.90597599,0.89193024,0.59472041
-5.14757379,2.62046332,0.00680029,0.73747376,0.51896871,0.25112897,0.02792948,0.91473688,0.87097783,0.59806902
-5.14157079,2.63004304,0.00663371,0.73197493,0.51586961,0.25437968,0.02875103,0.92709458,0.85284620,0.60202648
-5.13556778,2.64073318,0.00651321,0.72493492,0.51215081,0.25781593,0.02972018,0.94242434,0.83680355,0.60617540
-5.12956478,2.65120242,0.00643444,0.71605311,0.50761553,0.26136772,0.03081497,0.96016401,0.82223827,0.61014909
-5.12356178,2.66039633,0.00639351,0.70513037,0.50213953,0.26498376,0.03201394,0.97981663,0.80866814,0.61363521
-5.11755878,2.66753565,0.00638699,0.69206925,0.49566978,0.26862954,0.03329598,1.00094925,0.79574338,0.61637697
-5.11155578,2.67210288,0.00641188,0.67687014,0.48822047,0.27228443,0.03464018,1.02318867,0.78324403,0.61817215
-5.10555278,2.67381916,0.00646561,0.65962376,0.47986637,0.27593800,0.03602563,1.04621493,0.77107220,0.61887019
-5.09954977,2.67261352,0.00654593,0.64050053,0.47073432,0.27958606,0.03743130,1.06975317,0.75923995,0.61836790
-5.09354677,2.66858697,0.00665089,0.61973769,0.46099319,0.28322654,0.03883594,1.09356494,0.74785366,0.61660418
-5.08754377,2.66197384,0.00677868,0.59762469,0.45084296,0.28685554,0.04021803,1.11743942,0.73709572,0.61355411
-5.08154077,2.65310262,0.00692765,0.57448787,0.44050350,0.29046395,0.04155588,1.14118536,0.72720459,0.60922301
-5.07553777,2.64235836,0.00709618,0.55067492,0.43020345,0.29403464,0.04282777,1.16462421,0.71845402,0.60364061
-5.06953477,2.63014843,0.00728264,0.52654014,0.42016980,0.29754064,0.04401224,1.18758471,0.71113229,0.59685571
-5.06353177,2.61687287,0.00748539,0.50243073,0.41061846,0.30094421,0.04508841,1.20989919,0.70552234,0.58893165
-5.05752876,2.60290021,0.00770275,0.47867493,0.40174622,0.30419689,0.04603645,1.23140157,0.70188332,0.57994242
-5.05152576,2.58854922,0.00793298,0.45557210,0.39372412,0.30724062,0.04683807,1.25192685,0.70043426,0.56996979
-5.04552276,2.57407653,0.00817435,0.43338513,0.38669259,0.31000953,0.04747699,1.27131199,0.70134015,0.55910118
-5.03951976,2.55966987,0.00842508,0.41233511,0.38075811,0.31243258,0.04793951,1.28939764,0.70470095,0.54742819
-5.03351676,2.54544606,0.00868345,0.39259832,0.37599159,0.31443656,0.04821491,1.30603057,0.71054349,0.53504585
-5.02751376,2.53145323,0.00894775,0.37430532,0.37242816,0.31594936,0.04829593,1.32106617,0.71881663,0.52205211
-5.02151076,2.51767605,0.00921633,0.35754189,0.37006826,0.31690328,0.04817900,1.33437091,0.72938950,0.50854763
-5.01550775,2.50404324,0.00948759,0.34235164,0.36887993,0.31723807,0.04786448,1.34582428,0.74205287,0.49463564
-5.00950475,2.49043638,0.00975996,0.32873977,0.36880195,0.31690360,0.04735670,1.35532026,0.75652338,0.48042173
-5.00350175,2.47669944,0.01003186,0.31667789,0.36974774,0.31586189,0.04666385,1.36276802,0.77245065,0.46601340
-4.99749875,2.46264846,0.01030167,0.30610931,0.37160975,0.31408859,0.04579778,1.36809207,0.78942669,0.45151944
-4.99149575,2.44808105,0.01056767,0.29695478,0.37426426,0.31157361,0.04477365,1.37123199,0.80699753,0.43704914
-4.98549275,2.43278564,0.01082797,0.28911824,0.37757631,0.30832111,0.04360945,1.37214189,0.82467665,0.42271120
-4.97948974,2.41655051,0.01108046,0.28249243,0.38140477,0.30434886,0.04232553,1.37078996,0.84195966,0.40861257
-4.97348674,2.39917272,0.01132276,0.27696427,0.38560721,0.29968707,0.04094393,1.36715839,0.85833998,0.39485736
-4.96748374,2.38046723,0.01155215,0.27241980,0.39004479,0.29437675,0.03948788,1.36124400,0.87332479,0.38154567
-4.96148074,2.36027634,0.01176562,0.26874862,0.39458673,0.28846799,0.03798119,1.35305970,0.88645098,0.36877280
-4.95547774,2.33847969,0.01195985,0.26584790,0.39911449,0.28201805,0.03644776,1.34263705,0.89730041,0.35662860
-4.94947474,2.31500471,0.01213124,0.26362574,0.40352543,0.27508960,0.03491116,1.33002990,0.90551399,0.34519726
-4.94347174,2.28983765,0.01227605,0.26200405,0.40773602,0.26774923,0.03339428,1.31531903,0.91080423,0.33455746
-4.93746873,2.26303470,0.01239045,0.26092079,0.41168425,0.26006623,0.03191920,1.29861767,0.91296563,0.32478292
-4.93146573,2.23473294,0.01247071,0.26033177,0.41533145,0.25211178,0.03050706,1.28007746,0.91188273,0.31594322
-4.92546273,2.20516054,0.01251336,0.26021174,0.41866316,0.24395859,0.02917814,1.25989463,0.90753539,0.30810499
-4.91945973,2.17464555,0.01251535,0.26055509,0.42168925,0.23568094,0.02795200,1.23831572,0.90000125,0.30133322
-4.91345673,2.14362279,0.01247425,0.26137593,0.42444308,0.22735500,0.02684773,1.21564261,0.88945527,0.29569261
-4.90745373,2.11263793,0.01238841,0.26270764,0.42697986,0.21905951,0.02588419,1.19223609,0.87616639,0.29124889
-4.90145073,2.08234853,0.01225713,0.26460206,0.42937412,0.21087648,0.02508037,1.16851783,0.86049153,0.28806995
-4.89544772,2.05352140,0.01208079,0.26712815,0.43171658,0.20289209,0.02445563,1.14497011,0.84286724,0.28622675
-4.88944472,2.02702613,0.01186092,0.27037039,0.43411037,0.19519732,0.02402994,1.12213330,0.82379931,0.28579379
-4.88344172,2.00382477,0.01160023,0.27442687,0.43666700,0.18788854,0.02382402,1.10060077,0.80385093,0.28684929
-4.87743872,1.98495784,0.01130267,0.27940725,0.43950213,0.18106776,0.02385936,1.08101137,0.78362979,0.28947493
-4.87143572,1.97152701,0.01097325,0.28543067,0.44273148,0.17484251,0.02415805,1.06403951,0.76377474,0.29375525
-4.86543272,1.96467511,0.01061804,0.29262372,0.44646713,0.16932538,0.02474253,1.05038321,0.74494240,0.29977666
-4.85942971,1.96556399,0.01024394,0.30111858,0.45081433,0.16463320,0.02563514,1.04075043,0.72779437,0.30762622
-4.85342671,1.97535131,0.00985852,0.31105136,0.45586921,0.16088577,0.02685747,1.03584412,0.71298521,0.31739023
-4.84742371,1.99516677,0.00946976,0.32256081,0.46171732,0.15820438,0.02842964,1.03634658,0.70115170,0.32915269
-4.84142071,2.02608882,0.00908582,0.33578721,0.46843325,0.15671002,0.03036939,1.04290360,0.69290338,0.34299368
-4.83541771,2.06912246,0.00871479,0.35087166,0.47608126,0.15652146,0.03269120,1.05610897,0.68881459,0.35898779
-4.82941471,2.12517876,0.00836443,0.36795547,0.48471680,0.15775325,0.03540522,1.07648993,0.68941795,0.37720256
-4.82341171,2.19505662,0.00804193,0.38717960,0.49438898,0.16051374,0.03851636,1.10449391,0.69519903,0.39769694
-4.81740870,2.27942711,0.00775370,0.40868411,0.50514346,0.16490322,0.04202339,1.14047716,0.70659214,0.42051984
-4.81140570,2.37882042,0.00750524,0.43260724,0.51702580,0.17101220,0.04591811,1.18469549,0.72397690,0.44570869
-4.80540270,2.49361572,0.00730093,0.45908404,0.53008479,0.17892001,0.05018482,1.23729744,0.74767523,0.47328796
-4.79939970,2.62403360,0.00714405,0.48824441,0.54437545,0.18869360,0.05479986,1.29832012,0.77794859,0.50326766
-4.79339670,2.77013111,0.00703664,0.52021027,0.55996148,0.20038668,0.05973156,1.36768780,0.81499510,0.53564179
-4.78739370,2.93179923,0.00697959,0.55509184,0.57691681,0.21403912,0.06494033,1.44521324,0.85894636,0.57038670
-4.78139070,3.10876243,0.00697266,0.59298296,0.59532604,0.22967668,0.07037918,1.53060181,0.90986389,0.60745937
-4.77538769,3.30058029,0.00701458,0.63395551,0.61528368,0.24731098,0.07599446,1.62345825,0.96773518,0.64679580
-4.76938469,3.50665098,0.00710319,0.67805302,0.63689198,0.26693960,0.08172687,1.72329585,1.03246935,0.68830933
-4.76338169,3.72621656,0.00723557,0.72528364,0.66025753,0.28854641,0.08751284,1.82954773,1.10389280,0.73188924
-4.75737869,3.95836988,0.00740823,0.77561294,0.68548665,0.31210186,0.09328593,1.94158003,1.18174496,0.77739964
-4.75137569,4.20206323,0.00761726,0.82895667,0.71267971,0.33756343,0.09897859,2.05870635,1.26567464,0.82467872
-4.74537269,4.45611851,0.00785851,0.88517407,0.74192472,0.36487582,0.10452381,2.18020316,1.35523726,0.87353863
-4.73936968,4.71923901,0.00812775,0.94406208,0.77329043,0.39397117,0.10985694,2.30532539,1.44989357,0.92376594
-4.73336668,4.99002243,0.00842078,1.00535095,0.80681925,0.42476904,0.11491734,2.43332180,1.54901007,0.97512290
-4.72736368,5.26697509,0.00873357,1.06870164,0.84252032,0.45717614,0.11964993,2.56344926,1.65186150,1.02734931
-4.72136068,5.54852689,0.00906232,1.13370523,0.88036319,0.49108592,0.12400657,2.69498543,1.75763579,1.08016529
-4.71535768,5.83304659,0.00940350,1.19988490,0.92027213,0.52637776,0.12794707,2.82723913,1.86544139,1.13327443
-4.70935468,6.11885700,0.00975390,1.26670016,0.96212158,0.56291610,0.13144002,2.95955787,1.97431717,1.18636765
-4.70335168,6.40424932,0.01011056,1.33355382,1.00573282,0.60054922,0.13446323,3.09133203,2.08324460,1.23912717
-4.69734867,6.68749621,0.01047079,1.39980114,1.05087202,0.63910796,0.13700375,3.22199542,2.19116201,1.29123061
-4.69134567,6.96686296,0.01083204,1.46476124,1.09724978,0.67840438,0.13905766,3.35102201,2.29698062,1.34235487
-4.68534267,7.24061639,0.01119189,1.52773014,1.14452216,0.71823044,0.14062947,3.47791899,2.39960168,1.39217959
-4.67933967,7.50703113,0.01154789,1.58799510,1.19229329,0.75835681,0.14173122,3.60221639,2.49793435,1.44039003
-4.67333667,7.76439331,0.01189752,1.64484968,1.24011935,0.79853205,0.14238143,3.72345379,2.59091361,1.48667903
-4.66733367,8.01100179,0.01223812,1.69760890,1.28751406,0.83848211,0.14260376,3.84116499,2.67751779,1.53074824
-4.66133067,8.24516752,0.01256678,1.74562394,1.33395536,0.87791053,0.14242564,3.95486148,2.75678504,1.57230841
-4.65532766,8.46521168,0.01288031,1.78829595,1.37889330,0.91649920,0.14187685,4.06401600,2.82782844,1.61107896
-4.64932466,8.66946379,0.01317525,1.82508827,1.42175903,0.95391008,0.14098816,4.16804731,2.88984938,1.64678687
-4.64332166,8.85626083,0.01344786,1.85553696,1.46197459,0.98978780,0.13979001,4.26630754,2.94214893,1.67916541
