energy_ev,total_up,Bi_p_up,Bi_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.46005310,0.07230237,0.00277697,0.17372687,0.00000000,0.18863701,0.02635079
-5.99399700,0.50863669,0.07744953,0.00303888,0.19449099,0.00000000,0.20848953,0.02862810
-5.98799400,0.56182995,0.08368708,0.00333681,0.21673870,0.00000000,0.23019449,0.03108989
-5.98199100,0.61919814,0.09094622,0.00366835,0.24029944,0.00000000,0.25354171,0.03370575
-5.97598799,0.68021228,0.09914221,0.00403044,0.26496363,0.00000000,0.27827530,0.03644218
-5.96998499,0.74425157,0.10817443,0.00441933,0.29048385,0.00000000,0.30409509,0.03926304
-5.96398199,0.81060912,0.11792686,0.00483067,0.31657755,0.00000000,0.33065976,0.04213014
-5.95797899,0.87850097,0.12826896,0.00525949,0.34293124,0.00000000,0.35759169,0.04500400
-5.95197599,0.94707838,0.13905707,0.00570028,0.36920627,0.00000000,0.38448361,0.04784463
-5.94597299,1.01544327,0.15013629,0.00614709,0.39504588,0.00000000,0.41090680,0.05061241
-5.93996998,1.08266630,0.16134284,0.00659361,0.42008348,0.00000000,0.43642083,0.05326896
-5.93396698,1.14780724,0.17250699,0.00703332,0.44395183,0.00000000,0.46058441,0.05577808
-5.92796398,1.20993672,0.18345625,0.00745958,0.46629279,0.00000000,0.48296712,0.05810652
-5.92196098,1.26815891,0.19401911,0.00786584,0.48676719,0.00000000,0.50316146,0.06022484
-5.91595798,1.32163404,0.20402879,0.00824573,0.50506462,0.00000000,0.52079487,0.06210804
-5.90995498,1.36959999,0.21332728,0.00859327,0.52091247,0.00000000,0.53554115,0.06373607
-5.90395198,1.41139217,0.22176924,0.00890300,0.53408403,0.00000000,0.54713079,0.06509430
-5.89794897,1.44646081,0.22922580,0.00917010,0.54440515,0.00000000,0.55535981,0.06617366
-5.89194597,1.47438504,0.23558800,0.00939058,0.55175930,0.00000000,0.56009667,0.06697074
-5.88594297,1.49488323,0.24076978,0.00956130,0.55609067,0.00000000,0.56128689,0.06748769
-5.87993997,1.50781917,0.24471048,0.00968014,0.55740527,0.00000000,0.55895528,0.06773190
-5.87393697,1.51320396,0.24737660,0.00974598,0.55576998,0.00000000,0.55320554,0.06771563
-5.86793397,1.51119362,0.24876288,0.00975879,0.55130960,0.00000000,0.54421735,0.06745547
-5.86193097,1.50208245,0.24889254,0.00971958,0.54420202,0.00000000,0.53224103,0.06697170
-5.85592796,1.48629272,0.24781683,0.00963038,0.53467188,0.00000000,0.51758996,0.06628761
-5.84992496,1.46436092,0.24561364,0.00949420,0.52298285,0.00000000,0.50063123,0.06542878
-5.84392196,1.43692132,0.24238548,0.00931492,0.50942899,0.00000000,0.48177468,0.06442231
-5.83791896,1.40468741,0.23825669,0.00909718,0.49432566,0.00000000,0.46146105,0.06329611
-5.83191596,1.36843196,0.23336999,0.00884627,0.47800013,0.00000000,0.44014945,0.06207822
-5.82591296,1.32896637,0.22788260,0.00856796,0.46078256,0.00000000,0.41830477,0.06079616
-5.81990995,1.28711997,0.22196181,0.00826837,0.44299743,0.00000000,0.39638544,0.05947634
-5.81390695,1.24371991,0.21578033,0.00795379,0.42495596,0.00000000,0.37483191,0.05814357
-5.80790395,1.19957228,0.20951142,0.00763055,0.40694953,0.00000000,0.35405618,0.05682068
-5.80190095,1.15544475,0.20332400,0.00730482,0.38924448,0.00000000,0.33443274,0.05552815
-5.79589795,1.11205133,0.19737783,0.00698247,0.37207821,0.00000000,0.31629104,0.05428384
-5.78989495,1.07003937,0.19181898,0.00666896,0.35565673,0.00000000,0.29990971,0.05310288
-5.78389195,1.02997923,0.18677561,0.00636919,0.34015354,0.00000000,0.28551248,0.05199753
-5.77788894,0.99235650,0.18235433,0.00608739,0.32570979,0.00000000,0.27326594,0.05097717
-5.77188594,0.95756706,0.17863719,0.00582703,0.31243560,0.00000000,0.26327904,0.05004835
-5.76588294,0.92591482,0.17567937,0.00559079,0.30041224,0.00000000,0.25560420,0.04921488
-5.75987994,0.89761210,0.17350782,0.00538049,0.28969509,0.00000000,0.25023995,0.04847802
-5.75387694,0.87278252,0.17212072,0.00519710,0.28031712,0.00000000,0.24713492,0.04783670
-5.74787394,0.85146611,0.17148794,0.00504072,0.27229259,0.00000000,0.24619296,0.04728773
-5.74187094,0.83362645,0.17155247,0.00491067,0.26562085,0.00000000,0.24727918,0.04682618
-5.73586793,0.81915949,0.17223278,0.00480550,0.26028998,0.00000000,0.25022679,0.04644564
-5.72986493,0.80790355,0.17342603,0.00472312,0.25628013,0.00000000,0.25484430,0.04613862
-5.72386193,0.79965031,0.17501206,0.00466088,0.25356629,0.00000000,0.26092294,0.04589689
-5.71785893,0.79415609,0.17685797,0.00461569,0.25212049,0.00000000,0.26824411,0.04571184
-5.71185593,0.79115314,0.17882314,0.00458413,0.25191334,0.00000000,0.27658648,0.04557486
-5.70585293,0.79036041,0.18076451,0.00456264,0.25291474,0.00000000,0.28573254,0.04547759
-5.69984992,0.79149339,0.18254191,0.00454758,0.25509390,0.00000000,0.29547443,0.04541225
-5.69384692,0.79427260,0.18402310,0.00453541,0.25841858,0.00000000,0.30561886,0.04537181
-5.68784392,0.79843059,0.18508850,0.00452277,0.26285376,0.00000000,0.31599084,0.04535021
-5.68184092,0.80371701,0.18563531,0.00450662,0.26835972,0.00000000,0.32643640,0.04534237
-5.67583792,0.80990187,0.18558082,0.00448428,0.27488981,0.00000000,0.33682391,0.04534426
-5.66983492,0.81677694,0.18486485,0.00445355,0.28238803,0.00000000,0.34704439,0.04535284
-5.66383192,0.82415538,0.18345123,0.00441267,0.29078657,0.00000000,0.35701058,0.04536591
-5.65782891,0.83186996,0.18132825,0.00436044,0.30000371,0.00000000,0.36665517,0.04538200
-5.65182591,0.83977015,0.17850816,0.00429613,0.30994207,0.00000000,0.37592820,0.04540012
-5.64582291,0.84771851,0.17502568,0.00421951,0.32048755,0.00000000,0.38479397,0.04541958
-5.63981991,0.85558684,0.17093576,0.00413078,0.33150913,0.00000000,0.39322774,0.04543979
-5.63381691,0.86325256,0.16631062,0.00403053,0.34285957,0.00000000,0.40121238,0.04545999
-5.62781391,0.87059567,0.16123633,0.00391968,0.35437710,0.00000000,0.40873527,0.04547919
-5.62181091,0.87749665,0.15580901,0.00379939,0.36588821,0.00000000,0.41578574,0.04549600
-5.61580790,0.88383563,0.15013101,0.00367102,0.37721133,0.00000000,0.42235303,0.04550860
-5.60980490,0.88949277,0.14430700,0.00353603,0.38816134,0.00000000,0.42842502,0.04551477
-5.60380190,0.89434994,0.13844039,0.00339593,0.39855466,0.00000000,0.43398776,0.04551192
-5.59779890,0.89829350,0.13263001,0.00325220,0.40821480,0.00000000,0.43902559,0.04549725
-5.59179590,0.90121797,0.12696732,0.00310631,0.41697784,0.00000000,0.44352196,0.04546790
-5.58579290,0.90303009,0.12153407,0.00295958,0.42469774,0.00000000,0.44746056,0.04542111
-5.57978989,0.90365301,0.11640054,0.00281324,0.43125105,0.00000000,0.45082684,0.04535439
-5.57378689,0.90303002,0.11162439,0.00266838,0.43654076,0.00000000,0.45360939,0.04526572
-5.56778389,0.90112755,0.10724999,0.00252594,0.44049909,0.00000000,0.45580123,0.04515359
-5.56178089,0.89793698,0.10330829,0.00238672,0.44308893,0.00000000,0.45740068,0.04501715
-5.55577789,0.89347512,0.09981710,0.00225138,0.44430400,0.00000000,0.45841176,0.04485613
-5.54977489,0.88778317,0.09678178,0.00212047,0.44416759,0.00000000,0.45884402,0.04467084
-5.54377189,0.88092430,0.09419627,0.00199441,0.44273002,0.00000000,0.45871175,0.04446202
-5.53776888,0.87297995,0.09204426,0.00187354,0.44006510,0.00000000,0.45803277,0.04423068
-5.53176588,0.86404526,0.09030065,0.00175813,0.43626562,0.00000000,0.45682679,0.04397794
-5.52576288,0.85422396,0.08893318,0.00164835,0.43143845,0.00000000,0.45511366,0.04370477
-5.51975988,0.84362329,0.08790402,0.00154437,0.42569940,0.00000000,0.45291164,0.04341186
-5.51375688,0.83234939,0.08717162,0.00144627,0.41916831,0.00000000,0.45023597,0.04309947
-5.50775388,0.82050376,0.08669245,0.00135413,0.41196460,0.00000000,0.44709800,0.04276735
-5.50175088,0.80818102,0.08642287,0.00126801,0.40420372,0.00000000,0.44350499,0.04241477
-5.49574787,0.79546847,0.08632095,0.00118793,0.39599454,0.00000000,0.43946074,0.04204061
-5.48974487,0.78244739,0.08634830,0.00111392,0.38743793,0.00000000,0.43496718,0.04164356
-5.48374187,0.76919620,0.08647175,0.00104601,0.37862655,0.00000000,0.43002674,0.04122241
-5.47773887,0.75579516,0.08666500,0.00098422,0.36964574,0.00000000,0.42464554,0.04077645
-5.47173587,0.74233237,0.08691005,0.00092858,0.36057541,0.00000000,0.41883707,0.04030585
-5.46573287,0.72891037,0.08719843,0.00087915,0.35149259,0.00000000,0.41262618,0.03981210
-5.45972986,0.71565289,0.08753209,0.00083599,0.34247448,0.00000000,0.40605302,0.03929844
-5.45372686,0.70271100,0.08792395,0.00079919,0.33360160,0.00000000,0.39917649,0.03877025
-5.44772386,0.69026796,0.08839803,0.00076886,0.32496060,0.00000000,0.39207711,0.03823525
