energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Li_s_up,Te_p_up,Te_d_up
-5.74787394,5.46775371,1.44150534,3.37758238,0.02834411,0.08377201,0.25024228,1.44693211,0.00000000
-5.74187094,5.80596295,1.52073643,3.60743456,0.03024196,0.08950962,0.26226743,1.52253216,0.00000000
-5.73586793,6.15349098,1.60266904,3.84411385,0.03211769,0.09568962,0.27330339,1.59935266,0.00000000
-5.72986493,6.50621297,1.68629356,4.08496591,0.03395005,0.10225125,0.28317122,1.67635015,0.00000000
-5.72386193,6.85994807,1.77054418,4.32735245,0.03571817,0.10912439,0.29171161,1.75244242,0.00000000
-5.71785893,7.21053053,1.85431545,4.56869117,0.03740197,0.11623028,0.29878887,1.82653102,0.00000000
-5.71185593,7.55388349,1.93648026,4.80649660,0.03898262,0.12348243,0.30429434,1.89752460,0.00000000
-5.70585293,7.88609319,2.01590898,5.03842070,0.04044288,0.13078786,0.30814909,1.96436266,0.00000000
-5.69984992,8.20348137,2.09148903,5.26229170,0.04176747,0.13804857,0.31030568,2.02603874,0.00000000
-5.69384692,8.50267347,2.16214473,5.47615003,0.04294341,0.14516329,0.31074903,2.08162248,0.00000000
-5.68784392,8.78066024,2.22685676,5.67827980,0.04396016,0.15202941,0.30949631,2.13027981,0.00000000
-5.68184092,9.03485070,2.28468091,5.86723456,0.04480990,0.15854506,0.30659585,2.17129074,0.00000000
-5.67583792,9.26311464,2.33476570,6.04185630,0.04548751,0.16461130,0.30212519,2.20406410,0.00000000
-5.66983492,9.46381312,2.37636844,6.20128688,0.04599062,0.17013440,0.29618820,2.22814896,0.00000000
-5.66383192,9.63581618,2.40886934,6.34497144,0.04631949,0.17502803,0.28891156,2.24324237,0.00000000
-5.65782891,9.77850743,2.43178342,6.47265378,0.04647684,0.17921543,0.28044062,2.24919325,0.00000000
-5.65182591,9.89177556,2.44476976,6.58436409,0.04646763,0.18263139,0.27093491,2.24600240,0.00000000
-5.64582291,9.97599383,2.44763796,6.68039978,0.04629869,0.18522401,0.26056332,2.23381875,0.00000000
-5.63981991,10.03198865,2.44035147,6.76130066,0.04597842,0.18695617,0.24949936,2.21293207,0.00000000
-5.63381691,10.06099919,2.42302784,6.82781976,0.04551640,0.18780663,0.23791643,2.18376244,0.00000000
-5.62781391,10.06462984,2.39593556,6.88089142,0.04492297,0.18777076,0.22598344,2.14684704,0.00000000
-5.62181091,10.04479794,2.35948774,6.92159828,0.04420887,0.18686079,0.21386089,2.10282462,0.00000000
-5.61580790,10.00367880,2.31423263,6.95113860,0.04338492,0.18510561,0.20169749,2.05241831,0.00000000
-5.60980490,9.94365017,2.26084124,6.97079527,0.04246166,0.18255011,0.18962739,1.99641739,0.00000000
-5.60380190,9.86723782,2.20009228,6.98190757,0.04144912,0.17925403,0.17776824,1.93565843,0.00000000
-5.59779890,9.77706363,2.13285489,6.98584607,0.04035670,0.17529042,0.16621984,1.87100658,0.00000000
-5.59179590,9.67579706,2.06006961,6.98399107,0.03919297,0.17074369,0.15506363,1.80333737,0.00000000
-5.58579290,9.56611052,1.98272799,6.97771431,0.03796574,0.16570730,0.14436284,1.73351936,0.00000000
-5.57978989,9.45063865,1.90185158,6.96836333,0.03668203,0.16028128,0.13416321,1.66239827,0.00000000
-5.57378689,9.33194111,1.81847064,6.95724780,0.03534819,0.15456952,0.12449436,1.59078255,0.00000000
-5.56778389,9.21246870,1.73360340,6.94562690,0.03397005,0.14867701,0.11537142,1.51943077,0.00000000
-5.56178089,9.09453191,1.64823620,6.93469689,0.03255312,0.14270712,0.10679712,1.44904087,0.00000000
-5.55577789,8.98027182,1.56330511,6.92557825,0.03110273,0.13675900,0.09876400,1.38024133,0.00000000
-5.54977489,8.87163288,1.47967959,6.91930190,0.02962426,0.13092514,0.09125665,1.31358432,0.00000000
-5.54377189,8.77033798,1.39814837,6.91679479,0.02812329,0.12528933,0.08425402,1.24954070,0.00000000
-5.53776888,8.67786609,1.31940806,6.91886502,0.02660576,0.11992487,0.07773151,1.18849696,0.00000000
-5.53176588,8.59543362,1.24405460,6.92618767,0.02507802,0.11489328,0.07166283,1.13075395,0.00000000
-5.52576288,8.52398060,1.17257775,6.93929245,0.02354693,0.11024346,0.06602166,1.07652732,0.00000000
-5.51975988,8.46416313,1.10535862,6.95855467,0.02201981,0.10601125,0.06078295,1.02594975,0.00000000
-5.51375688,8.41635364,1.04267020,6.98419112,0.02050438,0.10221957,0.05592385,0.97907470,0.00000000
-5.50775388,8.38064998,0.98468072,7.01626226,0.01900865,0.09887893,0.05142438,0.93588175,0.00000000
-5.50175088,8.35689448,0.93145967,7.05468171,0.01754078,0.09598838,0.04726771,0.89628328,0.00000000
-5.49574787,8.34470296,0.88298603,7.09923372,0.01610891,0.09353676,0.04344020,0.86013247,0.00000000
-5.48974487,8.34350336,0.83915850,7.14959831,0.01472092,0.09150431,0.03993115,0.82723230,0.00000000
-5.48374187,8.35258258,0.79980703,7.20538333,0.01338429,0.08986437,0.03673236,0.79734539,0.00000000
-5.47773887,8.37113944,0.76470547,7.26616160,0.01210585,0.08858526,0.03383760,0.77020440,0.00000000
-5.47173587,8.39834065,0.73358454,7.33151089,0.01089167,0.08763209,0.03124188,0.74552262,0.00000000
-5.46573287,8.43337650,0.70614475,7.40105362,0.00974690,0.08696859,0.02894073,0.72300441,0.00000000
-5.45972986,8.47551209,0.68206883,7.47449302,0.00867566,0.08655867,0.02692955,0.70235517,0.00000000
-5.45372686,8.52413040,0.66103306,7.55164228,0.00768100,0.08636783,0.02520284,0.68329045,0.00000000
-5.44772386,8.57876337,0.64271723,7.63244355,0.00676489,0.08636427,0.02375368,0.66554385,0.00000000
-5.44172086,8.63910790,0.62681294,7.71697405,0.00592826,0.08651967,0.02257320,0.64887355,0.00000000
-5.43571786,8.70502476,0.61302998,7.80543736,0.00517104,0.08680963,0.02165022,0.63306707,0.00000000
-5.42971486,8.77651925,0.60110070,7.89813912,0.00449231,0.08721382,0.02097103,0.61794437,0.00000000
-5.42371186,8.85370402,0.59078245,7.99544748,0.00389041,0.08771576,0.02051929,0.60335909,0.00000000
-5.41770885,8.93674581,0.58185818,8.09773974,0.00336311,0.08830242,0.02027606,0.58919811,0.00000000
-5.41170585,9.02579900,0.57413537,8.20533807,0.00290778,0.08896351,0.02022006,0.57537948,0.00000000
-5.40570285,9.12093038,0.56744369,8.31843820,0.00252156,0.08969066,0.02032790,0.56184920,0.00000000
-5.39969985,9.22204002,0.56163166,8.43703547,0.00220152,0.09047653,0.02057458,0.54857682,0.00000000
-5.39369685,9.32878418,0.55656280,8.56085375,0.00194485,0.09131391,0.02093398,0.53555056,0.00000000
-5.38769385,9.44050573,0.55211152,8.68928224,0.00174895,0.09219478,0.02137943,0.52277211,0.00000000
-5.38169085,9.55617792,0.54815930,8.82132532,0.00161161,0.09310963,0.02188441,0.51025147,0.00000000
-5.37568784,9.67436622,0.54459133,8.95556996,0.00153107,0.09404678,0.02242315,0.49800228,0.00000000
-5.36968484,9.79321198,0.54129400,9.09017402,0.00150607,0.09499204,0.02297135,0.48603781,0.00000000
-5.36368184,9.91044069,0.53815334,9.22287792,0.00153592,0.09592849,0.02350674,0.47436783,0.00000000
-5.35767884,10.02339547,0.53505453,9.35104031,0.00162048,0.09683652,0.02400970,0.46299647,0.00000000
-5.35167584,10.12909546,0.53188247,9.47169740,0.00176014,0.09769409,0.02446376,0.45192115,0.00000000
-5.34567284,10.22431688,0.52852332,9.58164371,0.00195574,0.09847716,0.02485593,0.44113246,0.00000000
-5.33966983,10.30569308,0.52486689,9.67753095,0.00220852,0.09916034,0.02517703,0.43061498,0.00000000
-5.33366683,10.36982898,0.52080960,9.75598051,0.00252000,0.09971762,0.02542181,0.42034875,0.00000000
-5.32766383,10.41342420,0.51625781,9.81370427,0.00289181,0.10012321,0.02558898,0.41031133,0.00000000
-5.32166083,10.43339876,0.51113119,9.84762782,0.00332562,0.10035237,0.02568107,0.40048005,0.00000000
-5.31565783,10.42701516,0.50536596,9.85501028,0.00382294,0.10038234,0.02570422,0.39083446,0.00000000
-5.30965483,10.39199084,0.49891765,9.83355486,0.00438498,0.10019307,0.02566783,0.38135856,0.00000000
-5.30365183,10.32659557,0.49176327,9.78150502,0.00501249,0.09976799,0.02558412,0.37204282,0.00000000
-5.29764882,10.22972945,0.48390271,9.69772177,0.00570566,0.09909462,0.02546768,0.36288575,0.00000000
-5.29164582,10.10097797,0.47535933,9.58173885,0.00646394,0.09816498,0.02533491,0.35389502,0.00000000
-5.28564282,9.94064209,0.46617961,9.43379359,0.00728603,0.09697597,0.02520353,0.34508810,0.00000000
-5.27963982,9.74974250,0.45643211,9.25483244,0.00816976,0.09552945,0.02509204,0.33649241,0.00000000
-5.27363682,9.52999854,0.44620563,9.04649161,0.00911206,0.09383227,0.02501932,0.32814510,0.00000000
-5.26763382,9.28378346,0.43560677,8.81105420,0.01010907,0.09189607,0.02500419,0.32009244,0.00000000
-5.26163082,9.01405852,0.42475723,8.55138635,0.01115610,0.08973700,0.02506514,0.31238909,0.00000000
-5.25562781,8.72428979,0.41379067,8.27085571,0.01224781,0.08737530,0.02522011,0.30509721,0.00000000
-5.24962481,8.41835136,0.40284973,7.97323627,0.01337836,0.08483473,0.02548634,0.29828550,0.00000000
-5.24362181,8.10041970,0.39208300,7.66260377,0.01454162,0.08214202,0.02588035,0.29202838,0.00000000
-5.23761881,7.77486358,0.38164241,7.34322634,0.01573141,0.07932618,0.02641789,0.28640526,0.00000000
-5.23161581,7.44613399,0.37168083,7.01945465,0.01694176,0.07641783,0.02711406,0.28149983,0.00000000
-5.22561281,7.11865821,0.36235029,6.69561590,0.01816728,0.07344854,0.02798333,0.27739960,0.00000000
-5.21960980,6.79674147,0.35380053,6.37591510,0.01940344,0.07045011,0.02903960,0.27419538,0.00000000
-5.21360680,6.48447942,0.34617813,6.06434707,0.02064692,0.06745399,0.03029621,0.27198079,0.00000000
-5.20760380,6.18568328,0.33962596,5.76462124,0.02189594,0.06449070,0.03176590,0.27085172,0.00000000
-5.20160080,5.90381950,0.33428312,5.48010116,0.02315059,0.06158930,0.03346064,0.27090552,0.00000000
-5.19559780,5.64196443,0.33028501,5.21375946,0.02441313,0.05877700,0.03539142,0.27224000,0.00000000
-5.18959480,5.40277405,0.32776360,4.96814841,0.02568826,0.05607879,0.03756793,0.27495207,0.00000000
-5.18359180,5.18846814,0.32684775,4.74538556,0.02698331,0.05351722,0.03999805,0.27913598,0.00000000
-5.17758879,5.00082751,0.32766337,4.54715323,0.02830840,0.05111224,0.04268740,0.28488121,0.00000000
-5.17158579,4.84120272,0.33033349,4.37471004,0.02967657,0.04888109,0.04563871,0.29226991,0.00000000
-5.16558279,4.71053219,0.33497791,4.22891256,0.03110373,0.04683836,0.04885121,0.30137403,0.00000000
-5.15957979,4.60936739,0.34171261,4.11024450,0.03260863,0.04499605,0.05232001,0.31225224,0.00000000
-5.15357679,4.53790283,0.35064859,4.01885103,0.03421268,0.04336369,0.05603555,0.32494665,0.00000000
-5.14757379,4.49600850,0.36189042,3.95457574,0.03593967,0.04194855,0.05998311,0.33947959,0.00000000
-5.14157079,4.48326261,0.37553416,3.91699766,0.03781536,0.04075583,0.06414242,0.35585047,0.00000000
-5.13556778,4.49898266,0.39166490,3.90546646,0.03986705,0.03978891,0.06848754,0.37403303,0.00000000
-5.12956478,4.54225331,0.41035386,3.91913378,0.04212290,0.03904953,0.07298681,0.39397298,0.00000000
-5.12356178,4.61194974,0.43165508,3.95697934,0.04461127,0.03853805,0.07760313,0.41558629,0.00000000
-5.11755878,4.70675583,0.45560177,4.01783099,0.04735984,0.03825358,0.08229433,0.43875810,0.00000000
-5.11155578,4.82517676,0.48220250,4.10037811,0.05039475,0.03819409,0.08701394,0.46334253,0.00000000
-5.10555278,4.96554623,0.51143718,4.20317858,0.05373952,0.03835654,0.09171200,0.48916321,0.00000000
-5.09954977,5.12602883,0.54325305,4.32465983,0.05741406,0.03873681,0.09633613,0.51601467,0.00000000
-5.09354677,5.30461868,0.57756084,4.46311506,0.06143353,0.03932970,0.10083280,0.54366464,0.00000000
-5.08754377,5.49913557,0.61423120,4.61669599,0.06580728,0.04012877,0.10514857,0.57185696,0.00000000
-5.08154077,5.70722044,0.65309158,4.78340409,0.07053780,0.04112621,0.10923152,0.60031528,0.00000000
-5.07553777,5.92633187,0.69392384,4.96108203,0.07561976,0.04231257,0.11303257,0.62874727,0.00000000
-5.06953477,6.15374567,0.73646272,5.14740768,0.08103919,0.04367658,0.11650687,0.65684937,0.00000000
-5.06353177,6.38655948,0.78039540,5.33989256,0.08677291,0.04520488,0.11961494,0.68431189,0.00000000
-5.05752876,6.62170418,0.82536244,5.53588673,0.09278805,0.04688176,0.12232382,0.71082431,0.00000000
-5.05152576,6.85596367,0.87096015,5.73259174,0.09904203,0.04868908,0.12460795,0.73608088,0.00000000
-5.04552276,7.08600417,0.91674473,5.92708289,0.10548274,0.05060605,0.12644988,0.75978621,0.00000000
-5.03951976,7.30841391,0.96223819,6.11634162,0.11204913,0.05260934,0.12784080,0.78166097,0.00000000
-5.03351676,7.51975313,1.00693616,6.29729807,0.11867215,0.05467311,0.12878078,0.80144756,0.00000000
-5.02751376,7.71661420,1.05031758,6.46688363,0.12527606,0.05676929,0.12927886,0.81891565,0.00000000
-5.02151076,7.89569058,1.09185618,6.62209213,0.13178008,0.05886802,0.12935294,0.83386768,0.00000000
-5.01550775,8.05385307,1.13103348,6.76004829,0.13810039,0.06093816,0.12902947,0.84614415,0.00000000
-5.00950475,8.18823094,1.16735314,6.87808101,0.14415234,0.06294807,0.12834299,0.85562867,0.00000000
-5.00350175,8.29629518,1.20035616,6.97379896,0.14985292,0.06486642,0.12733554,0.86225264,0.00000000
-4.99749875,8.37594072,1.22963643,7.04516543,0.15512325,0.06666319,0.12605602,0.86599955,0.00000000
-4.99149575,8.42556421,1.25485617,7.09056915,0.15989109,0.06831072,0.12455936,0.86690859,0.00000000
-4.98549275,8.44413374,1.27576044,7.10888809,0.16409334,0.06978487,0.12290576,0.86507756,0.00000000
-4.97948974,8.43124729,1.29219028,7.09954288,0.16767817,0.07106611,0.12115975,0.86066491,0.00000000
-4.97348674,8.38717662,1.30409367,7.06253732,0.17060693,0.07214060,0.11938934,0.85389051,0.00000000
-4.96748374,8.31289403,1.31153372,6.99848347,0.17285567,0.07300120,0.11766500,0.84503533,0.00000000
-4.96148074,8.21007986,1.31469358,6.90860977,0.17441604,0.07364827,0.11605875,0.83443950,0.00000000
-4.95547774,8.08110934,1.31387764,6.79475080,0.17529578,0.07409036,0.11464304,0.82249888,0.00000000
-4.94947474,7.92901817,1.30950857,6.65931864,0.17551850,0.07434457,0.11348977,0.80965992,0.00000000
-4.94347174,7.75744707,1.30212029,6.50525596,0.17512296,0.07443669,0.11266910,0.79641282,0.00000000
-4.93746873,7.57056629,1.29234660,6.33597199,0.17416167,0.07440100,0.11224832,0.78328297,0.00000000
-4.93146573,7.37298185,1.28090584,6.15526311,0.17269905,0.07427980,0.11229060,0.77082077,0.00000000
-4.92546273,7.16962602,1.26858197,5.96722029,0.17080909,0.07412257,0.11285374,0.75959004,0.00000000
-4.91945973,6.96563508,1.25620238,5.77612621,0.16857263,0.07398479,0.11398887,0.75015509,0.00000000
-4.91345673,6.76621779,1.24461338,5.58634508,0.16607445,0.07392655,0.11573912,0.74306691,0.00000000
-4.90745373,6.57651854,1.23465395,5.40220847,0.16340021,0.07401085,0.11813834,0.73884870,0.00000000
-4.90145073,6.40147907,1.22712873,5.22790062,0.16063343,0.07430165,0.12120985,0.73798114,0.00000000
-4.89544772,6.24570282,1.22278115,5.06734642,0.15785255,0.07486184,0.12496523,0.74088786,0.00000000
-4.88944472,6.11332596,1.22226767,4.92410544,0.15512840,0.07575109,0.12940328,0.74792152,0.00000000
-4.88344172,6.00789880,1.22613406,4.80127504,0.15252187,0.07702360,0.13450918,0.75935090,0.00000000
-4.87743872,5.93228114,1.23479454,4.70140512,0.15008220,0.07872604,0.14025376,0.77534954,0.00000000
-4.87143572,5.88855474,1.24851469,4.62642716,0.14784573,0.08089550,0.14659319,0.79598634,0.00000000
-4.86543272,5.87795551,1.26739867,4.57759933,0.14583519,0.08355769,0.15346886,0.82121841,0.00000000
-4.85942971,5.90082790,1.29138135,4.55546951,0.14405961,0.08672542,0.16080770,0.85088663,0.00000000
-4.85342671,5.95660293,1.32022576,4.55985733,0.14251480,0.09039737,0.16852285,0.88471423,0.00000000
-4.84742371,6.04380124,1.35352602,4.58985582,0.14118428,0.09455734,0.17651479,0.92230847,0.00000000
-4.84142071,6.16006147,1.39071571,4.64385327,0.14004069,0.09917380,0.18467288,0.96316570,0.00000000
-4.83541771,6.30219403,1.43108165,4.71957466,0.13904757,0.10420009,0.19287728,1.00667979,0.00000000
-4.82941471,6.46625920,1.47378269,4.81414222,0.13816142,0.10957495,0.20100140,1.05215385,0.00000000
-4.82341171,6.64766815,1.51787294,4.92415361,0.13733383,0.11522363,0.20891454,1.09881507,0.00000000
-4.81740870,6.84130446,1.56232886,5.04577601,0.13651383,0.12105947,0.21648500,1.14583241,0.00000000
-4.81140570,7.04166320,1.60607931,5.17485365,0.13565003,0.12698590,0.22358332,1.19233675,0.00000000
-4.80540270,7.24300376,1.64803771,5.30702591,0.13469277,0.13289882,0.23008571,1.23744292,0.00000000
-4.79939970,7.43951218,1.68713517,5.43785275,0.13359601,0.13868939,0.23587745,1.28027312,0.00000000
-4.79339670,7.62546808,1.72235368,5.56294357,0.13231893,0.14424699,0.24085630,1.31998085,0.00000000
-4.78739370,7.79541089,1.75275801,5.67808560,0.13082730,0.14946234,0.24493565,1.35577482,0.00000000
-4.78139070,7.94430009,1.77752544,5.77936766,0.12909442,0.15423069,0.24804734,1.38694182,0.00000000
-4.77538769,8.06766386,1.79597218,5.86329505,0.12710184,0.15845498,0.25014413,1.41286794,0.00000000
-4.76938469,8.16173100,1.80757551,5.92689166,0.12483965,0.16204870,0.25120150,1.43305721,0.00000000
-4.76338169,8.22354125,1.81199084,5.96778557,0.12230647,0.16493866,0.25121897,1.44714699,0.00000000
-4.75737869,8.25102981,1.80906302,5.98427499,0.11950924,0.16706716,0.25022059,1.45491953,0.00000000
-4.75137569,8.24308285,1.79883142,5.97537205,0.11646264,0.16839383,0.24825480,1.45630911,0.00000000
-4.74537269,8.19956170,1.78152851,5.94082270,0.11318841,0.16889687,0.24539344,1.45140441,0.00000000
-4.73936968,8.12129451,1.75757197,5.88110198,0.10971441,0.16857366,0.24173006,1.44044598,0.00000000
-4.73336668,8.01003572,1.72755038,5.79738465,0.10607366,0.16744078,0.23737743,1.42381868,0.00000000
-4.72736368,7.86839451,1.69220317,5.69149253,0.10230319,0.16553331,0.23246451,1.40203939,0.00000000
-4.72136068,7.69973512,1.65239529,5.56582034,0.09844290,0.16290360,0.22713266,1.37574032,0.00000000
-4.71535768,7.50805264,1.60908763,5.42324315,0.09453435,0.15961942,0.22153153,1.34564844,0.00000000
-4.70935468,7.29782922,1.56330408,5.26700907,0.09061964,0.15576158,0.21581452,1.31256179,0.00000000
-4.70335168,7.07387617,1.51609668,5.10062140,0.08674020,0.15142118,0.21013404,1.27732353,0.00000000
-4.69734867,6.84116818,1.46850985,4.92771492,0.08293572,0.14669655,0.20463672,1.24079463,0.00000000
-4.69134567,6.60467609,1.42154533,4.75193119,0.07924311,0.14169002,0.19945875,1.20382632,0.00000000
-4.68534267,6.36920462,1.37612886,4.57679770,0.07569559,0.13650459,0.19472142,1.16723326,0.00000000
-4.67933967,6.13924131,1.33308020,4.40561544,0.07232184,0.13124075,0.19052716,1.13176850,0.00000000
-4.67333667,5.91882216,1.29308738,4.24135909,0.06914535,0.12599346,0.18695613,1.09810119,0.00000000
-4.66733367,5.71141898,1.25668625,4.08659338,0.06618385,0.12084945,0.18406349,1.06679786,0.00000000
-4.66133067,5.51985216,1.22424621,3.94340829,0.06344894,0.11588499,0.18187756,1.03830802,0.00000000
-4.65532766,5.34623150,1.19596250,3.81337521,0.06094596,0.11116408,0.18039882,1.01295453,0.00000000
-4.64932466,5.19192659,1.17185540,3.69752471,0.05867394,0.10673726,0.17959995,0.99092909,0.00000000
-4.64332166,5.05756666,1.15177629,3.59634609,0.05662585,0.10264094,0.17942684,0.97229287,0.00000000
-4.63731866,4.94306887,1.13542021,3.50980764,0.05478898,0.09889735,0.17980054,0.95698224,0.00000000
-4.63131566,4.84769228,1.12234441,3.43739569,0.05314558,0.09551500,0.18062026,0.94481907,0.00000000
-4.62531266,4.77011431,1.11199188,3.37816988,0.05167356,0.09248972,0.18176704,0.93552518,0.00000000
-4.61930965,4.70852500,1.10371897,3.33083132,0.05034741,0.08980603,0.18310827,0.92874001,0.00000000
-4.61330665,4.66073421,1.09682568,3.29379993,0.04913925,0.08743892,0.18450263,0.92404082,0.00000000
-4.60730365,4.62428625,1.09058749,3.26529706,0.04801986,0.08535585,0.18580552,0.92096430,0.00000000
-4.60130065,4.59657658,1.08428716,3.24342941,0.04695977,0.08351893,0.18687445,0.91902860,0.00000000
-4.59529765,4.57496526,1.07724528,3.22627041,0.04593039,0.08188707,0.18757452,0.91775486,0.00000000
-4.58929465,4.55688235,1.06884831,3.21193579,0.04490499,0.08041810,0.18778350,0.91668737,0.00000000
-4.58329165,4.53992144,1.05857301,3.19865025,0.04385960,0.07907078,0.18739643,0.91541136,0.00000000
-4.57728864,4.52191794,1.04600646,3.18480331,0.04277379,0.07780651,0.18632955,0.91356810,0.00000000
-4.57128564,4.50101025,1.03086095,3.16899268,0.04163126,0.07659085,0.18452338,0.91086662,0.00000000
-4.56528264,4.47568270,1.01298351,3.15005454,0.04042023,0.07539465,0.18194489,0.90709202,0.00000000
-4.55927964,4.44479047,0.99235995,3.12708097,0.03913368,0.07419494,0.17858856,0.90211017,0.00000000
-4.55327664,4.40756742,0.96911363,3.09942508,0.03776932,0.07297543,0.17447653,0.89586913,0.00000000
-4.54727364,4.36361874,0.94349938,3.06669557,0.03632948,0.07172679,0.16965761,0.88839749,0.00000000
-4.54127064,4.31290109,0.91589324,3.02874222,0.03482071,0.07044667,0.16420552,0.87980013,0.00000000
-4.53526763,4.25569282,0.88677872,2.98563467,0.03325339,0.06913943,0.15821611,0.87025191,0.00000000
-4.52926463,4.19255759,0.85673046,2.93763663,0.03164113,0.06781586,0.15180406,0.85998989,0.00000000
-4.52326163,4.12430414,0.82639613,2.88517753,0.03000013,0.06649267,0.14509898,0.84930450,0.00000000
-4.51725863,4.05194494,0.79647739,2.82882378,0.02834855,0.06519200,0.13824113,0.83853028,0.00000000
-4.51125563,3.97665576,0.76771068,2.76925103,0.02670583,0.06394087,0.13137708,0.82803644,0.00000000
-4.50525263,3.89973769,0.74084835,2.70721856,0.02509207,0.06277065,0.12465527,0.81821761,0.00000000
-4.49924962,3.82258258,0.71664070,2.64354668,0.02352744,0.06171654,0.11822175,0.80948488,0.00000000
-4.49324662,3.74664207,0.69581908,2.57909706,0.02203164,0.06081705,0.11221626,0.80225718,0.00000000
