energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.72986493,2.81739922,0.76085337,2.06679184,0.00543765,0.05017203,0.00986275,0.37039486,0.22196071,0.18143938
-5.72386193,2.69589691,0.71631600,1.98736690,0.00517498,0.04755256,0.00942314,0.34731925,0.21112930,0.17150466
-5.71785893,2.57437329,0.67221069,1.90771908,0.00491114,0.04487156,0.00897541,0.32459009,0.20025373,0.16145843
-5.71185593,2.45385649,0.62881811,1.82850025,0.00464991,0.04217110,0.00852318,0.30237683,0.18940228,0.15141719
-5.70585293,2.33530861,0.58642600,1.75030078,0.00439487,0.03949319,0.00807009,0.28084392,0.17864828,0.14149731
-5.69984992,2.21960690,0.54532038,1.67364081,0.00414929,0.03687878,0.00761974,0.26014571,0.16806798,0.13181190
-5.69384692,2.10753095,0.50577772,1.59896600,0.00391609,0.03436705,0.00717565,0.24042241,0.15773857,0.12246816
-5.68784392,1.99975623,0.46805845,1.52664758,0.00369779,0.03199463,0.00674123,0.22179704,0.14773650,0.11356519
-5.68184092,1.89685334,0.43240184,1.45698632,0.00349650,0.02979508,0.00631974,0.20437350,0.13813604,0.10519230
-5.67583792,1.79929243,0.39902215,1.39021977,0.00331390,0.02779843,0.00591425,0.18823578,0.12900815,0.09742780
-5.66983492,1.70745170,0.36810611,1.32653196,0.00315128,0.02603085,0.00552767,0.17344810,0.12041954,0.09033823
-5.66383192,1.62162888,0.33981142,1.26606462,0.00300955,0.02451437,0.00516270,0.16005589,0.11243205,0.08397801
-5.65782891,1.54205443,0.31426630,1.20892906,0.00288932,0.02326674,0.00482181,0.14808748,0.10510213,0.07838936
-5.65182591,1.46890518,0.29156959,1.15521769,0.00279089,0.02230130,0.00450723,0.13755623,0.09848047,0.07360254
-5.64582291,1.40231740,0.27179150,1.10501451,0.00271435,0.02162691,0.00422093,0.12846302,0.09261171,0.06963621
-5.63981991,1.34239814,0.25497460,1.05840372,0.00265957,0.02124796,0.00396460,0.12079869,0.08753420,0.06649792
-5.63381691,1.28923427,0.24113498,1.01547607,0.00262627,0.02116431,0.00373962,0.11454660,0.08327974,0.06418464
-5.62781391,1.24289856,0.23026347,0.97633251,0.00261403,0.02137135,0.00354703,0.10968477,0.07987334,0.06268338
-5.62181091,1.20345270,0.22232679,0.94108525,0.00262231,0.02186003,0.00338751,0.10618784,0.07733284,0.06197167
-5.61580790,1.17094722,0.21726861,0.90985607,0.00265043,0.02261697,0.00326135,0.10402849,0.07566860,0.06201819
-5.60980490,1.14541872,0.21501058,0.88277233,0.00269756,0.02362454,0.00316842,0.10317849,0.07488308,0.06278328
-5.60380190,1.12688472,0.21545329,0.85996107,0.00276275,0.02486112,0.00310819,0.10360924,0.07497039,0.06421956
-5.59779890,1.11533702,0.21847732,0.84154175,0.00284485,0.02630129,0.00307963,0.10529185,0.07591592,0.06627251
-5.59179590,1.11073414,0.22394431,0.82761827,0.00294250,0.02791623,0.00308130,0.10819681,0.07769595,0.06888124
-5.58579290,1.11299379,0.23169842,0.81827078,0.00305411,0.02967416,0.00311131,0.11229342,0.08027742,0.07197928
-5.57978989,1.12198604,0.24156791,0.81354818,0.00317785,0.03154089,0.00316731,0.11754882,0.08361776,0.07549562
-5.57378689,1.13752792,0.25336729,0.81346147,0.00331163,0.03348043,0.00324660,0.12392701,0.08766503,0.07935579
-5.56778389,1.15937998,0.26689975,0.81797882,0.00345307,0.03545580,0.00334607,0.13138771,0.09235818,0.08348324
-5.56178089,1.18724535,0.28196017,0.82702233,0.00359957,0.03742981,0.00346235,0.13988528,0.09762766,0.08780075
-5.55577789,1.22077124,0.29833845,0.84046691,0.00374829,0.03936597,0.00359179,0.14936779,0.10339624,0.09223213
-5.54977489,1.25955311,0.31582326,0.85814112,0.00389623,0.04122938,0.00373061,0.15977617,0.10958023,0.09670386
-5.54377189,1.30314123,0.33420611,0.87983004,0.00404026,0.04298769,0.00387496,0.17104371,0.11609090,0.10114686
-5.53776888,1.35104930,0.35328543,0.90527977,0.00417722,0.04461198,0.00402099,0.18309574,0.12283624,0.10549823
-5.53176588,1.40276452,0.37287069,0.93420334,0.00430400,0.04607754,0.00416498,0.19584967,0.12972292,0.10970287
-5.52576288,1.45775868,0.39278631,0.96628747,0.00441762,0.04736466,0.00430342,0.20921527,0.13665836,0.11371493
-5.51975988,1.51549941,0.41287505,1.00119983,0.00451533,0.04845913,0.00443310,0.22309528,0.14355303,0.11749903
-5.51375688,1.57546110,0.43300089,1.03859630,0.00459471,0.04935272,0.00455121,0.23738627,0.15032255,0.12103113
-5.50775388,1.63713465,0.45305099,1.07812776,0.00465376,0.05004338,0.00465541,0.25197972,0.15688990,0.12429907
-5.50175088,1.70003580,0.47293683,1.11944601,0.00469096,0.05053529,0.00474385,0.26676326,0.16318727,0.12730265
-5.49574787,1.76371125,0.49259414,1.16220862,0.00470534,0.05083869,0.00481528,0.28162205,0.16915767,0.13005331
-5.48974487,1.82774270,0.51198187,1.20608241,0.00469652,0.05096952,0.00486901,0.29644026,0.17475620,0.13257338
-5.48374187,1.89174843,0.53107996,1.25074564,0.00466473,0.05094889,0.00490493,0.31110252,0.17995080,0.13489485
-5.47773887,1.95538264,0.54988613,1.29588882,0.00461082,0.05080240,0.00492353,0.32549538,0.18472248,0.13705786
-5.47173587,2.01833282,0.56841174,1.34121443,0.00453620,0.05055928,0.00492578,0.33950869,0.18906515,0.13910879
-5.46573287,2.08031556,0.58667705,1.38643581,0.00444282,0.05025147,0.00491315,0.35303695,0.19298472,0.14109823
-5.45972986,2.14107128,0.60470600,1.43127549,0.00433310,0.04991269,0.00488749,0.36598042,0.19649791,0.14307871
-5.45372686,2.20035862,0.62252087,1.47546358,0.00420983,0.04957737,0.00485095,0.37824629,0.19963051,0.14510244
-5.44772386,2.25794909,0.64013716,1.51873638,0.00407607,0.04927970,0.00480591,0.38974960,0.20241540,0.14721917
-5.44172086,2.31362266,0.65755903,1.56083580,0.00393508,0.04905268,0.00475486,0.40041417,0.20489029,0.14947410
-5.43571786,2.36716489,0.67477553,1.60150998,0.00379015,0.04892726,0.00470030,0.41017347,0.20709548,0.15190620
-5.42971486,2.41836613,0.69175805,1.64051521,0.00364453,0.04893156,0.00464465,0.41897139,0.20907163,0.15454674
-5.42371186,2.46702314,0.70845909,1.67761948,0.00350133,0.04909024,0.00459020,0.42676312,0.21085777,0.15741827
-5.41770885,2.51294328,0.72481254,1.71260764,0.00336343,0.04942398,0.00453900,0.43351599,0.21248968,0.16053408
-5.41170585,2.55595132,0.74073560,1.74528810,0.00323336,0.04994911,0.00449284,0.43921039,0.21399870,0.16389799
-5.40570285,2.59589860,0.75613223,1.77550078,0.00311331,0.05067732,0.00445317,0.44384078,0.21541111,0.16750472
-5.39969985,2.63267405,0.77089806,1.80312606,0.00300504,0.05161558,0.00442116,0.44741670,0.21674807,0.17134053
-5.39369685,2.66621662,0.78492649,1.82809402,0.00290990,0.05276610,0.00439762,0.44996378,0.21802616,0.17538429
-5.38769385,2.69652817,0.79811573,1.85039373,0.00282880,0.05412641,0.00438310,0.45152477,0.21925845,0.17960879
-5.38169085,2.72368597,0.81037633,1.87008152,0.00276226,0.05568954,0.00437786,0.45216043,0.22045608,0.18398226
-5.37568784,2.74785383,0.82163881,1.88728801,0.00271042,0.05744429,0.00438194,0.45195016,0.22163009,0.18846993
-5.36968484,2.76929097,0.83186085,1.90222282,0.00267314,0.05937544,0.00439522,0.45099240,0.22279356,0.19303567
-5.36368184,2.78835747,0.84103370,1.91517670,0.00265000,0.06146414,0.00441749,0.44940455,0.22396365,0.19764346
-5.35767884,2.80551567,0.84918719,1.92652037,0.00264044,0.06368826,0.00444846,0.44732235,0.22516362,0.20225873
-5.35167584,2.82132668,0.85639311,1.93669967,0.00264375,0.06602273,0.00448785,0.44489870,0.22642438,0.20684942
-5.34567284,2.83644167,0.86276650,1.94622697,0.00265922,0.06843996,0.00453539,0.44230167,0.22778565,0.21138676
-5.33966983,2.85158756,0.86846482,1.95566859,0.00268615,0.07091021,0.00459092,0.43971180,0.22929642,0.21584572
-5.33366683,2.86754729,0.87368464,1.96562844,0.00272393,0.07340202,0.00465430,0.43731864,0.23101477,0.22020512
-5.32766383,2.88513509,0.87865618,1.97672836,0.00277209,0.07588260,0.00472550,0.43531645,0.23300685,0.22444740
-5.32166083,2.90516720,0.88363561,1.98958544,0.00283028,0.07831830,0.00480453,0.43389930,0.23534510,0.22855813
-5.31565783,2.92842921,0.88889553,2.00478735,0.00289838,0.08067504,0.00489139,0.43325557,0.23810584,0.23252525
-5.30965483,2.95564120,0.89471403,2.02286637,0.00297639,0.08291879,0.00498610,0.43356205,0.24136612,0.23633818
-5.30365183,2.98742199,0.90136268,2.04427321,0.00306454,0.08501606,0.00508857,0.43497786,0.24520024,0.23998678
-5.29764882,3.02425427,0.90909425,2.06935186,0.00316315,0.08693442,0.00519857,0.43763837,0.24967591,0.24346032
-5.29164582,3.06645217,0.91813054,2.09831648,0.00327269,0.08864307,0.00531570,0.44164954,0.25485034,0.24674656
-5.28564282,3.11413296,0.92865102,2.13123161,0.00339370,0.09011332,0.00543928,0.44708269,0.26076656,0.24983094
-5.27963982,3.16719462,0.94078288,2.16799682,0.00352673,0.09131920,0.00556838,0.45397022,0.26745001,0.25269595
-5.27363682,3.22530056,0.95459305,2.20833671,0.00367233,0.09223798,0.00570172,0.46230240,0.27490577,0.25532083
-5.26763382,3.28787278,0.97008249,2.25179720,0.00383097,0.09285069,0.00583771,0.47202543,0.28311648,0.25768157
-5.26163082,3.35409441,0.98718319,2.29774859,0.00400301,0.09314260,0.00597446,0.48304101,0.29204118,0.25975115
-5.25562781,3.42292189,1.00575813,2.34539580,0.00418863,0.09310363,0.00610977,0.49520746,0.30161508,0.26150017
-5.24962481,3.49310711,1.02560398,2.39379567,0.00438783,0.09272870,0.00624121,0.50834241,0.31175032,0.26289772
-5.24362181,3.56322881,1.04645682,2.44188109,0.00460035,0.09201799,0.00636618,0.52222711,0.32233769,0.26391255
-5.23761881,3.63173252,1.06800017,2.48849133,0.00482568,0.09097706,0.00648201,0.53661211,0.33324927,0.26451431
-5.23161581,3.69697745,1.08987540,2.53240734,0.00506300,0.08961690,0.00658603,0.55122424,0.34434178,0.26467504
-5.22561281,3.75728879,1.11169359,2.57239096,0.00531120,0.08795379,0.00667571,0.56577444,0.35546054,0.26437052
-5.21960980,3.81101302,1.13304854,2.60722642,0.00556883,0.08600906,0.00674871,0.57996641,0.36644386,0.26358172
-5.21360680,3.85657407,1.15353018,2.63576228,0.00583412,0.08380871,0.00680303,0.59350540,0.37712755,0.26229591
-5.20760380,3.89252772,1.17273768,2.65695219,0.00610497,0.08138290,0.00683708,0.60610696,0.38734942,0.26050775
-5.20160080,3.91761181,1.19029165,2.66989244,0.00637896,0.07876528,0.00684975,0.61750527,0.39695360,0.25821988
-5.19559780,3.93078990,1.20584497,2.67385470,0.00665335,0.07599227,0.00684048,0.62746051,0.40579428,0.25544327
-5.18959480,3.93128638,1.21909158,2.66831238,0.00692512,0.07310220,0.00680924,0.63576517,0.41373901,0.25219718
-5.18359180,3.91861131,1.22977307,2.65295934,0.00719097,0.07013436,0.00675663,0.64224895,0.42067125,0.24850865
-5.17758879,3.89257395,1.23768271,2.62772002,0.00744740,0.06712812,0.00668376,0.64678201,0.42649215,0.24441171
-5.17158579,3.85328432,1.24266701,2.59275060,0.00769070,0.06412188,0.00659227,0.64927653,0.43112156,0.23994617
-5.16558279,3.80114286,1.24462489,2.54843115,0.00791707,0.06115219,0.00648420,0.64968669,0.43449830,0.23515611
-5.15957979,3.73681899,1.24350460,2.49534906,0.00812264,0.05825279,0.00636196,0.64800689,0.43657975,0.23008827
-5.15357679,3.66121959,1.23929892,2.43427484,0.00830357,0.05545382,0.00622819,0.64426867,0.43734091,0.22479018
-5.14757379,3.57544931,1.23203905,2.36613140,0.00845616,0.05278110,0.00608566,0.63853638,0.43677297,0.21930837
-5.14157079,3.48076477,1.22178768,2.29195835,0.00857690,0.05025556,0.00593710,0.63090202,0.43488161,0.21368663
-5.13556778,3.37852514,1.20863185,2.21287322,0.00866260,0.04789282,0.00578517,0.62147951,0.43168526,0.20796442
-5.12956478,3.27014150,1.19267608,2.13003135,0.00871051,0.04570295,0.00563228,0.61039877,0.42721320,0.20217565
-5.12356178,3.15702749,1.17403624,2.04458648,0.00871837,0.04369041,0.00548052,0.59779996,0.42150395,0.19634766
-5.11755878,3.04055368,1.15283458,1.95765371,0.00868451,0.04185420,0.00533159,0.58382818,0.41460384,0.19050072
-5.11155578,2.92200743,1.12919618,1.87027651,0.00860798,0.04018814,0.00518672,0.56862885,0.40656580,0.18464787
-5.10555278,2.80256003,1.10324680,1.78339900,0.00848852,0.03868139,0.00504669,0.55234401,0.39744864,0.17879523
-5.09954977,2.68324212,1.07511245,1.69784452,0.00832667,0.03731906,0.00491177,0.53510968,0.38731648,0.17294270
-5.09354677,2.56492791,1.04492027,1.61430102,0.00812376,0.03608301,0.00478181,0.51705413,0.37623862,0.16708494
-5.08754377,2.44832837,1.01280057,1.53331350,0.00788188,0.03495267,0.00465620,0.49829740,0.36428952,0.16121280
-5.08154077,2.33399284,0.97888988,1.45528319,0.00760387,0.03390600,0.00453402,0.47895150,0.35154905,0.15531473
-5.07553777,2.22231818,0.94333435,1.38047313,0.00729325,0.03292040,0.00441408,0.45912155,0.33810266,0.14937848
-5.06953477,2.11356432,0.90629339,1.30901906,0.00695411,0.03197367,0.00429501,0.43890737,0.32404162,0.14339274
-5.06353177,2.00787464,0.86794293,1.24094491,0.00659104,0.03104488,0.00417539,0.41840549,0.30946314,0.13734861
-5.05752876,1.90529963,0.82847807,1.17618141,0.00620899,0.03011512,0.00405382,0.39771125,0.29447020,0.13124109
-5.05152576,1.80582216,0.78811485,1.11458678,0.00581313,0.02916828,0.00392904,0.37692078,0.27917122,0.12507011
-5.04552276,1.70938286,0.74709083,1.05596824,0.00540872,0.02819150,0.00380000,0.35613275,0.26367938,0.11884139
-5.03951976,1.61590421,0.70566444,1.00010322,0.00500100,0.02717563,0.00366594,0.33544967,0.24811172,0.11256697
-5.03351676,1.52531213,0.66411300,0.94675918,0.00459503,0.02611548,0.00352648,0.31497870,0.23258784,0.10626532
-5.02751376,1.43755421,0.62272967,0.89571139,0.00419559,0.02500988,0.00338160,0.29483179,0.21722846,0.09996117
-5.02151076,1.35261403,0.58181917,0.84675792,0.00380708,0.02386169,0.00323173,0.27512536,0.20215373,0.09368503
-5.01550775,1.27052120,0.54169282,0.79973151,0.00343346,0.02267759,0.00307771,0.25597934,0.18748140,0.08747243
-5.00950475,1.19135713,0.50266289,0.75450802,0.00307818,0.02146782,0.00292079,0.23751576,0.17332498,0.08136298
-5.00350175,1.11525670,0.46503672,0.71101164,0.00274413,0.02024584,0.00276265,0.21985701,0.15979185,0.07539929
-4.99749875,1.04240631,0.42911084,0.66921679,0.00243367,0.01902790,0.00260528,0.20312377,0.14698153,0.06962580
-4.99149575,0.97303881,0.39516530,0.62914715,0.00214863,0.01783263,0.00245101,0.18743286,0.13498407,0.06408762
-4.98549275,0.90742585,0.36345852,0.59087223,0.00189030,0.01668057,0.00230242,0.17289511,0.12387861,0.05882946
-4.97948974,0.84586855,0.33422286,0.55450177,0.00165954,0.01559378,0.00216233,0.15961325,0.11373225,0.05389462
-4.97348674,0.78868680,0.30766088,0.52017863,0.00145680,0.01459543,0.00203368,0.14768003,0.10459919,0.04932413
-4.96748374,0.73620818,0.28394262,0.48807058,0.00128218,0.01370944,0.00191953,0.13717660,0.09652007,0.04515612
-4.96148074,0.68875666,0.26320362,0.45836144,0.00113551,0.01296023,0.00182299,0.12817118,0.08952172,0.04142528
-4.95547774,0.64664177,0.24554389,0.43124197,0.00101641,0.01237237,0.00174717,0.12071796,0.08361707,0.03816254
-4.94947474,0.61014841,0.23102759,0.40690101,0.00092438,0.01197042,0.00169514,0.11485640,0.07880540,0.03539492
-4.94347174,0.57952759,0.21968337,0.38551694,0.00085879,0.01177871,0.00166986,0.11061072,0.07507274,0.03314549
-4.93746873,0.55498816,0.21150525,0.36724986,0.00081899,0.01182108,0.00167418,0.10798966,0.07239253,0.03143340
-4.93146573,0.53668967,0.20645382,0.35223463,0.00080432,0.01212069,0.00171073,0.10698635,0.07072639,0.03027400
-4.92546273,0.52473620,0.20445774,0.34057479,0.00081409,0.01269978,0.00178192,0.10757841,0.07002506,0.02967900
-4.91945973,0.51917126,0.20541536,0.33233753,0.00084765,0.01357928,0.00188986,0.10972800,0.07022944,0.02965651
-4.91345673,0.51997355,0.20919632,0.32754961,0.00090433,0.01477849,0.00203628,0.11338202,0.07127166,0.03021115
-4.90745373,0.52705358,0.21564321,0.32619429,0.00098342,0.01631461,0.00222249,0.11847228,0.07307633,0.03134399
-4.90145073,0.54025113,0.22457306,0.32820926,0.00108419,0.01820222,0.00244928,0.12491568,0.07556166,0.03305247
-4.89544772,0.55933348,0.23577892,0.33348551,0.00120578,0.02045273,0.00271689,0.13261441,0.07864079,0.03533016
-4.88944472,0.58399451,0.24903134,0.34186703,0.00134721,0.02307371,0.00302489,0.14145631,0.08222306,0.03816650
-4.88344172,0.61385482,0.26407998,0.35315148,0.00150729,0.02606829,0.00337212,0.15131518,0.08621525,0.04154646
-4.87743872,0.64846285,0.28065541,0.36709173,0.00168462,0.02943458,0.00375666,0.16205141,0.09052298,0.04545018
-4.87143572,0.68729748,0.29847117,0.38339831,0.00187752,0.03316505,0.00417577,0.17351284,0.09505202,0.04985261
-4.86543272,0.72977200,0.31722638,0.40174276,0.00208403,0.03724612,0.00462588,0.18553586,0.09970969,0.05472319
-4.85942971,0.77524010,0.33660879,0.42176195,0.00230184,0.04165788,0.00510259,0.19794710,0.10440623,0.06002574
-4.85342671,0.82300360,0.35629859,0.44306346,0.00252835,0.04637390,0.00560074,0.21056543,0.10905631,0.06571836
-4.84742371,0.87232264,0.37597298,0.46523188,0.00276067,0.05136140,0.00611445,0.22320466,0.11358044,0.07175369
-4.84142071,0.92242792,0.39531157,0.48783622,0.00299562,0.05658158,0.00663726,0.23567667,0.11790650,0.07807925
-4.83541771,0.97253534,0.41400250,0.51043815,0.00322981,0.06199020,0.00716232,0.24779526,0.12197130,0.08463816
-4.82941471,1.02186278,0.43174949,0.53260129,0.00345972,0.06753855,0.00768254,0.25938034,0.12572211,0.09137008
-4.82341171,1.06964873,0.44827936,0.55390107,0.00368177,0.07317451,0.00819085,0.27026280,0.12911816,0.09821240
-4.81740870,1.11517235,0.46335012,0.57393523,0.00389243,0.07884392,0.00868043,0.28028949,0.13213221,0.10510170
-4.81140570,1.15777448,0.47675923,0.59233449,0.00408831,0.08449218,0.00914503,0.28932856,0.13475187,0.11197534
-4.80540270,1.19687875,0.48835176,0.60877321,0.00426631,0.09006582,0.00957924,0.29727467,0.13698099,0.11877324
-4.79939970,1.23201205,0.49802810,0.62297948,0.00442368,0.09551430,0.00997874,0.30405398,0.13884069,0.12543967
-4.79339670,1.26282346,0.50575088,0.63474451,0.00455817,0.10079162,0.01034059,0.30962870,0.14037021,0.13192505
-4.78739370,1.28910064,0.51155057,0.64393051,0.00466814,0.10585795,0.01066346,0.31400084,0.14162747,0.13818758
-4.78139070,1.31078277,0.51552954,0.65047704,0.00475255,0.11068099,0.01094779,0.31721501,0.14268913,0.14419468
-4.77538769,1.32796916,0.51786404,0.65440507,0.00481112,0.11523709,0.01119593,0.31935995,0.14365026,0.14992420
-4.76938469,1.34092280,0.51880384,0.65581870,0.00484429,0.11951208,0.01141220,0.32056872,0.14462333,0.15536513
-4.76338169,1.35006823,0.51866932,0.65490407,0.00485327,0.12350169,0.01160285,0.32101721,0.14573675,0.16051797
-4.75737869,1.35598335,0.51784567,0.65192548,0.00483995,0.12721156,0.01177594,0.32092102,0.14713254,0.16539463
-4.75137569,1.35938506,0.51677438,0.64721844,0.00480693,0.13065688,0.01194120,0.32053062,0.14896346,0.17001778
-4.74537269,1.36110889,0.51594184,0.64118002,0.00475735,0.13386157,0.01210972,0.32012486,0.15138936,0.17441981
-4.73936968,1.36208298,0.51586534,0.63425646,0.00469486,0.13685714,0.01229360,0.32000283,0.15457284,0.17864124
-4.73336668,1.36329719,0.51707674,0.62692854,0.00462344,0.13968119,0.01250557,0.32047450,0.15867439,0.18272882
-4.72736368,1.36576827,0.52010435,0.61969502,0.00454729,0.14237571,0.01275851,0.32185013,0.16384693,0.18673330
-4.72136068,1.37050226,0.52545340,0.61305495,0.00447066,0.14498512,0.01306497,0.32442903,0.17023002,0.19070693
-4.71535768,1.37845561,0.53358586,0.60748919,0.00439775,0.14755433,0.01343664,0.32848791,0.17794395,0.19470092
-4.70935468,1.39049631,0.54490043,0.60344213,0.00433252,0.15012669,0.01388386,0.33426936,0.18708371,0.19876289
-4.70335168,1.40736691,0.55971334,0.60130416,0.00427858,0.15274220,0.01441515,0.34197083,0.19771336,0.20293441
-4.69734867,1.42965074,0.57824086,0.60139566,0.00423913,0.15543570,0.01503676,0.35173472,0.20986084,0.20724882
-4.69134567,1.45774295,0.60058444,0.60395320,0.00421679,0.15823550,0.01575234,0.36363986,0.22351358,0.21172941
-4.68534267,1.49182777,0.62671905,0.60911865,0.00421362,0.16116222,0.01656265,0.37769500,0.23861511,0.21638796
-4.67933967,1.53186305,0.65648556,0.61693147,0.00423107,0.16422799,0.01746536,0.39383455,0.25506297,0.22122388
-4.67333667,1.57757298,0.68958769,0.62732493,0.00426998,0.16743616,0.01845503,0.41191684,0.27270811,0.22622386
-4.66733367,1.62844961,0.72559388,0.64012615,0.00433063,0.17078123,0.01952315,0.43172526,0.29135583,0.23136207
-4.66133067,1.68376330,0.76394433,0.65506028,0.00441278,0.17424928,0.02065825,0.45297220,0.31076847,0.23660101
-4.65532766,1.74258191,0.80396317,0.67175862,0.00451578,0.17781876,0.02184626,0.47530575,0.33066988,0.24189288
-4.64932466,1.80379822,0.84487555,0.68977045,0.00463864,0.18146152,0.02307083,0.49831915,0.35075141,0.24718139
-4.64332166,1.86616457,0.88582914,0.70857808,0.00478018,0.18514420,0.02431380,0.52156252,0.37067958,0.25240410
