energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,1.78754894,-1.78754894,0.04713693,-0.04713693,0.26179177,-0.26179177,0.32535745,-0.32535746,0.00000000,-0.00000000,0.31006774,-0.31006774,0.74880002,-0.74880002,0.71092085,-0.71092085,0.00000000,-0.00000000
-5.93396698,1.90423352,-1.90423352,0.05378048,-0.05378048,0.27481476,-0.27481476,0.34975886,-0.34975886,0.00000000,-0.00000000,0.32639813,-0.32639813,0.81177477,-0.81177477,0.75916415,-0.75916415,0.00000000,-0.00000000
-5.92796398,2.03679497,-2.03679497,0.06095421,-0.06095421,0.28950433,-0.28950433,0.37789446,-0.37789446,0.00000000,-0.00000000,0.34637262,-0.34637262,0.88096889,-0.88096889,0.81473133,-0.81473132,0.00000000,-0.00000000
-5.92196098,2.18575890,-2.18575890,0.06862632,-0.06862632,0.30590946,-0.30590946,0.40994097,-0.40994097,0.00000000,-0.00000000,0.37034723,-0.37034723,0.95623427,-0.95623427,0.87796452,-0.87796452,0.00000000,-0.00000000
-5.91595798,2.35129357,-2.35129357,0.07675095,-0.07675095,0.32403071,-0.32403071,0.44601117,-0.44601117,0.00000000,-0.00000000,0.39863406,-0.39863406,1.03724744,-1.03724744,0.94906443,-0.94906443,0.00000000,-0.00000000
-5.90995498,2.53316303,-2.53316303,0.08526781,-0.08526781,0.34381568,-0.34381568,0.48614168,-0.48614168,0.00000000,-0.00000000,0.43148624,-0.43148625,1.12349868,-1.12349868,1.02806616,-1.02806616,0.00000000,-0.00000000
-5.90395198,2.73069156,-2.73069156,0.09410215,-0.09410215,0.36515627,-0.36515627,0.53028235,-0.53028235,0.00000000,-0.00000000,0.46908340,-0.46908340,1.21428746,-1.21428746,1.11481900,-1.11481900,0.00000000,-0.00000000
-5.89794897,2.94274120,-2.94274120,0.10316533,-0.10316533,0.38788787,-0.38788788,0.57828755,-0.57828756,0.00000000,-0.00000000,0.51151807,-0.51151807,1.30872489,-1.30872490,1.20897103,-1.20897103,0.00000000,-0.00000000
-5.89194597,3.16770382,-3.16770382,0.11235591,-0.11235591,0.41179074,-0.41179074,0.62990994,-0.62990994,0.00000000,-0.00000000,0.55878357,-0.55878357,1.40574351,-1.40574351,1.30995922,-1.30995922,0.00000000,-0.00000000
-5.88594297,3.40350878,-3.40350878,0.12156123,-0.12156123,0.43659330,-0.43659331,0.68479692,-0.68479692,0.00000000,-0.00000000,0.61076382,-0.61076382,1.50411442,-1.50411442,1.41700588,-1.41700588,0.00000000,-0.00000000
-5.87993997,3.64764637,-3.64764637,0.13065956,-0.13065956,0.46197754,-0.46197754,0.74249027,-0.74249027,0.00000000,-0.00000000,0.66722548,-0.66722548,1.60247160,-1.60247160,1.52912180,-1.52912180,0.00000000,-0.00000000
-5.87393697,3.89720698,-3.89720699,0.13952267,-0.13952267,0.48758612,-0.48758612,0.80242891,-0.80242892,0.00000000,-0.00000000,0.72781291,-0.72781291,1.69934249,-1.69934249,1.64511638,-1.64511638,0.00000000,-0.00000000
-5.86793397,4.14893522,-4.14893522,0.14801886,-0.14801886,0.51303120,-0.51303120,0.86395513,-0.86395514,0.00000000,-0.00000000,0.79204647,-0.79204647,1.79318427,-1.79318427,1.76361474,-1.76361474,0.00000000,-0.00000000
-5.86193097,4.39929742,-4.39929742,0.15601620,-0.15601620,0.53790433,-0.53790433,0.92632410,-0.92632410,0.00000000,-0.00000000,0.85932433,-0.85932433,1.88242417,-1.88242417,1.88308154,-1.88308154,0.00000000,-0.00000000
-5.85592796,4.64456093,-4.64456093,0.16338600,-0.16338600,0.56178749,-0.56178749,0.98871665,-0.98871665,0.00000000,-0.00000000,0.92892824,-0.92892824,1.96550266,-1.96550266,2.00185119,-2.00185119,0.00000000,-0.00000000
-5.84992496,4.88088262,-4.88088262,0.17000632,-0.17000632,0.58426448,-0.58426448,1.05025501,-1.05025501,0.00000000,-0.00000000,1.00003341,-1.00003341,2.04091779,-2.04091779,2.11816345,-2.11816345,0.00000000,-0.00000000
-5.84392196,5.10440397,-5.10440397,0.17576537,-0.17576537,0.60493251,-0.60493251,1.11002124,-1.11002124,0.00000000,-0.00000000,1.07172252,-1.07172252,2.10726876,-2.10726876,2.23020376,-2.23020376,0.00000000,-0.00000000
-5.83791896,5.31134969,-5.31134970,0.18056474,-0.18056474,0.62341357,-0.62341357,1.16707771,-1.16707771,0.00000000,-0.00000000,1.14300377,-1.14300377,2.16329735,-2.16329735,2.33614696,-2.33614696,0.00000000,-0.00000000
-5.83191596,5.49812672,-5.49812673,0.18432217,-0.18432217,0.63936504,-0.63936504,1.22048930,-1.22048930,0.00000000,-0.00000000,1.21283276,-1.21283277,2.20792524,-2.20792524,2.43420310,-2.43420310,0.00000000,-0.00000000
-5.82591296,5.66142027,-5.66142027,0.18697397,-0.18697397,0.65248940,-0.65248940,1.26934645,-1.26934645,0.00000000,-0.00000000,1.28013772,-1.28013772,2.24028593,-2.24028593,2.52266401,-2.52266401,0.00000000,-0.00000000
-5.81990995,5.79828388,-5.79828388,0.18847679,-0.18847679,0.66254254,-0.66254254,1.31278847,-1.31278847,0.00000000,-0.00000000,1.34384733,-1.34384734,2.25974999,-2.25974998,2.59994894,-2.59994895,0.00000000,-0.00000000
-5.81390695,5.90622037,-5.90622037,0.18880875,-0.18880875,0.66934056,-0.66934056,1.35002633,-1.35002633,0.00000000,-0.00000000,1.40292060,-1.40292060,2.26594263,-2.26594263,2.66464795,-2.66464795,0.00000000,-0.00000000
-5.80790395,5.98325106,-5.98325107,0.18796995,-0.18796995,0.67276481,-0.67276480,1.38036412,-1.38036412,0.00000000,-0.00000000,1.45637745,-1.45637746,2.25875318,-2.25875318,2.71556128,-2.71556128,0.00000000,-0.00000000
-5.80190095,6.02797096,-6.02797096,0.18598225,-0.18598225,0.67276495,-0.67276495,1.40321850,-1.40321850,0.00000000,-0.00000000,1.50332928,-1.50332928,2.23833608,-2.23833607,2.75173362,-2.75173362,0.00000000,-0.00000000
-5.79589795,6.03958799,-6.03958799,0.18288836,-0.18288836,0.66936023,-0.66936023,1.41813537,-1.41813537,0.00000000,-0.00000000,1.54300795,-1.54300795,2.20510352,-2.20510352,2.77248182,-2.77248182,0.00000000,-0.00000000
-5.78989495,6.01794514,-6.01794515,0.17875037,-0.17875037,0.66263863,-0.66263863,1.42480325,-1.42480325,0.00000000,-0.00000000,1.57479232,-1.57479232,2.15971043,-2.15971043,2.77741508,-2.77741508,0.00000000,-0.00000000
-5.78389195,5.96352472,-5.96352472,0.17364765,-0.17364765,0.65275424,-0.65275424,1.42306267,-1.42306268,0.00000000,-0.00000000,1.59823081,-1.59823082,2.10303237,-2.10303237,2.76644690,-2.76644691,0.00000000,-0.00000000
-5.77788894,5.87743458,-5.87743458,0.16767438,-0.16767438,0.63992279,-0.63992279,1.41291150,-1.41291151,0.00000000,-0.00000000,1.61305918,-1.61305918,2.03613745,-2.03613745,2.73979831,-2.73979831,0.00000000,-0.00000000
-5.77188594,5.76137698,-5.76137698,0.16093669,-0.16093669,0.62441561,-0.62441561,1.39450566,-1.39450566,0.00000000,-0.00000000,1.61921232,-1.61921232,1.96025364,-1.96025364,2.69799211,-2.69799211,0.00000000,-0.00000000
-5.76588294,5.61760111,-5.61760112,0.15354957,-0.15354957,0.60655213,-0.60655213,1.36815543,-1.36815543,0.00000000,-0.00000000,1.61682956,-1.61682956,1.87673270,-1.87673270,2.64183854,-2.64183854,0.00000000,-0.00000000
-5.75987994,5.44884090,-5.44884090,0.14563372,-0.14563372,0.58669121,-0.58669121,1.33431740,-1.33431740,0.00000000,-0.00000000,1.60625288,-1.60625288,1.78701223,-1.78701222,2.57241264,-2.57241264,0.00000000,-0.00000000
-5.75387694,5.25824033,-5.25824033,0.13731239,-0.13731239,0.56522159,-0.56522159,1.29358233,-1.29358233,0.00000000,-0.00000000,1.58801795,-1.58801795,1.69257723,-1.69257723,2.49102428,-2.49102429,0.00000000,-0.00000000
-5.74787394,5.04926889,-5.04926889,0.12870833,-0.12870833,0.54255162,-0.54255162,1.24665943,-1.24665943,0.00000000,-0.00000000,1.56283818,-1.56283817,1.59492258,-1.59492258,2.39918191,-2.39918191,0.00000000,-0.00000000
-5.74187094,4.82562988,-4.82562988,0.11994100,-0.11994100,0.51909877,-0.51909877,1.19435768,-1.19435768,0.00000000,-0.00000000,1.53158229,-1.53158229,1.49551757,-1.49551756,2.29855134,-2.29855134,0.00000000,-0.00000000
-5.73586793,4.59116485,-4.59116485,0.11112406,-0.11112406,0.49527897,-0.49527897,1.13756484,-1.13756484,0.00000000,-0.00000000,1.49524631,-1.49524631,1.39577350,-1.39577350,2.19091119,-2.19091119,0.00000000,-0.00000000
-5.72986493,4.34975735,-4.34975735,0.10236321,-0.10236321,0.47149632,-0.47149632,1.07722506,-1.07722506,0.00000000,-0.00000000,1.45492100,-1.45492100,1.29701542,-1.29701542,2.07810642,-2.07810642,0.00000000,-0.00000000
-5.72386193,4.10523910,-4.10523910,0.09375447,-0.09375447,0.44813333,-0.44813333,1.01431587,-1.01431587,0.00000000,-0.00000000,1.41175629,-1.41175629,1.20045828,-1.20045828,1.96200193,-1.96200193,0.00000000,-0.00000000
-5.71785893,3.86130171,-3.86130171,0.08538289,-0.08538289,0.42554200,-0.42554200,0.94982534,-0.94982534,0.00000000,-0.00000000,1.36692410,-1.36692409,1.10718826,-1.10718826,1.84443750,-1.84443750,0.00000000,-0.00000000
-5.71185593,3.62141682,-3.62141682,0.07732158,-0.07732158,0.40403604,-0.40403604,0.88473036,-0.88473036,0.00000000,-0.00000000,1.32158118,-1.32158117,1.01814924,-1.01814924,1.72718604,-1.72718604,0.00000000,-0.00000000
-5.70585293,3.38876692,-3.38876692,0.06963134,-0.06963134,0.38388440,-0.38388440,0.81997660,-0.81997660,0.00000000,-0.00000000,1.27683379,-1.27683378,0.93413451,-0.93413451,1.61191608,-1.61191608,0.00000000,-0.00000000
-5.69984992,3.16618900,-3.16618900,0.06236051,-0.06236051,0.36530641,-0.36530641,0.75646094,-0.75646094,0.00000000,-0.00000000,1.23370553,-1.23370553,0.85578355,-0.85578355,1.50016008,-1.50016008,0.00000000,-0.00000000
-5.69384692,2.95613238,-2.95613238,0.05554523,-0.05554523,0.34846854,-0.34846854,0.69501659,-0.69501659,0.00000000,-0.00000000,1.19310986,-1.19310986,0.78358348,-0.78358348,1.39328907,-1.39328906,0.00000000,-0.00000000
-5.68784392,2.76063159,-2.76063159,0.04921003,-0.04921003,0.33348298,-0.33348298,0.63640151,-0.63640151,0.00000000,-0.00000000,1.15582836,-1.15582835,0.71787479,-0.71787479,1.29249441,-1.29249441,0.00000000,-0.00000000
-5.68184092,2.58129456,-2.58129456,0.04336865,-0.04336865,0.32040806,-0.32040806,0.58128999,-0.58128999,0.00000000,-0.00000000,1.12249561,-1.12249560,0.65886074,-0.65886074,1.19877684,-1.19877684,0.00000000,-0.00000000
-5.67583792,2.41930570,-2.41930570,0.03802498,-0.03802498,0.30925044,-0.30925044,0.53026754,-0.53026754,0.00000000,-0.00000000,1.09359114,-1.09359114,0.60661978,-0.60661978,1.11294271,-1.11294271,0.00000000,-0.00000000
-5.66983492,2.27544288,-2.27544288,0.03317425,-0.03317425,0.29996896,-0.29996896,0.48382885,-0.48382885,0.00000000,-0.00000000,1.06943854,-1.06943853,0.56112041,-0.56112041,1.03560693,-1.03560693,0.00000000,-0.00000000
-5.66383192,2.15010682,-2.15010682,0.02880424,-0.02880424,0.29248009,-0.29248009,0.44237844,-0.44237844,0.00000000,-0.00000000,1.05021142,-1.05021142,0.52223763,-0.52223763,0.96720215,-0.96720215,0.00000000,-0.00000000
-5.65782891,2.04336084,-2.04336084,0.02489654,-0.02489654,0.28666458,-0.28666458,0.40623368,-0.40623368,0.00000000,-0.00000000,1.03594567,-1.03594567,0.48977047,-0.48977047,0.90799305,-0.90799305,0.00000000,-0.00000000
-5.65182591,1.95497863,-1.95497863,0.02142780,-0.02142780,0.28237521,-0.28237521,0.37562958,-0.37562958,0.00000000,-0.00000000,1.02655694,-1.02655694,0.46345966,-0.46345967,0.85809469,-0.85809469,0.00000000,-0.00000000
-5.64582291,1.88449748,-1.88449748,0.01837093,-0.01837093,0.27944510,-0.27944511,0.35072477,-0.35072477,0.00000000,-0.00000000,1.02186221,-1.02186220,0.44300517,-0.44300517,0.81749384,-0.81749384,0.00000000,-0.00000000
-5.63981991,1.83127422,-1.83127422,0.01569627,-0.01569627,0.27769650,-0.27769650,0.33160826,-0.33160826,0.00000000,-0.00000000,1.02160395,-1.02160395,0.42808267,-0.42808267,0.78607181,-0.78607181,0.00000000,-0.00000000
-5.63381691,1.79454115,-1.79454115,0.01337259,-0.01337259,0.27694931,-0.27694931,0.31830627,-0.31830627,0.00000000,-0.00000000,1.02547556,-1.02547556,0.41835872,-0.41835872,0.76362777,-0.76362777,0.00000000,-0.00000000
-5.62781391,1.77345950,-1.77345950,0.01136806,-0.01136806,0.27702935,-0.27702935,0.31078882,-0.31078882,0.00000000,-0.00000000,1.03314629,-1.03314629,0.41350414,-0.41350414,0.74990124,-0.74990124,0.00000000,-0.00000000
-5.62181091,1.76716810,-1.76716810,0.00965099,-0.00965099,0.27777571,-0.27777571,0.30897562,-0.30897562,0.00000000,-0.00000000,1.04428446,-1.04428446,0.41320525,-0.41320525,0.74459281,-0.74459281,0.00000000,-0.00000000
-5.61580790,1.77482538,-1.77482538,0.00819059,-0.00819059,0.27904709,-0.27904709,0.31274108,-0.31274108,0.00000000,-0.00000000,1.05857766,-1.05857765,0.41717281,-0.41717281,0.74738231,-0.74738231,0.00000000,-0.00000000
-5.60980490,1.79564337,-1.79564337,0.00695743,-0.00695743,0.28072672,-0.28072672,0.32191816,-0.32191816,0.00000000,-0.00000000,1.07574875,-1.07574875,0.42514860,-0.42514860,0.75794368,-0.75794368,0.00000000,-0.00000000
-5.60380190,1.82891263,-1.82891263,0.00592389,-0.00592388,0.28272581,-0.28272581,0.33630130,-0.33630130,0.00000000,-0.00000000,1.09556725,-1.09556724,0.43690950,-0.43690950,0.77595642,-0.77595642,0.00000000,-0.00000000
-5.59779890,1.87401792,-1.87401792,0.00506446,-0.00506446,0.28498528,-0.28498528,0.35564823,-0.35564823,0.00000000,-0.00000000,1.11785539,-1.11785538,0.45226940,-0.45226940,0.80111327,-0.80111327,0.00000000,-0.00000000
-5.59179590,1.93044471,-1.93044471,0.00435594,-0.00435594,0.28747594,-0.28747594,0.37968108,-0.37968108,0.00000000,-0.00000000,1.14248906,-1.14248905,0.47107886,-0.47107886,0.83312435,-0.83312435,0.00000000,-0.00000000
-5.58579290,1.99777709,-1.99777710,0.00377753,-0.00377753,0.29019702,-0.29019702,0.40808699,-0.40808699,0.00000000,-0.00000000,1.16939381,-1.16939380,0.49322298,-0.49322299,0.87171806,-0.87171806,0.00000000,-0.00000000
-5.57978989,2.07568837,-2.07568837,0.00331082,-0.00331082,0.29317331,-0.29317331,0.44051854,-0.44051854,0.00000000,-0.00000000,1.19853657,-1.19853657,0.51861774,-0.51861774,0.91663923,-0.91663923,0.00000000,-0.00000000
-5.57378689,2.16392548,-2.16392548,0.00293979,-0.00293979,0.29645105,-0.29645105,0.47659436,-0.47659436,0.00000000,-0.00000000,1.22991401,-1.22991401,0.54720503,-0.54720503,0.96764505,-0.96764505,0.00000000,-0.00000000
-5.56778389,2.26228904,-2.26228905,0.00265063,-0.00265063,0.30009299,-0.30009299,0.51590028,-0.51590028,0.00000000,-0.00000000,1.26353853,-1.26353852,0.57894691,-0.57894691,1.02449957,-1.02449957,0.00000000,-0.00000000
-5.56178089,2.37061063,-2.37061063,0.00243167,-0.00243167,0.30417275,-0.30417275,0.55799130,-0.55799130,0.00000000,-0.00000000,1.29942315,-1.29942315,0.61381930,-0.61381930,1.08696732,-1.08696731,0.00000000,-0.00000000
-5.55577789,2.48872900,-2.48872900,0.00227317,-0.00227317,0.30876900,-0.30876900,0.60239457,-0.60239458,0.00000000,-0.00000000,1.33756650,-1.33756650,0.65180547,-0.65180547,1.15480672,-1.15480672,0.00000000,-0.00000000
-5.54977489,2.61646675,-2.61646676,0.00216711,-0.00216711,0.31395966,-0.31395966,0.64861364,-0.64861364,0.00000000,-0.00000000,1.37793902,-1.37793902,0.69288954,-0.69288955,1.22776395,-1.22776395,0.00000000,-0.00000000
-5.54377189,2.75360886,-2.75360886,0.00210703,-0.00210703,0.31981654,-0.31981654,0.69613385,-0.69613386,0.00000000,-0.00000000,1.42047142,-1.42047142,0.73705026,-0.73705026,1.30556748,-1.30556748,0.00000000,-0.00000000
-5.53776888,2.89988390,-2.89988390,0.00208784,-0.00208784,0.32640058,-0.32640059,0.74442898,-0.74442899,0.00000000,-0.00000000,1.46504625,-1.46504624,0.78425510,-0.78425510,1.38792380,-1.38792380,0.00000000,-0.00000000
-5.53176588,3.05494882,-3.05494883,0.00210561,-0.00210561,0.33375802,-0.33375802,0.79296884,-0.79296884,0.00000000,-0.00000000,1.51149297,-1.51149297,0.83445494,-0.83445494,1.47451425,-1.47451425,0.00000000,-0.00000000
-5.52576288,3.21837746,-3.21837746,0.00215744,-0.00215744,0.34191750,-0.34191751,0.84122759,-0.84122760,0.00000000,-0.00000000,1.55958697,-1.55958697,0.88757901,-0.88757901,1.56499317,-1.56499317,0.00000000,-0.00000000
-5.51975988,3.38965272,-3.38965272,0.00224129,-0.00224129,0.35088839,-0.35088839,0.88869255,-0.88869256,0.00000000,-0.00000000,1.60905230,-1.60905230,0.94353049,-0.94353049,1.65898695,-1.65898695,0.00000000,-0.00000000
-5.51375688,3.56816221,-3.56816221,0.00235588,-0.00235588,0.36066001,-0.36066001,0.93487288,-0.93487288,0.00000000,-0.00000000,1.65956781,-1.65956781,1.00218233,-1.00218233,1.75609401,-1.75609401,0.00000000,-0.00000000
-5.50775388,3.75319658,-3.75319658,0.00250057,-0.00250057,0.37120198,-0.37120198,0.97930795,-0.97930796,0.00000000,-0.00000000,1.71077616,-1.71077616,1.06337341,-1.06337341,1.85588511,-1.85588511,0.00000000,-0.00000000
-5.50175088,3.94394994,-3.94394994,0.00267532,-0.00267532,0.38246536,-0.38246536,1.02157489,-1.02157490,0.00000000,-0.00000000,1.76229476,-1.76229476,1.12690500,-1.12690500,1.95790385,-1.95790385,0.00000000,-0.00000000
-5.49574787,4.13952151,-4.13952151,0.00288057,-0.00288057,0.39438453,-0.39438453,1.06129491,-1.06129491,0.00000000,-0.00000000,1.81372778,-1.81372778,1.19253732,-1.19253732,2.06166689,-2.06166689,0.00000000,-0.00000000
-5.48974487,4.33891777,-4.33891777,0.00311723,-0.00311723,0.40687938,-0.40687938,1.09813812,-1.09813813,0.00000000,-0.00000000,1.86467821,-1.86467820,1.25998636,-1.25998636,2.16666367,-2.16666367,0.00000000,-0.00000000
-5.48374187,4.54105442,-4.54105442,0.00338666,-0.00338666,0.41985791,-0.41985791,1.13182673,-1.13182673,0.00000000,-0.00000000,1.91475894,-1.91475894,1.32892095,-1.32892095,2.27235547,-2.27235547,0.00000000,-0.00000000
-5.47773887,4.74475784,-4.74475783,0.00369057,-0.00369057,0.43321864,-0.43321864,1.16213622,-1.16213622,0.00000000,-0.00000000,1.96360205,-1.96360205,1.39896021,-1.39896021,2.37817369,-2.37817369,0.00000000,-0.00000000
-5.47173587,4.94876569,-4.94876568,0.00403103,-0.00403103,0.44685292,-0.44685292,1.18889481,-1.18889481,0.00000000,-0.00000000,2.01086555,-2.01086555,1.46967153,-1.46967153,2.48351752,-2.48351751,0.00000000,-0.00000000
-5.46573287,5.15172700,-5.15172699,0.00441042,-0.00441042,0.46064690,-0.46064690,1.21198108,-1.21198107,0.00000000,-0.00000000,2.05623713,-2.05623713,1.54056941,-1.54056940,2.58775110,-2.58775109,0.00000000,-0.00000000
-5.45972986,5.35220191,-5.35220190,0.00483130,-0.00483130,0.47448290,-0.47448290,1.23131999,-1.23131999,0.00000000,-0.00000000,2.09943466,-2.09943465,1.61111526,-1.61111525,2.69020074,-2.69020073,0.00000000,-0.00000000
-5.45372686,5.54866188,-5.54866187,0.00529639,-0.00529639,0.48824040,-0.48824040,1.24687771,-1.24687770,0.00000000,-0.00000000,2.14020353,-2.14020353,1.68071868,-1.68071868,2.79015240,-2.79015240,0.00000000,-0.00000000
-5.44772386,5.73949119,-5.73949118,0.00580840,-0.00580840,0.50179642,-0.50179642,1.25865539,-1.25865538,0.00000000,-0.00000000,2.17831124,-2.17831123,1.74874031,-1.74874031,2.88685024,-2.88685024,0.00000000,-0.00000000
-5.44172086,5.92299068,-5.92299067,0.00636993,-0.00636993,0.51502550,-0.51502550,1.26668252,-1.26668252,0.00000000,-0.00000000,2.21353959,-2.21353958,1.81449663,-1.81449663,2.97949659,-2.97949659,0.00000000,-0.00000000
-5.43571786,6.09738486,-6.09738485,0.00698323,-0.00698323,0.52779935,-0.52779935,1.27101019,-1.27101018,0.00000000,-0.00000000,2.24567557,-2.24567556,1.87726684,-1.87726684,3.06725408,-3.06725408,0.00000000,-0.00000000
-5.42971486,6.26083326,-6.26083325,0.00765007,-0.00765007,0.53998632,-0.53998632,1.27170455,-1.27170454,0.00000000,-0.00000000,2.27450163,-2.27450163,1.93630200,-1.93630200,3.14925031,-3.14925031,0.00000000,-0.00000000
-5.42371186,6.41144693,-6.41144692,0.00837149,-0.00837149,0.55145091,-0.55145091,1.26884119,-1.26884118,0.00000000,-0.00000000,2.29978642,-2.29978641,1.99083644,-1.99083644,3.22458549,-3.22458548,0.00000000,-0.00000000
-5.41770885,6.54731067,-6.54731066,0.00914757,-0.00914757,0.56205351,-0.56205351,1.26250036,-1.26250035,0.00000000,-0.00000000,2.32127693,-2.32127693,2.04010126,-2.04010126,3.29234328,-3.29234327,0.00000000,-0.00000000
-5.41170585,6.66651105,-6.66651104,0.00997719,-0.00997719,0.57165048,-0.57165048,1.25276361,-1.25276360,0.00000000,-0.00000000,2.33869306,-2.33869305,2.08333976,-2.08333976,3.35160488,-3.35160488,0.00000000,-0.00000000
-5.40570285,6.76717037,-6.76717036,0.01085783,-0.01085783,0.58009486,-0.58009486,1.23971182,-1.23971181,0.00000000,-0.00000000,2.35172511,-2.35172511,2.11982446,-2.11982446,3.40146618,-3.40146618,0.00000000,-0.00000000
-5.39969985,6.84748565,-6.84748564,0.01178538,-0.01178538,0.58723768,-0.58723768,1.22342473,-1.22342472,0.00000000,-0.00000000,2.36003503,-2.36003503,2.14887507,-2.14887507,3.44105758,-3.44105758,0.00000000,-0.00000000
-5.39369685,6.90577190,-6.90577189,0.01275396,-0.01275396,0.59293004,-0.59293004,1.20398193,-1.20398192,0.00000000,-0.00000000,2.36326138,-2.36326138,2.16987701,-2.16987700,3.46956597,-3.46956597,0.00000000,-0.00000000
-5.38769385,6.94050816,-6.94050815,0.01375583,-0.01375583,0.59702596,-0.59702596,1.18146516,-1.18146515,0.00000000,-0.00000000,2.36102823,-2.36102823,2.18229960,-2.18229960,3.48625804,-3.48625804,0.00000000,-0.00000000
-5.38169085,6.95038458,-6.95038457,0.01478135,-0.01478135,0.59938580,-0.59938580,1.15596164,-1.15596163,0.00000000,-0.00000000,2.35295757,-2.35295757,2.18571338,-2.18571338,3.49050396,-3.49050396,0.00000000,-0.00000000
-5.37568784,6.93434861,-6.93434860,0.01581906,-0.01581906,0.59988038,-0.59988038,1.12756824,-1.12756823,0.00000000,-0.00000000,2.33868469,-2.33868469,2.17980566,-2.17980566,3.48180056,-3.48180057,0.00000000,-0.00000000
-5.36968484,6.89164812,-6.89164812,0.01685575,-0.01685575,0.59839533,-0.59839533,1.09639594,-1.09639592,0.00000000,-0.00000000,2.31787576,-2.31787576,2.16439367,-2.16439367,3.45979274,-3.45979274,0.00000000,-0.00000000
-5.36368184,6.82186937,-6.82186937,0.01787670,-0.01787670,0.59483573,-0.59483573,1.06257441,-1.06257440,0.00000000,-0.00000000,2.29024654,-2.29024654,2.13943462,-2.13943462,3.42429220,-3.42429220,0.00000000,-0.00000000
-5.35767884,6.72496772,-6.72496771,0.01886600,-0.01886600,0.58913059,-0.58913059,1.02625622,-1.02625621,0.00000000,-0.00000000,2.25558125,-2.25558124,2.10503215,-2.10503215,3.37529246,-3.37529246,0.00000000,-0.00000000
-5.35167584,6.60128933,-6.60128932,0.01980689,-0.01980689,0.58123698,-0.58123698,0.98762022,-0.98762021,0.00000000,-0.00000000,2.21375029,-2.21375029,2.06143877,-2.06143877,3.31297927,-3.31297927,0.00000000,-0.00000000
-5.34567284,6.45158240,-6.45158240,0.02068227,-0.02068227,0.57114361,-0.57114361,0.94687405,-0.94687404,0.00000000,-0.00000000,2.16472595,-2.16472594,2.00905400,-2.00905400,3.23773584,-3.23773584,0.00000000,-0.00000000
