energy_ev,total_up,Ag_p_up,Ag_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-6.00000000,11.75256745,0.73879940,10.32661030,0.09591770,0.71465886,0.44233871,0.00000000
-5.99399700,11.87451473,0.73105641,10.44875391,0.09971136,0.71341656,0.44117272,0.00000000
-5.98799400,11.99284446,0.72329849,10.56760450,0.10355853,0.71224263,0.43977956,0.00000000
-5.98199100,12.10772658,0.71561811,10.68329174,0.10744445,0.71117718,0.43814393,0.00000000
-5.97598799,12.21954010,0.70812368,10.79612494,0.11135554,0.71026384,0.43626414,0.00000000
-5.96998499,12.32883497,0.70093549,10.90656003,0.11527947,0.70954713,0.43415007,0.00000000
-5.96398199,12.43629076,0.69418180,11.01516382,0.11920520,0.70907009,0.43182086,0.00000000
-5.95797899,12.54267415,0.68799481,11.12257695,0.12312289,0.70887212,0.42930265,0.00000000
-5.95197599,12.64879650,0.68250681,11.22947689,0.12702383,0.70898737,0.42662621,0.00000000
-5.94597299,12.75547309,0.67784650,11.33654242,0.13090024,0.70944344,0.42382478,0.00000000
-5.93996998,12.86348523,0.67413561,11.44442047,0.13474501,0.71026064,0.42093196,0.00000000
-5.93396698,12.97354618,0.67148571,11.55369647,0.13855150,0.71145168,0.41797992,0.00000000
-5.92796398,13.08627172,0.66999545,11.66486869,0.14231317,0.71302166,0.41499781,0.00000000
-5.92196098,13.20215587,0.66974811,11.77832734,0.14602333,0.71496859,0.41201046,0.00000000
-5.91595798,13.32155205,0.67080956,11.89433844,0.14967484,0.71728393,0.40903744,0.00000000
-5.90995498,13.44465991,0.67322659,12.01303279,0.15325983,0.71995350,0.40609241,0.00000000
-5.90395198,13.57151754,0.67702576,12.13439993,0.15676955,0.72295834,0.40318278,0.00000000
-5.89794897,13.70199913,0.68221260,12.25828684,0.16019416,0.72627560,0.40030972,0.00000000
-5.89194597,13.83581767,0.68877139,12.38440130,0.16352274,0.72987941,0.39746841,0.00000000
-5.88594297,13.97253233,0.69666529,12.51231934,0.16674332,0.73374159,0.39464856,0.00000000
-5.87993997,14.11156022,0.70583713,12.64149672,0.16984297,0.73783224,0.39183515,0.00000000
-5.87393697,14.25219218,0.71621055,12.77128380,0.17280810,0.74212015,0.38900935,0.00000000
-5.86793397,14.39361205,0.72769167,12.90094363,0.17562473,0.74657318,0.38614959,0.00000000
-5.86193097,14.53491924,0.74017124,13.02967269,0.17827893,0.75115837,0.38323267,0.00000000
-5.85592796,14.67515396,0.75352720,13.15662410,0.18075731,0.75584213,0.38023497,0.00000000
-5.84992496,14.81332479,0.76762756,13.28093253,0.18304748,0.76059033,0.37713363,0.00000000
-5.84392196,14.94843797,0.78233367,13.40174065,0.18513860,0.76536840,0.37390772,0.00000000
-5.83791896,15.07952771,0.79750363,13.51822624,0.18702190,0.77014152,0.37053925,0.00000000
-5.83191596,15.20568691,0.81299587,13.62962945,0.18869113,0.77487490,0.36701416,0.00000000
-5.82591296,15.32609728,0.82867274,13.73527938,0.19014294,0.77953420,0.36332306,0.00000000
-5.81990995,15.44005795,0.84440401,13.83461904,0.19137720,0.78408595,0.35946188,0.00000000
-5.81390695,15.54701159,0.86007017,13.92722791,0.19239714,0.78849827,0.35543226,0.00000000
-5.80790395,15.64656681,0.87556539,14.01284104,0.19320940,0.79274147,0.35124173,0.00000000
-5.80190095,15.73851595,0.89080013,14.09136371,0.19382392,0.79678884,0.34690376,0.00000000
-5.79589795,15.82284716,0.90570320,14.16288101,0.19425363,0.80061742,0.34243747,0.00000000
-5.78989495,15.89975010,0.92022324,14.22766132,0.19451412,0.80420864,0.33786724,0.00000000
-5.78389195,15.96961453,0.93432957,14.28615350,0.19462310,0.80754894,0.33322211,0.00000000
-5.77788894,16.03302157,0.94801243,14.33897733,0.19459975,0.81063025,0.32853505,0.00000000
-5.77188594,16.09072762,0.96128245,14.38690729,0.19446406,0.81345025,0.32384200,0.00000000
-5.76588294,16.14364132,0.97416959,14.43085017,0.19423613,0.81601240,0.31918103,0.00000000
-5.75987994,16.19279419,0.98672135,14.47181691,0.19393544,0.81832581,0.31459121,0.00000000
-5.75387694,16.23930600,0.99900044,14.51088987,0.19358016,0.82040486,0.31011170,0.00000000
-5.74787394,16.28434616,1.01108203,14.54918669,0.19318657,0.82226854,0.30578066,0.00000000
-5.74187094,16.32909255,1.02305049,14.58782192,0.19276857,0.82393967,0.30163440,0.00000000
-5.73586793,16.37468954,1.03499584,14.62786825,0.19233728,0.82544393,0.29770649,0.00000000
-5.72986493,16.42220664,1.04701008,14.67031857,0.19190082,0.82680879,0.29402705,0.00000000
-5.72386193,16.47259956,1.05918327,14.71605051,0.19146424,0.82806229,0.29062215,0.00000000
-5.71785893,16.52667508,1.07159968,14.76579477,0.19102954,0.82923185,0.28751335,0.00000000
-5.71185593,16.58506100,1.08433412,14.82010842,0.19059589,0.83034310,0.28471732,0.00000000
-5.70585293,16.64818216,1.09744834,14.87935399,0.19015992,0.83141867,0.28224570,0.00000000
-5.69984992,16.71624336,1.11098783,14.94368517,0.18971612,0.83247720,0.28010498,0.00000000
-5.69384692,16.78921942,1.12497901,15.01303933,0.18925726,0.83353231,0.27829650,0.00000000
-5.68784392,16.86685269,1.13942690,15.08713692,0.18877495,0.83459188,0.27681657,0.00000000
-5.68184092,16.94865766,1.15431334,15.16548758,0.18826003,0.83565736,0.27565666,0.00000000
-5.67583792,17.03393237,1.16959587,15.24740248,0.18770313,0.83672333,0.27480358,0.00000000
-5.66983492,17.12177578,1.18520722,15.33201214,0.18709500,0.83777730,0.27423979,0.00000000
-5.66383192,17.21111044,1.20105555,15.41828894,0.18642693,0.83879958,0.27394368,0.00000000
-5.65782891,17.30070941,1.21702535,15.50507336,0.18569098,0.83976354,0.27388992,0.00000000
-5.65182591,17.38922629,1.23297909,15.59110287,0.18488015,0.84063595,0.27404981,0.00000000
-5.64582291,17.47522749,1.24875946,15.67504243,0.18398854,0.84137758,0.27439166,0.00000000
-5.63981991,17.55722554,1.26419228,15.75551569,0.18301133,0.84194406,0.27488122,0.00000000
-5.63381691,17.63371241,1.27908990,15.83113572,0.18194474,0.84228688,0.27548215,0.00000000
-5.62781391,17.70319207,1.29325505,15.90053466,0.18078595,0.84235459,0.27615649,0.00000000
-5.62181091,17.76421136,1.30648504,15.96239137,0.17953299,0.84209418,0.27686521,0.00000000
-5.61580790,17.81538864,1.31857618,16.01545666,0.17818453,0.84145262,0.27756882,0.00000000
-5.60980490,17.85543956,1.32932829,16.05857554,0.17673983,0.84037848,0.27822793,0.00000000
-5.60380190,17.88319979,1.33854921,16.09070640,0.17519849,0.83882361,0.27880396,0.00000000
-5.59779890,17.89764451,1.34605928,16.11093687,0.17356043,0.83674486,0.27925982,0.00000000
-5.59179590,17.89790449,1.35169548,16.11849665,0.17182581,0.83410584,0.27956056,0.00000000
-5.58579290,17.88327913,1.35531542,16.11276722,0.16999494,0.83087846,0.27967409,0.00000000
-5.57978989,17.85324653,1.35680091,16.09328909,0.16806835,0.82704455,0.27957186,0.00000000
-5.57378689,17.80747103,1.35606123,16.05976665,0.16604682,0.82259712,0.27922946,0.00000000
-5.56778389,17.74580846,1.35303589,16.01207129,0.16393150,0.81754155,0.27862719,0.00000000
-5.56178089,17.66830972,1.34769704,15.95024308,0.16172398,0.81189643,0.27775061,0.00000000
-5.55577789,17.57522276,1.34005143,15.87449144,0.15942652,0.80569417,0.27659093,0.00000000
-5.54977489,17.46699348,1.33014182,15.78519510,0.15704211,0.79898125,0.27514533,0.00000000
-5.54377189,17.34426566,1.31804809,15.68290160,0.15457471,0.79181817,0.27341720,0.00000000
-5.53776888,17.20787988,1.30388770,15.56832621,0.15202935,0.78427899,0.27141625,0.00000000
-5.53176588,17.05887152,1.28781570,15.44235052,0.14941228,0.77645059,0.26915851,0.00000000
-5.52576288,16.89846738,1.27002417,15.30602006,0.14673105,0.76843157,0.26666618,0.00000000
-5.51975988,16.72808073,1.25074097,15.16054090,0.14399452,0.76033077,0.26396743,0.00000000
-5.51375688,16.54930406,1.23022785,15.00727451,0.14121296,0.75226559,0.26109603,0.00000000
-5.50775388,16.36389904,1.20877771,14.84773036,0.13839790,0.74435997,0.25809088,0.00000000
-5.50175088,16.17378302,1.18671103,14.68355550,0.13556208,0.73674220,0.25499543,0.00000000
-5.49574787,15.98101114,1.16437143,14.51652057,0.13271927,0.72954252,0.25185699,0.00000000
-5.48974487,15.78775381,1.14212022,14.34850140,0.12988408,0.72289061,0.24872593,0.00000000
-5.48374187,15.59626853,1.12033001,14.18145580,0.12707166,0.71691299,0.24565477,0.00000000
-5.47773887,15.40886615,1.09937745,14.01739502,0.12429739,0.71173043,0.24269718,0.00000000
-5.47173587,15.22787111,1.07963512,13.85834985,0.12157659,0.70745533,0.23990692,0.00000000
-5.46573287,15.05557596,1.06146272,13.70633116,0.11892407,0.70418918,0.23733665,0.00000000
-5.45972986,14.89419063,1.04519786,13.56328562,0.11635378,0.70202020,0.23503674,0.00000000
-5.45372686,14.74578730,1.03114653,13.43104699,0.11387842,0.70102107,0.23305400,0.00000000
-5.44772386,14.61224207,1.01957380,13.31128422,0.11150903,0.70124689,0.23143043,0.00000000
-5.44172086,14.49517513,1.01069479,13.20544776,0.10925462,0.70273337,0.23020198,0.00000000
-5.43571786,14.39589131,1.00466660,13.11471582,0.10712187,0.70549538,0.22939736,0.00000000
-5.42971486,14.31532327,1.00158130,13.03994258,0.10511485,0.70952571,0.22903698,0.00000000
-5.42371186,14.25397988,1.00146052,12.98161075,0.10323476,0.71479428,0.22913201,0.00000000
-5.41770885,14.21190242,1.00425193,12.93979067,0.10147988,0.72124777,0.22968362,0.00000000
-5.41170585,14.18863112,1.00982784,12.91410858,0.09984544,0.72880964,0.23068246,0.00000000
-5.40570285,14.18318462,1.01798619,12.90372626,0.09832375,0.73738072,0.23210842,0.00000000
-5.39969985,14.19405460,1.02845405,12.90733415,0.09690429,0.74684027,0.23393070,0.00000000
-5.39369685,14.21921733,1.04089357,12.92315972,0.09557404,0.75704765,0.23610817,0.00000000
-5.38769385,14.25616334,1.05491046,12.94899222,0.09431783,0.76784458,0.23859014,0.00000000
-5.38169085,14.30194588,1.07006460,12.98222444,0.09311883,0.77905798,0.24131744,0.00000000
-5.37568784,14.35324777,1.08588269,13.01991134,0.09195910,0.79050336,0.24422382,0.00000000
-5.36968484,14.40646554,1.10187229,13.05884453,0.09082027,0.80198885,0.24723775,0.00000000
-5.36368184,14.45780888,1.11753707,13.09564087,0.08968422,0.81331967,0.25028437,0.00000000
-5.35767884,14.50341247,1.13239237,13.12684271,0.08853386,0.82430294,0.25328773,0.00000000
-5.35167584,14.53945644,1.14598084,13.14902625,0.08735388,0.83475287,0.25617315,0.00000000
-5.34567284,14.56229122,1.15788719,13.15891429,0.08613146,0.84449600,0.25886963,0.00000000
-5.33966983,14.56856179,1.16775181,13.15348881,0.08485697,0.85337639,0.26131222,0.00000000
-5.33366683,14.55532635,1.17528239,13.13009895,0.08352461,0.86126059,0.26344424,0.00000000
-5.32766383,14.52016415,1.18026331,13.08655936,0.08213285,0.86804210,0.26521928,0.00000000
-5.32166083,14.46126770,1.18256225,13.02123483,0.08068483,0.87364517,0.26660290,0.00000000
-5.31565783,14.37751493,1.18213384,12.93310690,0.07918854,0.87802772,0.26757387,0.00000000
-5.30965483,14.26851770,1.17902012,12.82181926,0.07765682,0.88118321,0.26812494,0.00000000
-5.30365183,14.13464402,1.17334790,12.68769950,0.07610725,0.88314125,0.26826313,0.00000000
-5.29764882,13.97701268,1.16532295,12.53175580,0.07456170,0.88396699,0.26800941,0.00000000
-5.29164582,13.79745979,1.15522156,12.35564839,0.07304587,0.88375913,0.26739783,0.00000000
-5.28564282,13.59847876,1.14337953,12.16163670,0.07158846,0.88264656,0.26647414,0.00000000
-5.27963982,13.38313571,1.13017925,11.95250438,0.07022037,0.88078388,0.26529391,0.00000000
-5.27363682,13.15496420,1.11603538,11.73146538,0.06897363,0.87834572,0.26392017,0.00000000
-5.26763382,12.91784365,1.10137960,11.50205517,0.06788028,0.87552030,0.26242081,0.00000000
-5.26163082,12.67586685,1.08664527,11.26801192,0.06697121,0.87250235,0.26086574,0.00000000
-5.25562781,12.43320227,1.07225238,11.03315284,0.06627497,0.86948571,0.25932392,0.00000000
-5.24962481,12.19395725,1.05859353,10.80125105,0.06581659,0.86665606,0.25786046,0.00000000
-5.24362181,11.96204763,1.04602137,10.57591816,0.06561649,0.86418387,0.25653388,0.00000000
