energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up,V_p_up,V_d_up
-6.00000000,2.55150722,0.03626667,0.05631128,0.01544530,1.63135766,0.82607970,0.16073744,0.94344675,0.39063241
-5.99399700,2.54158038,0.03634969,0.05280416,0.01584166,1.63204662,0.81291642,0.16116508,0.94640204,0.39035457
-5.98799400,2.54130309,0.03634352,0.04956113,0.01621206,1.63900409,0.80388093,0.16233878,0.95281523,0.39147935
-5.98199100,2.55068108,0.03623449,0.04659208,0.01655728,1.65222499,0.79902085,0.16426031,0.96269135,0.39396503
-5.97598799,2.56946872,0.03601215,0.04390087,0.01687877,1.67153862,0.79827081,0.16691304,0.97593551,0.39773559
-5.96998499,2.59717237,0.03566940,0.04148578,0.01717861,1.69660988,0.80145484,0.17026210,0.99235271,0.40268204
-5.96398199,2.63306051,0.03520241,0.03934006,0.01745938,1.72694517,0.80829195,0.17425494,1.01165069,0.40866455
-5.95797899,2.67618038,0.03461059,0.03745263,0.01772408,1.76190271,0.81840460,0.17882240,1.03344570,0.41551529
-5.95197599,2.72538086,0.03389636,0.03580873,0.01797601,1.80070731,0.83132995,0.18388029,1.05727132,0.42304197
-5.94597299,2.77934118,0.03306487,0.03439066,0.01821862,1.84246915,0.84653353,0.18933135,1.08258993,0.43103203
-5.93996998,2.83660453,0.03212370,0.03317849,0.01845538,1.88620609,0.86342494,0.19506761,1.10880678,0.43925741
-5.93396698,2.89561586,0.03108245,0.03215072,0.01868959,1.93086896,0.88137506,0.20097308,1.13528610,0.44747978
-5.92796398,2.95476259,0.02995242,0.03128496,0.01892427,1.97536907,0.89973434,0.20692664,1.16136888,0.45545612
-5.92196098,3.01241714,0.02874614,0.03055848,0.01916200,2.01860701,0.91785146,0.21280514,1.18639161,0.46294454
-5.91595798,3.06697982,0.02747699,0.02994880,0.01940475,2.05950193,0.93509192,0.21848644,1.20970550,0.46971019
-5.90995498,3.11692074,0.02615885,0.02943410,0.01965374,2.09702016,0.95085577,0.22385250,1.23069529,0.47553107
-5.90395198,3.16081924,0.02480572,0.02899366,0.01990938,2.13020230,0.96459405,0.22879222,1.24879714,0.48020358
-5.89794897,3.19739959,0.02343141,0.02860817,0.02017111,2.15818776,0.97582325,0.23320403,1.26351476,0.48354766
-5.89194597,3.22556168,0.02204927,0.02825998,0.02043736,2.18023590,0.98413747,0.23699817,1.27443324,0.48541129
-5.88594297,3.24440559,0.02067198,0.02793328,0.02070553,2.19574299,0.98921769,0.24009846,1.28122998,0.48567420
-5.87993997,3.25324936,0.01931131,0.02761427,0.02097196,2.20425451,0.99083803,0.24244368,1.28368238,0.48425069
-5.87393697,3.25163935,0.01797803,0.02729114,0.02123200,2.20547227,0.98886872,0.24398836,1.28167187,0.48109144
-5.86793397,3.23935299,0.01668179,0.02695418,0.02148006,2.19925633,0.98327577,0.24470307,1.27518429,0.47618412
-5.86193097,3.21639408,0.01543106,0.02659564,0.02170975,2.18562174,0.97411744,0.24457424,1.26430651,0.46955299
-5.85592796,3.18298102,0.01423307,0.02620972,0.02191403,2.16473030,0.96153768,0.24360347,1.24921967,0.46125729
-5.84992496,3.13952864,0.01309385,0.02579237,0.02208539,2.13687805,0.94575697,0.24180639,1.23018920,0.45138858
-5.84392196,3.08662476,0.01201818,0.02534124,0.02221610,2.10247888,0.92706078,0.23921131,1.20755227,0.44006719
-5.83791896,3.02500246,0.01100971,0.02485540,0.02229846,2.06204535,0.90578651,0.23585744,1.18170316,0.42743782
-5.83191596,2.95550947,0.01007090,0.02433519,0.02232500,2.01616744,0.88230911,0.23179309,1.15307730,0.41366455
-5.82591296,2.87907605,0.00920318,0.02378202,0.02228885,1.96549024,0.85702627,0.22707366,1.12213463,0.39892541
-5.81990995,2.79668261,0.00840691,0.02319816,0.02218387,1.91069155,0.83034366,0.22175977,1.08934313,0.38340683
-5.81390695,2.70932852,0.00768155,0.02258649,0.02200503,1.85246032,0.80266080,0.21591535,1.05516304,0.36729808
-5.80790395,2.61800317,0.00702564,0.02195035,0.02174850,1.79147662,0.77435819,0.20960592,1.02003255,0.35078594
-5.80190095,2.52366030,0.00643696,0.02129332,0.02141190,1.72839401,0.74578607,0.20289710,0.98435543,0.33404993
-5.79589795,2.42719633,0.00591256,0.02061906,0.02099441,1.66382467,0.71725520,0.19585331,0.94849109,0.31725800
-5.78989495,2.32943331,0.00544885,0.01993117,0.02049685,1.59832784,0.68903004,0.18853668,0.91274724,0.30056309
