energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-6.00000000,6.33971353,0.00534579,1.51160263,0.41080411,0.21474433,1.69212900,2.64743681,0.09281721,1.47685024
-5.99399700,6.46807526,0.00534150,1.57949723,0.42622727,0.21161343,1.76666016,2.75168809,0.08812655,1.46421698
-5.98799400,6.59632473,0.00531756,1.64710377,0.44079666,0.20895201,1.84588987,2.85385593,0.08342015,1.45174362
-5.98199100,6.72160774,0.00527255,1.71329159,0.45435410,0.20679400,1.92876458,2.95203079,0.07873130,1.43927605
-5.97598799,6.84108794,0.00520573,1.77690591,0.46677864,0.20516419,2.01414296,3.04430812,0.07409279,1.42670496
-5.96998499,6.95202636,0.00511707,1.83679833,0.47799025,0.20407789,2.10081566,3.12884305,0.06953629,1.41397140
-5.96398199,7.05185938,0.00500727,1.89185841,0.48795219,0.20354079,2.18752771,3.20390526,0.06509171,1.40106983
-5.95797899,7.13827270,0.00487773,1.94104526,0.49667204,0.20354920,2.27300337,3.26793182,0.06078663,1.38804890
-5.95197599,7.20926913,0.00473049,1.98341779,0.50420133,0.20409064,2.35597286,3.31957606,0.05664578,1.37501027
-5.94597299,7.26322809,0.00456819,2.01816268,0.51063399,0.20514486,2.43520066,3.35775046,0.05269052,1.36210574
-5.93996998,7.29895500,0.00439399,2.04461890,0.51610358,0.20668507,2.50951473,3.38166187,0.04893854,1.34953289
-5.93396698,7.31571876,0.00421148,2.06229782,0.52077944,0.20867962,2.57783566,3.39083756,0.04540364,1.33752985
-5.92796398,7.31327624,0.00402457,2.07089815,0.52486202,0.21109375,2.63920521,3.38514120,0.04209562,1.32636906
-5.92196098,7.29188248,0.00383741,2.07031519,0.52857726,0.21389159,2.69281285,3.36477794,0.03902038,1.31635055
-5.91595798,7.25228608,0.00365427,2.06064400,0.53217047,0.21703796,2.73801952,3.33028845,0.03618008,1.30779455
-5.90995498,7.19570945,0.00347942,2.04217637,0.53589950,0.22050022,2.77437741,3.28253213,0.03357349,1.30103368
-5.90395198,7.12381408,0.00331704,2.01539177,0.54002759,0.22424961,2.80164462,3.22266024,0.03119637,1.29640441
-5.89794897,7.03865138,0.00317112,1.98094264,0.54481576,0.22826231,2.81979392,3.15207982,0.02904195,1.29423789
-5.89194597,6.94260021,0.00304536,1.93963448,0.55051490,0.23251989,2.82901471,3.07241002,0.02710142,1.29484992
-5.88594297,6.83829249,0.00294309,1.89240166,0.55735776,0.23700912,2.82970768,2.98543228,0.02536450,1.29853005
-5.87993997,6.72852905,0.00286717,1.84027968,0.56555071,0.24172115,2.82247190,2.89303644,0.02381989,1.30552972
-5.87393697,6.61618821,0.00281997,1.78437495,0.57526569,0.24665004,2.80808448,2.79716464,0.02245571,1.31604971
-5.86793397,6.50412994,0.00280327,1.72583320,0.58663232,0.25179066,2.78747335,2.69975509,0.02125992,1.33022697
-5.86193097,6.39509896,0.00281823,1.66580759,0.59973050,0.25713623,2.76168390,2.60268775,0.02022059,1.34812148
-5.85592796,6.29163048,0.00286538,1.60542756,0.61458376,0.26267539,2.73184093,2.50773385,0.01932612,1.36970348
-5.84992496,6.19596217,0.00294458,1.54576969,0.63115369,0.26838937,2.69910736,2.41651082,0.01856537,1.39484196
-5.84392196,6.10995636,0.00305502,1.48783135,0.64933575,0.27424911,2.66464171,2.33044446,0.01792770,1.42329519
-5.83791896,6.03503592,0.00319524,1.43250815,0.66895689,0.28021284,2.62955622,2.25073922,0.01740299,1.45470410
-5.83191596,5.97213716,0.00336316,1.38057587,0.68977525,0.28622428,2.59487795,2.17835779,0.01698157,1.48858936
-5.82591296,5.92168241,0.00355615,1.33267744,0.71148221,0.29221157,2.56151456,2.11401034,0.01665410,1.52435309
-5.81990995,5.88357428,0.00377104,1.28931541,0.73370714,0.29808726,2.53022694,2.05815367,0.01641155,1.56128546
-5.81390695,5.85721240,0.00400430,1.25084990,0.75602472,0.30374929,2.50160991,2.01100004,0.01624508,1.59857689
-5.80790395,5.84153284,0.00425204,1.21750211,0.77796504,0.30908318,2.47608212,1.97253497,0.01614602,1.63533566
-5.80190095,5.83506876,0.00451025,1.18936283,0.79902616,0.31396528,2.45388571,1.94254305,0.01610589,1.67061087
-5.79589795,5.83602996,0.00477482,1.16640573,0.81868880,0.31826692,2.43509567,1.92064032,0.01611644,1.70341995
-5.78989495,5.84239789,0.00504181,1.14850419,0.83643288,0.32185951,2.41963806,1.90631166,0.01616977,1.73278003
-5.78389195,5.85203154,0.00530749,1.13545114,0.85175494,0.32462004,2.40731606,1.89895113,0.01625852,1.75774166
-5.77788894,5.86277904,0.00556859,1.12698050,0.86418617,0.32643695,2.39784202,1.89790327,0.01637605,1.77742362
-5.77188594,5.87258919,0.00582240,1.12278909,0.87330983,0.32721582,2.39087318,1.90250320,0.01651670,1.79104715
-5.76588294,5.87961691,0.00606690,1.12255788,0.87877754,0.32688479,2.38604901,1.91211343,0.01667603,1.79796774
-5.75987994,5.88231700,0.00630089,1.12597118,0.88032356,0.32539914,2.38302714,1.92615549,0.01685103,1.79770299
-5.75387694,5.87952081,0.00652409,1.13273291,0.87777622,0.32274488,2.38151592,1.94413463,0.01704036,1.78995488
-5.74787394,5.87049144,0.00673714,1.14257889,0.87106603,0.31894109,2.38130092,1.96565641,0.01724443,1.77462526
-5.74187094,5.85495434,0.00694162,1.15528457,0.86022991,0.31404080,2.38226388,1.99043427,0.01746550,1.75182347
-5.73586793,5.83310124,0.00714003,1.17066775,0.84541129,0.30813035,2.38439250,2.01828780,0.01770761,1.72186559
-5.72986493,5.80556723,0.00733567,1.18858639,0.82685600,0.30132715,2.38778058,2.04913193,0.01797646,1.68526516
-5.72386193,5.77338207,0.00753252,1.20893157,0.80490409,0.29377600,2.39261833,2.08295786,0.01827914,1.64271566
-5.71785893,5.73789854,0.00773503,1.23161635,0.77997790,0.28564405,2.39917359,2.11980698,0.01862377,1.59506543
-5.71185593,5.70070177,0.00794793,1.25656141,0.75256694,0.27711468,2.40776512,2.15973960,0.01901904,1.54328626
-5.70585293,5.66350498,0.00817595,1.28367842,0.72321025,0.26838056,2.41872992,2.20280050,0.01947368,1.48843698
-5.69984992,5.62803737,0.00842355,1.31285261,0.69247706,0.25963621,2.43238665,2.24898370,0.01999584,1.43162384
-5.69384692,5.59593077,0.00869465,1.34392572,0.66094662,0.25107047,2.44899789,2.29819877,0.02059246,1.37395952
-5.68784392,5.56861154,0.00899234,1.37668074,0.62918818,0.24285912,2.46873362,2.35024096,0.02126868,1.31652258
-5.68184092,5.54720372,0.00931862,1.41082965,0.59774185,0.23515821,2.49163865,2.40476739,0.02202720,1.26031934
-5.67583792,5.53244906,0.00967419,1.44600519,0.56710139,0.22809814,2.51760620,2.46128080,0.02286781,1.20624973
-5.66983492,5.52464821,0.01005827,1.48175746,0.53769942,0.22177906,2.54635953,2.51912230,0.02378694,1.15507876
-5.66383192,5.52362629,0.01046847,1.51755575,0.50989577,0.21626750,2.57744320,2.57747377,0.02477744,1.10741461
-5.65782891,5.52872461,0.01090077,1.55279592,0.48396931,0.21159462,2.61022450,2.63537000,0.02582841,1.06369416
-5.65182591,5.53881878,0.01134952,1.58681293,0.46011354,0.20775601,2.64390564,2.69172030,0.02692532,1.02417657
-5.64582291,5.55236215,0.01180758,1.61889816,0.43843592,0.20471306,2.67754598,2.74533830,0.02805020,0.98894475
-5.63981991,5.56745202,0.01226647,1.64832056,0.41896086,0.20239582,2.71009352,2.79497880,0.02918214,0.95791449
-5.63381691,5.58191508,0.01271664,1.67435085,0.40163609,0.20070723,2.74042423,2.83937968,0.03029786,0.93085060
-5.62781391,5.59340771,0.01314780,1.69628727,0.38634196,0.19952850,2.76738729,2.87730677,0.03137244,0.90738909
-5.62181091,5.59952595,0.01354925,1.71348199,0.37290314,0.19872532,2.78985426,2.90759970,0.03238029,0.88706418
-5.61580790,5.59792005,0.01391032,1.72536663,0.36110210,0.19815474,2.80676992,2.92921644,0.03329601,0.86933887
-5.60980490,5.58640808,0.01422077,1.73147595,0.35069376,0.19767231,2.81720264,2.94127459,0.03409552,0.85363752
-5.60380190,5.56308395,0.01447120,1.73146859,0.34142056,0.19713924,2.82039212,2.94308771,0.03475696,0.83937907
-5.59779890,5.52641501,0.01465347,1.72514400,0.33302734,0.19642925,2.81579266,2.93419523,0.03526178,0.82600947
-5.59179590,5.47532588,0.01476102,1.71245512,0.32527550,0.19543480,2.80311035,2.91438501,0.03559555,0.81303193
-5.58579290,5.40926523,0.01478921,1.69351624,0.31795570,0.19407252,2.78233292,2.88370784,0.03574874,0.80003405
-5.57978989,5.32825375,0.01473555,1.66860597,0.31089893,0.19228765,2.75375121,2.84248363,0.03571735,0.78671059
-5.57378689,5.23291205,0.01459982,1.63816545,0.30398535,0.19005726,2.71797183,2.79129948,0.03550330,0.77288140
-5.56778389,5.12446812,0.01438420,1.60279190,0.29715087,0.18739222,2.67592052,2.73100003,0.03511464,0.75850389
-5.56178089,5.00474488,0.01409321,1.56322796,0.29039114,0.18433788,2.62883634,2.66267060,0.03456558,0.74367988
-5.55577789,4.87612871,0.01373364,1.52034727,0.28376319,0.18097343,2.57825682,2.58761408,0.03387630,0.72865669
-5.54977489,4.74152069,0.01331438,1.47513671,0.27738449,0.17741008,2.52599443,2.50732243,0.03307252,0.71382278
-5.54377189,4.60427229,0.01284615,1.42867597,0.27142980,0.17378808,2.47410495,2.42344362,0.03218497,0.69969824
-5.53776888,4.46810771,0.01234121,1.38211481,0.26612595,0.17027275,2.42484836,2.33774498,0.03124872,0.68692066
-5.53176588,4.33703524,0.01181302,1.33664862,0.26174481,0.16704978,2.38064292,2.25207395,0.03030227,0.67622696
-5.52576288,4.21524983,0.01127589,1.29349262,0.25859478,0.16431980,2.34401320,2.16831680,0.02938677,0.66843201
-5.51975988,4.10702943,0.01074454,1.25385529,0.25701111,0.16229261,2.31753310,2.08835631,0.02854498,0.66440464
-5.51375688,4.01662726,0.01023376,1.21891122,0.25734532,0.16118112,2.30376464,2.01402908,0.02782040,0.66504183
-5.50775388,3.94816256,0.00975801,1.18977408,0.25995418,0.16119522,2.30519374,1.94708306,0.02725632,0.67124198
-5.50175088,3.90551202,0.00933109,1.16746986,0.26518842,0.16253588,2.32416421,1.88913623,0.02689493,0.68387772
-5.49574787,3.89220419,0.00896582,1.15291111,0.27338152,0.16538935,2.36281133,1.84163704,0.02677656,0.70376924
-5.48974487,3.91131948,0.00867373,1.14687257,0.28483887,0.16992198,2.42299670,1.80582751,0.02693894,0.73165857
-5.48374187,3.96539787,0.00846490,1.14996878,0.29982753,0.17627538,2.50624598,1.78270985,0.02741660,0.76818551
-5.47773887,4.05635689,0.00834767,1.16263446,0.31856676,0.18456234,2.61369145,1.77301751,0.02824035,0.81386581
-5.47173587,4.18542231,0.00832859,1.18510808,0.34121966,0.19486334,2.74602136,1.77719169,0.02943688,0.86907201
-5.46573287,4.35307377,0.00841229,1.21741961,0.36788602,0.20722391,2.90343811,1.79536417,0.03102847,0.93401749
-5.45972986,4.55900747,0.00860137,1.25938281,0.39859651,0.22165268,3.08562702,1.82734752,0.03303279,1.00874411
-5.45372686,4.80211798,0.00889647,1.31059292,0.43330845,0.23812034,3.29173757,1.87263328,0.03546278,1.09311383
-5.44772386,5.08050050,0.00929622,1.37042998,0.47190327,0.25655932,3.52037844,1.93039888,0.03832663,1.18680460
-5.44172086,5.39147457,0.00979731,1.43806831,0.51418565,0.27686439,3.76962752,1.99952362,0.04162785,1.28931072
-5.43571786,5.73162971,0.01039457,1.51249205,0.55988451,0.29889402,4.03705736,2.07861362,0.04536540,1.39994780
-5.42971486,6.09689249,0.01108108,1.59251682,0.60865587,0.32247249,4.31977609,2.16603573,0.04953384,1.51786234
-5.42371186,6.48261385,0.01184827,1.67681692,0.66008738,0.34739288,4.61448309,2.25995934,0.05412367,1.64204583
-5.41770885,6.88367478,0.01268611,1.76395760,0.71370467,0.37342065,4.91753823,2.35840540,0.05912158,1.77135309
-5.41170585,7.29460736,0.01358330,1.85243122,0.76897925,0.40029794,5.22504252,2.45930085,0.06451090,1.90452448
-5.40570285,7.70972770,0.01452741,1.94069645,0.82533772,0.42774843,5.53292791,2.56053690,0.07027195,2.04021145
-5.39969985,8.12327649,0.01550515,2.02721887,0.88217227,0.45548276,5.83705297,2.66002905,0.07638260,2.17700479
-5.39369685,8.52956239,0.01650263,2.11051169,0.93885192,0.48320429,6.13330125,2.75577653,0.08281878,2.31346473
-5.38769385,8.92310339,0.01750554,2.18917500,0.99473444,0.51061524,6.41767873,2.84591896,0.08955498,2.44815207
-5.38169085,9.29876094,0.01849949,2.26193192,1.04917845,0.53742288,6.68640671,2.92878794,0.09656492,2.57965951
-5.37568784,9.65186213,0.01947027,2.32766048,1.10155547,0.56334589,6.93600695,3.00295140,0.10382205,2.70664191
-5.36968484,9.97830535,0.02040411,2.38541974,1.15126156,0.58812047,7.16337589,3.06724902,0.11130013,2.82784492
-5.36368184,10.27464575,0.02128797,2.43446928,1.19772825,0.61150623,7.36584547,3.12081712,0.11897373,2.94213072
-5.35767884,10.53815760,0.02210981,2.47428143,1.24043250,0.63329149,7.54122879,3.16310229,0.12681868,3.04850031
-5.35167584,10.76687139,0.02285884,2.50454577,1.27890544,0.65329810,7.68784940,3.19386305,0.13481236,3.14611147
