energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,Ta_p_up,Ta_d_up
-5.64582291,3.19142150,0.16599371,0.30549349,1.87657841,0.00000000,1.20305799,1.90281609
-5.63981991,3.31199733,0.17601861,0.31395478,1.94551839,0.00000000,1.26096740,1.96651186
-5.63381691,3.42677994,0.18562377,0.32193102,2.01116192,0.00000000,1.31741760,2.02696619
-5.62781391,3.53390670,0.19465498,0.32926859,2.07251033,0.00000000,1.37154115,2.08324625
-5.62181091,3.63154501,0.20295995,0.33581921,2.12857520,0.00000000,1.42245347,2.13443226
-5.61580790,3.71793583,0.21039243,0.34144367,2.17840052,0.00000000,1.46927361,2.17963747
-5.60980490,3.79143836,0.21681630,0.34601569,2.22108587,0.00000000,1.51114647,2.21802907
-5.60380190,3.85057463,0.22210959,0.34942571,2.25581014,0.00000000,1.54726604,2.24884954
-5.59779890,3.89407263,0.22616822,0.35158454,2.28185501,0.00000000,1.57689877,2.27143792
-5.59179590,3.92090631,0.22890926,0.35242674,2.29862747,0.00000000,1.59940607,2.28525021
-5.58579290,3.93033107,0.23027363,0.35191360,2.30568046,0.00000000,1.61426525,2.28987835
-5.57978989,3.92191307,0.23022804,0.35003561,2.30273075,0.00000000,1.62108770,2.28506678
-5.57378689,3.89555115,0.22876618,0.34681427,2.28967328,0.00000000,1.61963381,2.27072605
-5.56778389,3.85149002,0.22590901,0.34230317,2.26659117,0.00000000,1.60982351,2.24694255
-5.56178089,3.79032410,0.22170415,0.33658817,2.23376074,0.00000000,1.59174228,2.21398386
-5.55577789,3.71299118,0.21622446,0.32978670,2.19165114,0.00000000,1.56564183,2.17229912
-5.54977489,3.62075595,0.20956583,0.32204606,2.14091822,0.00000000,1.53193572,2.12251424
-5.54377189,3.51518344,0.20184417,0.31354079,2.08239268,0.00000000,1.49118957,2.06542165
-5.53776888,3.39810317,0.19319199,0.30446901,2.01706256,0.00000000,1.44410647,2.00196470
-5.53176588,3.27156479,0.18375443,0.29504797,1.94605062,0.00000000,1.39150800,1.93321703
-5.52576288,3.13778665,0.17368509,0.28550866,1.87058703,0.00000000,1.33431151,1.86035741
-5.51975988,2.99909886,0.16314181,0.27608987,1.79197839,0.00000000,1.27350449,1.78464060
-5.51375688,2.85788256,0.15228243,0.26703165,1.71157378,0.00000000,1.21011718,1.70736526
-5.50775388,2.71650742,0.14126090,0.25856846,1.63072920,0.00000000,1.14519415,1.62983975
-5.50175088,2.57726940,0.13022369,0.25092213,1.55077138,0.00000000,1.07976607,1.55334704
-5.49574787,2.44233060,0.11930670,0.24429495,1.47296213,0.00000000,1.01482264,1.47910977
-5.48974487,2.31366332,0.10863270,0.23886301,1.39846462,0.00000000,0.95128747,1.40825671
-5.48374187,2.19299995,0.09830943,0.23477009,1.32831247,0.00000000,0.88999587,1.34179178
-5.47773887,2.08179035,0.08842831,0.23212232,1.26338289,0.00000000,0.83167612,1.28056662
-5.47173587,1.98116799,0.07906371,0.23098377,1.20437465,0.00000000,0.77693478,1.22525781
-5.46573287,1.89192597,0.07027291,0.23137319,1.15179169,0.00000000,0.72624629,1.17634945
-5.45972986,1.81450357,0.06209648,0.23326215,1.10593289,0.00000000,0.67994720,1.13412190
-5.45372686,1.74898367,0.05455921,0.23657455,1.06688837,0.00000000,0.63823482,1.09864696
-5.44772386,1.69510126,0.04767134,0.24118774,1.03454250,0.00000000,0.60117032,1.06978978
-5.44172086,1.65226247,0.04143010,0.24693511,1.00858333,0.00000000,0.56868589,1.04721759
-5.43571786,1.61957359,0.03582148,0.25361033,0.98851831,0.00000000,0.54059549,1.03041474
-5.42971486,1.59587899,0.03082199,0.26097300,0.97369562,0.00000000,0.51660883,1.01870379
-5.42371186,1.57980662,0.02640063,0.26875557,0.96333033,0.00000000,0.49634779,1.01127168
-5.41770885,1.56981950,0.02252061,0.27667141,0.95653448,0.00000000,0.47936468,1.00720020
-5.41170585,1.56427132,0.01914118,0.28442365,0.95234993,0.00000000,0.46516169,1.00549950
-5.40570285,1.56146418,0.01621911,0.29171459,0.94978280,0.00000000,0.45321075,1.00514347
-5.39969985,1.55970650,0.01371019,0.29825520,0.94783810,0.00000000,0.44297314,1.00510561
-5.39369685,1.55736882,0.01157038,0.30377452,0.94555352,0.00000000,0.43391814,1.00439400
-5.38769385,1.55293577,0.00975683,0.30802840,0.94203079,0.00000000,0.42554022,1.00208409
-5.38169085,1.54505214,0.00822870,0.31080743,0.93646371,0.00000000,0.41737418,0.99734807
-5.37568784,1.53256169,0.00694778,0.31194355,0.92816188,0.00000000,0.40900781,0.98947977
-5.36968484,1.51453740,0.00587886,0.31131534,0.91656909,0.00000000,0.40009185,0.97791411
-5.36368184,1.49030226,0.00499004,0.30885150,0.90127613,0.00000000,0.39034698,0.96224073
-5.35767884,1.45944030,0.00425287,0.30453269,0.88202752,0.00000000,0.37956780,0.94221123
-5.35167584,1.42179778,0.00364229,0.29839161,0.85872218,0.00000000,0.36762392,0.91774009
-5.34567284,1.37747508,0.00313660,0.29051130,0.83140838,0.00000000,0.35445824,0.88889951
-5.33966983,1.32681010,0.00271730,0.28102200,0.80027334,0.00000000,0.34008284,0.85590868
-5.33366683,1.27035440,0.00236883,0.27009669,0.76562831,0.00000000,0.32457273,0.81911824
-5.32766383,1.20884365,0.00207838,0.25794559,0.72788987,0.00000000,0.30805796,0.77899082
-5.32166083,1.14316394,0.00183560,0.24481004,0.68755867,0.00000000,0.29071458,0.73607880
-5.31565783,1.07431598,0.00163235,0.23095604,0.64519649,0.00000000,0.27275498,0.69100040
-5.30965483,1.00337866,0.00146246,0.21666786,0.60140274,0.00000000,0.25441800,0.64441528
-5.30365183,0.93147399,0.00132147,0.20224206,0.55679160,0.00000000,0.23595941,0.59700066
-5.29764882,0.85973469,0.00120646,0.18798216,0.51197041,0.00000000,0.21764305,0.54942909
-5.29164582,0.78927588,0.00111585,0.17419427,0.46752046,0.00000000,0.19973305,0.50234861
-5.28564282,0.72117160,0.00104923,0.16118381,0.42398043,0.00000000,0.18248734,0.45636595
-5.27963982,0.65643693,0.00100730,0.14925337,0.38183322,0.00000000,0.16615260,0.41203324
-5.27363682,0.59601594,0.00099176,0.13870186,0.34149624,0.00000000,0.15096075,0.36983854
-5.26763382,0.54077516,0.00100523,0.12982454,0.30331515,0.00000000,0.13712690,0.33019995
-5.26163082,0.49150245,0.00105123,0.12291419,0.26756106,0.00000000,0.12484871,0.29346350
-5.25562781,0.44891020,0.00113420,0.11826275,0.23443084,0.00000000,0.11430690,0.25990410
-5.24962481,0.41364226,0.00125941,0.11616345,0.20405016,0.00000000,0.10566676,0.22972944
-5.24362181,0.38628314,0.00143306,0.11691285,0.17647870,0.00000000,0.09908023,0.20308591
-5.23761881,0.36736860,0.00166219,0.12081261,0.15171721,0.00000000,0.09468841,0.18006633
-5.23161581,0.35739616,0.00195473,0.12817046,0.12971564,0.00000000,0.09262409,0.16071843
-5.22561281,0.35683453,0.00231941,0.13930013,0.11038207,0.00000000,0.09301398,0.14505383
-5.21960980,0.36613075,0.00276575,0.15451983,0.09359176,0.00000000,0.09598043,0.13305670
-5.21360680,0.38571428,0.00330397,0.17414916,0.07919601,0.00000000,0.10164237,0.12469176
-5.20760380,0.41599720,0.00394481,0.19850411,0.06703050,0.00000000,0.11011537,0.11991105
-5.20160080,0.45737019,0.00469943,0.22789025,0.05692278,0.00000000,0.12151051,0.11865942
-5.19559780,0.51019412,0.00557916,0.26259399,0.04869880,0.00000000,0.13593232,0.12087817
-5.18959480,0.57478721,0.00659525,0.30287221,0.04218830,0.00000000,0.15347546,0.12650716
-5.18359180,0.65140835,0.00775856,0.34894034,0.03722903,0.00000000,0.17422054,0.13548507
-5.17758879,0.74023708,0.00907922,0.40095946,0.03366994,0.00000000,0.19822907,0.14774809
-5.17158579,0.84135118,0.01056627,0.45902285,0.03137314,0.00000000,0.22553772,0.16322723
-5.16558279,0.95470297,0.01222721,0.52314242,0.03021503,0.00000000,0.25615232,0.18184439
-5.15957979,1.08009553,0.01406764,0.59323588,0.03008648,0.00000000,0.29004171,0.20350766
-5.15357679,1.21716025,0.01609078,0.66911520,0.03089236,0.00000000,0.32713188,0.22810614
-5.14757379,1.36533696,0.01829711,0.75047706,0.03255036,0.00000000,0.36730065,0.25550464
-5.14157079,1.52385814,0.02068394,0.83689590,0.03498957,0.00000000,0.41037329,0.28553865
-5.13556778,1.69173837,0.02324510,0.92782030,0.03814856,0.00000000,0.45611929,0.31801004
-5.12956478,1.86777003,0.02597069,1.02257296,0.04197340,0.00000000,0.50425059,0.35268372
-5.12356178,2.05052628,0.02884680,1.12035486,0.04641557,0.00000000,0.55442147,0.38928566
-5.11755878,2.23837167,0.03185548,1.22025362,0.05142999,0.00000000,0.60623026,0.42750243
-5.11155578,2.42948083,0.03497472,1.32125609,0.05697310,0.00000000,0.65922292,0.46698256
-5.10555278,2.62186498,0.03817851,1.42226522,0.06300134,0.00000000,0.71289860,0.50733977
-5.09954977,2.81340607,0.04143712,1.52212050,0.06946984,0.00000000,0.76671698,0.54815804
-5.09354677,3.00189749,0.04471743,1.61962175,0.07633169,0.00000000,0.82010743,0.58899869
-5.08754377,3.18509064,0.04798341,1.71355547,0.08353758,0.00000000,0.87247970,0.62940902
-5.08154077,3.36074574,0.05119666,1.80272285,0.09103618,0.00000000,0.92323597,0.66893271
-5.07553777,3.52668558,0.05431717,1.88596871,0.09877505,0.00000000,0.97178389,0.70712128
-5.06953477,3.68085049,0.05730402,1.96221029,0.10670239,0.00000000,1.01755047,0.74354673
-5.06353177,3.82135275,0.06011630,2.03046500,0.11476945,0.00000000,1.05999624,0.77781466
-5.05752876,3.94652885,0.06271397,2.08987616,0.12293383,0.00000000,1.09862963,0.80957766
-5.05152576,4.05498785,0.06505884,2.13973596,0.13116341,0.00000000,1.13302085,0.83854850
-5.04552276,4.14565440,0.06711545,2.17950474,0.13944122,0.00000000,1.16281533,0.86451282
-5.03951976,4.21780504,0.06885204,2.20882620,0.14777087,0.00000000,1.18774598,0.88734072
-5.03351676,4.27109672,0.07024138,2.22753781,0.15618260,0.00000000,1.20764430,0.90699717
-5.02751376,4.30558666,0.07126161,2.23567645,0.16473981,0.00000000,1.22244973,0.92355064
-5.02151076,4.32174300,0.07189684,2.23347885,0.17354579,0.00000000,1.23221717,0.93717989
-5.01550775,4.32044579,0.07213783,2.22137705,0.18275045,0.00000000,1.23712232,0.94817847
-5.00950475,4.30297852,0.07198228,2.19998912,0.19255682,0.00000000,1.23746462,0.95695684
-5.00350175,4.27101000,0.07143519,2.17010534,0.20322682,0.00000000,1.23366761,0.96404196
-4.99749875,4.22656733,0.07050886,2.13267036,0.21508610,0.00000000,1.22627649,0.97007409
-4.99149575,4.17200026,0.06922283,2.08876198,0.22852739,0.00000000,1.21595283,0.97580083
-4.98549275,4.10993784,0.06760355,2.03956706,0.24401193,0.00000000,1.20346631,0.98206825
-4.97948974,4.04323811,0.06568395,1.98635535,0.26206867,0.00000000,1.18968345,0.98980907
-4.97348674,3.97493178,0.06350278,1.93045178,0.28329057,0.00000000,1.17555337,1.00002787
-4.96748374,3.90816085,0.06110383,1.87320812,0.30832780,0.00000000,1.16209064,1.01378333
-4.96148074,3.84611336,0.05853498,1.81597453,0.33787735,0.00000000,1.15035545,1.03216754
-4.95547774,3.79195513,0.05584719,1.76007163,0.37266895,0.00000000,1.14143125,1.05628238
-4.94947474,3.74875980,0.05309341,1.70676380,0.41344705,0.00000000,1.13640021,1.08721332
-4.94347174,3.71943815,0.05032736,1.65723410,0.46094891,0.00000000,1.13631694,1.12600063
-4.93746873,3.70666800,0.04760238,1.61256125,0.51587925,0.00000000,1.14218101,1.17360853
-4.93146573,3.71282598,0.04497029,1.57369916,0.57888155,0.00000000,1.15490873,1.23089277
-4.92546273,3.73992234,0.04248020,1.54145918,0.65050705,0.00000000,1.17530509,1.29856716
-4.91945973,3.78954047,0.04017751,1.51649542,0.73118218,0.00000000,1.20403662,1.37717006
-4.91345673,3.86278262,0.03810296,1.49929320,0.82117554,0.00000000,1.24160590,1.46703170
-4.90745373,3.96022338,0.03629176,1.49016100,0.92056606,0.00000000,1.28832895,1.56824371
-4.90145073,4.08187297,0.03477295,1.48922580,1.02921364,0.00000000,1.34431631,1.68063197
-4.89544772,4.22715188,0.03356884,1.49643208,1.14673396,0.00000000,1.40945881,1.80373450
-4.88944472,4.39487886,0.03269469,1.51154456,1.27247930,0.00000000,1.48341916,1.93678572
-4.88344172,4.58327391,0.03215853,1.53415469,1.40552680,0.00000000,1.56563008,2.07870870
-4.87743872,4.78997779,0.03196121,1.56369105,1.54467569,0.00000000,1.65529964,2.22811663
-4.87143572,5.01208901,0.03209658,1.59943352,1.68845470,0.00000000,1.75142456,2.38332481
-4.86543272,5.24621922,0.03255191,1.64053143,1.83514032,0.00000000,1.85281144,2.54237382
-4.85942971,5.48856669,0.03330851,1.68602524,1.98278645,0.00000000,1.95810589,2.70306435
-4.85342671,5.73500719,0.03434241,1.73487178,2.12926493,0.00000000,2.06582913,2.86300340
-4.84742371,5.98120067,0.03562533,1.78597243,2.27231652,0.00000000,2.17442109,3.01966122
-4.84142071,6.22271101,0.03712563,1.83820383,2.40961049,0.00000000,2.28228877,3.17043760
-4.83541771,6.45513545,0.03880948,1.89045029,2.53881133,0.00000000,2.38785805,3.31273538
-4.82941471,6.67423926,0.04064194,1.94163689,2.65764965,0.00000000,2.48962709,3.44403881
-4.82341171,6.87609063,0.04258818,1.99076237,2.76399475,0.00000000,2.58621886,3.56199363
-4.81740870,7.05719020,0.04461458,2.03693032,2.85592556,0.00000000,2.67643044,3.66448546
-4.81140570,7.21458934,0.04668974,2.07937760,2.93179670,0.00000000,2.75927661,3.74971313
-4.80540270,7.34599161,0.04878541,2.11749842,2.99029667,0.00000000,2.83402536,3.81625316
-4.79939970,7.44983197,0.05087719,2.15086301,3.03049515,0.00000000,2.90022323,3.86311242
-4.79339670,7.52532920,0.05294505,2.17922959,3.05187709,0.00000000,2.95770880,3.88976590
-4.78739370,7.57250816,0.05497355,2.20254887,3.05436173,0.00000000,3.00661319,3.89617746
-4.78139070,7.59218973,0.05695187,2.22096040,3.03830548,0.00000000,3.04734711,3.88280218
-4.77538769,7.58594789,0.05887352,2.23478068,3.00448834,0.00000000,3.08057457,3.85056963
-4.76938469,7.55603511,0.06073579,2.24448310,2.95408443,0.00000000,3.10717436,3.80084861
-4.76338169,7.50527895,0.06253901,2.25067050,2.88861786,0.00000000,3.12819078,3.73539472
-4.75737869,7.43695411,0.06428555,2.25404138,2.80990617,0.00000000,3.14477602,3.65628290
-4.75137569,7.35463585,0.06597882,2.25535120,2.71999377,0.00000000,3.15812699,3.56582813
-4.74537269,7.26204165,0.06762202,2.25537071,2.62107874,0.00000000,3.16941977,3.46649785
-4.73936968,7.16286848,0.06921703,2.25484318,2.51543615,0.00000000,3.17974514,3.36082019
-4.73336668,7.06063380,0.07076335,2.25444273,2.40534149,0.00000000,3.19004840,3.25129215
-4.72736368,6.95852763,0.07225713,2.25473599,2.29299753,0.00000000,3.20107689,3.14029206
-4.72136068,6.85928302,0.07369051,2.25614901,2.18046755,0.00000000,3.21333773,3.02999999
-4.71535768,6.76507073,0.07505115,2.25894112,2.06961773,0.00000000,3.22706821,2.92232966
-4.70935468,6.67742294,0.07632212,2.26318728,1.96207053,0.00000000,3.24222020,2.81887441
-4.70335168,6.59718921,0.07748209,2.26876973,1.85917051,0.00000000,3.25845944,2.72086936
-4.69734867,6.52452576,0.07850585,2.27537947,1.76196335,0.00000000,3.27517960,2.62917050
-4.69134567,6.45891817,0.07936517,2.28252747,1.67118804,0.00000000,3.29153028,2.54425127
-4.68534267,6.39923506,0.08002986,2.28956495,1.58728158,0.00000000,3.30645743,2.46621559
-4.67933967,6.34380948,0.08046911,2.29571182,1.51039519,0.00000000,3.31875391,2.39482613
-4.67333667,6.29054298,0.08065293,2.30009168,1.44042026,0.00000000,3.32711769,2.32954561
-4.66733367,6.23702686,0.08055364,2.30177166,1.37702223,0.00000000,3.33021459,2.26958854
-4.66133067,6.18067396,0.08014733,2.29980512,1.31968023,0.00000000,3.32674260,2.21398043
-4.65532766,6.11885467,0.07941526,2.29327513,1.26773029,0.00000000,3.31549459,2.16162133
-4.64932466,6.04903060,0.07834503,2.28133675,1.22040995,0.00000000,3.29541678,2.11135063
-4.64332166,5.96887993,0.07693148,2.26325606,1.17690227,0.00000000,3.26566033,2.06201012
-4.63731866,5.87640932,0.07517736,2.23844448,1.13637749,0.00000000,3.22562403,2.01250260
-4.63131566,5.77004791,0.07309364,2.20648674,1.09803082,0.00000000,3.17498668,1.96184387
-4.62531266,5.64872046,0.07069945,2.16716179,1.06111517,0.00000000,3.11372811,1.90920624
-4.61930965,5.51189750,0.06802174,2.12045574,1.02496811,0.00000000,3.04213856,1.85395237
-4.61330665,5.35962162,0.06509460,2.06656674,0.98903248,0.00000000,2.96081648,1.79565867
-4.60730365,5.19251040,0.06195834,2.00590185,0.95287059,0.00000000,2.87065545,1.73412822
-4.60130065,5.01173700,0.05865834,1.93906650,0.91617211,0.00000000,2.77282116,1.66939333
-4.59529765,4.81899081,0.05524376,1.86684706,0.87875610,0.00000000,2.66871981,1.60170871
-4.58929465,4.61642083,0.05176619,1.79018770,0.84056770,0.00000000,2.55995953,1.53153623
-4.58329165,4.40656504,0.04827821,1.71016259,0.80167033,0.00000000,2.44830622,1.45952261
-4.57728864,4.19226945,0.04483207,1.62794468,0.76223408,0.00000000,2.33563582,1.38647174
-4.57128564,3.97660030,0.04147847,1.54477230,0.72252137,0.00000000,2.22388435,1.31331306
-4.56528264,3.76275315,0.03826542,1.46191489,0.68287055,0.00000000,2.11499745,1.24106776
-4.55927964,3.55396209,0.03523732,1.38063897,0.64367852,0.00000000,2.01088076,1.17081424
-4.55327664,3.35341207,0.03243427,1.30217547,0.60538285,0.00000000,1.91335245,1.10365429
-4.54727364,3.16415717,0.02989150,1.22768926,0.56844437,0.00000000,1.82409903,1.04068118
-4.54127064,2.98904667,0.02763912,1.15825183,0.53333060,0.00000000,1.74463536,0.98295056
-4.53526763,2.83066093,0.02570198,1.09481760,0.50050057,0.00000000,1.67626975,0.93145497
-4.52926463,2.69125801,0.02409971,1.03820436,0.47039129,0.00000000,1.62007472,0.88710241
-4.52326163,2.57273201,0.02284701,0.98907828,0.44340611,0.00000000,1.57686412,0.85069920
-4.51725863,2.47658331,0.02195388,0.94794347,0.41990513,0.00000000,1.54717690,0.82293713
-4.51125563,2.40390072,0.02142613,0.91513629,0.40019751,0.00000000,1.53126794,0.80438478
-4.50525263,2.35535513,0.02126584,0.89082422,0.38453575,0.00000000,1.52910597,0.79548257
-4.49924962,2.33120402,0.02147183,0.87500916,0.37311171,0.00000000,1.54037882,0.79654126
-4.49324662,2.33130576,0.02204027,0.86753482,0.36605431,0.00000000,1.56450561,0.80774315
-4.48724362,2.35514270,0.02296509,0.86809777,0.36342846,0.00000000,1.60065569,0.82914565
-4.48124062,2.40185162,0.02423852,0.87626174,0.36523530,0.00000000,1.64777388,0.86068643
-4.47523762,2.47026019,0.02585148,0.89147454,0.37141339,0.00000000,1.70461116,0.90218981
-4.46923462,2.55892789,0.02779393,0.91308709,0.38184066,0.00000000,1.76975997,0.95337371
-4.46323162,2.66618979,0.03005524,0.94037374,0.39633704,0.00000000,1.84169303,1.01385691
-4.45722861,2.79020181,0.03262433,0.97255339,0.41466769,0.00000000,1.91880450,1.08316616
-4.45122561,2.92898579,0.03548991,1.00881063,0.43654663,0.00000000,1.99945203,1.16074303
-4.44522261,3.08047310,0.03864058,1.04831614,0.46164092,0.00000000,2.08199833,1.24595032
-4.43921961,3.24254551,0.04206479,1.09024596,0.48957524,0.00000000,2.16485092,1.33807796
-4.43321661,3.41307233,0.04575091,1.13379885,0.51993702,0.00000000,2.24649868,1.43634858
-4.42721361,3.58994296,0.04968708,1.17821139,0.55228200,0.00000000,2.32554404,1.53992274
-4.42121061,3.77109424,0.05386108,1.22277046,0.58614042,0.00000000,2.40072982,1.64790416
-4.41520760,3.95453244,0.05826012,1.26682277,0.62102368,0.00000000,2.47096003,1.75934504
-4.40920460,4.13834971,0.06287064,1.30978150,0.65643167,0.00000000,2.53531412,1.87325185
-4.40320160,4.32073540,0.06767799,1.35112995,0.69186038,0.00000000,2.59305472,1.98859163
-4.39719860,4.49998257,0.07266611,1.39042247,0.72681010,0.00000000,2.64362888,2.10429933
-4.39119560,4.67449053,0.07781723,1.42728279,0.76079369,0.00000000,2.68666341,2.21928595
-4.38519260,4.84276419,0.08311152,1.46140040,0.79334502,0.00000000,2.72195506,2.33244800
-4.37918959,5.00341111,0.08852672,1.49252517,0.82402717,0.00000000,2.74945632,2.44267800
-4.37318659,5.15513743,0.09403791,1.52046088,0.85244027,0.00000000,2.76925820,2.54887618
-4.36718359,5.29674349,0.09961719,1.54505810,0.87822872,0.00000000,2.78157073,2.64996326
-4.36118059,5.42712016,0.10523356,1.56620700,0.90108747,0.00000000,2.78670269,2.74489406
-4.35517759,5.54524673,0.11085278,1.58383047,0.92076726,0.00000000,2.78504139,2.83267185
-4.34917459,5.65019091,0.11643749,1.59787803,0.93707865,0.00000000,2.77703343,2.91236308
-4.34317159,5.74111151,0.12194737,1.60832085,0.94989464,0.00000000,2.76316749,2.98311231
-4.33716858,5.81726411,0.12733951,1.61514807,0.95915195,0.00000000,2.74395937,3.04415686
-4.33116558,5.87800964,0.13256898,1.61836461,0.96485092,0.00000000,2.71994005,3.09484112
-4.32516258,5.92282593,0.13758958,1.61799053,0.96705412,0.00000000,2.69164668,3.13462984
-4.31915958,5.95132171,0.14235480,1.61406179,0.96588385,0.00000000,2.65961680,3.16312051
-4.31315658,5.96325259,0.14681892,1.60663239,0.96151870,0.00000000,2.62438541,3.18005410
-4.30715358,5.95853828,0.15093836,1.59577768,0.95418934,0.00000000,2.58648487,3.18532410
