energy_ev,total_up,Cu_p_up,Cu_d_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up
-6.00000000,1.64428272,0.27969573,0.28918254,0.02257640,0.00031976,0.04137580,1.40030870
-5.99399700,1.63046350,0.27127806,0.28355339,0.02296358,0.00030318,0.04100904,1.39659840
-5.98799400,1.61390058,0.26260645,0.27749094,0.02331726,0.00028744,0.04056761,1.39040995
-5.98199100,1.59455105,0.25370105,0.27100709,0.02363071,0.00027266,0.04004417,1.38164370
-5.97598799,1.57247578,0.24459627,0.26413070,0.02389894,0.00025891,0.03943478,1.37029403
-5.96998499,1.54783807,0.23534007,0.25690737,0.02411874,0.00024629,0.03873897,1.35644852
-5.96398199,1.52089703,0.22599261,0.24939844,0.02428869,0.00023486,0.03795981,1.34028215
-5.95797899,1.49199611,0.21662406,0.24167918,0.02440910,0.00022468,0.03710362,1.32204720
-5.95197599,1.46154780,0.20731210,0.23383636,0.02448175,0.00021581,0.03617970,1.30205953
-5.94597299,1.43001545,0.19813888,0.22596535,0.02450973,0.00020827,0.03519989,1.28068230
-5.93996998,1.39789340,0.18918795,0.21816690,0.02449711,0.00020212,0.03417804,1.25830824
-5.93396698,1.36568684,0.18054119,0.21054386,0.02444864,0.00019736,0.03312943,1.23534153
-5.92796398,1.33389235,0.17227589,0.20319791,0.02436945,0.00019404,0.03207019,1.21218065
-5.92196098,1.30298050,0.16446227,0.19622660,0.02426478,0.00019216,0.03101668,1.18920289
-5.91595798,1.27338110,0.15716141,0.18972072,0.02413967,0.00019174,0.02998495,1.16675163
-5.90995498,1.24547203,0.15042377,0.18376222,0.02399881,0.00019279,0.02899022,1.14512684
-5.90395198,1.21957170,0.14428825,0.17842260,0.02384639,0.00019531,0.02804648,1.12457906
-5.89794897,1.19593539,0.13878186,0.17376186,0.02368595,0.00019930,0.02716613,1.10530704
-5.89194597,1.17475518,0.13391994,0.16982805,0.02352043,0.00020475,0.02635967,1.08745876
-5.88594297,1.15616294,0.12970673,0.16665717,0.02335213,0.00021165,0.02563562,1.07113531
-5.87993997,1.14023584,0.12613646,0.16427356,0.02318284,0.00021997,0.02500033,1.05639710
-5.87393697,1.12700355,0.12319452,0.16269052,0.02301386,0.00022968,0.02445798,1.04327161
-5.86793397,1.11645626,0.12085886,0.16191113,0.02284621,0.00024072,0.02401058,1.03176194
-5.86193097,1.10855295,0.11910140,0.16192913,0.02268068,0.00025304,0.02365805,1.02185526
-5.85592796,1.10322899,0.11788933,0.16272987,0.02251804,0.00026654,0.02339828,1.01353064
-5.84992496,1.10040277,0.11718632,0.16429116,0.02235911,0.00028112,0.02322726,1.00676557
-5.84392196,1.09998079,0.11695353,0.16658402,0.02220490,0.00029664,0.02313913,1.00154088
-5.83791896,1.10186122,0.11715043,0.16957332,0.02205674,0.00031295,0.02312639,0.99784366
-5.83191596,1.10593592,0.11773541,0.17321839,0.02191642,0.00032986,0.02317996,0.99566845
-5.82591296,1.11209098,0.11866623,0.17747351,0.02178624,0.00034716,0.02328939,0.99501644
-5.81990995,1.12020632,0.11990036,0.18228832,0.02166928,0.00036461,0.02344296,0.99589330
-5.81390695,1.13015446,0.12139522,0.18760837,0.02156948,0.00038194,0.02362794,0.99830576
-5.80790395,1.14179912,0.12310839,0.19337559,0.02149194,0.00039888,0.02383075,1.00225733
-5.80190095,1.15499387,0.12499792,0.19952894,0.02144321,0.00041513,0.02403729,1.00774379
-5.79589795,1.16958115,0.12702253,0.20600503,0.02143161,0.00043038,0.02423319,1.01474845
-5.78989495,1.18539194,0.12914210,0.21273894,0.02146768,0.00044432,0.02440417,1.02323784
-5.78389195,1.20224617,0.13131806,0.21966501,0.02156465,0.00045668,0.02453640,1.03315774
-5.77788894,1.21995372,0.13351399,0.22671769,0.02173896,0.00046715,0.02461691,1.04442995
-5.77188594,1.23831605,0.13569614,0.23383233,0.02201082,0.00047550,0.02463400,1.05694954
-5.76588294,1.25712817,0.13783410,0.24094587,0.02240476,0.00048151,0.02457759,1.07058294
-5.75987994,1.27618075,0.13990134,0.24799745,0.02295016,0.00048501,0.02443962,1.08516640
-5.75387694,1.29526199,0.14187568,0.25492874,0.02368172,0.00048587,0.02421438,1.10050516
-5.74787394,1.31415935,0.14373970,0.26168416,0.02463977,0.00048402,0.02389876,1.11637297
-5.74187094,1.33266063,0.14548092,0.26821080,0.02587054,0.00047947,0.02349240,1.13251222
-5.73586793,1.35055464,0.14709191,0.27445828,0.02742612,0.00047224,0.02299782,1.14863444
-5.72986493,1.36763146,0.14857011,0.28037831,0.02936432,0.00046246,0.02242037,1.16442168
-5.72386193,1.38368233,0.14991758,0.28592435,0.03174818,0.00045029,0.02176810,1.17952850
-5.71785893,1.39849958,0.15114057,0.29105115,0.03464529,0.00043592,0.02105159,1.19358512
-5.71185593,1.41187682,0.15224899,0.29571445,0.03812677,0.00041962,0.02028355,1.20620174
-5.70585293,1.42360973,0.15325584,0.29987090,0.04226609,0.00040166,0.01947849,1.21697430
-5.69984992,1.43349767,0.15417656,0.30347817,0.04713745,0.00038237,0.01865220,1.22549167
-5.69384692,1.44134645,0.15502855,0.30649541,0.05281417,0.00036206,0.01782125,1.23134448
-5.68784392,1.44697228,0.15583056,0.30888407,0.05936672,0.00034106,0.01700250,1.23413528
-5.68184092,1.45020689,0.15660238,0.31060898,0.06686070,0.00031969,0.01621249,1.23348992
-5.67583792,1.45090374,0.15736449,0.31163981,0.07535481,0.00029828,0.01546698,1.22906973
-5.66983492,1.44894492,0.15813790,0.31195261,0.08489873,0.00027709,0.01478048,1.22058404
