energy_ev,total_up,Ge_p_up,Ge_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-6.00000000,6.99964960,1.96008421,0.00000000,3.03083662,4.47667012,1.15397370,0.00000000
-5.99399700,7.00256327,1.97006644,0.00000000,3.06857646,4.46876740,1.14669770,0.00000000
-5.98799400,6.97802031,1.97027516,0.00000000,3.09576074,4.44223038,1.13694140,0.00000000
-5.98199100,6.92589040,1.96063192,0.00000000,3.11183575,4.39716329,1.12461754,0.00000000
-5.97598799,6.84673197,1.94129960,0.00000000,3.11645355,4.33415746,1.10970705,0.00000000
-5.96998499,6.74176542,1.91267053,0.00000000,3.10947254,4.25426814,1.09226093,0.00000000
-5.96398199,6.61282379,1.87534731,0.00000000,3.09095245,4.15897515,1.07239977,0.00000000
-5.95797899,6.46228352,1.83011720,0.00000000,3.06114413,4.05012906,1.05031079,0.00000000
-5.95197599,6.29297845,1.77792137,0.00000000,3.02047493,3.92988555,1.02624279,0.00000000
-5.94597299,6.10810104,1.71982041,0.00000000,2.96953029,3.80063080,1.00049902,0.00000000
-5.93996998,5.91109521,1.65695780,0.00000000,2.90903257,3.66490113,0.97342858,0.00000000
-5.93396698,5.70554505,1.59052264,0.00000000,2.83981794,3.52530037,0.94541646,0.00000000
-5.92796398,5.49506419,1.52171324,0.00000000,2.76281227,3.38441815,0.91687274,0.00000000
-5.92196098,5.28318976,1.45170295,0.00000000,2.67900674,3.24475246,0.88822132,0.00000000
-5.91595798,5.07328478,1.38160921,0.00000000,2.58943414,3.10863901,0.85988858,0.00000000
-5.90995498,4.86845210,1.31246677,0.00000000,2.49514626,2.97818997,0.83229233,0.00000000
-5.90395198,4.67146241,1.24520582,0.00000000,2.39719307,2.85524369,0.80583129,0.00000000
-5.89794897,4.48469771,1.18063522,0.00000000,2.29660395,2.74132671,0.78087548,0.00000000
-5.89194597,4.31011154,1.11943108,0.00000000,2.19437135,2.63762864,0.75775774,0.00000000
-5.88594297,4.14920576,1.06213059,0.00000000,2.09143697,2.54498991,0.73676642,0.00000000
-5.87993997,4.00302365,1.00913072,0.00000000,1.98868056,2.46390194,0.71813960,0.00000000
-5.87393697,3.87215816,0.96069143,0.00000000,1.88691134,2.39451884,0.70206069,0.00000000
