energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.80790395,2.29125987,-2.71310067,0.02729395,-0.02163685,0.02419202,-0.04197402,2.43496104,-3.29498369,0.67193508,-0.76692987,0.04215927,-0.02766820,1.41358632,-1.72244568
-5.80190095,2.24897823,-2.68654922,0.02736197,-0.02183768,0.02363607,-0.04112149,2.35359207,-3.24008483,0.65643459,-0.76080918,0.04332733,-0.02866672,1.38666207,-1.70571908
-5.79589795,2.20260202,-2.65229415,0.02725001,-0.02194458,0.02306746,-0.04021028,2.27025303,-3.17632374,0.63976820,-0.75182102,0.04428259,-0.02960513,1.35729037,-1.68414289
-5.78989495,2.15221863,-2.61064814,0.02696003,-0.02195357,0.02248155,-0.03925070,2.18539953,-3.10433108,0.62201994,-0.74006658,0.04500789,-0.03047129,1.32554193,-1.65791126
-5.78389195,2.09793405,-2.56202179,0.02649762,-0.02186196,0.02187392,-0.03825221,2.09945894,-3.02482354,0.60327283,-0.72569146,0.04548969,-0.03125438,1.29149683,-1.62728071
-5.77788894,2.03988058,-2.50691837,0.02587178,-0.02166851,0.02124065,-0.03722314,2.01283388,-2.93859304,0.58361021,-0.70888249,0.04571844,-0.03194527,1.25524911,-1.59256722
-5.77188594,1.97822506,-2.44592591,0.02509464,-0.02137358,0.02057854,-0.03617057,1.92590769,-2.84649437,0.56311744,-0.68986346,0.04568884,-0.03253676,1.21691170,-1.55414141
-5.76588294,1.91317695,-2.37970689,0.02418097,-0.02097917,0.01988535,-0.03510026,1.83905113,-2.74943149,0.54188376,-0.66888968,0.04539997,-0.03302377,1.17662145,-1.51242229
-5.75987994,1.84499554,-2.30898585,0.02314777,-0.02048892,0.01915993,-0.03401664,1.75262960,-2.64834309,0.52000426,-0.64624176,0.04485537,-0.03340351,1.13454362,-1.46786954
-5.75387694,1.77399548,-2.23453530,0.02201367,-0.01990814,0.01840234,-0.03292289,1.66701000,-2.54418765,0.49758159,-0.62221873,0.04406293,-0.03367545,1.09087548,-1.42097463
-5.74787394,1.70055020,-2.15716039,0.02079838,-0.01924362,0.01761395,-0.03182104,1.58256639,-2.43792862,0.47472718,-0.59713088,0.04303467,-0.03384132,1.04584862,-1.37225114
-5.74187094,1.62509249,-2.07768289,0.01952212,-0.01850356,0.01679737,-0.03071219,1.49968391,-2.33051984,0.45156204,-0.57129244,0.04178651,-0.03390493,0.99972954,-1.32222448
-5.73586793,1.54811210,-1.99692493,0.01820505,-0.01769734,0.01595643,-0.02959669,1.41876025,-2.22289192,0.42821675,-0.54501444,0.04033777,-0.03387198,0.95281842,-1.27142147
-5.72986493,1.47015007,-1.91569296,0.01686676,-0.01683527,0.01509604,-0.02847444,1.34020442,-2.11593949,0.40483069,-0.51859800,0.03871075,-0.03374975,0.90544584,-1.22035988
-5.72386193,1.39178993,-1.83476251,0.01552580,-0.01592834,0.01422205,-0.02734513,1.26443265,-2.01050986,0.38155055,-0.49232822,0.03693009,-0.03354673,0.85796753,-1.16953855
-5.71785893,1.31364596,-1.75486401,0.01419928,-0.01498794,0.01334104,-0.02620852,1.19186148,-1.90739304,0.35852802,-0.46646873,0.03502223,-0.03327230,0.81075725,-1.11942805
-5.71185593,1.23634901,-1.67667016,0.01290259,-0.01402558,0.01246008,-0.02506466,1.12289823,-1.80731327,0.33591684,-0.44125728,0.03301467,-0.03293622,0.76419811,-1.07046231
-5.70585293,1.16053040,-1.60078497,0.01164914,-0.01305257,0.01158650,-0.02391415,1.05792946,-1.71092220,0.31386936,-0.41690217,0.03093540,-0.03254830,0.71867264,-1.02303133
-5.69984992,1.08680477,-1.52773495,0.01045019,-0.01207981,0.01072764,-0.02275825,0.99730799,-1.61879345,0.29253274,-0.39357976,0.02881215,-0.03211792,0.67455212,-0.97747523
-5.69384692,1.01575249,-1.45796227,0.00931486,-0.01111754,0.00989060,-0.02159907,0.94133912,-1.53141878,0.27204497,-0.37143297,0.02667188,-0.03165370,0.63218559,-0.93407960
-5.68784392,0.94790264,-1.39182029,0.00825007,-0.01017510,0.00908201,-0.02043956,0.89026704,-1.44920554,0.25253097,-0.35057072,0.02454012,-0.03116317,0.59188921,-0.89307235
-5.68184092,0.88371725,-1.32957132,0.00726064,-0.00926083,0.00830786,-0.01928356,0.84426212,-1.37247547,0.23409899,-0.33106832,0.02244054,-0.03065247,0.55393636,-0.85462206
-5.67583792,0.82357776,-1.27138661,0.00634943,-0.00838193,0.00757330,-0.01813572,0.80341003,-1.30146466,0.21683739,-0.31296868,0.02039452,-0.03012622,0.51854905,-0.81883779
-5.66983492,0.76777405,-1.21734852,0.00551753,-0.00754440,0.00688254,-0.01700139,0.76770324,-1.23632458,0.20081212,-0.29628428,0.01842080,-0.02958737,0.48589106,-0.78577029
-5.66383192,0.71649688,-1.16745467,0.00476442,-0.00675298,0.00623877,-0.01588645,0.73703576,-1.17712409,0.18606493,-0.28099964,0.01653531,-0.02903724,0.45606317,-0.75541463
-5.65782891,0.66983383,-1.12162396,0.00408825,-0.00601121,0.00564411,-0.01479716,0.71120128,-1.12385229,0.17261240,-0.26707441,0.01475100,-0.02847552,0.42910063,-0.72771395
-5.65182591,0.62776913,-1.07970410,0.00348602,-0.00532144,0.00509959,-0.01373987,0.68989530,-1.07642213,0.16044595,-0.25444673,0.01307782,-0.02790051,0.40497313,-0.70256432
-5.64582291,0.59018714,-1.04148054,0.00295388,-0.00468494,0.00460523,-0.01272086,0.67272100,-1.03467476,0.14953265,-0.24303685,0.01152278,-0.02730929,0.38358712,-0.67982047
-5.63981991,0.55687948,-1.00668626,0.00248731,-0.00410197,0.00416011,-0.01174607,0.65919902,-0.99838436,0.13981696,-0.23275088,0.01009010,-0.02669804,0.36479058,-0.65930216
-5.63381691,0.52755532,-0.97501232,0.00208135,-0.00357190,0.00376242,-0.01082090,0.64878056,-0.96726356,0.13122323,-0.22348448,0.00878140,-0.02606235,0.34837969,-0.64080099
-5.62781391,0.50185437,-0.94611856,0.00173078,-0.00309335,0.00340965,-0.00995000,0.64086351,-0.94096931,0.12365880,-0.21512648,0.00759595,-0.02539762,0.33410744,-0.62408740
-5.62181091,0.47936193,-0.91964440,0.00143027,-0.00266432,0.00309870,-0.00913714,0.63481072,-0.91910902,0.11701765,-0.20756229,0.00653098,-0.02469940,0.32169348,-0.60891767
-5.61580790,0.45962534,-0.89521908,0.00117457,-0.00228231,0.00282601,-0.00838506,0.62996986,-0.90124716,0.11118433,-0.20067698,0.00558201,-0.02396376,0.31083496,-0.59504066
-5.60980490,0.44217106,-0.87247138,0.00095856,-0.00194444,0.00258775,-0.00769539,0.62569387,-0.88691204,0.10603816,-0.19435809,0.00474314,-0.02318761,0.30121773,-0.58220411
-5.60380190,0.42652164,-0.85103824,0.00077740,-0.00164757,0.00237991,-0.00706867,0.62136107,-0.87560297,0.10145721,-0.18849793,0.00400743,-0.02236895,0.29252754,-0.57016034
-5.59779890,0.41221189,-0.83057241,0.00062654,-0.00138844,0.00219848,-0.00650426,0.61639423,-0.86679759,0.09732231,-0.18299557,0.00336719,-0.02150714,0.28446068,-0.55867132
-5.59179590,0.39880360,-0.81074880,0.00050181,-0.00116368,0.00203955,-0.00600048,0.61027769,-0.85995952,0.09352052,-0.17775832,0.00281425,-0.02060298,0.27673364,-0.54751287
-5.58579290,0.38589835,-0.79126950,0.00039939,-0.00096998,0.00189941,-0.00555466,0.60257174,-0.85454623,0.08994828,-0.17270280,0.00234027,-0.01965878,0.26909149,-0.53647811
-5.57978989,0.37314785,-0.77186762,0.00031589,-0.00080409,0.00177465,-0.00516325,0.59292391,-0.85001721,0.08651392,-0.16775569,0.00193692,-0.01867840,0.26131468,-0.52538012
-5.57378689,0.36026168,-0.75230991,0.00024828,-0.00066290,0.00166218,-0.00482200,0.58107656,-0.84584225,0.08313951,-0.16285401,0.00159611,-0.01766708,0.25322392,-0.51405386
-5.56778389,0.34701211,-0.73239824,0.00019392,-0.00054349,0.00155934,-0.00452606,0.56687073,-0.84151003,0.07976214,-0.15794517,0.00131011,-0.01663131,0.24468333,-0.50235744
-5.56178089,0.33323624,-0.71197021,0.00015050,-0.00044311,0.00146387,-0.00427021,0.55024610,-0.83653659,0.07633437,-0.15298677,0.00107168,-0.01557863,0.23560153,-0.49017281
-5.55577789,0.31883532,-0.69089907,0.00011607,-0.00035925,0.00137394,-0.00404900,0.53123731,-0.83047380,0.07282425,-0.14794615,0.00087415,-0.01451735,0.22593103,-0.47740604
-5.54977489,0.30377170,-0.66909288,0.00008895,-0.00028963,0.00128812,-0.00385691,0.50996689,-0.82291760,0.06921453,-0.14279984,0.00071147,-0.01345623,0.21566584,-0.46398713
-5.54377189,0.28806363,-0.64649341,0.00006774,-0.00023217,0.00120539,-0.00368855,0.48663538,-0.81351561,0.06550159,-0.13753295,0.00057823,-0.01240424,0.20483777,-0.44986971
-5.53776888,0.27177843,-0.62307459,0.00005126,-0.00018505,0.00112509,-0.00353874,0.46150914,-0.80197408,0.06169378,-0.13213844,0.00046966,-0.01137022,0.19351150,-0.43503033
-5.53176588,0.25502436,-0.59884081,0.00003854,-0.00014665,0.00104688,-0.00340271,0.43490662,-0.78806378,0.05780965,-0.12661639,0.00038159,-0.01036261,0.18177889,-0.41946771
-5.52576288,0.23794186,-0.57382501,0.00002879,-0.00011554,0.00097070,-0.00327613,0.40718362,-0.77162451,0.05387582,-0.12097333,0.00031047,-0.00938919,0.16975277,-0.40320178
-5.51975988,0.22069445,-0.54808660,0.00002138,-0.00009050,0.00089675,-0.00315524,0.37871851,-0.75256808,0.04992496,-0.11522151,0.00025326,-0.00845689,0.15756056,-0.38627254
-5.51375688,0.20345984,-0.52170923,0.00001577,-0.00007047,0.00082541,-0.00303686,0.34989783,-0.73087952,0.04599369,-0.10937818,0.00020747,-0.00757163,0.14533809,-0.36873871
-5.50775388,0.18642175,-0.49479839,0.00001156,-0.00005454,0.00075724,-0.00291845,0.32110300,-0.70661623,0.04212067,-0.10346498,0.00017100,-0.00673818,0.13322380,-0.35067626
-5.50175088,0.16976250,-0.46747876,0.00000843,-0.00004196,0.00069296,-0.00279812,0.29269862,-0.67990522,0.03834494,-0.09750722,0.00014221,-0.00596012,0.12135367,-0.33217655
-5.49574787,0.15365695,-0.43989128,0.00000611,-0.00003209,0.00063339,-0.00267457,0.26502267,-0.65093828,0.03470446,-0.09153320,0.00011977,-0.00523986,0.10985692,-0.31334432
-5.48974487,0.13826779,-0.41219005,0.00000441,-0.00002439,0.00057951,-0.00254709,0.23837903,-0.61996523,0.03123502,-0.08557353,0.00010269,-0.00457860,0.09885277,-0.29429533
-5.48374187,0.12374223,-0.38453888,0.00000318,-0.00001842,0.00053240,-0.00241553,0.21303222,-0.58728556,0.02796953,-0.07966045,0.00009025,-0.00397649,0.08844817,-0.27515383
-5.47773887,0.11021032,-0.35710769,0.00000230,-0.00001383,0.00049328,-0.00228017,0.18920459,-0.55323866,0.02493760,-0.07382707,0.00008199,-0.00343268,0.07873658,-0.25604973
-5.47173587,0.09778464,-0.33006879,0.00000167,-0.00001032,0.00046355,-0.00214171,0.16707564,-0.51819302,0.02216547,-0.06810670,0.00007765,-0.00294546,0.06979782,-0.23711569
-5.46573287,0.08656128,-0.30359311,0.00000124,-0.00000765,0.00044481,-0.00200120,0.14678352,-0.48253496,0.01967628,-0.06253212,0.00007720,-0.00251241,0.06169877,-0.21848414
-5.45972986,0.07662202,-0.27784650,0.00000096,-0.00000563,0.00043891,-0.00185990,0.12842812,-0.44665719,0.01749058,-0.05713494,0.00008080,-0.00213055,0.05449491,-0.20028438
-5.45372686,0.06803740,-0.25298640,0.00000079,-0.00000413,0.00044801,-0.00171929,0.11207567,-0.41094775,0.01562706,-0.05194495,0.00008878,-0.00179649,0.04823246,-0.18263976
-5.44772386,0.06087051,-0.22915870,0.00000070,-0.00000300,0.00047460,-0.00158097,0.09776441,-0.37577981,0.01410345,-0.04698967,0.00010166,-0.00150658,0.04295101,-0.16566530
-5.44172086,0.05518111,-0.20649537,0.00000069,-0.00000217,0.00052160,-0.00144662,0.08551082,-0.34150265,0.01293751,-0.04229385,0.00012016,-0.00125703,0.03868647,-0.14946555
-5.43571786,0.05102991,-0.18511253,0.00000074,-0.00000156,0.00059240,-0.00131794,0.07531621,-0.30843413,0.01214804,-0.03787926,0.00014516,-0.00104405,0.03547404,-0.13413305
-5.42971486,0.04848277,-0.16510942,0.00000084,-0.00000112,0.00069086,-0.00119667,0.06717318,-0.27685501,0.01175585,-0.03376453,0.00017775,-0.00086395,0.03335115,-0.11974736
-5.42371186,0.04761437,-0.14656816,0.00000100,-0.00000080,0.00082143,-0.00108452,0.06107168,-0.24700513,0.01178460,-0.02996517,0.00021919,-0.00071321,0.03236010,-0.10637463
-5.41770885,0.04851125,-0.12955433,0.00000121,-0.00000058,0.00098907,-0.00098325,0.05700430,-0.21908152,0.01226153,-0.02649381,0.00027091,-0.00058859,0.03255022,-0.09406793
-5.41170585,0.05127400,-0.11411842,0.00000148,-0.00000042,0.00119933,-0.00089462,0.05497066,-0.19323850,0.01321789,-0.02336057,0.00033455,-0.00048715,0.03397948,-0.08286815
-5.40570285,0.05601822,-0.10029805,0.00000182,-0.00000031,0.00145826,-0.00082049,0.05498053,-0.16958949,0.01468909,-0.02057356,0.00041187,-0.00040630,0.03671535,-0.07280546
-5.39969985,0.06287432,-0.08812086,0.00000223,-0.00000024,0.00177236,-0.00076281,0.05705573,-0.14821034,0.01671458,-0.01813956,0.00050478,-0.00034387,0.04083474,-0.06390134
-5.39369685,0.07198582,-0.07760799,0.00000273,-0.00000020,0.00214848,-0.00072371,0.06123046,-0.12914405,0.01933729,-0.01606480,0.00061531,-0.00029805,0.04642317,-0.05617103
-5.38769385,0.08350619,-0.06877787,0.00000331,-0.00000018,0.00259369,-0.00070559,0.06755034,-0.11240635,0.02260270,-0.01435579,0.00074550,-0.00026749,0.05357275,-0.04962624
-5.38169085,0.09759421,-0.06165031,0.00000398,-0.00000018,0.00311509,-0.00071110,0.07606985,-0.09799197,0.02655756,-0.01302023,0.00089744,-0.00025121,0.06237941,-0.04427804
-5.37568784,0.11440785,-0.05625050,0.00000477,-0.00000020,0.00371957,-0.00074330,0.08684852,-0.08588117,0.03124819,-0.01206783,0.00107312,-0.00024869,0.07293896,-0.04013975
-5.36968484,0.13409686,-0.05261283,0.00000568,-0.00000023,0.00441362,-0.00080566,0.09994581,-0.07604622,0.03671845,-0.01151117,0.00127440,-0.00025977,0.08534248,-0.03722974
-5.36368184,0.15679423,-0.05078424,0.00000670,-0.00000028,0.00520295,-0.00090214,0.11541503,-0.06845745,0.04300742,-0.01136638,0.00150290,-0.00028470,0.09967087,-0.03557385
-5.35767884,0.18260688,-0.05082694,0.00000787,-0.00000034,0.00609226,-0.00103718,0.13329649,-0.06308870,0.05014685,-0.01165368,0.00175992,-0.00032408,0.11598890,-0.03520743
-5.35167584,0.21160587,-0.05282021,0.00000917,-0.00000042,0.00708490,-0.00121576,0.15361020,-0.05992176,0.05815860,-0.01239772,0.00204634,-0.00037886,0.13433902,-0.03617674
-5.34567284,0.24381675,-0.05686117,0.00001061,-0.00000052,0.00818255,-0.00144335,0.17634857,-0.05894970,0.06705197,-0.01362768,0.00236249,-0.00045027,0.15473516,-0.03853968
-5.33966983,0.27921043,-0.06306431,0.00001221,-0.00000064,0.00938493,-0.00172585,0.20146943,-0.06017886,0.07682136,-0.01537701,0.00270812,-0.00053984,0.17715687,-0.04236560
-5.33366683,0.31769521,-0.07155968,0.00001395,-0.00000078,0.01068957,-0.00206953,0.22888989,-0.06362946,0.08744411,-0.01768293,0.00308224,-0.00064926,0.20154423,-0.04773429
-5.32766383,0.35911062,-0.08248962,0.00001585,-0.00000094,0.01209162,-0.00248085,0.25848146,-0.06933468,0.09887898,-0.02058555,0.00348313,-0.00078040,0.22779387,-0.05473396
-5.32166083,0.40322361,-0.09600402,0.00001790,-0.00000114,0.01358374,-0.00296638,0.29006692,-0.07733834,0.11106523,-0.02412658,0.00390822,-0.00093520,0.25575643,-0.06345817
-5.31565783,0.44972763,-0.11225417,0.00002011,-0.00000136,0.01515612,-0.00353246,0.32341926,-0.08769107,0.12392251,-0.02834778,0.00435412,-0.00111559,0.28523596,-0.07400188
-5.30965483,0.49824517,-0.13138524,0.00002247,-0.00000162,0.01679658,-0.00418508,0.35826313,-0.10044532,0.13735176,-0.03328904,0.00481661,-0.00132342,0.31599133,-0.08645659
-5.30365183,0.54833391,-0.15352772,0.00002499,-0.00000192,0.01849082,-0.00492948,0.39427898,-0.11564917,0.15123706,-0.03898617,0.00529070,-0.00156033,0.34774008,-0.10090473
-5.29764882,0.59949685,-0.17878786,0.00002768,-0.00000225,0.02022283,-0.00576991,0.43110998,-0.13333940,0.16544869,-0.04546850,0.00577068,-0.00182766,0.38016469,-0.11741339
-5.29164582,0.65119631,-0.20723774,0.00003056,-0.00000262,0.02197536,-0.00670926,0.46837182,-0.15353401,0.17984721,-0.05275639,0.00625027,-0.00212634,0.41292129,-0.13602788
-5.28564282,0.70287151,-0.23890523,0.00003365,-0.00000303,0.02373065,-0.00774875,0.50566504,-0.17622454,0.19428849,-0.06085866,0.00672277,-0.00245679,0.44565062,-0.15676510
-5.27963982,0.75395938,-0.27376439,0.00003699,-0.00000348,0.02547114,-0.00888757,0.54258967,-0.20136880,0.20862979,-0.06977025,0.00718124,-0.00281880,0.47799103,-0.17960729
-5.27363682,0.80391774,-0.31172694,0.00004064,-0.00000397,0.02718033,-0.01012264,0.57876157,-0.22888415,0.22273633,-0.07947001,0.00761871,-0.00321145,0.50959298,-0.20449643
-5.26763382,0.85225006,-0.35263527,0.00004467,-0.00000449,0.02884376,-0.01144833,0.61382984,-0.25864209,0.23648841,-0.08991901,0.00802842,-0.00363302,0.54013442,-0.23132969
-5.26163082,0.89853062,-0.39625764,0.00004919,-0.00000505,0.03044989,-0.01285626,0.64749450,-0.29046437,0.24978855,-0.10105937,0.00840408,-0.00408095,0.56933651,-0.25995630
-5.25562781,0.94242883,-0.44228620,0.00005433,-0.00000564,0.03199106,-0.01433530,0.67952345,-0.32412123,0.26256843,-0.11281379,0.00874008,-0.00455181,0.59697872,-0.29017625
-5.24962481,0.98373134,-0.49033811,0.00006026,-0.00000626,0.03346433,-0.01587145,0.70976789,-0.35933188,0.27479511,-0.12508592,0.00903176,-0.00504131,0.62291258,-0.32174110
-5.24362181,1.02236075,-0.53996023,0.00006718,-0.00000690,0.03487226,-0.01744810,0.73817506,-0.39576776,0.28647627,-0.13776161,0.00927561,-0.00554435,0.64707317,-0.35435705
-5.23761881,1.05838948,-0.59063766,0.00007537,-0.00000756,0.03622346,-0.01904616,0.76479765,-0.43305847,0.29766409,-0.15071113,0.00946943,-0.00605509,0.66948770,-0.38769055
-5.23161581,1.09204777,-0.64180594,0.00008511,-0.00000824,0.03753296,-0.02064451,0.78979879,-0.47080051,0.30845729,-0.16379244,0.00961251,-0.00656709,0.69028027,-0.42137633
-5.22561281,1.12372496,-0.69286688,0.00009676,-0.00000892,0.03882241,-0.02222046,0.81345230,-0.50856863,0.31900130,-0.17685522,0.00970567,-0.00707348,0.70967250,-0.45502776
-5.21960980,1.15396336,-0.74320761,0.00011074,-0.00000961,0.04011987,-0.02375037,0.83613762,-0.54592944,0.32948617,-0.18974591,0.00975135,-0.00756716,0.72797953,-0.48824929
-5.21360680,1.18344449,-0.79222215,0.00012751,-0.00001030,0.04145945,-0.02521036,0.85832926,-0.58245688,0.34014223,-0.20231323,0.00975352,-0.00804100,0.74560127,-0.52065055
-5.20760380,1.21296791,-0.83933467,0.00014761,-0.00001099,0.04288058,-0.02657703,0.88058115,-0.61774888,0.35123356,-0.21441431,0.00971766,-0.00848817,0.76300910,-0.55186146
-5.20160080,1.24342302,-0.88402360,0.00017160,-0.00001169,0.04442703,-0.02782836,0.90350599,-0.65144436,0.36304928,-0.22592088,0.00965058,-0.00890235,0.78072828,-0.58154789
-5.19559780,1.27575485,-0.92584521,0.00020011,-0.00001240,0.04614564,-0.02894447,0.92775066,-0.68323994,0.37589303,-0.23672544,0.00956022,-0.00927802,0.79931674,-0.60942690
-5.18959480,1.31092518,-0.96445571,0.00023381,-0.00001313,0.04808484,-0.02990847,0.95396837,-0.71290524,0.39007100,-0.24674702,0.00945543,-0.00961075,0.81934111,-0.63528096
-5.18359180,1.34987047,-0.99963053,0.00027341,-0.00001390,0.05029302,-0.03070716,0.98278908,-0.74029609,0.40587888,-0.25593619,0.00934569,-0.00989739,0.84135095,-0.65897022
-5.17758879,1.39345860,-1.03127964,0.00031962,-0.00001472,0.05281671,-0.03133170,1.01478924,-0.76536461,0.42358839,-0.26427907,0.00924081,-0.01013638,0.86585246,-0.68044215
-5.17158579,1.44244628,-1.05945801,0.00037318,-0.00001563,0.05569874,-0.03177815,1.05046258,-0.78816569,0.44343388,-0.27180011,0.00915059,-0.01032779,0.89328283,-0.69973798
-5.16558279,1.49743931,-1.08437033,0.00043481,-0.00001665,0.05897647,-0.03204776,1.09019331,-0.80885907,0.46559979,-0.27856330,0.00908455,-0.01047356,0.92398660,-0.71699520
