energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,0.99133307,0.32839649,0.14627529,0.00242239,0.02553751,0.03467520,0.53422474,0.24679571,0.09299901
-5.99399700,0.99334736,0.33669910,0.14546174,0.00217897,0.02618212,0.03491147,0.53481981,0.24245111,0.09501995
-5.98799400,0.99345028,0.34510469,0.14435962,0.00195596,0.02682579,0.03495207,0.53443947,0.23796030,0.09688181
-5.98199100,0.99198013,0.35362702,0.14305647,0.00175509,0.02746800,0.03480170,0.53327868,0.23348722,0.09858776
-5.97598799,0.98931203,0.36226546,0.14164738,0.00157773,0.02810682,0.03446996,0.53155154,0.22919127,0.10014794
-5.96998499,0.98585259,0.37100537,0.14023330,0.00142494,0.02873895,0.03397115,0.52948828,0.22522453,0.10157990
-5.96398199,0.98203411,0.37981946,0.13891916,0.00129751,0.02935977,0.03332404,0.52733203,0.22172963,0.10290868
-5.95797899,0.97830842,0.38867026,0.13781197,0.00119604,0.02996363,0.03255138,0.52533541,0.21883816,0.10416670
-5.95197599,0.97514034,0.39751344,0.13701881,0.00112092,0.03054413,0.03167936,0.52375698,0.21666984,0.10539332
-5.94597299,0.97300093,0.40630198,0.13664480,0.00107241,0.03109448,0.03073681,0.52285756,0.21533209,0.10663411
-5.93996998,0.97236058,0.41499084,0.13679108,0.00105065,0.03160796,0.02975443,0.52289656,0.21492024,0.10793999
-5.93396698,0.97368190,0.42354191,0.13755286,0.00105566,0.03207838,0.02876386,0.52412812,0.21551806,0.10936600
-5.92796398,0.97741268,0.43192911,0.13901761,0.00108735,0.03250057,0.02779672,0.52679735,0.21719859,0.11096998
-5.92196098,0.98397886,0.44014313,0.14126336,0.00114553,0.03287083,0.02688364,0.53113659,0.22002516,0.11281115
-5.91595798,0.99377777,0.44819565,0.14435723,0.00122987,0.03318735,0.02605336,0.53736175,0.22405251,0.11494854
-5.90995498,1.00717165,0.45612285,0.14835424,0.00133988,0.03345056,0.02533180,0.54566886,0.22932773,0.11743948
-5.90395198,1.02448161,0.46398784,0.15329641,0.00147487,0.03366343,0.02474131,0.55623075,0.23589127,0.12033809
-5.89794897,1.04598224,0.47188190,0.15921212,0.00163392,0.03383156,0.02429996,0.56919422,0.24377753,0.12369392
-5.89194597,1.07189692,0.47992449,0.16611589,0.00181588,0.03396328,0.02402105,0.58467740,0.25301531,0.12755068
-5.88594297,1.10239391,0.48826182,0.17400843,0.00201926,0.03406954,0.02391267,0.60276769,0.26362791,0.13194524
-5.87993997,1.13758347,0.49706408,0.18287709,0.00224226,0.03416370,0.02397757,0.62352016,0.27563293,0.13690682
-5.87393697,1.17751582,0.50652143,0.19269652,0.00248274,0.03426117,0.02421305,0.64695642,0.28904166,0.14245647
-5.86793397,1.22218021,0.51683871,0.20342964,0.00273821,0.03437904,0.02461117,0.67306415,0.30385830,0.14860677
-5.86193097,1.27150482,0.52822923,0.21502876,0.00300582,0.03453545,0.02515901,0.70179701,0.32007878,0.15536185
-5.85592796,1.32535760,0.54090762,0.22743686,0.00328241,0.03474904,0.02583916,0.73307519,0.33768940,0.16271760
-5.84992496,1.38354777,0.55508220,0.24058884,0.00356454,0.03503825,0.02663032,0.76678623,0.35666526,0.17066213
-5.84392196,1.44582790,0.57094693,0.25441279,0.00384852,0.03542062,0.02750802,0.80278623,0.37696858,0.17917629
-5.83791896,1.51189640,0.58867323,0.26883110,0.00413051,0.03591207,0.02844542,0.84090128,0.39854691,0.18823438
-5.83191596,1.58140005,0.60840198,0.28376140,0.00440658,0.03652622,0.02941419,0.88092896,0.42133137,0.19780483
-5.82591296,1.65393664,0.63023596,0.29911723,0.00467281,0.03727375,0.03038539,0.92263985,0.44523495,0.20785075
-5.81990995,1.72905730,0.65423282,0.31480846,0.00492537,0.03816181,0.03133036,0.96577893,0.47015102,0.21833048
-5.81390695,1.80626860,0.68039897,0.33074146,0.00516062,0.03919356,0.03222155,1.01006682,0.49595198,0.22919785
-5.80790395,1.88503429,0.70868454,0.34681895,0.00537521,0.04036772,0.03303333,1.05520081,0.52248833,0.24040229
-5.80190095,1.96477675,0.73897956,0.36293967,0.00556614,0.04167842,0.03374266,1.10085574,0.54958816,0.25188859
-5.79589795,2.04487825,0.77111158,0.37899792,0.00573087,0.04311498,0.03432963,1.14668476,0.57705707,0.26359649
-5.78989495,2.12468232,0.80484485,0.39488302,0.00586735,0.04466200,0.03477793,1.19232009,0.60467880,0.27546003
-5.78389195,2.20349541,0.83988121,0.41047883,0.00597405,0.04629955,0.03507510,1.23737390,0.63221644,0.28740670
-5.77788894,2.28058931,0.87586271,0.42566348,0.00605000,0.04800344,0.03521271,1.28143968,0.65941442,0.29935661
-5.77188594,2.35520459,0.91237605,0.44030933,0.00609482,0.04974574,0.03518630,1.32409401,0.68600122,0.31122154
-5.76588294,2.42655562,0.94895889,0.45428341,0.00610864,0.05149543,0.03499529,1.36489925,0.71169291,0.32290434
-5.75987994,2.49383733,0.98510781,0.46744825,0.00609210,0.05321906,0.03464270,1.40340715,0.73619742,0.33429842
-5.75387694,2.55623415,1.02028807,0.47966334,0.00604633,0.05488168,0.03413478,1.43916362,0.75921946,0.34528785
-5.74787394,2.61293121,1.05394472,0.49078713,0.00597284,0.05644775,0.03348063,1.47171479,0.78046618,0.35574779
-5.74187094,2.66312787,1.08551502,0.50067969,0.00587349,0.05788212,0.03269164,1.50061426,0.79965316,0.36554573
-5.73586793,2.70605346,1.11444189,0.50920582,0.00575040,0.05915112,0.03178107,1.52543164,0.81651086,0.37454322
