energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,0.70456389,0.00003326,0.01872058,0.16049076,0.02399691,0.49204349,0.00000000
-5.99399700,0.72878774,0.00003339,0.01948879,0.16578697,0.02467718,0.50858807,0.00000000
-5.98799400,0.74979350,0.00003354,0.02014554,0.17034652,0.02527074,0.52295427,0.00000000
-5.98199100,0.76697500,0.00003366,0.02067699,0.17403470,0.02575525,0.53471323,0.00000000
-5.97598799,0.77981312,0.00003371,0.02107167,0.17673677,0.02611131,0.54349670,0.00000000
-5.96998499,0.78789173,0.00003366,0.02132092,0.17836146,0.02632305,0.54900826,0.00000000
-5.96398199,0.79091011,0.00003347,0.02141914,0.17884374,0.02637857,0.55103206,0.00000000
-5.95797899,0.78869138,0.00003313,0.02136400,0.17814669,0.02627021,0.54943882,0.00000000
-5.95197599,0.78118654,0.00003262,0.02115651,0.17626232,0.02599473,0.54418867,0.00000000
-5.94597299,0.76847401,0.00003195,0.02080098,0.17321132,0.02555327,0.53533093,0.00000000
-5.93996998,0.75075464,0.00003110,0.02030485,0.16904185,0.02495119,0.52300063,0.00000000
-5.93396698,0.72834254,0.00003009,0.01967844,0.16382741,0.02419780,0.50741224,0.00000000
-5.92796398,0.70165226,0.00002892,0.01893456,0.15766378,0.02330586,0.48885070,0.00000000
-5.92196098,0.67118278,0.00002762,0.01808809,0.15066537,0.02229110,0.46766027,0.00000000
-5.91595798,0.63749925,0.00002620,0.01715546,0.14296105,0.02117156,0.44423190,0.00000000
-5.90995498,0.60121332,0.00002468,0.01615414,0.13468964,0.01996697,0.41898940,0.00000000
-5.90395198,0.56296277,0.00002310,0.01510207,0.12599532,0.01869802,0.39237529,0.00000000
-5.89794897,0.52339153,0.00002146,0.01401716,0.11702315,0.01738571,0.36483688,0.00000000
-5.89194597,0.48313082,0.00001980,0.01291679,0.10791480,0.01605071,0.33681300,0.00000000
-5.88594297,0.44278199,0.00001815,0.01181735,0.09880476,0.01471275,0.30872208,0.00000000
-5.87993997,0.40290182,0.00001651,0.01073386,0.08981712,0.01339018,0.28095186,0.00000000
-5.87393697,0.36399062,0.00001491,0.00967971,0.08106290,0.01209949,0.25385096,0.00000000
-5.86793397,0.32648326,0.00001338,0.00866641,0.07263816,0.01085509,0.22772269,0.00000000
-5.86193097,0.29074346,0.00001191,0.00770347,0.06462277,0.00966901,0.20282093,0.00000000
-5.85592796,0.25706099,0.00001053,0.00679835,0.05707989,0.00855089,0.17934816,0.00000000
-5.84992496,0.22565177,0.00000925,0.00595651,0.05005604,0.00750792,0.15745553,0.00000000
-5.84392196,0.19666053,0.00000806,0.00518144,0.04358179,0.00654495,0.13724457,0.00000000
-5.83791896,0.17016545,0.00000698,0.00447486,0.03767284,0.00566461,0.11877047,0.00000000
-5.83191596,0.14618459,0.00000600,0.00383689,0.03233153,0.00486755,0.10204652,0.00000000
-5.82591296,0.12468348,0.00000512,0.00326626,0.02754858,0.00415269,0.08704934,0.00000000
-5.81990995,0.10558339,0.00000434,0.00276054,0.02330495,0.00351745,0.07372465,0.00000000
-5.81390695,0.08876994,0.00000366,0.00231640,0.01957381,0.00295809,0.06199327,0.00000000
-5.80790395,0.07410164,0.00000306,0.00192978,0.01632244,0.00246993,0.05175704,0.00000000
-5.80190095,0.06141799,0.00000256,0.00159619,0.01351403,0.00204768,0.04290450,0.00000000
-5.79589795,0.05054696,0.00000213,0.00131086,0.01110936,0.00168565,0.03531608,0.00000000
-5.78989495,0.04131160,0.00000178,0.00106889,0.00906823,0.00137800,0.02886874,0.00000000
-5.78389195,0.03353583,0.00000150,0.00086547,0.00735074,0.00111887,0.02343999,0.00000000
-5.77788894,0.02704909,0.00000129,0.00069593,0.00591830,0.00090263,0.01891121,0.00000000
-5.77188594,0.02169023,0.00000115,0.00055587,0.00473442,0.00072391,0.01517030,0.00000000
-5.76588294,0.01731037,0.00000109,0.00044121,0.00376534,0.00057780,0.01211378,0.00000000
-5.75987994,0.01377505,0.00000112,0.00034825,0.00298044,0.00045982,0.00964825,0.00000000
-5.75387694,0.01096567,0.00000125,0.00027369,0.00235250,0.00036605,0.00769150,0.00000000
-5.74787394,0.00878047,0.00000151,0.00021463,0.00185783,0.00029314,0.00617317,0.00000000
-5.74187094,0.00713500,0.00000193,0.00016860,0.00147635,0.00023830,0.00503518,0.00000000
-5.73586793,0.00596252,0.00000256,0.00013349,0.00119156,0.00019938,0.00423201,0.00000000
-5.72986493,0.00521410,0.00000346,0.00010760,0.00099046,0.00017484,0.00373091,0.00000000
-5.72386193,0.00485886,0.00000473,0.00008959,0.00086355,0.00016378,0.00351206,0.00000000
-5.71785893,0.00488428,0.00000648,0.00007843,0.00080474,0.00016598,0.00356895,0.00000000
-5.71185593,0.00529663,0.00000885,0.00007344,0.00081138,0.00018190,0.00390874,0.00000000
-5.70585293,0.00612177,0.00001205,0.00007422,0.00088425,0.00021279,0.00455296,0.00000000
-5.69984992,0.00740610,0.00001632,0.00008066,0.00102775,0.00026070,0.00553828,0.00000000
-5.69384692,0.00921792,0.00002196,0.00009292,0.00124999,0.00032860,0.00691766,0.00000000
-5.68784392,0.01164902,0.00002937,0.00011142,0.00156312,0.00042048,0.00876156,0.00000000
-5.68184092,0.01481653,0.00003903,0.00013684,0.00198358,0.00054146,0.01115945,0.00000000
-5.67583792,0.01886498,0.00005153,0.00017010,0.00253257,0.00069795,0.01422140,0.00000000
-5.66983492,0.02396845,0.00006758,0.00021236,0.00323650,0.00089781,0.01807983,0.00000000
-5.66383192,0.03033272,0.00008806,0.00026503,0.00412746,0.00115048,0.02289113,0.00000000
-5.65782891,0.03819729,0.00011401,0.00032975,0.00524385,0.00146721,0.02883734,0.00000000
-5.65182591,0.04783709,0.00014665,0.00040836,0.00663089,0.00186123,0.03612746,0.00000000
-5.64582291,0.05956372,0.00018745,0.00050292,0.00834120,0.00234787,0.04499848,0.00000000
-5.63981991,0.07372603,0.00023811,0.00061567,0.01043530,0.00294477,0.05571590,0.00000000
-5.63381691,0.09070979,0.00030058,0.00074898,0.01298207,0.00367199,0.06857361,0.00000000
-5.62781391,0.11093631,0.00037712,0.00090535,0.01605900,0.00455206,0.08389288,0.00000000
-5.62181091,0.13485975,0.00047032,0.00108732,0.01975234,0.00561001,0.10202046,0.00000000
-5.61580790,0.16296295,0.00058309,0.00129746,0.02415703,0.00687337,0.12332551,0.00000000
-5.60980490,0.19575167,0.00071869,0.00153825,0.02937629,0.00837193,0.14819529,0.00000000
-5.60380190,0.23374696,0.00088078,0.00181204,0.03552095,0.01013759,0.17702949,0.00000000
-5.59779890,0.27747572,0.00107340,0.00212098,0.04270837,0.01220390,0.21023318,0.00000000
-5.59179590,0.32745946,0.00130097,0.00246690,0.05106093,0.01460562,0.24820824,0.00000000
-5.58579290,0.38420111,0.00156835,0.00285124,0.06070411,0.01737805,0.29134345,0.00000000
-5.57978989,0.44817023,0.00188076,0.00327498,0.07176401,0.02055623,0.34000323,0.00000000
-5.57378689,0.51978672,0.00224386,0.00373854,0.08436447,0.02417400,0.39451522,0.00000000
-5.56778389,0.59940338,0.00266366,0.00424175,0.09862366,0.02826291,0.45515695,0.00000000
-5.56178089,0.68728772,0.00314656,0.00478374,0.11465020,0.03285107,0.52214181,0.00000000
-5.55577789,0.78360348,0.00369926,0.00536294,0.13253901,0.03796177,0.59560489,0.00000000
-5.54977489,0.88839249,0.00432875,0.00597709,0.15236670,0.04361217,0.67558884,0.00000000
-5.54377189,1.00155747,0.00504223,0.00662317,0.17418689,0.04981188,0.76203051,0.00000000
-5.53776888,1.12284645,0.00584701,0.00729748,0.19802549,0.05656163,0.85474870,0.00000000
-5.53176588,1.25183957,0.00675044,0.00799568,0.22387600,0.06385192,0.95343368,0.00000000
-5.52576288,1.38793896,0.00775971,0.00871285,0.25169523,0.07166194,1.05763905,0.00000000
-5.51975988,1.53036235,0.00888174,0.00944360,0.28139943,0.07995861,1.16677636,0.00000000
-5.51375688,1.67814109,0.01012293,0.01018214,0.31286123,0.08869589,1.28011312,0.00000000
-5.50775388,1.83012311,0.01148895,0.01092244,0.34590742,0.09781445,1.39677457,0.00000000
-5.50175088,1.98498116,0.01298444,0.01165833,0.38031791,0.10724170,1.51574956,0.00000000
-5.49574787,2.14122671,0.01461269,0.01238363,0.41582589,0.11689225,1.63590074,0.00000000
-5.48974487,2.29722948,0.01637532,0.01309227,0.45211951,0.12666878,1.75597911,0.00000000
-5.48374187,2.45124240,0.01827193,0.01377842,0.48884503,0.13646342,1.87464298,0.00000000
-5.47773887,2.60143193,0.02029968,0.01443658,0.52561151,0.14615952,1.99048089,0.00000000
