energy_ev,total_up,Re_p_up,Re_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-6.00000000,1.83596591,0.73025097,0.81545280,0.03367065,0.50939528,0.37252321,0.00000000
-5.99399700,1.81213822,0.73040899,0.79302349,0.03426533,0.50970819,0.36947839,0.00000000
-5.98799400,1.78751975,0.72924961,0.77101846,0.03481506,0.50956465,0.36658015,0.00000000
-5.98199100,1.76244251,0.72672140,0.74980266,0.03531253,0.50892778,0.36395733,0.00000000
-5.97598799,1.73721549,0.72279146,0.72972248,0.03574935,0.50775503,0.36173547,0.00000000
-5.96998499,1.71212108,0.71744628,0.71110125,0.03611628,0.50599905,0.36003861,0.00000000
-5.96398199,1.68741476,0.71069304,0.69423657,0.03640345,0.50360917,0.35899161,0.00000000
-5.95797899,1.66332796,0.70256113,0.67939967,0.03660075,0.50053384,0.35872258,0.00000000
-5.95197599,1.64007360,0.69310398,0.66683622,0.03669819,0.49672348,0.35936547,0.00000000
-5.94597299,1.61785360,0.68240089,0.65676851,0.03668631,0.49213398,0.36106220,0.00000000
-5.93996998,1.59686782,0.67055904,0.64939844,0.03655659,0.48673040,0.36396429,0.00000000
-5.93396698,1.57732336,0.65771522,0.64491082,0.03630187,0.48049075,0.36823362,0.00000000
-5.92796398,1.55944350,0.64403734,0.64347661,0.03591673,0.47340974,0.37404220,0.00000000
-5.92196098,1.54347531,0.62972553,0.64525546,0.03539779,0.46550207,0.38157068,0.00000000
-5.91595798,1.52969535,0.61501277,0.65039730,0.03474403,0.45680522,0.39100565,0.00000000
-5.90995498,1.51841267,0.60016477,0.65904252,0.03395695,0.44738153,0.40253564,0.00000000
-5.90395198,1.50996878,0.58547928,0.67132065,0.03304072,0.43731935,0.41634598,0.00000000
-5.89794897,1.50473440,0.57128460,0.68734734,0.03200214,0.42673328,0.43261264,0.00000000
-5.89194597,1.50310296,0.55793735,0.70721994,0.03085064,0.41576337,0.45149533,0.00000000
-5.88594297,1.50548123,0.54581955,0.73101169,0.02959806,0.40457331,0.47313024,0.00000000
-5.87993997,1.51227742,0.53533494,0.75876499,0.02825846,0.39334773,0.49762277,0.00000000
-5.87393697,1.52388764,0.52690475,0.79048430,0.02684778,0.38228856,0.52504064,0.00000000
-5.86793397,1.54068132,0.52096284,0.82612907,0.02538345,0.37161083,0.55540789,0.00000000
-5.86193097,1.56298670,0.51795038,0.86560753,0.02388402,0.36153784,0.58870009,0.00000000
-5.85592796,1.59107715,0.51831007,0.90877164,0.02236866,0.35229613,0.62484122,0.00000000
-5.84992496,1.62515924,0.52247998,0.95541409,0.02085675,0.34411021,0.66370240,0.00000000
-5.84392196,1.66536335,0.53088699,1.00526746,0.01936740,0.33719743,0.70510272,0.00000000
-5.83791896,1.71173727,0.54393995,1.05800609,0.01791905,0.33176314,0.74881222,0.00000000
-5.83191596,1.76424322,0.56202245,1.11325068,0.01652907,0.32799619,0.79455694,0.00000000
-5.82591296,1.82275834,0.58548518,1.17057557,0.01521343,0.32606495,0.84202582,0.00000000
-5.81990995,1.88707848,0.61463802,1.22951853,0.01398641,0.32611399,0.89087927,0.00000000
-5.81390695,1.95692497,0.64974175,1.28959254,0.01286041,0.32826133,0.94075871,0.00000000
-5.80790395,2.03195367,0.69099942,1.35029901,0.01184577,0.33259643,0.99129688,0.00000000
-5.80190095,2.11176563,0.73854760,1.41114180,0.01095073,0.33917877,1.04212809,0.00000000
-5.79589795,2.19591844,0.79244748,1.47164117,0.01018137,0.34803701,1.09289803,0.00000000
-5.78989495,2.28393752,0.85267617,1.53134685,0.00954171,0.35916885,1.14327241,0.00000000
-5.78389195,2.37532643,0.91911851,1.58984958,0.00903376,0.37254119,1.19294407,0.00000000
-5.77788894,2.46957555,0.99155953,1.64679025,0.00865769,0.38809095,1.24163808,0.00000000
-5.77188594,2.56616859,1.06967826,1.70186633,0.00841201,0.40572614,1.28911460,0.00000000
-5.76588294,2.66458659,1.15304308,1.75483491,0.00829381,0.42532744,1.33516932,0.00000000
-5.75987994,2.76430943,1.24110926,1.80551249,0.00829892,0.44675002,1.37963151,0.00000000
-5.75387694,2.86481479,1.33321902,1.85377123,0.00842221,0.46982576,1.42235992,0.00000000
-5.74787394,2.96557503,1.42860448,1.89953226,0.00865783,0.49436582,1.46323671,0.00000000
-5.74187094,3.06605261,1.52639396,1.94275607,0.00899940,0.52016346,1.50216003,0.00000000
-5.73586793,3.16569447,1.62562162,1.98343097,0.00944027,0.54699718,1.53903557,0.00000000
-5.72986493,3.26392632,1.72524064,2.02156003,0.00997371,0.57463414,1.57376785,0.00000000
-5.72386193,3.36014750,1.82413971,2.05714752,0.01059308,0.60283377,1.60625175,0.00000000
-5.71785893,3.45372706,1.92116262,2.09018556,0.01129197,0.63135146,1.63636489,0.00000000
-5.71185593,3.54400177,2.01513039,2.12064176,0.01206429,0.65994237,1.66396149,0.00000000
-5.70585293,3.63027646,2.10486535,2.14844883,0.01290433,0.68836508,1.68886797,0.00000000
-5.69984992,3.71182695,2.18921637,2.17349647,0.01380679,0.71638500,1.71088092,0.00000000
-5.69384692,3.78790578,2.26708440,2.19562631,0.01476672,0.74377753,1.72976732,0.00000000
-5.68784392,3.85775060,2.33744735,2.21463020,0.01577948,0.77033064,1.74526743,0.00000000
-5.68184092,3.92059501,2.39938333,2.23025186,0.01684058,0.79584690,1.75710006,0.00000000
-5.67583792,3.97568149,2.45209146,2.24219212,0.01794557,0.82014481,1.76497011,0.00000000
-5.66983492,4.02227597,2.49490935,2.25011736,0.01908982,0.84305947,1.76857813,0.00000000
-5.66383192,4.05968339,2.52732668,2.25367093,0.02026835,0.86444253,1.76763132,0.00000000
-5.65782891,4.08726377,2.54899431,2.25248695,0.02147562,0.88416142,1.76185568,0.00000000
-5.65182591,4.10444825,2.55972875,2.24620597,0.02270532,0.90209820,1.75100859,0.00000000
-5.64582291,4.11075431,2.55951189,2.23449174,0.02395020,0.91814791,1.73489128,0.00000000
-5.63981991,4.10580003,2.54848617,2.21704828,0.02520194,0.93221682,1.71336072,0.00000000
-5.63381691,4.08931663,2.52694564,2.19363663,0.02645108,0.94422069,1.68634012,0.00000000
-5.62781391,4.06115919,2.49532328,2.16409034,0.02768697,0.95408336,1.65382786,0.00000000
-5.62181091,4.02131513,2.45417556,2.12832909,0.02889786,0.96173577,1.61590411,0.00000000
-5.61580790,3.96991037,2.40416477,2.08636984,0.03007104,0.96711576,1.57273497,0.00000000
-5.60980490,3.90721293,2.34604012,2.03833487,0.03119303,0.97016856,1.52457394,0.00000000
-5.60380190,3.83363405,2.28061835,1.98445652,0.03224995,0.97084832,1.47176046,0.00000000
-5.59779890,3.74972667,2.20876475,1.92507816,0.03322790,0.96912046,1.41471562,0.00000000
-5.59179590,3.65618142,2.13137510,1.86065148,0.03411339,0.96496482,1.35393525,0.00000000
-5.58579290,3.55382003,2.04935928,1.79173014,0.03489385,0.95837955,1.28998049,0.00000000
-5.57978989,3.44358639,1.96362685,1.71895994,0.03555820,0.94938539,1.22346632,0.00000000
-5.57378689,3.32653528,1.87507490,1.64306597,0.03609736,0.93803007,1.15504842,0.00000000
-5.56778389,3.20381892,1.78457823,1.56483716,0.03650474,0.92439261,1.08540897,0.00000000
-5.56178089,3.07667144,1.69298186,1.48510881,0.03677674,0.90858702,1.01524170,0.00000000
-5.55577789,2.94639167,1.60109562,1.40474387,0.03691313,0.89076516,0.94523709,0.00000000
-5.54977489,2.81432423,1.50969060,1.32461343,0.03691730,0.87111843,0.87606786,0.00000000
-5.54377189,2.68183936,1.41949705,1.24557731,0.03679647,0.84987805,0.80837554,0.00000000
-5.53776888,2.55031188,1.33120324,1.16846527,0.03656167,0.82731365,0.74275842,0.00000000
-5.53176588,2.42109938,1.24545504,1.09405957,0.03622768,0.80373028,0.67976116,0.00000000
-5.52576288,2.29552042,1.16285559,1.02307922,0.03581272,0.77946354,0.61986645,0.00000000
-5.51975988,2.17483281,1.08396493,0.95616652,0.03533806,0.75487329,0.56348872,0.00000000
-5.51375688,2.06021272,1.00929897,0.89387608,0.03482751,0.73033578,0.51096998,0.00000000
-5.50775388,1.95273482,0.93932797,0.83666660,0.03430670,0.70623470,0.46257779,0.00000000
-5.50175088,1.85335410,0.87447402,0.78489539,0.03380237,0.68295141,0.41850512,0.00000000
-5.49574787,1.76288960,0.81510774,0.73881567,0.03334156,0.66085474,0.37887195,0.00000000
-5.48974487,1.68201047,0.76154411,0.69857649,0.03295069,0.64029077,0.34372834,0.00000000
-5.48374187,1.61122479,0.71403768,0.66422504,0.03265471,0.62157294,0.31305864,0.00000000
-5.47773887,1.55087106,0.67277728,0.63571106,0.03247624,0.60497297,0.28678663,0.00000000
-5.47173587,1.50111294,0.63788059,0.61289305,0.03243472,0.59071290,0.26478118,0.00000000
-5.46573287,1.46193697,0.60938893,0.59554587,0.03254575,0.57895845,0.24686229,0.00000000
-5.45972986,1.43315354,0.58726258,0.58336934,0.03282036,0.56981406,0.23280724,0.00000000
-5.45372686,1.41440106,0.57137712,0.57599768,0.03326458,0.56331976,0.22235670,0.00000000
-5.44772386,1.40515311,0.56152114,0.57300918,0.03387907,0.55944975,0.21522066,0.00000000
-5.44172086,1.40472868,0.55739572,0.57393608,0.03465891,0.55811308,0.21108415,0.00000000
-5.43571786,1.41230524,0.55861598,0.57827436,0.03559362,0.55915601,0.20961276,0.00000000
-5.42971486,1.42693450,0.56471501,0.58549322,0.03666732,0.56236623,0.21045791,0.00000000
-5.42371186,1.44756073,0.57515038,0.59504430,0.03785907,0.56747872,0.21326201,0.00000000
-5.41770885,1.47304139,0.58931317,0.60637044,0.03914346,0.57418298,0.21766351,0.00000000
-5.41170585,1.50216984,0.60653965,0.61891416,0.04049124,0.58213167,0.22330188,0.00000000
-5.40570285,1.53369986,0.62612527,0.63212574,0.04187025,0.59095014,0.22982269,0.00000000
-5.39969985,1.56637164,0.64734079,0.64547105,0.04324636,0.60024690,0.23688264,0.00000000
-5.39369685,1.59893880,0.66944988,0.65843914,0.04458459,0.60962455,0.24415465,0.00000000
-5.38769385,1.63019595,0.69172794,0.67054971,0.04585021,0.61869097,0.25133289,0.00000000
-5.38169085,1.65900619,0.71348106,0.68136030,0.04700998,0.62707061,0.25813771,0.00000000
-5.37568784,1.68432799,0.73406482,0.69047340,0.04803330,0.63441529,0.26432027,0.00000000
-5.36968484,1.70524047,0.75290170,0.69754318,0.04889328,0.64041449,0.26966677,0.00000000
-5.36368184,1.72096660,0.76949673,0.70228182,0.04956780,0.64480468,0.27400214,0.00000000
-5.35767884,1.73089318,0.78345028,0.70446527,0.05004038,0.64737731,0.27719285,0.00000000
-5.35167584,1.73458706,0.79446773,0.70393815,0.05030083,0.64798538,0.27914889,0.00000000
-5.34567284,1.73180670,0.80236510,0.70061759,0.05034577,0.64654810,0.27982463,0.00000000
-5.33966983,1.72250847,0.80707071,0.69449571,0.05017886,0.64305357,0.27921850,0.00000000
-5.33366683,1.70684729,0.80862239,0.68564064,0.04981081,0.63755924,0.27737135,0.00000000
-5.32766383,1.68517117,0.80716063,0.67419559,0.04925912,0.63019014,0.27436371,0.00000000
-5.32166083,1.65800972,0.80291761,0.66037611,0.04854754,0.62113471,0.27031169,0.00000000
-5.31565783,1.62605676,0.79620297,0.64446532,0.04770537,0.61063852,0.26536185,0.00000000
-5.30965483,1.59014754,0.78738668,0.62680704,0.04676646,0.59899587,0.25968522,0.00000000
-5.30365183,1.55123109,0.77688001,0.60779707,0.04576810,0.58653962,0.25347049,0.00000000
-5.29764882,1.51033890,0.76511545,0.58787267,0.04474973,0.57362953,0.24691685,0.00000000
-5.29164582,1.46855080,0.75252659,0.56750065,0.04375159,0.56063965,0.24022660,0.00000000
-5.28564282,1.42695939,0.73952882,0.54716429,0.04281329,0.54794503,0.23359787,0.00000000
-5.27963982,1.38663441,0.72650182,0.52734968,0.04197248,0.53590842,0.22721773,0.00000000
-5.27363682,1.34858829,0.71377463,0.50853181,0.04126345,0.52486736,0.22125596,0.00000000
-5.26763382,1.31374431,0.70161388,0.49116110,0.04071599,0.51512228,0.21585965,0.00000000
-5.26163082,1.28290849,0.69021560,0.47565067,0.04035426,0.50692594,0.21114884,0.00000000
-5.25562781,1.25674625,0.67970095,0.46236500,0.04019603,0.50047469,0.20721343,0.00000000
-5.24962481,1.23576481,0.67011580,0.45161035,0.04025195,0.49590194,0.20411119,0.00000000
-5.24362181,1.22030164,0.66143398,0.44362728,0.04052525,0.49327395,0.20186719,0.00000000
-5.23761881,1.21051954,0.65356393,0.43858557,0.04101157,0.49258822,0.20047442,0.00000000
-5.23161581,1.20640817,0.64635810,0.43658166,0.04169912,0.49377444,0.19989554,0.00000000
-5.22561281,1.20779184,0.63962460,0.43763870,0.04256907,0.49669794,0.20006573,0.00000000
-5.21960980,1.21434304,0.63314019,0.44170909,0.04359623,0.50116551,0.20089639,0.00000000
-5.21360680,1.22560086,0.62666414,0.44867929,0.04474987,0.50693324,0.20227950,0.00000000
-5.20760380,1.24099343,0.61995192,0.45837668,0.04599479,0.51371612,0.20409248,0.00000000
-5.20160080,1.25986316,0.61276827,0.47057797,0.04729252,0.52119887,0.20620334,0.00000000
-5.19559780,1.28149364,0.60489892,0.48501876,0.04860257,0.52904764,0.20847586,0.00000000
-5.18959480,1.30513686,0.59616049,0.50140371,0.04988384,0.53692206,0.21077458,0.00000000
-5.18359180,1.33003967,0.58640830,0.51941683,0.05109590,0.54448696,0.21296952,0.00000000
-5.17758879,1.35546815,0.57554175,0.53873132,0.05220033,0.55142365,0.21494034,0.00000000
-5.17158579,1.38072912,0.56350728,0.55901857,0.05316187,0.55743992,0.21657992,0.00000000
-5.16558279,1.40518782,0.55029889,0.57995586,0.05394952,0.56227869,0.21779715,0.00000000
-5.15957979,1.42828136,0.53595656,0.60123255,0.05453738,0.56572480,0.21851904,0.00000000
-5.15357679,1.44952751,0.52056262,0.62255461,0.05490530,0.56760992,0.21869188,0.00000000
-5.14757379,1.46852905,0.50423667,0.64364735,0.05503937,0.56781539,0.21828178,0.00000000
-5.14157079,1.48497365,0.48712922,0.66425652,0.05493205,0.56627295,0.21727433,0.00000000
-5.13556778,1.49863016,0.46941479,0.68414812,0.05458219,0.56296365,0.21567375,0.00000000
-5.12956478,1.50934172,0.45128456,0.70310698,0.05399476,0.55791496,0.21350143,0.00000000
-5.12356178,1.51701686,0.43293932,0.72093481,0.05318041,0.55119654,0.21079412,0.00000000
-5.11755878,1.52161938,0.41458289,0.73744796,0.05215485,0.54291485,0.20760189,0.00000000
-5.11155578,1.52315823,0.39641642,0.75247546,0.05093815,0.53320721,0.20398595,0.00000000
-5.10555278,1.52167815,0.37863375,0.76585774,0.04955389,0.52223540,0.20001653,0.00000000
-5.09954977,1.51725207,0.36141805,0.77744636,0.04802837,0.51017954,0.19577095,0.00000000
-5.09354677,1.50997582,0.34493983,0.78710508,0.04638972,0.49723229,0.19133195,0.00000000
-5.08754377,1.49996556,0.32935615,0.79471227,0.04466712,0.48359375,0.18678628,0.00000000
-5.08154077,1.48735812,0.31481117,0.80016475,0.04289008,0.46946730,0.18222372,0.00000000
-5.07553777,1.47231395,0.30143764,0.80338276,0.04108781,0.45505637,0.17773646,0.00000000
-5.06953477,1.45502240,0.28935922,0.80431591,0.03928868,0.44056229,0.17341870,0.00000000
-5.06353177,1.43570846,0.27869328,0.80294950,0.03751985,0.42618290,0.16936660,0.00000000
-5.05752876,1.41464019,0.26955388,0.79931073,0.03580692,0.41211201,0.16567823,0.00000000
-5.05152576,1.39213584,0.26205464,0.79347433,0.03417377,0.39853928,0.16245364,0.00000000
-5.04552276,1.36856955,0.25631102,0.78556689,0.03264241,0.38565034,0.15979473,0.00000000
-5.03951976,1.34437460,0.25244194,0.77576939,0.03123288,0.37362681,0.15780494,0.00000000
-5.03351676,1.32004351,0.25057028,0.76431754,0.02996323,0.36264602,0.15658853,0.00000000
-5.02751376,1.29612410,0.25082218,0.75149956,0.02884948,0.35288007,0.15624943,0.00000000
-5.02151076,1.27321126,0.25332504,0.73765125,0.02790552,0.34449412,0.15688964,0.00000000
-5.01550775,1.25193431,0.25820410,0.72314836,0.02714301,0.33764383,0.15860707,0.00000000
-5.00950475,1.23294013,0.26557777,0.70839649,0.02657128,0.33247183,0.16149292,0.00000000
-5.00350175,1.21687276,0.27555181,0.69381883,0.02619710,0.32910341,0.16562871,0.00000000
-4.99749875,1.20435014,0.28821259,0.67984240,0.02602449,0.32764152,0.17108296,0.00000000
-4.99149575,1.19593934,0.30361985,0.66688328,0.02605442,0.32816138,0.17790780,0.00000000
-4.98549275,1.19213142,0.32179920,0.65533166,0.02628459,0.33070501,0.18613561,0.00000000
-4.97948974,1.19331736,0.34273488,0.64553755,0.02670920,0.33527603,0.19577594,0.00000000
-4.97348674,1.19976652,0.36636322,0.63779770,0.02731871,0.34183513,0.20681288,0.00000000
-4.96748374,1.21160886,0.39256715,0.63234467,0.02809977,0.35029664,0.21920301,0.00000000
-4.96148074,1.22882222,0.42117232,0.62933842,0.02903517,0.36052646,0.23287426,0.00000000
-4.95547774,1.25122540,0.45194502,0.62886103,0.03010394,0.37234174,0.24772561,0.00000000
-4.94947474,1.27847784,0.48459220,0.63091468,0.03128161,0.38551242,0.26362787,0.00000000
-4.94347174,1.31008588,0.51876394,0.63542306,0.03254058,0.39976484,0.28042546,0.00000000
-4.93746873,1.34541580,0.55405810,0.64223605,0.03385067,0.41478735,0.29793920,0.00000000
-4.93146573,1.38371283,0.59002739,0.65113738,0.03517977,0.43023778,0.31597002,0.00000000
-4.92546273,1.42412553,0.62618852,0.66185485,0.03649461,0.44575261,0.33430349,0.00000000
-4.91945973,1.46573429,0.66203316,0.67407244,0.03776170,0.46095745,0.35271488,0.00000000
-4.91345673,1.50758257,0.69704031,0.68744371,0.03894821,0.47547843,0.37097457,0.00000000
-4.90745373,1.54870955,0.73068964,0.70160578,0.04002293,0.48895394,0.38885368,0.00000000
-4.90145073,1.58818241,0.76247521,0.71619301,0.04095721,0.50104636,0.40612942,0.00000000
-4.89544772,1.62512693,0.79191899,0.73084994,0.04172583,0.51145306,0.42259024,0.00000000
-4.88944472,1.65875491,0.81858374,0.74524270,0.04230773,0.51991636,0.43804023,0.00000000
-4.88344172,1.68838734,0.84208458,0.75906851,0.04268665,0.52623180,0.45230290,0.00000000
-4.87743872,1.71347231,0.86209884,0.77206295,0.04285156,0.53025460,0.46522403,0.00000000
-4.87143572,1.73359717,0.87837391,0.78400483,0.04279694,0.53190381,0.47667354,0.00000000
-4.86543272,1.74849476,0.89073265,0.79471853,0.04252281,0.53116422,0.48654651,0.00000000
-4.85942971,1.75804369,0.89907636,0.80407429,0.04203466,0.52808583,0.49476323,0.00000000
-4.85342671,1.76226317,0.90338523,0.81198631,0.04134307,0.52278110,0.50126850,0.00000000
-4.84742371,1.76130318,0.90371631,0.81840939,0.04046329,0.51542014,0.50603033,0.00000000
-4.84142071,1.75543070,0.90019935,0.82333443,0.03941457,0.50622412,0.50903815,0.00000000
-4.83541771,1.74501330,0.89303058,0.82678330,0.03821953,0.49545735,0.51030077,0.00000000
-4.82941471,1.73050105,0.88246505,0.82880351,0.03690331,0.48341832,0.50984433,0.00000000
-4.82341171,1.71240786,0.86880770,0.82946331,0.03549280,0.47043031,0.50771030,0.00000000
