energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.29764882,0.78001127,0.27815541,0.00000000,0.00862859,0.06905599,0.23054061,0.29427228,0.00124567,0.32679040
-5.29164582,0.74112113,0.26847069,0.00000000,0.00806480,0.06734698,0.22173117,0.27350427,0.00122431,0.31380574
-5.28564282,0.70505609,0.25969684,0.00000000,0.00749762,0.06586321,0.21351276,0.25422841,0.00121114,0.30168315
-5.27963982,0.67257870,0.25212885,0.00000000,0.00693620,0.06468055,0.20609974,0.23668259,0.00120853,0.29077880
-5.27363682,0.64436350,0.24602630,0.00000000,0.00638884,0.06386703,0.19967754,0.22107171,0.00121884,0.28141390
-5.26763382,0.62098509,0.24160723,0.00000000,0.00586283,0.06348112,0.19439780,0.20756637,0.00124443,0.27386796
-5.26163082,0.60290973,0.23904357,0.00000000,0.00536430,0.06357037,0.19037489,0.19630237,0.00128760,0.26837364
-5.25562781,0.59049036,0.23845805,0.00000000,0.00489816,0.06417051,0.18768378,0.18738108,0.00135054,0.26511347
-5.24962481,0.58396509,0.23992272,0.00000000,0.00446806,0.06530490,0.18635949,0.18087045,0.00143535,0.26421832
-5.24362181,0.58345896,0.24345899,0.00000000,0.00407641,0.06698440,0.18639791,0.17680656,0.00154394,0.26576763
-5.23761881,0.58898851,0.24903908,0.00000000,0.00372444,0.06920764,0.18775818,0.17519569,0.00167804,0.26979134
-5.23161581,0.60046892,0.25658870,0.00000000,0.00341226,0.07196161,0.19036631,0.17601657,0.00183909,0.27627311
-5.22561281,0.61772327,0.26599092,0.00000000,0.00313901,0.07522262,0.19411999,0.17922289,0.00202827,0.28515490
-5.21960980,0.64049321,0.27709085,0.00000000,0.00290298,0.07895743,0.19889444,0.18474579,0.00224637,0.29634245
-5.21360680,0.66845086,0.28970098,0.00000000,0.00270176,0.08312462,0.20454888,0.19249636,0.00249379,0.30971143
-5.20760380,0.70121119,0.30360699,0.00000000,0.00253240,0.08767604,0.21093360,0.20236803,0.00277043,0.32511407
-5.20160080,0.73834459,0.31857380,0.00000000,0.00239154,0.09255833,0.21789715,0.21423876,0.00307566,0.34238588
-5.19559780,0.77938915,0.33435160,0.00000000,0.00227561,0.09771445,0.22529345,0.22797317,0.00340826,0.36135227
-5.18959480,0.82386238,0.35068173,0.00000000,0.00218090,0.10308513,0.23298856,0.24342442,0.00376637,0.38183485
-5.18359180,0.87127206,0.36730225,0.00000000,0.00210372,0.10861018,0.24086676,0.26043608,0.00414744,0.40365714
-5.17758879,0.92112600,0.38395309,0.00000000,0.00204053,0.11422969,0.24883568,0.27884382,0.00454822,0.42664961
-5.17158579,0.97294069,0.40038070,0.00000000,0.00198798,0.11988508,0.25683044,0.29847716,0.00496474,0.45065384
-5.16558279,1.02624857,0.41634210,0.00000000,0.00194299,0.12551988,0.26481627,0.31916124,0.00539235,0.47552569
-5.15957979,1.08060409,0.43160836,0.00000000,0.00190283,0.13108044,0.27278986,0.34071857,0.00582577,0.50113751
-5.15357679,1.13558833,0.44596757,0.00000000,0.00186512,0.13651634,0.28077900,0.36297094,0.00625910,0.52737925
-5.14757379,1.19081241,0.45922713,0.00000000,0.00182786,0.14178075,0.28884081,0.38574138,0.00668599,0.55415846
-5.14157079,1.24591958,0.47121571,0.00000000,0.00178943,0.14683056,0.29705832,0.40885605,0.00709974,0.58139927
-5.13556778,1.30058597,0.48178461,0.00000000,0.00174858,0.15162646,0.30553569,0.43214621,0.00749343,0.60904039
-5.12956478,1.35452018,0.49080880,0.00000000,0.00170442,0.15613288,0.31439208,0.45544996,0.00786014,0.63703203
-5.12356178,1.40746159,0.49818756,0.00000000,0.00165636,0.16031792,0.32375453,0.47861379,0.00819306,0.66533207
-5.11755878,1.45917748,0.50384482,0.00000000,0.00160411,0.16415318,0.33375003,0.50149376,0.00848578,0.69390147
-5.11155578,1.50945906,0.50772917,0.00000000,0.00154764,0.16761362,0.34449706,0.52395623,0.00873240,0.72269903
-5.10555278,1.55811639,0.50981353,0.00000000,0.00148711,0.17067735,0.35609705,0.54587801,0.00892777,0.75167582
-5.09954977,1.60497246,0.51009458,0.00000000,0.00142285,0.17332551,0.36862602,0.56714600,0.00906762,0.78076938
-5.09354677,1.64985662,0.50859184,0.00000000,0.00135536,0.17554202,0.38212690,0.58765612,0.00914877,0.80989798
-5.08754377,1.69259762,0.50534639,0.00000000,0.00128519,0.17731350,0.39660278,0.60731181,0.00916916,0.83895534
-5.08154077,1.73301664,0.50041936,0.00000000,0.00121299,0.17862902,0.41201148,0.62602198,0.00912801,0.86780591
-5.07553777,1.77092082,0.49388998,0.00000000,0.00113943,0.17948004,0.42826190,0.64369874,0.00902577,0.89628125
-5.06953477,1.80609764,0.48585345,0.00000000,0.00106519,0.17986025,0.44521211,0.66025501,0.00886420,0.92417776
-5.06353177,1.83831094,0.47641850,0.00000000,0.00099096,0.17976544,0.46266975,0.67560231,0.00864625,0.95125598
-5.05752876,1.86729872,0.46570477,0.00000000,0.00091737,0.17919349,0.48039459,0.68964897,0.00837599,0.97724195
-5.05152576,1.89277355,0.45384009,0.00000000,0.00084503,0.17814431,0.49810330,0.70229897,0.00805848,1.00183052
-5.04552276,1.91442564,0.44095782,0.00000000,0.00077449,0.17661987,0.51547658,0.71345169,0.00769960,1.02469104
-5.03951976,1.93192902,0.42719418,0.00000000,0.00070624,0.17462434,0.53216817,0.72300271,0.00730586,1.04547511
-5.03351676,1.94495071,0.41268583,0.00000000,0.00064071,0.17216422,0.54781565,0.73084571,0.00688421,1.06382652
-5.02751376,1.95316269,0.39756776,0.00000000,0.00057824,0.16924862,0.56205268,0.73687553,0.00644181,1.07939290
-5.02151076,1.95625644,0.38197153,0.00000000,0.00051913,0.16588957,0.57452207,0.74099225,0.00598585,1.09183880
-5.01550775,1.95395925,0.36602394,0.00000000,0.00046359,0.16210244,0.58488937,0.74310613,0.00552334,1.10085960
-5.00950475,1.94605158,0.34984610,0.00000000,0.00041176,0.15790634,0.59285619,0.74314312,0.00506090,1.10619570
-5.00350175,1.93238460,0.33355304,0.00000000,0.00036373,0.15332458,0.59817297,0.74105051,0.00460469,1.10764621
-4.99749875,1.91289667,0.31725368,0.00000000,0.00031953,0.14838510,0.60065038,0.73680251,0.00416018,1.10508151
-4.99149575,1.88762794,0.30105109,0.00000000,0.00027913,0.14312088,0.60016901,0.73040509,0.00373216,1.09845390
-4.98549275,1.85673193,0.28504316,0.00000000,0.00024246,0.13757016,0.59668679,0.72189996,0.00332461,1.08780577
-4.97948974,1.82048317,0.26932329,0.00000000,0.00020939,0.13177667,0.59024395,0.71136706,0.00294068,1.07327472
-4.97348674,1.77928034,0.25398120,0.00000000,0.00017978,0.12578953,0.58096505,0.69892549,0.00258274,1.05509521
-4.96748374,1.73364434,0.23910370,0.00000000,0.00015345,0.11966313,0.56905817,0.68473266,0.00225233,1.03359660
-4.96148074,1.68421117,0.22477527,0.00000000,0.00013019,0.11345664,0.55481110,0.66898155,0.00195031,1.00919741
-4.95547774,1.63171974,0.21107844,0.00000000,0.00010979,0.10723339,0.53858476,0.65189620,0.00167683,0.98239612
-4.94947474,1.57699492,0.19809383,0.00000000,0.00009201,0.10105998,0.52080400,0.63372557,0.00143149,0.95375861
-4.94347174,1.52092669,0.18589987,0.00000000,0.00007664,0.09500524,0.50194617,0.61473620,0.00121339,0.92390291
-4.93746873,1.46444599,0.17457218,0.00000000,0.00006344,0.08913895,0.48252779,0.59520384,0.00102122,0.89348182
-4.93146573,1.40849853,0.16418254,0.00000000,0.00005218,0.08353043,0.46308987,0.57540466,0.00085338,0.86316400
-4.92546273,1.35401756,0.15479768,0.00000000,0.00004265,0.07824703,0.44418229,0.55560650,0.00070807,0.83361440
-4.91945973,1.30189668,0.14647760,0.00000000,0.00003463,0.07335258,0.42634780,0.53606042,0.00058333,0.80547468
-4.91345673,1.25296390,0.13927390,0.00000000,0.00002794,0.06890577,0.41010615,0.51699326,0.00047715,0.77934440
-4.90745373,1.20795783,0.13322790,0.00000000,0.00002239,0.06495864,0.39593869,0.49860133,0.00038752,0.75576353
-4.90145073,1.16750683,0.12836867,0.00000000,0.00001783,0.06155508,0.38427408,0.48104558,0.00031249,0.73519697
-4.89544772,1.13211184,0.12471128,0.00000000,0.00001410,0.05872955,0.37547533,0.46444841,0.00025020,0.71802138
-4.88944472,1.10213324,0.12225501,0.00000000,0.00001108,0.05650592,0.36982862,0.44889219,0.00019890,0.70451473
-4.88344172,1.07778208,0.12098198,0.00000000,0.00000865,0.05489656,0.36753413,0.43441939,0.00015700,0.69484882
-4.87743872,1.05911581,0.12085593,0.00000000,0.00000670,0.05390165,0.36869913,0.42103424,0.00012305,0.68908476
-4.87143572,1.04603830,0.12182153,0.00000000,0.00000516,0.05350884,0.37333362,0.40870577,0.00009576,0.68717161
-4.86543272,1.03830415,0.12380408,0.00000000,0.00000395,0.05369312,0.38134848,0.39737176,0.00007401,0.68894797
-4.85942971,1.03552685,0.12670971,0.00000000,0.00000300,0.05441711,0.39255642,0.38694364,0.00005681,0.69414655
-4.85342671,1.03719061,0.13042622,0.00000000,0.00000227,0.05563162,0.40667561,0.37731173,0.00004334,0.70240140
-4.84742371,1.04266524,0.13482443,0.00000000,0.00000171,0.05727656,0.42333609,0.36835080,0.00003287,0.71325784
-4.84142071,1.05122390,0.13976011,0.00000000,0.00000129,0.05928217,0.44208872,0.35992551,0.00002483,0.72618454
-4.83541771,1.06206307,0.14507660,0.00000000,0.00000097,0.06157059,0.46241669,0.35189569,0.00001872,0.74058778
-4.82941471,1.07432442,0.15060781,0.00000000,0.00000074,0.06405763,0.48374914,0.34412114,0.00001417,0.75582735
-4.82341171,1.08711791,0.15618185,0.00000000,0.00000059,0.06665487,0.50547673,0.33646603,0.00001087,0.77123387
-4.81740870,1.09954582,0.16162490,0.00000000,0.00000050,0.06927185,0.52696860,0.32880265,0.00000858,0.78612702
-4.81140570,1.11072684,0.16676553,0.00000000,0.00000046,0.07181843,0.54759031,0.32101463,0.00000713,0.79983431
-4.80540270,1.11981999,0.17143895,0.00000000,0.00000047,0.07420720,0.56672221,0.31299952,0.00000643,0.81170980
-4.79939970,1.12604735,0.17549148,0.00000000,0.00000054,0.07635584,0.58377749,0.30467092,0.00000642,0.82115231
-4.79339670,1.12871531,0.17878465,0.00000000,0.00000068,0.07818935,0.59821946,0.29595995,0.00000710,0.82762247
-4.78739370,1.12723342,0.18119911,0.00000000,0.00000090,0.07964212,0.60957729,0.28681638,0.00000854,0.83065812
-4.78139070,1.12113040,0.18263797,0.00000000,0.00000123,0.08065971,0.61745967,0.27720921,0.00001084,0.82988747
-4.77538769,1.11006670,0.18302956,0.00000000,0.00000169,0.08120029,0.62156585,0.26712695,0.00001419,0.82503958
-4.76938469,1.09384323,0.18232941,0.00000000,0.00000233,0.08123566,0.62169361,0.25657745,0.00001885,0.81595169
-4.76338169,1.07240575,0.18052144,0.00000000,0.00000321,0.08075191,0.61774388,0.24558736,0.00002516,0.80257316
-4.75737869,1.04584508,0.17761818,0.00000000,0.00000441,0.07974954,0.60972183,0.23420132,0.00003358,0.78496590
-4.75137569,1.01439281,0.17366022,0.00000000,0.00000601,0.07824314,0.59773445,0.22248080,0.00004468,0.76330122
-4.74537269,0.97841295,0.16871469,0.00000000,0.00000816,0.07626071,0.58198471,0.21050261,0.00005919,0.73785321
-4.73936968,0.93838982,0.16287309,0.00000000,0.00001102,0.07384248,0.56276277,0.19835726,0.00007799,0.70898911
-4.73336668,0.89491270,0.15624831,0.00000000,0.00001477,0.07103947,0.54043443,0.18614702,0.00010221,0.67715699
-4.72736368,0.84865801,0.14897123,0.00000000,0.00001969,0.06791174,0.51542764,0.17398390,0.00013319,0.64287129
-4.72136068,0.80036974,0.14118696,0.00000000,0.00002607,0.06452647,0.48821751,0.16198761,0.00017257,0.60669690
-4.71535768,0.75083904,0.13305080,0.00000000,0.00003432,0.06095595,0.45931060,0.15028339,0.00022231,0.56923253
-4.70935468,0.70088379,0.12472432,0.00000000,0.00004489,0.05727551,0.42922917,0.13900012,0.00028477,0.53109392
-4.70335168,0.65132895,0.11637150,0.00000000,0.00005836,0.05356160,0.39849591,0.12826850,0.00036272,0.49289761
-4.69734867,0.60298842,0.10815522,0.00000000,0.00007541,0.04988990,0.36761990,0.11821948,0.00045941,0.45524596
-4.69134567,0.55664906,0.10023414,0.00000000,0.00009683,0.04633367,0.33708416,0.10898309,0.00057863,0.41871376
-4.68534267,0.51305723,0.09276018,0.00000000,0.00012358,0.04296239,0.30733522,0.10068753,0.00072477,0.38383684
-4.67933967,0.47290814,0.08587644,0.00000000,0.00015674,0.03984061,0.27877492,0.09345866,0.00090283,0.35110302
-4.67333667,0.43683812,0.07971584,0.00000000,0.00019758,0.03702703,0.25175452,0.08741984,0.00111850,0.32094530
-4.66733367,0.40541973,0.07440029,0.00000000,0.00024753,0.03457398,0.22657123,0.08269211,0.00137816,0.29373752
-4.66133067,0.37915937,0.07004035,0.00000000,0.00030820,0.03252706,0.20346683,0.07939455,0.00168896,0.26979203
-4.65532766,0.35849724,0.06673540,0.00000000,0.00038137,0.03092504,0.18262835,0.07764491,0.00205872,0.24935939
-4.64932466,0.34380893,0.06457422,0.00000000,0.00046901,0.02979994,0.16419043,0.07756021,0.00249602,0.23262960
-4.64332166,0.33540839,0.06363576,0.00000000,0.00057323,0.02917727,0.14823898,0.07925733,0.00301008,0.21973465
