energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-6.00000000,4.97832208,1.38119671,0.00000000,0.05866640,0.55248097,1.11860606,1.84155616,0.02065590,2.31482303
-5.99399700,4.87430054,1.32866243,0.00000000,0.05831651,0.53121690,1.08362418,1.82332282,0.02027875,2.26612738
-5.98799400,4.75576075,1.27366595,0.00000000,0.05763967,0.50875921,1.04642652,1.79904240,0.01989853,2.21015424
-5.98199100,4.62434345,1.21695628,0.00000000,0.05664788,0.48539514,1.00751470,1.76912045,0.01952078,2.14761507
-5.97598799,4.48183886,1.15928050,0.00000000,0.05535918,0.46141525,0.96739158,1.73404419,0.01914959,2.07929869
-5.96998499,4.33016389,1.10137379,0.00000000,0.05379715,0.43711019,0.92655632,1.69437631,0.01878767,2.00606173
-5.96398199,4.17133775,1.04395052,0.00000000,0.05199015,0.41276784,0.88550026,1.65074700,0.01843632,1.92881816
-5.95797899,4.00745591,0.98769630,0.00000000,0.04997055,0.38867069,0.84470336,1.60384457,0.01809567,1.84852782
-5.95197599,3.84066268,0.93326087,0.00000000,0.04777368,0.36509349,0.80463108,1.55440462,0.01776478,1.76618434
-5.94597299,3.67312246,0.88125189,0.00000000,0.04543686,0.34230104,0.76573139,1.50319788,0.01744196,1.68280224
-5.93996998,3.50699018,0.83222932,0.00000000,0.04299832,0.32054608,0.72843189,1.45101717,0.01712500,1.59940376
-5.93396698,3.34438118,0.78670055,0.00000000,0.04049620,0.30006728,0.69313669,1.39866353,0.01681147,1.51700542
-5.92796398,3.18734121,0.74511607,0.00000000,0.03796754,0.28108733,0.66022326,1.34693198,0.01649904,1.43660451
-5.92196098,3.03781688,0.70786572,0.00000000,0.03544746,0.26381098,0.63003890,1.29659718,0.01618570,1.35916590
-5.91595798,2.89762738,0.67527565,0.00000000,0.03296836,0.24842318,0.60289712,1.24839938,0.01587007,1.28560932
-5.90995498,2.76843789,0.64760588,0.00000000,0.03055932,0.23508732,0.57907384,1.20303101,0.01555152,1.21679719
-5.90395198,2.65173531,0.62504863,0.00000000,0.02824567,0.22394341,0.55880364,1.16112421,0.01523040,1.15352334
-5.89794897,2.54880690,0.60772749,0.00000000,0.02604864,0.21510654,0.54227613,1.12323969,0.01490805,1.09650272
-5.89194597,2.46072217,0.59569749,0.00000000,0.02398526,0.20866529,0.52963263,1.08985717,0.01458687,1.04636206
-5.88594297,2.38831836,0.58894613,0.00000000,0.02206830,0.20468042,0.52096338,1.06136756,0.01427027,1.00363175
-5.87993997,2.33218994,0.58739534,0.00000000,0.02030645,0.20318367,0.51630537,1.03806726,0.01396257,0.96873886
-5.87393697,2.29268205,0.59090449,0.00000000,0.01870452,0.20417681,0.51564093,1.02015445,0.01366883,0.94200132
-5.86793397,2.26988808,0.59927423,0.00000000,0.01726378,0.20763087,0.51889729,1.00772767,0.01339470,0.92362337
-5.86193097,2.26365127,0.61225117,0.00000000,0.01598234,0.21348572,0.52594693,1.00078653,0.01314613,0.91369212
-5.85592796,2.27357019,0.62953321,0.00000000,0.01485557,0.22164988,0.53660909,0.99923456,0.01292914,0.91217550
-5.84992496,2.29900789,0.65077531,0.00000000,0.01387658,0.23200069,0.55065208,1.00288406,0.01274958,0.91892136
-5.84392196,2.33910448,0.67559559,0.00000000,0.01303664,0.24438484,0.56779653,1.01146279,0.01261280,0.93365795
-5.83791896,2.39279271,0.70358136,0.00000000,0.01232564,0.25861933,0.58771943,1.02462231,0.01252344,0.95599584
-5.83191596,2.45881640,0.73429507,0.00000000,0.01173250,0.27449286,0.61005886,1.04194762,0.01248516,0.98543134
-5.82591296,2.53575122,0.76727983,0.00000000,0.01124552,0.29176768,0.63441928,1.06296796,0.01250041,1.02135145
-5.81990995,2.62202755,0.80206438,0.00000000,0.01085272,0.31018198,0.66037720,1.08716832,0.01257032,1.06304069
-5.81390695,2.71595512,0.83816748,0.00000000,0.01054211,0.32945279,0.68748717,1.11400155,0.01269450,1.10968953
-5.80790395,2.81574904,0.87510161,0.00000000,0.01030193,0.34927943,0.71528800,1.14290051,0.01287096,1.16040490
-5.80190095,2.91955701,0.91237598,0.00000000,0.01012078,0.36934747,0.74330898,1.17329019,0.01309613,1.21422244
-5.79589795,3.02548738,0.94949910,0.00000000,0.00998781,0.38933319,0.77107618,1.20459942,0.01336480,1.27012071
-5.78989495,3.13163767,0.98598091,0.00000000,0.00989277,0.40890854,0.79811871,1.23627182,0.01367025,1.32703709
-5.78389195,3.23612338,1.02133477,0.00000000,0.00982608,0.42774636,0.82397488,1.26777586,0.01400437,1.38388532
-5.77788894,3.33710660,1.05507959,0.00000000,0.00977887,0.44552606,0.84819830,1.29861379,0.01435779,1.43957429
-5.77188594,3.43282413,1.08674229,0.00000000,0.00974300,0.46193931,0.87036388,1.32832915,0.01472016,1.49302781
-5.76588294,3.52161457,1.11586085,0.00000000,0.00971105,0.47669584,0.89007363,1.35651274,0.01508037,1.54320487
-5.75987994,3.60194387,1.14198821,0.00000000,0.00967631,0.48952916,0.90696242,1.38280699,0.01542687,1.58911991
-5.75387694,3.67242896,1.16469704,0.00000000,0.00963282,0.50020191,0.92070343,1.40690847,0.01574796,1.62986245
-5.74787394,3.73185867,1.18358556,0.00000000,0.00957531,0.50851085,0.93101331,1.42856867,0.01603216,1.66461564
-5.74187094,3.77921151,1.19828423,0.00000000,0.00949924,0.51429123,0.93765701,1.44759291,0.01626852,1.69267291
-5.73586793,3.81366967,1.20846325,0.00000000,0.00940082,0.51742035,0.94045208,1.46383759,0.01644697,1.71345233
-5.72986493,3.83462889,1.21384054,0.00000000,0.00927695,0.51782031,0.93927222,1.47720576,0.01655858,1.72650797
-5.72386193,3.84170360,1.21418984,0.00000000,0.00912532,0.51545964,0.93405011,1.48764139,0.01659590,1.73153801
-5.71785893,3.83472725,1.20934859,0.00000000,0.00894437,0.51035398,0.92477916,1.49512244,0.01655314,1.72838903
-5.71185593,3.81374765,1.19922502,0.00000000,0.00873329,0.50256545,0.91151421,1.49965328,0.01642636,1.71705650
-5.70585293,3.77901749,1.18380404,0.00000000,0.00849203,0.49220098,0.89437090,1.50125666,0.01621361,1.69768130
-5.69984992,3.73098030,1.16315145,0.00000000,0.00822130,0.47940950,0.87352366,1.49996584,0.01591494,1.67054236
-5.69384692,3.67025235,1.13741608,0.00000000,0.00792252,0.46437800,0.84920247,1.49581726,0.01553242,1.63604581
-5.68784392,3.59760125,1.10682963,0.00000000,0.00759778,0.44732676,0.82168802,1.48884419,0.01507004,1.59471098
-5.68184092,3.51392207,1.07170391,0.00000000,0.00724977,0.42850374,0.79130585,1.47907190,0.01453355,1.54715371
-5.67583792,3.42021193,1.03242552,0.00000000,0.00688173,0.40817833,0.75841912,1.46651456,0.01393028,1.49406788
-5.66983492,3.31754410,0.98944811,0.00000000,0.00649734,0.38663476,0.72342064,1.45117424,0.01326889,1.43620558
-5.66383192,3.20704259,0.94328230,0.00000000,0.00610060,0.36416527,0.68672416,1.43304214,0.01255904,1.37435691
-5.65782891,3.08985830,0.89448383,0.00000000,0.00569574,0.34106339,0.64875523,1.41210194,0.01181113,1.30932998
-5.65182591,2.96714727,0.84364021,0.00000000,0.00528712,0.31761739,0.60994213,1.38833536,0.01103595,1.24193194
-5.64582291,2.84005208,0.79135663,0.00000000,0.00487907,0.29410424,0.57070698,1.36172936,0.01024437,1.17295159
-5.63981991,2.70968643,0.73824144,0.00000000,0.00447581,0.27078422,0.53145740,1.33228482,0.00944703,1.10314405
-5.63381691,2.57712339,0.68489211,0.00000000,0.00408137,0.24789632,0.49257908,1.30002591,0.00865407,1.03321800
-5.62781391,2.44338721,0.63188199,0.00000000,0.00369946,0.22565450,0.45442934,1.26500975,0.00787489,0.96382556
-5.62181091,2.30944836,0.57974851,0.00000000,0.00333343,0.20424496,0.41733204,1.22733554,0.00711792,0.89555504
-5.61580790,2.17622150,0.52898313,0.00000000,0.00298623,0.18382444,0.38157373,1.18715256,0.00639055,0.82892649
-5.60980490,2.04456579,0.48002351,0.00000000,0.00266038,0.16451944,0.34740126,1.14466640,0.00569893,0.76438986
-5.60380190,1.91528674,0.43324790,0.00000000,0.00235793,0.14642646,0.31502080,1.10014290,0.00504799,0.70232549
-5.59779890,1.78913913,0.38897199,0.00000000,0.00208054,0.12961304,0.28459806,1.05390939,0.00444141,0.64304671
-5.59179590,1.66683010,0.34744806,0.00000000,0.00182946,0.11411953,0.25625976,1.00635295,0.00388168,0.58680400
-5.58579290,1.54902204,0.30886627,0.00000000,0.00160560,0.09996156,0.23009608,0.95791566,0.00337013,0.53379040
-5.57978989,1.43633448,0.27335795,0.00000000,0.00140960,0.08713289,0.20616380,0.90908686,0.00290709,0.48414773
-5.57378689,1.32934504,0.24100042,0.00000000,0.00124187,0.07560858,0.18449015,0.86039276,0.00249197,0.43797326
-5.56778389,1.22858877,0.21182307,0.00000000,0.00110271,0.06534840,0.16507693,0.81238381,0.00212342,0.39532634
-5.56178089,1.13455629,0.18581432,0.00000000,0.00099236,0.05630018,0.14790474,0.76562027,0.00179949,0.35623496
-5.55577789,1.04769042,0.16292889,0.00000000,0.00091107,0.04840312,0.13293719,0.72065677,0.00151775,0.32070169
-5.54977489,0.96838182,0.14309525,0.00000000,0.00085918,0.04159084,0.12012487,0.67802649,0.00127542,0.28870904
-5.54377189,0.89696372,0.12622268,0.00000000,0.00083715,0.03579423,0.10940888,0.63822556,0.00106957,0.26022400
-5.53776888,0.83370629,0.11220774,0.00000000,0.00084562,0.03094377,0.10072396,0.60169848,0.00089713,0.23520175
-5.53176588,0.77881080,0.10093988,0.00000000,0.00088544,0.02697161,0.09400095,0.56882513,0.00075507,0.21358842
-5.52576288,0.73240414,0.09230595,0.00000000,0.00095764,0.02381305,0.08916864,0.53990982,0.00064045,0.19532298
-5.51975988,0.69453392,0.08619360,0.00000000,0.00106343,0.02140773,0.08615502,0.51517285,0.00055048,0.18033831
-5.51375688,0.66516443,0.08249335,0.00000000,0.00120414,0.01970020,0.08488784,0.49474478,0.00048255,0.16856132
-5.50775388,0.64417369,0.08109947,0.00000000,0.00138120,0.01864022,0.08529458,0.47866356,0.00043430,0.15991250
-5.50175088,0.63135180,0.08190966,0.00000000,0.00159599,0.01818257,0.08730185,0.46687460,0.00040359,0.15430465
-5.49574787,0.62640049,0.08482363,0.00000000,0.00184979,0.01828662,0.09083432,0.45923354,0.00038848,0.15164115
-5.48974487,0.62893414,0.08974087,0.00000000,0.00214366,0.01891551,0.09581328,0.45551159,0.00038727,0.15181377
-5.48374187,0.63848205,0.09655761,0.00000000,0.00247825,0.02003517,0.10215488,0.45540305,0.00039846,0.15470016
-5.47773887,0.65449216,0.10516337,0.00000000,0.00285373,0.02161322,0.10976819,0.45853483,0.00042067,0.16016116
-5.47173587,0.67633587,0.11543734,0.00000000,0.00326964,0.02361769,0.11855330,0.46447730,0.00045270,0.16803822
-5.46573287,0.70331435,0.12724480,0.00000000,0.00372473,0.02601583,0.12839946,0.47275634,0.00049339,0.17815092
-5.45972986,0.73466588,0.14043386,0.00000000,0.00421685,0.02877291,0.13918344,0.48286586,0.00054168,0.19029494
-5.45372686,0.76957458,0.15483294,0.00000000,0.00474291,0.03185119,0.15076833,0.49428072,0.00059652,0.20424064
-5.44772386,0.80718033,0.17024895,0.00000000,0.00529873,0.03520905,0.16300281,0.50646941,0.00065687,0.21973239
-5.44172086,0.84658985,0.18646665,0.00000000,0.00587908,0.03880042,0.17572108,0.51890633,0.00072166,0.23648898
-5.43571786,0.88688915,0.20324924,0.00000000,0.00647765,0.04257448,0.18874350,0.53108326,0.00078981,0.25420501
-5.42971486,0.92715703,0.22034021,0.00000000,0.00708713,0.04647567,0.20187803,0.54251993,0.00086017,0.27255371
-5.42371186,0.96647971,0.23746663,0.00000000,0.00769929,0.05044411,0.21492254,0.55277338,0.00093157,0.29119089
-5.41770885,1.00396641,0.25434376,0.00000000,0.00830517,0.05441634,0.22766794,0.56144607,0.00100278,0.30976030
-5.41170585,1.03876557,0.27068085,0.00000000,0.00889522,0.05832641,0.23990208,0.56819255,0.00107259,0.32790015
-5.40570285,1.07008147,0.28618804,0.00000000,0.00945958,0.06210727,0.25141441,0.57272474,0.00113975,0.34525072
-5.39969985,1.09719085,0.30058397,0.00000000,0.00998832,0.06569246,0.26200117,0.57481574,0.00120305,0.36146280
-5.39369685,1.11945900,0.31360399,0.00000000,0.01047172,0.06901795,0.27147093,0.57430219,0.00126136,0.37620667
-5.38769385,1.13635486,0.32500840,0.00000000,0.01090061,0.07202411,0.27965034,0.57108520,0.00131362,0.38918128
-5.38169085,1.14746454,0.33459049,0.00000000,0.01126662,0.07465773,0.28638980,0.56512997,0.00135888,0.40012326
-5.37568784,1.15250269,0.34218402,0.00000000,0.01156247,0.07687393,0.29156876,0.55646403,0.00139639,0.40881530
-5.36968484,1.15132114,0.34766961,0.00000000,0.01178224,0.07863791,0.29510045,0.54517439,0.00142554,0.41509361
-5.36368184,1.14391449,0.35097993,0.00000000,0.01192157,0.07992652,0.29693572,0.53140352,0.00144598,0.41885393
-5.35767884,1.13042196,0.35210326,0.00000000,0.01197779,0.08072935,0.29706590,0.51534437,0.00145759,0.42005595
-5.35167584,1.11112564,0.35108522,0.00000000,0.01195009,0.08104957,0.29552428,0.49723453,0.00146048,0.41872567
-5.34567284,1.08644464,0.34802867,0.00000000,0.01183950,0.08090423,0.29238636,0.47734975,0.00145507,0.41495579
-5.33966983,1.05692546,0.34309161,0.00000000,0.01164887,0.08032408,0.28776855,0.45599686,0.00144203,0.40890383
-5.33366683,1.02322869,0.33648316,0.00000000,0.01138280,0.07935296,0.28182544,0.43350635,0.00142228,0.40078812
-5.32766383,0.98611242,0.32845787,0.00000000,0.01104746,0.07804665,0.27474578,0.41022481,0.00139703,0.39088178
-5.32166083,0.94641290,0.31930839,0.00000000,0.01065038,0.07647139,0.26674707,0.38650728,0.00136772,0.37950492
-5.31565783,0.90502310,0.30935698,0.00000000,0.01020023,0.07470191,0.25806921,0.36270990,0.00133600,0.36701533
-5.30965483,0.86286997,0.29894601,0.00000000,0.00970650,0.07281929,0.24896729,0.33918284,0.00130371,0.35379807
-5.30365183,0.82089102,0.28842800,0.00000000,0.00917921,0.07090852,0.23970379,0.31626383,0.00127289,0.34025441
