energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Li_s_up,Li_s_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.91595798,3.52094989,-3.39132093,0.01710928,-0.06027803,0.46180354,-0.45075893,0.51661873,-0.58544373,1.85710697,-1.20495115,0.68814468,-0.42651640,0.03395439,-0.04198262,1.46311831,-1.56865700
-5.90995498,3.57648518,-3.44504408,0.01759168,-0.06234049,0.47204852,-0.46477756,0.51777141,-0.59603084,1.88633403,-1.25046799,0.70501653,-0.43794967,0.03447604,-0.04240458,1.48123989,-1.58562445
-5.90395198,3.61891520,-3.49572904,0.01802295,-0.06426742,0.48035334,-0.47815369,0.51697397,-0.60677996,1.90845433,-1.29589284,0.71890535,-0.44860933,0.03494573,-0.04275679,1.49444063,-1.60143100
-5.89794897,3.64742918,-3.54266310,0.01838560,-0.06602074,0.48657815,-0.49076793,0.51424088,-0.61750826,1.92324621,-1.34094796,0.72951217,-0.45830885,0.03535966,-0.04303024,1.50246684,-1.61579511
-5.89194597,3.66148811,-3.58515701,0.01866435,-0.06756369,0.49061777,-0.50250783,0.50962966,-0.62801436,1.93058640,-1.38534552,0.73660838,-0.46687299,0.03571642,-0.04321715,1.50516964,-1.62844346
-5.88594297,3.66083056,-3.62257028,0.01884648,-0.06886188,0.49240380,-0.51327043,0.50323732,-0.63808403,1.93044905,-1.42879268,0.74004132,-0.47414334,0.03601686,-0.04331148,1.50250464,-1.63912327
-5.87993997,3.64547108,-3.65433494,0.01892212,-0.06988434,0.49190575,-0.52296458,0.49519558,-0.64749645,1.92290320,-1.47099700,0.73973759,-0.47998330,0.03626384,-0.04330928,1.49452881,-1.64761355
-5.87393697,3.61569130,-3.67997659,0.01888449,-0.07060444,0.48913131,-0.53151330,0.48566528,-0.65603071,1.90810892,-1.51167207,0.73570385,-0.48428258,0.03646191,-0.04320909,1.48139474,-1.65373489
-5.86793397,3.57202419,-3.69913191,0.01872997,-0.07100074,0.48412565,-0.53885570,0.47483008,-0.66347246,1.88631215,-1.55054308,0.72802516,-0.48696078,0.03661691,-0.04301207,1.46334261,-1.65735719
-5.86193097,3.51523225,-3.71156186,0.01845811,-0.07105758,0.47696969,-0.54494865,0.46288970,-0.66962034,1.85783846,-1.58735199,0.71686085,-0.48797007,0.03673552,-0.04272218,1.44069023,-1.65840515
-5.85592796,3.44628026,-3.71715993,0.01807158,-0.07076563,0.46777763,-0.54976797,0.45005317,-0.67429218,1.82308584,-1.62186213,0.70243814,-0.48729686,0.03682481,-0.04234616,1.41382153,-1.65686128
-5.84992496,3.36630385,-3.71595520,0.01757587,-0.07012215,0.45669354,-0.55330898,0.43653205,-0.67733044,1.78251658,-1.65386185,0.68504377,-0.48496218,0.03689177,-0.04189348,1.38317391,-1.65276631
-5.84392196,3.27657480,-3.70810984,0.01697912,-0.06913103,0.44388728,-0.55558652,0.42253413,-0.67860697,1.73664840,-1.68316700,0.66501400,-0.48102106,0.03694282,-0.04137610,1.34922491,-1.64621704
-5.83791896,3.17846434,-3.69391129,0.01629166,-0.06780273,0.42954992,-0.55663419,0.40825763,-0.67802674,1.68604482,-1.70962214,0.64272338,-0.47556067,0.03698348,-0.04080819,1.31247862,-1.63736176
-5.83191596,3.07340566,-3.67375946,0.01552567,-0.06615392,0.41388866,-0.55650299,0.39388618,-0.67553046,1.63130510,-1.73310024,0.61857280,-0.46869744,0.03701795,-0.04020581,1.27345221,-1.62639340
-5.82591296,2.96285683,-3.64814923,0.01469464,-0.06420700,0.39712160,-0.55525922,0.37958467,-0.67109595,1.57305354,-1.75350106,0.59297718,-0.46057319,0.03704892,-0.03958641,1.23266300,-1.61354090
-5.81990995,2.84826521,-3.61764933,0.01381297,-0.06198943,0.37947239,-0.55298186,0.36549605,-0.66473826,1.51192870,-1.77074814,0.56635349,-0.45135051,0.03707733,-0.03896839,1.19061639,-1.59905900
-5.81390695,2.73103442,-3.58287829,0.01289545,-0.05953293,0.36116505,-0.54975936,0.35173915,-0.65650848,1.44857234,-1.78478478,0.53910930,-0.44120744,0.03710231,-0.03837051,1.14779494,-1.58321705
-5.80790395,2.61249488,-3.54447852,0.01195680,-0.05687258,0.34241905,-0.54568614,0.33840753,-0.64649136,1.38361860,-1.79556918,0.51163244,-0.43033182,0.03712118,-0.03781141,1.10464891,-1.56628726
-5.80190095,2.49387840,-3.50308992,0.01101126,-0.05404590,0.32344479,-0.54085885,0.32556926,-0.63480187,1.31768350,-1.80306934,0.48428203,-0.41891535,0.03712953,-0.03730897,1.06158834,-1.54853297
-5.79589795,2.37629772,-3.45932387,0.01007222,-0.05109179,0.30443972,-0.53537261,0.31326762,-0.62158081,1.25135505,-1.80725788,0.45738116,-0.40714774,0.03712141,-0.03687975,1.01897700,-1.53019748
-5.78989495,2.26073108,-3.41373905,0.00915191,-0.04804958,0.28558497,-0.52931741,0.30152256,-0.60698976,1.18518426,-1.80810750,0.43121134,-0.39521104,0.03708954,-0.03653848,0.97712805,-1.51149384
-5.78389195,2.14801220,-3.36682007,0.00826114,-0.04495805,0.26704288,-0.52277484,0.29033295,-0.59120546,1.11967728,-1.80558737,0.40600894,-0.38327449,0.03702566,-0.03629752,0.93630168,-1.49259610
-5.77788894,2.03882551,-3.31895987,0.00740918,-0.04185453,0.24895509,-0.51581528,0.27967918,-0.57441414,1.05528894,-1.79966078,0.38196340,-0.37148990,0.03692081,-0.03616639,0.89670451,-1.47363252
-5.77188594,1.93370655,-3.27044673,0.00660359,-0.03877413,0.23144153,-0.50849582,0.26952636,-0.55680577,0.99241777,-1.79028444,0.35921732,-0.35998790,0.03676577,-0.03615140,0.85849079,-1.45468078
-5.76588294,1.83304697,-3.22145633,0.00585026,-0.03574903,0.21460004,-0.50085873,0.25982766,-0.53856863,0.93140287,-1.77740951,0.33786821,-0.34887500,0.03655137,-0.03625527,0.82176517,-1.43576561
-5.75987994,1.73710385,-3.17204928,0.00515340,-0.03280791,0.19850672,-0.49293094,0.25052775,-0.51988441,0.87252233,-1.76098432,0.31797160,-0.33823171,0.03626890,-0.03647698,0.78658689,-1.41685884
-5.75387694,1.64601242,-3.12217409,0.00451564,-0.02997558,0.18321681,-0.48472413,0.24156639,-0.50092394,0.81599363,-1.74095875,0.29954542,-0.32811166,0.03591048,-0.03681156,0.75297523,-1.39788187
-5.74787394,1.55980170,-3.07167537,0.00393815,-0.02727270,0.16876614,-0.47623568,0.23288170,-0.48184380,0.76197557,-1.71728994,0.28257518,-0.31854166,0.03546934,-0.03725013,0.72091580,-1.37871033
-5.74187094,1.47841202,-3.02030680,0.00342081,-0.02471564,0.15517296,-0.46745034,0.22441338,-0.46278376,0.71057185,-1.68994904,0.26701986,-0.30952288,0.03494016,-0.03778001,0.69036753,-1.35918094
-5.73586793,1.40171372,-2.96774823,0.00296240,-0.02231653,0.14243998,-0.45834246,0.21610551,-0.44386521,0.66183596,-1.65892837,0.25281797,-0.30103280,0.03431929,-0.03838492,0.66126997,-1.33909996
-5.72986493,1.32952623,-2.91362605,0.00256077,-0.02008336,0.13055672,-0.44887873,0.20790906,-0.42519047,0.61577710,-1.62424875,0.23989372,-0.29302804,0.03360492,-0.03904538,0.63355065,-1.31825313
-5.72386193,1.26163659,-2.85753585,0.00221305,-0.01802030,0.11950188,-0.43902118,0.19978397,-0.40684304,0.57236695,-1.58596630,0.22816289,-0.28544782,0.03279720,-0.03973917,0.60713215,-1.29641646
-5.71785893,1.19781686,-2.79906640,0.00191583,-0.01612797,0.10924562,-0.42873043,0.19170070,-0.38888855,0.53154687,-1.54417828,0.21753825,-0.27821791,0.03189835,-0.04044193,0.58193861,-1.27336764
-5.71185593,1.13783972,-2.73782398,0.00166536,-0.01440391,0.09975187,-0.41796891,0.18364140,-0.37137643,0.49323519,-1.49902760,0.20793435,-0.27125501,0.03091263,-0.04112790,0.55790146,-1.24889730
-5.70585293,1.08149164,-2.67345579,0.00145768,-0.01284303,0.09098038,-0.40670394,0.17560054,-0.35434210,0.45733439,-1.45070567,0.19927141,-0.26447115,0.02984626,-0.04177063,0.53496411,-1.22282009
-5.69984992,1.02858347,-2.60567187,0.00128877,-0.01143808,0.08288858,-0.39491055,0.16758505,-0.33780952,0.42373769,-1.39945333,0.19147846,-0.25777825,0.02870738,-0.04234385,0.51308545,-1.19498472
-5.69384692,0.97895790,-2.53426443,0.00115467,-0.01018018,0.07543317,-0.38257396,0.15961406,-0.32179399,0.39233502,-1.34555994,0.18449540,-0.25109237,0.02750580,-0.04282234,0.49224210,-1.16528296
-5.68784392,0.93249398,-2.45912393,0.00105156,-0.00905928,0.06857145,-0.36969154,0.15171812,-0.30630497,0.36301803,-1.28936039,0.17827417,-0.24433774,0.02625283,-0.04318277,0.47242927,-1.13365703
-5.68184092,0.88910848,-2.38025148,0.00097586,-0.00806466,0.06226232,-0.35627431,0.14393804,-0.29134891,0.33568402,-1.23123046,0.17277900,-0.23745027,0.02496102,-0.04340448,0.45366032,-1.10010525
-5.67583792,0.84875440,-2.29776704,0.00092425,-0.00718532,0.05646704,-0.34234783,0.13632341,-0.27693186,0.31023878,-1.17158057,0.16798576,-0.23038055,0.02364382,-0.04347028,0.43596507,-1.06468567
-5.66983492,0.81141688,-2.21191321,0.00089374,-0.00641038,0.05114969,-0.32795261,0.12893080,-0.26306169,0.28659829,-1.11084834,0.16388062,-0.22309609,0.02231533,-0.04336705,0.41938696,-1.02751760
-5.66383192,0.77710688,-2.12305454,0.00088166,-0.00572941,0.04627745,-0.31314386,0.12182169,-0.24975003,0.26468934,-1.04949016,0.16045797,-0.21558292,0.02098989,-0.04308623,0.40397932,-0.98878102
-5.65782891,0.74585309,-2.03167242,0.00088571,-0.00513268,0.04182058,-0.29799083,0.11506026,-0.23701363,0.24444912,-0.98797232,0.15771798,-0.20784645,0.01968177,-0.04262417,0.38980084,-0.94871377
-5.65182591,0.71769265,-1.93835582,0.00090391,-0.00461141,0.03775230,-0.28257564,0.10871111,-0.22487525,0.22582403,-0.92676186,0.15566371,-0.19991147,0.01840480,-0.04198229,0.37691063,-0.90760671
-5.64582291,0.69266117,-1.84378811,0.00093467,-0.00415793,0.03404855,-0.26699169,0.10283691,-0.21336394,0.20876777,-0.86631761,0.15429808,-0.19182154,0.01717205,-0.04116703,0.36536302,-0.86579696
-5.63981991,0.67078269,-1.74873061,0.00097671,-0.00376577,0.03068757,-0.25134176,0.09749614,-0.20251478,0.19323903,-0.80708160,0.15362085,-0.18363760,0.01599552,-0.04018966,0.35520249,-0.82365945
-5.63381691,0.65206004,-1.65400323,0.00102910,-0.00342977,0.02764955,-0.23573586,0.09274099,-0.19236805,0.17919882,-0.74947117,0.15362567,-0.17543605,0.01488584,-0.03906583,0.34645880,-0.78159697
-5.62781391,0.63646621,-1.56046310,0.00109124,-0.00314611,0.02491614,-0.22028887,0.08861545,-0.18296791,0.16660785,-0.69387183,0.15429747,-0.16730626,0.01385204,-0.03781503,0.33914286,-0.74002921
-5.62181091,0.62393718,-1.46898178,0.00116284,-0.00291230,0.02247009,-0.20511816,0.08515371,-0.17436061,0.15542396,-0.64063119,0.15561022,-0.15934776,0.01290139,-0.03645987,0.33324324,-0.69938100
-5.61580790,0.61436651,-1.38042182,0.00124392,-0.00272718,0.02029482,-0.19034110,0.08237884,-0.16659234,0.14559989,-0.59005386,0.15752526,-0.15166706,0.01203921,-0.03502521,0.32872376,-0.66007025
-5.60980490,0.60760209,-1.29561363,0.00133480,-0.00259086,0.01837416,-0.17607270,0.08030195,-0.15970683,0.13708152,-0.54239748,0.15999022,-0.14437444,0.01126888,-0.03353731,0.32552217,-0.62249592
-5.60380190,0.60344524,-1.21533325,0.00143606,-0.00250467,0.01669206,-0.16242339,0.07892170,-0.15374281,0.12980660,-0.49786986,0.16293867,-0.13758056,0.01059177,-0.03202282,0.32355001,-0.58702656
-5.59779890,0.60165227,-1.14028198,0.00154858,-0.00247110,0.01523250,-0.14949689,0.07822427,-0.14873143,0.12370419,-0.45662722,0.16629046,-0.13139334,0.01000733,-0.03050789,0.32269379,-0.55398973
-5.59179590,0.60193850,-1.07106836,0.00167348,-0.00249364,0.01397943,-0.13738847,0.07818379,-0.14469386,0.11869476,-0.41877352,0.16995285,-0.12591489,0.00951321,-0.02901724,0.32281738,-0.52366274
-5.58579290,0.60398470,-1.00819327,0.00181208,-0.00257673,0.01291681,-0.12618328,0.07876314,-0.14163902,0.11469093,-0.38436081,0.17382241,-0.12123879,0.00910547,-0.02757337,0.32376563,-0.49626504
-5.57978989,0.60744571,-0.95203850,0.00196592,-0.00272561,0.01202877,-0.11595515,0.07991521,-0.13956185,0.11159892,-0.35339062,0.17778761,-0.11744771,0.00877878,-0.02619584,0.32536911,-0.47195252
-5.57378689,0.61196110,-0.90285913,0.00213671,-0.00294613,0.01129987,-0.10676554,0.08158445,-0.13844183,0.10932057,-0.32581620,0.18173204,-0.11461145,0.00852675,-0.02490072,0.32744976,-0.45081395
-5.56778389,0.61716738,-0.86077997,0.00232628,-0.00324458,0.01071539,-0.09866286,0.08370873,-0.13824231,0.10775585,-0.30154574,0.18553823,-0.11278532,0.00834224,-0.02370022,0.32982739,-0.43286968
-5.56178089,0.62271150,-0.82579591,0.00253651,-0.00362752,0.01026174,-0.09168197,0.08622141,-0.13891020,0.10680586,-0.28044622,0.18909187,-0.11200902,0.00821770,-0.02260245,0.33232672,-0.41807259
-5.55577789,0.62826503,-0.79777620,0.00276936,-0.00410145,0.00992688,-0.08584397,0.08905353,-0.14037647,0.10637600,-0.26234813,0.19228633,-0.11230587,0.00814558,-0.02161138,0.33478478,-0.40631126
-5.54977489,0.63353868,-0.77647215,0.00302674,-0.00467261,0.00970084,-0.08115615,0.09213607,-0.14255723,0.10637936,-0.24705057,0.19502735,-0.11368242,0.00811865,-0.02072697,0.33705831,-0.39741522
-5.54377189,0.63829649,-0.76152796,0.00331049,-0.00534666,0.00957613,-0.07761213,0.09540221,-0.14535534,0.10674013,-0.23432693,0.19723768,-0.11612837,0.00813042,-0.01994547,0.33903107,-0.39116200
-5.53776888,0.64236916,-0.75249408,0.00362235,-0.00612834,0.00954834,-0.07519204,0.09878941,-0.14866262,0.10739683,-0.22393085,0.19886147,-0.11961676,0.00817545,-0.01925984,0.34062060,-0.38728562
-5.53176588,0.64566613,-0.74884237,0.00396386,-0.00702113,0.00961649,-0.07386289,0.10224137,-0.15236244,0.10830528,-0.21560226,0.19986833,-0.12410440,0.00824965,-0.01866027,0.34178424,-0.38548627
-5.52576288,0.64818560,-0.74998259,0.00433637,-0.00802691,0.00978357,-0.07357895,0.10570972,-0.15633258,0.10944121,-0.20907353,0.20025675,-0.12953241,0.00835056,-0.01813483,0.34252416,-0.38544069
-5.51975988,0.65002229,-0.75527932,0.00474096,-0.00914563,0.01005680,-0.07428217,0.10915543,-0.16044838,0.11080224,-0.20407531,0.20005683,-0.13582701,0.00847753,-0.01767011,0.34289109,-0.38681278
-5.51375688,0.65137228,-0.76406888,0.00517845,-0.01037495,0.01044795,-0.07590270,0.11254985,-0.16458576,0.11240928,-0.20034218,0.19933206,-0.14290030,0.00863187,-0.01725194,0.34298665,-0.38926415
-5.50775388,0.65253470,-0.77567551,0.00564933,-0.01171001,0.01097351,-0.07835947,0.11587539,-0.16862430,0.11430718,-0.19761773,0.19818013,-0.15065126,0.00881686,-0.01686602,0.34296387,-0.39246403
-5.50175088,0.65390982,-0.78942645,0.00615383,-0.01314319,0.01165467,-0.08156085,0.11912585,-0.17244999,0.11656450,-0.19565915,0.19673259,-0.15896679,0.00903780,-0.01649865,0.34302609,-0.39609837
-5.49574787,0.65599344,-0.80466544,0.00669183,-0.01466394,0.01251721,-0.08540548,0.12230632,-0.17595774,0.11927249,-0.19424098,0.19515329,-0.16772293,0.00930181,-0.01613718,0.34342378,-0.39987767
-5.48974487,0.65936744,-0.82076454,0.00726292,-0.01625878,0.01359120,-0.08978320,0.12543271,-0.17905345,0.12254299,-0.19315833,0.19363562,-0.17678626,0.00961767,-0.01577064,0.34444952,-0.40354346
-5.48374187,0.66468638,-0.83713393,0.00786639,-0.01791130,0.01491045,-0.09457629,0.12853088,-0.18165562,0.12650555,-0.19222907,0.19239851,-0.18601544,0.00999553,-0.01539000,0.34643098,-0.40687319
-5.47773887,0.67266042,-0.85322991,0.00850125,-0.01960237,0.01651185,-0.09966086,0.13163549,-0.18369651,0.13130354,-0.19129545,0.19168127,-0.19526306,0.01044652,-0.01498858,0.34972202,-0.40968352
-5.47173587,0.68403463,-0.86856105,0.00916623,-0.02131042,0.01843440,-0.10490854,0.13478846,-0.18512281,0.13708932,-0.19022480,0.19173726,-0.20437773,0.01098233,-0.01456214,0.35469214,-0.41183201
-5.46573287,0.69956520,-0.88269260,0.00985976,-0.02301188,0.02071809,-0.11018846,0.13803710,-0.18589588,0.14401877,-0.18890963,0.19282665,-0.21320644,0.01161464,-0.01410900,0.36171425,-0.41321732
-5.45972986,0.71999295,-0.89524964,0.01057999,-0.02468169,0.02340251,-0.11536949,0.14143210,-0.18599162,0.15224495,-0.18726710,0.19520831,-0.22159717,0.01235460,-0.01363002,0.37115135,-0.41377815
-5.45372686,0.74601483,-0.90591884,0.01132473,-0.02629397,0.02652534,-0.12032265,0.14502515,-0.18539992,0.16191133,-0.18523790,0.19913112,-0.22940182,0.01321221,-0.01312844,0.38334218,-0.41349089
-5.44772386,0.77825422,-0.91444941,0.01209145,-0.02782273,0.03012061,-0.12492373,0.14886651,-0.18412400,0.17314459,-0.18278484,0.20482487,-0.23647924,0.01419571,-0.01260977,0.39858641,-0.41236657
-5.44172086,0.81723091,-0.92065326,0.01287717,-0.02924267,0.03421694,-0.12905607,0.15300237,-0.18217943,0.18604737,-0.17989104,0.21249102,-0.24269844,0.01531095,-0.01208146,0.41712982,-0.41044708
-5.43571786,0.86333179,-0.92440460,0.01367845,-0.03052993,0.03883562,-0.13261321,0.15747218,-0.17959314,0.20069103,-0.17655795,0.22229377,-0.24794176,0.01656084,-0.01155268,0.43914997,-0.40780093
-5.42971486,0.91678349,-0.92563906,0.01449126,-0.03166298,0.04398878,-0.13550150,0.16230606,-0.17640231,0.21710898,-0.17280326,0.23435151,-0.25210798,0.01794478,-0.01103395,0.46474291,-0.40451898
-5.42371186,0.97762800,-0.92435241,0.01531093,-0.03262330,0.04967766,-0.13764255,0.16752222,-0.17265332,0.23529056,-0.16865882,0.24872924,-0.25511517,0.01945830,-0.01053682,0.49391161,-0.40071011
-5.41770885,1.04570271,-0.92059882,0.01613205,-0.03339606,0.05589104,-0.13897522,0.17312465,-0.16840064,0.25517610,-0.16416849,0.26543218,-0.25690312,0.02109265,-0.01007355,0.52655664,-0.39649708
-5.41170585,1.12062589,-0.91448869,0.01694844,-0.03397071,0.06260395,-0.13945726,0.17910114,-0.16370581,0.27665328,-0.15938615,0.28440096,-0.25743536,0.02283469,-0.00965675,0.56246965,-0.39201267
-5.40570285,1.20178885,-0.90618576,0.01775306,-0.03434136,0.06977688,-0.13906639,0.18542165,-0.15863643,0.29955516,-0.15437375,0.30550872,-0.25670047,0.02466678,-0.00929910,0.60133026,-0.38739620
-5.39969985,1.28835574,-0.89590361,0.01853805,-0.03450703,0.07735530,-0.13780078,0.19203732,-0.15326516,0.32366014,-0.14919951,0.32856034,-0.25471274,0.02656696,-0.00901298,0.64270670,-0.38279045
-5.39369685,1.37927169,-0.88390120,0.01929472,-0.03447173,0.08526990,-0.13567888,0.19888003,-0.14766874,0.34869399,-0.14393615,0.35329423,-0.25151204,0.02850923,-0.00881025,0.68606067,-0.37833884
-5.38769385,1.47327982,-0.87047764,0.02001368,-0.03424431,0.09343739,-0.13273864,0.20586276,-0.14192693,0.37433423,-0.13865928,0.37938658,-0.24716291,0.03046406,-0.00870197,0.73075632,-0.37418310
-5.38169085,1.56894715,-0.85596586,0.02068493,-0.03383819,0.10176197,-0.12903601,0.21288068,-0.13612143,0.40021671,-0.13344583,0.40645836,-0.24175286,0.03239905,-0.00869814,0.77607371,-0.37046106
-5.37568784,1.66469931,-0.84072543,0.02129806,-0.03327084,0.11013754,-0.12464299,0.21981313,-0.13033474,0.42594441,-0.12837257,0.43408490,-0.23538999,0.03427970,-0.00880750,0.82122626,-0.36730479
-5.36968484,1.75886313,-0.82513454,0.02184253,-0.03256318,0.11845051,-0.11964510,0.22652635,-0.12464894,0.45109838,-0.12351470,0.46180801,-0.22819996,0.03607043,-0.00903730,0.86538192,-0.36483881
-5.36368184,1.84971620,-0.80958137,0.02230788,-0.03173881,0.12658333,-0.11413848,0.23287703,-0.11914442,0.47525034,-0.11894458,0.48915022,-0.22032245,0.03773558,-0.00939313,0.90768744,-0.36317854
-5.35767884,1.93554165,-0.79445500,0.02268415,-0.03082322,0.13441839,-0.10822678,0.23871650,-0.11389855,0.49797667,-0.11473045,0.51563087,-0.21190735,0.03924052,-0.00987877,0.94729502,-0.36242880
-5.35167584,2.01468645,-0.78013632,0.02296215,-0.02984285,0.14184250,-0.10201787,0.24389547,-0.10898441,0.51887327,-0.11093541,0.54078347,-0.20311066,0.04055282,-0.01049599,0.98339016,-0.36268250
-5.34567284,2.08562080,-0.76698922,0.02313383,-0.02882424,0.14875141,-0.09562062,0.24826912,-0.10446951,0.53757072,-0.10761647,0.56417369,-0.19409046,0.04164329,-0.01124450,1.01521999,-0.36401947
-5.33966983,2.14699642,-0.75535237,0.02319266,-0.02779313,0.15505457,-0.08914179,0.25170234,-0.10041472,0.55374902,-0.10482389,0.58541731,-0.18500307,0.04248704,-0.01212181,1.04212050,-0.36650556
-5.33366683,2.19770095,-0.74553211,0.02313390,-0.02677371,0.16067956,-0.08268322,0.25407488,-0.09687322,0.56715141,-0.10260074,0.60419739,-0.17599938,0.04306437,-0.01312324,1.06354189,-0.37019201
-5.32766383,2.23690630,-0.73779670,0.02295487,-0.02578788,0.16557626,-0.07633940,0.25528614,-0.09388983,0.57759649,-0.10098271,0.62027980,-0.16722181,0.04336152,-0.01424186,1.07907056,-0.37511520
-5.32166083,2.26410829,-0.73237215,0.02265517,-0.02485470,0.16972038,-0.07019543,0.25525947,-0.09150052,0.58498810,-0.09999831,0.63352643,-0.15880164,0.04337119,-0.01546857,1.08844698,-0.38129689
-5.31565783,2.27915583,-0.72943999,0.02223676,-0.02398993,0.17311622,-0.06432559,0.25394561,-0.08973227,0.58932244,-0.09966940,0.64390540,-0.15085709,0.04309287,-0.01679221,1.09157833,-0.38874491
-5.30965483,2.28226784,-0.72913686,0.02170406,-0.02320578,0.17579841,-0.05879232,0.25132523,-0.08860322,0.59069189,-0.10001199,0.65149754,-0.14349190,0.04253295,-0.01819970,1.08854543,-0.39745434
-5.30365183,2.27403680,-0.73155609,0.02106382,-0.02251076,0.17783260,-0.05364577,0.24741034,-0.08812319,0.58928547,-0.10103738,0.65649881,-0.13679469,0.04170455,-0.01967625,1.07960343,-0.40740933
-5.29764882,2.25541842,-0.73675099,0.02032505,-0.02190969,0.17931484,-0.04892387,0.24224454,-0.08829445,0.58538545,-0.10275365,0.65921823,-0.13083878,0.04062716,-0.02120562,1.06517610,-0.41858518
-5.29164582,2.22770743,-0.74473970,0.01949873,-0.02140387,0.18036975,-0.04465281,0.23590208,-0.08911283,0.57936050,-0.10516717,0.66007124,-0.12568256,0.03932605,-0.02277045,1.04584400,-0.43095099
-5.28564282,2.19250009,-0.75551110,0.01859751,-0.02099132,0.18114733,-0.04084785,0.22848573,-0.09056894,0.57165524,-0.10828440,0.65956845,-0.12137037,0.03783153,-0.02435257,1.02232680,-0.44447233
-5.27963982,2.15164478,-0.76903148,0.01763538,-0.02066719,0.18181859,-0.03751446,0.22012370,-0.09264959,0.56277666,-0.11211357,0.65830016,-0.11793356,0.03617804,-0.02593340,0.99546053,-0.45911409
-5.27363682,2.10718225,-0.78525143,0.01662721,-0.02042414,0.18256999,-0.03464970,0.21096549,-0.09533917,0.55327791,-0.11666630,0.65691695,-0.11539183,0.03440317,-0.02749426,0.96617060,-0.47484311
-5.26763382,2.06127798,-0.80411232,0.01558833,-0.02025286,0.18359701,-0.03224362,0.20117727,-0.09862107,0.54373988,-0.12195896,0.65610708,-0.11375460,0.03254659,-0.02901679,0.93544175,-0.49163035
-5.26163082,2.01614899,-0.82555204,0.01453410,-0.02014253,0.18509686,-0.03028076,0.19093659,-0.10247885,0.53475147,-0.12801364,0.65657134,-0.11302238,0.03064900,-0.03048327,0.90428601,-0.50945260
