energy_ev,total_up,Ca_p_up,Ca_d_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,1.69984926,0.01682787,0.00000000,0.44107186,0.24899314,0.01118215,0.04811754,0.02757438,0.80063277
-5.99399700,1.72718677,0.01720863,0.00000000,0.43982195,0.25506636,0.01190748,0.04934193,0.02791844,0.81282115
-5.98799400,1.75899187,0.01764539,0.00000000,0.43899119,0.26176053,0.01270177,0.05073575,0.02845943,0.82703284
-5.98199100,1.79569195,0.01813984,0.00000000,0.43877167,0.26914558,0.01357155,0.05231109,0.02919943,0.84346702
-5.97598799,1.83764134,0.01869274,0.00000000,0.43933608,0.27728231,0.01452330,0.05407722,0.03013849,0.86228887
-5.96998499,1.88511370,0.01930392,0.00000000,0.44083364,0.28622100,0.01556349,0.05604043,0.03127463,0.88362588
-5.96398199,1.93829682,0.01997225,0.00000000,0.44338724,0.29600021,0.01669862,0.05820390,0.03260389,0.90756543
-5.95797899,1.99728978,0.02069573,0.00000000,0.44709167,0.30664587,0.01793514,0.06056779,0.03412042,0.93415340
-5.95197599,2.06210174,0.02147154,0.00000000,0.45201295,0.31817045,0.01927957,0.06312930,0.03581655,0.96339374
-5.94597299,2.13265216,0.02229610,0.00000000,0.45818862,0.33057237,0.02073840,0.06588282,0.03768288,0.99524859
-5.93996998,2.20877156,0.02316515,0.00000000,0.46562873,0.34383526,0.02231810,0.06882015,0.03970836,1.02963882
-5.93396698,2.29020250,0.02407381,0.00000000,0.47431734,0.35792739,0.02402502,0.07193064,0.04188035,1.06644466
-5.92796398,2.37660028,0.02501661,0.00000000,0.48421433,0.37280095,0.02586526,0.07520134,0.04418461,1.10550625
-5.92196098,2.46753313,0.02598757,0.00000000,0.49525728,0.38839135,0.02784451,0.07861715,0.04660538,1.14662399
-5.91595798,2.56248184,0.02698018,0.00000000,0.50736327,0.40461651,0.02996779,0.08216079,0.04912530,1.18955863
-5.90995498,2.66083904,0.02798744,0.00000000,0.52043057,0.42137631,0.03223917,0.08581287,0.05172536,1.23403124
-5.90395198,2.76190853,0.02900185,0.00000000,0.53433994,0.43855211,0.03466145,0.08955172,0.05438490,1.27972313
-5.89794897,2.86490528,0.03001542,0.00000000,0.54895586,0.45600671,0.03723576,0.09335333,0.05708154,1.32627616
-5.89194597,2.96895684,0.03101964,0.00000000,0.56412750,0.47358469,0.03996123,0.09719126,0.05979113,1.37329355
-5.88594297,3.07310700,0.03200557,0.00000000,0.57968967,0.49111335,0.04283458,0.10103644,0.06248783,1.42034176
-5.87993997,3.17632244,0.03296380,0.00000000,0.59546386,0.50840438,0.04584980,0.10485725,0.06514416,1.46695370
-5.87393697,3.27750316,0.03388461,0.00000000,0.61125959,0.52525630,0.04899783,0.10861949,0.06773123,1.51263351
-5.86793397,3.37549709,0.03475801,0.00000000,0.62687615,0.54145774,0.05226642,0.11228663,0.07021898,1.55686334
-5.86193097,3.46911919,0.03557396,0.00000000,0.64210488,0.55679156,0.05563997,0.11582012,0.07257666,1.59911203
-5.85592796,3.55717496,0.03632253,0.00000000,0.65673217,0.57103975,0.05909965,0.11917999,0.07477328,1.63884570
-5.84992496,3.63848785,0.03699415,0.00000000,0.67054303,0.58398891,0.06262349,0.12232549,0.07677830,1.67554018
-5.84392196,3.71192991,0.03757986,0.00000000,0.68332548,0.59543626,0.06618684,0.12521605,0.07856236,1.70869469
-5.83791896,3.77645445,0.03807162,0.00000000,0.69487532,0.60519581,0.06976278,0.12781226,0.08009809,1.73784656
-5.83191596,3.83112943,0.03846256,0.00000000,0.70500146,0.61310452,0.07332283,0.13007708,0.08136097,1.76258604
-5.82591296,3.87516996,0.03874732,0.00000000,0.71353134,0.61902811,0.07683775,0.13197696,0.08233017,1.78257081
-5.81990995,3.90796831,0.03892225,0.00000000,0.72031635,0.62286625,0.08027842,0.13348313,0.08298940,1.79753922
-5.81390695,3.92911969,0.03898565,0.00000000,0.72523686,0.62455682,0.08361681,0.13457264,0.08332761,1.80732166
-5.80790395,3.93844239,0.03893793,0.00000000,0.72820663,0.62407901,0.08682702,0.13522943,0.08333961,1.81184927
-5.80190095,3.93599095,0.03878172,0.00000000,0.72917641,0.62145512,0.08988627,0.13544506,0.08302651,1.81115962
-5.79589795,3.92206126,0.03852186,0.00000000,0.72813629,0.61675081,0.09277578,0.13521928,0.08239592,1.80539866
-5.78989495,3.89718723,0.03816534,0.00000000,0.72511689,0.61007383,0.09548164,0.13456023,0.08146199,1.79481889
-5.78389195,3.86212862,0.03772115,0.00000000,0.72018903,0.60157124,0.09799541,0.13348442,0.08024518,1.77977365
-5.77788894,3.81785039,0.03720008,0.00000000,0.71346206,0.59142511,0.10031455,0.13201621,0.07877177,1.76070756
-5.77188594,3.76549424,0.03661437,0.00000000,0.70508066,0.57984701,0.10244262,0.13018716,0.07707319,1.73814355
-5.76588294,3.70634347,0.03597737,0.00000000,0.69522045,0.56707141,0.10438919,0.12803492,0.07518511,1.71266688
-5.75987994,3.64178236,0.03530315,0.00000000,0.68408241,0.55334828,0.10616943,0.12560197,0.07314642,1.68490681
-5.75387694,3.57325201,0.03460600,0.00000000,0.67188641,0.53893522,0.10780350,0.12293412,0.07099801,1.65551668
-5.74787394,3.50220415,0.03390004,0.00000000,0.65886410,0.52408944,0.10931564,0.12007890,0.06878156,1.62515314
-5.74187094,3.43005503,0.03319872,0.00000000,0.64525156,0.50905990,0.11073297,0.11708393,0.06653824,1.59445540
-5.73586793,3.35814110,0.03251444,0.00000000,0.63128181,0.49407992,0.11208419,0.11399527,0.06430750,1.56402534
-5.72986493,3.28767822,0.03185812,0.00000000,0.61717768,0.47936061,0.11339812,0.11085594,0.06212591,1.53440915
-5.72386193,3.21972612,0.03123891,0.00000000,0.60314523,0.46508525,0.11470214,0.10770454,0.06002613,1.50608131
-5.71785893,3.15515910,0.03066393,0.00000000,0.58936796,0.45140493,0.11602070,0.10457425,0.05803608,1.47943136
-5.71185593,3.09464437,0.03013806,0.00000000,0.57600210,0.43843548,0.11737382,0.10149191,0.05617828,1.45475403
-5.70585293,3.03862828,0.02966390,0.00000000,0.56317295,0.42625584,0.11877588,0.09847760,0.05446940,1.43224286
-5.69984992,2.98733111,0.02924171,0.00000000,0.55097265,0.41490786,0.12023449,0.09554448,0.05292008,1.41198766
-5.69384692,2.94075026,0.02886954,0.00000000,0.53945915,0.40439744,0.12174975,0.09269890,0.05153495,1.39397567
-5.68784392,2.89867141,0.02854334,0.00000000,0.52865656,0.39469697,0.12331374,0.08994090,0.05031285,1.37809632
-5.68184092,2.86068714,0.02825725,0.00000000,0.51855677,0.38574891,0.12491046,0.08726496,0.04924730,1.36414937
-5.67583792,2.82622200,0.02800383,0.00000000,0.50912223,0.37747027,0.12651608,0.08466099,0.04832706,1.35185590
-5.66983492,2.79456290,0.02777449,0.00000000,0.50028975,0.36975782,0.12809956,0.08211544,0.04753691,1.34087189
-5.66383192,2.76489348,0.02755977,0.00000000,0.49197519,0.36249384,0.12962361,0.07961264,0.04685846,1.33080352
