energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-6.00000000,3.30376386,0.03131518,0.41842947,0.15990427,0.00000000,0.05686843,1.69483754,1.10910868,1.04198828
-5.99399700,3.08855610,0.03023512,0.38050574,0.15555303,0.00000000,0.05255651,1.60020000,1.05583776,0.96214911
-5.98799400,2.88662101,0.02946801,0.34522656,0.15187517,0.00000000,0.04857294,1.51089508,1.00855076,0.88629604
-5.98199100,2.69874770,0.02901185,0.31272743,0.14887373,0.00000000,0.04492691,1.42728825,0.96737680,0.81478310
-5.97598799,2.52545325,0.02886002,0.28308613,0.14654223,0.00000000,0.04162179,1.34963873,0.93235184,0.74786564
-5.96998499,2.36700395,0.02900175,0.25632712,0.14486558,0.00000000,0.03865577,1.27810743,0.90342517,0.68570713
-5.96398199,2.22343979,0.02942242,0.23242703,0.14382114,0.00000000,0.03602254,1.21276589,0.88046680,0.62838757
-5.95797899,2.09460112,0.03010405,0.21132085,0.14337973,0.00000000,0.03371210,1.15360584,0.86327568,0.57591283
-5.95197599,1.98015651,0.03102574,0.19290868,0.14350661,0.00000000,0.03171147,1.10054900,0.85158836,0.52822450
-5.94597299,1.87963062,0.03216419,0.17706265,0.14416248,0.00000000,0.03000546,1.05345688,0.84508799,0.48520996
-5.93996998,1.79243170,0.03349418,0.16363385,0.14530448,0.00000000,0.02857740,1.01214037,0.84341354,0.44671213
-5.93396698,1.71787787,0.03498907,0.15245908,0.14688711,0.00000000,0.02740972,0.97636898,0.84616884,0.41253879
-5.92796398,1.65522174,0.03662137,0.14336707,0.14886316,0.00000000,0.02648463,0.94587968,0.85293171,0.38247128
-5.92196098,1.60367327,0.03836316,0.13618425,0.15118463,0.00000000,0.02578456,0.92038528,0.86326266,0.35627228
-5.91595798,1.56242035,0.04018662,0.13073978,0.15380354,0.00000000,0.02529264,0.89958228,0.87671335,0.33369273
-5.90995498,1.53064724,0.04206445,0.12686975,0.15667276,0.00000000,0.02499304,0.88315826,0.89283454,0.31447791
-5.90395198,1.50755062,0.04397031,0.12442068,0.15974670,0.00000000,0.02487121,0.87079872,0.91118351,0.29837250
-5.89794897,1.49235340,0.04587919,0.12325205,0.16298195,0.00000000,0.02491410,0.86219339,0.93133094,0.28512489
-5.89194597,1.48431618,0.04776773,0.12323804,0.16633776,0.00000000,0.02511020,0.85704198,0.95286706,0.27449072
-5.88594297,1.48274657,0.04961451,0.12426850,0.16977643,0.00000000,0.02544963,0.85505940,0.97540711,0.26623563
-5.87993997,1.48700649,0.05140029,0.12624909,0.17326356,0.00000000,0.02592402,0.85598025,0.99859611,0.26013757
-5.87393697,1.49651737,0.05310817,0.12910082,0.17676813,0.00000000,0.02652646,0.85956277,1.02211290,0.25598852
-5.86793397,1.51076372,0.05472378,0.13275907,0.18026247,0.00000000,0.02725128,0.86559206,1.04567343,0.25359582
-5.86193097,1.52929498,0.05623528,0.13717202,0.18372210,0.00000000,0.02809394,0.87388256,1.06903335,0.25278324
-5.85592796,1.55172594,0.05763352,0.14229889,0.18712544,0.00000000,0.02905075,0.88427982,1.09198993,0.25339171
-5.84992496,1.57773585,0.05891194,0.14810791,0.19045346,0.00000000,0.03011865,0.89666141,1.11438324,0.25527997
-5.84392196,1.60706644,0.06006661,0.15457425,0.19368928,0.00000000,0.03129501,0.91093712,1.13609673,0.25832503
-5.83791896,1.63951895,0.06109612,0.16167789,0.19681770,0.00000000,0.03257741,0.92704826,1.15705698,0.26242250
-5.83191596,1.67495025,0.06200150,0.16940185,0.19982479,0.00000000,0.03396341,0.94496615,1.17723291,0.26748689
-5.82591296,1.71326825,0.06278604,0.17773046,0.20269747,0.00000000,0.03545044,0.96468971,1.19663401,0.27345181
-5.81990995,1.75442664,0.06345512,0.18664808,0.20542314,0.00000000,0.03703564,0.98624227,1.21530800,0.28027008
-5.81390695,1.79841899,0.06401601,0.19613823,0.20798937,0.00000000,0.03871577,1.00966747,1.23333742,0.28791373
-5.80790395,1.84527225,0.06447754,0.20618308,0.21038367,0.00000000,0.04048716,1.03502439,1.25083556,0.29637393
-5.80190095,1.89503982,0.06484989,0.21676343,0.21259335,0.00000000,0.04234566,1.06238201,1.26794138,0.30566068
-5.79589795,1.94779410,0.06514415,0.22785909,0.21460538,0.00000000,0.04428667,1.09181296,1.28481371,0.31580247
-5.78989495,2.00361876,0.06537205,0.23944967,0.21640640,0.00000000,0.04630513,1.12338688,1.30162471,0.32684558
-5.78389195,2.06260080,0.06554550,0.25151567,0.21798272,0.00000000,0.04839555,1.15716344,1.31855276,0.33885329
-5.77788894,2.12482252,0.06567628,0.26403982,0.21932039,0.00000000,0.05055205,1.19318543,1.33577503,0.35190480
-5.77188594,2.19035377,0.06577561,0.27700852,0.22040531,0.00000000,0.05276835,1.23147197,1.35345995,0.36609390
-5.76588294,2.25924456,0.06585381,0.29041339,0.22122341,0.00000000,0.05503784,1.27201236,1.37175994,0.38152737
-5.75987994,2.33151848,0.06592004,0.30425262,0.22176075,0.00000000,0.05735351,1.31476080,1.39080469,0.39832317
-5.75387694,2.40716702,0.06598203,0.31853216,0.22200381,0.00000000,0.05970798,1.35963225,1.41069538,0.41660832
-5.74787394,2.48614522,0.06604592,0.33326656,0.22193973,0.00000000,0.06209344,1.40649979,1.43150009,0.43651652
-5.74187094,2.56836877,0.06611623,0.34847932,0.22155661,0.00000000,0.06450160,1.45519374,1.45325073,0.45818553
-5.73586793,2.65371265,0.06619587,0.36420277,0.22084389,0.00000000,0.06692363,1.50550248,1.47594170,0.48175425
-5.72986493,2.74201149,0.06628628,0.38047726,0.21979278,0.00000000,0.06935012,1.55717541,1.49953031,0.50735956
-5.72386193,2.83306138,0.06638766,0.39734972,0.21839673,0.00000000,0.07177098,1.60992755,1.52393899,0.53513285
-5.71785893,2.92662312,0.06649930,0.41487158,0.21665195,0.00000000,0.07417545,1.66344596,1.54905924,0.56519623
-5.71185593,3.02242650,0.06661997,0.43309594,0.21455799,0.00000000,0.07655204,1.71739755,1.57475699,0.59765856
-5.70585293,3.12017518,0.06674832,0.45207429,0.21211827,0.00000000,0.07888854,1.77143778,1.60087900,0.63261104
-5.69984992,3.21955182,0.06688333,0.47185257,0.20934067,0.00000000,0.08117210,1.82522003,1.62726009,0.67012268
-5.69384692,3.32022279,0.06702478,0.49246705,0.20623794,0.00000000,0.08338923,1.87840483,1.65373046,0.71023552
-5.68784392,3.42184218,0.06717358,0.51393989,0.20282810,0.00000000,0.08552599,1.93066854,1.68012282,0.75295971
-5.68184092,3.52405449,0.06733216,0.53627474,0.19913466,0.00000000,0.08756807,1.98171098,1.70627876,0.79826863
-5.67583792,3.62649582,0.06750464,0.55945266,0.19518661,0.00000000,0.08950102,2.03126137,1.73205398,0.84609415
-5.66983492,3.72879330,0.06769698,0.58342837,0.19101829,0.00000000,0.09131042,2.07908242,1.75732201,0.89632225
-5.66383192,3.83056284,0.06791699,0.60812734,0.18666891,0.00000000,0.09298218,2.12497212,1.78197625,0.94878918
-5.65782891,3.93140537,0.06817418,0.63344364,0.18218189,0.00000000,0.09450271,2.16876328,1.80593025,1.00327846
-5.65182591,4.03090187,0.06847956,0.65923902,0.17760392,0.00000000,0.09585925,2.21032090,1.82911615,1.05951898
-5.64582291,4.12860782,0.06884526,0.68534316,0.17298383,0.00000000,0.09704014,2.24953743,1.85148161,1.11718438
-5.63981991,4.22404764,0.06928414,0.71155527,0.16837125,0.00000000,0.09803503,2.28632657,1.87298540,1.17589399
-5.63381691,4.31670987,0.06980925,0.73764702,0.16381514,0.00000000,0.09883519,2.32061579,1.89359208,1.23521548
-5.62781391,4.40604378,0.07043335,0.76336687,0.15936227,0.00000000,0.09943372,2.35233848,1.91326608,1.29466938
-5.62181091,4.49145806,0.07116833,0.78844550,0.15505571,0.00000000,0.09982575,2.38142607,1.93196589,1.35373542
-5.61580790,4.57232217,0.07202471,0.81260226,0.15093337,0.00000000,0.10000860,2.40780082,1.94963839,1.41186063
-5.60980490,4.64797065,0.07301114,0.83555244,0.14702672,0.00000000,0.09998191,2.43136992,1.96621419,1.46846915
-5.60380190,4.71771051,0.07413397,0.85701488,0.14335977,0.00000000,0.09974773,2.45202113,1.98160385,1.52297329
-5.59779890,4.78083165,0.07539689,0.87671975,0.13994823,0.00000000,0.09931049,2.46962048,1.99569549,1.57478564
-5.59179590,4.83661992,0.07680061,0.89441603,0.13679912,0.00000000,0.09867697,2.48401204,2.00835390,1.62333171
-5.58579290,4.88437231,0.07834269,0.90987839,0.13391063,0.00000000,0.09785618,2.49501992,2.01942096,1.66806257
-5.57978989,4.92341347,0.08001737,0.92291312,0.13127239,0.00000000,0.09685919,2.50245216,2.02871759,1.70846714
-5.57378689,4.95311277,0.08181549,0.93336285,0.12886607,0.00000000,0.09569887,2.50610639,2.03604686,1.74408338
-5.56778389,4.97290104,0.08372448,0.94110987,0.12666625,0.00000000,0.09438961,2.50577680,2.04119822,1.77450818
-5.56178089,4.98228600,0.08572843,0.94607789,0.12464165,0.00000000,0.09294693,2.50126200,2.04395245,1.79940537
-5.55577789,4.98086583,0.08780809,0.94823227,0.12275646,0.00000000,0.09138712,2.49237325,2.04408730,1.81851163
-5.54977489,4.96834008,0.08994107,0.94757875,0.12097184,0.00000000,0.08972684,2.47894269,2.04138347,1.83164025
-5.54377189,4.94451773,0.09210196,0.94416086,0.11924755,0.00000000,0.08798269,2.46083095,2.03563070,1.83868252
-5.53776888,4.90932206,0.09426254,0.93805625,0.11754343,0.00000000,0.08617080,2.43793414,2.02663406,1.83960701
-5.53176588,4.86279262,0.09639201,0.92937221,0.11582095,0.00000000,0.08430647,2.41018960,2.01422007,1.83445692
-5.52576288,4.80508446,0.09845736,0.91824076,0.11404456,0.00000000,0.08240387,2.37758060,1.99824275,1.82334587
-5.51975988,4.73646513,0.10042369,0.90481365,0.11218280,0.00000000,0.08047579,2.34013971,1.97858960,1.80645244
-5.51375688,4.65731009,0.10225472,0.88925754,0.11020936,0.00000000,0.07853344,2.29795110,1.95518738,1.78401401
-5.50775388,4.56809708,0.10391334,0.87174975,0.10810369,0.00000000,0.07658644,2.25115174,1.92800776,1.75632033
-5.50175088,4.46940018,0.10536228,0.85247471,0.10585159,0.00000000,0.07464280,2.19993170,1.89707276,1.72370705
-5.49574787,4.36188393,0.10656486,0.83162134,0.10344535,0.00000000,0.07270905,2.14453379,1.86245986,1.68654985
-5.48974487,4.24629794,0.10748588,0.80938133,0.10088385,0.00000000,0.07079045,2.08525256,1.82430670,1.64525909
-5.48374187,4.12347218,0.10809250,0.78594841,0.09817233,0.00000000,0.06889128,2.02243292,1.78281509,1.60027527
-5.47773887,3.99431287,0.10835526,0.76151828,0.09532210,0.00000000,0.06701513,1.95646824,1.73825416,1.55206524
-5.47173587,3.85979868,0.10824908,0.73628928,0.09234999,0.00000000,0.06516533,1.88779816,1.69096224,1.50111904
-5.46573287,3.72097691,0.10775425,0.71046328,0.08927787,0.00000000,0.06334526,1.81690579,1.64134724,1.44794715
-5.45972986,3.57895894,0.10685732,0.68424665,0.08613190,0.00000000,0.06155871,1.74431439,1.58988526,1.39307789
-5.45372686,3.43491451,0.10555199,0.65785103,0.08294192,0.00000000,0.05981019,1.67058319,1.53711702,1.33705455
-5.44772386,3.29006402,0.10383970,0.63149349,0.07974070,0.00000000,0.05810511,1.59630241,1.48364202,1.28043206
-5.44172086,3.14566849,0.10173017,0.60539601,0.07656323,0.00000000,0.05644991,1.52208709,1.43011029,1.22377281
-5.43571786,3.00301662,0.09924159,0.57978402,0.07344601,0.00000000,0.05485209,1.44856995,1.37721180,1.16764145
-5.42971486,2.86340893,0.09640068,0.55488390,0.07042640,0.00000000,0.05332006,1.37639293,1.32566351,1.11259848
-5.42371186,2.72813892,0.09324236,0.53091957,0.06754191,0.00000000,0.05186293,1.30619778,1.27619455,1.05919275
-5.41770885,2.59847165,0.08980924,0.50810814,0.06482959,0.00000000,0.05049019,1.23861567,1.22952987,1.00795287
-5.41170585,2.47562034,0.08615081,0.48665476,0.06232544,0.00000000,0.04921122,1.17425618,1.18637281,0.95937781
-5.40570285,2.36072174,0.08232237,0.46674717,0.06006377,0.00000000,0.04803487,1.11369594,1.14738736,0.91392709
-5.39969985,2.25481125,0.07838376,0.44854995,0.05807670,0.00000000,0.04696886,1.05746738,1.11318068,0.87201087
-5.39369685,2.15879905,0.07439798,0.43219901,0.05639358,0.00000000,0.04601926,1.00604799,1.08428668,0.83398053
-5.38769385,2.07344811,0.07042957,0.41779659,0.05504052,0.00000000,0.04519001,0.95985051,1.06115121,0.80012019
-5.38169085,1.99935540,0.06654304,0.40540712,0.05403992,0.00000000,0.04448244,0.91921458,1.04411960,0.77063960
-5.37568784,1.93693705,0.06280118,0.39505416,0.05341003,0.00000000,0.04389495,0.88440007,1.03342690,0.74566892
-5.36968484,1.88641845,0.05926349,0.38671875,0.05316457,0.00000000,0.04342276,0.85558241,1.02919133,0.72525558
-5.36368184,1.84782960,0.05598467,0.38033921,0.05331242,0.00000000,0.04305789,0.83285025,1.03141113,0.70936362
