energy_ev,total_up,Pt_p_up,Pt_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,3.76447615,1.47776559,2.92065619,0.44790535,0.00000000,0.40188567,0.00000000
-5.99399700,3.64637387,1.43038566,2.83173741,0.42022204,0.00000000,0.39114010,0.00000000
-5.98799400,3.52777739,1.38279346,2.74235165,0.39406574,0.00000000,0.38027417,0.00000000
-5.98199100,3.40857888,1.33473011,2.65249642,0.36926491,0.00000000,0.36919485,0.00000000
-5.97598799,3.28883057,1.28602383,2.56228298,0.34567825,0.00000000,0.35783334,0.00000000
-5.96998499,3.16872492,1.23658698,2.47191950,0.32319431,0.00000000,0.34614489,0.00000000
-5.96398199,3.04857109,1.18641093,2.38169177,0.30172971,0.00000000,0.33410780,0.00000000
-5.95797899,2.92876938,1.13555914,2.29194261,0.28122655,0.00000000,0.32172206,0.00000000
-5.95197599,2.80978535,1.08415920,2.20305132,0.26164913,0.00000000,0.30900756,0.00000000
-5.94597299,2.69212484,1.03239434,2.11541404,0.24298025,0.00000000,0.29600200,0.00000000
-5.93996998,2.57631110,0.98049473,2.02942614,0.22521752,0.00000000,0.28275872,0.00000000
-5.93396698,2.46286486,0.92872905,1.94546707,0.20836965,0.00000000,0.26934441,0.00000000
-5.92796398,2.35228791,0.87739635,1.86388827,0.19245311,0.00000000,0.25583683,0.00000000
-5.92196098,2.24505051,0.82681862,1.78500444,0.17748904,0.00000000,0.24232249,0.00000000
-5.91595798,2.14158275,0.77733388,1.70908799,0.16350076,0.00000000,0.22889457,0.00000000
-5.90995498,2.04226957,0.72928986,1.63636685,0.15051173,0.00000000,0.21565074,0.00000000
-5.90395198,1.94744928,0.68303828,1.56702517,0.13854390,0.00000000,0.20269123,0.00000000
-5.89794897,1.85741502,0.63892958,1.50120661,0.12761671,0.00000000,0.19011698,0.00000000
-5.89194597,1.77241858,0.59730797,1.43901976,0.11774632,0.00000000,0.17802791,0.00000000
-5.88594297,1.69267606,0.55850675,1.38054508,0.10894524,0.00000000,0.16652127,0.00000000
-5.87993997,1.61837456,0.52284372,1.32584292,0.10122221,0.00000000,0.15569025,0.00000000
-5.87393697,1.54967938,0.49061662,1.27496197,0.09458221,0.00000000,0.14562254,0.00000000
-5.86793397,1.48674111,0.46209852,1.22794764,0.08902655,0.00000000,0.13639912,0.00000000
-5.86193097,1.42970207,0.43753310,1.18484989,0.08455291,0.00000000,0.12809314,0.00000000
-5.85592796,1.37870159,0.41712981,1.14573014,0.08115540,0.00000000,0.12076889,0.00000000
-5.84992496,1.33387996,0.40105891,1.11066683,0.07882439,0.00000000,0.11448090,0.00000000
-5.84392196,1.29538072,0.38944649,1.07975954,0.07754630,0.00000000,0.10927312,0.00000000
-5.83791896,1.26335124,0.38236961,1.05313147,0.07730315,0.00000000,0.10517828,0.00000000
-5.83191596,1.23794168,0.37985160,1.03093023,0.07807205,0.00000000,0.10221728,0.00000000
-5.82591296,1.21930240,0.38185786,1.01332705,0.07982449,0.00000000,0.10039876,0.00000000
-5.81990995,1.20758023,0.38829230,1.00051462,0.08252566,0.00000000,0.09971880,0.00000000
-5.81390695,1.20291369,0.39899467,0.99270357,0.08613371,0.00000000,0.10016081,0.00000000
-5.80790395,1.20542776,0.41373917,0.99011801,0.09059912,0.00000000,0.10169549,0.00000000
-5.80190095,1.21522839,0.43223445,0.99299025,0.09586417,0.00000000,0.10428110,0.00000000
-5.79589795,1.23239721,0.45412541,1.00155497,0.10186267,0.00000000,0.10786388,0.00000000
-5.78989495,1.25698661,0.47899682,1.01604299,0.10851990,0.00000000,0.11237865,0.00000000
-5.78389195,1.28901550,0.50637907,1.03667485,0.11575295,0.00000000,0.11774969,0.00000000
-5.77788894,1.32846571,0.53575605,1.06365408,0.12347135,0.00000000,0.12389182,0.00000000
-5.77188594,1.37527920,0.56657501,1.09716045,0.13157812,0.00000000,0.13071165,0.00000000
-5.76588294,1.42935573,0.59825842,1.13734279,0.13997112,0.00000000,0.13810907,0.00000000
-5.75987994,1.49055104,0.63021737,1.18431171,0.14854475,0.00000000,0.14597888,0.00000000
-5.75387694,1.55867500,0.66186627,1.23813170,0.15719195,0.00000000,0.15421246,0.00000000
-5.74787394,1.63348977,0.69263823,1.29881290,0.16580636,0.00000000,0.16269965,0.00000000
-5.74187094,1.71470730,0.72200062,1.36630225,0.17428458,0.00000000,0.17133045,0.00000000
-5.73586793,1.80198632,0.74947009,1.44047423,0.18252843,0.00000000,0.17999684,0.00000000
-5.72986493,1.89492842,0.77462644,1.52112129,0.19044716,0.00000000,0.18859444,0.00000000
-5.72386193,1.99307339,0.79712468,1.60794420,0.19795941,0.00000000,0.19702393,0.00000000
-5.71785893,2.09589384,0.81670460,1.70054277,0.20499486,0.00000000,0.20519243,0.00000000
-5.71185593,2.20278945,0.83319742,1.79840747,0.21149559,0.00000000,0.21301449,0.00000000
-5.70585293,2.31308141,0.84652909,1.90091250,0.21741689,0.00000000,0.22041295,0.00000000
-5.69984992,2.42600737,0.85671995,2.00731095,0.22272768,0.00000000,0.22731949,0.00000000
-5.69384692,2.54071788,0.86388075,2.11673291,0.22741040,0.00000000,0.23367489,0.00000000
-5.68784392,2.65627488,0.86820511,2.22818701,0.23146045,0.00000000,0.23942910,0.00000000
-5.68184092,2.77165297,0.86995869,2.34056609,0.23488510,0.00000000,0.24454109,0.00000000
-5.67583792,2.88574429,0.86946556,2.45265755,0.23770215,0.00000000,0.24897855,0.00000000
-5.66983492,2.99736735,0.86709239,2.56315846,0.23993819,0.00000000,0.25271739,0.00000000
-5.66383192,3.10528048,0.86323108,2.67069574,0.24162661,0.00000000,0.25574125,0.00000000
-5.65782891,3.20819982,0.85828081,2.77385123,0.24280562,0.00000000,0.25804094,0.00000000
-5.65182591,3.30482201,0.85263019,2.87119112,0.24351611,0.00000000,0.25961386,0.00000000
-5.64582291,3.39385117,0.84664037,2.96129930,0.24379973,0.00000000,0.26046358,0.00000000
-5.63981991,3.47402965,0.84063000,3.04281359,0.24369707,0.00000000,0.26059936,0.00000000
-5.63381691,3.54417171,0.83486254,3.11446387,0.24324618,0.00000000,0.26003590,0.00000000
-5.62781391,3.60319906,0.82953665,3.17511089,0.24248142,0.00000000,0.25879318,0.00000000
-5.62181091,3.65017716,0.82477995,3.22378423,0.24143269,0.00000000,0.25689642,0.00000000
-5.61580790,3.68435078,0.82064647,3.25971829,0.24012518,0.00000000,0.25437617,0.00000000
-5.60980490,3.70517749,0.81711773,3.28238455,0.23857946,0.00000000,0.25126849,0.00000000
-5.60380190,3.71235768,0.81410749,3.29151904,0.23681210,0.00000000,0.24761533,0.00000000
-5.59779890,3.70585949,0.81146967,3.28714362,0.23483663,0.00000000,0.24346479,0.00000000
-5.59179590,3.68593767,0.80900918,3.26957995,0.23266485,0.00000000,0.23887151,0.00000000
-5.58579290,3.65314497,0.80649490,3.23945550,0.23030838,0.00000000,0.23389702,0.00000000
-5.57978989,3.60833533,0.80367424,3.19770064,0.22778040,0.00000000,0.22860997,0.00000000
-5.57378689,3.55265797,0.80028850,3.14553685,0.22509737,0.00000000,0.22308620,0.00000000
-5.56778389,3.48754232,0.79608823,3.08445563,0.22228074,0.00000000,0.21740868,0.00000000
-5.56178089,3.41467335,0.79084782,3.01618859,0.21935833,0.00000000,0.21166708,0.00000000
-5.55577789,3.33595775,0.78437861,2.94266914,0.21636553,0.00000000,0.20595716,0.00000000
-5.54977489,3.25348157,0.77653989,2.86598663,0.21334590,0.00000000,0.20037967,0.00000000
-5.54377189,3.16946002,0.76724722,2.78833403,0.21035137,0.00000000,0.19503898,0.00000000
-5.53776888,3.08618072,0.75647769,2.71195047,0.20744172,0.00000000,0.19004120,0.00000000
-5.53176588,3.00594204,0.74427189,2.63906019,0.20468351,0.00000000,0.18549199,0.00000000
-5.52576288,2.93098789,0.73073253,2.57180963,0.20214826,0.00000000,0.18149394,0.00000000
-5.51975988,2.86344130,0.71601979,2.51220450,0.19991010,0.00000000,0.17814366,0.00000000
-5.51375688,2.80523859,0.70034362,2.46204873,0.19804285,0.00000000,0.17552860,0.00000000
-5.50775388,2.75806646,0.68395349,2.42288737,0.19661664,0.00000000,0.17372375,0.00000000
-5.50175088,2.72330416,0.66712611,2.39595521,0.19569432,0.00000000,0.17278836,0.00000000
-5.49574787,2.70197288,0.65015168,2.38213307,0.19532770,0.00000000,0.17276271,0.00000000
-5.48974487,2.69469450,0.63331957,2.38191346,0.19555393,0.00000000,0.17366529,0.00000000
-5.48374187,2.70166134,0.61690394,2.39537697,0.19639216,0.00000000,0.17549034,0.00000000
-5.47773887,2.72261858,0.60115031,2.42218061,0.19784077,0.00000000,0.17820606,0.00000000
-5.47173587,2.75686044,0.58626350,2.46155896,0.19987519,0.00000000,0.18175362,0.00000000
-5.46573287,2.80324080,0.57239782,2.51233848,0.20244675,0.00000000,0.18604701,0.00000000
-5.45972986,2.86019841,0.55964976,2.57296503,0.20548238,0.00000000,0.19097389,0.00000000
-5.45372686,2.92579647,0.54805375,2.64154393,0.20888548,0.00000000,0.19639751,0.00000000
-5.44772386,2.99777539,0.53758098,2.71589185,0.21253794,0.00000000,0.20215962,0.00000000
-5.44172086,3.07361753,0.52814151,2.79359872,0.21630310,0.00000000,0.20808437,0.00000000
-5.43571786,3.15062163,0.51958934,2.87209804,0.22002982,0.00000000,0.21398315,0.00000000
-5.42971486,3.22598457,0.51173024,2.94874306,0.22355736,0.00000000,0.21966003,0.00000000
-5.42371186,3.29688753,0.50433191,3.02088639,0.22672083,0.00000000,0.22491782,0.00000000
-5.41770885,3.36058349,0.49713579,3.08596011,0.22935710,0.00000000,0.22956439,0.00000000
-5.41170585,3.41448268,0.48987007,3.14155352,0.23131085,0.00000000,0.23341899,0.00000000
-5.40570285,3.45623292,0.48226304,3.18548578,0.23244038,0.00000000,0.23631833,0.00000000
-5.39969985,3.48379169,0.47405627,3.21587053,0.23262308,0.00000000,0.23812215,0.00000000
-5.39369685,3.49548729,0.46501681,3.23117048,0.23176020,0.00000000,0.23871806,0.00000000
-5.38769385,3.49006689,0.45494796,3.23023977,0.22978071,0.00000000,0.23802535,0.00000000
-5.38169085,3.46672982,0.44369819,3.21235283,0.22664410,0.00000000,0.23599772,0.00000000
-5.37568784,3.42514513,0.43116763,3.17721900,0.22234197,0.00000000,0.23262477,0.00000000
-5.36968484,3.36545319,0.41731220,3.12498266,0.21689848,0.00000000,0.22793216,0.00000000
-5.36368184,3.28825186,0.40214516,3.05620944,0.21036946,0.00000000,0.22198059,0.00000000
-5.35767884,3.19456829,0.38573614,2.97185950,0.20284048,0.00000000,0.21486349,0.00000000
-5.35167584,3.08581819,0.36820801,2.87324963,0.19442384,0.00000000,0.20670375,0.00000000
-5.34567284,2.96375479,0.34973166,2.76200608,0.18525477,0.00000000,0.19764953,0.00000000
-5.33966983,2.83041010,0.33051933,2.64001054,0.17548697,0.00000000,0.18786945,0.00000000
-5.33366683,2.68803120,0.31081666,2.50934183,0.16528779,0.00000000,0.17754733,0.00000000
-5.32766383,2.53901454,0.29089423,2.37221575,0.15483323,0.00000000,0.16687679,0.00000000
-5.32166083,2.38584087,0.27103873,2.23092568,0.14430295,0.00000000,0.15605582,0.00000000
-5.31565783,2.23101327,0.25154440,2.08778598,0.13387565,0.00000000,0.14528172,0.00000000
-5.30965483,2.07700040,0.23270500,1.94508028,0.12372474,0.00000000,0.13474639,0.00000000
-5.30365183,1.92618670,0.21480660,1.80501598,0.11401470,0.00000000,0.12463220,0.00000000
-5.29764882,1.78083044,0.19812136,1.66968599,0.10489796,0.00000000,0.11510853,0.00000000
-5.29164582,1.64303052,0.18290254,1.54103839,0.09651255,0.00000000,0.10632902,0.00000000
-5.28564282,1.51470177,0.16938050,1.42085392,0.08898041,0.00000000,0.09842949,0.00000000
-5.27963982,1.39755866,0.15775995,1.31073101,0.08240623,0.00000000,0.09152654,0.00000000
-5.27363682,1.29310633,0.14821801,1.21207766,0.07687701,0.00000000,0.08571676,0.00000000
-5.26763382,1.20263807,0.14090319,1.12610919,0.07246195,0.00000000,0.08107640,0.00000000
-5.26163082,1.12723768,0.13593485,1.05385049,0.06921277,0.00000000,0.07766148,0.00000000
-5.25562781,1.06778546,0.13340309,0.99614166,0.06716418,0.00000000,0.07550813,0.00000000
-5.24962481,1.02496622,0.13336878,0.95364558,0.06633460,0.00000000,0.07463323,0.00000000
-5.24362181,0.99927797,0.13586363,0.92685624,0.06672682,0.00000000,0.07503496,0.00000000
-5.23761881,0.99104015,0.14089003,0.91610652,0.06832864,0.00000000,0.07669360,0.00000000
-5.23161581,1.00040037,0.14842079,0.92157483,0.07111342,0.00000000,0.07957212,0.00000000
-5.22561281,1.02733896,0.15839850,0.94328959,0.07504055,0.00000000,0.08361686,0.00000000
-5.21960980,1.07167107,0.17073483,0.98113148,0.08005573,0.00000000,0.08875813,0.00000000
-5.21360680,1.13304615,0.18530952,1.03483314,0.08609123,0.00000000,0.09491079,0.00000000
-5.20760380,1.21094524,0.20196956,1.10397669,0.09306605,0.00000000,0.10197494,0.00000000
-5.20160080,1.30467646,0.22052847,1.18798935,0.10088611,0.00000000,0.10983662,0.00000000
-5.19559780,1.41336973,0.24076599,1.28613806,0.10944456,0.00000000,0.11836876,0.00000000
-5.18959480,1.53597150,0.26242838,1.39752382,0.11862226,0.00000000,0.12743230,0.00000000
-5.18359180,1.67124081,0.28522958,1.52107684,0.12828844,0.00000000,0.13687766,0.00000000
-5.17758879,1.81774768,0.30885326,1.65555346,0.13830177,0.00000000,0.14654649,0.00000000
-5.17158579,1.97387517,0.33295611,1.79953614,0.14851174,0.00000000,0.15627382,0.00000000
-5.16558279,2.13782594,0.35717228,1.95143720,0.15876042,0.00000000,0.16589052,0.00000000
-5.15957979,2.30763433,0.38111898,2.10950749,0.16888474,0.00000000,0.17522619,0.00000000
-5.15357679,2.48118457,0.40440342,2.27185044,0.17871900,0.00000000,0.18411225,0.00000000
-5.14757379,2.65623534,0.42663056,2.43644204,0.18809790,0.00000000,0.19238530,0.00000000
-5.14157079,2.83045081,0.44741186,2.60115676,0.19685971,0.00000000,0.19989058,0.00000000
-5.13556778,3.00143774,0.46637445,2.76379939,0.20484970,0.00000000,0.20648548,0.00000000
