energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,5.19762668,0.04174973,0.58482803,3.82302084,2.72112522,1.17119962,0.00000000,0.22730306,0.14370016
-5.99399700,5.46774016,0.04652214,0.62099957,3.88550280,2.91374415,1.19850512,0.00000000,0.22473752,0.14178448
-5.98799400,5.73908035,0.05150226,0.65778155,3.94481461,3.10679610,1.22514080,0.00000000,0.22143239,0.14027654
-5.98199100,6.00897592,0.05664209,0.69479972,4.00059790,3.29829370,1.25098679,0.00000000,0.21750291,0.13918590
-5.97598799,6.27462886,0.06188554,0.73163805,4.05236523,3.48623055,1.27593104,0.00000000,0.21308099,0.13850641
-5.96998499,6.53319485,0.06716913,0.76784749,4.09950803,3.66864001,1.29987708,0.00000000,0.20831047,0.13821801
-5.96398199,6.78187329,0.07242311,0.80295701,4.14131481,3.84365660,1.32275354,0.00000000,0.20334246,0.13828909
-5.95797899,7.01800304,0.07757290,0.83648647,4.17699895,4.00957758,1.34452466,0.00000000,0.19833087,0.13867930
-5.95197599,7.23915921,0.08254079,0.86796085,4.20573472,4.16492170,1.36520115,0.00000000,0.19342845,0.13934256
-5.94597299,7.44324633,0.08724789,0.89692525,4.22669964,4.30848228,1.38485062,0.00000000,0.18878324,0.14023022
-5.93996998,7.62858320,0.09161627,0.92296001,4.23912083,4.43937223,1.40360668,0.00000000,0.18453567,0.14129396
-5.93396698,7.79397474,0.09557118,0.94569512,4.24232274,4.55705849,1.42167590,0.00000000,0.18081618,0.14248856
-5.92796398,7.93876711,0.09904327,0.96482338,4.23577341,4.66138421,1.43934199,0.00000000,0.17774348,0.14377414
-5.92196098,8.06288301,0.10197078,0.98011151,4.21912648,4.75257753,1.45696649,0.00000000,0.17542336,0.14511794
-5.91595798,8.16683492,0.10430143,0.99140870,4.19225644,4.83124634,1.47498560,0.00000000,0.17394789,0.14649553
-5.90995498,8.25171543,0.10599415,0.99865217,4.15528485,4.89835926,1.49390300,0.00000000,0.17339509,0.14789129
-5.90395198,8.31916480,0.10702043,1.00186939,4.10859582,4.95521365,1.51427861,0.00000000,0.17382881,0.14929841
-5.89794897,8.37131711,0.10736522,1.00117688,4.05283978,5.00339209,1.53671360,0.00000000,0.17529887,0.15071820
-5.89194597,8.41072743,0.10702743,0.99677558,3.98892495,5.04470936,1.56183223,0.00000000,0.17784127,0.15215895
-5.88594297,8.44028323,0.10601992,0.98894310,3.91799696,5.08115224,1.59026107,0.00000000,0.18147842,0.15363441
-5.87993997,8.46310426,0.10436903,0.97802320,3.84140741,5.11481472,1.62260667,0.00000000,0.18621949,0.15516188
-5.87393697,8.48243504,0.10211364,0.96441298,3.76067303,5.14783132,1.65943242,0.00000000,0.19206058,0.15676026
-5.86793397,8.50153496,0.09930391,0.94854849,3.67742730,5.18231117,1.70123593,0.00000000,0.19898502,0.15844795
-5.86193097,8.52357032,0.09599951,0.93088940,3.59336703,5.22027521,1.74842768,0.00000000,0.20696351,0.16024096
-5.85592796,8.55151272,0.09226781,0.91190345,3.51019640,5.26359868,1.80131209,0.00000000,0.21595441,0.16215111
-5.84992496,8.58804755,0.08818170,0.89205146,3.42957094,5.31396062,1.86007172,0.00000000,0.22590398,0.16418466
-5.84392196,8.63549561,0.08381745,0.87177344,3.35304416,5.37280168,1.92475545,0.00000000,0.23674677,0.16634120
-5.83791896,8.69575037,0.07925255,0.85147640,3.28201887,5.44129105,1.99527085,0.00000000,0.24840610,0.16861305
-5.83191596,8.77023207,0.07456363,0.83152440,3.21770520,5.52030290,2.07138130,0.00000000,0.26079470,0.17098506
-5.82591296,8.85985960,0.06982457,0.81223101,3.16108673,5.61040242,2.15270768,0.00000000,0.27381552,0.17343488
-5.81990995,8.96503986,0.06510486,0.79385445,3.11289576,5.71184102,2.23873448,0.00000000,0.28736271,0.17593364
-5.81390695,9.08567381,0.06046820,0.77659537,3.07359815,5.82456012,2.32882011,0.00000000,0.30132276,0.17844693
-5.80790395,9.22117778,0.05597141,0.76059720,3.04338789,5.94820269,2.42221060,0.00000000,0.31557578,0.18093616
-5.80190095,9.37051815,0.05166372,0.74594889,3.02219079,6.08213161,2.51805629,0.00000000,0.32999690,0.18336004
-5.79589795,9.53225712,0.04758628,0.73268950,3.00967675,6.22545377,2.61543059,0.00000000,0.34445775,0.18567618
-5.78989495,9.70460722,0.04377203,0.72081447,3.00527926,6.37704887,2.71335005,0.00000000,0.35882795,0.18784279
-5.78389195,9.88549197,0.04024582,0.71028295,3.00822120,6.53560188,2.81079502,0.00000000,0.37297664,0.18982017
-5.77788894,10.07261019,0.03702471,0.70102570,3.01754518,6.69963808,2.90673007,0.00000000,0.38677396,0.19157215
-5.77188594,10.26350170,0.03411849,0.69295311,3.03214724,6.86755966,3.00012358,0.00000000,0.40009240,0.19306724
-5.76588294,10.45561208,0.03153034,0.68596290,3.05081235,7.03768306,3.08996589,0.00000000,0.41280820,0.19427955
-5.75987994,10.64635461,0.02925752,0.67994703,3.07225055,7.20827604,3.17528562,0.00000000,0.42480250,0.19518937
-5.75387694,10.83316781,0.02729214,0.67479749,3.09513231,7.37759355,3.25516384,0.00000000,0.43596246,0.19578336
-5.74787394,11.01356699,0.02562196,0.67041075,3.11812237,7.54391184,3.32874587,0.00000000,0.44618225,0.19605454
-5.74187094,11.18518903,0.02423112,0.66669077,3.13991104,7.70555980,3.39525081,0.00000000,0.45536393,0.19600181
-5.73586793,11.34582948,0.02310083,0.66355034,3.15924243,7.86094689,3.45397871,0.00000000,0.46341827,0.19562934
-5.72986493,11.49347165,0.02221008,0.66091099,3.17493919,8.00858726,3.50431563,0.00000000,0.47026537,0.19494560
-5.72386193,11.62630749,0.02153615,0.65870156,3.18592342,8.14711914,3.54573686,0.00000000,0.47583536,0.19396236
-5.71785893,11.74275062,0.02105515,0.65685555,3.19123373,8.27531959,3.57780849,0.00000000,0.48006886,0.19269350
-5.71185593,11.84144175,0.02074249,0.65530773,3.19003846,8.39211394,3.60018777,0.00000000,0.48291748,0.19115384
-5.70585293,11.92124728,0.02057324,0.65399024,3.18164510,8.49658015,3.61262238,0.00000000,0.48434420,0.18935801
-5.69984992,11.98125199,0.02052246,0.65282854,3.16550633,8.58794801,3.61494915,0.00000000,0.48432367,0.18731947
-5.69384692,12.02074668,0.02056555,0.65173773,3.14122268,8.66559365,3.60709220,0.00000000,0.48284244,0.18504966
-5.68784392,12.03921214,0.02067846,0.65061945,3.10854235,8.72902966,3.58906090,0.00000000,0.47989910,0.18255742
-5.68184092,12.03630047,0.02083798,0.64935972,3.06735838,8.77789163,3.56094765,0.00000000,0.47550435,0.17984860
-5.67583792,12.01181501,0.02102197,0.64782806,3.01770349,8.81192186,3.52292561,0.00000000,0.46968093,0.17692603
-5.66983492,11.96569014,0.02120958,0.64587796,2.95974298,8.83095125,3.47524633,0.00000000,0.46246346,0.17378969
-5.66383192,11.89797196,0.02138147,0.64334882,2.89376586,8.83488034,3.41823725,0.00000000,0.45389824,0.17043712
-5.65782891,11.80880075,0.02152004,0.64006928,2.82017466,8.82366062,3.35229900,0.00000000,0.44404282,0.16686414
-5.65182591,11.69839622,0.02160961,0.63586199,2.73947399,8.79727716,3.27790226,0.00000000,0.43296560,0.16306565
-5.64582291,11.56704599,0.02163658,0.63054931,2.65225827,8.75573365,3.19558417,0.00000000,0.42074519,0.15903659
-5.63981991,11.41509770,0.02158966,0.62395996,2.55919872,8.69904064,3.10594412,0.00000000,0.40746981,0.15477297
-5.63381691,11.24295511,0.02145991,0.61593604,2.46102998,8.62720785,3.00963875,0.00000000,0.39323644,0.15027287
-5.62781391,11.05107803,0.02124088,0.60634010,2.35853634,8.54024109,2.90737616,0.00000000,0.37814999,0.14553736
-5.62181091,10.83998595,0.02092865,0.59506186,2.25253818,8.43814408,2.79990926,0.00000000,0.36232230,0.14057132
-5.61580790,10.61026490,0.02052179,0.58202417,2.14387836,8.32092532,2.68802832,0.00000000,0.34587103,0.13538413
-5.60980490,10.36257717,0.02002132,0.56718787,2.03340922,8.18860977,2.57255279,0.00000000,0.32891851,0.12999003
-5.60380190,10.09767291,0.01943056,0.55055521,1.92197998,8.04125498,2.45432251,0.00000000,0.31159045,0.12440834
-5.59779890,9.81640311,0.01875498,0.53217171,1.81042513,7.87897078,2.33418854,0.00000000,0.29401462,0.11866343
-5.59179590,9.51973290,0.01800196,0.51212625,1.69955364,7.70194180,2.21300375,0.00000000,0.27631936,0.11278446
-5.58579290,9.20875427,0.01718053,0.49054943,1.59013929,7.51045140,2.09161347,0.00000000,0.25863220,0.10680482
-5.57978989,8.88469731,0.01630102,0.46761026,1.48291235,7.30490599,1.97084643,0.00000000,0.24107829,0.10076151
-5.57378689,8.54893901,0.01537475,0.44351138,1.37855241,7.08585798,1.85150609,0.00000000,0.22377899,0.09469431
-5.56778389,8.20300875,0.01441370,0.41848298,1.27768266,6.85402619,1.73436278,0.00000000,0.20685040,0.08864484
-5.56178089,7.84858961,0.01343011,0.39277587,1.18086547,6.61031220,1.62014652,0.00000000,0.19040200,0.08265560
-5.55577789,7.48751500,0.01243617,0.36665389,1.08859927,6.35581128,1.50954089,0.00000000,0.17453547,0.07676905
-5.54977489,7.12175988,0.01144371,0.34038618,1.00131659,6.09181690,1.40317770,0.00000000,0.15934358,0.07102662
-5.54377189,6.75342635,0.01046385,0.31423953,0.91938316,5.81981794,1.30163272,0.00000000,0.14490932,0.06546797
-5.53776888,6.38472353,0.00950683,0.28847121,0.84309795,5.54148811,1.20542224,0.00000000,0.13130530,0.06013023
-5.53176588,6.01794179,0.00858176,0.26332260,0.77269378,5.25866730,1.11500043,0.00000000,0.11859328,0.05504747
-5.52576288,5.65542175,0.00769648,0.23901377,0.70833861,4.97333531,1.03075729,0.00000000,0.10682410,0.05025031
-5.51975988,5.29951880,0.00685746,0.21573922,0.65013706,4.68757837,0.95301722,0.00000000,0.09603768,0.04576566
-5.51375688,4.95256384,0.00606978,0.19366482,0.59813216,4.40354967,0.88203793,0.00000000,0.08626345,0.04161667
-5.50775388,4.61682163,0.00533711,0.17292608,0.55230716,4.12342502,0.81800966,0.00000000,0.07752082,0.03782275
-5.50175088,4.29444793,0.00466174,0.15362754,0.51258742,3.84935551,0.76105467,0.00000000,0.06981996,0.03439978
-5.49574787,3.98744692,0.00404472,0.13584333,0.47884216,3.58341881,0.71122694,0.00000000,0.06316260,0.03136036
-5.48974487,3.69763049,0.00348594,0.11961863,0.45088640,3.32757118,0.66851208,0.00000000,0.05754297,0.02871411
-5.48374187,3.42658083,0.00298426,0.10497198,0.42848288,3.08360202,0.63282764,0.00000000,0.05294878,0.02646806
-5.47773887,3.17561795,0.00253771,0.09189809,0.41134434,2.85309293,0.60402382,0.00000000,0.04936208,0.02462695
-5.47173587,2.94577322,0.00214359,0.08037106,0.39913618,2.63738283,0.58188482,0.00000000,0.04676016,0.02319354
-5.46573287,2.73777021,0.00179867,0.07034780,0.39147975,2.43754064,0.56613092,0.00000000,0.04511624,0.02216891
-5.45972986,2.55201351,0.00149937,0.06177143,0.38795636,2.25434638,0.55642150,0.00000000,0.04440001,0.02155257
-5.45372686,2.38858600,0.00124185,0.05457449,0.38811228,2.08828162,0.55235916,0.00000000,0.04457803,0.02134253
-5.44772386,2.24725476,0.00102216,0.04868196,0.39146479,1.93952918,0.55349498,0.00000000,0.04561385,0.02153536
-5.44172086,2.12748541,0.00083637,0.04401383,0.39750924,1.80798208,0.55933505,0.00000000,0.04746805,0.02212596
-5.43571786,2.02846412,0.00068067,0.04048730,0.40572725,1.69326114,0.56934819,0.00000000,0.05009798,0.02310743
-5.42971486,1.94912671,0.00055143,0.03801850,0.41559580,1.59474021,0.58297480,0.00000000,0.05345744,0.02447073
-5.42371186,1.88819344,0.00044525,0.03652384,0.42659713,1.51157776,0.59963672,0.00000000,0.05749625,0.02620438
-5.41770885,1.84420842,0.00035907,0.03592090,0.43822910,1.44275357,0.61874775,0.00000000,0.06215974,0.02829406
-5.41170585,1.81558199,0.00029011,0.03612905,0.45001568,1.38710864,0.63972474,0.00000000,0.06738829,0.03072226
-5.40570285,1.80063484,0.00023599,0.03706972,0.46151731,1.34338705,0.66199874,0.00000000,0.07311696,0.03346797
-5.39969985,1.79764226,0.00019467,0.03866658,0.47234055,1.31027781,0.68502601,0.00000000,0.07927529,0.03650641
-5.39369685,1.80487735,0.00016453,0.04084555,0.48214673,1.28645560,0.70829838,0.00000000,0.08578735,0.03980892
-5.38769385,1.82065190,0.00014431,0.04353481,0.49065928,1.27061884,0.73135287,0.00000000,0.09257202,0.04334292
-5.38169085,1.84335412,0.00013319,0.04666488,0.49766928,1.26152422,0.75378004,0.00000000,0.09954369,0.04707211
-5.37568784,1.87148237,0.00013077,0.05016873,0.50303927,1.25801677,0.77523104,0.00000000,0.10661330,0.05095679
-5.36968484,1.90367444,0.00013710,0.05398205,0.50670488,1.25905508,0.79542307,0.00000000,0.11368981,0.05495436
-5.36368184,1.93873202,0.00015273,0.05804373,0.50867457,1.26373117,0.81414324,0.00000000,0.12068193,0.05902003
