energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.74787394,1.64879933,0.02185958,0.00966978,0.89738460,0.00000000,0.00313440,1.22060244,0.48038295,0.14346630
-5.74187094,1.60136638,0.02181122,0.00979235,0.86013695,0.00000000,0.00319457,1.18717050,0.46810590,0.13923026
-5.73586793,1.55683546,0.02179840,0.00996249,0.82435358,0.00000000,0.00326819,1.15598232,0.45682203,0.13527205
-5.72986493,1.51618668,0.02182407,0.01018083,0.79067659,0.00000000,0.00335426,1.12775165,0.44678923,0.13167836
-5.72386193,1.48020579,0.02188952,0.01044599,0.75964810,0.00000000,0.00345127,1.10304693,0.43821523,0.12851742
-5.71785893,1.44946780,0.02199428,0.01075460,0.73170027,0.00000000,0.00355715,1.08227939,0.43125298,0.12583767
-5.71185593,1.42433005,0.02213619,0.01110138,0.70715013,0.00000000,0.00366940,1.06569825,0.42599838,0.12366717
-5.70585293,1.40493444,0.02231158,0.01147936,0.68619903,0.00000000,0.00378511,1.05339262,0.42249057,0.12201392
-5.69984992,1.39121834,0.02251546,0.01188009,0.66893657,0.00000000,0.00390107,1.04529991,0.42071439,0.12086703
-5.69384692,1.38293305,0.02274184,0.01229395,0.65534826,0.00000000,0.00401390,1.04121986,0.42060496,0.12019844
-5.68784392,1.37966852,0.02298403,0.01271053,0.64532634,0.00000000,0.00412016,1.04083311,0.42205388,0.11996539
-5.68184092,1.38088262,0.02323502,0.01311898,0.63868296,0.00000000,0.00421644,1.04372325,0.42491658,0.12011317
-5.67583792,1.38593323,0.02348780,0.01350844,0.63516465,0.00000000,0.00429956,1.04940077,0.42902049,0.12057823
-5.66983492,1.39411123,0.02373569,0.01386843,0.63446750,0.00000000,0.00436664,1.05732777,0.43417327,0.12129132
-5.66383192,1.40467275,0.02397261,0.01418924,0.63625190,0.00000000,0.00441521,1.06694198,0.44017088,0.12218065
-5.65782891,1.41686901,0.02419324,0.01446224,0.64015635,0.00000000,0.00444335,1.07767894,0.44680488,0.12317473
-5.65182591,1.42997246,0.02439320,0.01468027,0.64580964,0.00000000,0.00444974,1.08899137,0.45386865,0.12420502
-5.64582291,1.44329828,0.02456905,0.01483780,0.65284100,0.00000000,0.00443377,1.10036504,0.46116240,0.12520804
-5.63981991,1.45622065,0.02471825,0.01493117,0.66088800,0.00000000,0.00439553,1.11133068,0.46849667,0.12612703
-5.63381691,1.46818363,0.02483906,0.01495868,0.66960222,0.00000000,0.00433588,1.12147181,0.47569446,0.12691317
-5.62781391,1.47870677,0.02493035,0.01492068,0.67865268,0.00000000,0.00425646,1.13042866,0.48259202,0.12752620
-5.62181091,1.48738610,0.02499139,0.01481954,0.68772753,0.00000000,0.00415966,1.13789863,0.48903853,0.12793466
-5.61580790,1.49389142,0.02502161,0.01465958,0.69653428,0.00000000,0.00404861,1.14363393,0.49489496,0.12811573
-5.60980490,1.49796064,0.02502033,0.01444700,0.70479909,0.00000000,0.00392714,1.14743713,0.50003243,0.12805475
-5.60380190,1.49939272,0.02498660,0.01418973,0.71226569,0.00000000,0.00379978,1.14915564,0.50433046,0.12774456
-5.59779890,1.49804006,0.02491899,0.01389728,0.71869440,0.00000000,0.00367165,1.14867586,0.50767542,0.12718477
-5.59179590,1.49380155,0.02481549,0.01358059,0.72386173,0.00000000,0.00354851,1.14591792,0.50995951,0.12638102
-5.58579290,1.48661717,0.02467346,0.01325188,0.72756086,0.00000000,0.00343663,1.14083154,0.51108048,0.12534428
-5.57978989,1.47646474,0.02448968,0.01292451,0.72960331,0.00000000,0.00334282,1.13339371,0.51094229,0.12409041
-5.57378689,1.46335916,0.02426045,0.01261286,0.72982168,0.00000000,0.00327438,1.12360817,0.50945668,0.12263980
-5.56778389,1.44735420,0.02398177,0.01233225,0.72807360,0.00000000,0.00323903,1.11150698,0.50654566,0.12101729
-5.56178089,1.42854650,0.02364960,0.01209885,0.72424654,0.00000000,0.00324497,1.09715371,0.50214473,0.11925226
-5.55577789,1.40708129,0.02326011,0.01192961,0.71826304,0.00000000,0.00330072,1.08064793,0.49620659,0.11737881
-5.54977489,1.38315883,0.02280997,0.01184222,0.71008612,0.00000000,0.00341517,1.06213043,0.48870508,0.11543611
-5.54377189,1.35704088,0.02229668,0.01185502,0.69972418,0.00000000,0.00359746,1.04178824,0.47963891,0.11346864
-5.53776888,1.32905588,0.02171884,0.01198689,0.68723495,0.00000000,0.00385687,1.01985893,0.46903493,0.11152643
-5.53176588,1.29960211,0.02107632,0.01225716,0.67272805,0.00000000,0.00420276,0.99663313,0.45695057,0.10966501
-5.52576288,1.26914765,0.02037052,0.01268532,0.65636566,0.00000000,0.00464430,0.97245489,0.44347513,0.10794519
-5.51975988,1.23822663,0.01960441,0.01329084,0.63836104,0.00000000,0.00519035,0.94771906,0.42872976,0.10643244
-5.51375688,1.20743129,0.01878257,0.01409276,0.61897483,0.00000000,0.00584917,0.92286555,0.41286602,0.10519587
-5.50775388,1.17739953,0.01791113,0.01510926,0.59850889,0.00000000,0.00662813,0.89837028,0.39606287,0.10430682
-5.50175088,1.14879832,0.01699762,0.01635716,0.57729815,0.00000000,0.00753338,0.87473287,0.37852238,0.10383707
-5.49574787,1.12230336,0.01605077,0.01785126,0.55570041,0.00000000,0.00856947,0.85246162,0.36046410,0.10385663
-5.48974487,1.09857570,0.01508025,0.01960370,0.53408479,0.00000000,0.00973903,0.83205617,0.34211851,0.10443127
-5.48374187,1.07823652,0.01409635,0.02162327,0.51281919,0.00000000,0.01104230,0.81398878,0.32371982,0.10561988
-5.47773887,1.06184113,0.01310964,0.02391460,0.49225748,0.00000000,0.01247682,0.79868503,0.30549843,0.10747165
-5.47173587,1.04985362,0.01213065,0.02647753,0.47272684,0.00000000,0.01403712,0.78650499,0.28767350,0.11002344
-5.46573287,1.04262345,0.01116952,0.02930639,0.45451614,0.00000000,0.01571436,0.77772588,0.27044598,0.11329724
-5.45972986,1.04036541,0.01023569,0.03238950,0.43786565,0.00000000,0.01749622,0.77252713,0.25399243,0.11729802
-5.45372686,1.04314397,0.00933765,0.03570871,0.42295885,0.00000000,0.01936678,0.77097886,0.23845987,0.12201201
-5.44772386,1.05086312,0.00848273,0.03923916,0.40991645,0.00000000,0.02130653,0.77303422,0.22396206,0.12740560
-5.44172086,1.06326233,0.00767692,0.04294927,0.39879305,0.00000000,0.02329254,0.77852641,0.21057712,0.13342491
-5.43571786,1.07991913,0.00692478,0.04680095,0.38957658,0.00000000,0.02529877,0.78717047,0.19834670,0.13999607
-5.42971486,1.10025824,0.00622943,0.05075001,0.38219040,0.00000000,0.02729652,0.79856985,0.18727672,0.14702631
-5.42371186,1.12356712,0.00559253,0.05474693,0.37649792,0.00000000,0.02925497,0.81222774,0.17733941,0.15440576
-5.41770885,1.14901725,0.00501441,0.05873777,0.37230958,0.00000000,0.03114196,0.82756248,0.16847669,0.16200993
-5.41170585,1.17569040,0.00449412,0.06266537,0.36939170,0.00000000,0.03292475,0.84392659,0.16060452,0.16970293
-5.40570285,1.20260854,0.00402964,0.06647073,0.36747680,0.00000000,0.03457095,0.86062843,0.15361808,0.17734103
-5.39969985,1.22876638,0.00361804,0.07009449,0.36627487,0.00000000,0.03604942,0.87695568,0.14739736,0.18477672
-5.39369685,1.25316486,0.00325566,0.07347856,0.36548505,0.00000000,0.03733126,0.89219947,0.14181309,0.19186287
-5.38769385,1.27484438,0.00293832,0.07656775,0.36480728,0.00000000,0.03839070,0.90567821,0.13673249,0.19845705
-5.38169085,1.29291617,0.00266149,0.07931135,0.36395329,0.00000000,0.03920593,0.91676010,0.13202482,0.20442558
-5.37568784,1.30659068,0.00242052,0.08166463,0.36265664,0.00000000,0.03975982,0.92488337,0.12756625,0.20964739
-5.36968484,1.31520184,0.00221075,0.08359015,0.36068140,0.00000000,0.04004054,0.92957351,0.12324419,0.21401743
-5.36368184,1.31822627,0.00202767,0.08505892,0.35782909,0.00000000,0.04004193,0.93045685,0.11896068,0.21744954
-5.35767884,1.31529698,0.00186705,0.08605125,0.35394395,0.00000000,0.03976370,0.92727017,0.11463486,0.21987870
-5.35167584,1.30621119,0.00172502,0.08655734,0.34891622,0.00000000,0.03921146,0.91986602,0.11020460,0.22126255
-5.34567284,1.29093232,0.00159810,0.08657763,0.34268359,0.00000000,0.03839654,0.90821395,0.10562708,0.22158235
-5.33966983,1.26958639,0.00148331,0.08612275,0.33523093,0.00000000,0.03733553,0.89239777,0.10087862,0.22084320
-5.33366683,1.24245354,0.00137809,0.08521335,0.32658839,0.00000000,0.03604977,0.87260924,0.09595370,0.21907363
-5.32766383,1.20995521,0.00128040,0.08387957,0.31682827,0.00000000,0.03456463,0.84913888,0.09086338,0.21632472
-5.32166083,1.17263808,0.00118860,0.08216034,0.30606073,0.00000000,0.03290861,0.82236441,0.08563319,0.21266879
-5.31565783,1.13115569,0.00110147,0.08010259,0.29442895,0.00000000,0.03111252,0.79273763,0.08030075,0.20819774
-5.30965483,1.08624871,0.00101817,0.07776024,0.28210366,0.00000000,0.02920847,0.76077043,0.07491317,0.20302116
-5.30365183,1.03872491,0.00093814,0.07519322,0.26927773,0.00000000,0.02722894,0.72702065,0.06952441,0.19726435
-5.29764882,0.98943967,0.00086111,0.07246642,0.25616075,0.00000000,0.02520588,0.69207840,0.06419278,0.19106632
-5.29164582,0.93927777,0.00078698,0.06964866,0.24297401,0.00000000,0.02316989,0.65655330,0.05897862,0.18457775
-5.28564282,0.88913694,0.00071584,0.06681172,0.22994597,0.00000000,0.02114950,0.62106314,0.05394231,0.17795908
-5.27963982,0.83991358,0.00064786,0.06402940,0.21730826,0.00000000,0.01917056,0.58622411,0.04914262,0.17137867
-5.27363682,0.79249077,0.00058330,0.06137663,0.20529236,0.00000000,0.01725579,0.55264261,0.04463546,0.16501097
-5.26763382,0.74772847,0.00052244,0.05892864,0.19412685,0.00000000,0.01542447,0.52090884,0.04047307,0.15903478
-5.26163082,0.70645574,0.00046560,0.05676014,0.18403520,0.00000000,0.01369230,0.49159173,0.03670358,0.15363140
-5.25562781,0.66946451,0.00041308,0.05494450,0.17523396,0.00000000,0.01207133,0.46523513,0.03337094,0.14898280
-5.24962481,0.63750456,0.00036520,0.05355289,0.16793127,0.00000000,0.01057008,0.44235481,0.03051516,0.14526944
-5.24362181,0.61127909,0.00032226,0.05265338,0.16232550,0.00000000,0.00919373,0.42343596,0.02817282,0.14266802
-5.23761881,0.59144048,0.00028460,0.05230992,0.15860384,0.00000000,0.00794443,0.40893085,0.02637773,0.14134887
-5.23161581,0.57858562,0.00025260,0.05258125,0.15694088,0.00000000,0.00682161,0.39925622,0.02516170,0.14147298
-5.22561281,0.57325065,0.00022670,0.05351967,0.15749679,0.00000000,0.00582240,0.39479020,0.02455537,0.14318877
-5.21960980,0.57590474,0.00020747,0.05516973,0.16041536,0.00000000,0.00494206,0.39586859,0.02458901,0.14662854
-5.21360680,0.58694283,0.00019564,0.05756681,0.16582163,0.00000000,0.00417432,0.40278030,0.02529318,0.15190469
-5.20760380,0.60667762,0.00019216,0.06073569,0.17381927,0.00000000,0.00351189,0.41576222,0.02669936,0.15910586
-5.20160080,0.63533074,0.00019828,0.06468917,0.18448778,0.00000000,0.00294672,0.43499338,0.02884031,0.16829307
-5.19559780,0.67302391,0.00021562,0.06942667,0.19787959,0.00000000,0.00247040,0.46058897,0.03175038,0.17949606
-5.18959480,0.71977035,0.00024625,0.07493315,0.21401731,0.00000000,0.00207446,0.49259428,0.03546552,0.19271009
-5.18359180,0.77546737,0.00029279,0.08117818,0.23289122,0.00000000,0.00175055,0.53097936,0.04002319,0.20789333
-5.17758879,0.83989068,0.00035847,0.08811544,0.25445737,0.00000000,0.00149072,0.57563453,0.04546215,0.22496506
-5.17158579,0.91269130,0.00044731,0.09568259,0.27863637,0.00000000,0.00128749,0.62636751,0.05182207,0.24380498
-5.16558279,0.99339571,0.00056412,0.10380175,0.30531316,0.00000000,0.00113404,0.68290254,0.05914309,0.26425373
-5.15957979,1.08140979,0.00071466,0.11238049,0.33433795,0.00000000,0.00102421,0.74488188,0.06746535,0.28611466
-5.15357679,1.17602706,0.00090573,0.12131340,0.36552833,0.00000000,0.00095260,0.81187010,0.07682847,0.30915719
-5.14757379,1.27644134,0.00114518,0.13048438,0.39867278,0.00000000,0.00091454,0.88336118,0.08727108,0.33312151
-5.14157079,1.38176373,0.00144205,0.13976937,0.43353536,0.00000000,0.00090613,0.95878860,0.09883032,0.35772463
-5.13556778,1.49104366,0.00180650,0.14903967,0.46986172,0.00000000,0.00092418,1.03753803,0.11154141,0.38266774
-5.12956478,1.60329332,0.00224984,0.15816566,0.50738591,0.00000000,0.00096619,1.11896242,0.12543721,0.40764447
-5.12356178,1.71751442,0.00278442,0.16702075,0.54583798,0.00000000,0.00103030,1.20239881,0.14054770,0.43234989
-5.11755878,1.83272629,0.00342355,0.17548548,0.58495188,0.00000000,0.00111524,1.28718611,0.15689943,0.45648978
-5.11155578,1.94799377,0.00418126,0.18345149,0.62447313,0.00000000,0.00122029,1.37268305,0.17451478,0.47978984
-5.10555278,2.06245352,0.00507202,0.19082527,0.66416606,0.00000000,0.00134519,1.45828515,0.19341105,0.50200431
-5.09954977,2.17533703,0.00611042,0.19753140,0.70381986,0.00000000,0.00149006,1.54343993,0.21359916,0.52292359
-5.09354677,2.28598902,0.00731072,0.20351515,0.74325318,0.00000000,0.00165538,1.62765912,0.23508210,0.54238051
-5.08754377,2.39387989,0.00868635,0.20874427,0.78231679,0.00000000,0.00184182,1.71052722,0.25785290,0.56025471
-5.08154077,2.49861106,0.01024932,0.21320988,0.82089408,0.00000000,0.00205025,1.79170556,0.28189219,0.57647505
-5.07553777,2.59991272,0.01200956,0.21692621,0.85889910,0.00000000,0.00228154,1.87093144,0.30716535,0.59101969
-5.06953477,2.69763362,0.01397431,0.21992950,0.89627230,0.00000000,0.00253654,1.94801218,0.33361930,0.60391386
-5.06353177,2.79172325,0.01614735,0.22227567,0.93297390,0.00000000,0.00281591,2.02281422,0.36117900,0.61522533
-5.05752876,2.88220718,0.01852840,0.22403718,0.96897531,0.00000000,0.00312005,2.09524777,0.38974396,0.62505784
-5.05152576,2.96915673,0.02111240,0.22529903,1.00424907,0.00000000,0.00344897,2.16524784,0.41918471,0.63354271
-5.04552276,3.05265489,0.02388902,0.22615419,1.03875781,0.00000000,0.00380220,2.23275272,0.44933975,0.64082911
-5.03951976,3.13276026,0.02684222,0.22669857,1.07244308,0.00000000,0.00417868,2.29768147,0.48001303,0.64707350
-5.03351676,3.20947169,0.02994994,0.22702588,1.10521472,0.00000000,0.00457671,2.35991166,0.51097245,0.65242885
-5.02751376,3.28269564,0.03318403,0.22722269,1.13694170,0.00000000,0.00499388,2.41925931,0.54194942,0.65703416
-5.02151076,3.35221893,0.03651036,0.22736372,1.16744504,0.00000000,0.00542705,2.47546238,0.57263998,0.66100496
-5.01550775,3.41768882,0.03988921,0.22750793,1.19649366,0.00000000,0.00587236,2.52816929,0.60270755,0.66442535
-5.00950475,3.47860227,0.04327581,0.22769533,1.22380361,0.00000000,0.00632524,2.57693378,0.63178741,0.66734193
-5.00350175,3.53430560,0.04662123,0.22794493,1.24904105,0.00000000,0.00678054,2.62121672,0.65949308,0.66976020
-4.99749875,3.58400522,0.04987346,0.22825368,1.27182910,0.00000000,0.00723259,2.66039554,0.68542444,0.67164341
-4.99149575,3.62678938,0.05297863,0.22859675,1.29175848,0.00000000,0.00767538,2.69378095,0.70917742,0.67291417
-4.98549275,3.66166023,0.05588250,0.22892886,1.30840156,0.00000000,0.00810269,2.72064066,0.73035503,0.67345856
-4.97948974,3.68757473,0.05853199,0.22918675,1.32132915,0.00000000,0.00850834,2.74022892,0.74857927,0.67313266
-4.97348674,3.70349244,0.06087674,0.22929262,1.33012932,0.00000000,0.00888632,2.75182044,0.76350351,0.67177099
-4.96748374,3.70842765,0.06287074,0.22915827,1.33442724,0.00000000,0.00923108,2.75474709,0.77482471,0.66919653
-4.96148074,3.70150298,0.06447380,0.22868985,1.33390497,0.00000000,0.00953769,2.74843509,0.78229498,0.66523162
-4.95547774,3.68200155,0.06565292,0.22779286,1.32832002,0.00000000,0.00980201,2.73244087,0.78573185,0.65970916
-4.94947474,3.64941450,0.06638338,0.22637708,1.31752172,0.00000000,0.01002089,2.70648331,0.78502670,0.65248353
-4.94347174,3.60348137,0.06664962,0.22436136,1.30146436,0.00000000,0.01019223,2.67047051,0.78015097,0.64344052
-4.93746873,3.54422072,0.06644580,0.22167785,1.28021629,0.00000000,0.01031513,2.62451947,0.77115957,0.63250586
-4.93146573,3.47194929,0.06577601,0.21827553,1.25396440,0.00000000,0.01038984,2.56896733,0.75819153,0.61965169
-4.92546273,3.38728839,0.06465412,0.21412286,1.22301364,0.00000000,0.01041776,2.50437356,0.74146749,0.60490092
-4.91945973,3.29115720,0.06310332,0.20920946,1.18778154,0.00000000,0.01040138,2.43151258,0.72128432,0.58832895
-4.91345673,3.18475303,0.06115530,0.20354677,1.14878789,0.00000000,0.01034410,2.35135733,0.69800700,0.57006301
-4.90745373,3.06951966,0.05884921,0.19716763,1.10664015,0.00000000,0.01025011,2.26505427,0.67205797,0.55027894
-4.90145073,2.94710531,0.05623030,0.19012496,1.06201513,0.00000000,0.01012417,2.17389118,0.64390471,0.52919584
-4.89544772,2.81931226,0.05334850,0.18248952,1.01563802,0.00000000,0.00997136,2.07925921,0.61404577,0.50706876
-4.88944472,2.68804074,0.05025678,0.17434700,0.96825958,0.00000000,0.00979689,1.98261100,0.58299613,0.48417992
-4.88344172,2.55522969,0.04700961,0.16579458,0.92063265,0.00000000,0.00960582,1.88541680,0.55127232,0.46082893
-4.87743872,2.42279704,0.04366132,0.15693716,0.87348906,0.00000000,0.00940291,1.78912056,0.51937808,0.43732248
-4.87143572,2.29258244,0.04026467,0.14788347,0.82751781,0.00000000,0.00919236,1.69509785,0.48779101,0.41396412
-4.86543272,2.16629443,0.03686950,0.13874225,0.78334550,0.00000000,0.00897771,1.60461724,0.45695075,0.39104436
-4.85942971,2.04546441,0.03352164,0.12961872,0.74151973,0.00000000,0.00876173,1.51880674,0.42724899,0.36883183
-4.85342671,1.93140872,0.03026194,0.12061143,0.70249598,0.00000000,0.00854634,1.43862617,0.39902179,0.34756555
-4.84742371,1.82520007,0.02712570,0.11180958,0.66662826,0.00000000,0.00833262,1.36484633,0.37254410,0.32744878
-4.84142071,1.72764879,0.02414218,0.10329106,0.63416381,0.00000000,0.00812084,1.29803543,0.34802671,0.30864452
-4.83541771,1.63929400,0.02133451,0.09512104,0.60524171,0.00000000,0.00791054,1.23855264,0.32561541,0.29127269
-4.82941471,1.56040431,0.01871967,0.08735123,0.57989517,0.00000000,0.00770067,1.18654869,0.30539238,0.27540915
-4.82341171,1.49098727,0.01630881,0.08001975,0.55805723,0.00000000,0.00748970,1.14197287,0.28737935,0.26108623
-4.81740870,1.43080661,0.01410762,0.07315156,0.53956931,0.00000000,0.00727583,1.10458579,0.27154238,0.24829485
-4.81140570,1.37940588,0.01211690,0.06675934,0.52419220,0.00000000,0.00705713,1.07397699,0.25779789,0.23698779
-4.80540270,1.33613718,0.01033321,0.06084474,0.51161879,0.00000000,0.00683172,1.04958645,0.24601960,0.22708410
-4.79939970,1.30019361,0.00874951,0.05539991,0.50148801,0.00000000,0.00659790,1.03072912,0.23604602,0.21847420
-4.79339670,1.27064389,0.00735590,0.05040915,0.49339944,0.00000000,0.00635435,1.01662124,0.22768826,0.21102552
-4.78739370,1.24646803,0.00614032,0.04585063,0.48692801,0.00000000,0.00610016,1.00640793,0.22073780,0.20458839
-4.78139070,1.22659274,0.00508919,0.04169811,0.48163832,0.00000000,0.00583494,0.99919073,0.21497401,0.19900199
-4.77538769,1.20992551,0.00418801,0.03792247,0.47709822,0.00000000,0.00555888,0.99405475,0.21017129,0.19410005
-4.76938469,1.19538672,0.00342190,0.03449318,0.47289121,0.00000000,0.00527270,0.99009442,0.20610556,0.18971631
-4.76338169,1.18193869,0.00277604,0.03137945,0.46862749,0.00000000,0.00497769,0.98643752,0.20256008,0.18568938
-4.75737869,1.16861156,0.00223607,0.02855125,0.46395334,0.00000000,0.00467559,0.98226675,0.19933057,0.18186710
-4.75137569,1.15452519,0.00178830,0.02598005,0.45855885,0.00000000,0.00436855,0.97683872,0.19622938,0.17811021
-4.74537269,1.13890708,0.00142002,0.02363938,0.45218371,0.00000000,0.00405904,0.96949974,0.19308900,0.17429526
-4.73936968,1.12110606,0.00111956,0.02150509,0.44462118,0.00000000,0.00374971,0.95969843,0.18976461,0.17031688
-4.73336668,1.10060166,0.00087638,0.01955557,0.43572030,0.00000000,0.00344331,0.94699487,0.18613587,0.16608927
-4.72736368,1.07700931,0.00068114,0.01777173,0.42538622,0.00000000,0.00314256,0.93106615,0.18210797,0.16154698
-4.72136068,1.05008138,0.00052563,0.01613688,0.41357899,0.00000000,0.00285007,0.91170855,0.17761186,0.15664510
-4.71535768,1.01970444,0.00040273,0.01463657,0.40031078,0.00000000,0.00256825,0.88883618,0.17260385,0.15135874
-4.70935468,0.98589290,0.00030636,0.01325834,0.38564180,0.00000000,0.00229921,0.86247641,0.16706460,0.14568204
-4.70335168,0.94877947,0.00023140,0.01199149,0.36967512,0.00000000,0.00204474,0.83276237,0.16099743,0.13962670
-4.69734867,0.90860293,0.00017353,0.01082677,0.35255059,0.00000000,0.00180626,0.79992281,0.15442631,0.13322007
-4.69134567,0.86569358,0.00012920,0.00975618,0.33443812,0.00000000,0.00158479,0.76426966,0.14739328,0.12650297
-4.68534267,0.82045714,0.00009551,0.00877269,0.31553055,0.00000000,0.00138099,0.72618402,0.13995568,0.11952730
-4.67933967,0.77335741,0.00007011,0.00787011,0.29603640,0.00000000,0.00119511,0.68610080,0.13218310,0.11235345
-4.67333667,0.72489851,0.00005109,0.00704287,0.27617265,0.00000000,0.00102709,0.64449285,0.12415424,0.10504773
-4.66733367,0.67560723,0.00003697,0.00628592,0.25615793,0.00000000,0.00087654,0.60185488,0.11595372,0.09767984
-4.66133067,0.62601599,0.00002656,0.00559459,0.23620618,0.00000000,0.00074283,0.55868790,0.10766903,0.09032040
-4.65532766,0.57664698,0.00001894,0.00496454,0.21652092,0.00000000,0.00062509,0.51548466,0.09938762,0.08303871
-4.64932466,0.52799793,0.00001341,0.00439172,0.19729049,0.00000000,0.00052231,0.47271639,0.09119422,0.07590075
-4.64332166,0.48052990,0.00000943,0.00387225,0.17868407,0.00000000,0.00043334,0.43082135,0.08316853,0.06896746
