energy_ev,total_up,Au_p_up,Au_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-5.77188594,3.24030895,0.19609113,3.15382268,0.01152234,0.04464735,0.03614475,0.00000000
-5.76588294,3.19028238,0.19097309,3.10716486,0.01145837,0.04325239,0.03427666,0.00000000
-5.75987994,3.14283457,0.18607474,3.06292068,0.01139885,0.04197134,0.03246959,0.00000000
-5.75387694,3.09808353,0.18139969,3.02119689,0.01134538,0.04080017,0.03075151,0.00000000
-5.74787394,3.05606716,0.17694158,2.98202718,0.01129875,0.03973238,0.02914754,0.00000000
-5.74187094,3.01677688,0.17268620,2.94540490,0.01125906,0.03875962,0.02767959,0.00000000
-5.73586793,2.98019172,0.16861398,2.91131608,0.01122583,0.03787253,0.02636634,0.00000000
-5.72986493,2.94631112,0.16470252,2.87977087,0.01119818,0.03706144,0.02522317,0.00000000
-5.72386193,2.91518419,0.16092916,2.85083141,0.01117510,0.03631713,0.02426244,0.00000000
-5.71785893,2.88693399,0.15727340,2.82463452,0.01115567,0.03563145,0.02349366,0.00000000
-5.71185593,2.86177509,0.15371909,2.80140786,0.01113940,0.03499798,0.02292394,0.00000000
-5.70585293,2.84002372,0.15025626,2.78147857,0.01112649,0.03441241,0.02255839,0.00000000
-5.69984992,2.82209966,0.14688248,2.76527390,0.01111814,0.03387293,0.02240056,0.00000000
-5.69384692,2.80851972,0.14360384,2.75331362,0.01111679,0.03338042,0.02245297,0.00000000
-5.68784392,2.79988326,0.14043529,2.74619468,0.01112635,0.03293851,0.02271751,0.00000000
-5.68184092,2.79685021,0.13740055,2.74456864,0.01115231,0.03255343,0.02319583,0.00000000
-5.67583792,2.80011279,0.13453141,2.74911321,0.01120188,0.03223386,0.02388971,0.00000000
-5.66983492,2.81036224,0.13186668,2.76049900,0.01128390,0.03199047,0.02480123,0.00000000
-5.66383192,2.82825225,0.12945062,2.77935338,0.01140885,0.03183545,0.02593295,0.00000000
-5.65782891,2.85436078,0.12733109,2.80622301,0.01158859,0.03178198,0.02728786,0.00000000
-5.65182591,2.88915226,0.12555743,2.84153706,0.01183613,0.03184346,0.02886933,0.00000000
-5.64582291,2.93294196,0.12417820,2.88557288,0.01216527,0.03203293,0.03068085,0.00000000
-5.63981991,2.98586454,0.12323884,2.93842593,0.01259018,0.03236227,0.03272571,0.00000000
-5.63381691,3.04784824,0.12277944,2.99998569,0.01312495,0.03284155,0.03500654,0.00000000
-5.62781391,3.11859638,0.12283260,3.06991881,0.01378301,0.03347837,0.03752486,0.00000000
-5.62181091,3.19757735,0.12342162,3.14766084,0.01457665,0.03427730,0.04028048,0.00000000
-5.61580790,3.28402391,0.12455898,3.23241722,0.01551645,0.03523944,0.04327092,0.00000000
-5.60980490,3.37694240,0.12624527,3.32317404,0.01661076,0.03636209,0.04649087,0.00000000
-5.60380190,3.47513204,0.12846859,3.41871861,0.01786527,0.03763856,0.04993164,0.00000000
-5.59779890,3.57721390,0.13120444,3.51766952,0.01928256,0.03905823,0.05358073,0.00000000
-5.59179590,3.68166896,0.13441626,3.61851547,0.02086182,0.04060666,0.05742151,0.00000000
-5.58579290,3.78688409,0.13805640,3.71966150,0.02259868,0.04226600,0.06143303,0.00000000
-5.57978989,3.89120454,0.14206771,3.81948138,0.02448515,0.04401549,0.06559008,0.00000000
-5.57378689,3.99299089,0.14638560,3.91637406,0.02650970,0.04583214,0.06986338,0.00000000
-5.56778389,4.09067860,0.15094047,4.00882210,0.02865749,0.04769161,0.07422006,0.00000000
-5.56178089,4.18283760,0.15566060,4.09544987,0.03091080,0.04956906,0.07862431,0.00000000
-5.55577789,4.26822961,0.16047515,4.17507888,0.03324955,0.05144024,0.08303833,0.00000000
-5.54977489,4.34586051,0.16531733,4.24677807,0.03565197,0.05328251,0.08742337,0.00000000
-5.54377189,4.41502566,0.17012761,4.30990647,0.03809538,0.05507588,0.09174100,0.00000000
-5.53776888,4.47534563,0.17485670,4.36414637,0.04055704,0.05680399,0.09595450,0.00000000
-5.53176588,4.52679067,0.17946827,4.40952503,0.04301507,0.05845502,0.10003026,0.00000000
-5.52576288,4.56969243,0.18394127,4.44642375,0.04544932,0.06002245,0.10393916,0.00000000
-5.51975988,4.60474187,0.18827170,4.47557333,0.04784221,0.06150561,0.10765787,0.00000000
-5.51375688,4.63297310,0.19247379,4.49803578,0.05017958,0.06291004,0.11117002,0.00000000
-5.50775388,4.65573328,0.19658040,4.51517256,0.05245121,0.06424767,0.11446703,0.00000000
-5.50175088,4.67463957,0.20064277,4.52860035,0.05465140,0.06553661,0.11754876,0.00000000
-5.49574787,4.69152464,0.20472946,4.54013605,0.05677915,0.06680090,0.12042375,0.00000000
-5.48974487,4.70837281,0.20892462,4.55173297,0.05883831,0.06806979,0.12310904,0.00000000
-5.48374187,4.72724931,0.21332547,4.56541096,0.06083729,0.06937700,0.12562974,0.00000000
-5.47773887,4.75022578,0.21803939,4.58318330,0.06278875,0.07075966,0.12801806,0.00000000
-5.47173587,4.77930504,0.22318037,4.60698350,0.06470897,0.07225716,0.13031212,0.00000000
-5.46573287,4.81634828,0.22886525,4.63859503,0.06661701,0.07390991,0.13255445,0.00000000
-5.45972986,4.86300789,0.23520970,4.67958711,0.06853384,0.07575795,0.13479020,0.00000000
-5.45372686,4.92066856,0.24232421,4.73125902,0.07048123,0.07783967,0.13706533,0.00000000
-5.44772386,4.99039906,0.25031020,4.79459524,0.07248074,0.08019052,0.13942468,0.00000000
-5.44172086,5.07291639,0.25925631,4.87023298,0.07455259,0.08284178,0.14191008,0.00000000
-5.43571786,5.16856341,0.26923513,4.95844301,0.07671470,0.08581945,0.14455868,0.00000000
-5.42971486,5.27730024,0.28030030,5.05912403,0.07898173,0.08914340,0.14740136,0.00000000
-5.42371186,5.39870909,0.29248422,5.17181013,0.08136442,0.09282649,0.15046156,0.00000000
-5.41770885,5.53201146,0.30579619,5.29569009,0.08386895,0.09687409,0.15375430,0.00000000
-5.41170585,5.67609608,0.32022123,5.42963707,0.08649663,0.10128360,0.15728563,0.00000000
-5.40570285,5.82955554,0.33571943,5.57224633,0.08924375,0.10604428,0.16105238,0.00000000
-5.39969985,5.99072931,0.35222578,5.72187887,0.09210161,0.11113716,0.16504228,0.00000000
-5.39369685,6.15775062,0.36965061,5.87670844,0.09505681,0.11653523,0.16923432,0.00000000
-5.38769385,6.32859506,0.38788042,6.03476974,0.09809161,0.12220363,0.17359943,0.00000000
-5.38169085,6.50112857,0.40677924,6.19400565,0.10118451,0.12810011,0.17810131,0.00000000
-5.37568784,6.67315337,0.42619032,6.35231189,0.10431087,0.13417556,0.18269745,0.00000000
-5.36968484,6.84245042,0.44593830,6.50757797,0.10744357,0.14037470,0.18734019,0.00000000
-5.36368184,7.00681786,0.46583168,6.65772376,0.11055379,0.14663687,0.19197789,0.00000000
-5.35767884,7.16410522,0.48566580,6.80073156,0.11361161,0.15289693,0.19655603,0.00000000
-5.35167584,7.31224362,0.50522607,6.93467393,0.11658677,0.15908642,0.20101835,0.00000000
-5.34567284,7.44927286,0.52429166,7.05773820,0.11944923,0.16513464,0.20530787,0.00000000
-5.33966983,7.57336610,0.54263952,7.16824827,0.12216972,0.17097007,0.20936792,0.00000000
-5.33366683,7.68285322,0.56004870,7.26468506,0.12472026,0.17652179,0.21314308,0.00000000
-5.32766383,7.77624381,0.57630497,7.34570634,0.12707451,0.18172106,0.21658003,0.00000000
-5.32166083,7.85225054,0.59120560,7.41016680,0.12920820,0.18650293,0.21962843,0.00000000
-5.31565783,7.90981322,0.60456424,7.45713884,0.13109939,0.19080801,0.22224172,0.00000000
-5.30965483,7.94812354,0.61621567,7.48593394,0.13272876,0.19458412,0.22437789,0.00000000
-5.30365183,7.96665006,0.62602039,7.49612453,0.13407985,0.19778794,0.22600020,0.00000000
-5.29764882,7.96516248,0.63386875,7.48756509,0.13513925,0.20038658,0.22707795,0.00000000
-5.29164582,7.94375370,0.63968456,7.46041167,0.13589684,0.20235888,0.22758707,0.00000000
-5.28564282,7.90285826,0.64342782,7.41513791,0.13634593,0.20369649,0.22751078,0.00000000
-5.27963982,7.84326507,0.64509659,7.35254618,0.13648343,0.20440468,0.22684008,0.00000000
-5.27363682,7.76612264,0.64472778,7.27377176,0.13630993,0.20450264,0.22557414,0.00000000
-5.26763382,7.67293516,0.64239667,7.18027861,0.13582986,0.20402342,0.22372053,0.00000000
-5.26163082,7.56554765,0.63821532,7.07384524,0.13505143,0.20301342,0.22129530,0.00000000
-5.25562781,7.44611943,0.63232960,6.95653958,0.13398662,0.20153131,0.21832290,0.00000000
-5.24962481,7.31708510,0.62491510,6.83068250,0.13265107,0.19964654,0.21483576,0.00000000
-5.24362181,7.18110328,0.61617200,6.69879971,0.13106386,0.19743734,0.21087381,0.00000000
-5.23761881,7.04099372,0.60631891,6.56356304,0.12924722,0.19498839,0.20648364,0.00000000
-5.23161581,6.89966419,0.59558613,6.42772199,0.12722612,0.19238810,0.20171758,0.00000000
-5.22561281,6.76002924,0.58420839,6.29402776,0.12502780,0.18972569,0.19663247,0.00000000
-5.21960980,6.62492339,0.57241749,6.16515190,0.12268123,0.18708815,0.19128840,0.00000000
-5.21360680,6.49701175,0.56043501,6.04360258,0.12021641,0.18455718,0.18574724,0.00000000
-5.20760380,6.37870163,0.54846553,5.93164160,0.11766376,0.18220627,0.18007117,0.00000000
-5.20160080,6.27205860,0.53669053,5.83120544,0.11505331,0.18009806,0.17432119,0.00000000
-5.19559780,6.17873079,0.52526327,5.74383398,0.11241406,0.17828202,0.16855566,0.00000000
-5.18959480,6.09988481,0.51430493,5.67060994,0.10977323,0.17679263,0.16282898,0.00000000
-5.18359180,6.03615656,0.50390200,5.61211221,0.10715557,0.17564815,0.15719034,0.00000000
-5.17758879,5.98761969,0.49410530,5.56838566,0.10458284,0.17485003,0.15168279,0.00000000
-5.17158579,5.95377367,0.48493040,5.53892942,0.10207327,0.17438292,0.14634243,0.00000000
-5.16558279,5.93355297,0.47635956,5.52270493,0.09964125,0.17421544,0.14119798,0.00000000
-5.15957979,5.92535769,0.46834508,5.51816429,0.09729703,0.17430159,0.13627054,0.00000000
-5.15357679,5.92710523,0.46081386,5.52329858,0.09504671,0.17458272,0.13157370,0.00000000
-5.14757379,5.93630152,0.45367301,5.53570476,0.09289228,0.17499003,0.12711392,0.00000000
-5.14157079,5.95012946,0.44681616,5.55266911,0.09083189,0.17544750,0.12289117,0.00000000
-5.13556778,5.96555138,0.44013023,5.57126415,0.08886017,0.17587510,0.11889983,0.00000000
-5.12956478,5.97942145,0.43350236,5.58845534,0.08696878,0.17619205,0.11512974,0.00000000
-5.12356178,5.98860351,0.42682664,5.60121320,0.08514695,0.17632019,0.11156741,0.00000000
-5.11755878,5.99008946,0.42001027,5.60662638,0.08338223,0.17618710,0.10819727,0.00000000
-5.11155578,5.98111303,0.41297903,5.60201070,0.08166112,0.17572896,0.10500302,0.00000000
-5.10555278,5.95925423,0.40568166,5.58500953,0.07996982,0.17489299,0.10196879,0.00000000
-5.09954977,5.92252974,0.39809309,5.55368121,0.07829492,0.17363938,0.09908030,0.00000000
-5.09354677,5.86946546,0.39021624,5.50656965,0.07662399,0.17194265,0.09632577,0.00000000
-5.08754377,5.79914831,0.38208261,5.44275521,0.07494612,0.16979242,0.09369664,0.00000000
-5.08154077,5.71125504,0.37375135,5.36188381,0.07325234,0.16719354,0.09118802,0.00000000
-5.07553777,5.60605745,0.36530725,5.26417333,0.07153587,0.16416567,0.08879889,0.00000000
-5.06953477,5.48440402,0.35685749,5.15039746,0.06979229,0.16074238,0.08653197,0.00000000
-5.06353177,5.34767976,0.34852765,5.02184830,0.06801956,0.15696974,0.08439334,0.00000000
-5.05752876,5.19774645,0.34045703,4.88027999,0.06621785,0.15290464,0.08239188,0.00000000
-5.05152576,5.03686692,0.33279366,4.72783653,0.06438935,0.14861296,0.08053844,0.00000000
-5.04552276,4.86761726,0.32568930,4.56696763,0.06253799,0.14416754,0.07884490,0.00000000
-5.03951976,4.69279155,0.31929467,4.40033695,0.06066900,0.13964625,0.07732313,0.00000000
-5.03351676,4.51530391,0.31375521,4.23072702,0.05878858,0.13513020,0.07598402,0.00000000
-5.02751376,4.33809207,0.30920755,4.06094555,0.05690345,0.13070211,0.07483650,0.00000000
-5.02151076,4.16402712,0.30577689,3.89373684,0.05502054,0.12644504,0.07388668,0.00000000
-5.01550775,3.99583262,0.30357534,3.73170225,0.05314664,0.12244129,0.07313723,0.00000000
-5.00950475,3.83601618,0.30270131,3.57723220,0.05128813,0.11877177,0.07258693,0.00000000
-5.00350175,3.68681541,0.30323978,3.43245205,0.04945090,0.11551551,0.07223052,0.00000000
-4.99749875,3.55015908,0.30526345,3.29918279,0.04764020,0.11274950,0.07205875,0.00000000
-4.99149575,3.42764377,0.30883451,3.17891674,0.04586064,0.11054856,0.07205874,0.00000000
-4.98549275,3.32052496,0.31400671,3.07280782,0.04411634,0.10898539,0.07221453,0.00000000
-4.97948974,3.22972114,0.32082762,2.98167476,0.04241096,0.10813049,0.07250785,0.00000000
-4.97348674,3.15582847,0.32934057,2.90601550,0.04074795,0.10805194,0.07291896,0.00000000
-4.96748374,3.09914361,0.33958608,2.84603010,0.03913068,0.10881489,0.07342764,0.00000000
-4.96148074,3.05969164,0.35160246,2.80164968,0.03756264,0.11048083,0.07401408,0.00000000
-4.95547774,3.03725623,0.36542538,2.77256848,0.03604758,0.11310629,0.07465981,0.00000000
-4.94947474,3.03140956,0.38108617,2.75827664,0.03458958,0.11674127,0.07534838,0.00000000
-4.94347174,3.04153934,0.39860882,2.75809111,0.03319312,0.12142714,0.07606595,0.00000000
-4.93746873,3.06687150,0.41800575,2.77118317,0.03186302,0.12719420,0.07680159,0.00000000
-4.93146573,3.10648723,0.43927235,2.79660091,0.03060434,0.13405900,0.07754738,0.00000000
-4.92546273,3.15933385,0.46238075,2.83328624,0.02942215,0.14202138,0.07829820,0.00000000
-4.91945973,3.22422998,0.48727287,2.88008618,0.02832135,0.15106160,0.07905135,0.00000000
-4.91345673,3.29986561,0.51385350,2.93575906,0.02730632,0.16113756,0.07980592,0.00000000
-4.90745373,3.38479887,0.54198366,2.99897660,0.02638065,0.17218243,0.08056203,0.00000000
-4.90145073,3.47745112,0.57147495,3.06832348,0.02554674,0.18410281,0.08131995,0.00000000
-4.89544772,3.57610276,0.60208527,3.14229602,0.02480556,0.19677771,0.08207923,0.00000000
-4.88944472,3.67889191,0.63351654,3.21930201,0.02415633,0.21005835,0.08283784,0.00000000
-4.88344172,3.78381831,0.66541478,3.29766356,0.02359635,0.22376918,0.08359147,0.00000000
-4.87743872,3.88875416,0.69737288,3.37562462,0.02312083,0.23770993,0.08433299,0.00000000
-4.87143572,3.99146353,0.72893622,3.45136453,0.02272288,0.25165896,0.08505209,0.00000000
-4.86543272,4.08963102,0.75961118,3.52301854,0.02239357,0.26537768,0.08573525,0.00000000
-4.85942971,4.18090003,0.78887637,3.58870559,0.02212210,0.27861613,0.08636592,0.00000000
-4.85342671,4.26291983,0.81619625,3.64656302,0.02189606,0.29111945,0.08692502,0.00000000
-4.84742371,4.33340024,0.84103659,3.69478742,0.02170181,0.30263495,0.08739163,0.00000000
-4.84142071,4.39017183,0.86288124,3.73168005,0.02152489,0.31291971,0.08774391,0.00000000
-4.83541771,4.43124912,0.88124932,3.75569488,0.02135054,0.32174820,0.08796011,0.00000000
-4.82941471,4.45489371,0.89571212,3.76548698,0.02116415,0.32891968,0.08801973,0.00000000
-4.82341171,4.45967410,0.90590882,3.75995864,0.02095189,0.33426502,0.08790460,0.00000000
-4.81740870,4.44451911,0.91156024,3.73830069,0.02070109,0.33765263,0.08759991,0.00000000
-4.81140570,4.40876176,0.91247989,3.70002665,0.02040082,0.33899322,0.08709513,0.00000000
-4.80540270,4.35217104,0.90858176,3.64499746,0.02004217,0.33824314,0.08638465,0.00000000
-4.79939970,4.27496967,0.89988440,3.57343518,0.01961867,0.33540616,0.08546827,0.00000000
-4.79339670,4.17783643,0.88651112,3.48592472,0.01912642,0.33053363,0.08435132,0.00000000
-4.78739370,4.06189279,0.86868617,3.38340292,0.01856424,0.32372292,0.08304457,0.00000000
-4.78139070,3.92867418,0.84672728,3.26713553,0.01793366,0.31511440,0.08156384,0.00000000
-4.77538769,3.78008705,0.82103482,3.13868277,0.01723887,0.30488693,0.07992941,0.00000000
-4.76938469,3.61835391,0.79207813,2.99985519,0.01648645,0.29325219,0.07816514,0.00000000
-4.76338169,3.44594870,0.76037984,2.85266175,0.01568518,0.28044812,0.07629758,0.00000000
-4.75737869,3.26552559,0.72649886,2.69925255,0.01484567,0.26673173,0.07435491,0.00000000
-4.75137569,3.07984444,0.69101286,2.54185873,0.01397999,0.25237165,0.07236594,0.00000000
-4.74537269,2.89169610,0.65450111,2.38273232,0.01310126,0.23764072,0.07035909,0.00000000
-4.73936968,2.70383069,0.61752839,2.22408824,0.01222324,0.22280890,0.06836156,0.00000000
-4.73336668,2.51889153,0.58063055,2.06805101,0.01135994,0.20813672,0.06639863,0.00000000
-4.72736368,2.33935694,0.54430241,1.91660766,0.01052522,0.19386961,0.06449312,0.00000000
-4.72136068,2.16749153,0.50898806,1.77156847,0.00973245,0.18023306,0.06266506,0.00000000
-4.71535768,2.00530803,0.47507404,1.63453613,0.00899423,0.16742880,0.06093164,0.00000000
-4.70935468,1.85453982,0.44288523,1.50688387,0.00832211,0.15563208,0.05930720,0.00000000
-4.70335168,1.71662413,0.41268332,1.38974210,0.00772638,0.14498985,0.05780348,0.00000000
-4.69734867,1.59269486,0.38466774,1.28399322,0.00721595,0.13561991,0.05642997,0.00000000
-4.69134567,1.48358400,0.35897847,1.19027344,0.00679821,0.12761081,0.05519422,0.00000000
-4.68534267,1.38983014,0.33570051,1.10898053,0.00647899,0.12102243,0.05410234,0.00000000
-4.67933967,1.31169243,0.31486940,1.04028622,0.00626250,0.11588711,0.05315928,0.00000000
-4.67333667,1.24916849,0.29647745,0.98415191,0.00615133,0.11221107,0.05236918,0.00000000
-4.66733367,1.20201476,0.28048019,0.94034645,0.00614647,0.10997615,0.05173553,0.00000000
-4.66133067,1.16976820,0.26680272,0.90846510,0.00624739,0.10914166,0.05126126,0.00000000
-4.65532766,1.15176826,0.25534577,0.88794872,0.00645205,0.10964635,0.05094874,0.00000000
-4.64932466,1.14717877,0.24599111,0.87810270,0.00675702,0.11141038,0.05079958,0.00000000
-4.64332166,1.15500938,0.23860641,0.87811549,0.00715759,0.11433734,0.05081447,0.00000000
-4.63731866,1.17413674,0.23304947,0.88707652,0.00764790,0.11831630,0.05099292,0.00000000
-4.63131566,1.20332558,0.22917180,0.90399379,0.00822108,0.12322405,0.05133304,0.00000000
-4.62531266,1.24125045,0.22682182,0.92781142,0.00886951,0.12892729,0.05183135,0.00000000
-4.61930965,1.28651824,0.22584775,0.95742757,0.00958502,0.13528523,0.05248276,0.00000000
-4.61330665,1.33769244,0.22610026,0.99171299,0.01035918,0.14215221,0.05328059,0.00000000
-4.60730365,1.39331910,0.22743515,1.02953060,0.01118361,0.14938075,0.05421689,0.00000000
-4.60130065,1.45195482,0.22971608,1.06975617,0.01205032,0.15682468,0.05528288,0.00000000
-4.59529765,1.51219653,0.23281741,1.11129996,0.01295213,0.16434261,0.05646956,0.00000000
-4.58929465,1.57271270,0.23662708,1.15312918,0.01388296,0.17180146,0.05776858,0.00000000
-4.58329165,1.63227498,0.24104962,1.19429067,0.01483831,0.17908007,0.05917309,0.00000000
-4.57728864,1.68978939,0.24600894,1.23393305,0.01581552,0.18607266,0.06067879,0.00000000
-4.57128564,1.74432559,0.25145083,1.27132748,0.01681411,0.19269207,0.06228489,0.00000000
-4.56528264,1.79514278,0.25734501,1.30588606,0.01783603,0.19887258,0.06399503,0.00000000
-4.55927964,1.84171072,0.26368635,1.33717663,0.01888573,0.20457209,0.06581793,0.00000000
-4.55327664,1.88372426,0.27049509,1.36493322,0.01997022,0.20977356,0.06776790,0.00000000
-4.54727364,1.92111024,0.27781591,1.38906097,0.02109890,0.21448554,0.06986490,0.00000000
-4.54127064,1.95402549,0.28571565,1.40963494,0.02228331,0.21874169,0.07213426,0.00000000
-4.53526763,1.98284553,0.29427955,1.42689238,0.02353669,0.22259915,0.07460592,0.00000000
-4.52926463,2.00814355,0.30360609,1.44121824,0.02487336,0.22613596,0.07731322,0.00000000
-4.52326163,2.03066016,0.31380053,1.45312416,0.02630800,0.22944728,0.08029126,0.00000000
-4.51725863,2.05126471,0.32496722,1.46322164,0.02785481,0.23264077,0.08357482,0.00000000
-4.51125563,2.07090947,0.33720119,1.47219010,0.02952648,0.23583121,0.08719604,0.00000000
-4.50525263,2.09057870,0.35057910,1.48074136,0.03133328,0.23913449,0.09118175,0.00000000
-4.49924962,2.11123464,0.36515031,1.48958188,0.03328197,0.24266137,0.09555087,0.00000000
-4.49324662,2.13376298,0.38092831,1.49937451,0.03537487,0.24651122,0.10031172,0.00000000
-4.48724362,2.15892059,0.39788312,1.51070164,0.03760899,0.25076604,0.10545969,0.00000000
-4.48124062,2.18728782,0.41593511,1.52403141,0.03997532,0.25548508,0.11097513,0.00000000
-4.47523762,2.21922821,0.43495079,1.53968879,0.04245836,0.26070040,0.11682192,0.00000000
-4.46923462,2.25485752,0.45474072,1.55783305,0.04503581,0.26641342,0.12294658,0.00000000
-4.46323162,2.29402397,0.47506008,1.57844265,0.04767871,0.27259293,0.12927815,0.00000000
-4.45722861,2.33630081,0.49561183,1.60130860,0.05035170,0.27917443,0.13572893,0.00000000
-4.45122561,2.38099189,0.51605256,1.62603658,0.05301375,0.28606110,0.14219605,0.00000000
-4.44522261,2.42715014,0.53600090,1.65205786,0.05561910,0.29312616,0.14856380,0.00000000
-4.43921961,2.47360816,0.55504821,1.67864848,0.05811851,0.30021672,0.15470680,0.00000000
-4.43321661,2.51901977,0.57277109,1.70495600,0.06046074,0.30715884,0.16049372,0.00000000
-4.42721361,2.56191033,0.58874521,1.73003230,0.06259420,0.31376364,0.16579154,0.00000000
-4.42121061,2.60073378,0.60255995,1.75287109,0.06446867,0.31983419,0.17047012,0.00000000
-4.41520760,2.63393352,0.61383297,1.77244829,0.06603712,0.32517278,0.17440680,0.00000000
-4.40920460,2.66000437,0.62222429,1.78776338,0.06725739,0.32958838,0.17749092,0.00000000
-4.40320160,2.67755285,0.62744907,1.79787979,0.06809377,0.33290388,0.17962806,0.00000000
-4.39719860,2.68535286,0.62928846,1.80196273,0.06851836,0.33496277,0.18074364,0.00000000
-4.39119560,2.68239463,0.62759823,1.79931249,0.06851216,0.33563506,0.18078588,0.00000000
-4.38519260,2.66792463,0.62231453,1.78939220,0.06806580,0.33482214,0.17972793,0.00000000
-4.37918959,2.64147514,0.61345678,1.77184876,0.06717991,0.33246041,0.17756903,0.00000000
-4.37318659,2.60288244,0.60112746,1.74652647,0.06586514,0.32852360,0.17433468,0.00000000
-4.36718359,2.55229320,0.58550884,1.71347282,0.06414177,0.32302366,0.17007591,0.00000000
-4.36118059,2.49015935,0.56685706,1.67293679,0.06203894,0.31601034,0.16486754,0.00000000
-4.35517759,2.41722209,0.54549362,1.62535991,0.05959365,0.30756941,0.15880565,0.00000000
-4.34917459,2.33448623,0.52179494,1.57136083,0.05684941,0.29781972,0.15200443,0.00000000
-4.34317159,2.24318640,0.49618036,1.51171442,0.05385474,0.28690930,0.14459235,0.00000000
-4.33716858,2.14474692,0.46909928,1.44732646,0.05066157,0.27501065,0.13670817,0.00000000
-4.33116558,2.04073720,0.44101780,1.37920519,0.04732353,0.26231541,0.12849664,0.00000000
-4.32516258,1.93282470,0.41240558,1.30843093,0.04389436,0.24902874,0.12010425,0.00000000
-4.31915958,1.82272721,0.38372341,1.23612500,0.04042634,0.23536352,0.11167526,0.00000000
-4.31315658,1.71216625,0.35541169,1.16341904,0.03696892,0.22153467,0.10334791,0.00000000
-4.30715358,1.60282297,0.32788042,1.09142567,0.03356753,0.20775365,0.09525117,0.00000000
