energy_ev,total_up,C_s_up,C_p_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,1.71505947,0.01387422,0.17140161,1.08146395,0.23646394,0.94325257,0.00000000
-5.99399700,1.78322987,0.01449279,0.18166650,1.11441005,0.24935984,0.97293308,0.00000000
-5.98799400,1.84534303,0.01515153,0.19163789,1.14278263,0.26167794,0.99860291,0.00000000
-5.98199100,1.90050234,0.01583584,0.20119078,1.16618053,0.27325408,1.01985962,0.00000000
-5.97598799,1.94787659,0.01652942,0.21019655,1.18426747,0.28392456,1.03635898,0.00000000
-5.96998499,1.98671699,0.01721469,0.21852522,1.19677790,0.29352934,1.04782224,0.00000000
-5.96398199,2.01637359,0.01787346,0.22604821,1.20352150,0.30191554,1.05404223,0.00000000
-5.95797899,2.03631069,0.01848741,0.23264127,1.20438634,0.30894112,1.05488814,0.00000000
-5.95197599,2.04612082,0.01903875,0.23818779,1.19934060,0.31447866,1.05030866,0.00000000
-5.94597299,2.04553674,0.01951081,0.24258206,1.18843300,0.31841908,1.04033362,0.00000000
-5.93996998,2.03444110,0.01988854,0.24573264,1.17179190,0.32067514,1.02507390,0.00000000
-5.93396698,2.01287308,0.02015909,0.24756549,1.14962293,0.32118464,1.00471957,0.00000000
-5.92796398,1.98103173,0.02031214,0.24802678,1.12220553,0.31991299,0.97953637,0.00000000
-5.92196098,1.93927562,0.02034028,0.24708533,1.08988799,0.31685520,0.94986048,0.00000000
-5.91595798,1.88811847,0.02023921,0.24473432,1.05308137,0.31203699,0.91609162,0.00000000
-5.90995498,1.82822075,0.02000783,0.24099240,1.01225223,0.30551512,0.87868476,0.00000000
-5.90395198,1.76037723,0.01964823,0.23590402,0.96791419,0.29737662,0.83814051,0.00000000
-5.89794897,1.68550083,0.01916556,0.22953883,0.92061863,0.28773722,0.79499448,0.00000000
-5.89194597,1.60460302,0.01856782,0.22199039,0.87094458,0.27673878,0.74980588,0.00000000
-5.88594297,1.51877157,0.01786546,0.21337402,0.81948804,0.26454589,0.70314574,0.00000000
-5.87993997,1.42914629,0.01707106,0.20382400,0.76685110,0.25134186,0.65558502,0.00000000
-5.87393697,1.33689366,0.01619881,0.19349019,0.71363104,0.23732408,0.60768314,0.00000000
-5.86793397,1.24318132,0.01526403,0.18253423,0.66040986,0.22269915,0.55997707,0.00000000
-5.86193097,1.14915342,0.01428268,0.17112559,0.60774452,0.20767786,0.51297159,0.00000000
-5.85592796,1.05590771,0.01327084,0.15943746,0.55615821,0.19247027,0.46713080,0.00000000
-5.84992496,0.96447530,0.01224426,0.14764291,0.50613305,0.17728114,0.42287135,0.00000000
-5.84392196,0.87580382,0.01121795,0.13591127,0.45810430,0.16230589,0.38055736,0.00000000
-5.83791896,0.79074444,0.01020578,0.12440508,0.41245646,0.14772713,0.34049733,0.00000000
-5.83191596,0.71004324,0.00922026,0.11327760,0.36952126,0.13371212,0.30294287,0.00000000
-5.82591296,0.63433704,0.00827226,0.10267099,0.32957745,0.12041099,0.26808941,0.00000000
-5.81990995,0.56415346,0.00737093,0.09271529,0.29285261,0.10795589,0.23607855,0.00000000
-5.81390695,0.49991519,0.00652362,0.08352804,0.25952645,0.09646101,0.20700190,0.00000000
-5.80790395,0.44194767,0.00573592,0.07521469,0.22973568,0.08602342,0.18090622,0.00000000
-5.80190095,0.39048983,0.00501170,0.06786958,0.20357991,0.07672457,0.15779942,0.00000000
-5.79589795,0.34570689,0.00435329,0.06157739,0.18112824,0.06863239,0.13765711,0.00000000
-5.78989495,0.30770453,0.00376162,0.05641502,0.16242627,0.06180379,0.12042945,0.00000000
-5.78389195,0.27654351,0.00323642,0.05245359,0.14750291,0.05628731,0.10604782,0.00000000
-5.77788894,0.25225375,0.00277645,0.04976052,0.13637673,0.05212592,0.09443104,0.00000000
-5.77188594,0.23484728,0.00237971,0.04840140,0.12906132,0.04935955,0.08549088,0.00000000
-5.76588294,0.22432909,0.00204370,0.04844163,0.12556945,0.04802734,0.07913665,0.00000000
-5.75987994,0.22070541,0.00176554,0.04994749,0.12591561,0.04816939,0.07527859,0.00000000
-5.75387694,0.22398882,0.00154223,0.05298670,0.13011682,0.04982792,0.07383005,0.00000000
-5.74787394,0.23420001,0.00137078,0.05762816,0.13819152,0.05304763,0.07470836,0.00000000
-5.74187094,0.25136588,0.00124829,0.06394102,0.15015659,0.05787531,0.07783440,0.00000000
-5.73586793,0.27551416,0.00117212,0.07199290,0.16602251,0.06435863,0.08313104,0.00000000
-5.72986493,0.30666467,0.00113988,0.08184729,0.18578692,0.07254403,0.09052042,0.00000000
-5.72386193,0.34481768,0.00114950,0.09356031,0.20942675,0.08247397,0.09992049,0.00000000
-5.71785893,0.38993982,0.00119917,0.10717669,0.23688950,0.09418332,0.11124086,0.00000000
-5.71185593,0.44194839,0.00128736,0.12272540,0.26808390,0.10769540,0.12437835,0.00000000
-5.70585293,0.50069481,0.00141273,0.14021489,0.30287069,0.12301741,0.13921257,0.00000000
-5.69984992,0.56594805,0.00157405,0.15962826,0.34105393,0.14013588,0.15560170,0.00000000
-5.69384692,0.63737920,0.00177009,0.18091852,0.38237347,0.15901202,0.17337901,0.00000000
-5.68784392,0.71454793,0.00199954,0.20400436,0.42649922,0.17957740,0.19235019,0.00000000
-5.68184092,0.79689197,0.00226090,0.22876644,0.47302759,0.20173012,0.21229190,0.00000000
