energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.90395198,8.48055286,0.01160957,1.47535068,7.09541981,3.47153573,0.06753146,2.27580210,1.01598300,0.27784976
-5.89794897,8.27560893,0.01157507,1.41451291,6.97392094,3.35615913,0.06823752,2.25285054,0.99758456,0.27460639
-5.89194597,8.08182513,0.01155263,1.35671957,6.84889505,3.25109842,0.06926895,2.22980933,0.97799216,0.27121226
-5.88594297,7.90103388,0.01154283,1.30228750,6.72250232,3.15681235,0.07063460,2.20728398,0.95772130,0.26771631
-5.87993997,7.73469054,0.01154638,1.25144446,6.59675488,3.07352741,0.07233611,2.18582568,0.93727719,0.26416597
-5.87393697,7.58385684,0.01156408,1.20433057,6.47346755,3.00124885,0.07436769,2.16591642,0.91713894,0.26060653
-5.86793397,7.44919624,0.01159675,1.16100212,6.35421763,2.93977688,0.07671597,2.14795713,0.89774533,0.25708067
-5.86193097,7.33098130,0.01164530,1.12143745,6.24031521,2.88872730,0.07936015,2.13225942,0.87948292,0.25362815
-5.85592796,7.22911244,0.01171062,1.08554459,6.13278511,2.84755570,0.08227224,2.11904098,0.86267658,0.25028579
-5.84992496,7.14314719,0.01179364,1.05317033,6.03236069,2.81558411,0.08541755,2.10842493,0.84758305,0.24708751
-5.84392196,7.07233871,0.01189529,1.02411041,5.93948959,2.79202932,0.08875531,2.10044300,0.83438760,0.24406460
-5.83791896,7.01568202,0.01201649,0.99812036,5.85435064,2.77603176,0.09223951,2.09504226,0.82320371,0.24124619
-5.83191596,6.97196619,0.01215821,0.97492672,5.77688082,2.76668420,0.09581985,2.09209502,0.81407593,0.23865969
-5.82591296,6.93983070,0.01232147,0.95423818,5.70681100,2.76305938,0.09944277,2.09141163,0.80698552,0.23633139
-5.81990995,6.91782415,0.01250738,0.93575634,5.64370854,2.76423609,0.10305271,2.09275525,0.80185860,0.23428710
-5.81390695,6.90446361,0.01271723,0.91918585,5.58702507,2.76932306,0.10659328,2.09585842,0.79857652,0.23255272
-5.80790395,6.89829288,0.01295256,0.90424366,5.53614750,2.77748053,0.11000858,2.10044046,0.79698790,0.23115480
-5.80190095,6.89793846,0.01321520,0.89066720,5.49045050,2.78793923,0.11324448,2.10622524,0.79692184,0.23012101
-5.79589795,6.90216182,0.01350742,0.87822139,5.44934860,2.80001676,0.11624987,2.11295877,0.79820178,0.22948058
-5.78989495,6.90990715,0.01383200,0.86670446,5.41234638,2.81313153,0.11897788,2.12042596,0.80065946,0.22926455
-5.78389195,6.92034348,0.01419226,0.85595252,5.37908528,2.82681433,0.12138693,2.12846595,0.80414839,0.22950595
-5.77788894,6.93290074,0.01459216,0.84584289,5.34938567,2.84071776,0.12344177,2.13698584,0.80855630,0.23023988
-5.77188594,6.94729890,0.01503632,0.83629635,5.32328301,2.85462357,0.12511428,2.14597195,0.81381605,0.23150341
-5.76588294,6.96356951,0.01552997,0.82727822,5.30105690,2.86844812,0.12638412,2.15549859,0.81991449,0.23333543
-5.75987994,6.98206931,0.01607890,0.81879846,5.28325215,2.88224584,0.12723921,2.16573374,0.82689885,0.23577630
-5.75387694,7.00348489,0.01668935,0.81091074,5.27069075,2.89621060,0.12767595,2.17694145,0.83488035,0.23886743
-5.74787394,7.02882807,0.01736780,0.80371059,5.26447402,2.91067485,0.12769927,2.18948062,0.84403468,0.24265071
-5.74187094,7.05942135,0.01812076,0.79733261,5.26597416,2.92610614,0.12732238,2.20380006,0.85459927,0.24716779
-5.73586793,7.09687289,0.01895450,0.79194673,5.27681482,2.94310068,0.12656633,2.22042973,0.86686714,0.25245924
-5.72986493,7.14304099,0.01987467,0.78775361,5.29884028,2.96237374,0.12545935,2.23996811,0.88117765,0.25856356
-5.72386193,7.19998797,0.02088600,0.78497911,5.33407365,2.98474629,0.12403591,2.26306599,0.89790418,0.26551605
-5.71785893,7.26992398,0.02199190,0.78386780,5.38466435,3.01112810,0.12233568,2.29040690,0.91743918,0.27334761
-5.71185593,7.35514174,0.02319410,0.78467582,5.45282623,3.04249684,0.12040225,2.32268477,0.94017710,0.28208337
-5.70585293,7.45794363,0.02449233,0.78766282,5.54076778,3.07987365,0.11828178,2.36057937,0.96649590,0.29174130
-5.69984992,7.58056304,0.02588400,0.79308343,5.65061653,3.12429540,0.11602152,2.40473049,0.99673782,0.30233084
-5.69384692,7.72508260,0.02736404,0.80117836,5.78434040,3.17678435,0.11366837,2.45571176,1.03119032,0.31385148
-5.68784392,7.89335207,0.02892472,0.81216520,5.94366896,3.23831591,0.11126740,2.51400510,1.07006807,0.32629157
-5.68184092,8.08690908,0.03055566,0.82622951,6.13001774,3.30978566,0.10886051,2.57997709,1.11349695,0.33962720
-5.67583792,8.30690601,0.03224388,0.84351626,6.34441921,3.39197664,0.10648517,2.65385819,1.16150081,0.35382139
-5.66983492,8.55404620,0.03397405,0.86412199,6.58746350,3.48552827,0.10417342,2.73572597,1.21399189,0.36882353
-5.66383192,8.82853247,0.03572876,0.88808817,6.85925182,3.59090785,0.10195102,2.82549314,1.27076542,0.38456926
-5.65782891,9.13003024,0.03748897,0.91539584,7.15936506,3.70838609,0.09983694,2.92290105,1.33149884,0.40098065
-5.65182591,9.45764729,0.03923449,0.94596192,7.48684926,3.83801733,0.09784305,3.02751914,1.39575591,0.41796685
-5.64582291,9.80993083,0.04094460,0.97963735,7.84021860,3.97962531,0.09597419,3.13875041,1.46299557,0.43542510
-5.63981991,10.18488230,0.04259860,1.01620719,8.21747611,4.13279506,0.09422843,3.25584259,1.53258520,0.45324215
-5.63381691,10.57998888,0.04417648,1.05539275,8.61615069,4.29687087,0.09259769,3.37790458,1.60381790,0.47129595
-5.62781391,10.99227010,0.04565950,1.09685560,9.03334854,4.47096044,0.09106848,3.50392734,1.67593266,0.48945761
-5.62181091,11.41833717,0.04703077,1.14020347,9.46581617,4.65394481,0.08962297,3.63280793,1.74813679,0.50759352
-5.61580790,11.85446189,0.04827569,1.18499775,9.91001140,4.84449337,0.08823999,3.76337573,1.81962916,0.52556747
-5.60980490,12.29665178,0.04938236,1.23076220,10.36217846,5.04108322,0.08689636,3.89441917,1.88962327,0.54324281
-5.60380190,12.74072779,0.05034180,1.27699281,10.81842324,5.24202216,0.08556797,4.02471183,1.95736883,0.56048443
-5.59779890,13.18240122,0.05114811,1.32316814,11.27478467,5.44547414,0.08423104,4.15303649,2.02217084,0.57716050
-5.59179590,13.61734646,0.05179842,1.36875988,11.72729901,5.64948645,0.08286316,4.27820602,2.08340518,0.59314394
-5.58579290,14.04126734,0.05229279,1.41324334,12.17205413,5.85201795,0.08144421,4.39908041,2.14053001,0.60831363
-5.57978989,14.44995480,0.05263389,1.45610730,12.60523215,6.05096751,0.07995713,4.51457924,2.19309249,0.62255520
-5.57378689,14.83933521,0.05282673,1.49686314,13.02313963,6.24420232,0.07838847,4.62368952,2.24073076,0.63576158
-5.56778389,15.20550894,0.05287815,1.53505280,13.42222560,6.42958587,0.07672875,4.72546916,2.28317128,0.64783317
-5.56178089,15.54478004,0.05279636,1.57025558,13.79908899,6.60500529,0.07497257,4.81904648,2.32022195,0.65867792
-5.55577789,15.85367827,0.05259047,1.60209348,14.15047770,6.76839831,0.07311856,4.90361678,2.35176192,0.66821120
-5.54977489,16.12897566,0.05226998,1.63023522,14.47328250,6.91777980,0.07116912,4.97843697,2.37772884,0.67635563
-5.54377189,16.36769977,0.05184434,1.65439889,14.76452927,7.05126819,0.06913007,5.04281950,2.39810474,0.68304102
-5.53776888,16.56714630,0.05132259,1.67435332,15.02137328,7.16711182,0.06701009,5.09612696,2.41290174,0.68820441
-5.53176588,16.72489329,0.05071306,1.68991842,15.24109920,7.26371537,0.06482017,5.13776850,2.42214862,0.69179031
-5.52576288,16.83881900,0.05002318,1.70096450,15.42112961,7.33966623,0.06257300,5.16719916,2.42587938,0.69375136
-5.51975988,16.90712481,0.04925938,1.70741100,15.55904459,7.39376066,0.06028236,5.18392294,2.42412462,0.69404911
-5.51375688,16.92836395,0.04842715,1.70922461,15.65261328,7.42502924,0.05796250,5.18750003,2.41690646,0.69265531
-5.50775388,16.90147585,0.04753111,1.70641715,15.69983779,7.43276103,0.05562767,5.17755840,2.40423719,0.68955341
-5.50175088,16.82582520,0.04657524,1.69904323,15.69900803,7.41652568,0.05329165,5.15380935,2.38612192,0.68474028
-5.49574787,16.70124397,0.04556311,1.68719791,15.64876532,7.37619247,0.05096742,5.11606646,2.36256489,0.67822819
-5.48974487,16.52807392,0.04449823,1.67101441,15.54817138,7.31194539,0.04866690,5.06426678,2.33357893,0.67004675
-5.48374187,16.30720650,0.04338433,1.65066188,15.39677847,7.22429317,0.04640080,4.99849308,2.29919739,0.66024486
-5.47773887,16.04011708,0.04222571,1.62634325,15.19469614,7.11407337,0.04417860,4.91899557,2.25948755,0.64889236
-5.47173587,15.72889001,0.04102751,1.59829312,14.94264963,6.98244961,0.04200854,4.82621154,2.21456457,0.63608148
-5.46573287,15.37623126,0.03979599,1.56677557,14.64202534,6.83090153,0.03989772,4.72078124,2.16460483,0.62192767
-5.45972986,14.98546624,0.03853865,1.53208184,14.29489933,6.66120686,0.03785225,4.60355872,2.10985764,0.60656998
-5.45372686,14.56052031,0.03726438,1.49452781,13.90404531,6.47541592,0.03587742,4.47561616,2.05065449,0.59017067
-5.44772386,14.10588107,0.03598347,1.45445106,13.47292031,6.27581845,0.03397782,4.33824097,1.98741489,0.57291417
-5.44172086,13.62654186,0.03470750,1.41220759,13.00562668,6.06490383,0.03215758,4.19292494,1.92064842,0.55500522
-5.43571786,13.12792729,0.03344925,1.36816815,12.50685115,5.84531522,0.03042049,4.04134541,1.85095261,0.53666626
-5.42971486,12.61580221,0.03222240,1.32271404,11.98178234,5.61979922,0.02877008,3.88533864,1.77900649,0.51813415
-5.42371186,12.09616687,0.03104126,1.27623264,11.43600982,5.39115224,0.02720972,3.72686619,1.70556014,0.49965619
-5.41770885,11.57514127,0.02992043,1.22911251,10.87540850,5.16216533,0.02574266,3.56797525,1.63142054,0.48148567
-5.41170585,11.05884274,0.02887437,1.18173849,10.30601298,4.93556913,0.02437198,3.41075436,1.55743433,0.46387697
-5.40570285,10.55326084,0.02791701,1.13448664,9.73388715,4.71398065,0.02310053,3.25728610,1.48446829,0.44708048
-5.39969985,10.06413406,0.02706133,1.08771945,9.16499408,4.49985349,0.02193086,3.10959859,1.41338829,0.43133738
-5.39369685,9.59683253,0.02631895,1.04178136,8.60507160,4.29543308,0.02086506,2.96961743,1.34503777,0.41687456
-5.38769385,9.15625095,0.02569974,0.99699490,8.05951808,4.10271817,0.01990461,2.83912008,1.28021655,0.40389976
-5.38169085,8.74671528,0.02521151,0.95365745,7.53329263,3.92342970,0.01905025,2.71969423,1.21966091,0.39259720
-5.37568784,8.37190624,0.02485974,0.91203902,7.03083272,3.75898784,0.01830182,2.61270159,1.16402573,0.38312363
-5.36968484,8.03480199,0.02464732,0.87238087,6.55599167,3.61049770,0.01765811,2.51924853,1.11386941,0.37560523
-5.36368184,7.73764159,0.02457444,0.83489524,6.11199708,3.47874392,0.01711673,2.44016434,1.06964211,0.37013515
-5.35767884,7.48190992,0.02463855,0.79976610,5.70143038,3.36419411,0.01667408,2.37598785,1.03167774,0.36677197
-5.35167584,7.26834424,0.02483433,0.76715084,5.32622682,3.26701067,0.01632528,2.32696274,1.00018993,0.36553896
-5.34567284,7.09696133,0.02515381,0.73718289,4.98769426,3.18707048,0.01606417,2.29304146,0.97527212,0.36642432
-5.33966983,6.96710402,0.02558656,0.70997503,4.68654849,3.12399161,0.01588341,2.27389761,0.95690163,0.36938223
-5.33366683,6.87750479,0.02611991,0.68562318,4.42296227,3.07716581,0.01577456,2.26894598,0.94494754,0.37433475
-5.32766383,6.82636390,0.02673928,0.66421053,4.19662500,3.04579587,0.01572825,2.27736967,0.93918206,0.38117444
-5.32166083,6.81143894,0.02742856,0.64581160,4.00680961,3.02893617,0.01573440,2.29815296,0.93929474,0.38976773
-5.31565783,6.83014238,0.02817052,0.63049616,3.85244349,3.02553528,0.01578247,2.33011889,0.94490911,0.39995873
-5.30965483,6.87964352,0.02894730,0.61833251,3.73218016,3.03447883,0.01586176,2.37197014,0.95560096,0.41157360
-5.30365183,6.95697112,0.02974089,0.60939014,3.64446872,3.05463139,0.01596166,2.42233166,0.97091743,0.42442513
-5.29764882,7.05911293,0.03053361,0.60374123,3.58761862,3.08487572,0.01607204,2.47979364,0.99039626,0.43831754
-5.29164582,7.18310858,0.03130862,0.60146118,3.55985728,3.12414807,0.01618351,2.54295332,1.01358419,0.45305127
-5.28564282,7.32613249,0.03205044,0.60262767,3.55937908,3.17146825,0.01628775,2.61045404,1.04005380,0.46842767
-5.27963982,7.48556378,0.03274532,0.60731847,3.58438423,3.22596336,0.01637781,2.68102041,1.06941801,0.48425340
-5.27363682,7.65904071,0.03338168,0.61560778,3.63310673,3.28688437,0.01644828,2.75348815,1.10134144,0.50034449
-5.26763382,7.84449771,0.03395043,0.62756133,3.70383123,3.35361484,0.01649557,2.82682784,1.13554819,0.51652979
-5.26163082,8.04018380,0.03444519,0.64323017,3.79489885,3.42567160,0.01651800,2.90016158,1.17182551,0.53265395
-5.25562781,8.24466201,0.03486248,0.66264359,3.90470272,3.50269731,0.01651589,2.97277223,1.21002309,0.54857960
-5.24962481,8.45679003,0.03520176,0.68580123,4.03167425,3.58444537,0.01649159,3.04410499,1.25004804,0.56418883
-5.24362181,8.67568349,0.03546535,0.71266483,4.17426179,3.67075787,0.01644941,3.11376156,1.29185563,0.57938390
-5.23761881,8.90066389,0.03565832,0.74314996,4.33090352,3.76153761,0.01639552,3.18148716,1.33543624,0.59408718
-5.23161581,9.13119404,0.03578816,0.77711823,4.49999701,3.85671573,0.01633775,3.24715149,1.38079918,0.60824039
-5.22561281,9.36680472,0.03586448,0.81437030,4.67986769,3.95621642,0.01628538,3.31072458,1.42795417,0.62180310
-5.21960980,9.60701650,0.03589853,0.85464033,4.86873927,4.05992071,0.01624883,3.37224885,1.47689163,0.63475072
-5.21360680,9.85126156,0.03590264,0.89759219,5.06470839,4.16763125,0.01623932,3.43180916,1.52756273,0.64707200
-5.20760380,10.09880988,0.03588975,0.94281790,5.26572651,4.27904006,0.01626854,3.48950230,1.57986071,0.65876622
-5.20160080,10.34870464,0.03587270,0.98983856,5.46959109,4.39370121,0.01634820,3.54540775,1.63360442,0.66984020
-5.19559780,10.59971098,0.03586372,1.03810823,5.67394805,4.51101015,0.01648971,3.59956146,1.68852553,0.68030527
-5.18959480,10.85028176,0.03587382,1.08702058,5.87630700,4.63019108,0.01670368,3.65193392,1.74426018,0.69017441
-5.18359180,11.09854328,0.03591226,1.13591859,6.07406975,4.75029350,0.01699960,3.70241410,1.80034615,0.69945966
-5.17758879,11.34230247,0.03598615,1.18410704,6.26457208,4.87019852,0.01738544,3.75079999,1.85622587,0.70816990
-5.17158579,11.57907645,0.03610005,1.23086743,6.44513782,4.98863495,0.01786732,3.79679642,1.91125565,0.71630922
-5.16558279,11.80614354,0.03625578,1.27547506,6.61314348,5.10420490,0.01844922,3.84002032,1.96472090,0.72387581
-5.15957979,12.02061398,0.03645230,1.31721743,6.76609067,5.21541785,0.01913273,3.88001313,2.01585685,0.73086148
-5.15357679,12.21951708,0.03668573,1.35541358,6.90168323,5.32073170,0.01991691,3.91625959,2.06387399,0.73725186
-5.14757379,12.39990075,0.03694950,1.38943326,7.01790519,5.41859920,0.02079817,3.94821197,2.10798687,0.74302719
-5.14157079,12.55893846,0.03723465,1.41871544,7.11309534,5.50751732,0.02177029,3.97531813,2.14744503,0.74816359
-5.13556778,12.69403803,0.03753024,1.44278504,7.18601443,5.58607749,0.02282446,3.99705190,2.18156430,0.75263491
-5.12956478,12.80294680,0.03782377,1.46126740,7.23590080,5.65301420,0.02394944,4.01294386,2.20975673,0.75641483
-5.12356178,12.88384742,0.03810179,1.47389963,7.26251103,5.70724965,0.02513184,4.02261075,2.23155768,0.75947920
-5.11755878,12.93543939,0.03835046,1.48053842,7.26614283,5.74793252,0.02635641,4.02578171,2.24664822,0.76180846
-5.11155578,12.95700189,0.03855618,1.48116386,7.24763798,5.77446888,0.02760645,4.02231982,2.25487173,0.76339001
-5.10555278,12.94843490,0.03870614,1.47587924,7.20836479,5.78654410,0.02886426,4.01223760,2.25624354,0.76422032
-5.09954977,12.91027625,0.03878890,1.46490670,7.15018002,5.78413491,0.03011163,3.99570560,2.25095299,0.76430677
-5.09354677,12.84369412,0.03879486,1.44857914,7.07537169,5.76751120,0.03133036,3.97305349,2.23935773,0.76366898
-5.08754377,12.75045535,0.03871659,1.42732856,6.98658523,5.73722783,0.03250278,3.94476368,2.22197047,0.76233969
-5.08154077,12.63287153,0.03854918,1.40167171,6.88673627,5.69410711,0.03361224,3.91145764,2.19943871,0.76036493
-5.07553777,12.49372553,0.03829034,1.37219342,6.77891391,5.63921309,0.03464359,3.87387586,2.17251872,0.75780364
-5.06953477,12.33618253,0.03794046,1.33952857,6.66627915,5.57381897,0.03558350,3.83285241,2.14204488,0.75472663
-5.06353177,12.16368956,0.03750250,1.30434339,6.55196287,5.49936922,0.03642086,3.78928542,2.10889618,0.75121491
-5.05752876,11.97986860,0.03698185,1.26731689,6.43896808,5.41743832,0.03714692,3.74410522,2.07396151,0.74735740
-5.05152576,11.78840774,0.03638596,1.22912309,6.33008036,5.32968755,0.03775546,3.69824149,2.03810555,0.74324829
-5.04552276,11.59295504,0.03572400,1.19041468,6.22779025,5.23782170,0.03824276,3.65259129,2.00213698,0.73898389
-5.03951976,11.39701919,0.03500646,1.15180853,6.13423017,5.14354690,0.03860754,3.60798925,1.96678047,0.73465926
-5.03351676,11.20388038,0.03424463,1.11387348,6.05112785,5.04853103,0.03885077,3.56518146,1.93265383,0.73036474
-5.02751376,11.01651412,0.03345012,1.07712058,5.97977716,4.95436744,0.03897539,3.52480401,1.90025110,0.72618254
-5.02151076,10.83752996,0.03263447,1.04199578,5.92102622,4.86254287,0.03898608,3.48736702,1.86993237,0.72218344
-5.01550775,10.66912609,0.03180862,1.00887512,5.87528214,4.77440990,0.03888884,3.45324475,1.84192037,0.71842392
-5.00950475,10.51306038,0.03098260,0.97806219,5.84253050,4.69116436,0.03869067,3.42267178,1.81630369,0.71494373
-5.00350175,10.37063730,0.03016523,0.94978761,5.82236764,4.61382769,0.03839929,3.39574541,1.79304623,0.71176410
-4.99749875,10.24271012,0.02936386,0.92421039,5.81404317,4.54323425,0.03802274,3.37243365,1.77200191,0.70888665
-4.99149575,10.12969683,0.02858427,0.90142068,5.81650984,4.48002375,0.03756926,3.35258836,1.75293377,0.70629318
-4.98549275,10.03160853,0.02783062,0.88144375,5.82847839,4.42463837,0.03704701,3.33596266,1.73553613,0.70394619
-4.97948974,9.94808828,0.02710549,0.86424493,5.84847458,4.37732484,0.03646404,3.32223179,1.71945872,0.70179037
-4.97348674,9.87845880,0.02641004,0.84973521,5.87489631,4.33814111,0.03582820,3.31101627,1.70433132,0.69975488
-4.96748374,9.82177706,0.02574416,0.83777736,5.90606909,4.30696771,0.03514723,3.30190652,1.68978788,0.69775644
-4.96148074,9.77689402,0.02510675,0.82819241,5.94029819,4.28352346,0.03442879,3.29448777,1.67548897,0.69570306
-4.95547774,9.74251769,0.02449603,0.82076636,5.97591684,4.26738547,0.03368061,3.28836437,1.66114154,0.69349835
-4.94947474,9.71727769,0.02390981,0.81525709,6.01132943,4.25801290,0.03291064,3.28318250,1.64651551,0.69104618
-4.94347174,9.69978965,0.02334585,0.81140132,6.04504971,4.25477412,0.03212719,3.27865058,1.63145639,0.68825557
-4.93746873,9.68871732,0.02280216,0.80892165,6.07573363,4.25697640,0.03133900,3.27455642,1.61589385,0.68504551
-4.93146573,9.68283086,0.02227727,0.80753343,6.10220688,4.26389732,0.03055538,3.27078069,1.59984587,0.68134963
-4.92546273,9.68105901,0.02177051,0.80695163,6.12348698,4.27481671,0.02978619,3.26730602,1.58341880,0.67712033
-4.91945973,9.68253345,0.02128216,0.80689726,6.13880000,4.28904784,0.02904180,3.26422131,1.56680329,0.67233228
-4.91345673,9.68662326,0.02081359,0.80710352,6.14759157,4.30596657,0.02833297,3.26172110,1.55026659,0.66698509
-4.90745373,9.69295787,0.02036736,0.80732127,6.14953205,4.32503678,0.02767065,3.26009961,1.53414148,0.66110492
-4.90145073,9.70143692,0.01994721,0.80732377,6.14451538,4.34583099,0.02706573,3.25973974,1.51881247,0.65474491
-4.89544772,9.71222604,0.01955796,0.80691052,6.13265143,4.36804476,0.02652876,3.26109691,1.50469981,0.64798442
-4.88944472,9.72573801,0.01920545,0.80591002,6.11425143,4.39150396,0.02606953,3.26467844,1.49224170,0.64092700
-4.88344172,9.74259936,0.01889631,0.80418137,6.08980644,4.41616443,0.02569678,3.27101885,1.48187563,0.63369706
-4.87743872,9.76360351,0.01863774,0.80161460,6.05995900,4.44210362,0.02541780,3.28065202,1.47401917,0.62643547
-4.87143572,9.78965197,0.01843728,0.79812983,6.02546848,4.46950479,0.02523811,3.29408116,1.46905106,0.61929414
-4.86543272,9.82168622,0.01830246,0.79367522,5.98717095,4.49863432,0.02516118,3.31174798,1.46729309,0.61242989
-4.85942971,9.86061350,0.01824054,0.78822385,5.94593489,4.52981357,0.02518819,3.33400224,1.46899356,0.60599773
-4.85342671,9.90723033,0.01825818,0.78176989,5.90261460,4.56338670,0.02531796,3.36107335,1.47431269,0.60014408
-4.84742371,9.96214794,0.01836115,0.77432402,5.85800317,4.59968668,0.02554686,3.39304546,1.48331086,0.59500008
-4.84142071,10.02572410,0.01855405,0.76590868,5.81278736,4.63900123,0.02586891,3.42983755,1.49593990,0.59067543
-4.83541771,10.09800545,0.01884004,0.75655326,5.76750701,4.68154114,0.02627595,3.47118980,1.51203807,0.58725307
-4.82941471,10.17868421,0.01922068,0.74628966,5.72252099,4.72741277,0.02675792,3.51665750,1.53132902,0.58478502
-4.82341171,10.26707243,0.01969573,0.73514837,5.67798214,4.77659654,0.02730320,3.56561305,1.55342484,0.58328959
-4.81740870,10.36209588,0.02026310,0.72315546,5.63382280,4.82893275,0.02789907,3.61725670,1.57783341,0.58275021
-4.81140570,10.46230870,0.02091873,0.71033052,5.58975208,4.88411560,0.02853218,3.67063583,1.60396983,0.58311587
-4.80540270,10.56592856,0.02165668,0.69668577,5.54526562,4.94169578,0.02918909,3.72467223,1.63117158,0.58430333
-4.79939970,10.67089098,0.02246917,0.68222621,5.49966740,5.00109126,0.02985673,3.77819650,1.65871716,0.58620082
-4.79339670,10.77492007,0.02334669,0.66695095,5.45210294,5.06160567,0.03052295,3.82998806,1.68584723,0.58867318
-4.78739370,10.87561204,0.02427821,0.65085541,5.40160200,5.12245297,0.03117691,3.87881890,1.71178778,0.59156817
-4.78139070,10.97052700,0.02525137,0.63393426,5.34712874,5.18278677,0.03180951,3.92349912,1.73577416,0.59472347
-4.77538769,11.05728404,0.02625276,0.61618483,5.28763646,5.24173248,0.03241361,3.96292190,1.75707514,0.59797418
-4.76938469,11.13365426,0.02726817,0.59761080,5.22212398,5.29842038,0.03298422,3.99610565,1.77501595,0.60116022
-4.76338169,11.19764696,0.02828289,0.57822572,5.14969040,5.35201761,0.03351856,4.02223121,1.78899925,0.60413335
-4.75737869,11.24758411,0.02928201,0.55805622,5.06958531,5.40175739,0.03401600,4.04067213,1.79852335,0.60676339
-4.75137569,11.28215958,0.03025075,0.53714458,4.98125166,5.44696407,0.03447782,4.05101658,1.80319666,0.60894326
-4.74537269,11.30048024,0.03117468,0.51555057,4.88435898,5.48707277,0.03490699,4.05307970,1.80274803,0.61059263
-4.73936968,11.30208738,0.03204001,0.49335228,4.77882541,5.52164311,0.03530772,4.04690598,1.79703253,0.61166001
-4.73336668,11.28695806,0.03283387,0.47064601,4.66482752,5.55036676,0.03568501,4.03276156,1.78603256,0.61212327
-4.72736368,11.25548732,0.03354447,0.44754506,4.54279765,5.57306891,0.03604417,4.01111724,1.76985438,0.61198841
-4.72136068,11.20845310,0.03416127,0.42417776,4.41340958,5.58970437,0.03639025,3.98262316,1.74872042,0.61128705
-4.71535768,11.14696694,0.03467518,0.40068446,4.27755335,5.60034912,0.03672754,3.94807675,1.72295789,0.61007254
-4.70935468,11.07241371,0.03507862,0.37721406,4.13630134,5.60518826,0.03705909,3.90838587,1.69298430,0.60841518
-4.70335168,10.98638465,0.03536561,0.35392003,3.99086751,5.60450156,0.03738628,3.86452909,1.65929075,0.60639683
-4.69734867,10.89060746,0.03553181,0.33095619,3.84256238,5.59864781,0.03770851,3.81751542,1.62242377,0.60410522
-4.69134567,10.78687740,0.03557454,0.30847253,3.69274613,5.58804877,0.03802297,3.76834538,1.58296653,0.60162841
-4.68534267,10.67699285,0.03549276,0.28661125,3.54278236,5.57317376,0.03832455,3.71797528,1.54152022,0.59904968
-4.67933967,10.56269779,0.03528705,0.26550319,3.39399452,5.55452526,0.03860592,3.66728632,1.49868634,0.59644309
-4.67333667,10.44563352,0.03495950,0.24526478,3.24762694,5.53262607,0.03885767,3.61705948,1.45505033,0.59386999
-4.66733367,10.32730032,0.03451370,0.22599569,3.10481184,5.50800787,0.03906862,3.56795698,1.41116715,0.59137666
-4.66133067,10.20902961,0.03395459,0.20777724,2.96654330,5.48120111,0.03922624,3.52051057,1.36754904,0.58899297
-4.65532766,10.09196587,0.03328837,0.19067142,2.83365854,5.45272595,0.03931718,3.47511633,1.32465551,0.58673218
-4.64932466,9.97705734,0.03252238,0.17472084,2.70682661,5.42308370,0.03932783,3.43203546,1.28288577,0.58459173
-4.64332166,9.86505391,0.03166494,0.15994915,2.58654409,5.39274830,0.03924494,3.39140024,1.24257343,0.58255483
