energy_ev,total_up,P_s_up,P_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.87393697,8.92655940,0.01239228,0.16395406,3.90890731,6.32183515,2.23579131,0.00000000
-5.86793397,8.83334246,0.01220076,0.16502350,3.91219337,6.24064973,2.22584952,0.00000000
-5.86193097,8.71554630,0.01198426,0.16581186,3.90994545,6.14021680,2.21112672,0.00000000
-5.85592796,8.57489140,0.01174434,0.16630606,3.90274019,6.02173898,2.19204798,0.00000000
-5.84992496,8.41347362,0.01148283,0.16649661,3.89121825,5.88672162,2.16910109,0.00000000
-5.84392196,8.23371346,0.01120181,0.16637762,3.87606476,5.73693897,2.14282326,0.00000000
-5.83791896,8.03829970,0.01090345,0.16594693,3.85799007,5.57439563,2.11378707,0.00000000
-5.83191596,7.83012908,0.01059002,0.16520628,3.83771103,5.40128442,2.08258600,0.00000000
-5.82591296,7.61224414,0.01026379,0.16416160,3.81593285,5.21994243,2.04981972,0.00000000
-5.81990995,7.38777086,0.00992702,0.16282325,3.79333173,5.03280665,2.01607970,0.00000000
-5.81390695,7.15985817,0.00958194,0.16120620,3.77053833,4.84237037,1.98193533,0.00000000
-5.80790395,6.93162076,0.00923072,0.15933011,3.74812231,4.65114187,1.94792099,0.00000000
-5.80190095,6.70608684,0.00887548,0.15721931,3.72657817,4.46160618,1.91452452,0.00000000
-5.79589795,6.48615188,0.00851832,0.15490256,3.70631256,4.27619087,1.88217723,0.00000000
-5.78989495,6.27453942,0.00816131,0.15241259,3.68763353,4.09723634,1.85124604,0.00000000
-5.78389195,6.07376930,0.00780648,0.14978549,3.67074207,3.92697088,1.82202778,0.00000000
-5.77788894,5.88613367,0.00745589,0.14705985,3.65572617,3.76749049,1.79474589,0.00000000
-5.77188594,5.71368054,0.00711155,0.14427575,3.64255788,3.62074323,1.76954969,0.00000000
-5.76588294,5.55820437,0.00677548,0.14147354,3.63109353,3.48851755,1.74651613,0.00000000
-5.75987994,5.42124285,0.00644968,0.13869266,3.62107730,3.37243391,1.72565386,0.00000000
-5.75387694,5.30407890,0.00613611,0.13597021,3.61214815,3.27393894,1.70690950,0.00000000
-5.74787394,5.20774646,0.00583668,0.13333975,3.60385006,3.19430120,1.69017564,0.00000000
-5.74187094,5.13303888,0.00555319,0.13083004,3.59564512,3.13460764,1.67530028,0.00000000
-5.73586793,5.08051844,0.00528735,0.12846400,3.58692929,3.09575993,1.66209707,0.00000000
-5.72986493,5.05052575,0.00504069,0.12625782,3.57705014,3.07847008,1.65035599,0.00000000
-5.72386193,5.04318798,0.00481455,0.12422035,3.56532602,3.08325473,1.63985385,0.00000000
-5.71785893,5.05842512,0.00461006,0.12235276,3.55106585,3.11042789,1.63036410,0.00000000
-5.71185593,5.09595375,0.00442805,0.12064850,3.53358909,3.16009234,1.62166563,0.00000000
-5.70585293,5.15528837,0.00426908,0.11909359,3.51224493,3.23212973,1.61355008,0.00000000
-5.69984992,5.23574045,0.00413338,0.11766718,3.48643035,3.32619034,1.60582757,0.00000000
-5.69384692,5.33641604,0.00402080,0.11634242,3.45560640,3.44168308,1.59833058,0.00000000
-5.68784392,5.45621288,0.00393088,0.11508755,3.41931243,3.57776695,1.59091614,0.00000000
-5.68184092,5.59381828,0.00386274,0.11386724,3.37717784,3.73334517,1.58346641,0.00000000
-5.67583792,5.74770913,0.00381518,0.11264401,3.32893139,3.90706305,1.57588779,0.00000000
-5.66983492,5.91615560,0.00378660,0.11137977,3.27440796,4.09731094,1.56810907,0.00000000
-5.66383192,6.09722949,0.00377511,0.11003739,3.21355268,4.30223306,1.56007871,0.00000000
-5.65782891,6.28881865,0.00377850,0.10858217,3.14642272,4.51974318,1.55176191,0.00000000
-5.65182591,6.48864787,0.00379432,0.10698330,3.07318681,4.74754725,1.54313758,0.00000000
-5.64582291,6.69430669,0.00381992,0.10521502,2.99412254,4.98317332,1.53419568,0.00000000
-5.63981991,6.90328382,0.00385250,0.10325769,2.90961179,5.22400812,1.52493507,0.00000000
-5.63381691,7.11300757,0.00388920,0.10109851,2.82013423,5.46733964,1.51536216,0.00000000
-5.62781391,7.32089106,0.00392716,0.09873207,2.72625921,5.71040450,1.50549026,0.00000000
-5.62181091,7.52438082,0.00396359,0.09616046,2.62863593,5.95043868,1.49533977,0.00000000
-5.61580790,7.72100687,0.00399586,0.09339323,2.52798231,6.18472986,1.48493897,0.00000000
-5.60980490,7.90843235,0.00402157,0.09044696,2.42507234,6.41066958,1.47432529,0.00000000
-5.60380190,8.08450073,0.00403859,0.08734465,2.32072242,6.62580342,1.46354692,0.00000000
-5.59779890,8.24727872,0.00404517,0.08411481,2.21577669,6.82787745,1.45266432,0.00000000
-5.59179590,8.39509320,0.00403995,0.08079046,2.11109168,7.01487940,1.44175155,0.00000000
-5.58579290,8.52656087,0.00402203,0.07740792,2.00752062,7.18507332,1.43089722,0.00000000
-5.57978989,8.64060969,0.00399098,0.07400554,1.90589791,7.33702680,1.42020470,0.00000000
-5.57378689,8.73649165,0.00394686,0.07062247,1.80702398,7.46963007,1.40979176,0.00000000
-5.56778389,8.81378688,0.00389024,0.06729739,1.71165126,7.58210696,1.39978936,0.00000000
-5.56178089,8.87239933,0.00382221,0.06406735,1.62047168,7.67401767,1.39033979,0.00000000
-5.55577789,8.91254501,0.00374434,0.06096671,1.53410614,7.74525383,1.38159423,0.00000000
-5.54977489,8.93473358,0.00365869,0.05802628,1.45309647,7.79602652,1.37370986,0.00000000
-5.54377189,8.93974458,0.00356778,0.05527262,1.37790032,7.82684791,1.36684678,0.00000000
-5.53776888,8.92859962,0.00347460,0.05272751,1.30888908,7.83850767,1.36116500,0.00000000
-5.53176588,8.90253162,0.00338257,0.05040769,1.24634917,7.83204475,1.35682168,0.00000000
-5.52576288,8.86295249,0.00329555,0.04832472,1.19048655,7.80871575,1.35396882,0.00000000
-5.51975988,8.81141999,0.00321782,0.04648512,1.14143444,7.76996047,1.35275174,0.00000000
-5.51375688,8.74960485,0.00315410,0.04489057,1.09926383,7.71736556,1.35330824,0.00000000
-5.50775388,8.67925858,0.00310955,0.04353840,1.06399624,7.65262699,1.35576868,0.00000000
-5.50175088,8.60218239,0.00308978,0.04242203,1.03561837,7.57751188,1.36025683,0.00000000
-5.49574787,8.52019753,0.00310085,0.04153164,1.01409752,7.49382038,1.36689139,0.00000000
-5.48974487,8.43511703,0.00314931,0.04085479,0.99939723,7.40334820,1.37578804,0.00000000
-5.48374187,8.34871896,0.00324214,0.04037709,0.99149214,7.30785032,1.38706169,0.00000000
-5.47773887,8.26272097,0.00338675,0.04008291,0.99038108,7.20900664,1.40082856,0.00000000
-5.47173587,8.17875619,0.00359096,0.03995596,0.99609764,7.10839006,1.41720788,0.00000000
-5.46573287,8.09835045,0.00386287,0.03997987,1.00871726,7.00743786,1.43632263,0.00000000
-5.45972986,8.02290071,0.00421082,0.04013866,1.02836030,6.90742693,1.45829920,0.00000000
-5.45372686,7.95365492,0.00464314,0.04041717,1.05519049,6.80945356,1.48326539,0.00000000
-5.44772386,7.89169346,0.00516806,0.04080131,1.08940851,6.71441838,1.51134680,0.00000000
-5.44172086,7.83791232,0.00579340,0.04127827,1.13124061,6.62301696,1.54266131,0.00000000
-5.43571786,7.79300844,0.00652632,0.04183665,1.18092258,6.53573625,1.57731159,0.00000000
-5.42971486,7.75746750,0.00737298,0.04246641,1.23867946,6.45285720,1.61537606,0.00000000
-5.42371186,7.73155453,0.00833826,0.04315888,1.30470195,6.37446324,1.65689819,0.00000000
-5.41770885,7.71530791,0.00942531,0.04390657,1.37912043,6.30045445,1.70187498,0.00000000
-5.41170585,7.70853702,0.01063527,0.04470308,1.46197801,6.23056681,1.75024486,0.00000000
-5.40570285,7.71082406,0.01196687,0.04554289,1.55320399,6.16439578,1.80187601,0.00000000
-5.39969985,7.72153041,0.01341615,0.04642119,1.65258939,6.10142332,1.85655559,0.00000000
-5.39369685,7.73980798,0.01497623,0.04733373,1.75976621,6.04104734,1.91398103,0.00000000
-5.38769385,7.76461570,0.01663706,0.04827674,1.87419183,5.98261245,1.97375396,0.00000000
-5.38169085,7.79474146,0.01838543,0.04924680,1.99514014,5.92544099,2.03537772,0.00000000
-5.37568784,7.82882963,0.02020492,0.05024092,2.12170047,5.86886331,2.09825908,0.00000000
-5.36968484,7.86541394,0.02207613,0.05125650,2.25278514,5.81224637,2.16171462,0.00000000
-5.36368184,7.90295558,0.02397689,0.05229152,2.38714605,5.75501985,2.22498217,0.00000000
-5.35767884,7.93988592,0.02588273,0.05334463,2.52340011,5.69669929,2.28723722,0.00000000
-5.35167584,7.97465300,0.02776741,0.05441540,2.66006317,5.63690556,2.34761407,0.00000000
-5.34567284,8.00577089,0.02960354,0.05550444,2.79559095,5.57538067,2.40523113,0.00000000
-5.33966983,8.03187026,0.03136336,0.05661364,2.92842570,5.51199943,2.45921956,0.00000000
-5.33366683,8.05174869,0.03301949,0.05774628,3.05704639,5.44677725,2.50875392,0.00000000
-5.32766383,8.06441871,0.03454583,0.05890711,3.18002011,5.37987379,2.55308368,0.00000000
-5.32166083,8.06915149,0.03591833,0.06010235,3.29605205,5.31159281,2.59156385,0.00000000
-5.31565783,8.06551409,0.03711577,0.06133952,3.40403163,5.24237821,2.62368330,0.00000000
-5.30965483,8.05339808,0.03812050,0.06262727,3.50307199,5.17280645,2.64908892,0.00000000
-5.30365183,8.03303766,0.03891898,0.06397497,3.59254082,5.10357544,2.66760443,0.00000000
-5.29764882,8.00501555,0.03950223,0.06539220,3.67208040,5.03549015,2.67924233,0.00000000
-5.29164582,7.97025563,0.03986609,0.06688824,3.74161583,4.96944501,2.68420806,0.00000000
-5.28564282,7.93000139,0.04001131,0.06847131,3.80135034,4.90640342,2.68289589,0.00000000
-5.27963982,7.88578046,0.03994340,0.07014789,3.85174794,4.84737449,2.67587618,0.00000000
-5.27363682,7.83935554,0.03967240,0.07192195,3.89350400,4.79338741,2.66387437,0.00000000
-5.26763382,7.79266331,0.03921236,0.07379428,3.92750490,4.74546384,2.64774242,0.00000000
-5.26163082,7.74774304,0.03858075,0.07576182,3.95477902,4.70458872,2.62842392,0.00000000
-5.25562781,7.70665753,0.03779771,0.07781710,3.97644107,4.67168010,2.60691420,0.00000000
-5.24962481,7.67140928,0.03688530,0.07994795,3.99363294,4.64755858,2.58421752,0.00000000
-5.24362181,7.64385521,0.03586658,0.08213721,4.00746367,4.63291711,2.56130307,0.00000000
-5.23761881,7.62562321,0.03476485,0.08436281,4.01895168,4.62829178,2.53906210,0.00000000
-5.23161581,7.61803408,0.03360282,0.08659798,4.02897213,4.63403444,2.51826813,0.00000000
-5.22561281,7.62203186,0.03240186,0.08881165,4.03821171,4.65028792,2.49954210,0.00000000
-5.21960980,7.63812564,0.03118149,0.09096915,4.04713315,4.67696456,2.48332421,0.00000000
-5.21360680,7.66634516,0.02995882,0.09303299,4.05595096,4.71372889,2.46985375,0.00000000
-5.20760380,7.70621206,0.02874828,0.09496383,4.06461917,4.75998515,2.45915778,0.00000000
-5.20160080,7.75672822,0.02756143,0.09672156,4.07283170,4.81487027,2.45104921,0.00000000
-5.19559780,7.81638171,0.02640692,0.09826640,4.08003486,4.87725299,2.44513424,0.00000000
-5.18959480,7.88317046,0.02529063,0.09956007,4.08545122,4.94573968,2.44082877,0.00000000
-5.18359180,7.95464306,0.02421590,0.10056688,4.08811349,5.01868725,2.43738287,0.00000000
-5.17758879,8.02795553,0.02318382,0.10125478,4.08690675,5.09422347,2.43391226,0.00000000
-5.17158579,8.09994242,0.02219363,0.10159622,4.08061680,5.17027491,2.42943505,0.00000000
-5.16558279,8.16720014,0.02124318,0.10156899,4.06798267,5.24460233,2.42291233,0.00000000
-5.15957979,8.22617995,0.02032931,0.10115678,4.04775073,5.31484343,2.41329062,0.00000000
-5.15357679,8.27328795,0.01944831,0.10034962,4.01872836,5.37856210,2.39954436,0.00000000
-5.14757379,8.30498881,0.01859627,0.09914412,3.97983479,5.43330355,2.38071672,0.00000000
-5.14157079,8.31791017,0.01776945,0.09754349,3.93014741,5.47665381,2.35595705,0.00000000
-5.13556778,8.30894429,0.01696449,0.09555748,3.86894165,5.50630230,2.32455359,0.00000000
-5.12956478,8.27534375,0.01617864,0.09320204,3.79572326,5.52010539,2.28596012,0.00000000
-5.12356178,8.21480788,0.01540984,0.09049889,3.71025185,5.51614883,2.23981589,0.00000000
-5.11755878,8.12555701,0.01465676,0.08747502,3.61255511,5.49280692,2.18595807,0.00000000
-5.11155578,8.00639194,0.01391883,0.08416197,3.50293351,5.44879582,2.12442672,0.00000000
-5.10555278,7.85673627,0.01319609,0.08059517,3.38195549,5.38321876,2.05546219,0.00000000
-5.09954977,7.67666014,0.01248916,0.07681308,3.25044378,5.29560108,1.97949553,0.00000000
-5.09354677,7.46688425,0.01179904,0.07285644,3.10945350,5.18591321,1.89713252,0.00000000
-5.08754377,7.22876401,0.01112700,0.06876743,2.96024323,5.05458016,1.80913226,0.00000000
-5.08154077,6.96425429,0.01047444,0.06458881,2.80424034,4.90247688,1.71638155,0.00000000
-5.07553777,6.67585601,0.00984274,0.06036321,2.64300211,4.73090915,1.61986606,0.00000000
-5.06953477,6.36654675,0.00923317,0.05613236,2.47817421,4.54158060,1.52063980,0.00000000
-5.06353177,6.03969799,0.00864678,0.05193642,2.31144821,4.33654690,1.41979410,0.00000000
-5.05752876,5.69898222,0.00808436,0.04781340,2.14451976,4.11815901,1.31842727,0.00000000
-5.05152576,5.34827359,0.00754642,0.04379863,1.97904893,3.88899768,1.21761623,0.00000000
-5.04552276,4.99154600,0.00703314,0.03992443,1.81662406,3.65180190,1.11839084,0.00000000
-5.03951976,4.63277238,0.00654448,0.03621974,1.65873032,3.40939436,1.02171192,0.00000000
-5.03351676,4.27582897,0.00608013,0.03270996,1.50672377,3.16460679,0.92845347,0.00000000
-5.02751376,3.92440787,0.00563963,0.02941691,1.36181150,2.92020818,0.83938921,0.00000000
-5.02151076,3.58194072,0.00522241,0.02635877,1.22503819,2.67883870,0.75518392,0.00000000
-5.01550775,3.25153567,0.00482782,0.02355028,1.09727894,2.44295149,0.67638906,0.00000000
-5.00950475,2.93592907,0.00445527,0.02100289,0.97923815,2.21476422,0.60344270,0.00000000
-5.00350175,2.63745272,0.00410420,0.01872501,0.87145371,1.99622179,0.53667299,0.00000000
-4.99749875,2.35801642,0.00377420,0.01672237,0.77430582,1.78897077,0.47630482,0.00000000
-4.99149575,2.09910535,0.00346501,0.01499829,0.68802948,1.59434567,0.42246885,0.00000000
-4.98549275,1.86179080,0.00317655,0.01355411,0.61272951,1.41336678,0.37521219,0.00000000
-4.97948974,1.64675256,0.00290897,0.01238941,0.54839709,1.24674846,0.33451005,0.00000000
-4.97348674,1.45431082,0.00266263,0.01150243,0.49492685,1.09491671,0.30027773,0.00000000
-4.96748374,1.28446543,0.00243814,0.01089025,0.45213342,0.95803451,0.27238218,0.00000000
-4.96148074,1.13694001,0.00223637,0.01054904,0.41976687,0.83603310,0.25065294,0.00000000
-4.95547774,1.01122900,0.00205846,0.01047420,0.39752624,0.72864757,0.23489172,0.00000000
-4.94947474,0.90664547,0.00190581,0.01066048,0.38507093,0.63545493,0.22488077,0.00000000
-4.94347174,0.82236812,0.00178020,0.01110199,0.38202979,0.55591324,0.22038973,0.00000000
-4.93746873,0.75748627,0.00168371,0.01179227,0.38800790,0.48940028,0.22118101,0.00000000
-4.93146573,0.71104168,0.00161888,0.01272421,0.40259142,0.43525071,0.22701406,0.00000000
-4.92546273,0.68206691,0.00158872,0.01389012,0.42535098,0.39279082,0.23764855,0.00000000
-4.91945973,0.66961980,0.00159679,0.01528174,0.45584403,0.36137011,0.25284702,0.00000000
-4.91345673,0.67281422,0.00164731,0.01689027,0.49361706,0.34038946,0.27237719,0.00000000
-4.90745373,0.69084714,0.00174522,0.01870659,0.53820813,0.32932534,0.29601439,0.00000000
-4.90145073,0.72302242,0.00189630,0.02072145,0.58915041,0.32775024,0.32354447,0.00000000
-4.89544772,0.76877147,0.00210721,0.02292586,0.64597729,0.33534891,0.35476727,0.00000000
-4.88944472,0.82767093,0.00238562,0.02531156,0.70822918,0.35193068,0.38950098,0.00000000
-4.88344172,0.89945733,0.00274020,0.02787157,0.77546233,0.37743753,0.42758728,0.00000000
-4.87743872,0.98403844,0.00318066,0.03060088,0.84725924,0.41194797,0.46889711,0.00000000
-4.87143572,1.08150072,0.00371774,0.03349719,0.92324057,0.45567650,0.51333683,0.00000000
-4.86543272,1.19211211,0.00436306,0.03656164,1.00307742,0.50896834,0.56085428,0.00000000
-4.85942971,1.31631909,0.00512907,0.03979954,1.08650351,0.57228924,0.61144410,0.00000000
-4.85342671,1.45473695,0.00602874,0.04322100,1.17332582,0.64620998,0.66515179,0.00000000
-4.84742371,1.60813193,0.00707534,0.04684142,1.26343264,0.73138533,0.72207556,0.00000000
-4.84142071,1.77739434,0.00828206,0.05068169,1.35679778,0.82852733,0.78236547,0.00000000
-4.83541771,1.96350165,0.00966150,0.05476815,1.45347977,0.93837282,0.84621905,0.00000000
-4.82941471,2.16747119,0.01122525,0.05913216,1.55361519,1.06164548,0.91387290,0.00000000
-4.82341171,2.39030248,0.01298324,0.06380932,1.65740532,1.19901303,0.98559003,0.00000000
-4.81740870,2.63291006,0.01494311,0.06883818,1.76509602,1.35104024,1.06164272,0.00000000
-4.81140570,2.89604805,0.01710959,0.07425860,1.87695091,1.51813929,1.14229121,0.00000000
-4.80540270,3.18022905,0.01948383,0.08010962,1.99321859,1.70051893,1.22775877,0.00000000
-4.79939970,3.48564008,0.02206275,0.08642711,2.11409509,1.89813456,1.31820396,0.00000000
-4.79339670,3.81205956,0.02483851,0.09324098,2.23968327,2.11064151,1.41369129,0.00000000
-4.78739370,4.15877944,0.02779803,0.10057237,2.36995123,2.33735409,1.51416177,0.00000000
-4.78139070,4.52453733,0.03092265,0.10843078,2.50469223,2.57721297,1.61940504,0.00000000
-4.77538769,4.90746318,0.03418799,0.11681132,2.64348869,2.82876345,1.72903473,0.00000000
-4.76938469,5.30504524,0.03756393,0.12569228,2.78568290,3.09014706,1.84246902,0.00000000
-4.76338169,5.71411930,0.04101492,0.13503318,2.93035691,3.35910823,1.95891805,0.00000000
-4.75737869,6.13088443,0.04450039,0.14477343,3.07632376,3.63301756,2.07737954,0.00000000
-4.75137569,6.55094732,0.04797549,0.15483179,3.22213170,3.90891215,2.19664396,0.00000000
-4.74537269,6.96939602,0.05139201,0.16510668,3.36608225,4.18355289,2.31530972,0.00000000
-4.73936968,7.38090216,0.05469952,0.17547743,3.50626249,4.45349756,2.43180870,0.00000000
-4.73336668,7.77984916,0.05784661,0.18580655,3.64059083,4.71518751,2.54444167,0.00000000
-4.72736368,8.16048249,0.06078238,0.19594284,3.76687488,4.96504507,2.65142255,0.00000000
-4.72136068,8.51707611,0.06345783,0.20572542,3.88287914,5.19957793,2.75092997,0.00000000
-4.71535768,8.84410845,0.06582745,0.21498839,3.98639956,5.41548587,2.84116415,0.00000000
-4.70935468,9.13644002,0.06785056,0.22356608,4.07534160,5.60976519,2.92040648,0.00000000
-4.70335168,9.38948433,0.06949265,0.23129853,4.14779786,5.77980588,2.98707914,0.00000000
-4.69734867,9.59936386,0.07072648,0.23803696,4.20212150,5.92347659,3.03980189,0.00000000
-4.69134567,9.76304318,0.07153298,0.24364913,4.23699152,6.03919313,3.07744325,0.00000000
-4.68534267,9.87843244,0.07190183,0.24802407,4.25146665,6.12596691,3.09916344,0.00000000
-4.67933967,9.94445568,0.07183174,0.25107617,4.24502487,6.18343061,3.10444690,0.00000000
-4.67333667,9.96108044,0.07133041,0.25274823,4.21758654,6.21183965,3.09312273,0.00000000
-4.66733367,9.92930693,0.07041416,0.25301351,4.16952002,6.21204930,3.06537201,0.00000000
-4.66133067,9.85111756,0.06910726,0.25187649,4.10162945,6.18546863,3.02172163,0.00000000
-4.65532766,9.72938925,0.06744099,0.24937243,4.01512547,6.13399361,2.96302497,0.00000000
-4.64932466,9.56777358,0.06545246,0.24556574,3.91158068,6.05992313,2.89043060,0.00000000
-4.64332166,9.37055095,0.06318331,0.24054720,3.79287208,5.96586228,2.80534050,0.00000000
-4.63731866,9.14246652,0.06067824,0.23443030,3.66111381,5.85461800,2.70936016,0.00000000
-4.63131566,8.88855658,0.05798360,0.22734673,3.51858358,5.72909274,2.60424297,0.00000000
-4.62531266,8.61397391,0.05514590,0.21944152,3.36764659,5.59218133,2.49183179,0.00000000
-4.61930965,8.32382075,0.05221051,0.21086779,3.21068057,5.44667622,2.37400032,0.00000000
-4.61330665,8.02299721,0.04922048,0.20178161,3.05000555,5.29518556,2.25259723,0.00000000
-4.60730365,7.71607139,0.04621553,0.19233715,2.88782116,5.14006756,2.12939507,0.00000000
-4.60130065,7.40717645,0.04323126,0.18268224,2.72615408,4.98338350,2.00604630,0.00000000
-4.59529765,7.09993766,0.04029865,0.17295472,2.56681719,4.82687081,1.88404771,0.00000000
-4.58929465,6.79743082,0.03744371,0.16327951,2.41138155,4.67193608,1.76471432,0.00000000
-4.58329165,6.50217165,0.03468739,0.15376667,2.26116123,4.51966707,1.64916300,0.00000000
-4.57728864,6.21613389,0.03204576,0.14451031,2.11721070,4.37086153,1.53830584,0.00000000
-4.57128564,5.94079266,0.02953026,0.13558841,1.98033339,4.22607005,1.43285243,0.00000000
-4.56528264,5.67718839,0.02714815,0.12706348,1.85110013,4.08564947,1.33332015,0.00000000
-4.55927964,5.42600595,0.02490301,0.11898391,1.72987514,3.94982299,1.24005099,0.00000000
-4.55327664,5.18766334,0.02279541,0.11138584,1.61684770,3.81874339,1.15323336,0.00000000
-4.54727364,4.96240408,0.02082342,0.10429541,1.51206698,3.69255541,1.07292735,0.00000000
-4.54127064,4.75038814,0.01898327,0.09773127,1.41547807,3.57145410,0.99909148,0.00000000
-4.53526763,4.55177638,0.01726992,0.09170707,1.32695704,3.45573630,0.93160976,0.00000000
-4.52926463,4.36680466,0.01567747,0.08623380,1.24634338,3.34584281,0.87031735,0.00000000
-4.52326163,4.19584431,0.01419966,0.08132187,1.17346838,3.24238982,0.81502385,0.00000000
-4.51725863,4.03944685,0.01283016,0.07698288,1.10817838,3.14618834,0.76553321,0.00000000
-4.51125563,3.89837155,0.01156282,0.07323073,1.05035220,3.05825127,0.72165967,0.00000000
-4.50525263,3.77359536,0.01039181,0.07008238,0.99991239,2.97978812,0.68323931,0.00000000
-4.49924962,3.66630548,0.00931174,0.06755793,0.95683015,2.91218792,0.65013706,0.00000000
-4.49324662,3.57787543,0.00831769,0.06568020,0.92112436,2.85699098,0.62224933,0.00000000
-4.48724362,3.50982609,0.00740515,0.06447378,0.89285493,2.81585087,0.59950250,0.00000000
-4.48124062,3.46377347,0.00657000,0.06396358,0.87211126,2.79048775,0.58184762,0.00000000
-4.47523762,3.44136558,0.00580841,0.06417309,0.85899658,2.78263468,0.56925207,0.00000000
-4.46923462,3.44421078,0.00511681,0.06512228,0.85360902,2.79397862,0.56168859,0.00000000
-4.46323162,3.47380029,0.00449174,0.06682533,0.85602051,2.82609793,0.55912265,0.00000000
-4.45722861,3.53142806,0.00392981,0.06928837,0.86625442,2.88039832,0.56149876,0.00000000
-4.45122561,3.61811069,0.00342765,0.07250724,0.88426319,2.95804942,0.56872646,0.00000000
-4.44522261,3.73451100,0.00298189,0.07646545,0.90990698,3.05992416,0.58066702,0.00000000
-4.43921961,3.88086818,0.00258909,0.08113247,0.94293440,3.18654322,0.59712128,0.00000000
-4.43321661,4.05693779,0.00224580,0.08646246,0.98296652,3.33802680,0.61781962,0.00000000
-4.42721361,4.26194465,0.00194853,0.09239351,1.02948499,3.51405599,0.64241452,0.00000000
-4.42121061,4.49455123,0.00169383,0.09884747,1.08182522,3.71384569,0.67047631,0.00000000
-4.41520760,4.75284373,0.00147830,0.10573046,1.13917533,3.93613078,0.70149257,0.00000000
-4.40920460,5.03433762,0.00129869,0.11293408,1.20058130,4.17916694,0.73487138,0.00000000
-4.40320160,5.33600326,0.00115190,0.12033729,1.26495858,4.44074665,0.76994860,0.00000000
-4.39719860,5.65431181,0.00103510,0.12780892,1.33111019,4.71823079,0.80599898,0.00000000
-4.39119560,5.98530038,0.00094574,0.13521080,1.39775086,5.00859505,0.84225092,0.00000000
-4.38519260,6.32465448,0.00088165,0.14240135,1.46353652,5.30848997,0.87790435,0.00000000
-4.37918959,6.66780518,0.00084108,0.14923953,1.52709835,5.61431267,0.91215111,0.00000000
-4.37318659,7.01003713,0.00082275,0.15558899,1.58707989,5.92228775,0.94419695,0.00000000
-4.36718359,7.34660349,0.00082587,0.16132222,1.64217592,6.22855420,0.97328427,0.00000000
-4.36118059,7.67284308,0.00085020,0.16632458,1.69117143,6.52925531,0.99871460,0.00000000
-4.35517759,7.98429501,0.00089607,0.17049799,1.73297899,6.82062778,1.01986967,0.00000000
-4.34917459,8.27680637,0.00096438,0.17376410,1.76667280,7.09908704,1.03623032,0.00000000
-4.34317159,8.54662874,0.00105660,0.17606683,1.79151800,7.36130556,1.04739212,0.00000000
-4.33716858,8.79050011,0.00117481,0.17737414,1.80699374,7.60428166,1.05307707,0.00000000
-4.33116558,9.00570965,0.00132164,0.17767895,1.81280905,7.82539693,1.05314086,0.00000000
-4.32516258,9.19014367,0.00150023,0.17699919,1.80891084,8.02246085,1.04757532,0.00000000
-4.31915958,9.34231221,0.00171425,0.17537694,1.79548359,8.19374231,1.03650602,0.00000000
-4.31315658,9.46135676,0.00196782,0.17287676,1.77294098,8.33798805,1.02018519,0.00000000
-4.30715358,9.54704032,0.00226543,0.16958325,1.74190984,8.45442877,0.99898042,0.00000000
