energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.32166083,6.23006553,0.02399628,0.95370835,0.73432337,0.60245644,1.59962705,2.25909695,0.07294119,2.53503149
-5.31565783,6.28076143,0.02443107,0.95138808,0.74322894,0.61102402,1.61080401,2.27605073,0.07319583,2.56960790
-5.30965483,6.32157727,0.02476596,0.94765382,0.75125411,0.61854338,1.61987453,2.28777761,0.07321561,2.60078905
-5.30365183,6.35141139,0.02499416,0.94257369,0.75820818,0.62486170,1.62672514,2.29397572,0.07299339,2.62785965
-5.29764882,6.36930342,0.02511162,0.93622260,0.76391150,0.62983907,1.63127923,2.29441941,0.07252665,2.65016431
-5.29164582,6.37445919,0.02511705,0.92867748,0.76820066,0.63335281,1.63349549,2.28896557,0.07181766,2.66712576
-5.28564282,6.36627060,0.02501188,0.92001303,0.77093323,0.63530114,1.63336536,2.27755770,0.07087344,2.67826016
-5.27963982,6.34433024,0.02480014,0.91029815,0.77199185,0.63560648,1.63090943,2.26022769,0.06970562,2.68318918
-5.27363682,6.30844071,0.02448824,0.89959328,0.77128775,0.63421789,1.62617340,2.23709545,0.06833009,2.68164841
-5.26763382,6.25861894,0.02408467,0.88794900,0.76876346,0.63111299,1.61922357,2.20836652,0.06676655,2.67349233
-5.26163082,6.19509595,0.02359965,0.87540594,0.76439481,0.62629902,1.61014245,2.17432801,0.06503788,2.65869586
-5.25562781,6.11831243,0.02304476,0.86199596,0.75819223,0.61981320,1.59902460,2.13534299,0.06316952,2.63735261
-5.24962481,6.02891076,0.02243252,0.84774473,0.75020112,0.61172232,1.58597304,2.09184376,0.06118868,2.60967034
-5.24362181,5.92772405,0.02177597,0.83267536,0.74050149,0.60212164,1.57109642,2.04432433,0.05912366,2.57596382
-5.23761881,5.81576256,0.02108822,0.81681301,0.72920683,0.59113310,1.55450713,1.99333227,0.05700304,2.53664562
-5.23161581,5.69419815,0.02038213,0.80019011,0.71646208,0.57890291,1.53632036,1.93946031,0.05485508,2.49221529
-5.22561281,5.56434700,0.01966991,0.78285187,0.70244092,0.56559860,1.51665428,1.88333780,0.05270701,2.44324721
-5.21960980,5.42765085,0.01896289,0.76486170,0.68734227,0.55140559,1.49563115,1.82562235,0.05058453,2.39037760
-5.21360680,5.28565709,0.01827122,0.74630625,0.67138614,0.53652340,1.47337929,1.76699151,0.04851140,2.33429105
-5.20760380,5.13999773,0.01760377,0.72729964,0.65480886,0.52116154,1.45003576,1.70813476,0.04650904,2.27570680
-5.20160080,4.99236725,0.01696802,0.70798658,0.63785780,0.50553525,1.42574949,1.64974571,0.04459641,2.21536502
-5.19559780,4.84449963,0.01637002,0.68854427,0.62078574,0.48986118,1.40068449,1.59251449,0.04278980,2.15401335
-5.18959480,4.69814423,0.01581443,0.66918272,0.60384495,0.47435300,1.37502309,1.53712029,0.04110289,2.09239377
-5.18359180,4.55504099,0.01530461,0.65014348,0.58728121,0.45921722,1.34896849,1.48422405,0.03954677,2.03123001
-5.17758879,4.41689477,0.01484270,0.63169683,0.57132795,0.44464923,1.32274673,1.43446101,0.03813007,1.97121545
-5.17158579,4.28534921,0.01442983,0.61413727,0.55620053,0.43082965,1.29660747,1.38843342,0.03685912,1.91300177
-5.16558279,4.16196030,0.01406624,0.59777774,0.54209105,0.41792104,1.27082353,1.34670312,0.03573817,1.85718831
-5.15957979,4.04817016,0.01375147,0.58294246,0.52916373,0.40606517,1.24568883,1.30978407,0.03476952,1.80431226
-5.15357679,3.94528134,0.01348453,0.56995890,0.51755099,0.39538075,1.22151486,1.27813495,0.03395373,1.75483983
-5.14757379,3.85443241,0.01326403,0.55914888,0.50735046,0.38596184,1.19862543,1.25215194,0.03328980,1.70915857
-5.14157079,3.77657544,0.01308832,0.55081941,0.49862294,0.37787682,1.17734990,1.23216174,0.03277523,1.66757093
-5.13556778,3.71245594,0.01295564,0.54525335,0.49139146,0.37116801,1.15801507,1.21841506,0.03240612,1.63028926
-5.12956478,3.66259625,0.01286411,0.54270024,0.48564137,0.36585198,1.14093593,1.21108083,0.03217726,1.59743265
-5.12356178,3.62728288,0.01281188,0.54336779,0.48132166,0.36192047,1.12640576,1.21024141,0.03208210,1.56902550
-5.11755878,3.60655862,0.01279709,0.54741404,0.47834729,0.35934193,1.11468578,1.21588886,0.03211275,1.54499833
-5.11155578,3.60021997,0.01281792,0.55494065,0.47660257,0.35806363,1.10599513,1.22792279,0.03226000,1.52519082
-5.10555278,3.60782032,0.01287256,0.56598751,0.47594548,0.35801425,1.10050145,1.24614978,0.03251335,1.50935724
-5.09954977,3.62867918,0.01295921,0.58052875,0.47621278,0.35910698,1.09831264,1.27028469,0.03286096,1.49717434
-5.09354677,3.66189760,0.01307604,0.59847049,0.47722577,0.36124285,1.09947027,1.29995397,0.03328979,1.48825165
-5.08754377,3.70637950,0.01322123,0.61965022,0.47879654,0.36431442,1.10394513,1.33470097,0.03378572,1.48214390
-5.08154077,3.76085863,0.01339289,0.64383811,0.48073438,0.36820950,1.11163508,1.37399342,0.03433367,1.47836558
-5.07553777,3.82393055,0.01358910,0.67074008,0.48285232,0.37281492,1.12236562,1.41723279,0.03491791,1.47640690
-5.06953477,3.89408853,0.01380795,0.70000269,0.48497341,0.37802018,1.13589308,1.46376556,0.03552234,1.47575097
-5.06353177,3.96976255,0.01404752,0.73121975,0.48693660,0.38372084,1.15191060,1.51289601,0.03613081,1.47589132
-5.05752876,4.04936003,0.01430594,0.76394057,0.48860200,0.38982146,1.17005658,1.56390039,0.03672759,1.47634942
-5.05152576,4.13130688,0.01458146,0.79767959,0.48985525,0.39623817,1.18992538,1.61604188,0.03729776,1.47669119
-5.04552276,4.21408749,0.01487246,0.83192722,0.49061094,0.40290055,1.21107985,1.66858612,0.03782761,1.47654204
-5.03951976,4.29628236,0.01517754,0.86616163,0.49081484,0.40975282,1.23306515,1.72081676,0.03830513,1.47559964
-5.03351676,4.37660182,0.01549557,0.89986110,0.49044493,0.41675444,1.25542343,1.77205064,0.03872035,1.47364395
-5.02751376,4.45391500,0.01582569,0.93251674,0.48951113,0.42387981,1.27770853,1.82165201,0.03906567,1.47054389
-5.02151076,4.52727286,0.01616739,0.96364497,0.48805380,0.43111740,1.29950032,1.86904559,0.03933610,1.46626056
-5.01550775,4.59592470,0.01652048,0.99279968,0.48614099,0.43846816,1.32041791,1.91372798,0.03952946,1.46084662
-5.00950475,4.65932794,0.01688512,1.01958346,0.48386466,0.44594342,1.34013134,1.95527706,0.03964638,1.45444203
-5.00350175,4.71715085,0.01726176,1.04365761,0.48133602,0.45356235,1.35837121,1.99335936,0.03969032,1.44726633
-4.99749875,4.76926880,0.01765114,1.06475062,0.47868015,0.46134919,1.37493588,2.02773505,0.03966737,1.43960781
-4.99149575,4.81575443,0.01805419,1.08266490,0.47603022,0.46933044,1.38969608,2.05826065,0.03958605,1.43181027
-4.98549275,4.85686253,0.01847202,1.09728133,0.47352158,0.47753215,1.40259681,2.08488942,0.03945697,1.42425781
-4.97948974,4.89301084,0.01890579,1.10856169,0.47128595,0.48597748,1.41365645,2.10766947,0.03929245,1.41735867
-4.97348674,4.92475765,0.01935670,1.11654875,0.46944611,0.49468486,1.42296335,2.12673997,0.03910609,1.41152873
-4.96748374,4.95277754,0.01982586,1.12136401,0.46811120,0.50366665,1.43066998,2.14232532,0.03891234,1.40717563
-4.96148074,4.97783640,0.02031430,1.12320323,0.46737296,0.51292868,1.43698514,2.15472792,0.03872601,1.40468404
-4.95547774,5.00076660,0.02082284,1.12232986,0.46730305,0.52247044,1.44216442,2.16431939,0.03856189,1.40440293
-4.94947474,5.02244346,0.02135211,1.11906650,0.46795159,0.53228619,1.44649951,2.17153082,0.03843430,1.40663527
-4.94347174,5.04376342,0.02190248,1.11378476,0.46934692,0.54236671,1.45030672,2.17684207,0.03835682,1.41163037
-4.93746873,5.06562449,0.02247408,1.10689389,0.47149660,0.55270177,1.45391510,2.18077047,0.03834195,1.41957933
-4.93146573,5.08890916,0.02306674,1.09882831,0.47438952,0.56328293,1.45765476,2.18385897,0.03840093,1.43061329
-4.92546273,5.11446964,0.02368004,1.09003471,0.47799905,0.57410670,1.46184554,2.18666410,0.03854360,1.44480446
-4.91945973,5.14311520,0.02431329,1.08095890,0.48228688,0.58517754,1.46678649,2.18974374,0.03877829,1.46216958
-4.91345673,5.17560129,0.02496551,1.07203287,0.48720740,0.59651071,1.47274650,2.19364482,0.03911181,1.48267530
-4.90745373,5.21261978,0.02563546,1.06366251,0.49271227,0.60813443,1.47995606,2.19889126,0.03954946,1.50624499
-4.90145073,5.25478991,0.02632161,1.05621621,0.49875494,0.62009127,1.48860055,2.20597211,0.04009503,1.53276635
-4.89544772,5.30264936,0.02702212,1.05001473,0.50529473,0.63243856,1.49881495,2.21533011,0.04075088,1.56209919
-4.88944472,5.35664506,0.02773484,1.04532262,0.51230032,0.64524749,1.51068020,2.22735092,0.04151797,1.59408282
-4.88344172,5.41712355,0.02845723,1.04234134,0.51975223,0.65860100,1.52422105,2.24235306,0.04239584,1.62854262
-4.87743872,5.48432061,0.02918639,1.04120438,0.52764442,0.67259031,1.53940545,2.26057902,0.04338268,1.66529526
-4.87143572,5.55835056,0.02991898,1.04197432,0.53598448,0.68731028,1.55614547,2.28218759,0.04447523,1.70415233
-4.86543272,5.63919536,0.03065117,1.04464200,0.54479280,0.70285361,1.57429956,2.30724779,0.04566874,1.74492226
-4.85942971,5.72669412,0.03137870,1.04912776,0.55410042,0.71930427,1.59367612,2.33573463,0.04695688,1.78741056
-4.85342671,5.82053374,0.03209680,1.05528461,0.56394584,0.73673040,1.61403826,2.36752693,0.04833160,1.83141830
-4.84742371,5.92024140,0.03280024,1.06290334,0.57437094,0.75517709,1.63510959,2.40240751,0.04978302,1.87673940
-4.84142071,6.02517982,0.03348337,1.07171925,0.58541618,0.77465946,1.65658094,2.44006573,0.05129932,1.92315669
-4.83541771,6.13454608,0.03414018,1.08142035,0.59711539,0.79515641,1.67811780,2.48010270,0.05286663,1.97043756
-4.82941471,6.24737477,0.03476440,1.09165674,0.60949055,0.81660561,1.69936829,2.52203895,0.05446900,2.01832924
-4.82341171,6.36254602,0.03534963,1.10205092,0.62254661,0.83889990,1.71997152,2.56532463,0.05608842,2.06655457
-4.81740870,6.47879896,0.03588947,1.11220861,0.63626697,0.86188571,1.73956613,2.60935201,0.05770491,2.11480839
-4.81140570,6.59475056,0.03637770,1.12172994,0.65060966,0.88536342,1.75779865,2.65347000,0.05929671,2.16275512
-4.80540270,6.70891992,0.03680847,1.13022044,0.66550458,0.90909006,1.77433174,2.69700031,0.06084061,2.21002788
-4.79939970,6.81975759,0.03717646,1.13730176,0.68085195,0.93278423,1.78885178,2.73925485,0.06231229,2.25622926
-4.79339670,6.92567916,0.03747712,1.14262167,0.69652213,0.95613316,1.80107588,2.77955384,0.06368687,2.30093405
-4.78739370,7.02510232,0.03770681,1.14586311,0.71235681,0.97880176,1.81075796,2.81724404,0.06493949,2.34369379
-4.78139070,7.11648622,0.03786297,1.14675215,0.72817163,1.00044313,1.81769378,2.85171657,0.06604591,2.38404329
-4.77538769,7.19837182,0.03794430,1.14506452,0.74376009,1.02071036,1.82172497,2.88242369,0.06698329,2.42150877
-4.76938469,7.26942184,0.03795087,1.14063077,0.75889871,1.03926889,1.82274170,2.90889404,0.06773087,2.45561749
-4.76338169,7.32845881,0.03788416,1.13333972,0.77335307,1.05580889,1.82068424,2.93074577,0.06827067,2.48590845
-4.75737869,7.37449984,0.03774716,1.12314048,0.78688467,1.07005721,1.81554325,2.94769706,0.06858816,2.51194392
-4.75137569,7.40678666,0.03754438,1.11004275,0.79925826,1.08178814,1.80735896,2.95957379,0.06867281,2.53332120
-4.74537269,7.42480985,0.03728177,1.09411560,0.81024923,1.09083264,1.79621922,2.96631387,0.06851859,2.54968431
-4.73936968,7.42832607,0.03696667,1.07548484,0.81965100,1.09708533,1.78225664,2.96796826,0.06812425,2.56073511
-4.73336668,7.41736763,0.03660770,1.05432904,0.82728187,1.10050918,1.76564491,2.96469842,0.06749349,2.56624339
-4.72736368,7.39224389,0.03621460,1.03087438,0.83299118,1.10113740,1.74659444,2.95677034,0.06663495,2.56605564
-4.72136068,7.35353425,0.03579799,1.00538849,0.83666456,1.09907257,1.72534746,2.94454526,0.06556201,2.56010198
-4.71535768,7.30207294,0.03536923,0.97817349,0.83822792,1.09448300,1.70217280,2.92846742,0.06429245,2.54840123
-4.70935468,7.23892591,0.03494007,0.94955850,0.83765024,1.08759644,1.67736035,2.90904913,0.06284787,2.53106354
-4.70335168,7.16536081,0.03452242,0.91989160,0.83494482,1.07869158,1.65121547,2.88685370,0.06125305,2.50829087
-4.69734867,7.08281082,0.03412805,0.88953180,0.83016920,1.06808751,1.62405338,2.86247684,0.05953519,2.48037483
-4.69134567,6.99283387,0.03376825,0.85884085,0.82342359,1.05613191,1.59619363,2.83652712,0.05772302,2.44769231
-4.68534267,6.89706848,0.03345359,0.82817536,0.81484793,1.04318830,1.56795480,2.80960614,0.05584592,2.41069870
-4.67933967,6.79718808,0.03319354,0.79787930,0.80461779,1.02962308,1.53964943,2.78228934,0.05393302,2.36991906
-4.67333667,6.69485517,0.03299623,0.76827707,0.79293919,1.01579289,1.51157933,2.75510789,0.05201235,2.32593745
-4.66733367,6.59167736,0.03286823,0.73966722,0.78004260,1.00203288,1.48403123,2.72853260,0.05011006,2.27938476
-4.66133067,6.48916661,0.03281426,0.71231712,0.76617634,0.98864633,1.45727297,2.70296037,0.04824974,2.23092539
-4.65532766,6.38870317,0.03283708,0.68645848,0.75159966,0.97589610,1.43155018,2.67870370,0.04645183,2.18124318
-4.64932466,6.29150560,0.03293737,0.66228403,0.73657576,0.96399823,1.40708357,2.65598380,0.04473331,2.13102697
-4.64332166,6.19860767,0.03311364,0.63994517,0.72136493,0.95311779,1.38406672,2.63492749,0.04310739,2.08095639
