energy_ev,total_up,S_s_up,S_p_up,Si_p_up,Si_d_up,Ti_p_up,Ti_d_up
-6.00000000,5.09635925,0.03795066,3.11267945,0.05252852,0.00000000,3.36151967,0.96511271
-5.99399700,4.95123302,0.03670687,3.02586774,0.05075014,0.00000000,3.26449438,0.94547965
-5.98799400,4.80728867,0.03556060,2.94047058,0.04909245,0.00000000,3.16685025,0.92705646
-5.98199100,4.66692723,0.03453286,2.85786772,0.04758151,0.00000000,3.07026370,0.91026367
-5.97598799,4.53247940,0.03364324,2.77939272,0.04624138,0.00000000,2.97637638,0.89550095
-5.96998499,4.40614603,0.03290940,2.70630042,0.04509351,0.00000000,2.88674742,0.88313839
-5.96398199,4.28994187,0.03234668,2.63973612,0.04415613,0.00000000,2.80280828,0.87350829
-5.95797899,4.18564444,0.03196766,2.58070759,0.04344371,0.00000000,2.72582202,0.86689741
-5.95197599,4.09474986,0.03178179,2.53006058,0.04296649,0.00000000,2.65684846,0.86354009
-5.94597299,4.01843682,0.03179515,2.48845881,0.04273009,0.00000000,2.59671654,0.86361224
-5.93996998,3.95754011,0.03201016,2.45636900,0.04273527,0.00000000,2.54600476,0.86722656
-5.93396698,3.91253424,0.03242543,2.43405133,0.04297776,0.00000000,2.50503036,0.87442900
-5.92796398,3.88352782,0.03303576,2.42155574,0.04344829,0.00000000,2.47384740,0.88519680
-5.92196098,3.87026859,0.03383210,2.41872409,0.04413273,0.00000000,2.45225361,0.89943800
-5.91595798,3.87215888,0.03480173,2.42519809,0.04501241,0.00000000,2.43980545,0.91699285
-5.90995498,3.88828086,0.03592846,2.44043270,0.04606456,0.00000000,2.43584055,0.93763684
-5.90395198,3.91743043,0.03719302,2.46371458,0.04726288,0.00000000,2.43950640,0.96108554
-5.89794897,3.95815858,0.03857340,2.49418476,0.04857826,0.00000000,2.44979397,0.98700119
-5.89194597,4.00881851,0.04004546,2.53086496,0.04997959,0.00000000,2.46557472,1.01500073
-5.88594297,4.06761683,0.04158344,2.57268638,0.05143459,0.00000000,2.48563947,1.04466527
-5.87993997,4.13266690,0.04316063,2.61852008,0.05291070,0.00000000,2.50873756,1.07555052
-5.87393697,4.20204242,0.04475004,2.66720781,0.05437602,0.00000000,2.53361483,1.10719800
-5.86793397,4.27382933,0.04632510,2.71759225,0.05580014,0.00000000,2.55904900,1.13914647
-5.86193097,4.34617421,0.04786032,2.76854558,0.05715494,0.00000000,2.58388139,1.17094336
-5.85592796,4.41732780,0.04933192,2.81899543,0.05841529,0.00000000,2.60704403,1.20215554
-5.84992496,4.48568215,0.05071845,2.86794752,0.05955959,0.00000000,2.62758150,1.23237921
-5.84392196,4.54980054,0.05200122,2.91450421,0.06057028,0.00000000,2.64466723,1.26124843
-5.83791896,4.60843955,0.05316477,2.95787857,0.06143403,0.00000000,2.65761414,1.28844198
-5.83191596,4.66056311,0.05419711,2.99740387,0.06214195,0.00000000,2.66587991,1.31368836
-5.82591296,4.70534865,0.05508985,3.03253833,0.06268947,0.00000000,2.66906718,1.33676869
-5.81990995,4.74218585,0.05583831,3.06286545,0.06307627,0.00000000,2.66691953,1.35751761
-5.81390695,4.77066878,0.05644130,3.08809030,0.06330589,0.00000000,2.65931386,1.37582210
-5.80790395,4.79058258,0.05690101,3.10803232,0.06338540,0.00000000,2.64624999,1.39161840
-5.80190095,4.80188573,0.05722259,3.12261532,0.06332489,0.00000000,2.62783853,1.40488738
-5.79589795,4.80468927,0.05741376,3.13185546,0.06313696,0.00000000,2.60428763,1.41564857
-5.78989495,4.79923428,0.05748429,3.13584789,0.06283614,0.00000000,2.57588942,1.42395326
-5.78389195,4.78586869,0.05744549,3.13475295,0.06243837,0.00000000,2.54300685,1.42987708
-5.77788894,4.76502468,0.05730957,3.12878247,0.06196043,0.00000000,2.50606110,1.43351255
-5.77188594,4.73719745,0.05708910,3.11818691,0.06141943,0.00000000,2.46552014,1.43496181
-5.76588294,4.70292599,0.05679649,3.10324364,0.06083240,0.00000000,2.42188829,1.43433014
-5.75987994,4.66277640,0.05644342,3.08424694,0.06021585,0.00000000,2.37569687,1.43172044
-5.75387694,4.61732795,0.05604044,3.06149965,0.05958544,0.00000000,2.32749577,1.42722888
-5.74787394,4.56716179,0.05559659,3.03530677,0.05895569,0.00000000,2.27784552,1.42094199
-5.74187094,4.51285236,0.05511918,3.00597076,0.05833978,0.00000000,2.22730981,1.41293523
-5.73586793,4.45496101,0.05461358,2.97378857,0.05774936,0.00000000,2.17644791,1.40327295
