energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,4.12926957,0.02448596,0.48978364,0.91907429,0.75452555,1.84787317,0.00000000,0.89244058,1.04245657
-5.99399700,4.13526326,0.02429413,0.49523066,0.91990448,0.75262421,1.84416032,0.00000000,0.88985824,1.05493076
-5.98799400,4.13595328,0.02400664,0.50057126,0.92107892,0.74869144,1.83720150,0.00000000,0.88729794,1.06727005
-5.98199100,4.13269079,0.02363863,0.50593056,0.92301495,0.74306655,1.82765428,0.00000000,0.88522723,1.07977469
-5.97598799,4.12709433,0.02320813,0.51143981,0.92619124,0.73616614,1.81633773,0.00000000,0.88414386,1.09276398
-5.96998499,4.12099459,0.02273557,0.51723093,0.93113077,0.72847118,1.80420563,0.00000000,0.88456096,1.10656367
-5.96398199,4.11637029,0.02224332,0.52343053,0.93838186,0.72051183,1.79231463,0.00000000,0.88699082,1.12149213
-5.95797899,4.11527747,0.02175508,0.53015367,0.94849784,0.71285053,1.78178875,0.00000000,0.89192775,1.13784598
-5.95197599,4.11977493,0.02129529,0.53749762,0.96201615,0.70606388,1.77378133,0.00000000,0.89983068,1.15588560
-5.94597299,4.13184857,0.02088851,0.54553601,0.97943737,0.70072408,1.76943576,0.00000000,0.91110601,1.17582143
-5.93996998,4.15333753,0.02055881,0.55431358,1.00120500,0.69738056,1.76984642,0.00000000,0.92609152,1.19780159
-5.93396698,4.18586494,0.02032919,0.56384199,1.02768663,0.69654226,1.77602107,0.00000000,0.94504192,1.22190161
-5.92796398,4.23077582,0.02022098,0.57409676,1.05915714,0.69866145,1.78884600,0.00000000,0.96811666,1.24811683
-5.92196098,4.28908449,0.02025340,0.58501584,1.09578449,0.70411927,1.80905494,0.00000000,0.99537055,1.27635789
-5.91595798,4.36143322,0.02044304,0.59649969,1.13761853,0.71321365,1.83720287,0.00000000,1.02674765,1.30644976
-5.90995498,4.44806367,0.02080350,0.60841310,1.18458332,0.72614995,1.87364526,0.00000000,1.06207874,1.33813434
-5.90395198,4.54880175,0.02134506,0.62058869,1.23647316,0.74303432,1.91852343,0.00000000,1.10108244,1.37107659
-5.89794897,4.66305628,0.02207437,0.63283198,1.29295247,0.76387031,1.97175640,0.00000000,1.14337018,1.40487399
-5.89194597,4.78983116,0.02299428,0.64492776,1.35355958,0.78855835,2.03303917,0.00000000,1.18845461,1.43906889
-5.88594297,4.92775009,0.02410369,0.65664753,1.41771432,0.81689836,2.10184744,0.00000000,1.23576141,1.47316311
-5.87993997,5.07509278,0.02539749,0.66775764,1.48472912,0.84859505,2.17744852,0.00000000,1.28464385,1.50663406
-5.87393697,5.22984071,0.02686650,0.67802767,1.55382336,0.88326588,2.25891779,0.00000000,1.33439961,1.53895162
-5.86793397,5.38973064,0.02849759,0.68723869,1.62414046,0.92045114,2.34516016,0.00000000,1.38428925,1.56959490
-5.86193097,5.55231366,0.03027379,0.69519095,1.69476714,0.95962595,2.43493580,0.00000000,1.43355553,1.59806807
-5.85592796,5.71501747,0.03217451,0.70171062,1.76475438,1.00021356,2.52688926,0.00000000,1.48144292,1.62391451
-5.84992496,5.87520980,0.03417580,0.70665525,1.83313926,1.04159960,2.61958110,0.00000000,1.52721660,1.64672868
-5.84392196,6.03026086,0.03625076,0.70991768,1.89896720,1.08314681,2.71152104,0.00000000,1.57018027,1.66616518
-5.83791896,6.17760286,0.03837000,0.71142830,1.96131380,1.12420974,2.80120186,0.00000000,1.60969218,1.68194485
-5.83191596,6.31478524,0.04050214,0.71115550,2.01930577,1.16414907,2.88713305,0.00000000,1.64517900,1.69385768
-5.82591296,6.43952418,0.04261450,0.70910453,2.07214031,1.20234506,2.96787343,0.00000000,1.67614710,1.70176272
-5.81990995,6.54974569,0.04467373,0.70531470,2.11910246,1.23821001,3.04206202,0.00000000,1.70219119,1.70558535
-5.81390695,6.64362164,0.04664665,0.69985541,2.15958001,1.27119931,3.10844649,0.00000000,1.72300005,1.70531225
-5.80790395,6.71959861,0.04850096,0.69282103,2.19307567,1.30082098,3.16590864,0.00000000,1.73835963,1.70098468
-5.80190095,6.77641963,0.05020616,0.68432530,2.21921612,1.32664368,3.21348638,0.00000000,1.74815351,1.69269078
-5.79589795,6.81313918,0.05173430,0.67449541,2.23775803,1.34830302,3.25039203,0.00000000,1.75236109,1.68055745
-5.78989495,6.82913185,0.05306080,0.66346613,2.24859074,1.36550643,3.27602641,0.00000000,1.75105381,1.66474243
-5.78389195,6.82409529,0.05416516,0.65137458,2.25173581,1.37803644,3.28998876,0.00000000,1.74438962,1.64542721
-5.77788894,6.79804808,0.05503160,0.63835554,2.24734352,1.38575277,3.29208231,0.00000000,1.73260623,1.62281108
-5.77188594,6.75132298,0.05564957,0.62453792,2.23568639,1.38859309,3.28231549,0.00000000,1.71601333,1.59710670
-5.76588294,6.68455615,0.05601404,0.61004223,2.21715011,1.38657295,3.26089884,0.00000000,1.69498416,1.56853723
-5.75987994,6.59867264,0.05612575,0.59497925,2.19222208,1.37978463,3.22823773,0.00000000,1.66994656,1.53733502
