energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.86793397,2.47057452,0.07956973,0.01207249,0.81383409,0.89813157,0.02492118,1.55798702,0.53392371,0.11175976
-5.86193097,2.43979812,0.07842411,0.01193580,0.79699543,0.89665713,0.02420232,1.53667208,0.51892637,0.10929774
-5.85592796,2.40599582,0.07699822,0.01179502,0.77952281,0.89425185,0.02342413,1.51342621,0.50291884,0.10672216
-5.84992496,2.36966963,0.07531165,0.01165327,0.76155845,0.89106417,0.02259660,1.48857867,0.48608036,0.10406032
-5.84392196,2.33140755,0.07338888,0.01151350,0.74326292,0.88727449,0.02173101,1.46251358,0.46861091,0.10134205
-5.83791896,2.29186468,0.07125894,0.01137832,0.72481072,0.88308841,0.02083970,1.43565745,0.45072723,0.09859858
-5.83191596,2.25174213,0.06895507,0.01124998,0.70638564,0.87872882,0.01993566,1.40846549,0.43265864,0.09586144
-5.82591296,2.21176458,0.06651424,0.01113022,0.68817615,0.87442712,0.01903223,1.38140699,0.41464271,0.09316128
-5.81990995,2.17265721,0.06397662,0.01102026,0.67037082,0.87041387,0.01814274,1.35495040,0.39692086,0.09052686
-5.81390695,2.13512285,0.06138486,0.01092079,0.65315415,0.86690913,0.01728021,1.32954871,0.37973395,0.08798410
-5.80790395,2.09982010,0.05878342,0.01083193,0.63670269,0.86411307,0.01645707,1.30562558,0.36331797,0.08555531
-5.80190095,2.06734316,0.05621765,0.01075334,0.62118182,0.86219689,0.01568489,1.28356272,0.34789962,0.08325863
-5.79589795,2.03820416,0.05373293,0.01068423,0.60674299,0.86129482,0.01497421,1.26368902,0.33369224,0.08110763
-5.78989495,2.01281854,0.05137364,0.01062349,0.59352167,0.86149724,0.01433436,1.24627174,0.32089171,0.07911126
-5.78389195,1.99149401,0.04918218,0.01056976,0.58163590,0.86284557,0.01377334,1.23151013,0.30967270,0.07727389
-5.77788894,1.97442348,0.04719796,0.01052157,0.57118541,0.86532898,0.01329775,1.21953162,0.30018513,0.07559563
-5.77188594,1.96168229,0.04545639,0.01047743,0.56225123,0.86888338,0.01291271,1.21039076,0.29255105,0.07407286
-5.76588294,1.95322968,0.04398796,0.01043596,0.55489586,0.87339274,0.01262190,1.20407077,0.28686191,0.07269886
-5.75987994,1.94891460,0.04281742,0.01039595,0.54916368,0.87869276,0.01242752,1.20048788,0.28317631,0.07146459
-5.75387694,1.94848552,0.04196308,0.01035649,0.54508165,0.88457702,0.01233034,1.19949785,0.28151840,0.07035955
-5.74787394,1.95160392,0.04143629,0.01031697,0.54266030,0.89080521,0.01232971,1.20090486,0.28187688,0.06937269
-5.74187094,1.95786082,0.04124108,0.01027715,0.54189466,0.89711335,0.01242363,1.20447188,0.28420474,0.06849321
-5.73586793,1.96679579,0.04137399,0.01023716,0.54276534,0.90322550,0.01260877,1.20993258,0.28841978,0.06771145
-5.72986493,1.97791751,0.04182418,0.01019745,0.54523960,0.90886638,0.01288058,1.21700377,0.29440588,0.06701959
-5.72386193,1.99072518,0.04257366,0.01015881,0.54927241,0.91377456,0.01323329,1.22539835,0.30201519,0.06641223
-5.71785893,2.00472971,0.04359780,0.01012225,0.55480752,0.91771530,0.01366004,1.23483771,0.31107102,0.06588685
-5.71185593,2.01947381,0.04486596,0.01008894,0.56177851,0.92049261,0.01415293,1.24506351,0.32137159,0.06544409
-5.70585293,2.03455030,0.04634239,0.01006018,0.57010993,0.92195971,0.01470312,1.25584807,0.33269437,0.06508784
-5.69984992,2.04961752,0.04798716,0.01003724,0.57971858,0.92202752,0.01530097,1.26700296,0.34480110,0.06482519
-5.69384692,2.06441157,0.04975725,0.01002135,0.59051487,0.92067051,0.01593614,1.27838567,0.35744325,0.06466617
-5.68784392,2.07875464,0.05160768,0.01001360,0.60240438,0.91792969,0.01659781,1.28990381,0.37036773,0.06462336
-5.68184092,2.09255922,0.05349272,0.01001490,0.61528970,0.91391240,0.01727478,1.30151703,0.38332285,0.06471135
-5.67583792,2.10582823,0.05536696,0.01002592,0.62907245,0.90878902,0.01795572,1.31323647,0.39606412,0.06494616
-5.66983492,2.11865111,0.05718647,0.01004714,0.64365555,0.90278663,0.01862938,1.32512192,0.40835993,0.06534451
-5.66383192,2.13119621,0.05890973,0.01007880,0.65894570,0.89617994,0.01928481,1.33727705,0.41999675,0.06592313
-5.65782891,2.14370022,0.06049857,0.01012095,0.67485608,0.88928001,0.01991159,1.34984291,0.43078383,0.06669806
-5.65182591,2.15645513,0.06191886,0.01017351,0.69130911,0.88242130,0.02050008,1.36299032,0.44055717,0.06768399
-5.64582291,2.16979374,0.06314109,0.01023634,0.70823931,0.87594772,0.02104164,1.37691146,0.44918273,0.06889367
-5.63981991,2.18407447,0.06414078,0.01030929,0.72559607,0.87019846,0.02152882,1.39181132,0.45655871,0.07033749
-5.63381691,2.19966635,0.06489872,0.01039230,0.74334631,0.86549438,0.02195560,1.40789943,0.46261695,0.07202313
-5.62781391,2.21693512,0.06540107,0.01048547,0.76147679,0.86212544,0.02231751,1.42538232,0.46732346,0.07395538
-5.62181091,2.23623090,0.06563931,0.01058917,0.77999611,0.86034008,0.02261179,1.44445708,0.47067800,0.07613615
-5.61580790,2.25787813,0.06561003,0.01070405,0.79893605,0.86033678,0.02283745,1.46530624,0.47271286,0.07856453
-5.60980490,2.28216790,0.06531469,0.01083112,0.81835232,0.86225831,0.02299536,1.48809402,0.47349095,0.08123711
-5.60380190,2.30935288,0.06475927,0.01097176,0.83832436,0.86618867,0.02308820,1.51296405,0.47310316,0.08414826
-5.59779890,2.33964447,0.06395382,0.01112773,0.85895419,0.87215288,0.02312045,1.54003816,0.47166522,0.08729056
-5.59179590,2.37321189,0.06291207,0.01130111,0.88036415,0.88011924,0.02309828,1.56941609,0.46931407,0.09065523
-5.58579290,2.41018265,0.06165093,0.01149428,0.90269331,0.89000391,0.02302941,1.60117569,0.46620388,0.09423250
-5.57978989,2.45064349,0.06019005,0.01170976,0.92609262,0.90167721,0.02292290,1.63537301,0.46250179,0.09801193
-5.57378689,2.49464131,0.05855138,0.01195017,0.95071869,0.91497109,0.02278894,1.67204191,0.45838345,0.10198259
-5.56778389,2.54218304,0.05675870,0.01221800,0.97672621,0.92968734,0.02263855,1.71119275,0.45402843,0.10613310
-5.56178089,2.59323405,0.05483720,0.01251548,1.00425920,0.94560570,0.02248327,1.75280964,0.44961553,0.11045147
-5.55577789,2.64771455,0.05281305,0.01284440,1.03344123,0.96249153,0.02233480,1.79684625,0.44531819,0.11492478
-5.54977489,2.70549370,0.05071302,0.01320589,1.06436494,0.98010249,0.02220463,1.84321991,0.44129987,0.11953862
-5.54377189,2.76638156,0.04856407,0.01360024,1.09708120,0.99819390,0.02210370,1.89180432,0.43770970,0.12427641
-5.53776888,2.83011933,0.04639290,0.01402672,1.13158849,1.01652260,0.02204194,1.94242114,0.43467836,0.12911863
-5.53176588,2.89636840,0.04422565,0.01448341,1.16782298,1.03484924,0.02202796,1.99483103,0.43231437,0.13404193
-5.52576288,2.96469927,0.04208742,0.01496711,1.20564991,1.05293913,0.02206869,2.04872491,0.43070090,0.13901828
-5.51975988,3.03458147,0.04000194,0.01547321,1.24485694,1.07056185,0.02216903,2.10371627,0.42989321,0.14401425
-5.51375688,3.10537571,0.03799120,0.01599569,1.28515003,1.08749004,0.02233168,2.15933551,0.42991690,0.14899043
-5.50775388,3.17632960,0.03607510,0.01652711,1.32615242,1.10349771,0.02255686,2.21502706,0.43076705,0.15390106
-5.50175088,3.24657803,0.03427117,0.01705876,1.36740708,1.11835856,0.02284226,2.27015034,0.43240836,0.15869412
-5.49574787,3.31514931,0.03259430,0.01758075,1.40838289,1.13184480,0.02318304,2.32398495,0.43477631,0.16331165
-5.48974487,3.38097755,0.03105658,0.01808228,1.44848477,1.14372682,0.02357185,2.37574071,0.43777944,0.16769053
-5.48374187,3.44292167,0.02966713,0.01855189,1.48706738,1.15377405,0.02399903,2.42457246,0.44130267,0.17176373
-5.47773887,3.49979084,0.02843213,0.01897778,1.52345225,1.16175720,0.02445289,2.46959964,0.44521150,0.17546185
-5.47173587,3.55037557,0.02735478,0.01934821,1.55694773,1.16745193,0.02492005,2.50992987,0.44935709,0.17871504
-5.46573287,3.59348342,0.02643549,0.01965184,1.58687087,1.17064395,0.02538586,2.54468573,0.45358193,0.18145521
-5.45972986,3.62797790,0.02567201,0.01987817,1.61257050,1.17113516,0.02583492,2.57303373,0.45772583,0.18361834
-5.45372686,3.65281851,0.02505978,0.02001792,1.63345027,1.16875073,0.02625157,2.59421390,0.46163215,0.18514692
-5.44772386,3.66710022,0.02459220,0.02006337,1.64899078,1.16334645,0.02662045,2.60756868,0.46515373,0.18599220
-5.44172086,3.67009007,0.02426103,0.02000866,1.65876960,1.15481607,0.02692706,2.61256959,0.46815856,0.18611636
-5.43571786,3.66125921,0.02405685,0.01985010,1.66247826,1.14309795,0.02715824,2.60884024,0.47053464,0.18549429
-5.42971486,3.64030836,0.02396944,0.01958628,1.65993543,1.12818075,0.02730270,2.59617449,0.47219415,0.18411500
-5.42371186,3.60718561,0.02398829,0.01921823,1.65109568,1.11010749,0.02735133,2.57454882,0.47307650,0.18198248
-5.41770885,3.56209544,0.02410302,0.01874936,1.63605336,1.08897786,0.02729762,2.54412824,0.47315035,0.17911610
-5.41170585,3.50549867,0.02430377,0.01818543,1.61504166,1.06494856,0.02713777,2.50526552,0.47241460,0.17555040
-5.40570285,3.43810332,0.02458167,0.01753437,1.58842698,1.03823146,0.02687092,2.45849389,0.47089818,0.17133431
-5.39969985,3.36084715,0.02492909,0.01680606,1.55669883,1.00908979,0.02649907,2.40451360,0.46865900,0.16652995
-5.39369685,3.27487276,0.02534002,0.01601198,1.52045629,0.97783251,0.02602705,2.34417330,0.46578206,0.16121090
-5.38769385,3.18149682,0.02581025,0.01516492,1.48039136,0.94480708,0.02546230,2.27844717,0.46237685,0.15546023
-5.38169085,3.08217495,0.02633755,0.01427857,1.43727046,0.91039116,0.02481467,2.20840904,0.45857427,0.14936819
-5.37568784,2.97846402,0.02692178,0.01336711,1.39191478,0.87498353,0.02409601,2.13520488,0.45452333,0.14302986
-5.36968484,2.87198375,0.02756487,0.01244486,1.34518048,0.83899466,0.02331984,2.06002476,0.45038753,0.13654274
-5.36368184,2.76437897,0.02827078,0.01152588,1.29793944,0.80283748,0.02250094,1.98407562,0.44634127,0.13000445
-5.35767884,2.65728417,0.02904533,0.01062365,1.25106135,0.76691861,0.02165485,1.90855564,0.44256631,0.12351058
-5.35167584,2.55229117,0.02989595,0.00975077,1.20539755,0.73163035,0.02079754,1.83463116,0.43924818,0.11715285
-5.34567284,2.45092082,0.03083137,0.00891872,1.16176685,0.69734376,0.01994487,1.76341642,0.43657274,0.11101747
-5.33966983,2.35459899,0.03186115,0.00813768,1.12094365,0.66440280,0.01911228,1.69595655,0.43472268,0.10518393
-5.33366683,2.26463685,0.03299523,0.00741644,1.08364806,0.63311970,0.01831438,1.63321364,0.43387406,0.09972399
-5.32766383,2.18221532,0.03424332,0.00676231,1.05053799,0.60377149,0.01756462,1.57605574,0.43419269,0.09470109
-5.32166083,2.10837301,0.03561428,0.00618109,1.02220283,0.57659756,0.01687505,1.52524842,0.43583045,0.09016994
-5.31565783,2.04399727,0.03711546,0.00567715,0.99915827,0.55179811,0.01625603,1.48144835,0.43892138,0.08617639
-5.30965483,1.98981749,0.03875200,0.00525348,0.98184202,0.52953335,0.01571608,1.44519845,0.44357770,0.08275741
-5.30365183,1.94640014,0.04052620,0.00491179,0.97060997,0.50992332,0.01526175,1.41692414,0.44988567,0.07994123
-5.29764882,1.91414494,0.04243682,0.00465259,0.96573249,0.49304798,0.01489748,1.39693026,0.45790152,0.07774754
-5.29164582,1.89328184,0.04447861,0.00447537,0.96739074,0.47894776,0.01462563,1.38539837,0.46764754,0.07618767
-5.28564282,1.88386855,0.04664179,0.00437867,0.97567283,0.46762416,0.01444637,1.38238431,0.47910841,0.07526479
-5.27963982,1.88578863,0.04891183,0.00436021,0.99056993,0.45904057,0.01435782,1.38781607,0.49222825,0.07497404
-5.27363682,1.89875035,0.05126921,0.00441696,1.01197252,0.45312321,0.01435605,1.40149202,0.50690822,0.07530264
-5.26763382,1.92228661,0.05368953,0.00454526,1.03966696,0.44976225,0.01443520,1.42307990,0.52300527,0.07622996
-5.26163082,1.95575640,0.05614374,0.00474084,1.07333289,0.44881320,0.01458767,1.45211685,0.54033194,0.07772748
-5.25562781,1.99834840,0.05859853,0.00499888,1.11254173,0.45009861,0.01480425,1.48801100,0.55865749,0.07975891
-5.24962481,2.04908717,0.06101705,0.00531404,1.15675690,0.45341017,0.01507435,1.53004502,0.57771050,0.08228021
-5.24362181,2.10684257,0.06335964,0.00568046,1.20533607,0.45851142,0.01538624,1.57738206,0.59718283,0.08523973
-5.23761881,2.17034280,0.06558489,0.00609179,1.25753600,0.46514092,0.01572733,1.62907458,0.61673508,0.08857850
-5.23161581,2.23819141,0.06765065,0.00654121,1.31252014,0.47301621,0.01608444,1.68407615,0.63600334,0.09223065
-5.22561281,2.30888838,0.06951530,0.00702144,1.36936938,0.48183835,0.01644410,1.74125662,0.65460708,0.09612402
-5.21960980,2.38085533,0.07113890,0.00752476,1.42709602,0.49129714,0.01679290,1.79942046,0.67215804,0.10018102
-5.21360680,2.45246455,0.07248442,0.00804310,1.48466083,0.50107699,0.01711774,1.85732828,0.68826972,0.10431971
-5.20760380,2.52207143,0.07351889,0.00856808,1.54099311,0.51086328,0.01740623,1.91372117,0.70256724,0.10845509
-5.20160080,2.58804958,0.07421444,0.00909113,1.59501344,0.52034916,0.01764688,1.96734734,0.71469728,0.11250068
-5.19559780,2.64882785,0.07454916,0.00960363,1.64565831,0.52924251,0.01782944,2.01699049,0.72433757,0.11637026
-5.18959480,2.70292819,0.07450784,0.01009701,1.69190632,0.53727306,0.01794514,2.06149902,0.73120587,0.11997973
-5.18359180,2.74900308,0.07408245,0.01056296,1.73280482,0.54419925,0.01798682,2.09981537,0.73506788,0.12324916
-5.17758879,2.78587146,0.07327237,0.01099363,1.76749627,0.54981473,0.01794916,2.13100423,0.73574395,0.12610481
-5.17158579,2.81255169,0.07208449,0.01138177,1.79524320,0.55395419,0.01782874,2.15427885,0.73311430,0.12848112
-5.16558279,2.82829019,0.07053293,0.01172093,1.81545083,0.55649837,0.01762407,2.16902422,0.72712259,0.13032256
-5.15957979,2.83258476,0.06863866,0.01200570,1.82768634,0.55737789,0.01733563,2.17481620,0.71777771,0.13158531
-5.15357679,2.82520123,0.06642888,0.01223178,1.83169392,0.55657582,0.01696577,2.17143571,0.70515370,0.13223861
-5.14757379,2.80618263,0.06393620,0.01239619,1.82740472,0.55412876,0.01651861,2.15887718,0.68938790,0.13226581
-5.14157079,2.77585040,0.06119777,0.01249732,1.81494125,0.55012635,0.01599987,2.13735082,0.67067725,0.13166492
-5.13556778,2.73479694,0.05825419,0.01253498,1.79461573,0.54470908,0.01541667,2.10727819,0.64927308,0.13044877
-5.12956478,2.68386996,0.05514852,0.01251045,1.76692242,0.53806459,0.01477729,2.06928134,0.62547429,0.12864469
-5.12356178,2.62414860,0.05192511,0.01242636,1.73252388,0.53042223,0.01409091,2.02416540,0.59961949,0.12629369
-5.11755878,2.55691233,0.04862860,0.01228668,1.69223185,0.52204637,0.01336736,1.97289549,0.57207804,0.12344918
-5.11155578,2.48360354,0.04530284,0.01209651,1.64698320,0.51322844,0.01261678,1.91656849,0.54324061,0.12017537
-5.10555278,2.40578533,0.04199000,0.01186196,1.59781206,0.50427806,0.01184942,1.85638089,0.51350923,0.11654521
-5.09954977,2.32509592,0.03872972,0.01158990,1.54581916,0.49551361,0.01107529,1.79359391,0.48328754,0.11263819
-5.09354677,2.24320168,0.03555843,0.01128774,1.49213961,0.48725259,0.01030399,1.72949719,0.45297117,0.10853791
-5.08754377,2.16175039,0.03250875,0.01096319,1.43791049,0.47980211,0.00954446,1.66537255,0.42293887,0.10432965
-5.08154077,2.08232669,0.02960905,0.01062406,1.38423950,0.47344993,0.00880482,1.60245929,0.39354444,0.10009794
-5.07553777,2.00641129,0.02688320,0.01027797,1.33217589,0.46845638,0.00809219,1.54192215,0.36510973,0.09592429
-5.06953477,1.93534543,0.02435036,0.00993219,1.28268473,0.46504749,0.00741262,1.48482329,0.33791896,0.09188518
-5.06353177,1.87030174,0.02202495,0.00959344,1.23662538,0.46340948,0.00677103,1.43209914,0.31221436,0.08805032
-5.05752876,1.81226239,0.01991672,0.00926779,1.19473487,0.46368487,0.00617113,1.38454268,0.28819327,0.08448124
-5.05152576,1.76200470,0.01803091,0.00896053,1.15761640,0.46597026,0.00561551,1.34279167,0.26600666,0.08123034
-5.04552276,1.72009460,0.01636851,0.00867612,1.12573307,0.47031570,0.00510563,1.30732276,0.24575904,0.07834026
-5.03951976,1.68688727,0.01492651,0.00841817,1.09940678,0.47672560,0.00464191,1.27845126,0.22750961,0.07584366
-5.03351676,1.66253442,0.01369834,0.00818948,1.07882167,0.48516105,0.00422382,1.25633611,0.21127467,0.07376335
-5.02751376,1.64699725,0.01267420,0.00799208,1.06403159,0.49554321,0.00385001,1.24098924,0.19703084,0.07211272
-5.02151076,1.64006383,0.01184151,0.00782728,1.05497084,0.50775757,0.00351842,1.23228846,0.18471922,0.07089639
-5.01550775,1.64136978,0.01118534,0.00769577,1.05146721,0.52165870,0.00322641,1.22999295,0.17425002,0.07011109
-5.00950475,1.65042076,0.01068887,0.00759770,1.05325656,0.53707533,0.00297092,1.23376030,0.16550766,0.06974657
-5.00350175,1.66661564,0.01033383,0.00753279,1.05999806,0.55381528,0.00274855,1.24316410,0.15835601,0.06978664
-4.99749875,1.68926929,0.01010093,0.00750037,1.07128927,0.57167018,0.00255575,1.25771131,0.15264369,0.07021013
-4.99149575,1.71763389,0.00997032,0.00749948,1.08668046,0.59041971,0.00238888,1.27685866,0.14820920,0.07099182
-4.98549275,1.75091831,0.00992199,0.00752889,1.10568775,0.60983523,0.00224434,1.30002750,0.14488583,0.07210327
-4.97948974,1.78830498,0.00993617,0.00758712,1.12780463,0.62968289,0.00211864,1.32661682,0.14250612,0.07351352
-4.97348674,1.82896410,0.00999374,0.00767247,1.15251180,0.64972601,0.00200848,1.35601422,0.14090595,0.07518966
-4.96748374,1.87206530,0.01007654,0.00778299,1.17928532,0.66972704,0.00191082,1.38760493,0.13992805,0.07709729
-4.96148074,1.91678696,0.01016774,0.00791648,1.20760315,0.68944915,0.00182291,1.42077895,0.13942497,0.07920089
-4.95547774,1.96232359,0.01025206,0.00807043,1.23695035,0.70865750,0.00174231,1.45493678,0.13926153,0.08146402
-4.94947474,2.00789172,0.01031604,0.00824201,1.26682325,0.72712059,0.00166693,1.48949375,0.13931661,0.08384958
-4.94347174,2.05273487,0.01034825,0.00842805,1.29673282,0.74461162,0.00159499,1.52388375,0.13948447,0.08631997
-4.93746873,2.09612792,0.01033936,0.00862500,1.32620756,0.76091018,0.00152510,1.55756232,0.13967543,0.08883722
-4.93146573,2.13738139,0.01028230,0.00882897,1.35479623,0.77580418,0.00145613,1.59000962,0.13981614,0.09136323
-4.92546273,2.17584594,0.01017217,0.00903573,1.38207047,0.78909230,0.00138730,1.62073346,0.13984929,0.09385998
-4.91945973,2.21091694,0.01000631,0.00924073,1.40762751,0.80058665,0.00131808,1.64927240,0.13973289,0.09628984
-4.91345673,2.24203953,0.00978411,0.00943921,1.43109293,0.81011586,0.00124820,1.67519905,0.13943925,0.09861588
-4.90745373,2.26871359,0.00950691,0.00962626,1.45212345,0.81752820,0.00117758,1.69812347,0.13895348,0.10080228
-4.90145073,2.29049873,0.00917777,0.00979693,1.47040963,0.82269480,0.00110633,1.71769641,0.13827187,0.10281476
-4.89544772,2.30701879,0.00880126,0.00994634,1.48567824,0.82551256,0.00103471,1.73361237,0.13739993,0.10462103
-4.88944472,2.31796553,0.00838315,0.01006981,1.49769429,0.82590673,0.00096307,1.74561205,0.13635037,0.10619124
-4.88344172,2.32310124,0.00793019,0.01016300,1.50626235,0.82383285,0.00089186,1.75348417,0.13514099,0.10749840
-4.87743872,2.32225998,0.00744972,0.01022202,1.51122722,0.81927791,0.00082154,1.75706630,0.13379257,0.10851879
-4.87143572,2.31534722,0.00694948,0.01024355,1.51247372,0.81226070,0.00075263,1.75624472,0.13232689,0.10923229
-4.86543272,2.30233785,0.00643725,0.01022495,1.50992566,0.80283113,0.00068560,1.75095322,0.13076482,0.10962260
-4.85942971,2.28327263,0.00592065,0.01016434,1.50354413,0.79106866,0.00062093,1.74117091,0.12912477,0.10967748
-4.85342671,2.25825316,0.00540690,0.01006065,1.49332495,0.77707983,0.00055903,1.72691913,0.12742128,0.10938876
-4.84742371,2.22743579,0.00490262,0.00991364,1.47929586,0.76099507,0.00050027,1.70825776,0.12566407,0.10875242
-4.84142071,2.19102477,0.00441369,0.00972394,1.46151332,0.74296484,0.00044494,1.68528105,0.12385738,0.10776843
-4.83541771,2.14926503,0.00394515,0.00949299,1.44005934,0.72315549,0.00039327,1.65811344,0.12199972,0.10644069
-4.82941471,2.10243510,0.00350114,0.00922303,1.41503859,0.70174488,0.00034542,1.62690547,0.12008400,0.10477678
-4.82341171,2.05084048,0.00308486,0.00891699,1.38657583,0.67891808,0.00030145,1.59183024,0.11809802,0.10278776
-4.81740870,1.99480794,0.00269862,0.00857842,1.35481401,0.65486341,0.00026139,1.55308042,0.11602529,0.10048785
-4.81140570,1.93468078,0.00234382,0.00821138,1.31991302,0.62976877,0.00022518,1.51086613,0.11384613,0.09789423
-4.80540270,1.87081549,0.00202107,0.00782033,1.28204912,0.60381875,0.00019272,1.46541357,0.11153898,0.09502670
-4.79939970,1.80357943,0.00173026,0.00740998,1.24141496,0.57719221,0.00016385,1.41696450,0.10908177,0.09190741
-4.79339670,1.73334976,0.00147067,0.00698522,1.19822011,0.55006065,0.00013838,1.36577632,0.10645350,0.08856059
-4.78739370,1.66051319,0.00124106,0.00655094,1.15269183,0.52258721,0.00011608,1.31212261,0.10363561,0.08501225
-4.78139070,1.58546631,0.00103978,0.00611195,1.10507590,0.49492622,0.00009673,1.25629381,0.10061333,0.08128996
-4.77538769,1.50861611,0.00086489,0.00567286,1.05563720,0.46722329,0.00008006,1.19859780,0.09737687,0.07742249
-4.76938469,1.43038033,0.00071425,0.00523800,1.00465979,0.43961565,0.00006581,1.13936005,0.09392228,0.07343957
-4.76338169,1.35118729,0.00058562,0.00481136,0.95244628,0.41223271,0.00005373,1.07892304,0.09025209,0.06937155
-4.75737869,1.27147483,0.00047670,0.00439648,0.89931628,0.38519671,0.00004356,1.01764485,0.08637561,0.06524910
-4.75137569,1.19168823,0.00038526,0.00399646,0.84560388,0.35862324,0.00003508,0.95589666,0.08230890,0.06110281
-4.74537269,1.11227691,0.00030912,0.00361392,0.79165408,0.33262157,0.00002805,0.89405909,0.07807442,0.05696287
-4.73936968,1.03368996,0.00024624,0.00325095,0.73781819,0.30729479,0.00002228,0.83251764,0.07370041,0.05285864
-4.73336668,0.95637052,0.00019475,0.00290919,0.68444848,0.28273957,0.00001757,0.77165698,0.06921995,0.04881829
-4.72736368,0.88074932,0.00015292,0.00258976,0.63189206,0.25904572,0.00001376,0.71185472,0.06466994,0.04486838
-4.72136068,0.80723763,0.00011921,0.00229336,0.58048451,0.23629546,0.00001070,0.65347463,0.06008984,0.04103348
-4.71535768,0.73621993,0.00009227,0.00202026,0.53054335,0.21456250,0.00000826,0.59685970,0.05552033,0.03733584
-4.70935468,0.66804680,0.00007090,0.00177036,0.48236173,0.19391103,0.00000634,0.54232556,0.05100208,0.03379508
-4.70335168,0.60302823,0.00005409,0.00154323,0.43620271,0.17439470,0.00000483,0.49015426,0.04657442,0.03042794
-4.69734867,0.54142796,0.00004097,0.00133817,0.39229431,0.15605570,0.00000365,0.44058903,0.04227424,0.02724808
-4.69134567,0.48345891,0.00003081,0.00115425,0.35082556,0.13892396,0.00000274,0.39383012,0.03813500,0.02426599
-4.68534267,0.42928012,0.00002300,0.00099035,0.31194383,0.12301663,0.00000204,0.35003189,0.03418590,0.02148893
-4.67933967,0.37899520,0.00001705,0.00084522,0.27575338,0.10833793,0.00000151,0.30930131,0.03045131,0.01892099
-4.67333667,0.33265249,0.00001255,0.00071753,0.24231527,0.09487920,0.00000111,0.27169795,0.02695040,0.01656324
-4.66733367,0.29024674,0.00000917,0.00060588,0.21164856,0.08261942,0.00000081,0.23723529,0.02369698,0.01441387
-4.66133067,0.25172231,0.00000665,0.00050886,0.18373263,0.07152599,0.00000059,0.20588337,0.02069954,0.01246847
-4.65532766,0.21697764,0.00000479,0.00042508,0.15851057,0.06155587,0.00000042,0.17757250,0.01796152,0.01072034
-4.64932466,0.18587073,0.00000342,0.00035317,0.13589335,0.05265688,0.00000030,0.15219790,0.01548165,0.00916082
-4.64332166,0.15822542,0.00000243,0.00029183,0.11576456,0.04476930,0.00000021,0.12962497,0.01325449,0.00777965
