energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.71785893,2.27723314,-2.27719783,0.01365841,-0.01365783,0.20659785,-0.20659647,0.47929186,-0.47928690,0.59784222,-0.59783279,0.04306304,-0.04306266,0.88341420,-0.88339677,0.14557750,-0.14557594,0.20142672,-0.20142442
-5.71185593,2.18814491,-2.18810899,0.01260334,-0.01260276,0.20216580,-0.20216443,0.47356009,-0.47355515,0.57153966,-0.57152995,0.04156544,-0.04156508,0.84720695,-0.84718933,0.14247737,-0.14247574,0.19218612,-0.19218369
-5.70585293,2.09886821,-2.09883219,0.01155987,-0.01155930,0.19774838,-0.19774702,0.46835148,-0.46834664,0.54499317,-0.54498334,0.04012385,-0.04012351,0.81116857,-0.81115100,0.13913245,-0.13913079,0.18271644,-0.18271393
-5.69984992,2.01081091,-2.01077529,0.01054398,-0.01054342,0.19341261,-0.19341129,0.46403672,-0.46403210,0.51859454,-0.51858473,0.03872900,-0.03872868,0.77590110,-0.77588382,0.13564807,-0.13564640,0.17313034,-0.17312777
-5.69384692,1.92543859,-1.92540387,0.00957024,-0.00956969,0.18924557,-0.18924430,0.46102252,-0.46101821,0.49274134,-0.49273171,0.03737749,-0.03737718,0.74202196,-0.74200519,0.13213726,-0.13213560,0.16354157,-0.16353898
-5.68784392,1.84424378,-1.84421042,0.00865163,-0.00865111,0.18535169,-0.18535048,0.45974179,-0.45973790,0.46782943,-0.46782011,0.03607140,-0.03607110,0.71015132,-0.71013527,0.12871872,-0.12871712,0.15406272,-0.15406015
-5.68184092,1.76871385,-1.76868229,0.00779946,-0.00779897,0.18184924,-0.18184812,0.46064206,-0.46063869,0.44424550,-0.44423663,0.03481775,-0.03481747,0.68089933,-0.68088420,0.12551458,-0.12551306,0.14480305,-0.14480054
-5.67583792,1.70029782,-1.70026848,0.00702329,-0.00702283,0.17886610,-0.17886509,0.46417203,-0.46416928,0.42235999,-0.42235169,0.03362776,-0.03362750,0.65485314,-0.65483911,0.12264783,-0.12264641,0.13586649,-0.13586406
-5.66983492,1.64037282,-1.64034604,0.00633099,-0.00633057,0.17653491,-0.17653403,0.47076684,-0.47076480,0.40252024,-0.40251260,0.03251597,-0.03251572,0.63256403,-0.63255125,0.12023959,-0.12023831,0.12734972,-0.12734740
-5.66383192,1.59021039,-1.59018650,0.00572880,-0.00572842,0.17498785,-0.17498713,0.48083218,-0.48083093,0.38504393,-0.38503707,0.03149922,-0.03149899,0.61453461,-0.61452322,0.11840620,-0.11840508,0.11934052,-0.11933833
-5.65782891,1.55094367,-1.55092292,0.00522146,-0.00522113,0.17435112,-0.17435058,0.49472793,-0.49472754,0.37021313,-0.37020710,0.03059565,-0.03059544,0.60120650,-0.60119659,0.11725622,-0.11725528,0.11191625,-0.11191420
-5.65182591,1.52353592,-1.52351852,0.00481232,-0.00481203,0.17473949,-0.17473915,0.51275174,-0.51275227,0.35826860,-0.35826347,0.02982359,-0.02982340,0.59294853,-0.59294019,0.11688732,-0.11688657,0.10514252,-0.10514064
-5.64582291,1.50875140,-1.50873748,0.00450352,-0.00450327,0.17625096,-0.17625084,0.53512345,-0.53512493,0.34940491,-0.34940073,0.02920053,-0.02920037,0.59004588,-0.59003914,0.11738336,-0.11738282,0.09907217,-0.09907047
-5.63981991,1.50712950,-1.50711915,0.00429606,-0.00429586,0.17896194,-0.17896206,0.56197070,-0.56197316,0.34376617,-0.34376296,0.02874214,-0.02874202,0.59269039,-0.59268528,0.11881150,-0.11881120,0.09374439,-0.09374287
-5.63381691,1.51896322,-1.51895648,0.00419001,-0.00418985,0.18292308,-0.18292345,0.59331689,-0.59332034,0.34144259,-0.34144038,0.02846138,-0.02846128,0.60097251,-0.60096903,0.12121970,-0.12121962,0.08918413,-0.08918280
-5.62781391,1.54428302,-1.54427985,0.00418450,-0.00418439,0.18815596,-0.18815657,0.62907188,-0.62907629,0.34246817,-0.34246695,0.02836772,-0.02836766,0.61487519,-0.61487331,0.12463444,-0.12463460,0.08540183,-0.08540069
-5.62181091,1.58284698,-1.58284729,0.00427790,-0.00427782,0.19465087,-0.19465174,0.66902627,-0.66903161,0.34681946,-0.34681923,0.02846660,-0.02846657,0.63427010,-0.63426977,0.12905905,-0.12905945,0.08239338,-0.08239242
-5.61580790,1.63413830,-1.63414196,0.00446772,-0.00446768,0.20236589,-0.20236700,0.71284979,-0.71285600,0.35441574,-0.35441647,0.02875896,-0.02875897,0.65891665,-0.65891778,0.13447258,-0.13447320,0.08014042,-0.08013964
-5.60980490,1.69737081,-1.69737764,0.00475074,-0.00475073,0.21122719,-0.21122855,0.76009425,-0.76010126,0.36512060,-0.36512225,0.02924109,-0.02924113,0.68846393,-0.68846644,0.14082922,-0.14083006,0.07861097,-0.07861036
-5.60380190,1.77150298,-1.77151275,0.00512285,-0.00512288,0.22113086,-0.22113244,0.81020129,-0.81020901,0.37874510,-0.37874764,0.02990452,-0.02990460,0.72245600,-0.72245977,0.14805861,-0.14805966,0.07776037,-0.07775991
-5.59779890,1.85526057,-1.85527302,0.00557911,-0.00557916,0.23194604,-0.23194783,0.86251491,-0.86252323,0.39505262,-0.39505600,0.03073629,-0.03073640,0.76034048,-0.76034538,0.15606674,-0.15606797,0.07753247,-0.07753216
-5.59179590,1.94716777,-1.94718262,0.00611360,-0.00611368,0.24351941,-0.24352139,0.91629869,-0.91630750,0.41376519,-0.41376936,0.03171927,-0.03171941,0.80148044,-0.80148634,0.16473770,-0.16473909,0.07786123,-0.07786105
-5.58579290,2.04558628,-2.04560321,0.00671941,-0.00671951,0.25568086,-0.25568302,0.97075712,-0.97076630,0.43457151,-0.43457640,0.03283273,-0.03283290,0.84516952,-0.84517627,0.17393616,-0.17393769,0.07867248,-0.07867241
-5.57978989,2.14876114,-2.14877985,0.00738853,-0.00738865,0.26825016,-0.26825247,1.02506043,-1.02506986,0.45713613,-0.45714169,0.03405300,-0.03405319,0.89064975,-0.89065721,0.18351052,-0.18351216,0.07988591,-0.07988595
-5.57378689,2.25487215,-2.25489231,0.00811186,-0.00811199,0.28104423,-0.28104668,1.07837189,-1.07838144,0.48110996,-0.48111612,0.03535429,-0.03535450,0.93713178,-0.93713977,0.19329668,-0.19329839,0.08141729,-0.08141740
-5.56778389,2.36208885,-2.36211015,0.00887918,-0.00887933,0.29388493,-0.29388749,1.12987651,-1.12988607,0.50614138,-0.50614810,0.03670960,-0.03670982,0.98381659,-0.98382497,0.20312228,-0.20312403,0.08318065,-0.08318083
-5.56178089,2.46862715,-2.46864931,0.00967921,-0.00967937,0.30660672,-0.30660940,1.17880983,-1.17881930,0.53188791,-0.53189514,0.03809159,-0.03809183,1.02991825,-1.02992688,0.21281130,-0.21281307,0.08509066,-0.08509089
-5.55577789,2.57280526,-2.57282801,0.01049967,-0.01049984,0.31906413,-0.31906691,1.22448543,-1.22449473,0.55802768,-0.55803538,0.03947358,-0.03947382,1.07468652,-1.07469525,0.22218888,-0.22219062,0.08706479,-0.08706505
-5.54977489,2.67309640,-2.67311952,0.01132747,-0.01132763,0.33113830,-0.33114119,1.26631985,-1.26632890,0.58427045,-0.58427859,0.04083037,-0.04083061,1.11742854,-1.11743725,0.23108609,-0.23108777,0.08902546,-0.08902574
-5.54377189,2.76817610,-2.76819941,0.01214886,-0.01214902,0.34274254,-0.34274554,1.30385343,-1.30386218,0.61036749,-0.61037607,0.04213907,-0.04213932,1.15752865,-1.15753723,0.23934456,-0.23934615,0.09090195,-0.09090224
-5.53776888,2.85696162,-2.85698499,0.01294974,-0.01294990,0.35382638,-0.35382953,1.33676627,-1.33677469,0.63611994,-0.63612895,0.04337979,-0.04338004,1.19446546,-1.19447382,0.24682080,-0.24682227,0.09263200,-0.09263229
-5.53176588,2.93864171,-2.93866505,0.01371595,-0.01371610,0.36437795,-0.36438126,1.36488799,-1.36489607,0.66138505,-0.66139451,0.04453618,-0.04453641,1.22782529,-1.22783336,0.25338991,-0.25339124,0.09416317,-0.09416344
-5.52576288,3.01269502,-3.01271832,0.01443361,-0.01443374,0.37442437,-0.37442787,1.38820099,-1.38820874,0.68608006,-0.68609001,0.04559576,-0.04559599,1.25731144,-1.25731916,0.25894873,-0.25894989,0.09545374,-0.09545400
-5.51975988,3.07889623,-3.07891952,0.01508950,-0.01508962,0.38403022,-0.38403396,1.40683674,-1.40684420,0.71018330,-0.71019378,0.04655017,-0.04655039,1.28274884,-1.28275620,0.26341810,-0.26341908,0.09647328,-0.09647351
-5.51375688,3.13730937,-3.13733274,0.01567150,-0.01567160,0.39329396,-0.39329798,1.42106531,-1.42107253,0.73373232,-0.73374341,0.04739514,-0.04739535,1.30408380,-1.30409078,0.26674436,-0.26674514,0.09720279,-0.09720299
-5.50775388,3.18826864,-3.18829223,0.01616895,-0.01616902,0.40234245,-0.40234681,1.43127859,-1.43128563,0.75681911,-0.75683089,0.04813029,-0.04813049,1.32137889,-1.32138551,0.26889978,-0.26890035,0.09763441,-0.09763458
-5.50175088,3.23234757,-3.23237155,0.01657304,-0.01657309,0.41132385,-0.41132860,1.43796800,-1.43797494,0.77958243,-0.77959500,0.04875885,-0.04875904,1.33480333,-1.33480960,0.26988225,-0.26988262,0.09777083,-0.09777097
-5.49574787,3.27031813,-3.27034271,0.01687718,-0.01687720,0.42039909,-0.42040429,1.44169804,-1.44170494,0.80219757,-0.80221103,0.04928714,-0.04928732,1.34461931,-1.34462529,0.26971395,-0.26971410,0.09762432,-0.09762443
-5.48974487,3.30310190,-3.30312729,0.01707732,-0.01707731,0.42973254,-0.42973823,1.44307690,-1.44308384,0.82486400,-0.82487845,0.04972402,-0.04972419,1.35116512,-1.35117086,0.26843927,-0.26843920,0.09721554,-0.09721562
-5.48374187,3.33171591,-3.33174234,0.01717219,-0.01717215,0.43948209,-0.43948833,1.44272601,-1.44273306,0.84779143,-0.84780697,0.05008024,-0.05008041,1.35483591,-1.35484148,0.26612206,-0.26612179,0.09657213,-0.09657218
-5.47773887,3.35721627,-3.35724395,0.01716350,-0.01716344,0.44978947,-0.44979630,1.44125008,-1.44125729,0.87118509,-0.87120181,0.05036783,-0.05036799,1.35606333,-1.35606877,0.26284237,-0.26284191,0.09572720,-0.09572723
-5.47173587,3.38064251,-3.38067164,0.01705611,-0.01705603,0.46077109,-0.46077853,1.43920939,-1.43921680,0.89523098,-0.89524897,0.05059944,-0.05059959,1.35529499,-1.35530039,0.25869279,-0.25869215,0.09471784,-0.09471786
-5.46573287,3.40296610,-3.40299683,0.01685802,-0.01685791,0.47251013,-0.47251819,1.43709590,-1.43710355,0.92008193,-0.92010124,0.05078782,-0.05078797,1.35297518,-1.35298058,0.25377467,-0.25377385,0.09358362,-0.09358363
-5.45972986,3.42504587,-3.42507830,0.01658039,-0.01658026,0.48505027,-0.48505896,1.43531459,-1.43532248,0.94584537,-0.94586603,0.05094541,-0.05094555,1.34952765,-1.34953311,0.24819433,-0.24819336,0.09236526,-0.09236527
-5.45372686,3.44759303,-3.44762723,0.01623747,-0.01623733,0.49839154,-0.49840083,1.43417091,-1.43417902,0.97257364,-0.97259566,0.05108401,-0.05108415,1.34534158,-1.34534715,0.24205948,-0.24205837,0.09110351,-0.09110352
-5.44772386,3.47114794,-3.47118389,0.01584645,-0.01584630,0.51248854,-0.51249841,1.43386510,-1.43387340,1.00025748,-1.00028081,0.05121470,-0.05121483,1.34076148,-1.34076718,0.23547603,-0.23547480,0.08983823,-0.08983825
-5.44172086,3.49606974,-3.49610737,0.01542727,-0.01542712,0.52725131,-0.52726169,1.43449355,-1.43450200,1.02882333,-1.02884791,0.05134786,-0.05134799,1.33608136,-1.33608721,0.22854531,-0.22854398,0.08860773,-0.08860777
-5.43571786,3.52253962,-3.52257879,0.01500236,-0.01500221,0.54254874,-0.54255956,1.43605694,-1.43606548,1.05813482,-1.05816053,0.05149340,-0.05149353,1.33154350,-1.33154952,0.22136198,-0.22136056,0.08744845,-0.08744851
-5.42971486,3.55057732,-3.55061785,0.01459642,-0.01459628,0.55821467,-0.55822584,1.43847444,-1.43848302,1.08799852,-1.08802520,0.05166116,-0.05166128,1.32734171,-1.32734789,0.21401247,-0.21401098,0.08639481,-0.08639491
-5.42371186,3.58006974,-3.58011138,0.01423605,-0.01423593,0.57405622,-0.57406763,1.44160293,-1.44161149,1.11817390,-1.11820137,0.05186133,-0.05186146,1.32362849,-1.32363483,0.20657417,-0.20657261,0.08547932,-0.08547946
-5.41770885,3.61080970,-3.61085218,0.01394946,-0.01394936,0.58986398,-0.58987552,1.44525978,-1.44526827,1.14838716,-1.14841520,0.05210506,-0.05210519,1.32052556,-1.32053205,0.19911515,-0.19911355,0.08473286,-0.08473305
-5.41170585,3.64254214,-3.64258516,0.01376609,-0.01376603,0.60542371,-0.60543526,1.44924754,-1.44925592,1.17834824,-1.17837660,0.05240504,-0.05240518,1.31813671,-1.31814335,0.19169452,-0.19169289,0.08418500,-0.08418525
-5.40570285,3.67501467,-3.67505793,0.01371622,-0.01371620,0.62052880,-0.62054023,1.45337870,-1.45338695,1.20777021,-1.20779863,0.05277601,-0.05277617,1.31656187,-1.31656865,0.18436318,-0.18436153,0.08386442,-0.08386475
-5.39969985,3.70802879,-3.70807202,0.01383053,-0.01383056,0.63499281,-0.63500401,1.45749884,-1.45750694,1.23638999,-1.23641822,0.05323525,-0.05323543,1.31591110,-1.31591803,0.17716495,-0.17716328,0.08379923,-0.08379964
-5.39369685,3.74148824,-3.74153118,0.01413962,-0.01413972,0.64866152,-0.64867237,1.46150629,-1.46151428,1.26398936,-1.26401714,0.05380283,-0.05380304,1.31631735,-1.31632443,0.17013785,-0.17013619,0.08401710,-0.08401760
-5.38769385,3.77544077,-3.77548322,0.01467353,-0.01467370,0.66142367,-0.66143408,1.46536703,-1.46537495,1.29041476,-1.29044185,0.05450173,-0.05450197,1.31794668,-1.31795396,0.16331551,-0.16331386,0.08454527,-0.08454588
-5.38169085,3.81011020,-3.81015205,0.01546109,-0.01546134,0.67321987,-0.67322975,1.46912359,-1.46913152,1.31559499,-1.31562120,0.05535763,-0.05535792,1.32100506,-1.32101259,0.15672844,-0.15672682,0.08541028,-0.08541100
-5.37568784,3.84591619,-3.84595739,0.01652935,-0.01652968,0.68404904,-0.68405835,1.47289723,-1.47290526,1.33955540,-1.33958056,0.05639850,-0.05639885,1.32574075,-1.32574858,0.15040511,-0.15040353,0.08663737,-0.08663822
-5.36968484,3.88347959,-3.88352020,0.01790280,-0.01790323,0.69397204,-0.69398073,1.47688319,-1.47689142,1.36242765,-1.36245167,0.05765386,-0.05765428,1.33244193,-1.33245016,0.14437282,-0.14437130,0.08824965,-0.08825063
-5.36368184,3.92361264,-3.92365280,0.01960266,-0.01960320,0.70311211,-0.70312020,1.48133918,-1.48134773,1.38445430,-1.38447714,0.05915374,-0.05915424,1.34142936,-1.34143809,0.13865814,-0.13865668,0.09026696,-0.09026809
-5.35767884,3.96729370,-3.96733366,0.02164605,-0.02164670,0.71165216,-0.71165968,1.48656790,-1.48657691,1.40598759,-1.40600930,0.06092743,-0.06092803,1.35304420,-1.35305353,0.13328702,-0.13328563,0.09270456,-0.09270584
-5.35167584,4.01562766,-4.01566777,0.02404514,-0.02404591,0.71982883,-0.71983584,1.49289464,-1.49290421,1.42748224,-1.42750292,0.06300205,-0.06300275,1.36763165,-1.36764171,0.12828452,-0.12828322,0.09557158,-0.09557301
-5.34567284,4.06979384,-4.06983451,0.02680632,-0.02680722,0.72792353,-0.72793015,1.50064143,-1.50065167,1.44948227,-1.44950213,0.06540090,-0.06540171,1.38552121,-1.38553212,0.12367426,-0.12367306,0.09886953,-0.09887112
