energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up
-5.74787394,4.36878195,3.34535448,1.41513184,0.00538168,1.18864315,0.14267749,0.07435664,1.54193657
-5.74187094,4.33183800,3.31599784,1.41290452,0.00539880,1.17804526,0.14069029,0.07435816,1.52940762
-5.73586793,4.30122750,3.28913865,1.41232209,0.00542867,1.16860786,0.13865478,0.07452482,1.51965109
-5.72986493,4.27716737,3.26484669,1.41337260,0.00547324,1.16031112,0.13660276,0.07484345,1.51281817
-5.72386193,4.25955146,3.24299671,1.41594974,0.00553433,1.15306307,0.13455868,0.07529362,1.50892846
-5.71785893,4.24796112,3.22328131,1.41985708,0.00561368,1.14670430,0.13253929,0.07584820,1.50787197
-5.71185593,4.24169264,3.20523451,1.42481730,0.00571298,1.14101657,0.13055380,0.07647441,1.50941792
-5.70585293,4.23980009,3.18826479,1.43048608,0.00583388,1.13573492,0.12860477,0.07713504,1.51322984
-5.69984992,4.24115124,3.17169576,1.43646991,0.00597808,1.13056250,0.12668947,0.07778993,1.51888614
-5.69384692,4.24449356,3.15481238,1.44234673,0.00614739,1.12518760,0.12480164,0.07839769,1.52590494
-5.68784392,4.24852651,3.13690988,1.44768831,0.00634378,1.11930170,0.12293363,0.07891749,1.53377185
-5.68184092,4.25197610,3.11734273,1.45208305,0.00656943,1.11261763,0.12107861,0.07931082,1.54196910
-5.67583792,4.25366751,3.09557068,1.45515790,0.00682680,1.10488684,0.11923280,0.07954327,1.55000440
-5.66983492,4.25259161,3.07119922,1.45659812,0.00711861,1.09591471,0.11739755,0.07958612,1.55743785
-5.66383192,4.24796168,3.04401193,1.45616377,0.00744784,1.08557316,0.11558113,0.07941768,1.56390550
-5.65782891,4.23925719,3.01399274,1.45370195,0.00781774,1.07380960,0.11380004,0.07902439,1.56913826
-5.65182591,4.22625217,2.98133681,1.44915421,0.00823170,1.06065199,0.11207984,0.07840157,1.57297504
-5.64582291,4.20902671,2.94644907,1.44255864,0.00869319,1.04620943,0.11045541,0.07755368,1.57536962
-5.63981991,4.18796119,2.90993058,1.43404667,0.00920562,1.03066851,0.10897060,0.07649434,1.57639078
-5.63381691,4.16371349,2.87255321,1.42383483,0.00977218,1.01428538,0.10767722,0.07524586,1.57621595
-5.62781391,4.13718095,2.83522414,1.41221196,0.01039568,0.99737422,0.10663359,0.07383837,1.57511861
-5.62181091,4.10944912,2.79894198,1.39952277,0.01107831,0.98029256,0.10590253,0.07230873,1.57345050
-5.61580790,4.08173057,2.76474698,1.38614868,0.01182150,0.96342446,0.10554903,0.07069901,1.57161949
-5.60980490,4.05529703,2.73366811,1.37248717,0.01262569,0.94716227,0.10563765,0.06905496,1.57006458
-5.60380190,4.03140903,2.70666980,1.35893073,0.01349017,0.93188824,0.10622987,0.06742415,1.56922933
-5.59779890,4.01124665,2.68460133,1.34584668,0.01441297,0.91795659,0.10738139,0.06585425,1.56953539
-5.59179590,3.99584535,2.66815166,1.33355889,0.01539067,0.90567740,0.10913971,0.06439121,1.57135748
-5.58579290,3.98604020,2.65781204,1.32233241,0.01641841,0.89530276,0.11154191,0.06307766,1.57500116
-5.57978989,3.98242145,2.65384848,1.31236168,0.01748989,0.88701604,0.11461297,0.06195142,1.58068475
-5.57378689,3.98530353,2.65628544,1.30376290,0.01859736,0.88092478,0.11836444,0.06104432,1.58852610
-5.56778389,3.99470897,2.66490174,1.29657073,0.01973180,0.87705732,0.12279381,0.06038130,1.59853507
-5.56178089,4.01036777,2.67923874,1.29073939,0.02088306,0.87536342,0.12788440,0.05997974,1.61061185
-5.55577789,4.03173186,2.69862039,1.28614787,0.02204013,0.87571855,0.13360586,0.05984927,1.62455131
-5.54977489,4.05800373,2.72218415,1.28260879,0.02319136,0.87793162,0.13991520,0.05999176,1.64005288
-5.54377189,4.08817720,2.74892102,1.27988028,0.02432483,0.88175565,0.14675833,0.06040171,1.65673546
-5.53776888,4.12108802,2.77772279,1.27768004,0.02542869,0.88690067,0.15407203,0.06106685,1.67415640
-5.53176588,4.15547145,2.80743387,1.27570081,0.02649146,0.89304810,0.16178619,0.06196895,1.69183350
-5.52576288,4.19002340,2.83690527,1.27362630,0.02750246,0.89986602,0.16982619,0.06308491,1.70926866
-5.51975988,4.22346212,2.86504776,1.27114672,0.02845205,0.90702421,0.17811539,0.06438778,1.72597214
-5.51375688,4.25458686,2.89088171,1.26797313,0.02933195,0.91420853,0.18657752,0.06584799,1.74148576
-5.50775388,4.28233074,2.91358090,1.26384996,0.03013548,0.92113364,0.19513879,0.06743446,1.75540407
-5.50175088,4.30580495,2.93250828,1.25856502,0.03085766,0.92755371,0.20372973,0.06911573,1.76739218
-5.49574787,4.32433226,2.94724167,1.25195684,0.03149537,0.93327053,0.21228665,0.07086087,1.77719951
-5.48974487,4.33746831,2.95758830,1.24391893,0.03204725,0.93813864,0.22075252,0.07264035,1.78466855
-5.48374187,4.34500987,2.96358730,1.23440102,0.03251372,0.94206753,0.22907741,0.07442666,1.78973849
-5.47773887,4.34698986,2.96550024,1.22340744,0.03289671,0.94502071,0.23721839,0.07619473,1.79244339
-5.47173587,4.34365995,2.96378995,1.21099290,0.03319951,0.94701192,0.24513893,0.07792224,1.79290534
-5.46573287,4.33546189,2.95908905,1.19725598,0.03342641,0.94809884,0.25280784,0.07958965,1.79132280
-5.45972986,4.32298947,2.95215965,1.18233106,0.03358240,0.94837455,0.26019794,0.08118008,1.78795519
-5.45372686,4.30694363,2.94384639,1.16637902,0.03367280,0.94795763,0.26728442,0.08267913,1.78310444
-5.44772386,4.28808328,2.93502538,1.14957745,0.03370290,0.94698111,0.27404313,0.08407451,1.77709481
-5.44172086,4.26717480,2.92655176,1.13211093,0.03367759,0.94558130,0.28044893,0.08535564,1.77025199
-5.43571786,4.24494316,2.91920850,1.11416186,0.03360111,0.94388687,0.28647409,0.08651327,1.76288286
-5.42971486,4.22202744,2.91365948,1.09590240,0.03347676,0.94200901,0.29208710,0.08753906,1.75525704
-5.42371186,4.19894308,2.91040911,1.07748785,0.03330673,0.94003308,0.29725182,0.08842526,1.74759116
-5.41770885,4.17605314,2.90977076,1.05905175,0.03309204,0.93801224,0.30192709,0.08916447,1.74003687
-5.41170585,4.15354969,2.91184570,1.04070289,0.03283248,0.93596349,0.30606686,0.08974948,1.73267310
-5.40570285,4.13144651,2.91651356,1.02252424,0.03252673,0.93386607,0.30962092,0.09017327,1.72550293
-5.39969985,4.10958301,2.92343491,1.00457369,0.03217250,0.93166258,0.31253609,0.09042906,1.71845529
-5.39369685,4.08763900,2.93206563,0.98688652,0.03176679,0.92926240,0.31475786,0.09051055,1.71139110
-5.38769385,4.06515917,2.94168234,0.96947919,0.03130611,0.92654739,0.31623251,0.09041218,1.70411348
-5.38169085,4.04158565,2.95141735,0.95235425,0.03078688,0.92337939,0.31690935,0.09012953,1.69638142
-5.37568784,4.01629653,2.96030131,0.93550589,0.03020571,0.91960912,0.31674323,0.08965966,1.68792589
-5.36968484,3.98864808,2.96731106,0.91892580,0.02955976,0.91508581,0.31569695,0.08900155,1.67846753
-5.36368184,3.95801804,2.97142025,0.90260897,0.02884703,0.90966726,0.31374354,0.08815644,1.66773476
-5.35767884,3.92384763,2.97164998,0.88655890,0.02806667,0.90322949,0.31086823,0.08712819,1.65548142
-5.35167584,3.88567979,2.96711677,0.87079220,0.02721913,0.89567557,0.30707006,0.08592345,1.64150274
-5.34567284,3.84319177,2.95707564,0.85534208,0.02630636,0.88694320,0.30236288,0.08455183,1.62564899
-5.33966983,3.79622030,2.94095597,0.84026057,0.02533183,0.87701054,0.29677590,0.08302589,1.60783605
-5.33366683,3.74477815,2.91838879,0.82561957,0.02430056,0.86590010,0.29035348,0.08136098,1.58805229
-5.32766383,3.68906152,2.88922412,0.81151039,0.02321900,0.85368043,0.28315442,0.07957505,1.56636171
-5.32166083,3.62944795,2.85353803,0.79804210,0.02209492,0.84046567,0.27525064,0.07768826,1.54290305
-5.31565783,3.56648526,2.81162929,0.78533851,0.02093713,0.82641285,0.26672532,0.07572253,1.51788527
-5.30965483,3.50087214,2.76400622,0.77353421,0.01975532,0.81171730,0.25767063,0.07370096,1.49157948
-5.30365183,3.43343174,2.71136464,0.76276961,0.01855968,0.79660619,0.24818521,0.07164731,1.46430809
-5.29764882,3.36507954,2.65455842,0.75318531,0.01736067,0.78133069,0.23837134,0.06958533,1.43643163
-5.29164582,3.29678726,2.59456407,0.74491605,0.01616870,0.76615700,0.22833222,0.06753813,1.40833398
-5.28564282,3.22954443,2.53244146,0.73808432,0.01499382,0.75135668,0.21816915,0.06552760,1.38040679
-5.27963982,3.16431939,2.46929214,0.73279412,0.01384550,0.73719659,0.20797901,0.06357385,1.35303373
-5.27363682,3.10202131,2.40621753,0.72912476,0.01273236,0.72392897,0.19785203,0.06169469,1.32657531
-5.26763382,3.04346466,2.34427819,0.72712523,0.01166205,0.71178179,0.18786981,0.05990525,1.30135489
-5.26163082,2.98933748,2.28445613,0.72680913,0.01064106,0.70094993,0.17810390,0.05821763,1.27764627
-5.25562781,2.94017436,2.22762100,0.72815038,0.00967470,0.69158734,0.16861478,0.05664065,1.25566340
-5.24962481,2.89633512,2.17450155,0.73107997,0.00876697,0.68380036,0.15945128,0.05517977,1.23555248
-5.24362181,2.85798953,2.12566275,0.73548379,0.00792067,0.67764265,0.15065044,0.05383700,1.21738653
-5.23761881,2.82510865,2.08148944,0.74120171,0.00713738,0.67311167,0.14223791,0.05261097,1.20116266
-5.23161581,2.79746277,2.04217639,0.74802808,0.00641754,0.67014686,0.13422854,0.05149710,1.18680204
-5.22561281,2.77462603,2.00772514,0.75571363,0.00576059,0.66862977,0.12662739,0.05048781,1.17415231
-5.21960980,2.75598753,1.97794735,0.76396890,0.00516509,0.66838599,0.11943097,0.04957282,1.16299258
-5.21360680,2.74076842,1.95247434,0.77246916,0.00462882,0.66918899,0.11262858,0.04873954,1.15304057
-5.20760380,2.72804484,1.93077253,0.78086084,0.00414896,0.67076572,0.10620385,0.04797348,1.14396186
-5.20160080,2.71677562,1.91216407,0.78876932,0.00372222,0.67280401,0.10013620,0.04725874,1.13538077
-5.19559780,2.70583449,1.89585211,0.79580788,0.00334497,0.67496138,0.09440238,0.04657850,1.12689280
-5.18959480,2.69404543,1.88094984,0.80158778,0.00301340,0.67687527,0.08897780,0.04591557,1.11807802
-5.18359180,2.68022047,1.86651237,0.80572888,0.00272361,0.67817417,0.08383790,0.04525295,1.10851523
-5.17758879,2.66319868,1.85157056,0.80787078,0.00247173,0.67848944,0.07895919,0.04457434,1.09779632
-5.17158579,2.64188504,1.83516558,0.80768386,0.00225401,0.67746736,0.07432025,0.04386471,1.08554053
-5.16558279,2.61528797,1.81638314,0.80487988,0.00206693,0.67478103,0.06990246,0.04311080,1.07140800
-5.15957979,2.58255421,1.79438613,0.79922177,0.00190720,0.67014156,0.06569059,0.04230152,1.05511233
-5.15357679,2.54299960,1.76844465,0.79053205,0.00177189,0.66330822,0.06167310,0.04142844,1.03643149
-5.14757379,2.49613477,1.73796217,0.77869972,0.00165839,0.65409705,0.05784235,0.04048602,1.01521689
-5.14157079,2.44168449,1.70249698,0.76368498,0.00156448,0.64238760,0.05419462,0.03947186,0.99140003
-5.13556778,2.37960004,1.66177805,0.74552187,0.00148834,0.62812754,0.05072988,0.03838686,0.96499666
-5.12956478,2.31006395,1.61571487,0.72431842,0.00142850,0.61133480,0.04745157,0.03723520,0.93610806
-5.12356178,2.23348683,1.56440073,0.70025447,0.00138391,0.59209738,0.04436614,0.03602427,0.90491956
-5.11755878,2.15049666,1.50810968,0.67357705,0.00135385,0.57057064,0.04148256,0.03476445,0.87169614
-5.11155578,2.06192070,1.44728724,0.64459365,0.00133791,0.54697230,0.03881178,0.03346882,0.83677549
-5.10555278,1.96876112,1.38253553,0.61366367,0.00133599,0.52157548,0.03636613,0.03215276,0.80055863
-5.09954977,1.87216524,1.31459364,0.58118829,0.00134823,0.49469992,0.03415874,0.03083348,0.76349865
-5.09354677,1.77339198,1.24431417,0.54759939,0.00137499,0.46670208,0.03220295,0.02952949,0.72608796
-5.08754377,1.67377576,1.17263725,0.51334789,0.00141680,0.43796426,0.03051177,0.02826005,0.68884476
-5.08154077,1.57468979,1.10056316,0.47889207,0.00147429,0.40888355,0.02909746,0.02704457,0.65229913
-5.07553777,1.47750999,1.02912489,0.44468632,0.00154820,0.37986088,0.02797113,0.02590212,0.61697953
-5.06953477,1.38358146,0.95936186,0.41117080,0.00163934,0.35129063,0.02714250,0.02485085,0.58340026
-5.06353177,1.29418838,0.89229571,0.37876232,0.00174855,0.32355135,0.02661972,0.02390762,0.55205033
-5.05752876,1.21052880,0.82890920,0.34784684,0.00187668,0.29699767,0.02640933,0.02308761,0.52338419
-5.05152576,1.13369483,0.77012872,0.31877369,0.00202463,0.27195382,0.02651638,0.02240407,0.49781471
-5.04552276,1.06465875,0.71681081,0.29185161,0.00219329,0.24870871,0.02694462,0.02186818,0.47570849
-5.03951976,1.00426514,0.66973281,0.26734665,0.00238364,0.22751273,0.02769674,0.02148903,0.45738353
-5.03351676,0.95322861,0.62958752,0.24548175,0.00259669,0.20857616,0.02877479,0.02127370,0.44310933
-5.02751376,0.91213677,0.59698140,0.22643785,0.00283358,0.19206896,0.03018059,0.02122740,0.43310884
-5.02151076,0.88145744,0.57243588,0.21035619,0.00309558,0.17812191,0.03191612,0.02135377,0.42756227
-5.01550775,0.86154905,0.55639103,0.19734167,0.00338413,0.16682867,0.03398399,0.02165517,0.42661204
-5.00950475,0.85267324,0.54921083,0.18746665,0.00370091,0.15824867,0.03638776,0.02213303,0.43036850
-5.00350175,0.85500822,0.55118935,0.18077514,0.00404783,0.15241039,0.03913225,0.02278819,0.43891579
-4.99749875,0.86866198,0.56255703,0.17728687,0.00442710,0.14931496,0.04222366,0.02362126,0.45231733
-4.99149575,0.89368408,0.58348646,0.17700101,0.00484119,0.14893968,0.04566960,0.02463284,0.47062056
-4.98549275,0.93007530,0.61409722,0.17989939,0.00529285,0.15124146,0.04947890,0.02582374,0.49386022
-4.97948974,0.97779439,0.65445925,0.18594891,0.00578509,0.15615988,0.05366125,0.02719509,0.52206021
-4.97348674,1.03676163,0.70459480,0.19510319,0.00632111,0.16361998,0.05822668,0.02874831,0.55523360
-4.96748374,1.10685899,0.76447865,0.20730338,0.00690426,0.17353450,0.06318485,0.03048499,0.59338074
-4.96148074,1.18792709,0.83403696,0.22247809,0.00753793,0.18580585,0.06854417,0.03240663,0.63648576
-4.95547774,1.27975931,0.91314473,0.24054278,0.00822543,0.20032766,0.07431080,0.03451433,0.68451136
-4.94947474,1.38209381,1.00162249,0.26139850,0.00896990,0.21698597,0.08048764,0.03680835,0.73739263
-4.94347174,1.49460402,1.09923218,0.28493038,0.00977412,0.23566023,0.08707324,0.03928762,0.79502992
-4.93746873,1.61688871,1.20567300,0.31100597,0.01064042,0.25622414,0.09406080,0.04194926,0.85728168
-4.93146573,1.74846238,1.32057728,0.33947372,0.01157047,0.27854626,0.10143722,0.04478808,0.92395754
-4.92546273,1.88874705,1.44350687,0.37016180,0.01256517,0.30249064,0.10918238,0.04779615,0.99481233
-4.91945973,2.03706614,1.57395015,0.40287735,0.01362449,0.32791729,0.11726863,0.05096245,1.06954156
-4.91345673,2.19264126,1.71131995,0.43740651,0.01474737,0.35468263,0.12566053,0.05427262,1.14777878
-4.90745373,2.35459230,1.85495246,0.47351512,0.01593160,0.38263978,0.13431492,0.05770889,1.22909522
-4.90145073,2.52194143,2.00410713,0.51095033,0.01717375,0.41163884,0.14318137,0.06125019,1.31300201
-4.89544772,2.69362084,2.15796764,0.54944294,0.01846916,0.44152688,0.15220286,0.06487236,1.39895500
-4.88944472,2.86848445,2.31564408,0.58871066,0.01981187,0.47214794,0.16131693,0.06854863,1.48636229
-4.88344172,3.04532323,2.47617610,0.62846198,0.02119476,0.50334272,0.17045704,0.07225025,1.57459427
-4.87743872,3.22288371,2.63853749,0.66840067,0.02260951,0.53494824,0.17955423,0.07594718,1.66299594
-4.87143572,3.39988941,2.80164208,0.70823075,0.02404684,0.56679741,0.18853900,0.07960903,1.75090109
-4.86543272,3.57506431,2.96435131,0.74766175,0.02549655,0.59871861,0.19734331,0.08320600,1.83764795
-4.85942971,3.74715786,3.12548373,0.78641403,0.02694785,0.63053534,0.20590265,0.08670990,1.92259579
-4.85342671,3.91497089,3.28382673,0.82422420,0.02838947,0.66206627,0.21415812,0.09009511,2.00514179
-4.84742371,4.07738158,3.43815074,0.86085021,0.02981002,0.69312556,0.22205834,0.09333955,2.08473775
-4.84142071,4.23337078,3.58722620,0.89607618,0.03119821,0.72352378,0.22956128,0.09642547,2.16090593
-4.83541771,4.38204619,3.72984343,0.92971677,0.03254319,0.75306951,0.23663574,0.09934020,2.23325352
-4.82941471,4.52266435,3.86483516,0.96162097,0.03383483,0.78157164,0.24326253,0.10207662,2.30148512
-4.82341171,4.65465003,3.99110179,0.99167515,0.03506399,0.80884246,0.24943529,0.10463344,2.36541280
-4.81740870,4.77761223,4.10763846,1.01980548,0.03622282,0.83470146,0.25516080,0.10701526,2.42496326
-4.81140570,4.89135609,4.21356348,1.04597934,0.03730499,0.85897983,0.26045889,0.10923240,2.48018180
-4.80540270,4.99589021,4.30814693,1.07020602,0.03830585,0.88152538,0.26536180,0.11130045,2.53123263
-4.79939970,5.09142871,4.39083823,1.09253629,0.03922259,0.90220775,0.26991311,0.11323957,2.57839561
-4.79339670,5.17838763,4.46129123,1.11306108,0.04005430,0.92092356,0.27416613,0.11507367,2.62205911
-4.78739370,5.25737537,4.51938543,1.13190912,0.04080195,0.93760125,0.27818193,0.11682929,2.66270910
-4.78139070,5.32917698,4.56524173,1.14924358,0.04146833,0.95220528,0.28202692,0.11853444,2.70091480
-4.77538769,5.39473230,4.59923153,1.16525764,0.04205789,0.96473930,0.28577020,0.12021730,2.73731086
-4.76938469,5.45510844,4.62197789,1.18016920,0.04257646,0.97524816,0.28948066,0.12190492,2.77257693
-4.76338169,5.51146691,4.63434809,1.19421471,0.04303106,0.98381840,0.29322393,0.12362187,2.80741484
-4.75737869,5.56502638,4.63743709,1.20764222,0.04342947,0.99057711,0.29705944,0.12538910,2.84252426
-4.75137569,5.61702209,4.63254202,1.22070389,0.04377989,0.99568918,0.30103748,0.12722277,2.87857758
-4.74537269,5.66866314,4.62112811,1.23364810,0.04409053,0.99935284,0.30519657,0.12913342,2.91619484
-4.73936968,5.72108917,4.60478718,1.24671132,0.04436925,1.00179371,0.30956118,0.13112522,2.95591955
-4.73336668,5.77532791,4.58518993,1.26011010,0.04462313,1.00325754,0.31413985,0.13319560,2.99819636
-4.72736368,5.83225514,4.56403400,1.27403326,0.04485817,1.00400191,0.31892392,0.13533503,3.04335122
-4.72136068,5.89255865,4.54298961,1.28863471,0.04507900,1.00428727,0.32388681,0.13752719,3.09157494
-4.71535768,5.95670753,4.52364510,1.30402693,0.04528868,1.00436768,0.32898399,0.13974932,3.14291063
-4.70935468,6.02492795,4.50745457,1.32027551,0.04548853,1.00448167,0.33415357,0.14197288,3.19724552
-4.70335168,6.09718647,4.49568973,1.33739486,0.04567812,1.00484358,0.33931765,0.14416438,3.25430751
-4.69734867,6.17318149,4.48939801,1.35534523,0.04585525,1.00563580,0.34438415,0.14628642,3.31366648
-4.69134567,6.25234331,4.48936854,1.37403131,0.04601612,1.00700218,0.34924930,0.14829887,3.37474052
-4.68534267,6.33384272,4.49610743,1.39330232,0.04615548,1.00904298,0.35380059,0.15016005,3.43680674
-4.67933967,6.41660823,4.50982335,1.41295382,0.04626688,1.01181144,0.35792007,0.15182807,3.49901642
-4.67333667,6.49935118,4.53042379,1.43273125,0.04634295,1.01531223,0.36148790,0.15326200,3.56041423
-4.66733367,6.58059835,4.55752227,1.45233501,0.04637576,1.01950178,0.36438608,0.15442308,3.61996076
-4.66133067,6.65873104,4.59045605,1.47142736,0.04635715,1.02429045,0.36650214,0.15527574,3.67655806
-4.65532766,6.73202976,4.62831371,1.48964068,0.04627906,1.02954654,0.36773272,0.15578859,3.72907748
-4.64932466,6.79872320,4.66997137,1.50658726,0.04613390,1.03510191,0.36798694,0.15593511,3.77638908
-4.64332166,6.85704052,4.71413622,1.52187022,0.04591483,1.04075906,0.36718945,0.15569434,3.81739211
-4.63731866,6.90526525,4.75939570,1.53509542,0.04561608,1.04629934,0.36528298,0.15505128,3.85104573
-4.63131566,6.94178972,4.80427037,1.54588399,0.04523320,1.05149197,0.36223045,0.15399722,3.87639928
-4.62531266,6.96516816,4.84726854,1.55388524,0.04476324,1.05610365,0.35801656,0.15252986,3.89262129
-4.61930965,6.97416716,4.88694054,1.55878934,0.04420494,1.05990820,0.35264870,0.15065332,3.89902660
-4.61330665,6.96781168,4.92193059,1.56033955,0.04355883,1.06269598,0.34615731,0.14837812,3.89510052
-4.60730365,6.94542517,4.95102433,1.55834336,0.04282734,1.06428260,0.33859569,0.14572091,3.88051951
-4.60130065,6.90666199,4.97319008,1.55268206,0.04201481,1.06451664,0.33003913,0.14270422,3.85516739
-4.59529765,6.85153098,4.98761239,1.54331837,0.04112748,1.06328603,0.32058355,0.13935613,3.81914644
-4.58929465,6.78040869,4.99371652,1.53030162,0.04017346,1.06052270,0.31034364,0.13570980,3.77278271
-4.58329165,6.69404132,4.99118283,1.51377006,0.03916265,1.05620537,0.29945059,0.13180298,3.71662509
-4.57728864,6.59353487,4.97995081,1.49395020,0.03810657,1.05036043,0.28804940,0.12767744,3.65143770
-4.57128564,6.48033301,4.96021240,1.47115280,0.03701830,1.04306054,0.27629597,0.12337834,3.57818560
-4.56528264,6.35618320,4.93239520,1.44576573,0.03591218,1.03442137,0.26435392,0.11895348,3.49801384
-4.55927964,6.22309158,4.89713627,1.41824367,0.03480367,1.02459635,0.25239135,0.11445252,3.41222036
-4.55327664,6.08326799,4.85524791,1.38909497,0.03370907,1.01376974,0.24057753,0.10992611,3.32222333
-4.54727364,5.93906285,4.80767694,1.35886624,0.03264521,1.00214845,0.22907962,0.10542501,3.22952386
-4.54127064,5.79289810,4.75545951,1.32812502,0.03162920,0.98995279,0.21805953,0.10099911,3.13566540
-4.53526763,5.64719469,4.69967356,1.29744141,0.03067803,0.97740675,0.20767088,0.09669648,3.04219101
-4.52926463,5.50429937,4.64139115,1.26736928,0.02980829,0.96472825,0.19805624,0.09256239,2.95060018
-4.52326163,5.36641360,4.58163297,1.23842794,0.02903577,0.95211979,0.18934464,0.08863840,2.86230664
-4.51725863,5.23552746,4.52132696,1.21108491,0.02837514,0.93976001,0.18164929,0.08496145,2.77859885
-4.51125563,5.11336108,4.46127316,1.18574073,0.02783955,0.92779648,0.17506566,0.08156314,2.70060452
-4.50525263,5.00131594,4.40211602,1.16271621,0.02744034,0.91634018,0.16966989,0.07846906,2.62926057
-4.49924962,4.90043781,4.34432557,1.14224289,0.02718668,0.90546178,0.16551746,0.07569823,2.56528954
-4.49324662,4.81139271,4.28818775,1.12445684,0.02708529,0.89519003,0.16264225,0.07326280,2.50918329
