energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.85592796,2.20595313,0.45445167,1.48210244,0.00095610,0.09798364,0.33831366,0.19284994,0.01296322,0.32501350
-5.84992496,2.20577746,0.44737774,1.46804389,0.00099104,0.10183916,0.34396237,0.19739391,0.01236935,0.32999277
-5.84392196,2.20759626,0.44107682,1.45699598,0.00102939,0.10544289,0.34965771,0.20144839,0.01184116,0.33459821
-5.83791896,2.21110261,0.43555459,1.44873692,0.00107141,0.10877716,0.35533166,0.20498425,0.01137914,0.33879708
-5.83191596,2.21595389,0.43080312,1.44297638,0.00111749,0.11183233,0.36091813,0.20798471,0.01098215,0.34257010
-5.82591296,2.22179732,0.42680543,1.43937753,0.00116810,0.11460721,0.36635601,0.21044608,0.01064765,0.34591299
-5.81990995,2.22829356,0.42353957,1.43757884,0.00122383,0.11710921,0.37159170,0.21237793,0.01037190,0.34883716
-5.81390695,2.23513721,0.42098227,1.43721479,0.00128539,0.11935411,0.37658086,0.21380273,0.01015020,0.35136952
-5.80790395,2.24207337,0.41911172,1.43793449,0.00135358,0.12136551,0.38128935,0.21475495,0.00997713,0.35355145
-5.80190095,2.24890992,0.41790969,1.43941791,0.00142932,0.12317401,0.38569347,0.21527955,0.00984678,0.35543694
-5.79589795,2.25552537,0.41736278,1.44138908,0.00151357,0.12481606,0.38977946,0.21543021,0.00975293,0.35709011
-5.78989495,2.26187242,0.41746302,1.44362642,0.00160735,0.12633260,0.39354240,0.21526705,0.00968929,0.35858223
-5.78389195,2.26797786,0.41820785,1.44596998,0.00171167,0.12776753,0.39698482,0.21485422,0.00964962,0.35998844
-5.77788894,2.27393928,0.41959970,1.44832604,0.00182751,0.12916607,0.40011492,0.21425733,0.00962791,0.36138437
-5.77188594,2.27991931,0.42164528,1.45066919,0.00195571,0.13057304,0.40294485,0.21354096,0.00961854,0.36284297
-5.76588294,2.28613831,0.42435484,1.45304219,0.00209700,0.13203123,0.40548911,0.21276623,0.00961632,0.36443150
-5.75987994,2.29286587,0.42774134,1.45555410,0.00225186,0.13357980,0.40776321,0.21198863,0.00961664,0.36620914
-5.75387694,2.30041201,0.43181993,1.45837675,0.00242050,0.13525289,0.40978269,0.21125625,0.00961553,0.36822503
-5.74787394,2.30911821,0.43660750,1.46173989,0.00260282,0.13707836,0.41156267,0.21060829,0.00960972,0.37051705
-5.74187094,2.31934874,0.44212253,1.46592515,0.00279832,0.13907680,0.41311777,0.21007410,0.00959664,0.37311120
-5.73586793,2.33148211,0.44838512,1.47125880,0.00300611,0.14126085,0.41446251,0.20967267,0.00957450,0.37602158
-5.72986493,2.34590282,0.45541716,1.47810340,0.00322483,0.14363469,0.41561198,0.20941252,0.00954227,0.37925102
-5.72386193,2.36299296,0.46324259,1.48684818,0.00345267,0.14619392,0.41658282,0.20929213,0.00949965,0.38279203
-5.71785893,2.38312375,0.47188759,1.49789827,0.00368739,0.14892563,0.41739417,0.20930066,0.00944706,0.38662818
-5.71185593,2.40664637,0.48138062,1.51166265,0.00392628,0.15180879,0.41806863,0.20941906,0.00938559,0.39073569
-5.70585293,2.43388234,0.49175237,1.52854090,0.00416626,0.15481483,0.41863296,0.20962149,0.00931691,0.39508502
-5.69984992,2.46511304,0.50303534,1.54890894,0.00440389,0.15790846,0.41911849,0.20987685,0.00924325,0.39964254
-5.69384692,2.50056870,0.51526325,1.57310403,0.00463547,0.16104861,0.41956109,0.21015053,0.00916722,0.40437205
-5.68784392,2.54041687,0.52847020,1.60140935,0.00485713,0.16418959,0.42000068,0.21040618,0.00909178,0.40923618
-5.68184092,2.58475108,0.54268971,1.63403880,0.00506490,0.16728229,0.42048034,0.21060748,0.00902007,0.41419760
-5.67583792,2.63357992,0.55795367,1.67112251,0.00525487,0.17027546,0.42104490,0.21071987,0.00895533,0.41922006
-5.66983492,2.68681750,0.57429141,1.71269391,0.00542326,0.17311709,0.42173932,0.21071209,0.00890074,0.42426932
-5.66383192,2.74427590,0.59172894,1.75867892,0.00556655,0.17575567,0.42260679,0.21055766,0.00885930,0.42931401
-5.65782891,2.80566033,0.61028855,1.80888812,0.00568163,0.17814151,0.42368684,0.21023607,0.00883377,0.43432642
-5.65182591,2.87056780,0.62998876,1.86301248,0.00576584,0.18022801,0.42501346,0.20973377,0.00882648,0.43928333
-5.64582291,2.93848965,0.65084481,1.92062322,0.00581714,0.18197271,0.42661352,0.20904486,0.00883930,0.44416697
-5.63981991,3.00881853,0.67286958,1.98117605,0.00583409,0.18333840,0.42850558,0.20817156,0.00887355,0.44896596
-5.63381691,3.08085968,0.69607486,2.04402012,0.00581600,0.18429392,0.43069910,0.20712433,0.00892996,0.45367641
-5.62781391,3.15384658,0.72047295,2.10841140,0.00576289,0.18481488,0.43319425,0.20592171,0.00900858,0.45830301
-5.62181091,3.22696030,0.74607826,2.17353029,0.00567553,0.18488417,0.43598223,0.20458982,0.00910887,0.46286005
-5.61580790,3.29935192,0.77290875,2.23850284,0.00555540,0.18449229,0.43904616,0.20316168,0.00922963,0.46737232
-5.60980490,3.37016706,0.80098694,2.30242471,0.00540466,0.18363744,0.44236231,0.20167610,0.00936907,0.47187573
-5.60380190,3.43857121,0.83034008,2.36438694,0.00522607,0.18232544,0.44590181,0.20017641,0.00952487,0.47641745
-5.59779890,3.50377469,0.86099935,2.42350242,0.00502291,0.18056942,0.44963236,0.19870896,0.00969422,0.48105549
-5.59179590,3.56505581,0.89299771,2.47893175,0.00479886,0.17838934,0.45352009,0.19732142,0.00987397,0.48585761
-5.58579290,3.62178085,0.92636639,2.52990739,0.00455793,0.17581136,0.45753118,0.19606092,0.01006065,0.49089940
-5.57978989,3.67341991,0.96112972,2.57575485,0.00430427,0.17286697,0.46163319,0.19497220,0.01025060,0.49626144
-5.57378689,3.71955735,0.99729854,2.61591000,0.00404209,0.16959211,0.46579588,0.19409560,0.01044009,0.50202568
-5.56778389,3.75989639,1.03486225,2.64993158,0.00377556,0.16602614,0.46999150,0.19346526,0.01062539,0.50827095
-5.56178089,3.79425751,1.07377977,2.67750848,0.00350864,0.16221074,0.47419442,0.19310731,0.01080285,0.51506777
-5.55577789,3.82257061,1.11396996,2.69846132,0.00324503,0.15818883,0.47838013,0.19303830,0.01096900,0.52247273
-5.54977489,3.84486145,1.15530189,2.71273853,0.00298807,0.15400345,0.48252370,0.19326388,0.01112063,0.53052258
-5.54377189,3.86123326,1.19758574,2.72040723,0.00274067,0.14969676,0.48659767,0.19377784,0.01125479,0.53922844
-5.53776888,3.87184459,1.24056488,2.72163942,0.00250529,0.14530904,0.49056972,0.19456143,0.01136887,0.54857046
-5.53176588,3.87688495,1.28390998,2.71669449,0.00228386,0.14087788,0.49440018,0.19558323,0.01146062,0.55849318
-5.52576288,3.87654974,1.32721573,2.70589915,0.00207783,0.13643748,0.49803966,0.19679938,0.01152814,0.56890221
-5.51975988,3.87101632,1.37000089,2.68962588,0.00188813,0.13201810,0.50142701,0.19815434,0.01156989,0.57966226
-5.51375688,3.86042283,1.41171188,2.66827130,0.00171524,0.12764574,0.50448788,0.19958214,0.01158468,0.59059704
-5.50775388,3.84485133,1.45173064,2.64223569,0.00155919,0.12334195,0.50713410,0.20100809,0.01157166,0.60149107
-5.50175088,3.82431654,1.48938632,2.61190489,0.00141964,0.11912393,0.50926393,0.20235093,0.01153032,0.61209356
-5.49574787,3.79876115,1.52397120,2.57763550,0.00129592,0.11500474,0.51076347,0.20352532,0.01146042,0.62212440
-5.48974487,3.76805825,1.55475994,2.53974426,0.00118710,0.11099374,0.51150913,0.20444468,0.01136204,0.63128199
-5.48374187,3.73202094,1.58103192,2.49850211,0.00109205,0.10709718,0.51137117,0.20502421,0.01123554,0.63925282
-5.47773887,3.69041878,1.60209560,2.45413301,0.00100951,0.10331892,0.51021826,0.20518401,0.01108154,0.64572231
-5.47173587,3.64300007,1.61731395,2.40681760,0.00093815,0.09966127,0.50792275,0.20485217,0.01090097,0.65038650
-5.46573287,3.58951894,1.62612975,2.35670106,0.00087663,0.09612586,0.50436654,0.20396767,0.01069502,0.65296413
-5.45972986,3.52976528,1.62808958,2.30390470,0.00082362,0.09271454,0.49944717,0.20248309,0.01046522,0.65320837
-5.45372686,3.46359597,1.62286526,2.24854005,0.00077789,0.08943018,0.49308378,0.20036678,0.01021336,0.65091782
-5.44772386,3.39096518,1.61027155,2.19072464,0.00073831,0.08627750,0.48522272,0.19760467,0.00994157,0.64594606
-5.44172086,3.31195186,1.59027924,2.13059808,0.00070390,0.08326364,0.47584231,0.19420133,0.00965229,0.63820931
-5.43571786,3.22678253,1.56302269,2.06833725,0.00067382,0.08039860,0.46495665,0.19018043,0.00934826,0.62769187
-5.42971486,3.13584767,1.52880142,2.00416954,0.00064738,0.07769552,0.45261799,0.18558451,0.00903251,0.61444885
-5.42371186,3.03971062,1.48807552,1.93838306,0.00062408,0.07517064,0.43891775,0.18047398,0.00870832,0.59860624
-5.41770885,2.93910795,1.44145491,1.87133292,0.00060355,0.07284310,0.42398590,0.17492548,0.00837918,0.58035814
-5.41170585,2.83494113,1.38968291,1.80344326,0.00058558,0.07073447,0.40798878,0.16902956,0.00804872,0.55996133
-5.40570285,2.72825955,1.33361480,1.73520447,0.00057007,0.06886806,0.39112543,0.16288790,0.00772061,0.53772743
-5.39969985,2.62023563,1.27419232,1.66716587,0.00055705,0.06726807,0.37362256,0.15661001,0.00739853,0.51401308
-5.39369685,2.51213313,1.21241523,1.59992399,0.00054662,0.06595859,0.35572843,0.15030973,0.00708603,0.48920839
-5.38769385,2.40527014,1.14931122,1.53410712,0.00053894,0.06496250,0.33770596,0.14410157,0.00678644,0.46372452
-5.38169085,2.30097854,1.08590543,1.47035701,0.00053423,0.06430040,0.31982525,0.13809702,0.00650275,0.43798070
-5.37568784,2.20056202,1.02319093,1.40930851,0.00053270,0.06398950,0.30235608,0.13240113,0.00623759,0.41239129
-5.36968484,2.10525452,0.96210133,1.35156856,0.00053459,0.06404269,0.28556054,0.12710926,0.00599306,0.38735362
-5.36368184,2.01618125,0.90348662,1.29769529,0.00054008,0.06446770,0.26968615,0.12230442,0.00577072,0.36323682
-5.35767884,1.93432407,0.84809300,1.24817877,0.00054937,0.06526649,0.25495981,0.11805502,0.00557154,0.34037226
-5.35167584,1.86049263,0.79654745,1.20342407,0.00056257,0.06643490,0.24158272,0.11441330,0.00539589,0.31904581
-5.34567284,1.79530281,0.74934727,1.16373769,0.00057976,0.06796257,0.22972645,0.11141437,0.00524350,0.29949216
-5.33966983,1.73916292,0.70685484,1.12931804,0.00060099,0.06983303,0.21953027,0.10907592,0.00511356,0.28189133
-5.33366683,1.69226828,0.66929728,1.10025030,0.00062623,0.07202421,0.21109965,0.10739854,0.00500471,0.26636728
-5.32766383,1.65460406,0.63677082,1.07650589,0.00065541,0.07450902,0.20450600,0.10636670,0.00491518,0.25298860
-5.32166083,1.62595584,0.60924925,1.05794652,0.00068842,0.07725625,0.19978741,0.10595015,0.00484283,0.24177108
-5.31565783,1.60592718,0.58659569,1.04433248,0.00072512,0.08023152,0.19695037,0.10610578,0.00478530,0.23268183
-5.30965483,1.59396302,0.56857708,1.03533460,0.00076534,0.08339838,0.19597213,0.10677979,0.00474009,0.22564477
-5.30365183,1.58937738,0.55488033,1.03054925,0.00080888,0.08671932,0.19680350,0.10791008,0.00470472,0.22054700
-5.29764882,1.59138420,0.54512948,1.02951555,0.00085555,0.09015691,0.19937206,0.10942866,0.00467681,0.21724581
-5.29164582,1.59912936,0.53890293,1.03173381,0.00090515,0.09367463,0.20358527,0.11126411,0.00465418,0.21557600
-5.28564282,1.61172270,0.53575019,1.03668439,0.00095746,0.09723777,0.20933357,0.11334388,0.00463498,0.21535706
-5.27963982,1.62826841,0.53520740,1.04384606,0.00101229,0.10081396,0.21649317,0.11559638,0.00461769,0.21640006
-5.27363682,1.64789278,0.53681125,1.05271307,0.00106944,0.10437362,0.22492850,0.11795289,0.00460121,0.21851397
-5.26763382,1.66976825,0.54011094,1.06281022,0.00112871,0.10789018,0.23449420,0.12034906,0.00458486,0.22151115
-5.26163082,1.69313310,0.54467801,1.07370560,0.00118987,0.11134013,0.24503680,0.12272618,0.00456838,0.22521203
-5.25562781,1.71730648,0.55011396,1.08502036,0.00125272,0.11470289,0.25639588,0.12503209,0.00455192,0.22944874
-5.24962481,1.74169872,0.55605572,1.09643576,0.00131698,0.11796060,0.26840505,0.12722183,0.00453595,0.23406781
-5.24362181,1.76581703,0.56217929,1.10769710,0.00138237,0.12109780,0.28089275,0.12925804,0.00452124,0.23893191
-5.23761881,1.78926708,0.56820152,1.11861508,0.00144856,0.12410119,0.29368292,0.13111104,0.00450873,0.24392073
-5.23161581,1.81175115,0.57388067,1.12906461,0.00151514,0.12695937,0.30659589,0.13275894,0.00449952,0.24893108
-5.22561281,1.83306342,0.57901572,1.13898166,0.00158164,0.12966265,0.31944941,0.13418742,0.00449471,0.25387641
-5.21960980,1.85308323,0.58344504,1.14835842,0.00164753,0.13220309,0.33206009,0.13538962,0.00449538,0.25868583
-5.21360680,1.87176718,0.58704458,1.15723740,0.00171220,0.13457458,0.34424519,0.13636586,0.00450248,0.26330289
-5.20760380,1.88914047,0.58972573,1.16570476,0.00177496,0.13677311,0.35582500,0.13712347,0.00451679,0.26768407
-5.20160080,1.90528836,0.59143327,1.17388330,0.00183505,0.13879723,0.36662556,0.13767649,0.00453886,0.27179738
-5.19559780,1.92034788,0.59214326,1.18192544,0.00189165,0.14064852,0.37648191,0.13804549,0.00456902,0.27562096
-5.18959480,1.93450022,0.59186114,1.19000638,0.00194392,0.14233221,0.38524157,0.13825730,0.00460734,0.27914182
-5.18359180,1.94796378,0.59061989,1.19831757,0.00199097,0.14385775,0.39276829,0.13834473,0.00465365,0.28235487
-5.17758879,1.96098777,0.58847820,1.20706055,0.00203191,0.14523935,0.39894571,0.13834619,0.00470759,0.28526209
-5.17158579,1.97384634,0.58551867,1.21644113,0.00206589,0.14649637,0.40368096,0.13830519,0.00476863,0.28787193
-5.16558279,1.98683282,0.58184575,1.22666385,0.00209210,0.14765354,0.40690777,0.13826975,0.00483616,0.29019897
-5.15957979,2.00025381,0.57758342,1.23792664,0.00210981,0.14874090,0.40858907,0.13829153,0.00490951,0.29226361
-5.15357679,2.01442299,0.57287251,1.25041564,0.00211839,0.14979352,0.40871889,0.13842488,0.00498807,0.29409186
-5.14757379,2.02965424,0.56786751,1.26430005,0.00211734,0.15085083,0.40732326,0.13872560,0.00507131,0.29571517
-5.14157079,2.04625410,0.56273302,1.27972706,0.00210633,0.15195572,0.40446031,0.13924957,0.00515889,0.29717012
-5.13556778,2.06451357,0.55763961,1.29681685,0.00208516,0.15315334,0.40021917,0.14005114,0.00525069,0.29849806
-5.12956478,2.08469929,0.55275949,1.31565789,0.00205384,0.15448955,0.39471808,0.14118151,0.00534683,0.29974447
-5.12356178,2.10704437,0.54826183,1.33630252,0.00201256,0.15600936,0.38810136,0.14268693,0.00544774,0.30095828
-5.11755878,2.13173935,0.54430810,1.35876312,0.00196168,0.15775506,0.38053574,0.14460701,0.00555413,0.30219080
-5.11155578,2.15892343,0.54104757,1.38300900,0.00190177,0.15976445,0.37220588,0.14697300,0.00566699,0.30349466
-5.10555278,2.18867671,0.53861306,1.40896438,0.00183352,0.16206904,0.36330949,0.14980631,0.00578758,0.30492239
-5.09954977,2.22101371,0.53711740,1.43650741,0.00175782,0.16469240,0.35405217,0.15311719,0.00591733,0.30652509
-5.09354677,2.25587866,0.53665047,1.46547063,0.00167565,0.16764872,0.34464216,0.15690374,0.00605782,0.30835089
-5.08754377,2.29314288,0.53727728,1.49564280,0.00158811,0.17094166,0.33528526,0.16115123,0.00621064,0.31044356
-5.08154077,2.33260454,0.53903693,1.52677223,0.00149635,0.17456349,0.32618010,0.16583181,0.00637737,0.31284115
-5.07553777,2.37399096,0.54194273,1.55857151,0.00140159,0.17849468,0.31751387,0.17090465,0.00655938,0.31557483
-5.06953477,2.41696345,0.54598333,1.59072359,0.00130504,0.18270383,0.30945876,0.17631644,0.00675780,0.31866803
-5.06353177,2.46112470,0.55112491,1.62288908,0.00120789,0.18714801,0.30216908,0.18200235,0.00697338,0.32213588
-5.05752876,2.50602852,0.55731436,1.65471446,0.00111129,0.19177354,0.29577928,0.18788734,0.00720638,0.32598499
-5.05152576,2.55119173,0.56448319,1.68584113,0.00101632,0.19651712,0.29040266,0.19388785,0.00745649,0.33021375
-5.04552276,2.59610791,0.57255225,1.71591489,0.00092395,0.20130729,0.28613100,0.19991375,0.00772277,0.33481300
-5.03951976,2.64026263,0.58143683,1.74459578,0.00083506,0.20606626,0.28303487,0.20587062,0.00800359,0.33976724
-5.03351676,2.68314981,0.59105215,1.77156787,0.00075041,0.21071189,0.28116471,0.21166215,0.00829661,0.34505622
-5.02751376,2.72428880,0.60131889,1.79654896,0.00067062,0.21515996,0.28055233,0.21719273,0.00859877,0.35065694
-5.02151076,2.76324175,0.61216869,1.81929977,0.00059619,0.21932650,0.28121297,0.22237008,0.00890636,0.35654607
-5.01550775,2.79963067,0.62354925,1.83963251,0.00052750,0.22313025,0.28314762,0.22710790,0.00921509,0.36270248
-5.00950475,2.83315383,0.63542901,1.85741868,0.00046481,0.22649503,0.28634541,0.23132846,0.00952014,0.36911004
-5.00350175,2.86360072,0.64780101,1.87259560,0.00040825,0.22935216,0.29078613,0.23496500,0.00981635,0.37576024
-4.99749875,2.89086513,0.66068588,1.88517171,0.00035788,0.23164262,0.29644243,0.23796401,0.01009837,0.38265477
-4.99149575,2.91495546,0.67413369,1.89523014,0.00031368,0.23331905,0.30328180,0.24028712,0.01036080,0.38980764
-4.98549275,2.93600181,0.68822447,1.90293027,0.00027553,0.23434745,0.31126812,0.24191273,0.01059839,0.39724678
-4.97948974,2.95425888,0.70306737,1.90850710,0.00024330,0.23470850,0.32036261,0.24283707,0.01080623,0.40501490
-4.97348674,2.97010434,0.71879809,1.91226790,0.00021679,0.23439849,0.33052420,0.24307493,0.01097994,0.41316951
-4.96748374,2.98403182,0.73557482,1.91458611,0.00019579,0.23342972,0.34170929,0.24265964,0.01111584,0.42178182
-4.96148074,2.99663848,0.75357237,1.91589220,0.00018007,0.23183045,0.35387074,0.24164260,0.01121107,0.43093466
-4.95547774,3.00860669,0.77297479,1.91666139,0.00016942,0.22964417,0.36695641,0.24009208,0.01126371,0.44071916
-4.94947474,3.02068022,0.79396648,1.91739846,0.00016359,0.22692851,0.38090705,0.23809140,0.01127290,0.45123041
-4.94347174,3.03363528,0.81672200,1.91861977,0.00016238,0.22375344,0.39565386,0.23573650,0.01123882,0.46256205
-4.93746873,3.04824715,0.84139507,1.92083307,0.00016559,0.22019910,0.41111591,0.23313296,0.01116272,0.47480010
-4.93146573,3.06525369,0.86810693,1.92451567,0.00017301,0.21635317,0.42719749,0.23039246,0.01104688,0.48801623
-4.92546273,3.08531717,0.89693475,1.93009188,0.00018447,0.21230794,0.44378571,0.22762896,0.01089448,0.50226069
-4.91945973,3.10898612,0.92790048,1.93791066,0.00019979,0.20815718,0.46074858,0.22495461,0.01070956,0.51755547
-4.91345673,3.13665910,0.96096085,1.94822473,0.00021879,0.20399300,0.47793386,0.22247554,0.01049680,0.53388788
-4.90745373,3.16855263,0.99599897,1.96117204,0.00024127,0.19990276,0.49516871,0.22028783,0.01026143,0.55120502
-4.90145073,3.20467496,1.03281815,1.97676107,0.00026706,0.19596626,0.51226051,0.21847378,0.01000900,0.56940962
-4.89544772,3.24480775,1.07113844,1.99486072,0.00029592,0.19225338,0.52899886,0.21709859,0.00974528,0.58835739
-4.88944472,3.28849717,1.11059622,2.01519584,0.00032763,0.18882218,0.54515882,0.21620778,0.00947608,0.60785645
-4.88344172,3.33505538,1.15074717,2.03734893,0.00036192,0.18571774,0.56050536,0.21582534,0.00920714,0.62766871
-4.87743872,3.38357326,1.19107270,2.06076841,0.00039849,0.18297171,0.57479901,0.21595290,0.00894404,0.64751361
-4.87143572,3.43294432,1.23098976,2.08478336,0.00043701,0.18060269,0.58780241,0.21656983,0.00869214,0.66707397
-4.86543272,3.48189931,1.26986390,2.10862454,0.00047714,0.17861737,0.59928760,0.21763439,0.00845659,0.68600393
-4.85942971,3.52905037,1.30702513,2.13145078,0.00051850,0.17701245,0.60904379,0.21908590,0.00824237,0.70393875
-4.85342671,3.57294300,1.34178607,2.15237982,0.00056068,0.17577725,0.61688517,0.22084789,0.00805431,0.72050601
-4.84742371,3.61211382,1.37346177,2.17052230,0.00060329,0.17489694,0.62265854,0.22283202,0.00789724,0.73533786
-4.84142071,3.64515131,1.40139030,2.18501737,0.00064592,0.17435603,0.62625023,0.22494267,0.00777613,0.74808375
-4.83541771,3.67075699,1.42495352,2.19506818,0.00068818,0.17414224,0.62759219,0.22708203,0.00769619,0.75842311
-4.82941471,3.68780399,1.44359694,2.19997575,0.00072971,0.17425025,0.62666671,0.22915531,0.00766306,0.76607741
-4.82341171,3.69539015,1.45684805,2.19916942,0.00077018,0.17468533,0.62350970,0.23107604,0.00768293,0.77082097
-4.81740870,3.69288319,1.46433222,2.19223254,0.00080933,0.17546645,0.61821222,0.23277099,0.00776266,0.77249014
-4.81140570,3.67995543,1.46578553,2.17892199,0.00084694,0.17662888,0.61092021,0.23418462,0.00790988,0.77099030
-4.80540270,3.65660640,1.46106405,2.15918067,0.00088288,0.17822579,0.60183228,0.23528277,0.00813296,0.76630038
-4.79939970,3.62317204,1.45014909,2.13314233,0.00091710,0.18032912,0.59119575,0.23605540,0.00844104,0.75847468
-4.79339670,3.58031987,1.43314820,2.10112834,0.00094964,0.18302916,0.57930084,0.23651829,0.00884389,0.74764184
-4.78739370,3.52903009,1.41029200,2.06363668,0.00098060,0.18643318,0.56647338,0.23671349,0.00935173,0.73400104
-4.78139070,3.47056341,1.38192679,2.02132356,0.00101017,0.19066282,0.55306614,0.23670861,0.00997497,0.71781552
-4.77538769,3.40641684,1.34850340,1.97497849,0.00103861,0.19585050,0.53944914,0.23659496,0.01072388,0.69940378
-4.76938469,3.33826926,1.31056262,1.92549395,0.00106624,0.20213485,0.52599918,0.23648441,0.01160817,0.67912871
-4.76338169,3.26791924,1.26871796,1.87383105,0.00109340,0.20965531,0.51308903,0.23650545,0.01263651,0.65738522
-4.75737869,3.19721755,1.22363628,1.82098267,0.00112046,0.21854621,0.50107658,0.23679830,0.01381605,0.63458681
-4.75137569,3.12799754,1.17601721,1.76793579,0.00114777,0.22893047,0.49029428,0.23750943,0.01515185,0.61115174
-4.74537269,3.06200609,1.12657206,1.71563456,0.00117566,0.24091322,0.48103932,0.23878576,0.01664632,0.58748928
-4.73936968,3.00083826,1.07600320,1.66494582,0.00120440,0.25457569,0.47356476,0.24076868,0.01829875,0.56398665
-4.73336668,2.94587832,1.02498454,1.61662840,0.00123418,0.26996948,0.46807199,0.24358822,0.02010477,0.54099713
-4.72736368,2.89824957,0.97414394,1.57130762,0.00126509,0.28711171,0.46470480,0.24735757,0.02205603,0.51882987
-4.72136068,2.85877503,0.92404810,1.52945585,0.00129711,0.30598103,0.46354514,0.25216819,0.02413982,0.49774170
-4.71535768,2.82795050,0.87519057,1.49137987,0.00133009,0.32651495,0.46461092,0.25808570,0.02633900,0.47793121
-4.70935468,2.80593091,0.82798298,1.45721554,0.00136374,0.34860840,0.46785579,0.26514669,0.02863195,0.45953534
-4.70335168,2.79253043,0.78274995,1.42692965,0.00139764,0.37211380,0.47317098,0.27335650,0.03099272,0.44262850
-4.69734867,2.78723589,0.73972756,1.40032880,0.00143124,0.39684254,0.48038926,0.28268812,0.03339143,0.42722413
-4.69134567,2.78923287,0.69906525,1.37707467,0.00146389,0.42256799,0.48929074,0.29308216,0.03579473,0.41327857
-4.68534267,2.79744300,0.66083092,1.35670486,0.00149484,0.44902971,0.49961049,0.30444785,0.03816654,0.40069707
-4.67933967,2.81057062,0.62501877,1.33865809,0.00152326,0.47593907,0.51104767,0.31666508,0.04046894,0.38934138
-4.67333667,2.82715668,0.59155944,1.32230264,0.00154830,0.50298568,0.52327586,0.32958718,0.04266308,0.37903883
-4.66733367,2.84563728,0.56033170,1.30696657,0.00156909,0.52984474,0.53595432,0.34304456,0.04471041,0.36959216
-4.66133067,2.86440460,0.53117530,1.29196830,0.00158480,0.55618492,0.54873974,0.35684891,0.04657374,0.36078985
-4.65532766,2.88186721,0.50390402,1.27664626,0.00159465,0.58167639,0.56129811,0.37079777,0.04821851,0.35241645
-4.64932466,2.89650775,0.47831859,1.26038627,0.00159796,0.60599899,0.57331627,0.38467948,0.04961395,0.34426237
-4.64332166,2.90693548,0.45421875,1.24264554,0.00159417,0.62885004,0.58451276,0.39827818,0.05073417,0.33613293
