energy_ev,total_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-6.00000000,1.95525427,1.52880306,0.65027235,0.00815155,0.94511496,0.34218121,0.00238069
-5.99399700,2.01122792,1.56802669,0.66731084,0.00834236,0.97119221,0.35151943,0.00250551
-5.98799400,2.06754137,1.60620073,0.68546916,0.00851300,0.99800157,0.36055529,0.00263132
-5.98199100,2.12344170,1.64273395,0.70449910,0.00866290,1.02518216,0.36916711,0.00275662
-5.97598799,2.17815850,1.67703173,0.72414619,0.00879172,1.05236328,0.37722956,0.00287985
-5.96998499,2.23091268,1.70850539,0.74414986,0.00889928,1.07916658,0.38461664,0.00299939
-5.96398199,2.28092571,1.73658217,0.76424342,0.00898556,1.10520830,0.39120480,0.00311360
-5.95797899,2.32742932,1.76071562,0.78415395,0.00905064,1.13010192,0.39687614,0.00322085
-5.95197599,2.36967555,1.78039618,0.80360244,0.00909467,1.15346115,0.40152145,0.00331952
-5.94597299,2.40694702,1.79516152,0.82230435,0.00911781,1.17490350,0.40504311,0.00340809
-5.93996998,2.43856734,1.80460649,0.83997075,0.00912026,1.19405443,0.40735763,0.00348513
-5.93396698,2.46391157,1.80839229,0.85631026,0.00910219,1.21055217,0.40839768,0.00354937
-5.92796398,2.48241659,1.80625452,0.87103194,0.00906374,1.22405319,0.40811373,0.00359968
-5.92196098,2.49359122,1.79801007,0.88384908,0.00900505,1.23423832,0.40647512,0.00363515
-5.91595798,2.49702601,1.78356235,0.89448401,0.00892621,1.24081929,0.40347049,0.00365510
-5.90995498,2.49240255,1.76290507,0.90267379,0.00882734,1.24354575,0.39910787,0.00365908
-5.90395198,2.47950191,1.73612410,0.90817663,0.00870858,1.24221231,0.39341412,0.00364691
-5.89794897,2.45821233,1.70339764,0.91077890,0.00857014,1.23666553,0.38643407,0.00361868
-5.89194597,2.42853552,1.66499457,0.91030225,0.00841235,1.22681047,0.37822929,0.00357476
-5.88594297,2.39059162,1.62127095,0.90661077,0.00823571,1.21261649,0.36887662,0.00351578
-5.87993997,2.34462224,1.57266490,0.89961759,0.00804088,1.19412200,0.35846655,0.00344265
