energy_ev,total_up,Cd_p_up,Cd_d_up,In_p_up,In_d_up,S_s_up,S_p_up
-5.61580790,3.15013880,3.06830395,0.38670066,0.58232297,0.00454157,0.08970469,1.43382199
-5.60980490,3.11622997,3.03630664,0.38142154,0.58284209,0.00450507,0.08777710,1.41348637
-5.60380190,3.06642618,2.98806162,0.37418392,0.58126492,0.00444865,0.08542141,1.38527690
-5.59779890,3.00195510,2.92467070,0.36514640,0.57780566,0.00437382,0.08268570,1.34974432
-5.59179590,2.92429488,2.84748191,0.35449810,0.57271029,0.00428242,0.07962670,1.30755949
-5.58579290,2.83512197,2.75804369,0.34245195,0.56624732,0.00417652,0.07630751,1.25949055
-5.57978989,2.73625434,2.65805447,0.32923745,0.55869769,0.00405833,0.07279516,1.20637818
-5.57378689,2.62959255,2.54931020,0.31509333,0.55034437,0.00393015,0.06915815,1.14911007
-5.56778389,2.51706111,2.43365174,0.30026027,0.54146184,0.00379428,0.06546404,1.08859557
-5.56178089,2.40055245,2.31291434,0.28497413,0.53230616,0.00365296,0.06177724,1.02574157
-5.55577789,2.28187558,2.18888089,0.26945977,0.52310596,0.00350831,0.05815705,0.96143041
-5.54977489,2.16271133,2.06324073,0.25392577,0.51405458,0.00336227,0.05465599,0.89650059
-5.54377189,2.04457537,1.93755497,0.23856019,0.50530397,0.00321658,0.05131853,0.83173060
-5.53776888,1.92879021,1.81322930,0.22352736,0.49696044,0.00307272,0.04818024,0.76782645
-5.53176588,1.81646654,1.69149474,0.20896588,0.48908243,0.00293192,0.04526730,0.70541277
-5.52576288,1.70849402,1.57339615,0.19498775,0.48168045,0.00279516,0.04259645,0.64502757
-5.51975988,1.60554122,1.45978851,0.18167848,0.47471925,0.00266314,0.04017533,0.58712040
-5.51375688,1.50806394,1.35134008,0.16909830,0.46812187,0.00253633,0.03800318,0.53205364
-5.50775388,1.41632095,1.24854175,0.15728403,0.46177570,0.00241498,0.03607176,0.48010632
-5.50175088,1.33039587,1.15172151,0.14625176,0.45553993,0.00229917,0.03436662,0.43148026
-5.49574787,1.25022367,1.06106291,0.13599993,0.44925437,0.00218882,0.03286841,0.38630769
-5.48974487,1.17562053,0.97662635,0.12651278,0.44274895,0.00208374,0.03155440,0.34466011
-5.48374187,1.10631526,0.89837193,0.11776388,0.43585363,0.00198371,0.03039999,0.30655775
-5.47773887,1.04198099,0.82618301,0.10971975,0.42840821,0.00188843,0.02938015,0.27197922
-5.47173587,0.98226576,0.75988912,0.10234323,0.42027165,0.00179767,0.02847085,0.24087099
-5.46573287,0.92682077,0.69928773,0.09559660,0.41133041,0.00171121,0.02765026,0.21315636
-5.45972986,0.87532521,0.64416385,0.08944433,0.40150550,0.00162893,0.02689983,0.18874359
-5.45372686,0.82750709,0.59430705,0.08385535,0.39075801,0.00155080,0.02620513,0.16753318
-5.44772386,0.78315923,0.54952543,0.07880477,0.37909275,0.00147690,0.02555643,0.14942383
-5.44172086,0.74215026,0.50965628,0.07427514,0.36656004,0.00140744,0.02494909,0.13431739
-5.43571786,0.70443035,0.47457329,0.07025702,0.35325554,0.00134276,0.02438359,0.12212236
-5.42971486,0.67003191,0.44419027,0.06674912,0.33931813,0.00128333,0.02386546,0.11275615
-5.42371186,0.63906524,0.41846153,0.06375783,0.32492607,0.00122968,0.02340480,0.10614608
-5.41770885,0.61170986,0.39737904,0.06129627,0.31029155,0.00118247,0.02301579,0.10222906
-5.41170585,0.58820175,0.38096671,0.05938299,0.29565395,0.00114240,0.02271584,0.10095006
-5.40570285,0.56881738,0.36927203,0.05804014,0.28127208,0.00111019,0.02252471,0.10225956
-5.39969985,0.55385511,0.36235565,0.05729154,0.26741568,0.00108654,0.02246347,0.10610991
-5.39369685,0.54361483,0.36027911,0.05716035,0.25435662,0.00107213,0.02255340,0.11245090
-5.38769385,0.53837660,0.36309151,0.05766680,0.24235996,0.00106754,0.02281486,0.12122471
-5.38169085,0.53837917,0.37081543,0.05882572,0.23167532,0.00107321,0.02326616,0.13236038
-5.37568784,0.54379921,0.38343283,0.06064429,0.22252872,0.00108944,0.02392246,0.14576813
-5.36968484,0.55473205,0.40087147,0.06311981,0.21511519,0.00111631,0.02479479,0.16133384
-5.36368184,0.57117472,0.42299248,0.06623788,0.20959230,0.00115370,0.02588920,0.17891391
-5.35767884,0.59301197,0.44957968,0.06997082,0.20607485,0.00120124,0.02720599,0.19833089
-5.35167584,0.62000599,0.48033131,0.07427655,0.20463067,0.00125829,0.02873918,0.21937019
-5.34567284,0.65179022,0.51485450,0.07909804,0.20527786,0.00132395,0.03047622,0.24177810
-5.33966983,0.68786786,0.55266314,0.08436323,0.20798331,0.00139706,0.03239783,0.26526145
-5.33366683,0.72761513,0.59317940,0.08998562,0.21266260,0.00147623,0.03447816,0.28948910
-5.32766383,0.77028956,0.63573908,0.09586542,0.21918140,0.00155982,0.03668516,0.31409532
-5.32166083,0.81504317,0.67960094,0.10189139,0.22735809,0.00164603,0.03898122,0.33868512
-5.31565783,0.86094019,0.72395984,0.10794313,0.23696786,0.00173288,0.04132394,0.36284150
-5.30965483,0.90697906,0.76796341,0.11389401,0.24774791,0.00181833,0.04366724,0.38613438
-5.30365183,0.95211777,0.81073188,0.11961436,0.25940395,0.00190028,0.04596257,0.40813098
-5.29764882,0.99530202,0.85138027,0.12497514,0.27161762,0.00197666,0.04816024,0.42840721
-5.29164582,1.03549499,0.88904230,0.12985159,0.28405478,0.00204547,0.05021085,0.44655976
-5.28564282,1.07170776,0.92289515,0.13412706,0.29637452,0.00210487,0.05206680,0.46221817
-5.27963982,1.10302914,0.95218396,0.13769659,0.30823854,0.00215321,0.05368373,0.47505655
-5.27363682,1.12865386,0.97624517,0.14047030,0.31932077,0.00218910,0.05502191,0.48480427
-5.26763382,1.14790794,0.99452780,0.14237624,0.32931685,0.00221145,0.05604744,0.49125517
-5.26163082,1.16027021,1.00661160,0.14336281,0.33795331,0.00221951,0.05673341,0.49427487
-5.25562781,1.16538916,1.01222148,0.14340047,0.34499601,0.00221286,0.05706065,0.49380579
-5.24962481,1.16309456,1.01123751,0.14248266,0.35025770,0.00219148,0.05701840,0.48986960
-5.24362181,1.15340322,1.00370012,0.14062609,0.35360442,0.00215571,0.05660456,0.48256710
-5.23761881,1.13651898,0.98981041,0.13787018,0.35496037,0.00210624,0.05582575,0.47207545
-5.23161581,1.11282695,0.96992549,0.13427580,0.35431139,0.00204409,0.05469707,0.45864290
-5.22561281,1.08288227,0.94454924,0.12992336,0.35170657,0.00197059,0.05324151,0.44258139
-5.21960980,1.04739422,0.91431892,0.12491035,0.34725827,0.00188731,0.05148928,0.42425724
-5.21360680,1.00720617,0.87998824,0.11934842,0.34114025,0.00179602,0.04947678,0.40408048
-5.20760380,0.96327260,0.84240772,0.11336021,0.33358420,0.00169865,0.04724553,0.38249333
-5.20160080,0.91663388,0.80250314,0.10707595,0.32487473,0.00159724,0.04484095,0.35995821
-5.19559780,0.86838999,0.76125284,0.10063010,0.31534286,0.00149385,0.04231109,0.33694590
-5.18959480,0.81967415,0.71966487,0.09415807,0.30535838,0.00139056,0.03970540,0.31392431
-5.18359180,0.77162711,0.67875448,0.08779316,0.29532120,0.00128937,0.03707349,0.29134810
-5.17758879,0.72537286,0.63952283,0.08166378,0.28565193,0.00119220,0.03446405,0.26964955
-5.17158579,0.68199640,0.60293713,0.07589106,0.27678194,0.00110085,0.03192382,0.24923096
-5.16558279,0.64252382,0.56991278,0.07058687,0.26914307,0.00101697,0.02949679,0.23045845
-5.15957979,0.60790498,0.54129751,0.06585222,0.26315735,0.00094201,0.02722348,0.21365736
-5.15357679,0.57899875,0.51785765,0.06177605,0.25922668,0.00087728,0.02514043,0.19910912
-5.14757379,0.55656070,0.50026645,0.05843440,0.25772284,0.00082385,0.02327984,0.18704935
-5.14157079,0.54123305,0.48909424,0.05588987,0.25897795,0.00078264,0.02166935,0.17766708
-5.13556778,0.53353665,0.48480034,0.05419133,0.26327546,0.00075433,0.02033189,0.17110486
-5.12956478,0.53386449,0.48772637,0.05337381,0.27084185,0.00073946,0.01928573,0.16745939
-5.12356178,0.54247679,0.49809092,0.05345857,0.28183931,0.00073836,0.01854450,0.16678262
-5.11755878,0.55949707,0.51598539,0.05445313,0.29635937,0.00075116,0.01811731,0.16908302
-5.11155578,0.58490951,0.54137093,0.05635153,0.31441776,0.00077785,0.01800888,0.17432685
-5.10555278,0.61855716,0.57407663,0.05913440,0.33595073,0.00081822,0.01821962,0.18243941
-5.09954977,0.66014141,0.61379899,0.06276923,0.36081284,0.00087190,0.01874580,0.19330621
-5.09354677,0.70922276,0.66010295,0.06721056,0.38877666,0.00093835,0.01957957,0.20677407
-5.08754377,0.76522324,0.71242475,0.07240025,0.41953426,0.00101684,0.02070908,0.22265223
-5.08154077,0.82743076,0.77007694,0.07826785,0.45270089,0.00110649,0.02211846,0.24071356
-5.07553777,0.89500580,0.83225575,0.08473111,0.48782067,0.00120623,0.02378789,0.26069613
-5.06953477,0.96699072,0.89805129,0.09169660,0.52437462,0.00131483,0.02569364,0.28230513
-5.06353177,1.04232205,0.96646045,0.09906063,0.56179067,0.00143087,0.02780811,0.30521545
-5.05752876,1.11984583,1.03640293,0.10671040,0.59945575,0.00155278,0.03010000,0.32907492
-5.05152576,1.19833611,1.10674001,0.11452539,0.63672956,0.00167887,0.03253445,0.35350853
-5.04552276,1.27651643,1.17629603,0.12237913,0.67295978,0.00180727,0.03507333,0.37812336
-5.03951976,1.35308403,1.24388212,0.13014118,0.70749831,0.00193604,0.03767568,0.40251461
-5.03351676,1.42673627,1.30832166,0.13767941,0.73971789,0.00206314,0.04029816,0.42627235
-5.02751376,1.49619866,1.36847669,0.14486254,0.76902879,0.00218648,0.04289572,0.44898907
-5.02151076,1.56025359,1.42327464,0.15156276,0.79489473,0.00230399,0.04542235,0.47026776
-5.01550775,1.61776902,1.47173419,0.15765852,0.81684764,0.00241360,0.04783193,0.48973037
-5.00950475,1.66772599,1.51298975,0.16303732,0.83450051,0.00251335,0.05007920,0.50702628
-5.00350175,1.70924402,1.54631316,0.16759830,0.84755797,0.00260138,0.05212075,0.52184057
-4.99749875,1.74160336,1.57113213,0.17125480,0.85582402,0.00267603,0.05391610,0.53390168
-4.99149575,1.76426324,1.58704448,0.17393645,0.85920667,0.00273584,0.05542869,0.54298829
-4.98549275,1.77687523,1.59382754,0.17559108,0.85771929,0.00277961,0.05662685,0.54893492
-4.97948974,1.77929124,1.59144245,0.17618595,0.85147851,0.00280643,0.05748473,0.55163619
-4.97348674,1.77156566,1.58003286,0.17570862,0.84069882,0.00281571,0.05798299,0.55104942
-4.96748374,1.75395142,1.55991836,0.17416720,0.82568411,0.00280719,0.05810940,0.54719540
-4.96148074,1.72689024,1.53158255,0.17159000,0.80681641,0.00278097,0.05785919,0.54015741
-4.95547774,1.69099721,1.49565643,0.16802460,0.78454235,0.00273746,0.05723521,0.53007828
-4.94947474,1.64704036,1.45289763,0.16353643,0.75935789,0.00267743,0.05624785,0.51715577
-4.94347174,1.59591603,1.40416635,0.15820675,0.73179191,0.00260194,0.05491470,0.50163634
-4.93746873,1.53862092,1.35039890,0.15213029,0.70238936,0.00251233,0.05326002,0.48380752
-4.93146573,1.47622201,1.29257993,0.14541257,0.67169457,0.00241017,0.05131401,0.46398930
-4.92546273,1.40982551,1.23171441,0.13816688,0.64023541,0.00229723,0.04911187,0.44252473
-4.91945973,1.34054602,1.16880038,0.13051131,0.60850887,0.00217542,0.04669283,0.41977020
-4.91345673,1.26947704,1.10480346,0.12256563,0.57696850,0.00204672,0.04409896,0.39608572
-4.90745373,1.19766399,1.04063410,0.11444837,0.54601424,0.00191317,0.04137407,0.37182563
-4.90145073,1.12608064,0.97712810,0.10627411,0.51598479,0.00177678,0.03856255,0.34733001
-4.89544772,1.05560968,0.91503118,0.09815099,0.48715283,0.00163949,0.03570833,0.32291716
-4.88944472,0.98702797,0.85498779,0.09017874,0.45972296,0.00150313,0.03285389,0.29887726
-4.88344172,0.92099679,0.79753438,0.08244697,0.43383251,0.00136940,0.03003947,0.27546763
-4.87743872,0.85805708,0.74309702,0.07503405,0.40955477,0.00123982,0.02730239,0.25290934
-4.87143572,0.79862961,0.69199314,0.06800635,0.38690453,0.00111571,0.02467660,0.23138556
-4.86543272,0.74301952,0.64443687,0.06141801,0.36584547,0.00099817,0.02219243,0.21104130
-4.85942971,0.69142475,0.60054754,0.05531106,0.34629899,0.00088809,0.01987652,0.19198464
-4.85342671,0.64394758,0.56036054,0.04971591,0.32815396,0.00078616,0.01775189,0.17428913
-4.84742371,0.60060846,0.52383975,0.04465224,0.31127688,0.00069284,0.01583829,0.15799722
-4.84142071,0.56136126,0.49089102,0.04012997,0.29552214,0.00060841,0.01415256,0.14312451
-4.83541771,0.52610899,0.46137557,0.03615053,0.28074160,0.00053298,0.01270914,0.12966439
-4.82941471,0.49471930,0.43512309,0.03270815,0.26679347,0.00046647,0.01152068,0.11759309
-4.82341171,0.46703878,0.41194353,0.02979116,0.25354985,0.00040872,0.01059857,0.10687452
-4.81740870,0.44290575,0.39163745,0.02738333,0.24090285,0.00035941,0.00995356,0.09746502
-4.81140570,0.42216072,0.37400446,0.02546501,0.22876907,0.00031816,0.00959626,0.08931755
-4.80540270,0.40465448,0.35884960,0.02401421,0.21709240,0.00028452,0.00953752,0.08238536
-4.79939970,0.39025348,0.34598765,0.02300745,0.20584503,0.00025800,0.00978871,0.07662478
-4.79339670,0.37884261,0.33524549,0.02242051,0.19502699,0.00023807,0.01036183,0.07199739
-4.78739370,0.37032547,0.32646265,0.02222891,0.18466411,0.00022418,0.01126945,0.06847111
-4.78139070,0.36462237,0.31949044,0.02240822,0.17480475,0.00021581,0.01252441,0.06602063
-4.77538769,0.36166646,0.31418998,0.02293422,0.16551558,0.00021242,0.01413936,0.06462694
-4.76938469,0.36139840,0.31042946,0.02378291,0.15687659,0.00021348,0.01612611,0.06427615
-4.76338169,0.36375999,0.30808112,0.02493033,0.14897561,0.00021850,0.01849478,0.06495768
-4.75737869,0.36868728,0.30701821,0.02635237,0.14190273,0.00022699,0.02125284,0.06666202
-4.75137569,0.37610361,0.30711231,0.02802448,0.13574474,0.00023849,0.02440398,0.06937810
-4.74537269,0.38591297,0.30823117,0.02992129,0.13057991,0.00025257,0.02794704,0.07309044
-4.73936968,0.39799407,0.31023739,0.03201635,0.12647326,0.00026878,0.03187481,0.07777636
-4.73336668,0.41219553,0.31298787,0.03428180,0.12347255,0.00028672,0.03617299,0.08340332
-4.72736368,0.42833224,0.31633413,0.03668813,0.12160501,0.00030598,0.04081923,0.08992649
-4.72136068,0.44618339,0.32012348,0.03920410,0.12087500,0.00032618,0.04578238,0.09728686
-4.71535768,0.46549196,0.32420090,0.04179660,0.12126257,0.00034694,0.05102201,0.10540988
-4.70935468,0.48596595,0.32841150,0.04443081,0.12272300,0.00036787,0.05648823,0.11420482
-4.70335168,0.50728129,0.33260339,0.04707037,0.12518717,0.00038862,0.06212186,0.12356484
-4.69734867,0.52908629,0.33663080,0.04967773,0.12856291,0.00040882,0.06785502,0.13336794
-4.69134567,0.55100765,0.34035725,0.05221462,0.13273708,0.00042813,0.07361210,0.14347870
-4.68534267,0.57265764,0.34365866,0.05464264,0.13757835,0.00044621,0.07931111,0.15375082
-4.67933967,0.59364249,0.34642622,0.05692394,0.14294061,0.00046275,0.08486545,0.16403038
-4.67333667,0.61357149,0.34856889,0.05902203,0.14866679,0.00047745,0.09018590,0.17415973
-4.66733367,0.63206663,0.35001550,0.06090256,0.15459308,0.00049004,0.09518294,0.18398189
-4.66133067,0.64877242,0.35071639,0.06253425,0.16055330,0.00050028,0.09976921,0.19334521
-4.65532766,0.66336552,0.35064452,0.06388965,0.16638330,0.00050798,0.10386202,0.20210817
-4.64932466,0.67556380,0.34979606,0.06494598,0.17192535,0.00051298,0.10738580,0.21014405
-4.64332166,0.68513460,0.34819044,0.06568586,0.17703216,0.00051516,0.11027446,0.21734537
-4.63731866,0.69190168,0.34586992,0.06609782,0.18157069,0.00051445,0.11247342,0.22362769
-4.63131566,0.69575069,0.34289867,0.06617683,0.18542538,0.00051085,0.11394135,0.22893277
-4.62531266,0.69663284,0.33936135,0.06592447,0.18850084,0.00050438,0.11465149,0.23323083
-4.61930965,0.69456669,0.33536126,0.06534905,0.19072387,0.00049515,0.11459240,0.23652179
-4.61330665,0.68963776,0.33101806,0.06446545,0.19204480,0.00048328,0.11376834,0.23883542
-4.60730365,0.68199613,0.32646512,0.06329477,0.19243810,0.00046895,0.11219894,0.24023036
-4.60130065,0.67185202,0.32184649,0.06186376,0.19190218,0.00045240,0.10991856,0.24079212
-4.59529765,0.65946944,0.31731362,0.06020414,0.19045863,0.00043388,0.10697497,0.24062995
-4.58929465,0.64515824,0.31302180,0.05835172,0.18815065,0.00041369,0.10342779,0.23987288
-4.58329165,0.62926487,0.30912654,0.05634537,0.18504101,0.00039212,0.09934651,0.23866508
-4.57728864,0.61216210,0.30577985,0.05422604,0.18120951,0.00036951,0.09480828,0.23716069
-4.57128564,0.59423834,0.30312665,0.05203559,0.17675008,0.00034619,0.08989557,0.23551837
-4.56528264,0.57588675,0.30130140,0.04981578,0.17176760,0.00032249,0.08469378,0.23389590
-4.55927964,0.55749481,0.30042513,0.04760721,0.16637471,0.00029874,0.07928893,0.23244498
-4.55327664,0.53943462,0.30060288,0.04544843,0.16068858,0.00027523,0.07376542,0.23130650
-4.54727364,0.52205436,0.30192196,0.04337514,0.15482783,0.00025225,0.06820409,0.23060655
-4.54127064,0.50567127,0.30445075,0.04141953,0.14890974,0.00023009,0.06268050,0.23045325
-4.53526763,0.49056630,0.30823851,0.03960988,0.14304782,0.00020897,0.05726357,0.23093456
-4.52926463,0.47698068,0.31331598,0.03797023,0.13734981,0.00018911,0.05201445,0.23211717
-4.52326163,0.46511439,0.31969685,0.03652032,0.13191615,0.00017070,0.04698593,0.23404644
-4.51725863,0.45512651,0.32738007,0.03527565,0.12683907,0.00015390,0.04222195,0.23674734
-4.51125563,0.44713745,0.33635291,0.03424775,0.12220208,0.00013887,0.03775763,0.24022635
-4.50525263,0.44123263,0.34659460,0.03344453,0.11808015,0.00012572,0.03361945,0.24447412
-4.49924962,0.43746755,0.35808038,0.03287075,0.11454023,0.00011457,0.02982571,0.24946871
-4.49324662,0.43587391,0.37078584,0.03252860,0.11164239,0.00010554,0.02638716,0.25517928
-4.48724362,0.43646639,0.38469126,0.03241834,0.10944122,0.00009874,0.02330783,0.26156992
-4.48124062,0.43924984,0.39978591,0.03253885,0.10798766,0.00009428,0.02058587,0.26860351
-4.47523762,0.44422663,0.41607190,0.03288836,0.10733102,0.00009233,0.01821454,0.27624545
-4.46923462,0.45140376,0.43356780,0.03346500,0.10752118,0.00009303,0.01618312,0.28446692
-4.46323162,0.46079965,0.45231161,0.03426741,0.10861099,0.00009662,0.01447793,0.29324789
-4.45722861,0.47245045,0.47236330,0.03529525,0.11065852,0.00010334,0.01308317,0.30257957
-4.45122561,0.48641565,0.49380672,0.03654974,0.11372933,0.00011350,0.01198187,0.31246633
-4.44522261,0.50278309,0.51675112,0.03803407,0.11789862,0.00012747,0.01115660,0.32292730
-4.43921961,0.52167321,0.54133213,0.03975381,0.12325298,0.00014572,0.01059025,0.33399748
-4.43321661,0.54324254,0.56771247,0.04171728,0.12989193,0.00016875,0.01026670,0.34572864
-4.42721361,0.56768653,0.59608223,0.04393588,0.13792883,0.00019718,0.01017133,0.35819000
-4.42121061,0.59524139,0.62665886,0.04642438,0.14749133,0.00023169,0.01029158,0.37146885
-4.41520760,0.62618515,0.65968674,0.04920111,0.15872097,0.00027305,0.01061737,0.38567105
-4.40920460,0.66083749,0.69543626,0.05228818,0.17177197,0.00032211,0.01114141,0.40092162
-4.40320160,0.69955828,0.73420210,0.05571150,0.18680897,0.00037978,0.01185952,0.41736512
-4.39719860,0.74274449,0.77630053,0.05950077,0.20400374,0.00044702,0.01277079,0.43516599
-4.39119560,0.79082510,0.82206543,0.06368928,0.22353055,0.00052482,0.01387765,0.45450850
-4.38519260,0.84425377,0.87184255,0.06831351,0.24556034,0.00061418,0.01518593,0.47559612
-4.37918959,0.90349887,0.92598188,0.07341254,0.27025364,0.00071607,0.01670466,0.49865028
-4.37318659,0.96903071,0.98482764,0.07902716,0.29775229,0.00083138,0.01844589,0.52390791
-4.36718359,1.04130577,1.04870597,0.08519879,0.32817004,0.00096093,0.02042426,0.55161790
-4.36118059,1.12074813,1.11791010,0.09196798,0.36158250,0.00110536,0.02265650,0.58203597
-4.35517759,1.20772817,1.19268330,0.09937280,0.39801656,0.00126513,0.02516078,0.61541802
-4.34917459,1.30253909,1.27319999,0.10744683,0.43743985,0.00144045,0.02795590,0.65201184
-4.34317159,1.40537212,1.35954559,0.11621706,0.47975072,0.00163124,0.03106034,0.69204723
-4.33716858,1.51629104,1.45169596,0.12570162,0.52476932,0.00183710,0.03449126,0.73572486
-4.33116558,1.63520751,1.54949752,0.13590744,0.57223041,0.00205726,0.03826331,0.78320391
-4.32516258,1.76185826,1.65264918,0.14682808,0.62177855,0.00229056,0.04238751,0.83458937
-4.31915958,1.89578562,1.76068721,0.15844164,0.67296614,0.00253544,0.04687005,0.88991907
-4.31315658,2.03632279,1.87297455,0.17070901,0.72525490,0.00278994,0.05171111,0.94915146
-4.30715358,2.18258509,1.98869543,0.18357262,0.77802113,0.00305169,0.05690384,1.01215459
