energy_ev,total_up,Bi_p_up,Bi_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-6.00000000,1.60019154,0.60883399,0.00287214,0.88864564,0.88362409,0.00093156,0.14414637
-5.99399700,1.55712957,0.60757488,0.00269505,0.86682837,0.84531956,0.00094210,0.14320224
-5.98799400,1.51486497,0.60402206,0.00254858,0.84404484,0.80995534,0.00097337,0.14184252
-5.98199100,1.47333189,0.59811055,0.00243302,0.82013118,0.77760189,0.00102727,0.14001489
-5.97598799,1.43252572,0.58984075,0.00234850,0.79496874,0.74832254,0.00110560,0.13768175
-5.96998499,1.39251717,0.57928115,0.00229505,0.76849381,0.72218176,0.00121008,0.13482209
-5.96398199,1.35346044,0.56656799,0.00227265,0.74070386,0.69925111,0.00134227,0.13143259
-5.95797899,1.31559522,0.55190215,0.00228118,0.71166028,0.67961232,0.00150357,0.12752780
-5.95197599,1.27924214,0.53554325,0.00232049,0.68148738,0.66335746,0.00169518,0.12313966
-5.94597299,1.24479218,0.51780130,0.00239036,0.65036803,0.65058601,0.00191804,0.11831616
-5.93996998,1.21269056,0.49902625,0.00249048,0.61853620,0.64139931,0.00217278,0.11311941
-5.93396698,1.18341608,0.47959604,0.00262039,0.58626706,0.63589250,0.00245968,0.10762316
-5.92796398,1.15745725,0.45990348,0.00277950,0.55386528,0.63414483,0.00277859,0.10190985
-5.92196098,1.13528641,0.44034289,0.00296697,0.52165216,0.63620869,0.00312888,0.09606757
-5.91595798,1.11733338,0.42129668,0.00318170,0.48995254,0.64209838,0.00350941,0.09018677
-5.90995498,1.10396017,0.40312281,0.00342229,0.45908208,0.65177921,0.00391844,0.08435717
-5.90395198,1.09543788,0.38614339,0.00368697,0.42933561,0.66515765,0.00435362,0.07866482
-5.89794897,1.09192732,0.37063498,0.00397356,0.40097714,0.68207337,0.00481198,0.07318945
-5.89194597,1.09346408,0.35682084,0.00427951,0.37423191,0.70229358,0.00528988,0.06800235
-5.88594297,1.09994906,0.34486548,0.00460183,0.34928082,0.72551025,0.00578306,0.06316466
-5.87993997,1.11114481,0.33487165,0.00493711,0.32625740,0.75134042,0.00628664,0.05872624
-5.87393697,1.12667802,0.32687968,0.00528161,0.30524727,0.77932999,0.00679519,0.05472512
-5.86793397,1.14604819,0.32086930,0.00563124,0.28629006,0.80896081,0.00730279,0.05118745
-5.86193097,1.16864209,0.31676372,0.00598169,0.26938348,0.83966107,0.00780313,0.04812800
-5.85592796,1.19375358,0.31443577,0.00632850,0.25448931,0.87081879,0.00828964,0.04555120
-5.84992496,1.22060817,0.31371583,0.00666719,0.24154086,0.90179793,0.00875558,0.04345247
-5.84392196,1.24839134,0.31440128,0.00699337,0.23045157,0.93195673,0.00919426,0.04181999
-5.83791896,1.27627974,0.31626701,0.00730291,0.22112427,0.96066765,0.00959915,0.04063669
-5.83191596,1.30347407,0.31907682,0.00759205,0.21346072,0.98733831,0.00996406,0.03988239
-5.82591296,1.32923261,0.32259502,0.00785761,0.20737102,1.01143267,0.01028336,0.03953605
-5.81990995,1.35290411,0.32659813,0.00809710,0.20278253,1.03249174,0.01055210,0.03957801
-5.81390695,1.37395888,0.33088611,0.00830887,0.19964796,1.05015311,0.01076622,0.03999211
-5.80790395,1.39201698,0.33529276,0.00849226,0.19795243,1.06416842,0.01092269,0.04076770
-5.80190095,1.40687231,0.33969504,0.00864766,0.19771917,1.07441818,0.01101964,0.04190134
-5.79589795,1.41851164,0.34402082,0.00877666,0.19901375,1.08092326,0.01105650,0.04339820
-5.78989495,1.42712778,0.34825496,0.00888204,0.20194668,1.08385239,0.01103404,0.04527315
-5.78389195,1.43312598,0.35244326,0.00896780,0.20667428,1.08352528,0.01095449,0.04755135
-5.77788894,1.43712318,0.35669426,0.00903911,0.21339768,1.08041091,0.01082149,0.05026841
-5.77188594,1.43993973,0.36117875,0.00910227,0.22236007,1.07512084,0.01064009,0.05347008
-5.76588294,1.44258341,0.36612674,0.00916456,0.23384204,1.06839746,0.01041673,0.05721145
-5.75987994,1.44622596,0.37182219,0.00923408,0.24815513,1.06109726,0.01015906,0.06155556
-5.75387694,1.45217248,0.37859531,0.00931956,0.26563360,1.05416941,0.00987591,0.06657168
-5.74787394,1.46182446,0.38681274,0.00943008,0.28662456,1.04863020,0.00957703,0.07233299
-5.74187094,1.47663719,0.39686582,0.00957484,0.31147669,1.04553381,0.00927295,0.07891394
-5.73586793,1.49807286,0.40915723,0.00976284,0.34052752,1.04594044,0.00897474,0.08638725
-5.72986493,1.52755076,0.42408641,0.01000256,0.37408982,1.05088251,0.00869378,0.09482068
-5.72386193,1.56639593,0.44203415,0.01030171,0.41243719,1.06133024,0.00844152,0.10427358
-5.71785893,1.61578830,0.46334684,0.01066685,0.45578938,1.07815754,0.00822917,0.11479349
-5.71185593,1.67671377,0.48832102,0.01110316,0.50429770,1.10210960,0.00806752,0.12641269
-5.70585293,1.74991937,0.51718853,0.01161419,0.55803103,1.13377327,0.00796663,0.13914505
-5.69984992,1.83587401,0.55010309,0.01220168,0.61696299,1.17355147,0.00793560,0.15298321
-5.69384692,1.93473669,0.58712864,0.01286539,0.68096085,1.22164270,0.00798239,0.16789613
-5.68784392,2.04633356,0.62823004,0.01360301,0.74977669,1.27802649,0.00811360,0.18382733
-5.68184092,2.17014508,0.67326661,0.01441020,0.82304146,1.34245573,0.00833430,0.20069378
-5.67583792,2.30530420,0.72198881,0.01528061,0.90026239,1.41445625,0.00864793,0.21838562
-5.66983492,2.45060611,0.77403845,0.01620602,0.98082425,1.49333390,0.00905618,0.23676670
-5.66383192,2.60452956,0.82895258,0.01717658,1.06399466,1.57818922,0.00955898,0.25567610
-5.65782891,2.76526960,0.88617104,0.01818101,1.14893390,1.66793919,0.01015449,0.27493049
-5.65182591,2.93078066,0.94504777,0.01920697,1.23470890,1.76134561,0.01083915,0.29432751
-5.64582291,3.09882889,1.00486545,0.02024141,1.32031159,1.85704886,0.01160775,0.31364985
-5.63981991,3.26705193,1.06485320,0.02127095,1.40468099,1.95360621,0.01245358,0.33267016
-5.63381691,3.43302405,1.12420682,0.02228225,1.48672861,2.04953288,0.01336862,0.35115649
-5.62781391,3.59432428,1.18211086,0.02326246,1.56536628,2.14334462,0.01434370,0.36887818
-5.62181091,3.74860493,1.23776176,0.02419956,1.63953563,2.23359983,0.01536878,0.38561189
-5.61580790,3.89365791,1.29039123,0.02508267,1.70823790,2.31893984,0.01643317,0.40114766
-5.60980490,4.02747611,1.33928898,0.02590240,1.77056308,2.39812558,0.01752580,0.41529467
-5.60380190,4.14830757,1.38382380,0.02665099,1.82571707,2.47006928,0.01863548,0.42788645
-5.59779890,4.25470014,1.42346221,0.02732253,1.87304567,2.53386011,0.01975113,0.43878540
-5.59179590,4.34553507,1.45778380,0.02791304,1.91205418,2.58878273,0.02086202,0.44788638
-5.58579290,4.42004814,1.48649270,0.02842044,1.94242183,2.63432832,0.02195796,0.45511909
-5.57978989,4.47783779,1.50942449,0.02884449,1.96401010,2.67019785,0.02302942,0.46044933
-5.57378689,4.51886020,1.52654834,0.02918672,1.97686453,2.69629788,0.02406769,0.46387887
-5.56778389,4.54341173,1.53796435,0.02945018,1.98120977,2.71272929,0.02506489,0.46544412
-5.56178089,4.55209992,1.54389591,0.02963923,1.97743807,2.71976991,0.02601402,0.46521348
-5.55577789,4.54580472,1.54467770,0.02975933,1.96609159,2.71785208,0.02690888,0.46328364
-5.54977489,4.52563173,1.54073975,0.02981666,1.94783940,2.70753641,0.02774404,0.45977491
-5.54377189,4.49285996,1.53258821,0.02981795,1.92345004,2.68948321,0.02851472,0.45482588
-5.53776888,4.44888651,1.52078373,0.02977008,1.89376106,2.66442278,0.02921663,0.44858763
-5.53176588,4.39517049,1.50591847,0.02967992,1.85964685,2.63312608,0.02984586,0.44121779
-5.52576288,4.33317890,1.48859263,0.02955403,1.82198633,2.59637693,0.03039877,0.43287469
-5.51975988,4.26433626,1.46939159,0.02939843,1.78163181,2.55494666,0.03087179,0.42371201
-5.51375688,4.18998027,1.44886452,0.02921851,1.73938061,2.50957222,0.03126140,0.41387393
-5.50775388,4.11132468,1.42750551,0.02901880,1.69595053,2.46093814,0.03156404,0.40349129
-5.50175088,4.02943062,1.40573774,0.02880293,1.65196025,2.40966279,0.03177611,0.39267862
-5.49574787,3.94518703,1.38390137,0.02857356,1.60791528,2.35628904,0.03189401,0.38153240
-5.48974487,3.85930030,1.36224565,0.02833238,1.56420002,2.30127919,0.03191419,0.37013028
-5.48374187,3.77229294,1.34092521,0.02808008,1.52107592,2.24501399,0.03183332,0.35853156
-5.47773887,3.68451079,1.32000071,0.02781645,1.47868558,2.18779525,0.03164848,0.34677854
-5.47173587,3.59613769,1.29944367,0.02754046,1.43706222,2.12985171,0.03135729,0.33489876
-5.46573287,3.50721659,1.27914502,0.02725035,1.39614383,2.07134743,0.03095823,0.32290793
-5.45972986,3.41767575,1.25892695,0.02694378,1.35579101,2.01239234,0.03045078,0.31081326
-5.45372686,3.32735858,1.23855738,0.02661799,1.31580742,1.95305421,0.02983571,0.29861705
-5.44772386,3.23605556,1.21776642,0.02626997,1.27596163,1.89337154,0.02911521,0.28632029
-5.44172086,3.14353690,1.19626396,0.02589668,1.23600927,1.83336681,0.02829313,0.27392599
-5.43571786,3.04958446,1.17375767,0.02549521,1.19571438,1.77305965,0.02737502,0.26144222
-5.42971486,2.95402160,1.14997054,0.02506301,1.15486890,1.71247930,0.02636824,0.24888448
-5.42371186,2.85673993,1.12465742,0.02459805,1.11330956,1.65167620,0.02528192,0.23627758
-5.41770885,2.75772190,1.09761966,0.02409905,1.07093148,1.59073201,0.02412694,0.22365668
-5.41170585,2.65705853,1.06871753,0.02356561,1.02769813,1.52976800,0.02291580,0.21106767
-5.40570285,2.55496179,1.03787981,0.02299832,0.98364739,1.46895142,0.02166243,0.19856690
-5.39969985,2.45177138,1.00511042,0.02239890,0.93889381,1.40849960,0.02038202,0.18622021
-5.39369685,2.34795567,0.97049171,0.02177020,0.89362724,1.34868178,0.01909076,0.17410155
-5.38769385,2.24410732,0.93418473,0.02111626,0.84810822,1.28981852,0.01780560,0.16229111
-5.38169085,2.14093369,0.89642626,0.02044218,0.80266068,1.23227882,0.01654400,0.15087323
-5.37568784,2.03924281,0.85752310,0.01975411,0.75766250,1.17647492,0.01532367,0.13993426
-5.36968484,1.93992564,0.81784391,0.01905904,0.71353463,1.12285526,0.01416237,0.12956030
-5.36368184,1.84393541,0.77780905,0.01836464,0.67072938,1.07189570,0.01307767,0.11983521
-5.35767884,1.75226512,0.73787889,0.01767903,0.62971855,1.02408940,0.01208685,0.11083881
-5.35167584,1.66592408,0.69854127,0.01701056,0.59098180,0.97993592,0.01120673,0.10264530
-5.34567284,1.58591432,0.66029845,0.01636751,0.55499588,0.93992975,0.01045356,0.09532222
-5.33966983,1.51320795,0.62365425,0.01575788,0.52222492,0.90454894,0.00984299,0.08892953
-5.33366683,1.44872594,0.58910165,0.01518911,0.49311191,0.87424401,0.00938997,0.08351930
-5.32766383,1.39331895,0.55711145,0.01466786,0.46807163,0.84942770,0.00910872,0.07913547
-5.32166083,1.34775064,0.52812200,0.01419985,0.44748473,0.83046561,0.00901264,0.07581400
-5.31565783,1.31268350,0.50253040,0.01378968,0.43169299,0.81766816,0.00911427,0.07358317
-5.30965483,1.28866728,0.48068515,0.01344072,0.42099531,0.81128371,0.00942508,0.07246387
-5.30365183,1.27612977,0.46288027,0.01315506,0.41564434,0.81149308,0.00995538,0.07247004
-5.29764882,1.27536980,0.44935073,0.01293351,0.41584333,0.81840523,0.01071408,0.07360883
-5.29164582,1.28655180,0.44026924,0.01277559,0.42174280,0.83205417,0.01170836,0.07588078
-5.28564282,1.30970197,0.43574392,0.01267964,0.43343706,0.85239673,0.01294341,0.07927965
-5.27963982,1.34470523,0.43581691,0.01264287,0.45096015,0.87931130,0.01442202,0.08379213
-5.27363682,1.39130317,0.44046370,0.01266152,0.47428127,0.91259727,0.01614420,0.08939718
-5.26763382,1.44909254,0.44959292,0.01273097,0.50329981,0.95197513,0.01810672,0.09606527
