energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-3.34667334,2.03261859,0.88739241,0.18414603,0.03642857,0.60772226,0.65214339,0.00000000,0.46384277,0.27044580
-3.34067034,1.90422314,0.83216271,0.17243453,0.03382706,0.56893592,0.61102099,0.00000000,0.43514276,0.25433196
-3.33466733,1.77677538,0.77659467,0.16065954,0.03120500,0.52984499,0.57073020,0.00000000,0.40707129,0.23916972
-3.32866433,1.65212956,0.72148882,0.14899487,0.02859722,0.49101780,0.53189685,0.00000000,0.38005536,0.22517536
-3.32266133,1.53197922,0.66758132,0.13760023,0.02603543,0.45297158,0.49509627,0.00000000,0.35447589,0.21254470
-3.31665833,1.41782152,0.61552859,0.12661794,0.02354775,0.41616245,0.46084031,0.00000000,0.33066002,0.20144832
-3.31065533,1.31093053,0.56589591,0.11617043,0.02115826,0.38097829,0.42956679,0.00000000,0.30887559,0.19202748
-3.30465233,1.21233972,0.51915024,0.10635867,0.01888688,0.34773473,0.40163148,0.00000000,0.28932780,0.18439115
-3.29864932,1.12283370,0.47565733,0.09726144,0.01674924,0.31667423,0.37730277,0.00000000,0.27215796,0.17861388
-3.29264632,1.04294862,0.43568268,0.08893536,0.01475677,0.28796789,0.35675900,0.00000000,0.25744415,0.17473478
-3.28664332,0.97298066,0.39939610,0.08141573,0.01291693,0.26171977,0.34008819,0.00000000,0.24520380,0.17275749
-3.28064032,0.91300146,0.36687933,0.07471798,0.01123349,0.23797323,0.32729035,0.00000000,0.23539774,0.17265107
-3.27463732,0.86287936,0.33813606,0.06883965,0.00970690,0.21671892,0.31828177,0.00000000,0.22793560,0.17435181
-3.26863432,0.82230512,0.31310371,0.06376269,0.00833470,0.19790371,0.31290153,0.00000000,0.22268226,0.17776588
-3.26263132,0.79082088,0.29166623,0.05945614,0.00711202,0.18144033,0.31091951,0.00000000,0.21946503,0.18277277
-3.25662831,0.76785082,0.27366728,0.05587885,0.00603201,0.16721695,0.31204611,0.00000000,0.21808139,0.18922924
-3.25062531,0.75273252,0.25892310,0.05298220,0.00508631,0.15510642,0.31594299,0.00000000,0.21830693,0.19697397
-3.24462231,0.74474755,0.24723458,0.05071277,0.00426549,0.14497468,0.32223484,0.00000000,0.21990333,0.20583239
-3.23861931,0.74315053,0.23839789,0.04901481,0.00355944,0.13668811,0.33052170,0.00000000,0.22262611,0.21562190
-3.23261631,0.74719547,0.23221346,0.04783237,0.00295772,0.13011943,0.34039162,0.00000000,0.22623201,0.22615706
-3.22661331,0.75615891,0.22849292,0.04711118,0.00244986,0.12515218,0.35143315,0.00000000,0.23048574,0.23725471
-3.22061031,0.76935905,0.22706390,0.04680015,0.00202561,0.12168354,0.36324753,0.00000000,0.23516604,0.24873877
-3.21460730,0.78617068,0.22777262,0.04685240,0.00167518,0.11962555,0.37546003,0.00000000,0.24007091,0.26044458
-3.20860430,0.80603553,0.23048431,0.04722605,0.00138930,0.11890489,0.38773016,0.00000000,0.24502179,0.27222268
-3.20260130,0.82846808,0.23508176,0.04788450,0.00115940,0.11946122,0.39976043,0.00000000,0.24986681,0.28394172
-3.19659830,0.85305696,0.24146200,0.04879639,0.00097762,0.12124447,0.41130334,0.00000000,0.25448290,0.29549059
-3.19059530,0.87946218,0.24953175,0.04993536,0.00083689,0.12421111,0.42216633,0.00000000,0.25877686,0.30677953
-3.18459230,0.90740879,0.25920175,0.05127938,0.00073086,0.12831989,0.43221458,0.00000000,0.26268532,0.31774035
-3.17858929,0.93667742,0.27038054,0.05281002,0.00065395,0.13352726,0.44137145,0.00000000,0.26617372,0.32832563
-3.17258629,0.96709255,0.28296813,0.05451152,0.00060126,0.13978269,0.44961670,0.00000000,0.26923438,0.33850713
-3.16658329,0.99850932,0.29684997,0.05636984,0.00056854,0.14702439,0.45698253,0.00000000,0.27188371,0.34827344
-3.16058029,1.03079971,0.31189159,0.05837164,0.00055220,0.15517555,0.46354761,0.00000000,0.27415884,0.35762712
-3.15457729,1.06383914,0.32793443,0.06050341,0.00054917,0.16414130,0.46942952,0.00000000,0.27611371,0.36658143
-3.14857429,1.09749420,0.34479308,0.06275069,0.00055696,0.17380683,0.47477585,0.00000000,0.27781492,0.37515707
-3.14257129,1.13161250,0.36225417,0.06509742,0.00057354,0.18403654,0.47975456,0.00000000,0.27933738,0.38337895
-3.13656828,1.16601519,0.38007712,0.06752560,0.00059744,0.19467448,0.48454396,0.00000000,0.28076015,0.39127338
-3.13056528,1.20049274,0.39799682,0.07001510,0.00062764,0.20554604,0.48932285,0.00000000,0.28216241,0.39886579
-3.12456228,1.23480430,0.41572811,0.07254376,0.00066367,0.21646089,0.49426139,0.00000000,0.28361997,0.40617913
-3.11855928,1.26868068,0.43297195,0.07508778,0.00070560,0.22721699,0.49951297,0.00000000,0.28520217,0.41323304
-3.11255628,1.30183084,0.44942315,0.07762224,0.00075412,0.23760561,0.50520753,0.00000000,0.28696953,0.42004392
-3.10655328,1.33395150,0.46477906,0.08012187,0.00081059,0.24741704,0.51144662,0.00000000,0.28897197,0.42662556
-3.10055028,1.36473918,0.47874912,0.08256198,0.00087716,0.25644679,0.51830023,0.00000000,0.29124781,0.43299061
-3.09454727,1.39390394,0.49106455,0.08491942,0.00095686,0.26450197,0.52580557,0.00000000,0.29382340,0.43915237
-3.08854427,1.42118390,0.50148789,0.08717360,0.00105369,0.27140756,0.53396760,0.00000000,0.29671335,0.44512683
-3.08254127,1.44635942,0.50982177,0.08930740,0.00117279,0.27701228,0.54276117,0.00000000,0.29992134,0.45093475
-3.07653827,1.46926610,0.51591661,0.09130806,0.00132056,0.28119368,0.55213461,0.00000000,0.30344139,0.45660341
-3.07053527,1.48980543,0.51967667,0.09316781,0.00150479,0.28386232,0.56201416,0.00000000,0.30725940,0.46216788
-3.06453227,1.50795249,0.52106426,0.09488426,0.00173480,0.28496482,0.57230925,0.00000000,0.31135495,0.46767147
-3.05852926,1.52375986,0.52010187,0.09646064,0.00202154,0.28448551,0.58291790,0.00000000,0.31570316,0.47316548
-3.05252626,1.53735753,0.51687201,0.09790558,0.00237770,0.28244673,0.59373212,0.00000000,0.32027660,0.47870774
-3.04652326,1.54894851,0.51151487,0.09923279,0.00281774,0.27890777,0.60464286,0.00000000,0.32504708,0.48436046
-3.04052026,1.55880043,0.50422382,0.10046030,0.00335793,0.27396238,0.61554427,0.00000000,0.32998719,0.49018690
-3.03451726,1.56723340,0.49523898,0.10160957,0.00401628,0.26773516,0.62633715,0.00000000,0.33507174,0.49624759
-3.02851426,1.57460500,0.48483917,0.10270440,0.00481242,0.26037686,0.63693142,0.00000000,0.34027883,0.50259583
-3.02251126,1.58129291,0.47333256,0.10376963,0.00576741,0.25205892,0.64724756,0.00000000,0.34559064,0.50927311
-3.01650825,1.58767660,0.46104657,0.10482987,0.00690339,0.24296756,0.65721718,0.00000000,0.35099397,0.51630457
-3.01050525,1.59411877,0.44831725,0.10590822,0.00824321,0.23329748,0.66678271,0.00000000,0.35648045,0.52369495
-3.00450225,1.60094782,0.43547878,0.10702502,0.00980990,0.22324584,0.67589650,0.00000000,0.36204649,0.53142528
-2.99849925,1.60844227,0.42285339,0.10819685,0.01162599,0.21300638,0.68451939,0.00000000,0.36769298,0.53945058
-2.99249625,1.61681800,0.41074211,0.10943561,0.01371283,0.20276426,0.69261907,0.00000000,0.37342481,0.54769892
-2.98649325,1.62621901,0.39941667,0.11074795,0.01608970,0.19269160,0.70016835,0.00000000,0.37925017,0.55607183
-2.98049025,1.63671203,0.38911278,0.11213491,0.01877292,0.18294401,0.70714354,0.00000000,0.38517983,0.56444622
-2.97448724,1.64828540,0.38002496,0.11359189,0.02177488,0.17365808,0.71352305,0.00000000,0.39122622,0.57267778
-2.96848424,1.66085194,0.37230301,0.11510885,0.02510304,0.16495002,0.71928640,0.00000000,0.39740259,0.58060568
-2.96248124,1.67425574,0.36605010,0.11667077,0.02875897,0.15691526,0.72441347,0.00000000,0.40372216,0.58805844
-2.95647824,1.68828223,0.36132253,0.11825839,0.03273748,0.14962906,0.72888425,0.00000000,0.41019742,0.59486063
-2.95047524,1.70267098,0.35813091,0.11984902,0.03702583,0.14314790,0.73267889,0.00000000,0.41683954,0.60084012
-2.94447224,1.71713047,0.35644274,0.12141754,0.04160316,0.13751163,0.73577805,0.00000000,0.42365806,0.60583544
-2.93846923,1.73135408,0.35618616,0.12293750,0.04644007,0.13274607,0.73816343,0.00000000,0.43066086,0.60970301
-2.93246623,1.74503628,0.35725465,0.12438212,0.05149855,0.12886592,0.73981854,0.00000000,0.43785447,0.61232380
-2.92646323,1.75788862,0.35951255,0.12572538,0.05673215,0.12587781,0.74072939,0.00000000,0.44524482,0.61360908
-2.92046023,1.76965448,0.36280114,0.12694297,0.06208650,0.12378323,0.74088538,0.00000000,0.45283833,0.61350508
-2.91445723,1.78012223,0.36694510,0.12801316,0.06750018,0.12258127,0.74028003,0.00000000,0.46064351,0.61199633
-2.90845423,1.78913631,0.37175915,0.12891752,0.07290590,0.12227097,0.73891177,0.00000000,0.46867286,0.60910755
-2.90245123,1.79660581,0.37705471,0.12964154,0.07823199,0.12285311,0.73678467,0.00000000,0.47694514,0.60490401
-2.89644822,1.80251056,0.38264647,0.13017503,0.08340420,0.12433153,0.73390920,0.00000000,0.48548779,0.59949048
-2.89044522,1.80690440,0.38835846,0.13051248,0.08834767,0.12671376,0.73030296,0.00000000,0.49433938,0.59300874
-2.88444222,1.80991576,0.39402984,0.13065314,0.09298902,0.13001105,0.72599154,0.00000000,0.50355194,0.58563384
-2.87843922,1.81174561,0.39951985,0.13060113,0.09725859,0.13423778,0.72100928,0.00000000,0.51319288,0.57756935
-2.87243622,1.81266284,0.40471212,0.13036524,0.10109250,0.13941037,0.71540019,0.00000000,0.52334621,0.56904161
-2.86643322,1.81299712,0.40951792,0.12995881,0.10443471,0.14554565,0.70921870,0.00000000,0.53411298,0.56029343
-2.86043022,1.81312958,0.41387838,0.12939931,0.10723873,0.15265883,0.70253039,0.00000000,0.54561045,0.55157722
-2.85442721,1.81348122,0.41776555,0.12870798,0.10946911,0.16076124,0.69541243,0.00000000,0.55797000,0.54314788
-2.84842421,1.81449947,0.42118219,0.12790923,0.11110247,0.16985789,0.68795372,0.00000000,0.57133350,0.53525564
-2.84242121,1.81664293,0.42416021,0.12703003,0.11212816,0.17994491,0.68025451,0.00000000,0.58584803,0.52813889
-2.83641821,1.82036472,0.42675792,0.12609918,0.11254832,0.19100711,0.67242548,0.00000000,0.60165918,0.52201731
-2.83041521,1.82609459,0.42905595,0.12514642,0.11237764,0.20301568,0.66458603,0.00000000,0.61890274,0.51708532
-2.82441221,1.83422047,0.43115211,0.12420161,0.11164245,0.21592616,0.65686185,0.00000000,0.63769531,0.51350606
-2.81840920,1.84506965,0.43315531,0.12329367,0.11037954,0.22967677,0.64938169,0.00000000,0.65812402,0.51140595
-2.81240620,1.85889054,0.43517876,0.12244958,0.10863453,0.24418717,0.64227338,0.00000000,0.68023588,0.51087006
-2.80640320,1.87583539,0.43733277,0.12169334,0.10646001,0.25935772,0.63565913,0.00000000,0.70402741,0.51193832
-2.80040020,1.89594494,0.43971746,0.12104497,0.10391342,0.27506926,0.62965045,0.00000000,0.72943494,0.51460276
-2.79439720,1.91913569,0.44241567,0.12051951,0.10105493,0.29118351,0.62434271,0.00000000,0.75632653,0.51880590
-2.78839420,1.94519051,0.44548657,0.12012619,0.09794529,0.30754401,0.61980979,0.00000000,0.78449590,0.52444039
-2.78239120,1.97375344,0.44896012,0.11986769,0.09464381,0.32397769,0.61609894,0.00000000,0.81365916,0.53135002
-2.77638819,2.00432922,0.45283289,0.11973967,0.09120658,0.34029696,0.61322645,0.00000000,0.84345459,0.53933214
-2.77038519,2.03628793,0.45706534,0.11973048,0.08768492,0.35630243,0.61117407,0.00000000,0.87344610,0.54814158
-2.76438219,2.06887519,0.46158082,0.11982113,0.08412426,0.37178606,0.60988682,0.00000000,0.90313031,0.55749596
-2.75837919,2.10122775,0.46626647,0.11998556,0.08056331,0.38653476,0.60927221,0.00000000,0.93194733,0.56708245
-2.75237619,2.13239437,0.47097594,0.12019124,0.07703370,0.40033441,0.60920108,0.00000000,0.95929502,0.57656571
-2.74637319,2.16136141,0.47553385,0.12040003,0.07355997,0.41297416,0.60951027,0.00000000,0.98454626,0.58559693
-2.74037019,2.18708242,0.47974199,0.12056930,0.07015990,0.42425085,0.61000689,0.00000000,1.00706858,0.59382364
-2.73436718,2.20851074,0.48338680,0.12065330,0.06684518,0.43397369,0.61047433,0.00000000,1.02624540,0.60090005
-2.72836418,2.22463394,0.48624799,0.12060479,0.06362232,0.44196874,0.61067971,0.00000000,1.04149794,0.60649749
-2.72236118,2.23450872,0.48810777,0.12037667,0.06049371,0.44808335,0.61038248,0.00000000,1.05230677,0.61031469
-2.71635818,2.23729492,0.48876040,0.11992383,0.05745882,0.45219032,0.60934393,0.00000000,1.05823205,0.61208747
-2.71035518,2.23228731,0.48802156,0.11920486,0.05451535,0.45419161,0.60733710,0.00000000,1.05893149,0.61159739
-2.70435218,2.21894371,0.48573708,0.11818381,0.05166045,0.45402156,0.60415683,0.00000000,1.05417508,0.60867927
-2.69834917,2.19690826,0.48179074,0.11683168,0.04889172,0.45164941,0.59962931,0.00000000,1.04385604,0.60322695
-2.69234617,2.16602898,0.47611071,0.11512780,0.04620814,0.44708113,0.59362094,0.00000000,1.02799726,0.59519738
-2.68634317,2.12636864,0.46867431,0.11306085,0.04361071,0.44036028,0.58604584,0.00000000,1.00675318,0.58461271
-2.68034017,2.07820875,0.45951107,0.11062961,0.04110295,0.43156806,0.57687199,0.00000000,0.98040677,0.57156033
-2.67433717,2.02204618,0.44870365,0.10784334,0.03869113,0.42082227,0.56612537,0.00000000,0.94936210,0.55619093
-2.66833417,1.95858288,0.43638698,0.10472175,0.03638428,0.40827542,0.55389221,0.00000000,0.91413254,0.53871465
-2.66233117,1.88870893,0.42274534,0.10129466,0.03419398,0.39411179,0.54031907,0.00000000,0.87532555,0.51939545
-2.65632816,1.81347965,0.40800770,0.09760126,0.03213395,0.37854367,0.52561078,0.00000000,0.83362446,0.49854404
-2.65032516,1.73408778,0.39244150,0.09368902,0.03021949,0.36180678,0.51002627,0.00000000,0.78976831,0.47650953
-2.64432216,1.65183179,0.37634515,0.08961237,0.02846683,0.34415506,0.49387255,0.00000000,0.74453053,0.45367024
-2.63831916,1.56808146,0.36003944,0.08543106,0.02689230,0.32585497,0.47749695,0.00000000,0.69869742,0.43042391
-2.63231616,1.48424217,0.34385840,0.08120846,0.02551159,0.30717952,0.46127795,0.00000000,0.65304718,0.40717778
-2.62631316,1.40171894,0.32813981,0.07700964,0.02433886,0.28840208,0.44561500,0.00000000,0.60833032,0.38433870
-2.62031016,1.32188159,0.31321571,0.07289950,0.02338602,0.26979044,0.43091763,0.00000000,0.56525207,0.36230375
-2.61430715,1.24603206,0.29940332,0.06894090,0.02266196,0.25160100,0.41759424,0.00000000,0.52445723,0.34145151
-2.60830415,1.17537476,0.28699653,0.06519292,0.02217191,0.23407356,0.40604105,0.00000000,0.48651785,0.32213416
-2.60230115,1.11099076,0.27625837,0.06170926,0.02191696,0.21742665,0.39663140,0.00000000,0.45192384,0.30467072
-2.59629815,1.05381645,0.26741448,0.05853683,0.02189365,0.20185362,0.38970597,0.00000000,0.42107653,0.28934135
-2.59029515,1.00462683,0.26064794,0.05571468,0.02209372,0.18751964,0.38556396,0.00000000,0.39428519,0.27638292
-2.58429215,0.96402387,0.25609537,0.05327311,0.02250406,0.17455958,0.38445570,0.00000000,0.37176612,0.26598568
-2.57828914,0.93242971,0.25384454,0.05123316,0.02310678,0.16307679,0.38657667,0.00000000,0.35364411,0.25829117
-2.57228614,0.91008461,0.25393332,0.04960633,0.02387946,0.15314291,0.39206320,0.00000000,0.33995596,0.25339114
-2.56628314,0.89704936,0.25635014,0.04839469,0.02479554,0.14479844,0.40098977,0.00000000,0.33065555,0.25132748
-2.56028014,0.89321178,0.26103570,0.04759120,0.02582490,0.13805420,0.41336802,0.00000000,0.32562028,0.25209305
-2.55427714,0.89829665,0.26788600,0.04718029,0.02693453,0.13289344,0.42914729,0.00000000,0.32465838,0.25563320
-2.54827414,0.91187884,0.27675642,0.04713873,0.02808935,0.12927461,0.44821665,0.00000000,0.32751687,0.26184805
-2.54227114,0.93339875,0.28746677,0.04743659,0.02925307,0.12713448,0.47040819,0.00000000,0.33388991,0.27059525
-2.53626813,0.96217979,0.29980714,0.04803843,0.03038917,0.12639170,0.49550148,0.00000000,0.34342727,0.28169330
-2.53026513,0.99744724,0.31354435,0.04890453,0.03146189,0.12695045,0.52322893,0.00000000,0.35574292,0.29492518
-2.52426213,1.03834799,0.32842872,0.04999219,0.03243718,0.12870421,0.55328184,0.00000000,0.37042340,0.31004249
-2.51825913,1.08397080,0.34420116,0.05125712,0.03328364,0.13153945,0.58531697,0.00000000,0.38703619,0.32676985
-2.51225613,1.13336661,0.36060014,0.05265463,0.03397342,0.13533912,0.61896343,0.00000000,0.40513781,0.34480966
-2.50625313,1.18556855,0.37736846,0.05414097,0.03448295,0.13998593,0.65382970,0.00000000,0.42428170,0.36384719
-2.50025013,1.23961149,0.39425968,0.05567445,0.03479354,0.14536525,0.68951071,0.00000000,0.44402598,0.38355591
-2.49424712,1.29455065,0.41104389,0.05721645,0.03489188,0.15136767,0.72559474,0.00000000,0.46394088,0.40360326
-2.48824412,1.34947934,0.42751280,0.05873240,0.03477031,0.15789109,0.76167021,0.00000000,0.48361594,0.42365650
-2.48224112,1.40354539,0.44348392,0.06019251,0.03442694,0.16484246,0.79733218,0.00000000,0.50266689,0.44338891
-2.47623812,1.45596643,0.45880388,0.06157238,0.03386551,0.17213900,0.83218860,0.00000000,0.52074217,0.46248611
-2.47023512,1.50604353,0.47335061,0.06285352,0.03309519,0.17970917,0.86586625,0.00000000,0.53752896,0.48065241
-2.46423212,1.55317347,0.48703458,0.06402368,0.03213015,0.18749313,0.89801633,0.00000000,0.55275864,0.49761711
-2.45822911,1.59685925,0.49979896,0.06507699,0.03098897,0.19544308,0.92831976,0.00000000,0.56621154,0.51314063
-2.45222611,1.63671878,0.51161882,0.06601406,0.02969402,0.20352325,0.95649208,0.00000000,0.57772094,0.52702024
-2.44622311,1.67249182,0.52249945,0.06684188,0.02827070,0.21170979,0.98228790,0.00000000,0.58717605,0.53909527
-2.44022011,1.70404481,0.53247385,0.06757366,0.02674665,0.21999051,1.00550494,0.00000000,0.59452399,0.54925164
-2.43421711,1.73137357,0.54159967,0.06822849,0.02515103,0.22836466,1.02598743,0.00000000,0.59977058,0.55742542
-2.42821411,1.75460381,0.54995557,0.06883097,0.02351372,0.23684260,1.04362888,0.00000000,0.60297997,0.56360542
-2.42221111,1.77398919,0.55763727,0.06941071,0.02186466,0.24544561,1.05837400,0.00000000,0.60427290,0.56783448
-2.41620810,1.78990695,0.56475352,0.07000171,0.02023326,0.25420559,1.07021977,0.00000000,0.60382373,0.57020948
-2.41020510,1.80285089,0.57142194,0.07064171,0.01864790,0.26316489,1.07921537,0.00000000,0.60185619,0.57087994
-2.40420210,1.81342177,0.57776509,0.07137140,0.01713554,0.27237599,1.08546105,0.00000000,0.59863787,0.57004512
-2.39819910,1.82231494,0.58390674,0.07223357,0.01572146,0.28190113,1.08910568,0.00000000,0.59447363,0.56794969
-2.39219610,1.83030532,0.58996853,0.07327215,0.01442910,0.29181172,1.09034303,0.00000000,0.58969793,0.56487800
-2.38619310,1.83822977,0.59606695,0.07453121,0.01328000,0.30218741,1.08940678,0.00000000,0.58466635,0.56114700
-2.38019010,1.84696698,0.60231081,0.07605385,0.01229384,0.31311483,1.08656422,0.00000000,0.57974633,0.55709802
-2.37418709,1.85741509,0.60879913,0.07788102,0.01148844,0.32468575,1.08210881,0.00000000,0.57530749,0.55308754
-2.36818409,1.87046730,0.61561936,0.08005032,0.01087995,0.33699469,1.07635177,0.00000000,0.57171153,0.54947722
-2.36218109,1.88698594,0.62284598,0.08259472,0.01048290,0.35013586,1.06961283,0.00000000,0.56930209,0.54662332
-2.35617809,1.90777543,0.63053927,0.08554131,0.01031026,0.36419943,1.06221048,0.00000000,0.56839479,0.54486600
-2.35017509,1.93355472,0.63874424,0.08891003,0.01037352,0.37926716,1.05445192,0.00000000,0.56926752,0.54451849
-2.34417209,1.96492985,0.64748969,0.09271246,0.01068261,0.39540743,1.04662315,0.00000000,0.57215145,0.54585676
-2.33816908,2.00236752,0.65678717,0.09695069,0.01124580,0.41266985,1.03897947,0.00000000,0.57722277,0.54910971
-2.33216608,2.04617039,0.66662983,0.10161636,0.01206946,0.43107961,1.03173665,0.00000000,0.58459559,0.55445033
-2.32616308,2.09645506,0.67699129,0.10668978,0.01315776,0.45063178,1.02506331,0.00000000,0.59431610,0.56198812
-2.32016008,2.15313373,0.68782426,0.11213938,0.01451231,0.47128590,1.01907461,0.00000000,0.60635829,0.57176298
-2.31415708,2.21590032,0.69905924,0.11792136,0.01613166,0.49296113,1.01382761,0.00000000,0.62062137,0.58374092
-2.30815408,2.28422215,0.71060315,0.12397966,0.01801085,0.51553236,1.00931851,0.00000000,0.63692910,0.59781165
-2.30215108,2.35733770,0.72233822,0.13024628,0.02014086,0.53882743,1.00548194,0.00000000,0.65503119,0.61378842
-2.29614807,2.43426146,0.73412118,0.13664198,0.02250818,0.56262604,1.00219234,0.00000000,0.67460685,0.63141005
-2.29014507,2.51379596,0.74578298,0.14307737,0.02509432,0.58666032,0.99926750,0.00000000,0.69527049,0.65034539
-2.28414207,2.59455149,0.75712920,0.14945438,0.02787559,0.61061746,0.99647424,0.00000000,0.71657958,0.67020001
-2.27813907,2.67497333,0.76794144,0.15566813,0.03082283,0.63414435,0.99353594,0.00000000,0.73804461,0.69052518
-2.27213607,2.75337609,0.77797972,0.16160912,0.03390149,0.65685438,0.99014187,0.00000000,0.75914085,0.71082892
-2.26613307,2.82798453,0.78698604,0.16716579,0.03707183,0.67833614,0.98595800,0.00000000,0.77932172,0.73058878
-2.26013007,2.89697975,0.79468917,0.17222724,0.04028933,0.69816387,0.98063882,0.00000000,0.79803340,0.74926613
-2.25412706,2.95854935,0.80081074,0.17668613,0.04350539,0.71590940,0.97383992,0.00000000,0.81473024,0.76632149
-2.24812406,3.01094010,0.80507226,0.18044167,0.04666824,0.73115496,0.96523080,0.00000000,0.82889043,0.78123030
-2.24212106,3.05251096,0.80720318,0.18340253,0.04972401,0.74350658,0.95450740,0.00000000,0.84003152,0.79349882
-2.23611806,3.08178472,0.80694952,0.18548959,0.05261809,0.75260733,0.94140396,0.00000000,0.84772501,0.80267931
-2.23011506,3.09749602,0.80408281,0.18663843,0.05529649,0.75814995,0.92570366,0.00000000,0.85160974,0.80838418
-2.22411206,3.09863390,0.79840891,0.18680147,0.05770740,0.75988813,0.90724771,0.00000000,0.85140322,0.81029839
-2.21810905,3.08447694,0.78977634,0.18594957,0.05980270,0.75764615,0.88594238,0.00000000,0.84691076,0.80818967
-2.21210605,3.05461947,0.77808355,0.18407315,0.06153946,0.75132613,0.86176383,0.00000000,0.83803174,0.80191611
-2.20610305,3.00898766,0.76328496,0.18118269,0.06288127,0.74091274,0.83476041,0.00000000,0.82476296,0.79143090
-2.20010005,2.94784468,0.74539516,0.17730856,0.06379950,0.72647503,0.80505248,0.00000000,0.80719876,0.77678389
-2.19409705,2.87178474,0.72449114,0.17250025,0.06427419,0.70816525,0.77282958,0.00000000,0.78552800,0.75812002
-2.18809405,2.78171602,0.70071239,0.16682504,0.06429476,0.68621488,0.73834527,0.00000000,0.76002804,0.73567459
-2.18209105,2.67883353,0.67425868,0.16036597,0.06386035,0.66092772,0.70190975,0.00000000,0.73105586,0.70976577
-2.17608804,2.56458270,0.64538565,0.15321950,0.06297980,0.63267078,0.66388067,0.00000000,0.69903688,0.68078438
-2.17008504,2.44061561,0.61439838,0.14549268,0.06167138,0.60186299,0.62465244,0.00000000,0.66445177,0.64918175
-2.16408204,2.30874157,0.58164318,0.13730011,0.05996212,0.56896256,0.58464462,0.00000000,0.62782196,0.61545583
-2.15807904,2.17087418,0.54749802,0.12876077,0.05788684,0.53445336,0.54428980,0.00000000,0.58969437,0.58013634
-2.15207604,2.02897701,0.51236186,0.11999477,0.05548699,0.49883104,0.50402145,0.00000000,0.55062602,0.54376953
-2.14607304,1.88501025,0.47664367,0.11112036,0.05280924,0.46258937,0.46426227,0.00000000,0.51116901,0.50690300
-2.14007004,1.74088008,0.44075132,0.10225096,0.04990400,0.42620746,0.42541347,0.00000000,0.47185653,0.47007133
-2.13406703,1.59839276,0.40508093,0.09349273,0.04682381,0.39013821,0.38784525,0.00000000,0.43319035,0.43378284
-2.12806403,1.45921490,0.37000722,0.08494239,0.04362180,0.35479854,0.35188888,0.00000000,0.39563004,0.39850794
-2.12206103,1.32484098,0.33587502,0.07668559,0.04035020,0.32056150,0.31783053,0.00000000,0.35958442,0.36466943
-2.11605803,1.19656883,0.30299243,0.06879568,0.03705893,0.28775061,0.28590692,0.00000000,0.32540517,0.33263493
-2.11005503,1.07548355,0.27162565,0.06133311,0.03379446,0.25663636,0.25630289,0.00000000,0.29338286,0.30271146
-2.10405203,0.96244964,0.24199571,0.05434515,0.03059883,0.22743491,0.22915078,0.00000000,0.26374520,0.27514234
-2.09804902,0.85811103,0.21427709,0.04786625,0.02750886,0.20030882,0.20453147,0.00000000,0.23665747,0.25010624
-2.09204602,0.76289840,0.18859801,0.04191861,0.02455569,0.17536959,0.18247701,0.00000000,0.21222495,0.22771820
-2.08604302,0.67704264,0.16504248,0.03651326,0.02176451,0.15268175,0.16297441,0.00000000,0.19049694,0.20803254
-2.08004002,0.60059369,0.14365359,0.03165127,0.01915455,0.13226815,0.14597062,0.00000000,0.17147230,0.19104729
-2.07403702,0.53344337,0.12443809,0.02732524,0.01673923,0.11411618,0.13137817,0.00000000,0.15510596,0.17670995
-2.06803402,0.47535101,0.10737167,0.02352087,0.01452652,0.09818445,0.11908140,0.00000000,0.14131633,0.16492431
-2.06203102,0.42597088,0.09240488,0.02021861,0.01251945,0.08440976,0.10894297,0.00000000,0.12999299,0.15555795
-2.05602801,0.38488012,0.07946926,0.01739525,0.01071668,0.07271386,0.10081041,0.00000000,0.12100475,0.14845034
-2.05002501,0.35160631,0.06848344,0.01502545,0.00911320,0.06300997,0.09452260,0.00000000,0.11420742,0.14342111
-2.04402201,0.32565368,0.05935899,0.01308318,0.00770100,0.05520855,0.08991586,0.00000000,0.10945137,0.14027831
-2.03801901,0.30652728,0.05200576,0.01154294,0.00646978,0.04922238,0.08682970,0.00000000,0.10658848,0.13882654
-2.03201601,0.29375444,0.04633653,0.01038086,0.00540763,0.04497065,0.08511191,0.00000000,0.10547837,0.13887460
-2.02601301,0.28690302,0.04227092,0.00957549,0.00450161,0.04238204,0.08462305,0.00000000,0.10599377,0.14024255
-2.02001001,0.28559605,0.03973839,0.00910845,0.00373837,0.04139668,0.08524012,0.00000000,0.10802487,0.14276802
-2.01400700,0.28952243,0.03868024,0.00896483,0.00310456,0.04196708,0.08685945,0.00000000,0.11148255,0.14631153
-2.00800400,0.29844359,0.03905071,0.00913333,0.00258727,0.04405789,0.08939868,0.00000000,0.11630046,0.15076074
-2.00200100,0.31219590,0.04081702,0.00960622,0.00217434,0.04764472,0.09279785,0.00000000,0.12243579,0.15603348
-1.99599800,0.33068886,0.04395860,0.01037906,0.00185455,0.05271193,0.09701947,0.00000000,0.12986893,0.16207937
-1.98999500,0.35389927,0.04846537,0.01145024,0.00161780,0.05924967,0.10204766,0.00000000,0.13860169,0.16888005
-1.98399200,0.38186131,0.05433522,0.01282034,0.00145521,0.06725024,0.10788636,0.00000000,0.14865448,0.17644792
