energy_ev,total_up,Hg_p_up,Hg_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-6.00000000,1.04773675,0.91510460,0.13044418,0.46713492,0.00396418,0.17239016,0.00000000
-5.99399700,1.02526508,0.87385996,0.12818033,0.45162107,0.00403155,0.16384145,0.00000000
-5.98799400,1.00103228,0.83080060,0.12576741,0.43483767,0.00409459,0.15517400,0.00000000
-5.98199100,0.97580354,0.78698131,0.12329828,0.41718416,0.00415349,0.14660671,0.00000000
-5.97598799,0.95036539,0.74348371,0.12086797,0.39907082,0.00420842,0.13836323,0.00000000
-5.96998499,0.92551313,0.70139591,0.11857241,0.38091081,0.00425949,0.13066765,0.00000000
-5.96398199,0.90204008,0.66179388,0.11650737,0.36311302,0.00430683,0.12374040,0.00000000
-5.95797899,0.88072866,0.62572479,0.11476761,0.34607593,0.00435063,0.11779460,0.00000000
-5.95197599,0.86234299,0.59419242,0.11344625,0.33018233,0.00439115,0.11303260,0.00000000
-5.94597299,0.84762270,0.56814435,0.11263421,0.31579508,0.00442881,0.10964298,0.00000000
-5.93996998,0.83727714,0.54846078,0.11241966,0.30325352,0.00446421,0.10779769,0.00000000
-5.93396698,0.83197958,0.53594451,0.11288741,0.29287044,0.00449815,0.10764948,0.00000000
-5.92796398,0.83236054,0.53131149,0.11411807,0.28492942,0.00453170,0.10932947,0.00000000
-5.92196098,0.83899974,0.53518152,0.11618694,0.27968221,0.00456612,0.11294467,0.00000000
-5.91595798,0.85241625,0.54806871,0.11916259,0.27734595,0.00460292,0.11857566,0.00000000
-5.90995498,0.87305639,0.57037126,0.12310505,0.27810013,0.00464381,0.12627414,0.00000000
-5.90395198,0.90127950,0.60236042,0.12806359,0.28208308,0.00469058,0.13606054,0.00000000
-5.89794897,0.93734175,0.64416874,0.13407424,0.28938806,0.00474511,0.14792166,0.00000000
-5.89194597,0.98137849,0.69577779,0.14115703,0.30005883,0.00480921,0.16180838,0.00000000
-5.88594297,1.03338592,0.75700590,0.14931310,0.31408520,0.00488457,0.17763376,0.00000000
-5.87993997,1.09320315,0.82749662,0.15852189,0.33139835,0.00497258,0.19527142,0.00000000
-5.87393697,1.16049582,0.90670876,0.16873853,0.35186671,0.00507428,0.21455458,0.00000000
-5.86793397,1.23474253,0.99390906,0.17989167,0.37529241,0.00519022,0.23527595,0.00000000
-5.86193097,1.31522560,1.08816856,0.19188191,0.40140894,0.00532039,0.25718850,0.00000000
-5.85592796,1.40102719,1.18836380,0.20458113,0.42988034,0.00546411,0.28000743,0.00000000
-5.84992496,1.49103212,1.29318359,0.21783268,0.46030236,0.00562003,0.30341341,0.00000000
-5.84392196,1.58393805,1.40114242,0.23145280,0.49220582,0.00578607,0.32705720,0.00000000
-5.83791896,1.67827367,1.51060078,0.24523312,0.52506251,0.00595947,0.35056554,0.00000000
-5.83191596,1.77242492,1.61979255,0.25894443,0.55829367,0.00613681,0.37354848,0.00000000
-5.82591296,1.86466896,1.72685938,0.27234156,0.59128100,0.00631408,0.39560775,0.00000000
-5.81990995,1.95321507,1.82989128,0.28516929,0.62338012,0.00648686,0.41634620,0.00000000
-5.81390695,2.03625136,1.92697236,0.29716908,0.65393596,0.00665038,0.43537779,0.00000000
-5.80790395,2.11199551,2.01623042,0.30808649,0.68229983,0.00679972,0.45233801,0.00000000
-5.80190095,2.17874775,2.09588838,0.31767879,0.70784730,0.00692999,0.46689420,0.00000000
-5.79589795,2.23494391,2.16431587,0.32572272,0.72999648,0.00703649,0.47875543,0.00000000
-5.78989495,2.27920622,2.22007853,0.33202180,0.74822568,0.00711488,0.48768146,0.00000000
-5.78389195,2.31038967,2.26198309,0.33641309,0.76208983,0.00716140,0.49349051,0.00000000
-5.77788894,2.32762184,2.28911610,0.33877288,0.77123493,0.00717296,0.49606541,0.00000000
-5.77188594,2.33033440,2.30087449,0.33902130,0.77540970,0.00714729,0.49535786,0.00000000
-5.76588294,2.31828473,2.29698657,0.33712539,0.77447404,0.00708305,0.49139063,0.00000000
-5.75987994,2.29156690,2.27752229,0.33310062,0.76840389,0.00697985,0.48425768,0.00000000
-5.75387694,2.25061132,2.24289248,0.32701085,0.75729206,0.00683831,0.47412196,0.00000000
-5.74787394,2.19617324,2.19383681,0.31896659,0.74134527,0.00666003,0.46121135,0.00000000
-5.74187094,2.12931082,2.13140123,0.30912178,0.72087733,0.00644757,0.44581254,0.00000000
-5.73586793,2.05135364,2.05690575,0.29766920,0.69629889,0.00620430,0.42826348,0.00000000
