energy_ev,total_up,In_p_up,In_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.48974487,0.83144616,0.02507383,0.00043873,0.00135183,0.58879026,0.54343085,0.32099912
-5.48374187,0.77297663,0.02258903,0.00039747,0.00121569,0.55070823,0.50447890,0.30228520
-5.47773887,0.72086312,0.02023099,0.00035953,0.00108623,0.51738545,0.46992344,0.28625660
-5.47173587,0.67571937,0.01801441,0.00032508,0.00096423,0.48927676,0.44012356,0.27318125
-5.46573287,0.63802051,0.01595057,0.00029422,0.00085031,0.46673407,0.41535173,0.26326853
-5.45972986,0.60809313,0.01404729,0.00026706,0.00074486,0.44999815,0.39578759,0.25666403
-5.45372686,0.58610906,0.01230895,0.00024364,0.00064813,0.43919300,0.38151394,0.25344572
-5.44772386,0.57208267,0.01073665,0.00022396,0.00056019,0.43432261,0.37251486,0.25362141
-5.44172086,0.56587158,0.00932854,0.00020801,0.00048094,0.43527020,0.36867594,0.25712776
-5.43571786,0.56718064,0.00808009,0.00019573,0.00041015,0.44179985,0.36978654,0.26383052
-5.42971486,0.57556900,0.00698451,0.00018706,0.00034750,0.45356050,0.37554400,0.27352636
-5.42371186,0.59046017,0.00603321,0.00018191,0.00029255,0.47009234,0.38555974,0.28594607
-5.41770885,0.61115481,0.00521616,0.00018018,0.00024481,0.49083554,0.39936717,0.30075928
-5.41170585,0.63684629,0.00452240,0.00018180,0.00020377,0.51514130,0.41643140,0.31758067
-5.40570285,0.66663874,0.00394039,0.00018668,0.00016887,0.54228513,0.43616055,0.33597764
-5.39969985,0.69956735,0.00345837,0.00019476,0.00013959,0.57148236,0.45791859,0.35547945
-5.39369685,0.73462069,0.00306477,0.00020603,0.00011539,0.60190549,0.48103953,0.37558761
-5.38769385,0.77076471,0.00274842,0.00022046,0.00009582,0.63270334,0.50484268,0.39578746
-5.38169085,0.80696773,0.00249880,0.00023811,0.00008044,0.66302136,0.52864868,0.41556059
-5.37568784,0.84222600,0.00230631,0.00025904,0.00006890,0.69202279,0.55179580,0.43439784
-5.36968484,0.87558904,0.00216235,0.00028337,0.00006093,0.71890999,0.57365623,0.45181252
-5.36368184,0.90618392,0.00205947,0.00031124,0.00005632,0.74294532,0.59365164,0.46735330
-5.35767884,0.93323769,0.00199144,0.00034283,0.00005497,0.76347071,0.61126753,0.48061644
-5.35167584,0.95609706,0.00195334,0.00037834,0.00005687,0.77992534,0.62606584,0.49125679
-5.34567284,0.97424456,0.00194153,0.00041797,0.00006211,0.79186066,0.63769526,0.49899715
-5.33966983,0.98731040,0.00195370,0.00046193,0.00007087,0.79895202,0.64589876,0.50363554
-5.33366683,0.99507955,0.00198880,0.00051041,0.00008343,0.80100652,0.65051800,0.50505010
-5.32766383,0.99749355,0.00204705,0.00056353,0.00010019,0.79796655,0.65149447,0.50320133
-5.32166083,0.99464707,0.00212981,0.00062141,0.00012162,0.78990900,0.64886708,0.49813156
-5.31565783,0.98677915,0.00223955,0.00068403,0.00014828,0.77703989,0.64276652,0.48996171
-5.30965483,0.97425951,0.00237969,0.00075132,0.00018083,0.75968490,0.63340650,0.47888541
-5.30365183,0.95757060,0.00255450,0.00082307,0.00021997,0.73827595,0.62107228,0.46516074
-5.29764882,0.93728609,0.00276889,0.00089895,0.00026649,0.71333451,0.60610706,0.44910004
-5.29164582,0.91404677,0.00302829,0.00097847,0.00032117,0.68545240,0.58889691,0.43105816
-5.28564282,0.88853488,0.00333837,0.00106102,0.00038483,0.65527071,0.56985481,0.41141970
-5.27963982,0.86144819,0.00370484,0.00114581,0.00045827,0.62345796,0.54940472,0.39058584
-5.27363682,0.83347458,0.00413317,0.00123193,0.00054223,0.59068815,0.52796620,0.36896123
-5.26763382,0.80526848,0.00462833,0.00131834,0.00063739,0.55761971,0.50594042,0.34694152
-5.26163082,0.77742996,0.00519449,0.00140386,0.00074431,0.52487605,0.48369795,0.32490204
-5.25562781,0.75048711,0.00583475,0.00148726,0.00086338,0.49302840,0.46156886,0.30318786
-5.24962481,0.72488242,0.00655084,0.00156722,0.00099485,0.46258146,0.43983547,0.28210579
-5.24362181,0.70096345,0.00734287,0.00164242,0.00113874,0.43396223,0.41872771,0.26191824
-5.23761881,0.67897780,0.00820912,0.00171155,0.00129485,0.40751228,0.39842132,0.24283922
-5.23161581,0.65907243,0.00914581,0.00177334,0.00146273,0.38348346,0.37903851,0.22503242
-5.22561281,0.64129702,0.01014705,0.00182666,0.00164172,0.36203704,0.36065101,0.20861120
-5.21960980,0.62561088,0.01120474,0.00187047,0.00183089,0.34324604,0.34328501,0.19364043
-5.21360680,0.61189301,0.01230863,0.00190391,0.00202916,0.32710043,0.32692759,0.18013983
-5.20760380,0.59995452,0.01344645,0.00192634,0.00223527,0.31351490,0.31153421,0.16808862
-5.20160080,0.58955291,0.01460413,0.00193731,0.00244792,0.30233860,0.29703679,0.15743113
-5.19559780,0.58040747,0.01576612,0.00193663,0.00266581,0.29336654,0.28335187,0.14808303
-5.18959480,0.57221513,0.01691582,0.00192433,0.00288774,0.28635208,0.27038852,0.13993798
-5.18359180,0.56466626,0.01803604,0.00190070,0.00311281,0.28102000,0.25805566,0.13287430
-5.17758879,0.55745978,0.01910964,0.00186625,0.00334046,0.27707972,0.24626845,0.12676156
-5.17158579,0.55031719,0.02012008,0.00182172,0.00357071,0.27423830,0.23495371,0.12146672
-5.16558279,0.54299512,0.02105211,0.00176802,0.00380425,0.27221268,0.22405414,0.11685975
-5.15957979,0.53529611,0.02189240,0.00170626,0.00404265,0.27074093,0.21353137,0.11281864
-5.15357679,0.52707732,0.02263017,0.00163765,0.00428847,0.26959220,0.20336784,0.10923354
-5.14757379,0.51825714,0.02325775,0.00156352,0.00454538,0.26857500,0.19356769,0.10601019
-5.14157079,0.50881946,0.02377107,0.00148525,0.00481832,0.26754380,0.18415662,0.10307245
-5.13556778,0.49881564,0.02417005,0.00140425,0.00511353,0.26640366,0.17518095,0.10036407
-5.12956478,0.48836425,0.02445883,0.00132194,0.00543858,0.26511290,0.16670612,0.09784951
-5.12356178,0.47764848,0.02464584,0.00123968,0.00580239,0.26368369,0.15881451,0.09551422
-5.11755878,0.46691151,0.02474381,0.00115878,0.00621512,0.26218074,0.15160305,0.09336400
-5.11155578,0.45644987,0.02476947,0.00108046,0.00668807,0.26071805,0.14518047,0.09142389
-5.10555278,0.44660505,0.02474324,0.00100582,0.00723347,0.25945393,0.13966441,0.08973645
-5.09954977,0.43775364,0.02468863,0.00093586,0.00786421,0.25858449,0.13517850,0.08835960
-5.09354677,0.43029612,0.02463163,0.00087143,0.00859356,0.25833581,0.13184934,0.08736410
-5.08754377,0.42464487,0.02459989,0.00081325,0.00943473,0.25895516,0.12980361,0.08683073
-5.08154077,0.42121153,0.02462188,0.00076187,0.01040047,0.26070151,0.12916521,0.08684735
-5.07553777,0.42039416,0.02472595,0.00071771,0.01150259,0.26383564,0.13005245,0.08750588
-5.06953477,0.42256468,0.02493939,0.00068105,0.01275142,0.26861034,0.13257545,0.08889922
-5.06353177,0.42805687,0.02528750,0.00065202,0.01415528,0.27526093,0.13683362,0.09111834
-5.05752876,0.43715529,0.02579268,0.00063061,0.01571997,0.28399639,0.14291337,0.09424957
-5.05152576,0.45008570,0.02647362,0.00061670,0.01744822,0.29499158,0.15088599,0.09837207
-5.04552276,0.46700705,0.02734460,0.00061002,0.01933925,0.30838064,0.16080580,0.10355566
-5.03951976,0.48800554,0.02841489,0.00061023,0.02138831,0.32425186,0.17270854,0.10985903
-5.03351676,0.51309081,0.02968834,0.00061687,0.02358639,0.34264419,0.18661016,0.11732829
-5.02751376,0.54219463,0.03116314,0.00062940,0.02591998,0.36354549,0.20250587,0.12599600
-5.02151076,0.57517189,0.03283172,0.00064722,0.02837096,0.38689248,0.22036964,0.13588056
-5.01550775,0.61180410,0.03468090,0.00066968,0.03091666,0.41257244,0.24015403,0.14698608
-5.00950475,0.65180518,0.03669224,0.00069609,0.03353003,0.44042650,0.26179051,0.15930252
-5.00350175,0.69482934,0.03884249,0.00072576,0.03618001,0.47025433,0.28519010,0.17280627
-4.99749875,0.74048077,0.04110428,0.00075799,0.03883205,0.50182005,0.31024437,0.18746094
-4.99149575,0.78832478,0.04344697,0.00079210,0.04144877,0.53485904,0.33682684,0.20321838
-4.98549275,0.83789979,0.04583757,0.00082749,0.04399080,0.56908529,0.36479449,0.22001977
-4.97948974,0.88872992,0.04824180,0.00086357,0.04641767,0.60419910,0.39398963,0.23779686
-4.97348674,0.94033737,0.05062512,0.00089984,0.04868888,0.63989459,0.42424171,0.25647305
-4.96748374,0.99225426,0.05295390,0.00093592,0.05076499,0.67586685,0.45536923,0.27596443
-4.96148074,1.04403326,0.05519641,0.00097147,0.05260872,0.71181832,0.48718154,0.29618060
-4.95547774,1.09525665,0.05732380,0.00100630,0.05418608,0.74746422,0.51948050,0.31702530
-4.94947474,1.14554335,0.05931097,0.00104029,0.05546737,0.78253678,0.55206197,0.33839670
-4.94347174,1.19455365,0.06113720,0.00107343,0.05642814,0.81678819,0.58471691,0.36018746
-4.93746873,1.24199155,0.06278670,0.00110579,0.05704998,0.84999219,0.61723242,0.38228457
-4.93146573,1.28760461,0.06424878,0.00113753,0.05732112,0.88194432,0.64939238,0.40456889
-4.92546273,1.33118142,0.06551795,0.00116885,0.05723688,0.91246105,0.68097797,0.42691461
-4.91945973,1.37254709,0.06659365,0.00120000,0.05679981,0.94137789,0.71176802,0.44918871
-4.91345673,1.41155710,0.06747989,0.00123124,0.05601964,0.96854672,0.74153945,0.47125038
-4.90745373,1.44808993,0.06818453,0.00126280,0.05491306,0.99383282,0.77006771,0.49295077
-4.90145073,1.48203932,0.06871859,0.00129490,0.05350316,1.01711168,0.79712758,0.51413305
-4.89544772,1.51330657,0.06909527,0.00132770,0.05181877,1.03826621,0.82249424,0.53463289
-4.88944472,1.54179370,0.06932902,0.00136126,0.04989357,1.05718444,0.84594501,0.55427963
-4.88344172,1.56739799,0.06943459,0.00139558,0.04776509,1.07375813,0.86726156,0.57289807
-4.87743872,1.59000855,0.06942608,0.00143054,0.04547365,1.08788249,0.88623286,0.59031103
-4.87143572,1.60950520,0.06931620,0.00146591,0.04306122,1.09945709,0.90265888,0.60634263
-4.86543272,1.62575999,0.06911558,0.00150137,0.04057025,1.10838811,0.91635482,0.62082233
-4.85942971,1.63864143,0.06883236,0.00153651,0.03804264,1.11459173,0.92715601,0.63358952
-4.85342671,1.64802126,0.06847200,0.00157083,0.03551869,1.11799867,0.93492320,0.64449867
-4.84742371,1.65378352,0.06803723,0.00160379,0.03303621,1.11855952,0.93954801,0.65342463
-4.84142071,1.65583532,0.06752838,0.00163481,0.03062976,1.11625047,0.94095837,0.66026809
-4.83541771,1.65411876,0.06694379,0.00166333,0.02833006,1.11107930,0.93912359,0.66496074
-4.82941471,1.64862318,0.06628047,0.00168882,0.02616353,1.10309088,0.93405882,0.66746994
-4.82341171,1.63939699,0.06553485,0.00171083,0.02415198,1.09237199,0.92582853,0.66780262
-4.81740870,1.62655818,0.06470367,0.00172901,0.02231255,1.07905502,0.91454884,0.66600814
-4.81140570,1.61030286,0.06378482,0.00174313,0.02065765,1.06332012,0.90038834,0.66217991
-4.80540270,1.59091101,0.06277820,0.00175314,0.01919513,1.04539554,0.88356740,0.65645556
-4.79939970,1.56874908,0.06168649,0.00175915,0.01792853,1.02555617,0.86435570,0.64901568
-4.79339670,1.54426898,0.06051576,0.00176145,0.01685741,1.00411998,0.84306814,0.64008093
-4.78739370,1.51800343,0.05927596,0.00176053,0.01597771,0.98144260,0.82005914,0.62990777
-4.78139070,1.49055765,0.05798121,0.00175706,0.01528221,0.95791017,0.79571546,0.61878277
-4.77538769,1.46259777,0.05664986,0.00175188,0.01476099,0.93393073,0.77044801,0.60701583
-4.76938469,1.43483635,0.05530438,0.00174596,0.01440187,0.90992459,0.74468266,0.59493245
-4.76338169,1.40801564,0.05397112,0.00174041,0.01419091,0.88631397,0.71885073,0.58286547
-4.75737869,1.38288933,0.05267980,0.00173642,0.01411282,0.86351256,0.69337936,0.57114646
-4.75137569,1.36020344,0.05146300,0.00173524,0.01415143,0.84191529,0.66868222,0.56009723
-4.74537269,1.34067724,0.05035551,0.00173811,0.01429009,0.82188883,0.64515102,0.55002161
-4.73936968,1.32498494,0.04939362,0.00174624,0.01451199,0.80376319,0.62314793,0.54119788
-4.73336668,1.31373862,0.04861444,0.00176077,0.01480059,0.78782464,0.60299949,0.53387213
-4.72736368,1.30747326,0.04805525,0.00178273,0.01513987,0.77431027,0.58499191,0.52825253
-4.72136068,1.30663395,0.04775285,0.00181299,0.01551462,0.76340418,0.56936808,0.52450490
-4.71535768,1.31156595,0.04774306,0.00185224,0.01591064,0.75523546,0.55632620,0.52274942
-4.70935468,1.32250743,0.04806027,0.00190098,0.01631501,0.74987769,0.54601998,0.52305866
-4.70335168,1.33958524,0.04873702,0.00195945,0.01671615,0.74735010,0.53856038,0.52545682
-4.69734867,1.36281349,0.04980380,0.00202768,0.01710399,0.74761991,0.53401847,0.52992018
-4.69134567,1.39209493,0.05128876,0.00210544,0.01747000,0.75060586,0.53242947,0.53637858
-4.68534267,1.42722484,0.05321758,0.00219226,0.01780723,0.75618255,0.53379732,0.54471804
-4.67933967,1.46789744,0.05561333,0.00228746,0.01811030,0.76418552,0.53809979,0.55478412
-4.67333667,1.51371424,0.05849632,0.00239014,0.01837533,0.77441668,0.54529369,0.56638625
-4.66733367,1.56419444,0.06188396,0.00249921,0.01859987,0.78665008,0.55531976,0.57930261
-4.66133067,1.61878675,0.06579051,0.00261344,0.01878283,0.80063780,0.56810725,0.59328578
-4.65532766,1.67688258,0.07022692,0.00273148,0.01892432,0.81611590,0.58357768,0.60806874
-4.64932466,1.73783014,0.07520039,0.00285191,0.01902560,0.83281031,0.60164773,0.62337137
-4.64332166,1.80094915,0.08071408,0.00297329,0.01908889,0.85044262,0.62223107,0.63890721
-4.63731866,1.86554576,0.08676656,0.00309417,0.01911737,0.86873572,0.64523898,0.65439036
-4.63131566,1.93092737,0.09335134,0.00321316,0.01911505,0.88741933,0.67057992,0.66954240
-4.62531266,1.99641677,0.10045629,0.00332896,0.01908673,0.90623516,0.69815780,0.68409916
-4.61930965,2.06136547,0.10806308,0.00344041,0.01903799,0.92494193,0.72786926,0.69781715
-4.61330665,2.12516552,0.11614661,0.00354646,0.01897517,0.94331983,0.75960013,0.71047945
-4.60730365,2.18725975,0.12467455,0.00364626,0.01890544,0.96117472,0.79322103,0.72190093
-4.60130065,2.24714989,0.13360691,0.00373911,0.01883678,0.97834151,0.82858276,0.73193255
-4.59529765,2.30440254,0.14289581,0.00382450,0.01877806,0.99468709,0.86551147,0.74046455
-4.58929465,2.35865274,0.15248537,0.00390208,0.01873904,1.01011220,0.90380416,0.74742855
-4.58329165,2.40960515,0.16231180,0.00397165,0.01873040,1.02455261,0.94322471,0.75279825
-4.57728864,2.45703286,0.17230378,0.00403315,0.01876369,1.03797910,0.98350092,0.75658883
-4.57128564,2.50077410,0.18238297,0.00408661,0.01885127,1.05039652,1.02432278,0.75885501
-4.56528264,2.54072693,0.19246481,0.00413215,0.01900614,1.06184164,1.06534226,0.75968779
-4.55927964,2.57684238,0.20245957,0.00416993,0.01924177,1.07237995,1.10617483,0.75921002
-4.55327664,2.60911633,0.21227354,0.00420013,0.01957175,1.08210135,1.14640275,0.75757093
-4.54727364,2.63758052,0.22181043,0.00422291,0.02000952,1.09111497,1.18558020,0.75493985
-4.54127064,2.66229309,0.23097285,0.00423841,0.02056784,1.09954296,1.22324015,0.75149928
-4.53526763,2.68332906,0.23966396,0.00424673,0.02125841,1.10751378,1.25890262,0.74743768
-4.52926463,2.70077094,0.24778899,0.00424789,0.02209122,1.11515485,1.29208429,0.74294207
-4.52326163,2.71470000,0.25525689,0.00424186,0.02307411,1.12258497,1.32230888,0.73819089
-4.51725863,2.72518827,0.26198180,0.00422857,0.02421212,1.12990681,1.34911791,0.73334719
-4.51125563,2.73229149,0.26788444,0.00420790,0.02550701,1.13719957,1.37208154,0.72855257
-4.50525263,2.73604330,0.27289334,0.00417968,0.02695675,1.14451223,1.39080886,0.72392188
-4.49924962,2.73645064,0.27694593,0.00414375,0.02855517,1.15185768,1.40495730,0.71953898
-4.49324662,2.73349064,0.27998941,0.00409995,0.03029163,1.15920793,1.41424083,0.71545365
-4.48724362,2.72710892,0.28198145,0.00404813,0.03215088,1.16649075,1.41843663,0.71167975
-4.48124062,2.71721949,0.28289071,0.00398822,0.03411307,1.17358790,1.41739001,0.70819466
-4.47523762,2.70370625,0.28269728,0.00392020,0.03615393,1.18033518,1.41101747,0.70494009
-4.46923462,2.68642619,0.28139282,0.00384411,0.03824510,1.18652434,1.39930800,0.70182407
-4.46323162,2.66521407,0.27898075,0.00376011,0.04035464,1.19190702,1.38232250,0.69872423
-4.45722861,2.63988881,0.27547621,0.00366843,0.04244771,1.19620052,1.36019160,0.69549212
-4.45122561,2.61026129,0.27090596,0.00356942,0.04448738,1.19909538,1.33311197,0.69195847
-4.44522261,2.57614332,0.26530816,0.00346351,0.04643558,1.20026456,1.30134148,0.68793929
-4.43921961,2.53735780,0.25873208,0.00335121,0.04825413,1.19937386,1.26519320,0.68324243
-4.43321661,2.49374936,0.25123764,0.00323314,0.04990576,1.19609319,1.22502877,0.67767452
-4.42721361,2.44519545,0.24289481,0.00310995,0.05135523,1.19010838,1.18125113,0.67104799
-4.42121061,2.39161714,0.23378290,0.00298237,0.05257036,1.18113297,1.13429687,0.66318798
-4.41520760,2.33298935,0.22398962,0.00285117,0.05352297,1.16891940,1.08462844,0.65393879
-4.40920460,2.26934989,0.21360995,0.00271714,0.05418974,1.15326939,1.03272631,0.64316974
-4.40320160,2.20080694,0.20274486,0.00258109,0.05455289,1.13404273,0.97908114,0.63078021
-4.39719860,2.12754446,0.19149981,0.00244383,0.05460073,1.11116438,0.92418615,0.61670368
-4.39119560,2.04982520,0.17998305,0.00230615,0.05432795,1.08462938,0.86852978,0.60091058
-4.38519260,1.96799115,0.16830388,0.00216883,0.05373572,1.05450540,0.81258868,0.58340999
-4.37918959,1.88246120,0.15657073,0.00203262,0.05283164,1.02093290,0.75682106,0.56424993
-4.37318659,1.79372600,0.14488927,0.00189824,0.05162939,0.98412280,0.70166066,0.54351655
-4.36718359,1.70234029,0.13336050,0.00176634,0.05014830,0.94435172,0.64751127,0.52133191
-4.36118059,1.60891278,0.12207898,0.00163755,0.04841266,0.90195521,0.59474192,0.49785076
-4.35517759,1.51409406,0.11113125,0.00151243,0.04645093,0.85731905,0.54368291,0.47325627
-4.34917459,1.41856300,0.10059437,0.00139149,0.04429491,0.81086907,0.49462266,0.44775499
-4.34317159,1.32301207,0.09053486,0.00127517,0.04197877,0.76305996,0.44780543,0.42157121
-4.33716858,1.22813229,0.08100786,0.00116386,0.03953807,0.71436343,0.40343014,0.39494087
-4.33116558,1.13459824,0.07205670,0.00105788,0.03700881,0.66525627,0.36164998,0.36810539
-4.32516258,1.04305380,0.06371277,0.00095748,0.03442654,0.61620869,0.32257315,0.34130555
-4.31915958,0.95409907,0.05599570,0.00086287,0.03182547,0.56767335,0.28626435,0.31477560
-4.31315658,0.86827885,0.04891392,0.00077416,0.02923779,0.52007551,0.25274723,0.28873789
-4.30715358,0.78607319,0.04246546,0.00069143,0.02669300,0.47380445,0.22200747,0.26339813
