energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Li_s_up,Te_p_up,Te_d_up
-6.00000000,5.65811702,1.18194671,4.25133189,0.00842091,0.09110778,0.05540808,1.16794965,0.00000000
-5.99399700,5.79712145,1.24537558,4.31480797,0.00942176,0.09568732,0.05702008,1.20998179,0.00000000
-5.98799400,5.96764530,1.31435791,4.40095943,0.01055923,0.10057906,0.05939027,1.25908143,0.00000000
-5.98199100,6.16639661,1.38785229,4.50753184,0.01183427,0.10568479,0.06253593,1.31456682,0.00000000
-5.97598799,6.38933785,1.46467695,4.63172905,0.01324617,0.11089945,0.06646280,1.37559511,0.00000000
-5.96998499,6.63176410,1.54353545,4.77027043,0.01479229,0.11611394,0.07116413,1.44117613,0.00000000
-5.96398199,6.88840357,1.62304657,4.91946424,0.01646781,0.12121830,0.07661990,1.51019086,0.00000000
-5.95797899,7.15353844,1.70177754,5.07529581,0.01826561,0.12610479,0.08279603,1.58141440,0.00000000
-5.95197599,7.42114364,1.77827975,5.23352841,0.02017614,0.13067107,0.08964386,1.65354305,0.00000000
-5.94597299,7.68503990,1.85112587,5.38981422,0.02218737,0.13482320,0.09709976,1.72522504,0.00000000
-5.93996998,7.93905676,1.91894713,5.53981200,0.02428484,0.13847840,0.10508517,1.79509404,0.00000000
-5.93396698,8.17720061,1.98046977,5.67930779,0.02645186,0.14156749,0.11350696,1.86180468,0.00000000
-5.92796398,8.39382212,2.03454914,5.80433448,0.02866968,0.14403689,0.12225822,1.92406886,0.00000000
-5.92196098,8.58377727,2.08020057,5.91128600,0.03091792,0.14585016,0.13121961,1.98069185,0.00000000
-5.91595798,8.74257618,2.11662579,5.99702186,0.03317492,0.14698895,0.14026119,2.03060672,0.00000000
-5.90995498,8.86651395,2.14323400,6.05895808,0.03541834,0.14745345,0.14924474,2.07290594,0.00000000
-5.90395198,8.95277862,2.15965685,6.09514088,0.03762568,0.14726221,0.15802660,2.10686897,0.00000000
-5.89794897,8.99953166,2.16575684,6.10430018,0.03977493,0.14645142,0.16646087,2.13198456,0.00000000
-5.89194597,9.00595780,2.16162873,6.08588078,0.04184523,0.14507365,0.17440303,2.14796688,0.00000000
-5.88594297,8.97228195,2.14759408,6.04004999,0.04381746,0.14319614,0.18171360,2.15476478,0.00000000
-5.87993997,8.89975222,2.12418895,5.96768129,0.04567488,0.14089864,0.18826205,2.15256343,0.00000000
-5.87393697,8.79058955,2.09214539,5.87031473,0.04740360,0.13827094,0.19393051,2.14177837,0.00000000
-5.86793397,8.64790565,2.05236709,5.75009585,0.04899301,0.13541011,0.19861726,2.12304179,0.00000000
-5.86193097,8.47559218,2.00590042,5.60969529,0.05043609,0.13241758,0.20223979,2.09718148,0.00000000
-5.85592796,8.27818527,1.95390144,5.45221260,0.05172950,0.12939612,0.20473740,2.06519314,0.00000000
-5.84992496,8.06071036,1.89760031,5.28106782,0.05287361,0.12644681,0.20607302,2.02820680,0.00000000
-5.84392196,7.82851304,1.83826412,5.09988515,0.05387226,0.12366611,0.20623428,1.98744863,0.00000000
-5.83791896,7.58708208,1.77715939,4.91237299,0.05473246,0.12114300,0.20523380,1.94419938,0.00000000
-5.83191596,7.34187090,1.71551541,4.72220482,0.05546378,0.11895644,0.20310857,1.89975101,0.00000000
-5.82591296,7.09812393,1.65448968,4.53290508,0.05607783,0.11717299,0.19991844,1.85536293,0.00000000
-5.81990995,6.86071376,1.59513636,4.34774398,0.05658742,0.11584491,0.19574393,1.81221961,0.00000000
-5.81390695,6.63399471,1.53837891,4.16964479,0.05700578,0.11500852,0.19068325,1.77139096,0.00000000
-5.80790395,6.42167751,1.48498745,4.00110617,0.05734574,0.11468308,0.18484879,1.73379700,0.00000000
-5.80190095,6.22672929,1.43556175,3.84414209,0.05761890,0.11487011,0.17836326,1.70017817,0.00000000
-5.79589795,6.05130161,1.39052016,3.70024057,0.05783490,0.11555327,0.17135548,1.67107220,0.00000000
-5.78989495,5.89668869,1.35009474,3.57034207,0.05800079,0.11669867,0.16395627,1.64679865,0.00000000
-5.78389195,5.76331652,1.31433271,3.45483755,0.05812051,0.11825579,0.15629430,1.62745142,0.00000000
-5.77788894,5.65076256,1.28310393,3.35358552,0.05819462,0.12015886,0.14849244,1.61289962,0.00000000
-5.77188594,5.55780461,1.25611418,3.26594669,0.05822017,0.12232879,0.14066437,1.60279673,0.00000000
-5.76588294,5.48249644,1.23292345,3.19083437,0.05819081,0.12467546,0.13291191,1.59659754,0.00000000
-5.75987994,5.42226668,1.21296871,3.12677811,0.05809705,0.12710043,0.12532288,1.59358227,0.00000000
-5.75387694,5.37403682,1.19559009,3.07199785,0.05792679,0.12950000,0.11796979,1.59288682,0.00000000
-5.74787394,5.33435352,1.18005944,3.02448545,0.05766595,0.13176834,0.11090912,1.59353792,0.00000000
-5.74187094,5.29952991,1.16561033,2.98209034,0.05729923,0.13380085,0.10418142,1.59449174,0.00000000
-5.73586793,5.26579030,1.15146809,2.94260604,0.05681102,0.13549742,0.09781191,1.59467440,0.00000000
-5.72986493,5.22941297,1.13687897,2.90385427,0.05618624,0.13676556,0.09181177,1.59302280,0.00000000
-5.72386193,5.18686551,1.12113734,2.86376377,0.05541127,0.13752329,0.08617976,1.58852410,0.00000000
-5.71785893,5.13492803,1.10360980,2.82044106,0.05447477,0.13770165,0.08090423,1.58025237,0.00000000
-5.71185593,5.07079988,1.08375563,2.77223106,0.05336840,0.13724674,0.07596533,1.56740098,0.00000000
-5.70585293,4.99218662,1.06114278,2.71776559,0.05208743,0.13612128,0.07133723,1.54930961,0.00000000
-5.69984992,4.89736455,1.03545900,2.65599889,0.05063116,0.13430547,0.06699042,1.52548500,0.00000000
-5.69384692,4.78522154,1.00651807,2.58622929,0.04900315,0.13179736,0.06289373,1.49561476,0.00000000
-5.68784392,4.65527368,0.97426090,2.50810726,0.04721127,0.12861257,0.05901623,1.45957398,0.00000000
-5.68184092,4.50765850,0.93875190,2.42163038,0.04526758,0.12478335,0.05532881,1.41742476,0.00000000
-5.67583792,4.34310621,0.90017107,2.32712627,0.04318800,0.12035721,0.05180542,1.36940888,0.00000000
-5.66983492,4.16289182,0.85880231,2.22522529,0.04099182,0.11539507,0.04842395,1.31593439,0.00000000
-5.66383192,3.96877101,0.81501870,2.11682462,0.03870116,0.10996903,0.04516678,1.25755682,0.00000000
-5.65782891,3.76290379,0.76926561,2.00304620,0.03634023,0.10415989,0.04202106,1.19495632,0.00000000
-5.65182591,3.54776979,0.72204249,1.88519070,0.03393464,0.09805452,0.03897855,1.12891167,0.00000000
-5.64582291,3.32607956,0.67388414,1.76468986,0.03151065,0.09174328,0.03603540,1.06027260,0.00000000
-5.63981991,3.10068581,0.62534235,1.64305941,0.02909440,0.08531738,0.03319160,0.98993157,0.00000000
-5.63381691,2.87449832,0.57696856,1.52185464,0.02671129,0.07886655,0.03045034,0.91879631,0.00000000
-5.62781391,2.65040592,0.52929829,1.40263026,0.02438532,0.07247689,0.02781733,0.84776401,0.00000000
-5.62181091,2.43120805,0.48283767,1.28690590,0.02213868,0.06622906,0.02530001,0.77769829,0.00000000
-5.61580790,2.21955795,0.43805260,1.17613820,0.01999129,0.06019685,0.02290688,0.70940944,0.00000000
-5.60980490,2.01791865,0.39536056,1.07169994,0.01796058,0.05444609,0.02064681,0.64363859,0.00000000
-5.60380190,1.82853204,0.35512522,0.97486625,0.01606137,0.04903399,0.01852844,0.58104592,0.00000000
-5.59779890,1.65340090,0.31765382,0.88680756,0.01430578,0.04400886,0.01655977,0.52220306,0.00000000
-5.59179590,1.49428266,0.28319688,0.80858836,0.01270339,0.03941010,0.01474775,0.46758951,0.00000000
-5.58579290,1.35269344,0.25195018,0.74117099,0.01126136,0.03526853,0.01309807,0.41759258,0.00000000
-5.57978989,1.22992022,0.22405851,0.68542281,0.00998466,0.03160694,0.01161502,0.37251057,0.00000000
-5.57378689,1.12703889,0.19962064,0.64212545,0.00887638,0.02844078,0.01030146,0.33255847,0.00000000
-5.56778389,1.04493545,0.17869528,0.61198449,0.00793797,0.02577902,0.00915885,0.29787556,0.00000000
-5.56178089,0.98432803,0.16130736,0.59563812,0.00716960,0.02362499,0.00818740,0.26853410,0.00000000
-5.55577789,0.94578712,0.14745427,0.59366317,0.00657040,0.02197719,0.00738615,0.24454870,0.00000000
-5.54977489,0.92975196,0.13711166,0.60657735,0.00613873,0.02083015,0.00675313,0.22588544,0.00000000
-5.54377189,0.93654114,0.13023838,0.63483673,0.00587230,0.02017503,0.00628554,0.21247039,0.00000000
-5.53776888,0.96635628,0.12678046,0.67882771,0.00576838,0.02000021,0.00597986,0.20419700,0.00000000
-5.53176588,1.01927784,0.12667375,0.73885324,0.00582378,0.02029166,0.00583191,0.20093205,0.00000000
-5.52576288,1.09525300,0.12984517,0.81511347,0.00603487,0.02103320,0.00583692,0.20251985,0.00000000
-5.51975988,1.19407588,0.13621266,0.90768128,0.00639750,0.02220657,0.00598952,0.20878481,0.00000000
-5.51375688,1.31536137,0.14568376,1.01647382,0.00690679,0.02379140,0.00628367,0.21953217,0.00000000
-5.50775388,1.45851390,0.15815306,1.14122132,0.00755700,0.02576503,0.00671258,0.23454723,0.00000000
-5.50175088,1.62269341,0.17349866,1.28143510,0.00834130,0.02810227,0.00726859,0.25359322,0.00000000
-5.49574787,1.80678094,0.19157807,1.43637665,0.00925144,0.03077516,0.00794298,0.27640821,0.00000000
-5.48974487,2.00934665,0.21222374,1.60503005,0.01027764,0.03375259,0.00872588,0.30270144,0.00000000
-5.48374187,2.22862310,0.23523862,1.78608017,0.01140826,0.03700016,0.00960607,0.33214952,0.00000000
-5.47773887,2.46248673,0.26039225,1.97789871,0.01262972,0.04047990,0.01057093,0.36439293,0.00000000
-5.47173587,2.70845021,0.28741760,2.17854022,0.01392637,0.04415024,0.01160634,0.39903335,0.00000000
-5.46573287,2.96366803,0.31600916,2.38575003,0.01528048,0.04796606,0.01269670,0.43563214,0.00000000
-5.45972986,3.22495711,0.34582246,2.59698510,0.01667235,0.05187894,0.01382505,0.47371051,0.00000000
-5.45372686,3.48883359,0.37647539,2.80944880,0.01808050,0.05583757,0.01497315,0.51275146,0.00000000
-5.44772386,3.75156631,0.40755148,3.02013957,0.01948198,0.05978831,0.01612182,0.55220392,0.00000000
-5.44172086,4.00924637,0.43860511,3.22591299,0.02085275,0.06367603,0.01725122,0.59148900,0.00000000
-5.43571786,4.25787153,0.46916881,3.42355567,0.02216823,0.06744507,0.01834129,0.63000852,0.00000000
-5.42971486,4.49344321,0.49876230,3.60986922,0.02340388,0.07104033,0.01937223,0.66715544,0.00000000
-5.42371186,4.71207304,0.52690327,3.78176127,0.02453580,0.07440856,0.02032501,0.70232623,0.00000000
-5.41770885,4.91009521,0.55311934,3.93634046,0.02554144,0.07749969,0.02118191,0.73493449,0.00000000
-5.41170585,5.08418041,0.57696087,4.07101166,0.02640026,0.08026820,0.02192713,0.76442561,0.00000000
-5.40570285,5.23144661,0.59801416,4.18356748,0.02709434,0.08267450,0.02254726,0.79029169,0.00000000
-5.39969985,5.34956201,0.61591437,4.27227215,0.02760899,0.08468624,0.02303177,0.81208625,0.00000000
-5.39369685,5.43683547,0.63035760,4.33593390,0.02793321,0.08627947,0.02337342,0.82943805,0.00000000
-5.38769385,5.49229017,0.64111172,4.37396249,0.02806009,0.08743964,0.02356858,0.84206330,0.00000000
-5.38169085,5.51571670,0.64802519,4.38640889,0.02798699,0.08816239,0.02361736,0.84977575,0.00000000
-5.37568784,5.50770281,0.65103351,4.37398495,0.02771566,0.08845396,0.02352373,0.85249408,0.00000000
-5.36968484,5.46963763,0.65016304,4.33806169,0.02725216,0.08833142,0.02329539,0.85024617,0.00000000
-5.36368184,5.40368961,0.64553167,4.28064563,0.02660663,0.08782239,0.02294360,0.84316990,0.00000000
-5.35767884,5.31275825,0.63734655,4.20433373,0.02579296,0.08696453,0.02248278,0.83151039,0.00000000
-5.35167584,5.20040090,0.62589852,4.11224804,0.02482824,0.08580456,0.02193008,0.81561359,0.00000000
-5.34567284,5.07073700,0.61155382,4.00795249,0.02373226,0.08439702,0.02130482,0.79591647,0.00000000
-5.33966983,4.92833297,0.59474294,3.89535436,0.02252678,0.08280261,0.02062781,0.77293403,0.00000000
-5.33366683,4.77807184,0.57594732,3.77859422,0.02123485,0.08108636,0.01992067,0.74724365,0.00000000
-5.32766383,4.62501221,0.55568436,3.66192802,0.01988010,0.07931549,0.01920513,0.71946737,0.00000000
-5.32166083,4.47424159,0.53449115,3.54960546,0.01848603,0.07755718,0.01850224,0.69025272,0.00000000
-5.31565783,4.33072935,0.51290777,3.44574906,0.01707538,0.07587630,0.01783177,0.66025286,0.00000000
-5.30965483,4.19918446,0.49146067,3.35423786,0.01566952,0.07433311,0.01721148,0.63010690,0.00000000
-5.30365183,4.08392289,0.47064680,3.27859980,0.01428798,0.07298114,0.01665668,0.60042093,0.00000000
-5.29764882,3.98874929,0.45091912,3.22191621,0.01294802,0.07186521,0.01617968,0.57175080,0.00000000
-5.29164582,3.91685677,0.43267390,3.18674164,0.01166441,0.07101987,0.01578954,0.54458696,0.00000000
-5.28564282,3.87074813,0.41624041,3.17504127,0.01044920,0.07046802,0.01549185,0.51934216,0.00000000
-5.27963982,3.85218083,0.40187320,3.18814800,0.00931169,0.07022018,0.01528865,0.49634230,0.00000000
-5.27363682,3.86213731,0.38974723,3.22674012,0.00825849,0.07027404,0.01517856,0.47582073,0.00000000
-5.26763382,3.90082125,0.37995605,3.29084018,0.00729358,0.07061464,0.01515697,0.45791615,0.00000000
-5.26163082,3.96767945,0.37251278,3.37983468,0.00641859,0.07121501,0.01521636,0.44267403,0.00000000
-5.25562781,4.06144797,0.36735407,3.49251354,0.00563302,0.07203727,0.01534682,0.43005148,0.00000000
-5.24962481,4.18022057,0.36434651,3.62712762,0.00493452,0.07303425,0.01553655,0.41992522,0.00000000
-5.24362181,4.32153642,0.36329539,3.78146203,0.00431929,0.07415143,0.01577253,0.41210212,0.00000000
-5.23761881,4.48248334,0.36395519,3.95292222,0.00378233,0.07532923,0.01604120,0.40633207,0.00000000
-5.23161581,4.65981263,0.36604155,4.13862941,0.00331783,0.07650548,0.01632915,0.40232229,0.00000000
-5.22561281,4.85006048,0.36924403,4.33552165,0.00291946,0.07761805,0.01662387,0.39975263,0.00000000
-5.21960980,5.04967146,0.37323930,4.54045661,0.00258066,0.07860741,0.01691443,0.39829121,0.00000000
-5.21360680,5.25511892,0.37770404,4.75031182,0.00229491,0.07941921,0.01719211,0.39760967,0.00000000
-5.20760380,5.46301762,0.38232725,4.96207865,0.00205595,0.08000643,0.01745098,0.39739742,0.00000000
-5.20160080,5.67022432,0.38682138,5.17294635,0.00185796,0.08033146,0.01768832,0.39737454,0.00000000
-5.19559780,5.87392240,0.39093198,5.38037286,0.00169570,0.08036757,0.01790500,0.39730252,0.00000000
-5.18959480,6.07168762,0.39444544,5.58214002,0.00156464,0.08010004,0.01810568,0.39699278,0.00000000
-5.18359180,6.26153283,0.39719470,5.77639130,0.00146100,0.07952674,0.01829878,0.39631257,0.00000000
-5.17758879,6.44193060,0.39906273,5.96165114,0.00138182,0.07865818,0.01849646,0.39518805,0.00000000
-5.17158579,6.61181377,0.39998371,6.13682599,0.00132496,0.07751704,0.01871427,0.39360464,0.00000000
-5.16558279,6.77055489,0.39994209,6.30118777,0.00128911,0.07613719,0.01897077,0.39160457,0.00000000
-5.15957979,6.91792667,0.39896952,6.45434176,0.00127371,0.07456228,0.01928687,0.38928207,0.00000000
-5.15357679,7.05404640,0.39714002,6.59618114,0.00127895,0.07284390,0.01968518,0.38677615,0.00000000
-5.14757379,7.17930781,0.39456355,6.72683162,0.00130567,0.07103953,0.02018912,0.38426163,0.00000000
-5.14157079,7.29430473,0.39137847,6.84658939,0.00135528,0.06921016,0.02082200,0.38193873,0.00000000
-5.13556778,7.39975063,0.38774319,6.95585628,0.00142969,0.06741793,0.02160606,0.38002171,0.00000000
-5.12956478,7.49639879,0.38382742,7.05507594,0.00153120,0.06572364,0.02256139,0.37872699,0.00000000
-5.12356178,7.58496695,0.37980341,7.14467434,0.00166241,0.06418448,0.02370500,0.37826148,0.00000000
-5.11755878,7.66607036,0.37583756,7.22500789,0.00182606,0.06285185,0.02504980,0.37881130,0.00000000
-5.11155578,7.74016644,0.37208279,7.29632165,0.00202499,0.06176950,0.02660375,0.38053158,0.00000000
-5.10555278,7.80751325,0.36867185,7.35871958,0.00226197,0.06097200,0.02836911,0.38353762,0.00000000
-5.09954977,7.86814359,0.36571186,7.41214791,0.00253959,0.06048359,0.03034188,0.38789786,0.00000000
-5.09354677,7.92185528,0.36328029,7.45639209,0.00286017,0.06031749,0.03251141,0.39362871,0.00000000
-5.08754377,7.96821767,0.36142235,7.49108693,0.00322563,0.06047561,0.03486022,0.40069172,0.00000000
-5.08154077,8.00659344,0.36014997,7.51573903,0.00363743,0.06094870,0.03736409,0.40899291,0.00000000
-5.07553777,8.03617406,0.35944222,7.52975976,0.00409644,0.06171704,0.03999243,0.41838443,0.00000000
-5.06953477,8.05602688,0.35924716,7.53250689,0.00460290,0.06275134,0.04270887,0.42866846,0.00000000
-5.06353177,8.06515123,0.35948489,7.52333236,0.00515637,0.06401418,0.04547207,0.43960307,0.00000000
-5.05752876,8.06254046,0.36005177,7.50163367,0.00575570,0.06546158,0.04823688,0.45090999,0.00000000
-5.05152576,8.04724700,0.36082544,7.46690610,0.00639903,0.06704486,0.05095553,0.46228380,0.00000000
-5.04552276,8.01844715,0.36167047,7.41879312,0.00708382,0.06871264,0.05357914,0.47340227,0.00000000
-5.03951976,7.97550246,0.36244439,7.35713236,0.00780692,0.07041288,0.05605925,0.48393748,0.00000000
-5.03351676,7.91801488,0.36300393,7.28199486,0.00856461,0.07209485,0.05834939,0.49356716,0.00000000
-5.02751376,7.84587275,0.36321101,7.19371538,0.00935276,0.07371105,0.06040666,0.50198592,0.00000000
-5.02151076,7.75928555,0.36293846,7.09291223,0.01016690,0.07521889,0.06219325,0.50891588,0.00000000
-5.01550775,7.65880533,0.36207513,6.98049513,0.01100241,0.07658215,0.06367778,0.51411621,0.00000000
-5.00950475,7.54533355,0.36053025,6.85766042,0.01185464,0.07777205,0.06483643,0.51739139,0.00000000
-5.00350175,7.42011256,0.35823690,6.72587322,0.01271907,0.07876805,0.06565382,0.51859766,0.00000000
-4.99749875,7.28470151,0.35515440,6.58683678,0.01359145,0.07955819,0.06612358,0.51764755,0.00000000
-4.99149575,7.14093736,0.35126969,6.44244988,0.01446796,0.08013907,0.06624860,0.51451225,0.00000000
-4.98549275,6.99088212,0.34659752,6.29475353,0.01534530,0.08051543,0.06604091,0.50922186,0.00000000
-4.97948974,6.83675837,0.34117961,6.14586899,0.01622080,0.08069936,0.06552122,0.50186343,0.00000000
-4.97348674,6.68087546,0.33508285,5.99792939,0.01709250,0.08070924,0.06471810,0.49257693,0.00000000
-4.96748374,6.52554967,0.32839655,5.85300785,0.01795920,0.08056838,0.06366691,0.48154953,0.00000000
-4.96148074,6.37302171,0.32122903,5.71304524,0.01882046,0.08030351,0.06240845,0.46900822,0.00000000
-4.95547774,6.22537551,0.31370370,5.57978076,0.01967665,0.07994317,0.06098738,0.45521140,0.00000000
-4.94947474,6.08446209,0.30595484,5.45468885,0.02052889,0.07951612,0.05945062,0.44043957,0.00000000
-4.94347174,5.95183248,0.29812334,5.33892555,0.02137911,0.07904972,0.05784557,0.42498588,0.00000000
-4.93746873,5.82868307,0.29035257,5.23328722,0.02222999,0.07856865,0.05621847,0.40914670,0.00000000
-4.93146573,5.71581658,0.28278472,5.13818399,0.02308498,0.07809369,0.05461279,0.39321271,0.00000000
-4.92546273,5.61362086,0.27555761,5.05362993,0.02394838,0.07764087,0.05306784,0.37746106,0.00000000
-4.91945973,5.52206714,0.26880239,4.97925070,0.02482536,0.07722096,0.05161761,0.36214863,0.00000000
-4.91345673,5.44072824,0.26264193,4.91430908,0.02572209,0.07683930,0.05028986,0.34750688,0.00000000
-4.90745373,5.36881637,0.25719029,4.85774768,0.02664590,0.07649596,0.04910559,0.33373838,0.00000000
-4.90145073,5.30523887,0.25255290,4.80824704,0.02760543,0.07618630,0.04807882,0.32101500,0.00000000
-4.89544772,5.24866972,0.24882777,4.76429701,0.02861084,0.07590176,0.04721667,0.30947795,0.00000000
-4.88944472,5.19763322,0.24610730,4.72427793,0.02967405,0.07563101,0.04651988,0.29923928,0.00000000
-4.88344172,5.15059601,0.24448063,4.68654809,0.03080895,0.07536116,0.04598353,0.29038486,0.00000000
-4.87743872,5.10606275,0.24403640,4.64953325,0.03203157,0.07507915,0.04559806,0.28297852,0.00000000
-4.87143572,5.06267071,0.24486545,4.61181378,0.03336021,0.07477317,0.04535045,0.27706693,0.00000000
-4.86543272,5.01927841,0.24706339,4.57220531,0.03481549,0.07443395,0.04522563,0.27268492,0.00000000
-4.85942971,4.97504362,0.25073265,4.52982858,0.03642029,0.07405601,0.04520779,0.26986093,0.00000000
-4.85342671,4.92948669,0.25598378,4.48416511,0.03819954,0.07363858,0.04528184,0.26862206,0.00000000
-4.84742371,4.88253566,0.26293573,4.43509577,0.04017984,0.07318633,0.04543470,0.26899848,0.00000000
-4.84142071,4.83455076,0.27171502,4.38292003,0.04238897,0.07270972,0.04565644,0.27102687,0.00000000
-4.83541771,4.78632665,0.28245357,4.32835494,0.04485508,0.07222509,0.04594124,0.27475261,0.00000000
-4.82941471,4.73907226,0.29528526,4.27251370,0.04760590,0.07175430,0.04628809,0.28023068,0.00000000
-4.82341171,4.69436885,0.31034115,4.21686466,0.05066761,0.07132410,0.04670120,0.28752497,0.00000000
-4.81740870,4.65410843,0.32774361,4.16317281,0.05406367,0.07096516,0.04719015,0.29670629,0.00000000
-4.81140570,4.62041531,0.34759950,4.11342647,0.05781357,0.07071089,0.04776963,0.30784895,0.00000000
-4.80540270,4.59555486,0.36999275,4.06975279,0.06193146,0.07059603,0.04845905,0.32102630,0.00000000
-4.79939970,4.58183375,0.39497665,4.03432613,0.06642494,0.07065517,0.04928176,0.33630533,0.00000000
-4.79339670,4.58149692,0.42256637,4.00927385,0.07129378,0.07092115,0.05026412,0.35374080,0.00000000
-4.78739370,4.59662604,0.45273203,3.99658397,0.07652892,0.07142366,0.05143439,0.37336916,0.00000000
-4.78139070,4.62904477,0.48539286,3.99801927,0.08211166,0.07218780,0.05282153,0.39520271,0.00000000
-4.77538769,4.68023513,0.52041279,4.01504165,0.08801310,0.07323296,0.05445388,0.41922433,0.00000000
