energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.43571786,4.60990657,0.04818025,0.09408475,0.36369930,0.06208955,1.88596780,0.79441873,1.03751289
-5.42971486,4.57385803,0.05051687,0.09393162,0.36892614,0.06227646,1.87879122,0.79744871,1.01758291
-5.42371186,4.53303145,0.05294760,0.09346943,0.37243846,0.06255040,1.86966945,0.79834916,0.99661623
-5.41770885,4.48897365,0.05546450,0.09272369,0.37424599,0.06292234,1.85924044,0.79730393,0.97495662
-5.41170585,4.44324868,0.05806064,0.09172676,0.37439488,0.06339834,1.84813622,0.79453383,0.95296020
-5.40570285,4.39738329,0.06072915,0.09051698,0.37296407,0.06397934,1.83696004,0.79028762,0.93098347
-5.39969985,4.35281434,0.06346240,0.08913770,0.37006070,0.06466125,1.82626470,0.78483217,0.90937154
-5.39369685,4.31084051,0.06625109,0.08763606,0.36581463,0.06543521,1.81653307,0.77844218,0.88844675
-5.38769385,4.27258064,0.06908366,0.08606190,0.36037254,0.06628814,1.80816187,0.77139010,0.86849845
-5.38169085,4.23894089,0.07194574,0.08446638,0.35389178,0.06720350,1.80144955,0.76393664,0.84977424
-5.37568784,4.21059228,0.07481995,0.08290084,0.34653436,0.06816216,1.79658894,0.75632243,0.83247320
-5.36968484,4.18796003,0.07768586,0.08141553,0.33846135,0.06914351,1.79366525,0.74876125,0.81674140
-5.36368184,4.17122497,0.08052034,0.08005855,0.32982791,0.07012654,1.79265937,0.74143500,0.80266998
-5.35767884,4.16033709,0.08329818,0.07887478,0.32077910,0.07109097,1.79345653,0.73449076,0.79029589
-5.35167584,4.15504012,0.08599289,0.07790501,0.31144676,0.07201837,1.79585961,0.72803990,0.77960518
-5.34567284,4.15490561,0.08857792,0.07718516,0.30194727,0.07289311,1.79960652,0.72215909,0.77053867
-5.33966983,4.15937414,0.09102784,0.07674559,0.29238041,0.07370314,1.80439032,0.71689305,0.76299960
-5.33366683,4.16780101,0.09331979,0.07661059,0.28282908,0.07444059,1.80988112,0.71225874,0.75686282
-5.32766383,4.17950325,0.09543486,0.07679788,0.27335992,0.07510207,1.81574813,0.70825043,0.75198486
-5.32166083,4.19380486,0.09735944,0.07731829,0.26402445,0.07568863,1.82168054,0.70484534,0.74821421
-5.31565783,4.21007724,0.09908633,0.07817541,0.25486079,0.07620557,1.82740598,0.70200922,0.74540122
-5.30965483,4.22777213,0.10061570,0.07936540,0.24589559,0.07666178,1.83270529,0.69970157,0.74340686
-5.30365183,4.24644497,0.10195562,0.08087686,0.23714605,0.07706897,1.83742270,0.69788002,0.74210989
-5.29764882,4.26576723,0.10312222,0.08269067,0.22862191,0.07744060,1.84147090,0.69650353,0.74141183
-5.29164582,4.28552709,0.10413946,0.08478010,0.22032724,0.07779069,1.84483069,0.69553432,0.74123967
-5.28564282,4.30561876,0.10503839,0.08711088,0.21226190,0.07813261,1.84754534,0.69493847,0.74154587
-5.27963982,4.32602151,0.10585603,0.08964149,0.20442274,0.07847774,1.84971027,0.69468518,0.74230603
-5.27363682,4.34677012,0.10663381,0.09232365,0.19680441,0.07883440,1.85145868,0.69474486,0.74351413
-5.26763382,4.36791937,0.10741572,0.09510290,0.18939992,0.07920674,1.85294433,0.69508640,0.74517603
-5.26163082,4.38950518,0.10824621,0.09791954,0.18220088,0.07959404,1.85432280,0.69567398,0.74730149
-5.25562781,4.41150570,0.10916796,0.10070967,0.17519762,0.07999021,1.85573230,0.69646361,0.74989548
-5.24962481,4.43380518,0.11021960,0.10340653,0.16837921,0.08038355,1.85727572,0.69740000,0.75294940
-5.24362181,4.45616359,0.11143358,0.10594202,0.16173344,0.08075701,1.85900485,0.69841400,0.75643280
-5.23761881,4.47819420,0.11283420,0.10824838,0.15524694,0.08108862,1.86090797,0.69942089,0.76028636
-5.23161581,4.49935112,0.11443601,0.11026003,0.14890534,0.08135232,1.86290162,0.70031979,0.76441659
-5.22561281,4.51892754,0.11624255,0.11191539,0.14269367,0.08151901,1.86482689,0.70099428,0.76869268
-5.21960980,4.53606539,0.11824566,0.11315873,0.13659686,0.08155785,1.86645067,0.70131420,0.77294582
-5.21360680,4.54977558,0.12042522,0.11394194,0.13060049,0.08143764,1.86747142,0.70113867,0.77697105
-5.20760380,4.55896790,0.12274943,0.11422604,0.12469161,0.08112827,1.86752921,0.70032003,0.78053162
-5.20160080,4.56248879,0.12517567,0.11398251,0.11885972,0.08060214,1.86621940,0.69870848,0.78336575
-5.19559780,4.55916465,0.12765174,0.11319423,0.11309773,0.07983551,1.86310886,0.69615722,0.78519517
-5.18959480,4.54784834,0.13011759,0.11185606,0.10740293,0.07880959,1.85775397,0.69252768,0.78573534
-5.18359180,4.52746618,0.13250733,0.10997503,0.10177795,0.07751152,1.84971926,0.68769455,0.78470644
-5.17758879,4.49706294,0.13475152,0.10757006,0.09623147,0.07593496,1.83859568,0.68155040,0.78184476
-5.17158579,4.45584255,0.13677951,0.10467129,0.09077893,0.07408047,1.82401769,0.67400946,0.77691385
-5.16558279,4.40320249,0.13852188,0.10131906,0.08544296,0.07195553,1.80567818,0.66501067,0.76971469
-5.15957979,4.33876063,0.13991276,0.09756247,0.08025365,0.06957428,1.78334096,0.65451964,0.76009459
-5.15357679,4.26237327,0.14089198,0.09345779,0.07524869,0.06695703,1.75685005,0.64252961,0.74795425
-5.14757379,4.17414423,0.14140697,0.08906661,0.07047327,0.06412947,1.72613597,0.62906141,0.73325264
-5.14157079,4.07442504,0.14141437,0.08445393,0.06597989,0.06112176,1.69121866,0.61416256,0.71600967
-5.13556778,3.96380665,0.14088124,0.07968621,0.06182807,0.05796748,1.65220755,0.59790559,0.69630643
-5.12956478,3.84310394,0.13978590,0.07482958,0.05808392,0.05470246,1.60929884,0.58038574,0.67428313
-5.12356178,3.71333386,0.13811845,0.06994810,0.05481964,0.05136368,1.56277047,0.56171835,0.65013497
-5.11755878,3.57568896,0.13588079,0.06510229,0.05211304,0.04798815,1.51297525,0.54203597,0.62410608
-5.11155578,3.43150742,0.13308645,0.06034789,0.05004682,0.04461187,1.46033258,0.52148537,0.59648207
-5.10555278,3.28224122,0.12975995,0.05573494,0.04870793,0.04126900,1.40531916,0.50022475,0.56758138
-5.09954977,3.12942366,0.12593608,0.05130710,0.04818672,0.03799107,1.34845915,0.47842099,0.53774601
-5.09354677,2.97463723,0.12165879,0.04710133,0.04857595,0.03480644,1.29031394,0.45624722,0.50733197
-5.08754377,2.81948287,0.11698011,0.04314771,0.04996961,0.03173991,1.23147200,0.43388067,0.47669986
-5.08154077,2.66555109,0.11195883,0.03946964,0.05246151,0.02881252,1.17253876,0.41150069,0.44620587
-5.07553777,2.51439561,0.10665922,0.03608414,0.05614360,0.02604150,1.11412671,0.38928706,0.41619364
-5.06953477,2.36750958,0.10114971,0.03300229,0.06110401,0.02344044,1.05684587,0.36741846,0.38698702
-5.06353177,2.22630462,0.09550167,0.03022981,0.06742477,0.02101950,1.00129452,0.34607110,0.35888403
-5.05752876,2.09209263,0.08978816,0.02776769,0.07517939,0.01878584,0.94805041,0.32541736,0.33215209
-5.05152576,1.96607044,0.08408289,0.02561283,0.08443009,0.01674407,0.89766234,0.30562451,0.30702448
-5.04552276,1.84930716,0.07845921,0.02375862,0.09522510,0.01489682,0.85064237,0.28685349,0.28369812
-5.03951976,1.74273438,0.07298922,0.02219558,0.10759586,0.01324532,0.80745868,0.26925759,0.26233255
-5.03351676,1.64713915,0.06774309,0.02091190,0.12155446,0.01179005,0.76852928,0.25298133,0.24305002
-5.02751376,1.56315995,0.06278836,0.01989392,0.13709146,0.01053141,0.73421684,0.23815926,0.22593662
-5.02151076,1.49128574,0.05818946,0.01912658,0.15417416,0.00947033,0.70482481,0.22491497,0.21104425
-5.01550775,1.43185834,0.05400721,0.01859389,0.17274571,0.00860895,0.68059501,0.21336026,0.19839341
-5.00950475,1.38507823,0.05029843,0.01827928,0.19272504,0.00795125,0.66170705,0.20359451,0.18797654
-5.00350175,1.35101396,0.04711561,0.01816602,0.21400783,0.00750367,0.64827961,0.19570439,0.17976193
-4.99749875,1.32961507,0.04450650,0.01823771,0.23646869,0.00727563,0.64037368,0.18976381,0.17369790
-4.99149575,1.32072856,0.04251371,0.01847869,0.25996447,0.00728015,0.63799786,0.18583429,0.16971731
-4.98549275,1.32411837,0.04117434,0.01887456,0.28433876,0.00753428,0.64111553,0.18396559,0.16774212
-4.97948974,1.33948771,0.04051940,0.01941283,0.30942750,0.00805960,0.64965371,0.18419668,0.16768797
-4.97348674,1.36650323,0.04057327,0.02008347,0.33506552,0.00888252,0.66351333,0.18655700,0.16946857
-4.96748374,1.40482051,0.04135302,0.02087963,0.36109366,0.01003466,0.68258045,0.19106788,0.17299994
-4.96148074,1.45410952,0.04286769,0.02179839,0.38736643,0.01155299,0.70673791,0.19774407,0.17820416
-4.95547774,1.51407926,0.04511748,0.02284142,0.41375955,0.01347992,0.73587689,0.20659542,0.18501265
-4.94947474,1.58450014,0.04809296,0.02401570,0.44017718,0.01586325,0.76990776,0.21762833,0.19336883
-4.94347174,1.66522296,0.05177428,0.02533418,0.46655833,0.01875590,0.80876955,0.23084726,0.20323005
-4.93746873,1.75619347,0.05613048,0.02681628,0.49288210,0.02221551,0.85243755,0.24625587,0.21456870
-4.93146573,1.85746132,0.06111893,0.02848829,0.51917127,0.02630374,0.90092843,0.26385792,0.22737241
-4.92546273,1.96918264,0.06668501,0.03038356,0.54549412,0.03108541,0.95430249,0.28365782,0.24164333
-4.91945973,2.09161560,0.07276204,0.03254245,0.57196387,0.03662730,1.01266263,0.30566078,0.25739647
-4.91345673,2.22510865,0.07927153,0.03501203,0.59873601,0.04299666,1.07614999,0.32987242,0.27465709
-4.90745373,2.37008128,0.08612388,0.03784543,0.62600309,0.05025950,1.14493601,0.35629802,0.29345721
-4.90145073,2.52699765,0.09321947,0.04110096,0.65398717,0.05847851,1.21921111,0.38494109,0.31383137
-4.89544772,2.69633357,0.10045013,0.04484078,0.68293019,0.06771075,1.29917029,0.41580160,0.33581171
-4.88944472,2.87853777,0.10770110,0.04912930,0.71308229,0.07800512,1.38499580,0.44887347,0.35942253
-4.88344172,3.07398852,0.11485338,0.05403129,0.74468870,0.08939956,1.47683768,0.48414166,0.38467463
-4.87743872,3.28294705,0.12178631,0.05960963,0.77797550,0.10191828,1.57479263,0.52157870,0.41155942
-4.87143572,3.50550935,0.12838051,0.06592285,0.81313490,0.11556877,1.67888197,0.56114070,0.44004326
-4.86543272,3.74155812,0.13452084,0.07302256,0.85031049,0.13033906,1.78902959,0.60276297,0.47006210
-4.85942971,3.99071679,0.14009944,0.08095071,0.88958331,0.14619504,1.90504071,0.64635534,0.50151671
-4.85342671,4.25230756,0.14501859,0.08973682,0.93095911,0.16307817,2.02658243,0.69179723,0.53426871
-4.84742371,4.52531542,0.14919337,0.09939540,0.97435762,0.18090362,2.15316695,0.73893277,0.56813770
-4.84142071,4.80836006,0.15255392,0.10992353,1.01960420,0.19955897,2.28413843,0.78756605,0.60289947
-4.83541771,5.09967749,0.15504724,0.12129869,1.06642463,0.21890372,2.41866433,0.83745689,0.63828566
-4.82941471,5.39711295,0.15663837,0.13347714,1.11444314,0.23876948,2.55573196,0.88831735,0.67398492
-4.82341171,5.69812638,0.15731101,0.14639276,1.16318421,0.25896124,2.69415093,0.93980927,0.70964552
-4.81740870,5.99981143,0.15706751,0.15995649,1.21207822,0.27925949,2.83256198,0.99154326,0.74487969
-4.81140570,6.29892855,0.15592816,0.17405660,1.26047094,0.29942343,2.96945237,1.04307929,0.77926940
-4.80540270,6.59195222,0.15392995,0.18855959,1.30763677,0.31919509,3.10317794,1.09392934,0.81237368
-4.79939970,6.87513170,0.15112480,0.20331199,1.35279542,0.33830444,3.23199159,1.14356209,0.84373721
-4.79339670,7.14456439,0.14757734,0.21814292,1.39513156,0.35647521,3.35407762,1.19141002,0.87290007
-4.78739370,7.39627999,0.14336244,0.23286740,1.43381689,0.37343140,3.46759117,1.23687872,0.89940837
-4.78139070,7.62633330,0.13856253,0.24729048,1.46803381,0.38890423,3.57070164,1.27935847,0.92282532
-4.77538769,7.83090294,0.13326488,0.26121188,1.49699992,0.40263927,3.66163881,1.31823780,0.94274265
-4.76938469,8.00639284,0.12755891,0.27443116,1.51999245,0.41440350,3.73874015,1.35291872,0.95879177
-4.76338169,8.14953296,0.12153378,0.28675331,1.53637156,0.42399204,3.80049759,1.38283311,0.97065435
-4.75737869,8.25747576,0.11527613,0.29799444,1.54560177,0.43123435,3.84560203,1.40745977,0.97807202
-4.75137569,8.32788473,0.10886824,0.30798747,1.54727035,0.43599943,3.87298393,1.42634149,0.98085463
-4.74537269,8.35901143,0.10238654,0.31658768,1.54110226,0.43820009,3.88184822,1.43910138,0.97888698
-4.73936968,8.34975810,0.09590054,0.32367777,1.52697058,0.43779583,3.87170219,1.44545787,0.97213352
-4.73336668,8.29972309,0.08947214,0.32917239,1.50490231,0.43479443,3.84237512,1.44523766,0.96064091
-4.72736368,8.20922708,0.08315526,0.33302185,1.47507910,0.42925197,3.79402865,1.43838598,0.94453837
-4.72136068,8.07931895,0.07699592,0.33521490,1.43783290,0.42127142,3.72715765,1.42497370,0.92403560
-4.71535768,7.91176069,0.07103242,0.33578050,1.39363672,0.41099983,3.64258123,1.40520081,0.89941847
-4.70935468,7.70899176,0.06529588,0.33478832,1.34309092,0.39862416,3.54142427,1.37939609,0.87104262
-4.70335168,7.47407413,0.05981078,0.33234808,1.28690566,0.38436598,3.42509023,1.34801281,0.83932504
-4.69734867,7.21061976,0.05459573,0.32860760,1.22588008,0.36847530,3.29522625,1.31162048,0.80473407
-4.69134567,6.92270315,0.04966414,0.32374960,1.16087942,0.35122365,3.15368183,1.27089291,0.76777813
-4.68534267,6.61476209,0.04502493,0.31798734,1.09281071,0.33289682,3.00246277,1.22659288,0.72899351
-4.67933967,6.29148986,0.04068319,0.31155910,1.02259818,0.31378744,2.84368200,1.17955385,0.68893171
-4.67333667,5.95772277,0.03664076,0.30472176,0.95115936,0.29418773,2.67950915,1.13065941,0.64814674
-4.66733367,5.61832651,0.03289671,0.29774353,0.87938260,0.27438259,2.51212056,1.08082094,0.60718270
-4.66133067,5.27808509,0.02944778,0.29089615,0.80810690,0.25464333,2.34365149,1.03095433,0.56656215
-4.65532766,4.94159555,0.02628863,0.28444663,0.73810464,0.23522222,2.17615182,0.98195645,0.52677551
-4.64932466,4.61317162,0.02341216,0.27864899,0.67006759,0.21634789,2.01154665,0.93468202,0.48827173
-4.64332166,4.29675871,0.02080967,0.27373609,0.60459655,0.19822175,1.85160271,0.88992179,0.45145058
-4.63731866,3.99586230,0.01847104,0.26991190,0.54219460,0.18101559,1.69790130,0.84838245,0.41665658
-4.63131566,3.71349135,0.01638481,0.26734451,0.48326408,0.16487003,1.55181795,0.81066915,0.38417472
-4.62531266,3.45211747,0.01453839,0.26616012,0.42810675,0.14989415,1.41450923,0.77727086,0.35422798
-4.61930965,3.21365025,0.01291810,0.26643820,0.37692715,0.13616603,1.28690613,0.74854936,0.32697655
-4.61330665,2.99942882,0.01150939,0.26820826,0.32983842,0.12373405,1.16971392,0.72473187,0.30251880
-4.60730365,2.81022870,0.01029699,0.27144804,0.28687027,0.11261900,1.06341766,0.70590779,0.28089369
-4.60130065,2.64628318,0.00926509,0.27608367,0.24797841,0.10281678,0.96829268,0.69202952,0.26208459
-4.59529765,2.50731762,0.00839759,0.28199150,0.21305510,0.09430145,0.88441923,0.68291739,0.24602424
-4.58929465,2.39259522,0.00767835,0.28900187,0.18194010,0.08702877,0.81170026,0.67826858,0.23260063
-4.58329165,2.30097207,0.00709144,0.29690455,0.15443172,0.08093971,0.74988162,0.67766971,0.22166363
-4.57728864,2.23095962,0.00662148,0.30545587,0.13029756,0.07596418,0.69857364,0.68061272,0.21303208
-4.57128564,2.18079234,0.00625389,0.31438716,0.10928447,0.07202459,0.65727342,0.68651359,0.20650110
-4.56528264,2.14849838,0.00597525,0.32341430,0.09112775,0.06903931,0.62538711,0.69473319,0.20184947
-4.55927964,2.13197105,0.00577358,0.33224805,0.07555909,0.06692579,0.60225161,0.70459971,0.19884683
-4.55327664,2.12903920,0.00563870,0.34060472,0.06231351,0.06560341,0.58715526,0.71543185,0.19726051
-4.54727364,2.13753446,0.00556251,0.34821667,0.05113491,0.06499589,0.57935716,0.72656199,0.19686183
-4.54127064,2.15535378,0.00553928,0.35484248,0.04178055,0.06503326,0.57810501,0.73735868,0.19743176
-4.53526763,2.18051573,0.00556598,0.36027603,0.03402436,0.06565334,0.58265128,0.74724754,0.19876579
-4.52926463,2.21120947,0.00564253,0.36435442,0.02765917,0.06680271,0.59226773,0.75573010,0.20067798
-4.52326163,2.24583545,0.00577204,0.36696415,0.02249813,0.06843722,0.60625837,0.76239983,0.20300412
-4.51725863,2.28303737,0.00596108,0.36804550,0.01837525,0.07052191,0.62397092,0.76695494,0.20560396
-4.51125563,2.32172488,0.00621985,0.36759479,0.01514532,0.07303052,0.64480676,0.76920758,0.20836260
-4.50525263,2.36108735,0.00656237,0.36566451,0.01268334,0.07594456,0.66822965,0.76908927,0.21119097
-4.49924962,2.40059863,0.00700662,0.36236143,0.01088350,0.07925199,0.69377310,0.76665237,0.21402558
-4.49324662,2.44001341,0.00757461,0.35784252,0.00965792,0.08294553,0.72104635,0.76206775,0.21682751
