energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.47773887,0.53100789,0.00166343,0.20210610,0.00960048,0.06452898,0.18407465,0.10134620
-5.47173587,0.55714081,0.00179823,0.21233143,0.00942586,0.06879847,0.19798490,0.10608687
-5.46573287,0.58637287,0.00194068,0.22372887,0.00931671,0.07342285,0.21257668,0.11147949
-5.45972986,0.61845538,0.00209023,0.23620354,0.00926703,0.07837593,0.22774909,0.11748118
-5.45372686,0.65311096,0.00224631,0.24964987,0.00927029,0.08362835,0.24339673,0.12404283
-5.44772386,0.69004198,0.00240840,0.26395495,0.00931979,0.08914820,0.25941255,0.13111054
-5.44172086,0.72893816,0.00257599,0.27900154,0.00940898,0.09490139,0.27569062,0.13862703
-5.43571786,0.76948332,0.00274860,0.29467087,0.00953176,0.10085202,0.29212847,0.14653272
-5.42971486,0.81136054,0.00292579,0.31084476,0.00968268,0.10696244,0.30862901,0.15476668
-5.42371186,0.85425600,0.00310712,0.32740732,0.00985726,0.11319324,0.32510195,0.16326725
-5.41770885,0.89786102,0.00329215,0.34424594,0.01005201,0.11950299,0.34146446,0.17197232
-5.41170585,0.94187266,0.00348040,0.36125166,0.01026462,0.12584797,0.35764134,0.18081947
-5.40570285,0.98599296,0.00367134,0.37831909,0.01049392,0.13218174,0.37356450,0.18974575
-5.39969985,1.02992714,0.00386436,0.39534570,0.01073989,0.13845478,0.38917190,0.19868744
-5.39369685,1.07338113,0.00405873,0.41223096,0.01100349,0.14461413,0.40440609,0.20757962
-5.38769385,1.11605886,0.00425356,0.42887513,0.01128658,0.15060325,0.41921240,0.21635583
-5.38169085,1.15765981,0.00444782,0.44517815,0.01159167,0.15636208,0.43353709,0.22494778
-5.37568784,1.19787724,0.00464028,0.46103861,0.01192170,0.16182733,0.44732539,0.23328522
-5.36968484,1.23639747,0.00482954,0.47635299,0.01227977,0.16693320,0.46051990,0.24129609
-5.36368184,1.27290051,0.00501400,0.49101534,0.01266883,0.17161231,0.47305925,0.24890697
-5.35767884,1.30706241,0.00519192,0.50491751,0.01309145,0.17579714,0.48487732,0.25604378
-5.35167584,1.33855916,0.00536139,0.51794992,0.01354951,0.17942165,0.49590298,0.26263293
-5.34567284,1.36707243,0.00552042,0.53000293,0.01404395,0.18242328,0.50606068,0.26860267
-5.33966983,1.39229673,0.00566696,0.54096885,0.01457458,0.18474507,0.51527152,0.27388479
-5.33366683,1.41394797,0.00579896,0.55074447,0.01513987,0.18633791,0.52345525,0.27841652
-5.32766383,1.43177296,0.00591441,0.55923406,0.01573688,0.18716283,0.53053271,0.28214257
-5.32166083,1.44555940,0.00601142,0.56635268,0.01636117,0.18719312,0.53642893,0.28501721
-5.31565783,1.45514614,0.00608827,0.57202983,0.01700684,0.18641625,0.54107664,0.28700635
-5.30965483,1.46043295,0.00614345,0.57621301,0.01766658,0.18483548,0.54442005,0.28808950
-5.30365183,1.46138959,0.00617573,0.57887136,0.01833186,0.18247109,0.54641871,0.28826143
-5.29764882,1.45806370,0.00618417,0.57999899,0.01899314,0.17936104,0.54705134,0.28753373
-5.29164582,1.45058711,0.00616819,0.57961792,0.01964013,0.17556131,0.54631942,0.28593582
-5.28564282,1.43918030,0.00612755,0.57778061,0.02026214,0.17114557,0.54425035,0.28351571
-5.27963982,1.42415481,0.00606237,0.57457177,0.02084842,0.16620443,0.54090000,0.28034029
-5.27363682,1.40591346,0.00597314,0.57010944,0.02138859,0.16084426,0.53635458,0.27649520
-5.26763382,1.38494817,0.00586070,0.56454528,0.02187301,0.15518557,0.53073159,0.27208417
-5.26163082,1.36183554,0.00572623,0.55806388,0.02229317,0.14936116,0.52417990,0.26722806
-5.25562781,1.33723008,0.00557122,0.55088120,0.02264205,0.14351392,0.51687872,0.26206335
-5.24962481,1.31185520,0.00539742,0.54324188,0.02291442,0.13779467,0.50903553,0.25674029
-5.24362181,1.28649215,0.00520686,0.53541569,0.02310706,0.13235971,0.50088296,0.25142068
-5.23761881,1.26196695,0.00500175,0.52769285,0.02321896,0.12736861,0.49267462,0.24627528
-5.23161581,1.23913564,0.00478447,0.52037852,0.02325139,0.12298186,0.48467995,0.24148092
-5.22561281,1.21886795,0.00455754,0.51378640,0.02320782,0.11935875,0.47717826,0.23721735
-5.21960980,1.20202982,0.00432358,0.50823158,0.02309386,0.11665524,0.47045204,0.23366390
-5.21360680,1.18946493,0.00408522,0.50402287,0.02291703,0.11502202,0.46477979,0.23099585
-5.20760380,1.18197566,0.00384515,0.50145470,0.02268642,0.11460257,0.46042849,0.22938086
-5.20160080,1.18030398,0.00360599,0.50079886,0.02241236,0.11553130,0.45764603,0.22897516
-5.19559780,1.18511246,0.00337034,0.50229638,0.02210597,0.11793168,0.45665391,0.22991985
-5.18959480,1.19696613,0.00314066,0.50614972,0.02177871,0.12191426,0.45764025,0.23233728
-5.18359180,1.21631545,0.00291930,0.51251558,0.02144188,0.12757477,0.46075361,0.23632759
-5.17758879,1.24348104,0.00270843,0.52149861,0.02110616,0.13499191,0.46609765,0.24196545
-5.17158579,1.27864054,0.00251002,0.53314626,0.02078121,0.14422523,0.47372706,0.24929720
-5.16558279,1.32181809,0.00232584,0.54744499,0.02047525,0.15531279,0.48364465,0.25833843
-5.15957979,1.37287692,0.00215737,0.56431798,0.02019479,0.16826887,0.49579999,0.26907207
-5.15357679,1.43151521,0.00200585,0.58362459,0.01994437,0.18308170,0.51008949,0.28144705
-5.14757379,1.49726578,0.00187220,0.60516147,0.01972647,0.19971130,0.52635804,0.29537772
-5.14157079,1.56949960,0.00175706,0.62866554,0.01954149,0.21808768,0.54440213,0.31074394
-5.13556778,1.64743328,0.00166076,0.65381864,0.01938779,0.23810934,0.56397432,0.32739208
-5.12956478,1.73014070,0.00158329,0.68025380,0.01926187,0.25964245,0.58478903,0.34513681
-5.12356178,1.81656851,0.00152438,0.70756313,0.01915864,0.28252064,0.60652942,0.36376373
-5.11755878,1.90555541,0.00148342,0.73530685,0.01907168,0.30654579,0.62885509,0.38303294
-5.11155578,1.99585497,0.00145957,0.76302355,0.01899365,0.33148964,0.65141051,0.40268341
-5.10555278,2.08616143,0.00145169,0.79024117,0.01891667,0.35709661,0.67383381,0.42243816
-5.09954977,2.17513820,0.00145846,0.81648857,0.01883273,0.38308764,0.69576587,0.44201019
-5.09354677,2.26144828,0.00147835,0.84130737,0.01873407,0.40916518,0.71685922,0.46110890
-5.08754377,2.34378596,0.00150969,0.86426367,0.01861359,0.43501916,0.73678680,0.47944716
-5.08154077,2.42090909,0.00155069,0.88495950,0.01846520,0.46033393,0.75525014,0.49674853
-5.07553777,2.49167091,0.00159952,0.90304352,0.01828406,0.48479583,0.77198690,0.51275467
-5.06953477,2.55505058,0.00165433,0.91822083,0.01806684,0.50810134,0.78677755,0.52723256
-5.06353177,2.61018153,0.00171329,0.93026145,0.01781191,0.52996525,0.79945091,0.53998147
-5.05752876,2.65637637,0.00177465,0.93900734,0.01751938,0.55012888,0.80988855,0.55083921
-5.05152576,2.69314773,0.00183681,0.94437754,0.01719112,0.56836762,0.81802778,0.55968758
-5.04552276,2.72022384,0.00189828,0.94637136,0.01683078,0.58449779,0.82386313,0.56645666
-5.03951976,2.73755813,0.00195779,0.94506932,0.01644357,0.59838227,0.82744620,0.57112778
-5.03351676,2.74533233,0.00201426,0.94063177,0.01603617,0.60993471,0.82888386,0.57373500
-5.02751376,2.74395234,0.00206685,0.93329503,0.01561648,0.61912211,0.82833463,0.57436481
-5.02151076,2.73403689,0.00211494,0.92336518,0.01519330,0.62596547,0.82600342,0.57315417
-5.01550775,2.71639898,0.00215817,0.91120944,0.01477611,0.63053863,0.82213450,0.57028671
-5.00950475,2.69202038,0.00219636,0.89724538,0.01437468,0.63296516,0.81700305,0.56598724
-5.00350175,2.66201997,0.00222958,0.88192827,0.01399878,0.63341344,0.81090528,0.56051466
-4.99749875,2.62761688,0.00225803,0.86573687,0.01365780,0.63209009,0.80414762,0.55415353
-4.99149575,2.59008962,0.00228208,0.84915807,0.01336044,0.62923213,0.79703512,0.54720451
-4.98549275,2.55073281,0.00230218,0.83267112,0.01311443,0.62509800,0.78985975,0.53997418
-4.97948974,2.51081303,0.00231885,0.81673177,0.01292619,0.61995802,0.78288877,0.53276440
-4.97348674,2.47152579,0.00233263,0.80175713,0.01280064,0.61408459,0.77635401,0.52586186
-4.96748374,2.43395520,0.00234402,0.78811178,0.01274096,0.60774257,0.77044227,0.51952819
-4.96148074,2.39903824,0.00235346,0.77609584,0.01274852,0.60118032,0.76528761,0.51399089
-4.95547774,2.36753508,0.00236129,0.76593536,0.01282274,0.59462167,0.76096578,0.50943581
-4.94947474,2.34000691,0.00236770,0.75777572,0.01296109,0.58825925,0.75749129,0.50600114
-4.94347174,2.31680209,0.00237276,0.75167812,0.01315917,0.58224938,0.75481725,0.50377347
-4.93746873,2.29805143,0.00237637,0.74761960,0.01341084,0.57670872,0.75283827,0.50278587
-4.93146573,2.28367268,0.00237826,0.74549644,0.01370835,0.57171275,0.75139624,0.50301828
-4.92546273,2.27338403,0.00237805,0.74513092,0.01404266,0.56729615,0.75028891,0.50439991
-4.91945973,2.26672589,0.00237520,0.74628118,0.01440370,0.56345487,0.74928089,0.50681388
-4.91345673,2.26309003,0.00236910,0.74865361,0.01478072,0.56014981,0.74811665,0.51010348
-4.90745373,2.26175443,0.00235907,0.75191749,0.01516269,0.55731189,0.74653481,0.51408015
-4.90145073,2.26192242,0.00234441,0.75572086,0.01553865,0.55484810,0.74428323,0.51853242
-4.89544772,2.26276408,0.00232448,0.75970729,0.01589814,0.55264831,0.74113393,0.52323580
-4.88944472,2.26345801,0.00229869,0.76353250,0.01623157,0.55059235,0.73689726,0.52796280
-4.88344172,2.26323156,0.00226659,0.76688022,0.01653054,0.54855720,0.73143448,0.53249293
-4.87743872,2.26139765,0.00222789,0.76947663,0.01678822,0.54642369,0.72466822,0.53662207
-4.87143572,2.25738667,0.00218250,0.77110265,0.01699952,0.54408266,0.71659011,0.54017097
-4.86543272,2.25077197,0.00213056,0.77160358,0.01716133,0.54144007,0.70726528,0.54299235
-4.85942971,2.24128811,0.00207247,0.77089588,0.01727261,0.53842108,0.69683346,0.54497654
-4.85342671,2.22884106,0.00200888,0.76897054,0.01733443,0.53497279,0.68550656,0.54605534
-4.84742371,2.21351026,0.00194069,0.76589322,0.01734992,0.53106568,0.67356289,0.54620397
-4.84142071,2.19554252,0.00186907,0.76180108,0.01732414,0.52669367,0.66133822,0.54544113
-4.83541771,2.17533844,0.00179540,0.75689651,0.01726388,0.52187296,0.64921412,0.54382731
-4.82941471,2.15343203,0.00172127,0.75143812,0.01717738,0.51663968,0.63760414,0.54146122
-4.82341171,2.13046474,0.00164842,0.74572943,0.01707405,0.51104666,0.62693849,0.53847478
-4.81740870,2.10715526,0.00157871,0.74010576,0.01696406,0.50515935,0.61764784,0.53502688
-4.81140570,2.08426642,0.00151408,0.73491993,0.01685798,0.49905142,0.61014703,0.53129608
-4.80540270,2.06257092,0.00145649,0.73052739,0.01676638,0.49279995,0.60481936,0.52747270
-4.79939970,2.04281740,0.00140786,0.72727144,0.01669943,0.48648087,0.60200215,0.52375069
-4.79339670,2.02569833,0.00137003,0.72546913,0.01666650,0.48016456,0.60197417,0.52031951
-4.78739370,2.01182109,0.00134469,0.72539840,0.01667587,0.47391211,0.60494528,0.51735645
-4.78139070,2.00168347,0.00133336,0.72728698,0.01673439,0.46777224,0.61104889,0.51501967
-4.77538769,1.99565459,0.00133732,0.73130350,0.01684724,0.46177914,0.62033718,0.51344237
-4.76938469,1.99396172,0.00135758,0.73755106,0.01701778,0.45595137,0.63277938,0.51272808
-4.76338169,1.99668376,0.00139482,0.74606355,0.01724741,0.45029169,0.64826296,0.51294742
-4.75737869,2.00375104,0.00144940,0.75680463,0.01753552,0.44478806,0.66659758,0.51413646
-4.75137569,2.01495163,0.00152131,0.76966957,0.01787953,0.43941549,0.68752155,0.51629657
-4.74537269,2.02994340,0.00161017,0.78448962,0.01827497,0.43413884,0.71071042,0.51939575
-4.73936968,2.04827125,0.00171521,0.80103865,0.01871562,0.42891623,0.73578718,0.52337147
-4.73336668,2.06938851,0.00183528,0.81904184,0.01919368,0.42370299,0.76233382,0.52813463
-4.72736368,2.09268141,0.00196890,0.83818590,0.01970005,0.41845586,0.78990352,0.53357464
-4.72136068,2.11749554,0.00211422,0.85813034,0.02022454,0.41313725,0.81803316,0.53956513
-4.71535768,2.14316297,0.00226914,0.87851941,0.02075618,0.40771925,0.84625562,0.54597021
-4.70935468,2.16902893,0.00243129,0.89899415,0.02128347,0.40218729,0.87411163,0.55265085
-4.70335168,2.19447699,0.00259814,0.91920410,0.02179474,0.39654314,0.90116058,0.55947114
-4.69734867,2.21895175,0.00276704,0.93881835,0.02227834,0.39080715,0.92699040,0.56630419
-4.69134567,2.24197829,0.00293531,0.95753548,0.02272299,0.38501964,0.95122602,0.57303743
-4.68534267,2.26317792,0.00310031,0.97509226,0.02311799,0.37924125,0.97353651,0.57957711
-4.67933967,2.28227977,0.00325953,0.99127078,0.02345341,0.37355239,0.99364076,0.58585188
-4.67333667,2.29912808,0.00341067,1.00590416,0.02372039,0.36805167,1.01131188,0.59181542
-4.66733367,2.31368545,0.00355171,1.01888047,0.02391120,0.36285342,1.02638014,0.59744801
-4.66133067,2.32603202,0.00368097,1.03014528,0.02401948,0.35808443,1.03873477,0.60275715
-4.65532766,2.33636107,0.00379718,1.03970260,0.02404033,0.35388005,1.04832454,0.60777724
-4.64932466,2.34497152,0.00389949,1.04761466,0.02397038,0.35037964,1.05515733,0.61256837
-4.64332166,2.35225767,0.00398751,1.05400027,0.02380790,0.34772182,1.05929867,0.61721449
-4.63731866,2.35869685,0.00406129,1.05903234,0.02355284,0.34603943,1.06086938,0.62182084
-4.63131566,2.36483538,0.00412134,1.06293432,0.02320681,0.34545453,1.06004219,0.62651102
-4.62531266,2.37127326,0.00416854,1.06597581,0.02277310,0.34607354,1.05703761,0.63142355
-4.61930965,2.37864805,0.00420412,1.06846748,0.02225662,0.34798269,1.05211878,0.63670824
-4.61330665,2.38761817,0.00422955,1.07075514,0.02166381,0.35124402,1.04558548,0.64252229
-4.60730365,2.39884602,0.00424651,1.07321315,0.02100254,0.35589188,1.03776727,0.64902631
-4.60130065,2.41298092,0.00425674,1.07623709,0.02028195,0.36193028,1.02901584,0.65638016
-4.59529765,2.43064226,0.00426199,1.08023556,0.01951227,0.36933099,1.01969658,0.66473876
-4.58929465,2.45240280,0.00426390,1.08562135,0.01870458,0.37803262,1.01017965,0.67424783
-4.58329165,2.47877245,0.00426393,1.09280164,0.01787061,0.38794069,1.00083060,0.68503957
-4.57728864,2.51018251,0.00426327,1.10216753,0.01702243,0.39892876,0.99200092,0.69722830
-4.57128564,2.54697067,0.00426281,1.11408282,0.01617220,0.41084058,0.98401865,0.71090610
-4.56528264,2.58936700,0.00426306,1.12887221,0.01533185,0.42349335,0.97717950,0.72613845
-4.55927964,2.63748105,0.00426417,1.14680912,0.01451282,0.43668196,0.97173879,0.74296000
-4.55327664,2.69129064,0.00426593,1.16810339,0.01372573,0.45018419,0.96790449,0.76137042
-4.54727364,2.75063247,0.00426776,1.19288924,0.01298022,0.46376675,0.96583169,0.78133059
-4.54127064,2.81519517,0.00426880,1.22121384,0.01228465,0.47719192,0.96561889,0.80275923
-4.53526763,2.88451516,0.00426796,1.25302710,0.01164593,0.49022475,0.96730609,0.82553005
-4.52926463,2.95797578,0.00426397,1.28817311,0.01106943,0.50264050,0.97087516,0.84946977
-4.52326163,3.03481021,0.00425552,1.32638389,0.01055887,0.51423205,0.97625215,0.87435705
-4.51725863,3.11410857,0.00424128,1.36727591,0.01011629,0.52481706,0.98331192,0.89992277
-4.51125563,3.19482949,0.00422007,1.41035009,0.00974209,0.53424462,0.99188466,0.92585159
-4.50525263,3.27581645,0.00419087,1.45499547,0.00943513,0.54240101,1.00176424,0.95178517
-4.49924962,3.35581886,0.00415296,1.50049718,0.00919284,0.54921443,1.01271803,0.97732713
-4.49324662,3.43351780,0.00410590,1.54604863,0.00901141,0.55465838,1.02449790,1.00204972
-4.48724362,3.50755607,0.00404964,1.59076810,0.00888601,0.55875353,1.03685181,1.02550237
-4.48124062,3.57657180,0.00398450,1.63371942,0.00881100,0.56156800,1.04953570,1.04722178
-4.47523762,3.63923498,0.00391119,1.67393624,0.00878022,0.56321590,1.06232497,1.06674356
-4.46923462,3.69428560,0.00383076,1.71044933,0.00878720,0.56385417,1.07502525,1.08361494
-4.46323162,3.74057222,0.00374456,1.74231591,0.00882546,0.56367781,1.08748178,1.09740822
-4.45722861,3.77708942,0.00365422,1.76864989,0.00888869,0.56291364,1.09958700,1.10773446
-4.45122561,3.80301254,0.00356152,1.78865189,0.00897100,0.56181281,1.11128601,1.11425682
-4.44522261,3.81772818,0.00346835,1.80163767,0.00906709,0.56064232,1.12257949,1.11670299
-4.43921961,3.82085882,0.00337659,1.80706364,0.00917239,0.55967589,1.13352380,1.11487610
-4.43321661,3.81228033,0.00328805,1.80454830,0.00928315,0.55918458,1.14422832,1.10866354
-4.42721361,3.79213117,0.00320439,1.79388833,0.00939654,0.55942740,1.15484985,1.09804326
-4.42121061,3.76081253,0.00312700,1.77506865,0.00951063,0.56064247,1.16558434,1.08308707
-4.41520760,3.71897917,0.00305701,1.74826572,0.00962443,0.56303893,1.17665606,1.06396077
-4.40920460,3.66752087,0.00299519,1.71384380,0.00973781,0.56678993,1.18830491,1.04092098
-4.40320160,3.60753530,0.00294196,1.67234432,0.00985145,0.57202712,1.20077198,1.01430866
-4.39719860,3.54029308,0.00289738,1.62446862,0.00996671,0.57883655,1.21428443,0.98453975
-4.39119560,3.46719660,0.00286115,1.57105491,0.01008560,0.58725647,1.22904002,0.95209299
-4.38519260,3.38973436,0.00283263,1.51305047,0.01021056,0.59727676,1.24519231,0.91749575
-4.37918959,3.30943267,0.00281093,1.45148022,0.01034441,0.60884016,1.26283707,0.88130823
-4.37318659,3.22780690,0.00279493,1.38741326,0.01049019,0.62184513,1.28200088,0.84410686
-4.36718359,3.14631442,0.00278335,1.32192862,0.01065104,0.63615019,1.30263229,0.80646750
-4.36118059,3.06631111,0.00277485,1.25608190,0.01083005,0.65157954,1.32459639,0.76894923
-4.35517759,2.98901326,0.00276807,1.19087411,0.01103021,0.66792959,1.34767295,0.73207928
-4.34917459,2.91546630,0.00276171,1.12722384,0.01125424,0.68497626,1.37155858,0.69633969
-4.34317159,2.84652140,0.00275462,1.06594388,0.01150450,0.70248260,1.39587286,0.66215616
-4.33716858,2.78282063,0.00274580,1.00772306,0.01178292,0.72020646,1.42016837,0.62988946
-4.33116558,2.72479084,0.00273450,0.95311356,0.01209087,0.73790794,1.44394422,0.59982945
-4.32516258,2.67264610,0.00272019,0.90252419,0.01242914,0.75535637,1.46666276,0.57219193
-4.31915958,2.62639806,0.00270261,0.85621919,0.01279781,0.77233652,1.48776861,0.54711817
-4.31315658,2.58587340,0.00268176,0.81432245,0.01319622,0.78865396,1.50670938,0.52467692
-4.30715358,2.55073717,0.00265788,0.77682654,0.01362294,0.80413945,1.52295719,0.50486869
