energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-6.00000000,3.55482938,0.12132568,0.07567354,0.00743754,0.36646955,2.76163116,1.37611038,0.03692712,1.24162309
-5.99399700,3.21595208,0.10969237,0.07056219,0.00690825,0.32528828,2.50319267,1.23245427,0.03391182,1.13343104
-5.98799400,2.90235518,0.09919724,0.06561252,0.00649875,0.28744356,2.26261623,1.10024271,0.03106892,1.03330524
-5.98199100,2.61600923,0.08992764,0.06089936,0.00621545,0.25303590,2.04155353,0.98003907,0.02842387,0.94209346
-5.97598799,2.35849093,0.08195477,0.05649431,0.00606411,0.22210761,1.84133828,0.87222477,0.02600018,0.86054104
-5.96998499,2.13101630,0.07533538,0.05246490,0.00604981,0.19465072,1.66301828,0.77701865,0.02381907,0.78929607
-5.96398199,1.93447767,0.07011344,0.04887394,0.00617693,0.17061550,1.50738969,0.69449829,0.02189939,0.72891522
-5.95797899,1.76948153,0.06632168,0.04577888,0.00644906,0.14991888,1.37503105,0.62462191,0.02025745,0.67986957
-5.95197599,1.63638404,0.06398291,0.04323129,0.00686884,0.13245262,1.26633460,0.56724939,0.01890691,0.64254944
-5.94597299,1.53532193,0.06311101,0.04127635,0.00743785,0.11809072,1.18153306,0.52216139,0.01785878,0.61726748
-5.93996998,1.46623655,0.06371140,0.03995233,0.00815638,0.10669582,1.12072038,0.48907558,0.01712126,0.60425942
-5.93396698,1.42888996,0.06578112,0.03929005,0.00902321,0.09812451,1.08386535,0.46765941,0.01669976,0.60368221
-5.92796398,1.42287222,0.06930840,0.03931237,0.01003533,0.09223137,1.07081779,0.45753910,0.01659671,0.61560919
-5.92196098,1.44760007,0.07427176,0.04003356,0.01118777,0.08887169,1.08130712,0.45830471,0.01681149,0.64002271
-5.91595798,1.50230772,0.08063876,0.04145871,0.01247329,0.08790305,1.11493400,0.46951175,0.01734025,0.67680430
-5.90995498,1.58603115,0.08836448,0.04358308,0.01388219,0.08918572,1.17115617,0.49067967,0.01817572,0.72572321
-5.90395198,1.69758817,0.09738984,0.04639149,0.01540218,0.09258217,1.24926981,0.52128810,0.01930702,0.78642422
-5.89794897,1.83555646,0.10763994,0.04985780,0.01701827,0.09795587,1.34838842,0.56077162,0.02071949,0.85841566
-5.89194597,1.99825286,0.11902257,0.05394446,0.01871276,0.10516958,1.46742139,0.60851432,0.02239452,0.94105903
-5.88594297,2.18371656,0.13142708,0.05860227,0.02046536,0.11408339,1.60505451,0.66384500,0.02430940,1.03356145
-5.87993997,2.38969964,0.14472379,0.06377036,0.02225335,0.12455281,1.75973475,0.72603430,0.02643737,1.13497219
-5.87393697,2.61366746,0.15876397,0.06937653,0.02405190,0.13642714,1.92966178,0.79429460,0.02874764,1.24418458
-5.86793397,2.85281159,0.17338069,0.07533787,0.02583452,0.14954825,2.11278794,0.86778374,0.03120559,1.35994427
-5.86193097,3.10407700,0.18839051,0.08156184,0.02757356,0.16375007,2.30682855,0.94561293,0.03377313,1.48086450
-5.85592796,3.36420452,0.20359604,0.08794773,0.02924079,0.17885888,2.50928356,1.02685955,0.03640920,1.60544887
-5.84992496,3.62978887,0.21878940,0.09438859,0.03080815,0.19469444,2.71747103,1.11058457,0.03907039,1.73212157
-5.84392196,3.89735133,0.23375657,0.10077349,0.03224845,0.21107201,2.92857228,1.19585459,0.04171177,1.85926447
-5.83791896,4.16342524,0.24828232,0.10699020,0.03353610,0.22780529,3.13968774,1.28176771,0.04428782,1.98526022
-5.83191596,4.42465143,0.26215587,0.11292813,0.03464792,0.24471003,3.34790196,1.36748239,0.04675343,2.10853998
-5.82591296,4.67788003,0.27517671,0.11848134,0.03556379,0.26160829,3.55035524,1.45224800,0.04906502,2.22763381
-5.81990995,4.92027404,0.28716066,0.12355177,0.03626731,0.27833300,3.74431925,1.53543562,0.05118169,2.34122171
-5.81390695,5.14940989,0.29794571,0.12805224,0.03674633,0.29473272,3.92727321,1.61656752,0.05306629,2.44818301
-5.80790395,5.36336978,0.30739741,0.13190928,0.03699339,0.31067619,4.09697712,1.69534349,0.05468648,2.54764137
-5.80190095,5.56082070,0.31541369,0.13506566,0.03700595,0.32605641,4.25153850,1.77166249,0.05601564,2.63900343
-5.79589795,5.74107552,0.32192862,0.13748227,0.03678655,0.34079403,4.38946929,1.84563805,0.05703367,2.72198841
-5.78989495,5.90413203,0.32691517,0.13913960,0.03634274,0.35483973,4.50972992,1.91760601,0.05772749,2.79664721
-5.78389195,6.05068692,0.33038663,0.14003836,0.03568691,0.36817531,4.61175809,1.98812380,0.05809144,2.86336921
-5.77788894,6.18212271,0.33239672,0.14019944,0.03483589,0.38081354,4.69548067,2.05796050,0.05812734,2.92287622
-5.77188594,6.30046708,0.33303830,0.13966317,0.03381047,0.39279643,4.76130786,2.12807761,0.05784437,2.97620301
-5.76588294,6.40832521,0.33244068,0.13848771,0.03263484,0.40419208,4.81010964,2.19960079,0.05725861,3.02466502
-5.75987994,6.50878732,0.33076577,0.13674688,0.03133581,0.41509011,4.84317555,2.27378332,0.05639248,3.06981423
-5.75387694,6.60531481,0.32820304,0.13452734,0.02994210,0.42559586,4.86215945,2.35196250,0.05527391,3.11338463
-5.74787394,6.70160921,0.32496364,0.13192538,0.02848351,0.43582354,4.86901187,2.43551044,0.05393534,3.15722970
-5.74187094,6.80146952,0.32127385,0.12904328,0.02699015,0.44588874,4.86590301,2.52578117,0.05241265,3.20325407
-5.73586793,6.90864356,0.31736810,0.12598562,0.02549162,0.45590048,4.85513978,2.62405596,0.05074404,3.25334235
-5.72986493,7.02667947,0.31348190,0.12285553,0.02401629,0.46595342,4.83908051,2.73148903,0.04896879,3.30928789
-5.72386193,7.15878343,0.30984488,0.11975115,0.02259067,0.47612038,4.82005098,2.84905571,0.04712620,3.37272422
-5.71785893,7.30768918,0.30667417,0.11676233,0.02123880,0.48644577,4.80026509,2.97750485,0.04525450,3.44506190
-5.71185593,7.47554433,0.30416835,0.11396789,0.01998183,0.49694017,4.78175312,3.11731747,0.04338988,3.52743299
-5.70585293,7.66381758,0.30250225,0.11143333,0.01883763,0.50757650,4.76630008,3.26867285,0.04156568,3.62064512
-5.69984992,7.87322988,0.30182243,0.10920921,0.01782055,0.51828780,4.75539598,3.43142334,0.03981174,3.72514654
-5.69384692,8.10371167,0.30224377,0.10733017,0.01694135,0.52896710,4.75019918,3.60507854,0.03815390,3.84100309
-5.68784392,8.35438675,0.30384698,0.10581468,0.01620710,0.53946912,4.75151330,3.78879938,0.03661365,3.96788747
-5.68184092,8.62358281,0.30667709,0.10466535,0.01562130,0.54961403,4.75977763,3.98140203,0.03520794,4.10508076
-5.67583792,8.90886717,0.31074289,0.10386992,0.01518409,0.55919296,4.77507030,4.18137149,0.03394918,4.25148577
-5.66983492,9.20710573,0.31601725,0.10340273,0.01489240,0.56797511,4.79712319,4.38688428,0.03284531,4.40565109
-5.66383192,9.51454240,0.32243827,0.10322668,0.01474036,0.57571615,4.82534700,4.59583959,0.03190001,4.56580508
-5.65782891,9.82689572,0.32991111,0.10329538,0.01471958,0.58216752,4.85886490,4.80589782,0.03111295,4.72989805
-5.65182591,10.13946921,0.33831047,0.10355572,0.01481961,0.58708618,4.89655294,5.01452583,0.03048021,4.89565153
-5.64582291,10.44727179,0.34748357,0.10395032,0.01502833,0.59024439,4.93708548,5.21904742,0.02999457,5.06061285
-5.63981991,10.74514468,0.35725369,0.10442018,0.01533243,0.59143911,4.97898394,5.41669834,0.02964604,5.22221373
-5.63381691,11.02789127,0.36742403,0.10490704,0.01571784,0.59050049,5.02066728,5.60468431,0.02942222,5.37783130
-5.62781391,11.29040673,0.37778197,0.10535568,0.01617022,0.58729920,5.06050290,5.78024110,0.02930881,5.52485026
-5.62181091,11.52780442,0.38810358,0.10571593,0.01667537,0.58175222,5.09685680,5.94069546,0.02929002,5.66072478
-5.61580790,11.73553608,0.39815849,0.10594429,0.01721975,0.57382680,5.12814176,6.08352545,0.02934905,5.78303889
-5.60980490,11.90950359,0.40771483,0.10600534,0.01779080,0.56354266,5.15286303,6.20641915,0.02946854,5.88956421
-5.60380190,12.04615974,0.41654442,0.10587260,0.01837745,0.55097211,5.16966033,6.30733014,0.02963099,5.97831370
-5.59779890,12.14259600,0.42442801,0.10552918,0.01897038,0.53623843,5.17734575,6.38452852,0.02981924,6.04759030
-5.59179590,12.19661525,0.43116047,0.10496791,0.01956243,0.51951240,5.17493666,6.43664599,0.03001686,6.09602923
-5.58579290,12.20678772,0.43655588,0.10419120,0.02014879,0.50100734,5.16168307,6.46271350,0.03020856,6.12263282
-5.57978989,12.17248852,0.44045230,0.10321052,0.02072722,0.48097299,5.13708858,6.46219022,0.03038059,6.12679661
-5.57378689,12.09391539,0.44271618,0.10204560,0.02129818,0.45968830,5.10092448,6.43498240,0.03052105,6.10832591
-5.56778389,11.97208566,0.44324611,0.10072332,0.02186484,0.43745385,5.05323614,6.38145132,0.03062023,6.06744170
-5.56178089,11.80881188,0.44197590,0.09927646,0.02243302,0.41458382,4.99434138,6.30240928,0.03067078,6.00477532
-5.55577789,11.60665606,0.43887670,0.09774220,0.02301099,0.39139820,4.92482033,6.19910342,0.03066795,5.92135166
-5.54977489,11.36886310,0.43395811,0.09616055,0.02360920,0.36821533,4.84549692,6.07318729,0.03060956,5.81856081
-5.54377189,11.09927482,0.42726814,0.09457266,0.02423987,0.34534504,4.75741191,5.92668069,0.03049609,5.69811871
-5.53776888,10.80222678,0.41889204,0.09301921,0.02491646,0.32308266,4.66178841,5.76191877,0.03033046,5.56201770
-5.53176588,10.48243069,0.40894990,0.09153876,0.02565310,0.30170396,4.55999069,5.58149190,0.03011791,5.41246852
-5.52576288,10.14484640,0.39759309,0.09016621,0.02646389,0.28146115,4.45347765,5.38817833,0.02986561,5.25183570
-5.51975988,9.79454755,0.38499977,0.08893150,0.02736216,0.26257990,4.34375293,5.18487192,0.02958232,5.08256857
-5.51375688,9.43658609,0.37136950,0.08785844,0.02835973,0.24525745,4.23231364,4.97450774,0.02927797,4.90713072
-5.50775388,9.07586054,0.35691721,0.08696384,0.02946613,0.22966165,4.12060000,4.75998829,0.02896311,4.72793077
-5.50175088,8.71699347,0.34186687,0.08625696,0.03068798,0.21593081,4.00994835,4.54411320,0.02864848,4.54725720
-5.49574787,8.36422297,0.32644498,0.08573923,0.03202829,0.20417439,3.90154998,4.32951529,0.02834445,4.36722037
-5.48974487,8.02131257,0.31087434,0.08540443,0.03348608,0.19447419,3.79641775,4.11860517,0.02806066,4.18970389
-5.48374187,7.69148330,0.29536823,0.08523910,0.03505599,0.18688604,3.69536248,3.91352673,0.02780556,4.01632772
-5.47773887,7.37737039,0.28012540,0.08522344,0.03672825,0.18144181,3.59898024,3.71612470,0.02758619,3.84842438
-5.47173587,7.08100591,0.26532584,0.08533238,0.03848872,0.17815159,3.50765152,3.52792537,0.02740794,3.68702907
-5.46573287,6.80382756,0.25112781,0.08553706,0.04031926,0.17700599,3.42155197,3.35013052,0.02727451,3.53288388
-5.45972986,6.54671206,0.23766592,0.08580643,0.04219828,0.17797834,3.34067433,3.18362411,0.02718798,3.38645531
-5.45372686,6.31003073,0.22505041,0.08610903,0.04410155,0.18102696,3.26486016,3.02899064,0.02714892,3.24796380
-5.44772386,6.09372336,0.21336763,0.08641485,0.04600312,0.18609711,3.19383926,2.88654349,0.02715672,3.11742311
-5.44172086,5.89738578,0.20268150,0.08669710,0.04787647,0.19312288,3.12727454,2.75636108,0.02720990,2.99468708
-5.43571786,5.72036574,0.19303583,0.08693394,0.04969569,0.20202883,3.06480946,2.63832851,0.02730655,2.87950072
-5.42971486,5.56186143,0.18445727,0.08710989,0.05143674,0.21273147,3.00611500,2.53218200,0.02744473,2.77155257
-5.42371186,5.42101695,0.17695873,0.08721706,0.05307869,0.22514046,2.95093333,2.43755352,0.02762292,2.67052521
-5.41770885,5.29700932,0.17054288,0.08725596,0.05460479,0.23915972,2.89911526,2.35401335,0.02784040,2.57614078
-5.41170585,5.18912229,0.16520555,0.08723587,0.05600345,0.25468824,2.85064910,2.28110805,0.02809758,2.48819914
-5.40570285,5.09680307,0.16093882,0.08717484,0.05726895,0.27162086,2.80567904,2.21839243,0.02839621,2.40660641
-5.39969985,5.01969910,0.15773352,0.08709914,0.05840193,0.28984882,2.76451170,2.16545388,0.02873947,2.33139237
-5.39369685,4.95767341,0.15558109,0.08704232,0.05940950,0.30926016,2.72761030,2.12192843,0.02913196,2.26271602
-5.38769385,4.91079801,0.15447451,0.08704383,0.06030505,0.32974010,2.69557652,2.08750818,0.02957953,2.20085900
-5.38169085,4.87932646,0.15440846,0.08714724,0.06110772,0.35117119,2.66912093,2.06194036,0.03008896,2.14620775
-5.37568784,4.86364753,0.15537856,0.08739823,0.06184156,0.37343342,2.64902344,2.04501868,0.03066755,2.09922525
-5.36968484,4.86422318,0.15737984,0.08784230,0.06253438,0.39640422,2.63608595,2.03656817,0.03132257,2.06041457
-5.36368184,4.88151482,0.16040453,0.08852240,0.06321635,0.41995835,2.63107950,2.03642486,0.03206069,2.03027616
-5.35767884,4.91590240,0.16443932,0.08947657,0.06391845,0.44396775,2.63468902,2.04441201,0.03288727,2.00926158
-5.35167584,4.96760137,0.16946236,0.09073562,0.06467084,0.46830134,2.64745850,2.06031478,0.03380580,1.99772651
-5.34567284,5.03658250,0.17544013,0.09232111,0.06550113,0.49282487,2.66973968,2.08385502,0.03481721,1.99588559
-5.33966983,5.12249963,0.18232459,0.09424358,0.06643278,0.51740081,2.70164712,2.11466818,0.03591937,2.00377202
-5.33366683,5.22462990,0.19005066,0.09650116,0.06748368,0.54188840,2.74302226,2.15228386,0.03710667,2.02120415
-5.32766383,5.34183038,0.19853440,0.09907872,0.06866490,0.56614391,2.79340868,2.19611154,0.03836975,2.04776119
-5.32166083,5.47251441,0.20767206,0.10194751,0.06997975,0.59002132,2.85204030,2.24543256,0.03969536,2.08276971
-5.31565783,5.61464986,0.21734015,0.10506536,0.07142324,0.61337325,2.91784351,2.29939932,0.04106648,2.12530183
-5.30965483,5.76578056,0.22739665,0.10837747,0.07298186,0.63605253,2.98945387,2.35704202,0.04246262,2.17418586
-5.30365183,5.92307091,0.23768341,0.11181779,0.07463384,0.65791418,3.06524706,2.41728320,0.04386024,2.22802905
-5.29764882,6.08337278,0.24802973,0.11531088,0.07634978,0.67881806,3.14338319,2.47895957,0.04523349,2.28525191
-5.29164582,6.24331226,0.25825704,0.11877429,0.07809368,0.69863191,3.22186306,2.54085061,0.04655498,2.34413282
-5.28564282,6.39939326,0.26818455,0.12212127,0.07982430,0.71723503,3.29859412,2.60171274,0.04779677,2.40286115
-5.27963982,6.54811371,0.27763555,0.12526380,0.08149685,0.73452213,3.37146364,2.66031775,0.04893139,2.45959680
-5.27363682,6.68608930,0.28644426,0.12811578,0.08306489,0.75040749,3.43841588,2.71549383,0.04993298,2.51253349
-5.26763382,6.81017961,0.29446279,0.13059622,0.08448234,0.76482900,3.49753020,2.76616736,0.05077832,2.55996326
-5.26163082,6.91761059,0.30156791,0.13263235,0.08570554,0.77775200,3.54709649,2.81140345,0.05144790,2.60033923
-5.25562781,7.00608782,0.30766727,0.13416251,0.08669533,0.78917247,3.58568458,2.85044338,0.05192684,2.63233386
-5.24962481,7.07389491,0.31270477,0.13513862,0.08741889,0.79911947,3.61220445,2.88273693,0.05220563,2.65489006
-5.24362181,7.11997227,0.31666467,0.13552821,0.08785141,0.80765655,3.62595441,2.90796796,0.05228076,2.66726292
-5.23761881,7.14397186,0.31957430,0.13531588,0.08797747,0.81488179,3.62665474,2.92607177,0.05215501,2.66904990
-5.23161581,7.14628500,0.32150503,0.13450409,0.08779195,0.82092652,3.61446515,2.93724314,0.05183759,2.66020827
-5.22561281,7.12804116,0.32257146,0.13311326,0.08730065,0.82595247,3.58998503,2.94193436,0.05134398,2.64105872
-5.21960980,7.09107729,0.32292872,0.13118120,0.08652035,0.83014739,3.55423603,2.94084305,0.05069549,2.61227499
-5.21360680,7.03787818,0.32276794,0.12876184,0.08547847,0.83371936,3.50862770,2.93488988,0.04991859,2.57485973
-5.20760380,6.97149021,0.32231004,0.12592330,0.08421222,0.83688975,3.45490727,2.92518703,0.04904405,2.53010772
-5.20160080,6.89541160,0.32179800,0.12274550,0.08276739,0.83988521,3.39509572,2.91299847,0.04810587,2.47955770
-5.19559780,6.81346371,0.32148795,0.11931722,0.08119673,0.84292905,3.33141264,2.89969343,0.04714001,2.42493506
-5.18959480,6.72964849,0.32163941,0.11573288,0.07955803,0.84623225,3.26619307,2.88669515,0.04618315,2.36808757
-5.18359180,6.64799805,0.32250504,0.11208917,0.07791200,0.84998456,3.20179968,2.87542662,0.04527127,2.31091693
-5.17758879,6.57242257,0.32432043,0.10848153,0.07632003,0.85434614,3.14053401,2.86725570,0.04443840,2.25530880
-5.17158579,6.50656248,0.32729424,0.10500086,0.07484186,0.85944000,3.08455038,2.86344168,0.04371529,2.20306433
-5.16558279,6.45365125,0.33159916,0.10173035,0.07353341,0.86534566,3.03577590,2.86508534,0.04312834,2.15583568
-5.15957979,6.41639378,0.33736416,0.09874273,0.07244469,0.87209438,2.99583978,2.87308462,0.04269859,2.11506814
-5.15357679,6.39686548,0.34466820,0.09609792,0.07161805,0.87966597,2.96601467,2.88809732,0.04244100,2.08195103
-5.14757379,6.39643532,0.35353580,0.09384127,0.07108664,0.88798757,2.94717211,2.91051255,0.04236394,2.05737900
-5.14157079,6.41571594,0.36393463,0.09200239,0.07087339,0.89693429,2.93975368,2.94043164,0.04246890,2.04192508
-5.13556778,6.45454210,0.37577517,0.09059455,0.07099031,0.90633178,2.94375860,2.97765945,0.04275052,2.03582617
-5.12956478,6.51197781,0.38891260,0.08961475,0.07143827,0.91596060,2.95874804,3.02170615,0.04319683,2.03898125
-5.12356178,6.58635149,0.40315061,0.08904439,0.07220722,0.92556223,2.98386544,3.07179949,0.04378978,2.05096190
-5.11755878,6.67531723,0.41824723,0.08885047,0.07327682,0.93484656,3.01787179,3.12690690,0.04450590,2.07103438
-5.11155578,6.77593921,0.43392223,0.08898732,0.07461741,0.94350051,3.05919412,3.18576668,0.04531726,2.09819211
-5.10555278,6.88479579,0.44986588,0.08939864,0.07619134,0.95119757,3.10598495,3.24692708,0.04619248,2.13119674
-5.09954977,6.99809873,0.46574872,0.09001997,0.07795451,0.95760785,3.15619018,3.30879169,0.04709788,2.16862610
-5.09354677,7.11182294,0.48123185,0.09078126,0.07985804,0.96240840,3.20762264,3.36966959,0.04799864,2.20892682
-5.08754377,7.22184151,0.49597746,0.09160955,0.08185006,0.96529331,3.25803824,3.42782839,0.04886004,2.25046952
-5.08154077,7.32406103,0.50965905,0.09243167,0.08387742,0.96598349,3.30521197,3.48154815,0.04964858,2.29160413
-5.07553777,7.41455196,0.52197107,0.09317681,0.08588738,0.96423555,3.34701071,3.52917435,0.05033302,2.33071358
-5.06953477,7.48966969,0.53263745,0.09377883,0.08782905,0.95984964,3.38146046,3.56916789,0.05088533,2.36626349
-5.06353177,7.54616184,0.54141901,0.09417838,0.08965470,0.95267602,3.40680547,3.60015048,0.05128147,2.39684654
-5.05752876,7.58125850,0.54811917,0.09432459,0.09132074,0.94261999,3.42155764,3.62094379,0.05150194,2.42121985
-5.05152576,7.59274275,0.55258808,0.09417640,0.09278851,0.92964520,3.42453449,3.63060105,0.05153224,2.43833456
-5.04552276,7.57899960,0.55472495,0.09370346,0.09402468,0.91377510,3.41488512,3.62843029,0.05136301,2.44735683
-5.03951976,7.53904269,0.55447865,0.09288666,0.09500154,0.89509256,3.39210343,3.61400846,0.05099005,2.44768018
-5.03351676,7.47251881,0.55184662,0.09171815,0.09569692,0.87373773,3.35602912,3.58718638,0.05041415,2.43892924
-5.02751376,7.37969143,0.54687228,0.09020102,0.09609401,0.84990410,3.30683674,3.54808468,0.04964073,2.42095549
-5.02151076,7.26140505,0.53964116,0.08834867,0.09618101,0.82383305,3.24501428,3.49708125,0.04867936,2.39382586
-5.01550775,7.11903310,0.53027599,0.08618380,0.09595073,0.79580714,3.17133244,3.43479124,0.04754318,2.35780518
-5.00950475,6.95441250,0.51893104,0.08373723,0.09540007,0.76614221,3.08680655,3.36204075,0.04624821,2.31333393
-5.00350175,6.76976836,0.50578601,0.08104652,0.09452963,0.73517888,2.99265308,3.27983558,0.04481271,2.26100253
-4.99749875,6.56763254,0.49103980,0.07815447,0.09334328,0.70327352,2.89024270,3.18932662,0.04325642,2.20152353
-4.99149575,6.35075959,0.47490431,0.07510761,0.09184782,0.67078921,2.78105203,3.09177345,0.04159992,2.13570317
-4.98549275,6.12204351,0.45759867,0.07195468,0.09005273,0.63808688,2.66661596,2.98850757,0.03986398,2.06441333
-4.97948974,5.88443825,0.43934390,0.06874518,0.08797003,0.60551705,2.54848223,2.88089668,0.03806905,1.98856511
-4.97348674,5.64088439,0.42035837,0.06552803,0.08561417,0.57341226,2.42816986,2.77031125,0.03623478,1.90908455
-4.96748374,5.39424399,0.40085382,0.06235037,0.08300199,0.54208060,2.30713241,2.65809421,0.03437968,1.82689138
-4.96148074,5.14724471,0.38103230,0.05925653,0.08015276,0.51180030,2.18672702,2.54553443,0.03252084,1.74288090
-4.95547774,4.90243400,0.36108380,0.05628717,0.07708809,0.48281559,2.06818964,2.43384452,0.03067380,1.65790917
-4.94947474,4.66214328,0.34118457,0.05347862,0.07383197,0.45533374,1.95261660,2.32414297,0.02885249,1.57278151
-4.94347174,4.42846196,0.32149606,0.05086235,0.07041058,0.42952349,1.84095246,2.21744061,0.02706922,1.48824396
-4.93746873,4.20322048,0.30216440,0.04846466,0.06685216,0.40551445,1.73398361,2.11463117,0.02533481,1.40497743
-4.93146573,3.98798133,0.28332021,0.04630651,0.06318670,0.38339774,1.63233728,2.01648550,0.02365864,1.32359417
-4.92546273,3.78403721,0.26507884,0.04440350,0.05944555,0.36322747,1.53648508,1.92364916,0.02204888,1.24463604
-4.91945973,3.59241504,0.24754066,0.04276592,0.05566096,0.34502300,1.44675050,1.83664277,0.02051265,1.16857432
-4.91345673,3.41388495,0.23079163,0.04139900,0.05186551,0.32877200,1.36331952,1.75586476,0.01905617,1.09581069
-4.90745373,3.24897336,0.21490384,0.04030318,0.04809148,0.31443386,1.28625366,1.68159624,0.01768498,1.02667906
-4.90145073,3.09797939,0.19993616,0.03947451,0.04437026,0.30194361,1.21550481,1.61400754,0.01640407,0.96144815
-4.89544772,2.96099423,0.18593492,0.03890506,0.04073168,0.29121606,1.15093133,1.55316631,0.01521804,0.90032471
-4.88944472,2.83792299,0.17293463,0.03858352,0.03720342,0.28215025,1.09231480,1.49904697,0.01413126,0.84345729
-4.88344172,2.72850881,0.16095873,0.03849569,0.03381049,0.27463384,1.03937718,1.45154144,0.01314794,0.79094069
-4.87743872,2.63235917,0.15002050,0.03862519,0.03057480,0.26854770,0.99179797,1.41047114,0.01227228,0.74282104
-4.87143572,2.54897404,0.14012398,0.03895411,0.02751485,0.26377045,0.94923111,1.37560000,0.01150857,0.69910162
-4.86543272,2.47777585,0.13126511,0.03946379,0.02464552,0.26018292,0.91132142,1.34664864,0.01086130,0.65974945
-4.85942971,2.41814092,0.12343295,0.04013554,0.02197802,0.25767250,0.87772032,1.32330929,0.01033529,0.62470268
-4.85342671,2.36943181,0.11661110,0.04095154,0.01952001,0.25613740,0.84810074,1.30526145,0.00993582,0.59387863
-4.84742371,2.33103019,0.11077914,0.04189564,0.01727574,0.25549057,0.82217084,1.29218783,0.00966880,0.56718250
-4.84142071,2.30236935,0.10591431,0.04295426,0.01524640,0.25566346,0.79968658,1.28379015,0.00954092,0.54451658
-4.83541771,2.28296555,0.10199309,0.04411723,0.01343049,0.25660931,0.78046264,1.27980452,0.00955980,0.52578954
-4.82941471,2.27244720,0.09899285,0.04537870,0.01182431,0.25830600,0.76438169,1.28001554,0.00973425,0.51092587
-4.82341171,2.27058077,0.09689345,0.04673789,0.01042243,0.26075847,0.75140174,1.28426887,0.01007436,0.49987479
-4.81740870,2.27729255,0.09567865,0.04819990,0.00921824,0.26400036,0.74156135,1.29248139,0.01059171,0.49261859
-4.81140570,2.29268498,0.09533731,0.04977638,0.00820443,0.26809510,0.73498251,1.30464862,0.01129949,0.48917992
-4.80540270,2.31704683,0.09586443,0.05148602,0.00737349,0.27313606,0.73187122,1.32084875,0.01221257,0.48962771
-4.79939970,2.35085637,0.09726173,0.05335497,0.00671816,0.27924601,0.73251549,1.34124298,0.01334754,0.49408154
-4.79339670,2.39477697,0.09953795,0.05541707,0.00623178,0.28657553,0.73728091,1.36607180,0.01472263,0.50271404
-4.78739370,2.44964489,0.10270884,0.05771382,0.00590863,0.29530064,0.74660379,1.39564718,0.01635759,0.51575119
-4.78139070,2.51644902,0.10679658,0.06029410,0.00574416,0.30561938,0.76098185,1.43034067,0.01827343,0.53347046
-4.77538769,2.59630305,0.11182903,0.06321373,0.00573515,0.31774749,0.78096282,1.47056772,0.02049208,0.55619652
-4.76938469,2.69041035,0.11783842,0.06653458,0.00587977,0.33191330,0.80713095,1.51676855,0.02303593,0.58429463
-4.76338169,2.80002256,0.12485993,0.07032353,0.00617761,0.34835167,0.84009176,1.56938624,0.02592724,0.61816171
-4.75737869,2.92639275,0.13292982,0.07465101,0.00662962,0.36729732,0.88045526,1.62884275,0.02918752,0.65821520
-4.75137569,3.07072449,0.14208347,0.07958935,0.00723793,0.38897750,0.92881793,1.69551383,0.03283667,0.70487977
-4.74537269,3.23411825,0.15235322,0.08521073,0.00800566,0.41360415,0.98574372,1.76970369,0.03689222,0.75857227
-4.73936968,3.41751657,0.16376618,0.09158497,0.00893669,0.44136583,1.05174438,1.85162040,0.04136837,0.81968504
-4.73336668,3.62164969,0.17634197,0.09877703,0.01003531,0.47241935,1.12725945,1.94135319,0.04627506,0.88856788
-4.72736368,3.84698304,0.19009059,0.10684438,0.01130586,0.50688156,1.21263618,2.03885234,0.05161702,0.96550918
-4.72136068,4.09366832,0.20501029,0.11583423,0.01275239,0.54482126,1.30810974,2.14391265,0.05739279,1.05071647
-4.71535768,4.36149943,0.22108566,0.12578074,0.01437817,0.58625151,1.41378399,2.25616117,0.06359389,1.14429688
-4.70935468,4.64987467,0.23828590,0.13670228,0.01618533,0.63112264,1.52961335,2.37504950,0.07020398,1.24623811
-4.70335168,4.95776639,0.25656324,0.14859878,0.01817434,0.67931601,1.65538593,2.49985124,0.07719816,1.35639037
-4.69734867,5.28369905,0.27585170,0.16144937,0.02034364,0.73063892,1.79070872,2.62966449,0.08454244,1.47444988
-4.69134567,5.62573666,0.29606600,0.17521035,0.02268920,0.78482068,1.93499499,2.76341942,0.09219340,1.59994470
-4.68534267,5.98148025,0.31710080,0.18981355,0.02520412,0.84151036,2.08745475,2.89989057,0.10009800,1.73222345
-4.67933967,6.34807603,0.33883032,0.20516534,0.02787835,0.90027611,2.24708878,3.03771353,0.10819366,1.87044763
-4.67333667,6.72223469,0.36110813,0.22114616,0.03069840,0.96060656,2.41268676,3.17540550,0.11640867,2.01358833
-4.66733367,7.10026199,0.38376751,0.23761089,0.03364717,1.02191425,2.58283032,3.31138896,0.12466275,2.16042777
-4.66133067,7.47810097,0.40662204,0.25438995,0.03670387,1.08354138,2.75590140,3.44401806,0.13286799,2.30956642
-4.65532766,7.85138557,0.42946683,0.27129125,0.03984406,1.14476788,2.93009653,3.57160684,0.14093004,2.45943599
-4.64932466,8.21550528,0.45208015,0.28810302,0.04303978,1.20482195,3.10344735,3.69245883,0.14874962,2.60831862
-4.64332166,8.56568039,0.47422560,0.30459746,0.04625983,1.26289284,3.27384752,3.80489732,0.15622425,2.75437234
-4.63731866,8.89704664,0.49565501,0.32053518,0.04947019,1.31814587,3.43908593,3.90729576,0.16325022,2.89566255
