energy_ev,total_up,Cu_p_up,Cu_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.09454727,3.45948893,0.36052397,2.20399595,0.18123578,0.67159673,0.00286666,0.08122665,0.03652814,0.17070387
-3.08854427,3.36611911,0.34784906,2.12462181,0.18185782,0.67146485,0.00305726,0.08084613,0.03524906,0.16782085
-3.08254127,3.27080781,0.33478980,2.04500149,0.18196531,0.67025601,0.00327936,0.08021047,0.03391363,0.16479500
-3.07653827,3.17426854,0.32145737,1.96572968,0.18154135,0.66796020,0.00353238,0.07932277,0.03253184,0.16165574
-3.07053527,3.07718847,0.30796393,1.88735854,0.18057881,0.66458044,0.00381516,0.07819130,0.03111396,0.15843444
-3.06453227,2.98022172,0.29442139,1.81039075,0.17908089,0.66013443,0.00412601,0.07682964,0.02967046,0.15516387
-3.05852926,2.88398542,0.28094039,1.73527553,0.17706151,0.65465596,0.00446262,0.07525668,0.02821195,0.15187773
-3.05252626,2.78905819,0.26762953,1.66240691,0.17454536,0.64819607,0.00482208,0.07349631,0.02674911,0.14861021
-3.04652326,2.69598005,0.25459464,1.59212425,0.17156759,0.64082363,0.00520091,0.07157698,0.02529256,0.14539561
-3.04052026,2.60525342,0.24193829,1.52471421,0.16817325,0.63262527,0.00559511,0.06953099,0.02385284,0.14226793
-3.03451726,2.51734438,0.22975924,1.46041401,0.16441623,0.62370457,0.00600024,0.06739364,0.02244024,0.13926047
-3.02851426,2.43268371,0.21815201,1.39941525,0.16035799,0.61418035,0.00641150,0.06520219,0.02106467,0.13640533
-3.02251126,2.35166740,0.20720643,1.34186816,0.15606588,0.60418418,0.00682392,0.06299475,0.01973554,0.13373302
-3.01650825,2.27465639,0.19700711,1.28788585,0.15161125,0.59385722,0.00723251,0.06080905,0.01846158,0.13127190
-3.01050525,2.20197549,0.18763304,1.23754831,0.14706742,0.58334636,0.00763240,0.05868127,0.01725066,0.12904773
-3.00450225,2.13391171,0.17915705,1.19090617,0.14250750,0.57279999,0.00801908,0.05664492,0.01610972,0.12708323
-2.99849925,2.07071209,0.17164535,1.14798407,0.13800230,0.56236353,0.00838859,0.05472978,0.01504453,0.12539763
-2.99249625,2.01258147,0.16515714,1.10878361,0.13361830,0.55217509,0.00873770,0.05296111,0.01405967,0.12400641
-2.98649325,1.95968066,0.15974420,1.07328608,0.12941590,0.54236128,0.00906412,0.05135898,0.01315842,0.12292106
-2.98049025,1.91212515,0.15545067,1.04145498,0.12544791,0.53303371,0.00936666,0.04993790,0.01234275,0.12214913
-2.97448724,1.86998501,0.15231287,1.01323830,0.12175846,0.52428606,0.00964536,0.04870672,0.01161333,0.12169434
-2.96848424,1.83328601,0.15035935,0.98857093,0.11838228,0.51619223,0.00990158,0.04766874,0.01096960,0.12155689
-2.96248124,1.80201221,0.14961098,0.96737692,0.11534447,0.50880541,0.01013809,0.04682215,0.01040992,0.12173403
-2.95647824,1.77611013,0.15008132,0.94957191,0.11266074,0.50215832,0.01035904,0.04616065,0.00993168,0.12222074
-2.95047524,1.75549423,0.15177703,0.93506553,0.11033797,0.49626451,0.01056993,0.04567425,0.00953157,0.12301051
-2.94447224,1.74005369,0.15469843,0.92376376,0.10837527,0.49112074,0.01077753,0.04535032,0.00920572,0.12409634
-2.93846923,1.72966003,0.15884025,0.91557128,0.10676530,0.48671024,0.01098968,0.04517454,0.00895002,0.12547168
-2.93246623,1.72417524,0.16419231,0.91039357,0.10549579,0.48300670,0.01121516,0.04513208,0.00876033,0.12713139
-2.92646323,1.72345987,0.17074036,0.90813868,0.10455132,0.47997881,0.01146335,0.04520863,0.00863272,0.12907264
-2.92046023,1.72738066,0.17846681,0.90871870,0.10391497,0.47759500,0.01174402,0.04539137,0.00856368,0.13129568
-2.91445723,1.73581719,0.18735144,0.91205051,0.10357008,0.47582818,0.01206694,0.04566982,0.00855034,0.13380440
-2.90845423,1.74866703,0.19737199,0.91805611,0.10350178,0.47466015,0.01244156,0.04603650,0.00859057,0.13660663
-2.90245123,1.76584908,0.20850464,0.92666211,0.10369830,0.47408547,0.01287660,0.04648742,0.00868310,0.13971422
-2.89644822,1.78730472,0.22072420,0.93779853,0.10415196,0.47411447,0.01337972,0.04702228,0.00882757,0.14314270
-2.89044522,1.81299670,0.23400419,0.95139697,0.10485990,0.47477529,0.01395711,0.04764448,0.00902452,0.14691074
-2.88444222,1.84290554,0.24831659,0.96738796,0.10582433,0.47611468,0.01461311,0.04836094,0.00927532,0.15103926
-2.87843922,1.87702364,0.26363136,0.98569786,0.10705245,0.47819768,0.01534997,0.04918163,0.00958209,0.15555021
-2.87243622,1.91534734,0.27991569,1.00624522,0.10855594,0.48110587,0.01616746,0.05011899,0.00994751,0.16046518
-2.86643322,1.95786707,0.29713307,1.02893685,0.11035018,0.48493450,0.01706272,0.05118715,0.01037465,0.16580384
-2.86043022,2.00455635,0.31524201,1.05366381,0.11245310,0.48978854,0.01803010,0.05240114,0.01086676,0.17158222
-2.85442721,2.05535987,0.33419476,1.08029739,0.11488381,0.49577767,0.01906105,0.05377589,0.01142702,0.17781102
-2.84842421,2.11018148,0.35393575,1.10868549,0.11766108,0.50301074,0.02014419,0.05532538,0.01205826,0.18449398
-2.84242121,2.16887261,0.37440011,1.13864940,0.12080174,0.51158968,0.02126541,0.05706172,0.01276277,0.19162639
-2.83641821,2.23122180,0.39551214,1.16998133,0.12431904,0.52160335,0.02240808,0.05899431,0.01354201,0.19919385
-2.83041521,2.29694594,0.41718392,1.20244277,0.12822116,0.53312150,0.02355342,0.06112912,0.01439641,0.20717128
-2.82441221,2.36568379,0.43931413,1.23576387,0.13250985,0.54618932,0.02468091,0.06346816,0.01532514,0.21552240
-2.81840920,2.43699213,0.46178709,1.26964397,0.13717925,0.56082263,0.02576880,0.06600895,0.01632597,0.22419952
-2.81240620,2.51034509,0.48447220,1.30375325,0.14221512,0.57700418,0.02679470,0.06874438,0.01739509,0.23314378
-2.80640320,2.58513659,0.50722384,1.33773564,0.14759427,0.59468110,0.02773627,0.07166252,0.01852708,0.24228591
-2.80040020,2.66068629,0.52988169,1.37121292,0.15328443,0.61376371,0.02857188,0.07474679,0.01971481,0.25154730
-2.79439720,2.73624868,0.55227168,1.40378986,0.15924448,0.63412587,0.02928129,0.07797618,0.02094949,0.26084156
-2.78839420,2.81102544,0.57420743,1.43506050,0.16542503,0.65560665,0.02984635,0.08132568,0.02222069,0.27007635
-2.78239120,2.88418049,0.59549234,1.46461521,0.17176934,0.67801357,0.03025161,0.08476683,0.02351648,0.27915563
-2.77638819,2.95485748,0.61592231,1.49204855,0.17821458,0.70112709,0.03048491,0.08826840,0.02482360,0.28798197
-2.77038519,3.02219925,0.63528895,1.51696753,0.18469332,0.72470632,0.03053777,0.09179718,0.02612769,0.29645916
-2.76438219,3.08536847,0.65338338,1.53900032,0.19113526,0.74849568,0.03040575,0.09531876,0.02741355,0.30449477
-2.75837919,3.14356914,0.67000047,1.55780492,0.19746904,0.77223231,0.03008865,0.09879847,0.02866553,0.31200276
-2.75237619,3.19606795,0.68494350,1.57307774,0.20362421,0.79565388,0.02959055,0.10220222,0.02986781,0.31890599
-2.74637319,3.24221513,0.69802898,1.58456180,0.20953308,0.81850667,0.02891970,0.10549741,0.03100492,0.32513850
-2.74037019,3.28146378,0.70909169,1.59205415,0.21513259,0.84055335,0.02808827,0.10865377,0.03206209,0.33064758
-2.73436718,3.31338721,0.71798963,1.59541258,0.22036598,0.86158033,0.02711201,0.11164409,0.03302574,0.33539553
-2.72836418,3.33769347,0.72460873,1.59456096,0.22518423,0.88140440,0.02600970,0.11444496,0.03388393,0.33936099
-2.72236118,3.35423653,0.72886722,1.58949339,0.22954725,0.89987812,0.02480264,0.11703725,0.03462673,0.34253984
-2.71635818,3.36302344,0.73071930,1.58027654,0.23342476,0.91689404,0.02351392,0.11940657,0.03524667,0.34494565
-2.71035518,3.36421702,0.73015805,1.56705032,0.23679675,0.93238723,0.02216784,0.12154355,0.03573899,0.34660954
-2.70435218,3.35813383,0.72721734,1.55002647,0.23965370,0.94633621,0.02078911,0.12344387,0.03610194,0.34757960
-2.69834917,3.34523693,0.72197254,1.52948509,0.24199624,0.95876197,0.01940229,0.12510825,0.03633689,0.34791962
-2.69234617,3.32612372,0.71454002,1.50576902,0.24383463,0.96972529,0.01803109,0.12654211,0.03644838,0.34770739
-2.68634317,3.30150881,0.70507515,1.47927613,0.24518780,0.97932229,0.01669786,0.12775517,0.03644407,0.34703245
-2.68034017,3.27220234,0.69376909,1.45044957,0.24608215,0.98767842,0.01542308,0.12876086,0.03633450,0.34599342
-2.67433717,3.23908454,0.68084405,1.41976633,0.24655011,0.99494125,0.01422505,0.12957555,0.03613282,0.34469485
-2.66833417,3.20307719,0.66654741,1.38772423,0.24662863,1.00127233,0.01311954,0.13021771,0.03585434,0.34324392
-2.66233117,3.16511330,0.65114477,1.35482801,0.24635752,1.00683861,0.01211970,0.13070700,0.03551601,0.34174687
-2.65632816,3.12610608,0.63491218,1.32157477,0.24577791,1.01180382,0.01123595,0.13106330,0.03513583,0.34030547
-2.65032516,3.08691870,0.61812785,1.28843944,0.24493076,1.01632056,0.01047600,0.13130579,0.03473219,0.33901354
-2.64432216,3.04833626,0.60106373,1.25586093,0.24385561,1.02052332,0.00984501,0.13145200,0.03432320,0.33795378
-2.63831916,3.01104140,0.58397727,1.22422948,0.24258963,1.02452314,0.00934572,0.13151711,0.03392603,0.33719503
-2.63231616,2.97559482,0.56710380,1.19387578,0.24116691,1.02840425,0.00897869,0.13151322,0.03355625,0.33679000
-2.62631316,2.94242181,0.55064982,1.16506252,0.23961821,1.03222298,0.00874262,0.13144893,0.03322731,0.33677379
-2.62031016,2.91180557,0.53478760,1.13797861,0.23797099,1.03600912,0.00863459,0.13132909,0.03295004,0.33716302
-2.61430715,2.88388778,0.51965125,1.11273652,0.23624987,1.03976974,0.00865039,0.13115468,0.03273232,0.33795585
-2.60830415,2.85867642,0.50533455,1.08937274,0.23447732,1.04349534,0.00878483,0.13092308,0.03257885,0.33913280
-2.60230115,2.83606039,0.49189052,1.06785154,0.23267467,1.04716791,0.00903202,0.13062836,0.03249108,0.34065830
-2.59629815,2.81583016,0.47933282,1.04807149,0.23086324,1.05077053,0.00938560,0.13026191,0.03246727,0.34248292
-2.59029515,2.79770326,0.46763881,1.02987482,0.22906551,1.05429775,0.00983901,0.12981316,0.03250270,0.34454625
-2.58429215,2.78135286,0.45675408,1.01305862,0.22730633,1.05776613,0.01038559,0.12927042,0.03258998,0.34678006
-2.57828914,2.76643795,0.44659827,0.99738776,0.22561392,1.06122405,0.01101880,0.12862183,0.03271949,0.34911181
-2.57228614,2.75263299,0.43707171,0.98260834,0.22402059,1.06476012,0.01173219,0.12785627,0.03287983,0.35146814
-2.56628314,2.73965536,0.42806256,0.96846136,0.22256318,1.06850933,0.01251953,0.12696426,0.03305844,0.35377818
-2.56028014,2.72728872,0.41945416,0.95469553,0.22128306,1.07265648,0.01337471,0.12593884,0.03324208,0.35597659
-2.55427714,2.71540084,0.41113205,0.94107889,0.22022570,1.07743623,0.01429173,0.12477622,0.03341744,0.35800605
-2.54827414,2.70395491,0.40299040,0.92740839,0.21943971,1.08312970,0.01526458,0.12347633,0.03357158,0.35981911
-2.54227114,2.69301347,0.39493762,0.91351718,0.21897553,1.09005749,0.01628713,0.12204317,0.03369243,0.36137944
-2.53626813,2.68273485,0.38690069,0.89927931,0.21888364,1.09856924,0.01735298,0.12048494,0.03376913,0.36266219
-2.53026513,2.67336250,0.37882837,0.88461172,0.21921250,1.10903032,0.01845533,0.11881400,0.03379228,0.36365376
-2.52426213,2.66520788,0.37069296,0.86947359,0.22000628,1.12180623,0.01958686,0.11704653,0.03375415,0.36435084
-2.51825913,2.65862819,0.36249070,0.85386332,0.22130243,1.13724539,0.02073959,0.11520215,0.03364873,0.36475890
-2.51225613,2.65400038,0.35424096,0.83781353,0.22312940,1.15566150,0.02190485,0.11330325,0.03347174,0.36489023
-2.50625313,2.65169328,0.34598422,0.82138446,0.22550448,1.17731619,0.02307322,0.11137423,0.03322053,0.36476179
-2.50025013,2.65203965,0.33777917,0.80465642,0.22843190,1.20240315,0.02423452,0.10944071,0.03289393,0.36439283
-2.49424712,2.65530992,0.32969897,0.78772180,0.23190149,1.23103460,0.02537794,0.10752862,0.03249211,0.36380274
-2.48824412,2.66168928,0.32182715,0.77067720,0.23588774,1.26323083,0.02649212,0.10566331,0.03201628,0.36300890
-2.48224112,2.67125951,0.31425309,0.75361616,0.24034951,1.29891346,0.02756533,0.10386869,0.03146859,0.36202507
-2.47623812,2.68398657,0.30706753,0.73662299,0.24523040,1.33790285,0.02858572,0.10216643,0.03085183,0.36086012
-2.47023512,2.69971455,0.30035818,0.71976790,0.25045970,1.37991974,0.02954155,0.10057526,0.03016929,0.35951723
-2.46423212,2.71816615,0.29420567,0.70310364,0.25595394,1.42459107,0.03042152,0.09911037,0.02942464,0.35799364
-2.45822911,2.73894957,0.28867984,0.68666388,0.26161905,1.47145961,0.03121500,0.09778296,0.02862179,0.35628091
-2.45222611,2.76157100,0.28383661,0.67046301,0.26735293,1.51999691,0.03191239,0.09659988,0.02776483,0.35436559
-2.44622311,2.78545201,0.27971541,0.65449748,0.27304830,1.56961883,0.03250538,0.09556348,0.02685800,0.35223026
-2.44022011,2.80995044,0.27633725,0.63874827,0.27859587,1.61970287,0.03298716,0.09467154,0.02590573,0.34985485
-2.43421711,2.83438374,0.27370338,0.62318427,0.28388752,1.66960640,0.03335266,0.09391734,0.02491262,0.34721812
-2.42821411,2.85805325,0.27179458,0.60776636,0.28881942,1.71868499,0.03359865,0.09328988,0.02388351,0.34429917
-2.42221111,2.88026814,0.27057110,0.59245162,0.29329495,1.76630995,0.03372385,0.09277417,0.02282352,0.34107895
-2.41620810,2.90036803,0.26997321,0.57719761,0.29722740,1.81188443,0.03372890,0.09235168,0.02173810,0.33754157
-2.41020510,2.91774316,0.26992232,0.56196636,0.30054215,1.85485754,0.03361636,0.09200079,0.02063305,0.33367549
-2.40420210,2.93185147,0.27032264,0.54672785,0.30317849,1.89473603,0.03339052,0.09169741,0.01951453,0.32947437
-2.39819910,2.94223216,0.27106344,0.53146281,0.30509087,1.93109325,0.03305730,0.09141559,0.01838902,0.32493771
-2.39219610,2.94851545,0.27202177,0.51616477,0.30624963,1.96357547,0.03262400,0.09112829,0.01726331,0.32007117
-2.38619310,2.95042862,0.27306565,0.50084142,0.30664119,1.99190543,0.03209904,0.09080803,0.01614443,0.31488666
-2.38019010,2.94779845,0.27405763,0.48551499,0.30626775,2.01588340,0.03149175,0.09042775,0.01503950,0.30940217
-2.37418709,2.94055049,0.27485872,0.47022213,0.30514646,2.03538607,0.03081207,0.08996156,0.01395568,0.30364141
-2.36818409,2.92870544,0.27533245,0.45501294,0.30330824,2.05036339,0.03007030,0.08938555,0.01290002,0.29763327
-2.36218109,2.91237328,0.27534908,0.43994959,0.30079615,2.06083398,0.02927689,0.08867853,0.01187932,0.29141116
-2.35617809,2.89174535,0.27478970,0.42510442,0.29766358,2.06687915,0.02844220,0.08782278,0.01090004,0.28501232
-2.35017509,2.86708514,0.27355018,0.41055770,0.29397213,2.06863613,0.02757633,0.08680468,0.00996815,0.27847699
-2.34417209,2.83871782,0.27154474,0.39639520,0.28978939,2.06629051,0.02668901,0.08561525,0.00908906,0.27184765
-2.33816908,2.80701914,0.26870894,0.38270552,0.28518662,2.06006837,0.02578948,0.08425060,0.00826756,0.26516820
-2.33216608,2.77240366,0.26500213,0.36957744,0.28023647,2.05022812,0.02488639,0.08271224,0.00750779,0.25848318
-2.32616308,2.73531296,0.26040899,0.35709716,0.27501074,2.03705237,0.02398783,0.08100714,0.00681320,0.25183698
-2.32016008,2.69620365,0.25494028,0.34534571,0.26957829,2.02083989,0.02310125,0.07914780,0.00618663,0.24527318
-2.31415708,2.65553571,0.24863267,0.33439641,0.26400314,2.00189786,0.02223348,0.07715195,0.00563037,0.23883382
-2.30815408,2.61376132,0.24154759,0.32431250,0.25834284,1.98053458,0.02139078,0.07504225,0.00514622,0.23255887
-2.30215108,2.57131443,0.23376921,0.31514508,0.25264713,1.95705286,0.02057878,0.07284573,0.00473567,0.22648570
-2.29614807,2.52860148,0.22540166,0.30693127,0.24695702,1.93174418,0.01980258,0.07059317,0.00439998,0.22064865
-2.29014507,2.48599355,0.21656549,0.29969280,0.24130414,1.90488396,0.01906670,0.06831830,0.00414041,0.21507879
-2.28414207,2.44382017,0.20739363,0.29343498,0.23571061,1.87672799,0.01837512,0.06605703,0.00395829,0.20980380
-2.27813907,2.40236532,0.19802708,0.28814611,0.23018926,1.84751031,0.01773127,0.06384655,0.00385524,0.20484791
-2.27213607,2.36186563,0.18861031,0.28379751,0.22474428,1.81744265,0.01713804,0.06172452,0.00383328,0.20023215
-2.26613307,2.32251096,0.17928684,0.28034398,0.21937224,1.78671538,0.01659776,0.05972819,0.00389491,0.19597462
-2.26013007,2.28444760,0.17019503,0.27772481,0.21406342,1.75550017,0.01611216,0.05789369,0.00404322,0.19209094
-2.25412706,2.24778359,0.16146423,0.27586537,0.20880342,1.72395407,0.01568241,0.05625533,0.00428188,0.18859477
-2.24812406,2.21259631,0.15321160,0.27467916,0.20357497,1.69222493,0.01530908,0.05484506,0.00461511,0.18549848
-2.24212106,2.17894163,0.14553948,0.27407021,0.19835976,1.66045779,0.01499213,0.05369195,0.00504762,0.18281367
-2.23611806,2.14686429,0.13853359,0.27393589,0.19314040,1.62880197,0.01473093,0.05282189,0.00558444,0.18055176
-2.23011506,2.11640880,0.13226196,0.27416992,0.18790214,1.59741830,0.01452425,0.05225730,0.00623070,0.17872445
-2.22411206,2.08763021,0.12677457,0.27466540,0.18263451,1.56648610,0.01437026,0.05201692,0.00699137,0.17734395
-2.21810905,2.06060398,0.12210377,0.27531795,0.17733265,1.53620938,0.01426659,0.05211574,0.00787094,0.17642310
-2.21210605,2.03543446,0.11826527,0.27602857,0.17199831,1.50682179,0.01421033,0.05256482,0.00887304,0.17597517
-2.20610305,2.01226117,0.11525962,0.27670634,0.16664045,1.47858990,0.01419805,0.05337133,0.01000006,0.17601345
-2.20010005,1.99126263,0.11307419,0.27727071,0.16127552,1.45181450,0.01422587,0.05453837,0.01125277,0.17655057
-2.19409705,1.97265722,0.11168528,0.27765340,0.15592723,1.42682963,0.01428948,0.05606497,0.01262986,0.17759765
-2.18809405,1.95670118,0.11106050,0.27779974,0.15062604,1.40399928,0.01438420,0.05794594,0.01412763,0.17916322
-2.18209105,1.94368361,0.11116108,0.27766962,0.14540827,1.38371178,0.01450501,0.06017181,0.01573967,0.18125215
-2.17608804,1.93391876,0.11194419,0.27723780,0.14031497,1.36637202,0.01464664,0.06272869,0.01745661,0.18386448
-2.17008504,1.92773614,0.11336496,0.27649389,0.13539055,1.35239179,0.01480365,0.06559821,0.01926598,0.18699437
-2.16408204,1.92546884,0.11537839,0.27544173,0.13068134,1.34217865,0.01497046,0.06875748,0.02115220,0.19062927
-2.15807904,1.92744075,0.11794090,0.27409856,0.12623409,1.33612384,0.01514150,0.07217912,0.02309669,0.19474931
-2.15207604,1.93395341,0.12101150,0.27249374,0.12209453,1.33458966,0.01531127,0.07583138,0.02507807,0.19932700
-2.14607304,1.94527321,0.12455271,0.27066736,0.11830601,1.33789710,0.01547453,0.07967841,0.02707262,0.20432739
-2.14007004,1.96161940,0.12853107,0.26866856,0.11490828,1.34631403,0.01562637,0.08368063,0.02905472,0.20970847
-2.13406703,1.98315377,0.13291735,0.26655387,0.11193655,1.36004468,0.01576238,0.08779530,0.03099752,0.21542215
-2.12806403,2.00997213,0.13768637,0.26438536,0.10942063,1.37922076,0.01587884,0.09197715,0.03287366,0.22141538
-2.12206103,2.04209807,0.14281664,0.26222886,0.10738442,1.40389463,0.01597285,0.09617926,0.03465608,0.22763163
-2.11605803,2.07947903,0.14828958,0.26015214,0.10584549,1.43403461,0.01604250,0.10035395,0.03631884,0.23401251
-2.11005503,2.12198469,0.15408867,0.25822305,0.10481487,1.46952284,0.01608699,0.10445384,0.03783799,0.24049944
-2.10405203,2.16940738,0.16019829,0.25650775,0.10429703,1.51015532,0.01610680,0.10843285,0.03919231,0.24703522
-2.09804902,2.22146434,0.16660240,0.25506885,0.10428990,1.55564426,0.01610375,0.11224727,0.04036406,0.25356538
-2.09204602,2.27780130,0.17328323,0.25396364,0.10478495,1.60562237,0.01608104,0.11585673,0.04133957,0.26003929
-2.08604302,2.33799701,0.18021972,0.25324226,0.10576736,1.65964876,0.01604328,0.11922506,0.04210968,0.26641084
-2.08004002,2.40156826,0.18738614,0.25294596,0.10721614,1.71721607,0.01599640,0.12232099,0.04267000,0.27263861
-2.07403702,2.46797491,0.19475063,0.25310536,0.10910428,1.77775846,0.01594756,0.12511866,0.04302104,0.27868573
-2.06803402,2.53662477,0.20227395,0.25373884,0.11139885,1.84066002,0.01590492,0.12759788,0.04316808,0.28451909
-2.06203102,2.60687804,0.20990842,0.25485118,0.11406110,1.90526315,0.01587744,0.12974424,0.04312087,0.29010835
-2.05602801,2.67805119,0.21759707,0.25643231,0.11704662,1.97087682,0.01587450,0.13154886,0.04289320,0.29542456
-2.05002501,2.74942057,0.22527327,0.25845647,0.12030550,2.03678430,0.01590564,0.13300806,0.04250228,0.30043865
-2.04402201,2.82022577,0.23286067,0.26088181,0.12378255,2.10225045,0.01598004,0.13412274,0.04196801,0.30511988
-2.03801901,2.88967323,0.24027364,0.26365041,0.12741767,2.16652843,0.01610620,0.13489771,0.04131220,0.30943444
-2.03201601,2.95694044,0.24741823,0.26668891,0.13114634,2.22886605,0.01629146,0.13534086,0.04055775,0.31334431
-2.02601301,3.02118130,0.25419369,0.26990967,0.13490032,2.28851198,0.01654160,0.13546240,0.03972783,0.31680654
-2.02001001,3.08153297,0.26049437,0.27321266,0.13860849,2.34472200,0.01686044,0.13527400,0.03884508,0.31977303
-2.01400700,3.13712475,0.26621225,0.27648783,0.14219792,2.39676568,0.01724955,0.13478817,0.03793100,0.32219092
-2.00800400,3.18708924,0.27123972,0.27961812,0.14559515,2.44393372,0.01770799,0.13401761,0.03700534,0.32400352
-2.00200100,3.23057582,0.27547272,0.28248285,0.14872761,2.48554617,0.01823212,0.13297488,0.03608568,0.32515189
-1.99599800,3.26676659,0.27881410,0.28496153,0.15152518,2.52096180,0.01881557,0.13167210,0.03518719,0.32557689
-1.98999500,3.29489432,0.28117687,0.28693784,0.15392186,2.54958851,0.01944929,0.13012102,0.03432250,0.32522168
-1.98399200,3.31426205,0.28248747,0.28830368,0.15585743,2.57089478,0.02012170,0.12833309,0.03350172,0.32403445
-1.97798899,3.32426369,0.28268869,0.28896298,0.15727912,2.58442191,0.02081896,0.12631987,0.03273267,0.32197136
-1.97198599,3.32440470,0.28174218,0.28883538,0.15814308,2.58979665,0.02152538,0.12409339,0.03202111,0.31899925
-1.96598299,3.31432194,0.27963042,0.28785923,0.15841572,2.58674369,0.02222386,0.12166674,0.03137111,0.31509835
-1.95997999,3.29380165,0.27635800,0.28599414,0.15807482,2.57509748,0.02289646,0.11905459,0.03078552,0.31026435
-1.95397699,3.26279453,0.27195218,0.28322262,0.15711025,2.55481258,0.02352498,0.11627373,0.03026637,0.30451013
-1.94797399,3.22142692,0.26646265,0.27955102,0.15552437,2.52597191,0.02409160,0.11334346,0.02981531,0.29786672
-1.94197099,3.17000712,0.25996052,0.27500947,0.15333207,2.48879221,0.02457947,0.11028593,0.02943400,0.29038355
-1.93596798,3.10902630,0.25253652,0.26965101,0.15056035,2.44362603,0.02497334,0.10712627,0.02912436,0.28212802
-1.92996498,3.03915345,0.24429853,0.26354981,0.14724756,2.39095993,0.02526010,0.10389247,0.02888886,0.27318420
-1.92396198,2.96122421,0.23536857,0.25679858,0.14344221,2.33140836,0.02542922,0.10061512,0.02873052,0.26365094
-1.91795898,2.87622358,0.22587918,0.24950538,0.13920149,2.26570320,0.02547313,0.09732689,0.02865297,0.25363925
-1.91195598,2.78526305,0.21596970,0.24178979,0.13458955,2.19467915,0.02538746,0.09406181,0.02866026,0.24326928
-1.90595298,2.68955273,0.20578218,0.23377879,0.12967545,2.11925502,0.02517119,0.09085437,0.02875660,0.23266687
-1.89994997,2.59036945,0.19545748,0.22560232,0.12453117,2.04041183,0.02482658,0.08773851,0.02894603,0.22195991
-1.89394697,2.48902208,0.18513137,0.21738895,0.11922940,1.95916802,0.02435913,0.08474649,0.02923200,0.21127465
-1.88794397,2.38681522,0.17493107,0.20926153,0.11384154,1.87655316,0.02377725,0.08190780,0.02961688,0.20073213
-1.88194097,2.28501300,0.16497212,0.20133335,0.10843571,1.79358073,0.02309193,0.07924805,0.03010149,0.19044486
-1.87593797,2.18480416,0.15535586,0.19370458,0.10307501,1.71122144,0.02231628,0.07678797,0.03068465,0.18051388
-1.86993497,2.08727016,0.14616744,0.18645945,0.09781612,1.63037798,0.02146504,0.07454263,0.03136270,0.17102637
-1.86393197,1.99335740,0.13747458,0.17966405,0.09270814,1.55186237,0.02055401,0.07252078,0.03212924,0.16205386
-1.85792896,1.90385490,0.12932691,0.17336492,0.08779184,1.47637686,0.01959949,0.07072455,0.03297485,0.15365100
-1.85192596,1.81937832,0.12175609,0.16758847,0.08309931,1.40449923,0.01861770,0.06914932,0.03388701,0.14585520
-1.84592296,1.74036086,0.11477643,0.16234118,0.07865400,1.33667303,0.01762430,0.06778399,0.03485016,0.13868679
-1.83991996,1.66705164,0.10838622,0.15761057,0.07447109,1.27320321,0.01663389,0.06661153,0.03584588,0.13214994
-1.83391696,1.59952118,0.10256946,0.15336693,0.07055829,1.21425733,0.01565962,0.06560975,0.03685326,0.12623417
-1.82791396,1.53767410,0.09729806,0.14956566,0.06691689,1.15987202,0.01471291,0.06475239,0.03784941,0.12091640
-1.82191096,1.48126799,0.09253431,0.14615013,0.06354303,1.10996464,0.01380321,0.06401044,0.03881011,0.11616344
-1.81590795,1.42993783,0.08823360,0.14305489,0.06042918,1.06434915,0.01293788,0.06335352,0.03971053,0.11193475
-1.80990495,1.38322469,0.08434718,0.14020923,0.05756573,1.02275582,0.01212220,0.06275151,0.04052608,0.10818556
-1.80390195,1.34060731,0.08082500,0.13754070,0.05494255,0.98485338,0.01135941,0.06217607,0.04123328,0.10486988
-1.79789895,1.30153535,0.07761836,0.13497867,0.05255055,0.95027300,0.01065086,0.06160220,0.04181058,0.10194358
-1.79189595,1.26546259,0.07468244,0.13245770,0.05038311,0.91863260,0.00999624,0.06100971,0.04223930,0.09936732
-1.78589295,1.23187885,0.07197860,0.12992047,0.04843726,0.88956068,0.00939378,0.06038449,0.04250431,0.09710907
-1.77988994,1.20033918,0.06947633,0.12732047,0.04671479,0.86271854,0.00884061,0.05971962,0.04259476,0.09514643
-1.77388694,1.17048923,0.06715487,0.12462393,0.04522286,0.83781994,0.00833301,0.05901615,0.04250455,0.09346828
-1.76788394,1.14208575,0.06500456,0.12181140,0.04397457,0.81464745,0.00786673,0.05828369,0.04223280,0.09207613
-1.76188094,1.11501171,0.06302767,0.11887849,0.04298898,0.79306502,0.00743726,0.05754064,0.04178398,0.09098466
-1.75587794,1.08928544,0.06123906,0.11583619,0.04229103,0.77302621,0.00704014,0.05681416,0.04116796,0.09022192
-1.74987494,1.06506377,0.05966635,0.11271037,0.04191101,0.75457811,0.00667110,0.05613977,0.04039986,0.08982872
-1.74387194,1.04263932,0.05834988,0.10954092,0.04188389,0.73786090,0.00632632,0.05556082,0.03949975,0.08985767
-1.73786893,1.02243229,0.05734234,0.10638024,0.04224836,0.72310334,0.00600250,0.05512757,0.03849217,0.09037156
-1.73186593,1.00497749,0.05670821,0.10329140,0.04304568,0.71061469,0.00569696,0.05489619,0.03740552,0.09144140
