energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,1.97786624,0.05351128,0.03017389,0.64687783,0.11986638,0.00954131,1.29248613,0.70767947,0.51372958
-5.99399700,2.07759629,0.05315847,0.03164217,0.68243907,0.12592757,0.01021265,1.36162268,0.75024810,0.53547246
-5.98799400,2.18257993,0.05292819,0.03322493,0.71911585,0.13242080,0.01092886,1.43435041,0.79534843,0.55790519
-5.98199100,2.29170359,0.05281189,0.03490405,0.75659037,0.13928174,0.01168506,1.50993016,0.84257248,0.58073971
-5.97598799,2.40371068,0.05279477,0.03665889,0.79450812,0.14643546,0.01247539,1.58752931,0.89144906,0.60365662
-5.96998499,2.51722112,0.05285660,0.03846649,0.83248255,0.15379772,0.01329308,1.66623396,0.94144971,0.62631229
-5.96398199,2.63075720,0.05297265,0.04030190,0.87010156,0.16127655,0.01413055,1.74506531,0.99199736,0.64834739
-5.95797899,2.74277542,0.05311485,0.04213865,0.90693559,0.16877433,0.01497963,1.82299999,1.04247772,0.66939671
-5.95197599,2.85170390,0.05325310,0.04394918,0.94254739,0.17619026,0.01583170,1.89899432,1.09225331,0.68909980
-5.94597299,2.95598446,0.05335661,0.04570547,0.97650320,0.18342315,0.01667805,1.97201178,1.14067981,0.70711225
-5.93996998,3.05411805,0.05339533,0.04737968,1.00838501,0.19037449,0.01751013,2.04105303,1.18712438,0.72311704
-5.93396698,3.14471222,0.05334121,0.04894479,1.03780350,0.19695173,0.01831992,2.10518742,1.23098530,0.73683566
-5.92796398,3.22652861,0.05316950,0.05037534,1.06441123,0.20307158,0.01910033,2.16358494,1.27171234,0.74803840
-5.92196098,3.29852866,0.05285976,0.05164810,1.08791545,0.20866326,0.01984552,2.21554711,1.30882681,0.75655341
-5.91595798,3.35991531,0.05239676,0.05274277,1.10808994,0.21367152,0.02055130,2.26053551,1.34194061,0.76227416
-5.90995498,3.41016873,0.05177109,0.05364257,1.12478536,0.21805934,0.02121545,2.29819649,1.37077315,0.76516479
-5.90395198,3.44907398,0.05097956,0.05433473,1.13793731,0.22181003,0.02183802,2.32838057,1.39516533,0.76526319
-5.89794897,3.47673887,0.05002521,0.05481096,1.14757182,0.22492877,0.02242148,2.35115536,1.41508960,0.76268146
-5.89194597,3.49360062,0.04891724,0.05506766,1.15380761,0.22744329,0.02297088,2.36681099,1.43065549,0.75760371
-5.88594297,3.50042017,0.04767049,0.05510608,1.15685486,0.22940379,0.02349387,2.37585704,1.44210986,0.75028122
-5.87993997,3.49826375,0.04630477,0.05493229,1.15701035,0.23088182,0.02400055,2.37901081,1.44983161,0.74102494
-5.87393697,3.48847160,0.04484404,0.05455694,1.15464884,0.23196830,0.02450325,2.37717667,1.45432066,0.73019573
-5.86793397,3.47261461,0.04331532,0.05399494,1.15021095,0.23277060,0.02501620,2.37141691,1.45618138,0.71819247
-5.86193097,3.45243980,0.04174759,0.05326494,1.14418774,0.23340870,0.02555499,2.36291485,1.45610086,0.70543868
-5.85592796,3.42980675,0.04017058,0.05238866,1.13710269,0.23401071,0.02613604,2.35293133,1.45482258,0.69236785
-5.84992496,3.40661693,0.03861358,0.05139016,1.12949154,0.23470766,0.02677585,2.34275614,1.45311664,0.67940836
-5.84392196,3.38473869,0.03710429,0.05029502,1.12188085,0.23562799,0.02749029,2.33365621,1.45174746,0.66696825
-5.83791896,3.36593100,0.03566779,0.04912944,1.11476625,0.23689180,0.02829376,2.32682259,1.45144046,0.65542066
-5.83191596,3.35176892,0.03432560,0.04791933,1.10859117,0.23860509,0.02919840,2.32331851,1.45284891,0.64509033
-5.82591296,3.34357412,0.03309497,0.04668949,1.10372714,0.24085444,0.03021330,2.32403066,1.45652273,0.63624182
-5.81990995,3.34235347,0.03198834,0.04546271,1.10045645,0.24370203,0.03134378,2.32962607,1.46288039,0.62906980
-5.81390695,3.34874868,0.03101299,0.04425915,1.09895815,0.24718168,0.03259074,2.34051646,1.47218555,0.62369189
-5.80790395,3.36299925,0.03017096,0.04309562,1.09929793,0.25129566,0.03395023,2.35683194,1.48452941,0.62014430
-5.80190095,3.38492089,0.02945913,0.04198521,1.10142268,0.25601285,0.03541310,2.37840554,1.49981991,0.61838037
-5.79589795,3.41390059,0.02886957,0.04093691,1.10515976,0.26126810,0.03696490,2.40476938,1.51777837,0.61827222
-5.78989495,3.44890902,0.02838999,0.03995549,1.11022145,0.26696305,0.03858593,2.43516322,1.53794402,0.61961542
