energy_ev,total_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-6.00000000,1.25948325,0.14382544,0.00178295,0.01623437,0.71833005,0.20517941,0.47183439
-5.99399700,1.26587496,0.14895562,0.00183190,0.01550374,0.71489051,0.21346177,0.47218799
-5.98799400,1.27364890,0.15458151,0.00188109,0.01479273,0.71189787,0.22260256,0.47298545
-5.98199100,1.28299303,0.16067454,0.00193022,0.01411831,0.70955707,0.23252514,0.47435688
-5.97598799,1.29404445,0.16719087,0.00197890,0.01349677,0.70805418,0.24313258,0.47641578
-5.96998499,1.30687595,0.17407120,0.00202665,0.01294324,0.70754619,0.25430864,0.47925251
-5.96398199,1.32148640,0.18124143,0.00207286,0.01247129,0.70815267,0.26591969,0.48292892
-5.95797899,1.33779564,0.18861404,0.00211686,0.01209246,0.70994965,0.27781793,0.48747449
-5.95197599,1.35564419,0.19609020,0.00215790,0.01181600,0.71296608,0.28984553,0.49288432
-5.94597299,1.37479767,0.20356255,0.00219517,0.01164856,0.71718289,0.30183966,0.49911877
-5.93996998,1.39495583,0.21091850,0.00222784,0.01159400,0.72253473,0.31363822,0.50610492
-5.93396698,1.41576524,0.21804377,0.00225510,0.01165329,0.72891397,0.32508595,0.51373956
-5.92796398,1.43683509,0.22482621,0.00227618,0.01182448,0.73617688,0.33604058,0.52189364
-5.92196098,1.45775495,0.23115951,0.00229040,0.01210271,0.74415129,0.34637876,0.53041771
-5.91595798,1.47811341,0.23694666,0.00229721,0.01248036,0.75264538,0.35600133,0.53914814
-5.90995498,1.49751655,0.24210301,0.00229622,0.01294724,0.76145705,0.36483782,0.54791378
-5.90395198,1.51560511,0.24655881,0.00228723,0.01349085,0.77038324,0.37284959,0.55654259
-5.89794897,1.53206960,0.25026100,0.00227024,0.01409669,0.77922885,0.38003176,0.56486808
-5.89194597,1.54666241,0.25317429,0.00224550,0.01474867,0.78781472,0.38641354,0.57273520
-5.88594297,1.55920664,0.25528153,0.00221347,0.01542950,0.79598447,0.39205699,0.58000539
-5.87993997,1.56960120,0.25658323,0.00217486,0.01612121,0.80360973,0.39705429,0.58656082
-5.87393697,1.57782219,0.25709650,0.00213059,0.01680556,0.81059395,0.40152356,0.59230751
-5.86793397,1.58392076,0.25685344,0.00208177,0.01746457,0.81687438,0.40560346,0.59717739
-5.86193097,1.58801771,0.25589902,0.00202969,0.01808101,0.82242257,0.40944684,0.60112936
-5.85592796,1.59029537,0.25428878,0.00197574,0.01863883,0.82724327,0.41321373,0.60414918
-5.84992496,1.59098742,0.25208634,0.00192145,0.01912361,0.83137200,0.41706397,0.60624858
-5.84392196,1.59036706,0.24936096,0.00186835,0.01952291,0.83487148,0.42114991,0.60746344
-5.83791896,1.58873435,0.24618532,0.00181800,0.01982662,0.83782710,0.42560949,0.60785121
-5.83191596,1.58640328,0.24263345,0.00177192,0.02002715,0.84034161,0.43055994,0.60748786
-5.82591296,1.58368900,0.23877914,0.00173153,0.02011962,0.84252938,0.43609251,0.60646418
-5.81990995,1.58089570,0.23469464,0.00169815,0.02010191,0.84451027,0.44226835,0.60488180
-5.81390695,1.57830555,0.23044983,0.00167294,0.01997467,0.84640343,0.44911571,0.60284900
-5.80790395,1.57616881,0.22611168,0.00165685,0.01974117,0.84832117,0.45662860,0.60047626
-5.80190095,1.57469545,0.22174412,0.00165066,0.01940719,0.85036305,0.46476685,0.59787187
-5.79589795,1.57404823,0.21740806,0.00165487,0.01898071,0.85261038,0.47345762,0.59513762
-5.78989495,1.57433742,0.21316162,0.00166980,0.01847161,0.85512129,0.48259809,0.59236473
-5.78389195,1.57561703,0.20906038,0.00169547,0.01789136,0.85792655,0.49205941,0.58963000
-5.77788894,1.57788277,0.20515757,0.00173170,0.01725257,0.86102628,0.50169141,0.58699258
-5.77188594,1.58107150,0.20150422,0.00177804,0.01656864,0.86438760,0.51132814,0.58449127
-5.76588294,1.58506228,0.19814898,0.00183384,0.01585331,0.86794356,0.52079365,0.58214245
-5.75987994,1.58967899,0.19513782,0.00189823,0.01512031,0.87159326,0.52990813,0.57993896
-5.75387694,1.59469442,0.19251336,0.00197016,0.01438296,0.87520324,0.53849378,0.57784979
-5.74787394,1.59983584,0.19031408,0.00204843,0.01365386,0.87861034,0.54638044,0.57582070
-5.74187094,1.60479187,0.18857311,0.00213172,0.01294460,0.88162574,0.55341065,0.57377585
-5.73586793,1.60922052,0.18731700,0.00221859,0.01226549,0.88404025,0.55944396,0.57162031
-5.72986493,1.61275833,0.18656429,0.00230756,0.01162541,0.88563065,0.56436035,0.56924339
-5.72386193,1.61503014,0.18632404,0.00239713,0.01103165,0.88616681,0.56806273,0.56652276
-5.71785893,1.61565935,0.18659450,0.00248580,0.01048982,0.88541942,0.57047830,0.56332905
-5.71185593,1.61427831,0.18736180,0.00257210,0.01000384,0.88316786,0.57155902,0.55953081
-5.70585293,1.61053844,0.18859905,0.00265463,0.00957596,0.87920798,0.57128094,0.55499968
-5.69984992,1.60411974,0.19026565,0.00273209,0.00920675,0.87335944,0.56964271,0.54961537
-5.69384692,1.59473939,0.19230707,0.00280328,0.00889527,0.86547228,0.56666334,0.54327037
-5.68784392,1.58215905,0.19465515,0.00286714,0.00863914,0.85543230,0.56237926,0.53587419
