energy_ev,total_up,In_p_up,In_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-6.00000000,1.12291154,0.09340451,0.00530303,0.00541137,0.28663083,0.79853071,0.32532894
-5.99399700,1.11086309,0.09373716,0.00526045,0.00550257,0.28612629,0.78880853,0.32428830
-5.98799400,1.09952023,0.09388898,0.00521868,0.00557295,0.28529853,0.77969956,0.32306170
-5.98199100,1.08789538,0.09378411,0.00517302,0.00561862,0.28390014,0.77047737,0.32138345
-5.97598799,1.07510550,0.09335694,0.00511928,0.00563632,0.28171434,0.76049140,0.31901971
-5.96998499,1.06040028,0.09255427,0.00505395,0.00562358,0.27856203,0.74918737,0.31577624
-5.96398199,1.04318284,0.09133686,0.00497427,0.00557879,0.27430678,0.73612212,0.31150408
-5.95797899,1.02302229,0.08968043,0.00487830,0.00550121,0.26885804,0.72097273,0.30610289
-5.95197599,0.99965819,0.08757592,0.00476492,0.00539102,0.26217215,0.70353992,0.29952204
-5.94597299,0.97299749,0.08502923,0.00463383,0.00524926,0.25425159,0.68374593,0.29175958
-5.93996998,0.94310431,0.08206029,0.00448549,0.00507779,0.24514232,0.66162743,0.28285910
-5.93396698,0.91018384,0.07870169,0.00432106,0.00487919,0.23492965,0.63732418,0.27290499
-5.92796398,0.87456142,0.07499689,0.00414226,0.00465666,0.22373281,0.61106422,0.26201618
-5.92196098,0.83665814,0.07099812,0.00395131,0.00441386,0.21169855,0.58314659,0.25033898
-5.91595798,0.79696445,0.06676406,0.00375075,0.00415481,0.19899425,0.55392255,0.23803927
-5.90995498,0.75601310,0.06235748,0.00354334,0.00388375,0.18580061,0.52377634,0.22529451
-5.90395198,0.71435281,0.05784288,0.00333192,0.00360495,0.17230452,0.49310630,0.21228593
-5.89794897,0.67252388,0.05328425,0.00311929,0.00332261,0.15869231,0.46230733,0.19919128
-5.89194597,0.63103661,0.04874307,0.00290814,0.00304075,0.14514359,0.43175530,0.18617843
-5.88594297,0.59035340,0.04427652,0.00270090,0.00276307,0.13182592,0.40179393,0.17339998
-5.87993997,0.55087506,0.03993614,0.00249973,0.00249291,0.11889049,0.37272465,0.16098913
-5.87393697,0.51293144,0.03576668,0.00230641,0.00223315,0.10646884,0.34479939,0.14905686
-5.86793397,0.47677647,0.03180544,0.00212239,0.00198619,0.09467071,0.31821653,0.13769033
-5.86193097,0.44258740,0.02808191,0.00194872,0.00175392,0.08358284,0.29311971,0.12695256
-5.85592796,0.41046762,0.02461774,0.00178607,0.00153774,0.07326887,0.26959927,0.11688322
-5.84992496,0.38045278,0.02142697,0.00163476,0.00133856,0.06377006,0.24769594,0.10750032
-5.84392196,0.35251913,0.01851656,0.00149484,0.00115683,0.05510667,0.22740624,0.09880268
-5.83791896,0.32659377,0.01588707,0.00136603,0.00099262,0.04728003,0.20868925,0.09077287
-5.83191596,0.30256563,0.01353344,0.00124790,0.00084560,0.04027488,0.19147400,0.08338053
-5.82591296,0.28029688,0.01144595,0.00113982,0.00071520,0.03406208,0.17566723,0.07658571
-5.81990995,0.25963373,0.00961110,0.00104104,0.00060057,0.02860135,0.16116096,0.07034219
-5.81390695,0.24041653,0.00801255,0.00095079,0.00050069,0.02384398,0.14783948,0.06460052
-5.80790395,0.22248833,0.00663199,0.00086823,0.00041443,0.01973542,0.13558562,0.05931071
-5.80190095,0.20570196,0.00544997,0.00079258,0.00034057,0.01621767,0.12428589,0.05442447
-5.79589795,0.18992530,0.00444653,0.00072308,0.00027786,0.01323135,0.11383459,0.04989697
-5.78989495,0.17504480,0.00360189,0.00065904,0.00022507,0.01071748,0.10413669,0.04568803
-5.78389195,0.16096727,0.00289687,0.00059986,0.00018100,0.00861894,0.09510961,0.04176293
-5.77788894,0.14762016,0.00231330,0.00054500,0.00014452,0.00688157,0.08668393,0.03809267
-5.77188594,0.13495057,0.00183430,0.00049405,0.00011456,0.00545499,0.07880333,0.03465391
-5.76588294,0.12292325,0.00144445,0.00044663,0.00009016,0.00429313,0.07142364,0.03142856
-5.75987994,0.11151778,0.00112989,0.00040248,0.00007045,0.00335451,0.06451148,0.02840316
-5.75387694,0.10072547,0.00087839,0.00036139,0.00005465,0.00260234,0.05804255,0.02556812
-5.74787394,0.09054598,0.00067929,0.00032318,0.00004209,0.00200440,0.05199962,0.02291687
-5.74187094,0.08098408,0.00052347,0.00028773,0.00003218,0.00153288,0.04637066,0.02044504
-5.73586793,0.07204662,0.00040329,0.00025495,0.00002443,0.00116402,0.04114694,0.01814959
-5.72986493,0.06374000,0.00031245,0.00022476,0.00001841,0.00087781,0.03632140,0.01602819
-5.72386193,0.05606802,0.00024595,0.00019708,0.00001378,0.00065754,0.03188729,0.01407859
-5.71785893,0.04903048,0.00019999,0.00017184,0.00001024,0.00048948,0.02783704,0.01229817
-5.71185593,0.04262211,0.00017186,0.00014896,0.00000755,0.00036241,0.02416161,0.01068368
-5.70585293,0.03683229,0.00015995,0.00012835,0.00000553,0.00026733,0.02084996,0.00923107
-5.69984992,0.03164507,0.00016370,0.00010990,0.00000402,0.00019705,0.01788897,0.00793545
-5.69384692,0.02703969,0.00018360,0.00009351,0.00000290,0.00014595,0.01526353,0.00679125
-5.68784392,0.02299147,0.00022125,0.00007905,0.00000208,0.00010969,0.01295685,0.00579235
-5.68184092,0.01947286,0.00027943,0.00006639,0.00000148,0.00008498,0.01095091,0.00493238
-5.67583792,0.01645469,0.00036219,0.00005538,0.00000105,0.00006939,0.00922708,0.00420506
-5.66983492,0.01390757,0.00047502,0.00004589,0.00000074,0.00006123,0.00776669,0.00360452
-5.66383192,0.01180318,0.00062502,0.00003776,0.00000052,0.00005936,0.00655175,0.00312571
-5.65782891,0.01011564,0.00082106,0.00003086,0.00000037,0.00006315,0.00556554,0.00276477
-5.65182591,0.00882269,0.00107401,0.00002505,0.00000026,0.00007236,0.00479323,0.00251938
-5.64582291,0.00790677,0.00139699,0.00002019,0.00000019,0.00008712,0.00422242,0.00238906
-5.63981991,0.00735597,0.00180554,0.00001616,0.00000014,0.00010785,0.00384357,0.00237551
-5.63381691,0.00716474,0.00231779,0.00001284,0.00000011,0.00013526,0.00365035,0.00248281
-5.62781391,0.00733440,0.00295468,0.00001014,0.00000010,0.00017030,0.00363992,0.00271759
-5.62181091,0.00787346,0.00373996,0.00000794,0.00000009,0.00021415,0.00381304,0.00308914
-5.61580790,0.00879761,0.00470025,0.00000618,0.00000009,0.00026821,0.00417407,0.00360941
-5.60980490,0.01012955,0.00586487,0.00000477,0.00000010,0.00033406,0.00473090,0.00429291
-5.60380190,0.01189846,0.00726564,0.00000366,0.00000012,0.00041345,0.00549464,0.00515649
-5.59779890,0.01413919,0.00893639,0.00000279,0.00000014,0.00050828,0.00647929,0.00621908
-5.59179590,0.01689116,0.01091247,0.00000211,0.00000017,0.00062051,0.00770119,0.00750115
-5.58579290,0.02019696,0.01322984,0.00000158,0.00000020,0.00075218,0.00917833,0.00902418
-5.57978989,0.02410056,0.01592417,0.00000118,0.00000024,0.00090530,0.01092958,0.01080989
-5.57378689,0.02864535,0.01902958,0.00000087,0.00000029,0.00108180,0.01297368,0.01287939
-5.56778389,0.03387177,0.02257729,0.00000064,0.00000035,0.00128346,0.01532824,0.01525218
-5.56178089,0.03981481,0.02659406,0.00000047,0.00000041,0.00151178,0.01800852,0.01794506
-5.55577789,0.04650135,0.03110050,0.00000034,0.00000047,0.00176795,0.02102623,0.02097094
-5.54977489,0.05394736,0.03610940,0.00000024,0.00000055,0.00205268,0.02438825,0.02433768
-5.54377189,0.06215521,0.04162395,0.00000018,0.00000064,0.00236616,0.02809537,0.02804682
-5.53776888,0.07111109,0.04763613,0.00000013,0.00000073,0.00270793,0.03214115,0.03209252
-5.53176588,0.08078273,0.05412526,0.00000009,0.00000083,0.00307681,0.03651084,0.03646049
-5.52576288,0.09111751,0.06105678,0.00000007,0.00000094,0.00347083,0.04118053,0.04112722
-5.51975988,0.10204120,0.06838146,0.00000005,0.00000105,0.00388721,0.04611656,0.04605937
-5.51375688,0.11345734,0.07603501,0.00000004,0.00000117,0.00432227,0.05127525,0.05121353
-5.50775388,0.12524742,0.08393827,0.00000004,0.00000129,0.00477153,0.05660297,0.05653632
-5.50175088,0.13727200,0.09199792,0.00000005,0.00000142,0.00522968,0.06203662,0.06196489
-5.49574787,0.14937269,0.10010785,0.00000006,0.00000156,0.00569067,0.06750452,0.06742784
-5.48974487,0.16137514,0.10815119,0.00000009,0.00000169,0.00614787,0.07292777,0.07284655
-5.48374187,0.17309289,0.11600283,0.00000012,0.00000184,0.00659415,0.07822198,0.07813697
-5.47773887,0.18433207,0.12353260,0.00000017,0.00000198,0.00702212,0.08329933,0.08321172
-5.47173587,0.19489672,0.13060880,0.00000025,0.00000213,0.00742427,0.08807101,0.08798250
-5.46573287,0.20459467,0.13710211,0.00000036,0.00000230,0.00779324,0.09244985,0.09236279
-5.45972986,0.21324363,0.14288964,0.00000052,0.00000247,0.00812203,0.09635302,0.09627062
-5.45372686,0.22067744,0.14785903,0.00000074,0.00000267,0.00840423,0.09970481,0.09963137
-5.44772386,0.22675199,0.15191238,0.00000104,0.00000290,0.00863424,0.10243930,0.10238052
-5.44172086,0.23135079,0.15496985,0.00000146,0.00000319,0.00880748,0.10450279,0.10446618
-5.43571786,0.23438981,0.15697284,0.00000203,0.00000354,0.00892058,0.10585593,0.10585132
-5.42971486,0.23582148,0.15788649,0.00000280,0.00000399,0.00897148,0.10647543,0.10651565
-5.42371186,0.23563762,0.15770150,0.00000384,0.00000458,0.00895957,0.10635531,0.10645696
-5.41770885,0.23387133,0.15643521,0.00000523,0.00000535,0.00888572,0.10550761,0.10569212
-5.41170585,0.23059758,0.15413179,0.00000707,0.00000635,0.00875232,0.10396258,0.10425736
-5.40570285,0.22593281,0.15086165,0.00000950,0.00000768,0.00856318,0.10176828,0.10220823
-5.39969985,0.22003329,0.14672018,0.00001266,0.00000940,0.00832352,0.09898970,0.09961897
-5.39369685,0.21309262,0.14182571,0.00001675,0.00001164,0.00803980,0.09570751,0.09658145
-5.38769385,0.20533837,0.13631695,0.00002200,0.00001453,0.00771961,0.09201626,0.09320384
-5.38169085,0.19702811,0.13035009,0.00002869,0.00001823,0.00737145,0.08802251,0.08960888
-5.37568784,0.18844496,0.12409543,0.00003716,0.00002292,0.00700456,0.08384254,0.08593202
-5.36968484,0.17989293,0.11773408,0.00004777,0.00002883,0.00662873,0.07960016,0.08231941
-5.36368184,0.17169204,0.11145440,0.00006097,0.00003621,0.00625407,0.07542436,0.07892578
-5.35767884,0.16417348,0.10544874,0.00007726,0.00004534,0.00589084,0.07144703,0.07591230
-5.35167584,0.15767486,0.09991009,0.00009720,0.00005654,0.00554928,0.06780080,0.07344445
-5.34567284,0.15253540,0.09502912,0.00012141,0.00007017,0.00523938,0.06461699,0.07168982
-5.33966983,0.14909135,0.09099128,0.00015056,0.00008661,0.00497080,0.06202363,0.07081587
-5.33366683,0.14767115,0.08797416,0.00018537,0.00010627,0.00475266,0.06014364,0.07098763
-5.32766383,0.14859063,0.08614489,0.00022659,0.00012957,0.00459347,0.05909305,0.07236518
-5.32166083,0.15214785,0.08565771,0.00027499,0.00015696,0.00450097,0.05897927,0.07510100
-5.31565783,0.15861755,0.08665147,0.00033132,0.00018886,0.00448203,0.05989930,0.07933692
-5.30965483,0.16824517,0.08924706,0.00039634,0.00022570,0.00454255,0.06193790,0.08520091
-5.30365183,0.18124027,0.09354478,0.00047070,0.00026785,0.00468734,0.06516571,0.09280337
-5.29764882,0.19776955,0.09962153,0.00055500,0.00031566,0.00491999,0.06963715,0.10223326
-5.29164582,0.21794928,0.10752790,0.00064971,0.00036939,0.00524280,0.07538834,0.11355387
-5.28564282,0.24183773,0.11728516,0.00075511,0.00042920,0.00565659,0.08243493,0.12679848
-5.27963982,0.26942743,0.12888238,0.00087132,0.00049515,0.00616067,0.09076991,0.14196610
-5.27363682,0.30063800,0.14227364,0.00099820,0.00056717,0.00675266,0.10036163,0.15901736
-5.26763382,0.33530979,0.15737563,0.00113535,0.00064502,0.00742844,0.11115204,0.17787092
-5.26163082,0.37319891,0.17406591,0.00128209,0.00072832,0.00818211,0.12305532,0.19840061
-5.25562781,0.41397411,0.19218188,0.00143741,0.00081650,0.00900591,0.13595716,0.22043364
-5.24962481,0.45721612,0.21152086,0.00160001,0.00090882,0.00989031,0.14971475,0.24375006
-5.24362181,0.50241980,0.23184141,0.00176825,0.00100433,0.01082405,0.16415759,0.26808379
-5.23761881,0.54899950,0.25286608,0.00194020,0.00110195,0.01179432,0.17908946,0.29312545
-5.23161581,0.59629802,0.27428566,0.00211366,0.00120042,0.01278698,0.19429134,0.31852701
-5.22561281,0.64359895,0.29576511,0.00228620,0.00129835,0.01378687,0.20952554,0.34390840
-5.21960980,0.69014263,0.31695093,0.00245522,0.00139428,0.01477819,0.22454086,0.36886597
-5.21360680,0.73514519,0.33748002,0.00261801,0.00148664,0.01574493,0.23907885,0.39298267
-5.20760380,0.77782023,0.35698975,0.00277182,0.00157388,0.01667141,0.25288076,0.41583968
-5.20160080,0.81740258,0.37512883,0.00291398,0.00165447,0.01754281,0.26569527,0.43702906
-5.19559780,0.85317308,0.39156879,0.00304193,0.00172697,0.01834577,0.27728645,0.45616709
-5.18959480,0.88448357,0.40601546,0.00315337,0.00179005,0.01906895,0.28744182,0.47290760
-5.18359180,0.91078102,0.41822003,0.00324632,0.00184258,0.01970362,0.29598009,0.48695497
-5.17758879,0.93162966,0.42798926,0.00331918,0.00188365,0.02024416,0.30275822,0.49807597
-5.17158579,0.94673012,0.43519419,0.00337084,0.00191264,0.02068853,0.30767758,0.50611008
-5.16558279,0.95593476,0.43977715,0.00340072,0.00192920,0.02103862,0.31068869,0.51097776
-5.15957979,0.95925819,0.44175647,0.00340878,0.00193332,0.02130047,0.31179454,0.51268613
-5.15357679,0.95688258,0.44122883,0.00339560,0.00192534,0.02148439,0.31105214,0.51133197
-5.14757379,0.94915732,0.43836883,0.00336232,0.00190593,0.02160495,0.30857219,0.50710160
-5.14157079,0.93659294,0.43342594,0.00331067,0.00187610,0.02168069,0.30451686,0.50026779
-5.13556778,0.91984935,0.42671874,0.00324290,0.00183716,0.02173385,0.29909585,0.49118365
-5.12956478,0.89971894,0.41862665,0.00316176,0.00179072,0.02178979,0.29256053,0.48027373
-5.12356178,0.87710488,0.40957945,0.00307038,0.00173865,0.02187636,0.28519679,0.46802263
-5.11755878,0.85299563,0.40004486,0.00297222,0.00168300,0.02202306,0.27731646,0.45496156
-5.11155578,0.82843641,0.39051470,0.00287097,0.00162598,0.02226013,0.26924789,0.44165328
-5.10555278,0.80449865,0.38149000,0.00277043,0.00156990,0.02261756,0.26132585,0.42867596
-5.09954977,0.78224849,0.37346565,0.00267444,0.00151712,0.02312399,0.25388124,0.41660654
-5.09354677,0.76271536,0.36691506,0.00258671,0.00146997,0.02380563,0.24723085,0.40600399
-5.08754377,0.74686153,0.36227528,0.00251081,0.00143069,0.02468518,0.24166756,0.39739323
-5.08154077,0.73555369,0.35993307,0.00244997,0.00140141,0.02578074,0.23745134,0.39124988
-5.07553777,0.72953727,0.36021247,0.00240707,0.00138408,0.02710491,0.23480120,0.38798652
-5.06953477,0.72941422,0.36336397,0.00238452,0.00138038,0.02866393,0.23388847,0.38794067
-5.06353177,0.73562481,0.36955590,0.00238421,0.00139175,0.03045701,0.23483151,0.39136478
-5.05752876,0.74843386,0.37886804,0.00240745,0.00141929,0.03247586,0.23769202,0.39841857
-5.05152576,0.76792180,0.39128782,0.00245493,0.00146376,0.03470444,0.24247306,0.40916372
-5.04552276,0.79398061,0.40670909,0.00252670,0.00152556,0.03711894,0.24911869,0.42356113
-5.03951976,0.82631482,0.42493360,0.00262217,0.00160468,0.03968811,0.25751549,0.44147080
-5.03351676,0.86444741,0.44567509,0.00274010,0.00170069,0.04237370,0.26749560,0.46265419
-5.02751376,0.90773060,0.46856598,0.00287863,0.00181277,0.04513134,0.27884136,0.48677918
-5.02151076,0.95536114,0.49316637,0.00303531,0.00193971,0.04791157,0.29129139,0.51342737
-5.01550775,1.00639973,0.51897528,0.00320720,0.00207986,0.05066110,0.30454789,0.54210367
