energy_ev,total_up,Pd_p_up,Pd_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-5.56178089,3.44987522,0.64933221,3.28586809,0.08749412,0.04518410,0.08277397,0.00000000
-5.55577789,3.50792916,0.66806096,3.34187418,0.08901785,0.04552725,0.08292271,0.00000000
-5.54977489,3.56675016,0.68654709,3.39867260,0.09052479,0.04588201,0.08322449,0.00000000
-5.54377189,3.62467433,0.70414683,3.45475130,0.09194137,0.04623342,0.08360292,0.00000000
-5.53776888,3.68005271,0.72026000,3.50860175,0.09320024,0.04656571,0.08398677,0.00000000
-5.53176588,3.73130521,0.73434901,3.55876842,0.09424243,0.04686289,0.08431237,0.00000000
-5.52576288,3.77697290,0.74595560,3.60389716,0.09501931,0.04710921,0.08452553,0.00000000
-5.51975988,3.81576634,0.75471466,3.64278027,0.09549422,0.04728969,0.08458319,0.00000000
-5.51375688,3.84660788,0.76036463,3.67439658,0.09564360,0.04739064,0.08445455,0.00000000
-5.50775388,3.86866616,0.76275395,3.69794449,0.09545772,0.04740012,0.08412173,0.00000000
-5.50175088,3.88138104,0.76184343,3.71286656,0.09494083,0.04730834,0.08357994,0.00000000
-5.49574787,3.88447802,0.75770429,3.71886465,0.09411079,0.04710800,0.08283705,0.00000000
-5.48974487,3.87797136,0.75051216,3.71590463,0.09299818,0.04679452,0.08191276,0.00000000
-5.48374187,3.86215594,0.74053714,3.70421077,0.09164488,0.04636614,0.08083724,0.00000000
-5.47773887,3.83758815,0.72813051,3.68425005,0.09010225,0.04582399,0.07964936,0.00000000
-5.47173587,3.80505690,0.71370866,3.65670716,0.08842885,0.04517198,0.07839463,0.00000000
-5.46573287,3.76554623,0.69773488,3.62245155,0.08668802,0.04441663,0.07712281,0.00000000
-5.45972986,3.72019124,0.68069995,3.58249816,0.08494512,0.04356679,0.07588548,0.00000000
-5.45372686,3.67022957,0.66310222,3.53796376,0.08326492,0.04263333,0.07473347,0.00000000
-5.44772386,3.61695079,0.64542824,3.49002098,0.08170884,0.04162872,0.07371440,0.00000000
-5.44172086,3.56164582,0.62813446,3.43985222,0.08033259,0.04056659,0.07287042,0.00000000
-5.43571786,3.50555883,0.61163098,3.38860541,0.07918391,0.03946135,0.07223611,0.00000000
-5.42971486,3.44984360,0.59626788,3.33735362,0.07830083,0.03832770,0.07183689,0.00000000
-5.42371186,3.39552603,0.58232456,3.28706010,0.07771031,0.03718023,0.07168771,0.00000000
-5.41770885,3.34347426,0.57000249,3.23855011,0.07742739,0.03603308,0.07179230,0.00000000
-5.41170585,3.29437727,0.55942152,3.19249031,0.07745488,0.03489957,0.07214286,0.00000000
-5.40570285,3.24873264,0.55061975,3.14937644,0.07778354,0.03379196,0.07272037,0.00000000
-5.39969985,3.20684327,0.54355677,3.10952922,0.07839284,0.03272124,0.07349522,0.00000000
-5.39369685,3.16882295,0.53812007,3.07309826,0.07925200,0.03169695,0.07442844,0.00000000
-5.38769385,3.13460997,0.53413409,3.04007332,0.08032163,0.03072715,0.07547329,0.00000000
-5.38169085,3.10398758,0.53137149,3.01030212,0.08155545,0.02981832,0.07657711,0.00000000
-5.37568784,3.07661023,0.52956595,2.98351326,0.08290237,0.02897542,0.07768349,0.00000000
-5.36968484,3.05203395,0.52842600,2.95934326,0.08430860,0.02820193,0.07873449,0.00000000
-5.36368184,3.02974923,0.52764913,2.93736602,0.08571975,0.02749989,0.07967301,0.00000000
-5.35767884,3.00921502,0.52693560,2.91712332,0.08708289,0.02687010,0.08044494,0.00000000
-5.35167584,2.98989200,0.52600138,2.89815506,0.08834842,0.02631215,0.08100130,0.00000000
-5.34567284,2.97127388,0.52458974,2.88002772,0.08947164,0.02582461,0.08130002,0.00000000
-5.33966983,2.95291536,0.52248100,2.86235989,0.09041409,0.02540518,0.08130746,0.00000000
-5.33366683,2.93445563,0.51950015,2.84484401,0.09114455,0.02505082,0.08099951,0.00000000
-5.32766383,2.91563664,0.51552217,2.82726328,0.09163961,0.02475789,0.08036232,0.00000000
-5.32166083,2.89631550,0.51047495,2.80950342,0.09188395,0.02452231,0.07939256,0.00000000
-5.31565783,2.87647068,0.50433969,2.79155868,0.09187030,0.02433973,0.07809727,0.00000000
-5.30965483,2.85620203,0.49714912,2.77353223,0.09159905,0.02420557,0.07649329,0.00000000
-5.30365183,2.83572469,0.48898365,2.75563092,0.09107762,0.02411524,0.07460637,0.00000000
-5.29764882,2.81535738,0.47996562,2.73815484,0.09031962,0.02406421,0.07246988,0.00000000
-5.29164582,2.79550570,0.47025226,2.72148212,0.08934390,0.02404811,0.07012340,0.00000000
-5.28564282,2.77664123,0.46002751,2.70604970,0.08817344,0.02406281,0.06761103,0.00000000
-5.27963982,2.75927731,0.44949326,2.69233106,0.08683430,0.02410451,0.06497969,0.00000000
-5.27363682,2.74394269,0.43886036,2.68081157,0.08535449,0.02416975,0.06227738,0.00000000
-5.26763382,2.73115399,0.42833983,2.67196279,0.08376298,0.02425547,0.05955151,0.00000000
-5.26163082,2.72138836,0.41813453,2.66621665,0.08208875,0.02435902,0.05684739,0.00000000
-5.25562781,2.71505732,0.40843184,2.66394071,0.08036003,0.02447809,0.05420683,0.00000000
-5.24962481,2.71248310,0.39939733,2.66541560,0.07860362,0.02461075,0.05166712,0.00000000
-5.24362181,2.71387844,0.39116986,2.67081561,0.07684444,0.02475535,0.04926012,0.00000000
-5.23761881,2.71933095,0.38385808,2.68019364,0.07510511,0.02491045,0.04701176,0.00000000
-5.23161581,2.72879282,0.37753859,2.69347115,0.07340584,0.02507479,0.04494178,0.00000000
-5.22561281,2.74207666,0.37225559,2.71043392,0.07176436,0.02524718,0.04306376,0.00000000
-5.21960980,2.75885773,0.36802204,2.73073416,0.07019602,0.02542643,0.04138542,0.00000000
-5.21360680,2.77868302,0.36482236,2.75389912,0.06871398,0.02561131,0.03990915,0.00000000
-5.20760380,2.80098695,0.36261621,2.77934627,0.06732955,0.02580051,0.03863276,0.00000000
-5.20160080,2.82511339,0.36134348,2.80640461,0.06605254,0.02599258,0.03755036,0.00000000
-5.19559780,2.85034317,0.36092997,2.83434170,0.06489172,0.02618597,0.03665332,0.00000000
-5.18959480,2.87592637,0.36129368,2.86239517,0.06385529,0.02637903,0.03593137,0.00000000
-5.18359180,2.90111782,0.36235122,2.88980779,0.06295129,0.02657008,0.03537357,0.00000000
-5.17758879,2.92521453,0.36402423,2.91586436,0.06218811,0.02675748,0.03496940,0.00000000
-5.17158579,2.94759323,0.36624528,2.93992908,0.06157477,0.02693971,0.03470959,0.00000000
-5.16558279,2.96774637,0.36896317,2.96148137,0.06112127,0.02711547,0.03458691,0.00000000
-5.15957979,2.98531477,0.37214718,2.98014859,0.06083872,0.02728385,0.03459686,0.00000000
-5.15357679,3.00011523,0.37579012,2.99573398,0.06073934,0.02744437,0.03473801,0.00000000
-5.14757379,3.01216165,0.37991007,3.00823816,0.06083635,0.02759715,0.03501233,0.00000000
-5.14157079,3.02167853,0.38455059,3.01787327,0.06114362,0.02774301,0.03542518,0.00000000
-5.13556778,3.02910585,0.38977952,3.02506859,0.06167522,0.02788350,0.03598524,0.00000000
-5.12956478,3.03509516,0.39568637,3.03046741,0.06244477,0.02802102,0.03670415,0.00000000
-5.12356178,3.04049659,0.40237842,3.03491496,0.06346465,0.02815884,0.03759613,0.00000000
-5.11755878,3.04633753,0.40997590,3.03943786,0.06474516,0.02830107,0.03867741,0.00000000
-5.11155578,3.05379369,0.41860645,3.04521590,0.06629363,0.02845269,0.03996564,0.00000000
-5.10555278,3.06415376,0.42839920,3.05354725,0.06811348,0.02861946,0.04147929,0.00000000
-5.09954977,3.07877927,0.43947896,3.06580869,0.07020346,0.02880783,0.04323703,0.00000000
-5.09354677,3.09906134,0.45196078,3.08341233,0.07255693,0.02902484,0.04525721,0.00000000
-5.08754377,3.12637599,0.46594538,3.10776065,0.07516141,0.02927796,0.04755743,0.00000000
-5.08154077,3.16203989,0.48151552,3.14020161,0.07799842,0.02957488,0.05015418,0.00000000
-5.07553777,3.20726821,0.49873384,3.18198541,0.08104353,0.02992337,0.05306263,0.00000000
-5.06953477,3.26313588,0.51764195,3.23422443,0.08426682,0.03033097,0.05629654,0.00000000
-5.06353177,3.33054355,0.53826107,3.29785751,0.08763366,0.03080478,0.05986829,0.00000000
-5.05752876,3.41018914,0.56059388,3.37361959,0.09110583,0.03135119,0.06378887,0.00000000
-5.05152576,3.50254552,0.58462746,3.46201732,0.09464289,0.03197555,0.06806806,0.00000000
-5.04552276,3.60784451,0.61033703,3.56331109,0.09820380,0.03268194,0.07271446,0.00000000
-5.03951976,3.72606734,0.63768994,3.67750351,0.10174869,0.03347283,0.07773552,0.00000000
-5.03351676,3.85694126,0.66664961,3.80433437,0.10524066,0.03434885,0.08313740,0.00000000
-5.02751376,3.99994193,0.69717895,3.94328171,0.10864757,0.03530855,0.08892479,0.00000000
-5.02151076,4.15430110,0.72924273,4.09356882,0.11194364,0.03634814,0.09510038,0.00000000
-5.01550775,4.31901917,0.76280877,4.25417648,0.11511080,0.03746143,0.10166430,0.00000000
-5.00950475,4.49288192,0.79784756,4.42386030,0.11813969,0.03863968,0.10861329,0.00000000
-5.00350175,4.67448120,0.83433028,4.60117249,0.12103026,0.03987165,0.11593973,0.00000000
-4.99749875,4.86223900,0.87222532,4.78448784,0.12379191,0.04114364,0.12363063,0.00000000
-4.99149575,5.05443471,0.91149345,4.97203329,0.12644309,0.04243970,0.13166651,0.00000000
-4.98549275,5.24923513,0.95208205,5.16192090,0.12901049,0.04374193,0.14002040,0.00000000
-4.97948974,5.44472713,0.99391888,5.35218369,0.13152778,0.04503079,0.14865701,0.00000000
-4.97348674,5.63895254,1.03690599,5.54081384,0.13403393,0.04628561,0.15753211,0.00000000
-4.96748374,5.82994488,1.08091424,5.72580272,0.13657135,0.04748508,0.16659232,0.00000000
-4.96148074,6.01576751,1.12577924,5.90518202,0.13918370,0.04860789,0.17577521,0.00000000
-4.95547774,6.19455250,1.17129907,6.07706515,0.14191383,0.04963330,0.18501007,0.00000000
-4.94947474,6.36453948,1.21723425,6.23968801,0.14480163,0.05054178,0.19421896,0.00000000
-4.94347174,6.52411345,1.26331026,6.39144787,0.14788215,0.05131566,0.20331842,0.00000000
-4.93746873,6.67184050,1.30922267,6.53093947,0.15118393,0.05193967,0.21222152,0.00000000
-4.93146573,6.80650031,1.35464470,6.65698684,0.15472779,0.05240144,0.22084031,0.00000000
-4.92546273,6.92711416,1.39923696,6.76867000,0.15852593,0.05269196,0.22908851,0.00000000
-4.91945973,7.03296737,1.44265884,6.86534517,0.16258158,0.05280583,0.23688429,0.00000000
-4.91345673,7.12362505,1.48458090,6.94665780,0.16688907,0.05274151,0.24415301,0.00000000
-4.90745373,7.19894041,1.52469749,7.01254771,0.17143433,0.05250130,0.25082969,0.00000000
-4.90145073,7.25905501,1.56273876,7.06324593,0.17619585,0.05209133,0.25686117,0.00000000
-4.89544772,7.30439068,1.59848137,7.09926325,0.18114581,0.05152129,0.26220775,0.00000000
-4.88944472,7.33563323,1.63175709,7.12137077,0.18625167,0.05080416,0.26684416,0.00000000
-4.88344172,7.35370839,1.66245871,7.13057305,0.19147770,0.04995576,0.27075991,0.00000000
-4.87743872,7.35975080,1.69054292,7.12807488,0.19678668,0.04899423,0.27395885,0.00000000
-4.87143572,7.35506713,1.71602983,7.11524289,0.20214152,0.04793949,0.27645814,0.00000000
-4.86543272,7.34109479,1.73899930,7.09356334,0.20750673,0.04681260,0.27828649,0.00000000
-4.85942971,7.31935759,1.75958412,7.06459769,0.21284978,0.04563517,0.27948197,0.00000000
-4.85342671,7.29142022,1.77796064,7.02993759,0.21814206,0.04442875,0.28008940,0.00000000
-4.84742371,7.25884298,1.79433736,6.99116070,0.22335967,0.04321422,0.28015756,0.00000000
-4.84142071,7.22313843,1.80894218,6.94978881,0.22848386,0.04201134,0.27973637,0.00000000
-4.83541771,7.18573135,1.82200911,6.90724954,0.23350111,0.04083821,0.27887424,0.00000000
-4.82941471,7.14792302,1.83376522,6.86484259,0.23840297,0.03971096,0.27761571,0.00000000
-4.82341171,7.11086098,1.84441858,6.82371116,0.24318561,0.03864339,0.27599953,0.00000000
-4.81740870,7.07551456,1.85414767,6.78481920,0.24784908,0.03764678,0.27405734,0.00000000
-4.81140570,7.04265674,1.86309305,6.74893453,0.25239642,0.03672975,0.27181293,0.00000000
-4.80540270,7.01285229,1.87135131,6.71661788,0.25683265,0.03589821,0.26928212,0.00000000
-4.79939970,6.98645197,1.87897169,6.68821761,0.26116359,0.03515535,0.26647325,0.00000000
-4.79339670,6.96359246,1.88595518,6.66386974,0.26539467,0.03450177,0.26338820,0.00000000
-4.78739370,6.94420158,1.89225614,6.64350280,0.26952979,0.03393559,0.26002390,0.00000000
-4.78139070,6.92800811,1.89778594,6.62684710,0.27357014,0.03345264,0.25637402,0.00000000
-4.77538769,6.91455580,1.90241838,6.61344785,0.27751322,0.03304667,0.25243099,0.00000000
-4.76938469,6.90322089,1.90599645,6.60268175,0.28135193,0.03270967,0.24818799,0.00000000
-4.76338169,6.89323266,1.90833983,6.59377649,0.28507390,0.03243208,0.24364079,0.00000000
-4.75737869,6.88369668,1.90925288,6.58583304,0.28866097,0.03220313,0.23878952,0.00000000
-4.75137569,6.87362020,1.90853264,6.57785026,0.29208895,0.03201117,0.23363999,0.00000000
-4.74537269,6.86193955,1.90597642,6.56875155,0.29532767,0.03184391,0.22820481,0.00000000
-4.73936968,6.84754894,1.90138891,6.55741329,0.29834125,0.03168881,0.22250394,0.00000000
-4.73336668,6.82933065,1.89458851,6.54269476,0.30108869,0.03153336,0.21656500,0.00000000
-4.72736368,6.80618585,1.88541279,6.52346893,0.30352471,0.03136538,0.21042306,0.00000000
-4.72136068,6.77706580,1.87372308,6.49865384,0.30560083,0.03117331,0.20412020,0.00000000
-4.71535768,6.74100271,1.85940815,6.46724374,0.30726672,0.03094650,0.19770467,0.00000000
-4.70935468,6.69713951,1.84238704,6.42833930,0.30847165,0.03067541,0.19122997,0.00000000
-4.70335168,6.64475782,1.82261116,6.38117608,0.30916608,0.03035189,0.18475362,0.00000000
-4.69734867,6.58330318,1.80006556,6.32515025,0.30930335,0.02996932,0.17833594,0.00000000
-4.69134567,6.51240665,1.77476958,6.25984085,0.30884128,0.02952277,0.17203879,0.00000000
-4.68534267,6.43190190,1.74677685,6.18502735,0.30774369,0.02900914,0.16592428,0.00000000
-4.67933967,6.34183698,1.71617471,6.10070222,0.30598184,0.02842717,0.16005356,0.00000000
-4.67333667,6.24248033,1.68308301,6.00707743,0.30353553,0.02777750,0.15448566,0.00000000
-4.66733367,6.13432036,1.64765246,5.90458489,0.30039406,0.02706261,0.14927641,0.00000000
-4.66133067,6.01805860,1.61006242,5.79387038,0.29655679,0.02628677,0.14447746,0.00000000
-4.65532766,5.89459664,1.57051834,5.67578138,0.29203342,0.02545586,0.14013535,0.00000000
-4.64932466,5.76501698,1.52924875,5.55134903,0.28684397,0.02457727,0.13629063,0.00000000
-4.64332166,5.63055887,1.48650213,5.42176498,0.28101837,0.02365965,0.13297710,0.00000000
-4.63731866,5.49258970,1.44254354,5.28835414,0.27459589,0.02271267,0.13022103,0.00000000
-4.63131566,5.35257329,1.39765124,5.15254414,0.26762426,0.02174680,0.12804055,0.00000000
-4.62531266,5.21203623,1.35211346,5.01583299,0.26015861,0.02077298,0.12644498,0.00000000
-4.61930965,5.07253346,1.30622537,4.87975590,0.25226032,0.01980238,0.12543443,0.00000000
-4.61330665,4.93561447,1.26028631,4.74585250,0.24399582,0.01884611,0.12499937,0.00000000
-4.60730365,4.80279105,1.21459738,4.61563549,0.23543528,0.01791494,0.12512045,0.00000000
-4.60130065,4.67550764,1.16945947,4.49056155,0.22665147,0.01701909,0.12576857,0.00000000
-4.59529765,4.55511493,1.12517152,4.37200520,0.21771856,0.01616797,0.12690503,0.00000000
-4.58929465,4.44284728,1.08202907,4.26123591,0.20871109,0.01537001,0.12848210,0.00000000
-4.58329165,4.33980402,1.04032298,4.15939881,0.19970298,0.01463251,0.13044382,0.00000000
-4.57728864,4.24693474,1.00033812,4.06749881,0.19076665,0.01396152,0.13272706,0.00000000
-4.57128564,4.16502828,0.96235189,3.98638798,0.18197227,0.01336178,0.13526296,0.00000000
-4.56528264,4.09470514,0.92663240,3.91675590,0.17338699,0.01283666,0.13797855,0.00000000
-4.55927964,4.03641269,0.89343626,3.85912247,0.16507426,0.01238817,0.14079862,0.00000000
-4.55327664,3.99042281,0.86300570,3.81383292,0.15709321,0.01201698,0.14364782,0.00000000
-4.54727364,3.95683147,0.83556517,3.78105451,0.14949798,0.01172250,0.14645278,0.00000000
-4.54127064,3.93555976,0.81131725,3.76077475,0.14233705,0.01150295,0.14914428,0.00000000
-4.53526763,3.92635627,0.79043804,3.75280092,0.13565264,0.01135545,0.15165931,0.00000000
-4.52926463,3.92880046,0.77307212,3.75676106,0.12948005,0.01127614,0.15394302,0.00000000
-4.52326163,3.94230728,0.75932737,3.77210637,0.12384703,0.01126031,0.15595033,0.00000000
-4.51725863,3.96613303,0.74926973,3.79811544,0.11877323,0.01130253,0.15764725,0.00000000
-4.51125563,3.99938286,0.74291838,3.83390065,0.11426968,0.01139674,0.15901174,0.00000000
-4.50525263,4.04102015,0.74024154,3.87841715,0.11033847,0.01153644,0.16003419,0.00000000
-4.49924962,4.08987827,0.74115322,3.93047483,0.10697248,0.01171476,0.16071730,0.00000000
-4.49324662,4.14467492,0.74551122,3.98875359,0.10415533,0.01192461,0.16107560,0.00000000
-4.48724362,4.20402946,0.75311660,4.05182221,0.10186162,0.01215879,0.16113437,0.00000000
-4.48124062,4.26648321,0.76371490,4.11816068,0.10005724,0.01241007,0.16092828,0.00000000
-4.47523762,4.33052269,0.77699901,4.18618610,0.09870011,0.01267135,0.16049953,0.00000000
-4.46923462,4.39460564,0.79261396,4.25428145,0.09774100,0.01293569,0.15989589,0.00000000
-4.46323162,4.45718912,0.81016336,4.32082684,0.09712468,0.01319645,0.15916837,0.00000000
-4.45722861,4.51675918,0.82921744,4.38423227,0.09679123,0.01344733,0.15836897,0.00000000
-4.45122561,4.57186117,0.84932240,4.44297102,0.09667753,0.01368249,0.15754837,0.00000000
-4.44522261,4.62112973,0.87001070,4.49561236,0.09671886,0.01389655,0.15675376,0.00000000
-4.43921961,4.66331733,0.89081200,4.54085258,0.09685059,0.01408471,0.15602687,0.00000000
-4.43321661,4.69732034,0.91126437,4.57754314,0.09700982,0.01424277,0.15540227,0.00000000
-4.42721361,4.72220169,0.93092511,4.60471470,0.09713701,0.01436715,0.15490603,0.00000000
-4.42121061,4.73720911,0.94938117,4.62159640,0.09717755,0.01445492,0.15455471,0.00000000
-4.41520760,4.74178835,0.96625835,4.62762948,0.09708304,0.01450381,0.15435479,0.00000000
-4.40920460,4.73559103,0.98122943,4.62247481,0.09681246,0.01451222,0.15430251,0.00000000
-4.40320160,4.71847674,0.99402058,4.60601440,0.09633310,0.01447920,0.15438407,0.00000000
-4.39719860,4.69050968,1.00441618,4.57834673,0.09562114,0.01440438,0.15457625,0.00000000
-4.39119560,4.65195016,1.01226189,4.53977666,0.09466205,0.01428803,0.15484738,0.00000000
-4.38519260,4.60324146,1.01746598,4.49080027,0.09345065,0.01413094,0.15515857,0.00000000
-4.37918959,4.54499301,1.01999904,4.43208587,0.09199094,0.01393439,0.15546530,0.00000000
-4.37318659,4.47796076,1.01989227,4.36445184,0.09029568,0.01370015,0.15571908,0.00000000
-4.36718359,4.40302566,1.01723453,4.28884265,0.08838575,0.01343037,0.15586942,0.00000000
-4.36118059,4.32117138,1.01216842,4.20630401,0.08628940,0.01312758,0.15586574,0.00000000
-4.35517759,4.23346211,1.00488559,4.11795823,0.08404129,0.01279466,0.15565940,0.00000000
-4.34917459,4.14102137,0.99562168,4.02498064,0.08168152,0.01243473,0.15520567,0.00000000
-4.34317159,4.04501231,0.98465083,3.92857789,0.07925460,0.01205122,0.15446555,0.00000000
-4.33716858,3.94662023,0.97228027,3.82996849,0.07680840,0.01164777,0.15340751,0.00000000
-4.33116558,3.84703732,0.95884480,3.73036622,0.07439312,0.01122824,0.15200891,0.00000000
-4.32516258,3.74744989,0.94470144,3.63096616,0.07206032,0.01079668,0.15025720,0.00000000
-4.31915958,3.64902793,0.93022421,3.53293359,0.06986198,0.01035734,0.14815077,0.00000000
-4.31315658,3.55291656,0.91579901,3.43739532,0.06784963,0.00991459,0.14569947,0.00000000
-4.30715358,3.46022923,0.90181849,3.34543313,0.06607352,0.00947297,0.14292469,0.00000000
