energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up
-5.78989495,8.25617106,0.04933568,1.22462473,2.56394382,3.21580181,0.77379428,0.43672762,0.08734969,2.68953966
-5.78389195,8.57437739,0.05063580,1.27090241,2.69600280,3.33720590,0.78984533,0.46026157,0.09096572,2.77878040
-5.77788894,8.93093411,0.05192459,1.32516950,2.84087767,3.47813680,0.80758061,0.48514781,0.09451187,2.87656227
-5.77188594,9.32000398,0.05318055,1.38664406,2.99696525,3.63612294,0.82657917,0.51104879,0.09795494,2.98100573
-5.76588294,9.73537327,0.05438271,1.45443882,3.16248666,3.80848475,0.84643413,0.53761465,0.10126182,3.09020995
-5.75987994,10.17050949,0.05551115,1.52756701,3.33549693,3.99236051,0.86675697,0.56448629,0.10439962,3.20227133
-5.75387694,10.61861818,0.05654734,1.60494953,3.51389697,4.18473254,0.88718023,0.59129827,0.10733580,3.31529887
-5.74787394,11.07270210,0.05747443,1.68542369,3.69544870,4.38245529,0.90735900,0.61768201,0.11003826,3.42742755
-5.74187094,11.52562558,0.05827748,1.76775439,3.87779464,4.58228643,0.92697144,0.64326906,0.11247556,3.53683062
-5.73586793,11.97018702,0.05894356,1.85064789,4.05848266,4.78092200,0.94571869,0.66769485,0.11461728,3.64173200
-5.72986493,12.39920135,0.05946182,1.93276872,4.23499646,4.97503649,0.96332467,0.69060274,0.11643433,3.74041979
-5.72386193,12.80559386,0.05982351,2.01275960,4.40479220,5.16132822,0.97953588,0.71164861,0.11789949,3.83126145
-5.71785893,13.18250521,0.06002192,2.08926438,4.56534086,5.33656976,0.99412175,0.73050588,0.11898801,3.91272141
-5.71185593,13.52340673,0.06005234,2.16095359,4.71417587,5.49766297,1.00687555,0.74687090,0.11967822,3.98338090
-5.70585293,13.82222338,0.05991200,2.22655204,4.84894485,5.64169733,1.01761602,0.76046862,0.11995221,4.04196008
-5.69984992,14.07346104,0.05959999,2.28486758,4.96746393,5.76601006,1.02618979,0.77105835,0.11979661,4.08734148
-5.69384692,14.27233343,0.05911721,2.33482014,5.06777275,5.86824586,1.03247428,0.77843947,0.11920315,4.11859410
-5.68784392,14.41488335,0.05846633,2.37546985,5.14818785,5.94641400,1.03638110,0.78245674,0.11816930,4.13499682
-5.68184092,14.49809253,0.05765171,2.40604310,5.20735213,5.99894017,1.03785942,0.78300501,0.11669872,4.13605960
-5.67583792,14.51997423,0.05667936,2.42595524,5.24427787,6.02471060,1.03689905,0.78003315,0.11480153,4.12154119
-5.66983492,14.47964299,0.05555690,2.43482892,5.25838095,6.02310598,1.03353287,0.77354672,0.11249445,4.09146175
-5.66383192,14.37735685,0.05429348,2.43250694,5.24950419,5.99402328,1.02783807,0.76360951,0.10980065,4.04610922
-5.65782891,14.21452809,0.05289970,2.41905880,5.21792820,5.93788352,1.01993608,0.75034347,0.10674946,3.98603827
-5.65182591,13.99370032,0.05138746,2.39478053,5.16436841,5.85562477,1.00999067,0.73392707,0.10337584,3.91206139
-5.64582291,13.71849090,0.04976985,2.36018740,5.08995800,5.74867975,0.99820435,0.71459219,0.09971958,3.82523177
-5.63981991,13.39349976,0.04806096,2.31599961,4.99621674,5.61893852,0.98481278,0.69261929,0.09582445,3.72681820
-5.63381691,13.02418709,0.04627562,2.26312147,4.88500681,5.46869718,0.97007753,0.66833126,0.09173712,3.61827283
-5.62781391,12.61672406,0.04442922,2.20261462,4.75847709,5.30059431,0.95427724,0.64208601,0.08750607,3.50119276
-5.62181091,12.17782234,0.04253741,2.13566645,4.61899817,5.11753757,0.93769775,0.61426807,0.08318039,3.37727715
-5.61580790,11.71454876,0.04061586,2.06355478,4.46909086,4.92262303,0.92062148,0.58527956,0.07880862,3.24828137
-5.60980490,11.23413275,0.03867996,1.98761042,4.31135120,4.71905050,0.90331677,0.55553072,0.07443768,3.11597043
-5.60380190,10.74377390,0.03674459,1.90917884,4.14837518,4.51003800,0.88602767,0.52543054,0.07011187,2.98207338
-5.59779890,10.25045743,0.03482392,1.82958264,3.98268642,4.29873849,0.86896469,0.49537760,0.06587201,2.84824076
-5.59179590,9.76078413,0.03293116,1.75008617,3.81666976,4.08816212,0.85229719,0.46575165,0.06175471,2.71600658
-5.58579290,9.28082105,0.03107843,1.67186362,3.65251339,3.88110640,0.83614765,0.43690596,0.05779194,2.58675652
-5.57978989,8.81597759,0.02927668,1.59597155,3.49216151,3.68009660,0.82058829,0.40916087,0.05401060,2.46170298
-5.57378689,8.37091036,0.02753557,1.52332685,3.33727914,3.48733814,0.80564012,0.38279851,0.05043243,2.34186795
-5.56778389,7.94945862,0.02586345,1.45469059,3.18922964,3.30468169,0.79127447,0.35805892,0.04707401,2.22807360
-5.56178089,7.55461068,0.02426741,1.39065799,3.04906518,3.13360179,0.77741696,0.33513748,0.04394690,2.12094051
-5.55577789,7.18850013,0.02275327,1.33165450,2.91752938,2.97518847,0.76395349,0.31418374,0.04105794,2.02089295
-5.54977489,6.85242946,0.02132563,1.27793772,2.79507117,2.83015133,0.75073809,0.29530143,0.03840961,1.92817010
-5.54377189,6.54691773,0.01998796,1.22960461,2.68186796,2.69883485,0.73760202,0.27854969,0.03600047,1.84284246
-5.53776888,6.27176831,0.01874267,1.18660322,2.57785626,2.58124344,0.72436368,0.26394519,0.03382562,1.76483183
-5.53176588,6.02615194,0.01759117,1.14874825,2.48276762,2.47707450,0.71083875,0.25146520,0.03187721,1.69393385
-5.52576288,5.80870061,0.01653389,1.11573938,2.39616754,2.38575748,0.69685011,0.24105123,0.03014492,1.62984171
-5.51975988,5.61760777,0.01557039,1.08718158,2.31749542,2.30649731,0.68223700,0.23261328,0.02861638,1.57217008
-5.51375688,5.45073064,0.01469936,1.06260644,2.24610348,2.23832013,0.66686309,0.22603431,0.02727763,1.52047811
-5.50775388,5.30569111,0.01391867,1.04149375,2.18129334,2.18011980,0.65062305,0.22117515,0.02611353,1.47429105
-5.50175088,5.17997225,0.01322536,1.02329263,2.12234890,2.13070384,0.63344755,0.21787934,0.02510809,1.43311977
-5.49574787,5.07100823,0.01261570,1.00744156,2.06856485,2.08883730,0.61530649,0.21597817,0.02424477,1.39647803
-5.48974487,4.97626611,0.01208522,0.99338697,2.01927045,2.05328396,0.59621050,0.21529555,0.02350686,1.36389734
-5.48374187,4.89331844,0.01162874,0.98059999,1.97384851,2.02284379,0.57621088,0.21565288,0.02287767,1.33493966
-5.47773887,4.81990646,0.01124043,0.96859114,1.93174993,1.99638646,0.55539797,0.21687374,0.02234087,1.30920785
-5.47173587,4.75399365,0.01091390,0.95692286,1.89250414,1.97288035,0.53389847,0.21878836,0.02188069,1.28635443
-5.46573287,4.69381006,0.01064232,0.94521989,1.85572626,1.95141698,0.51187167,0.22123780,0.02148221,1.26608867
-5.45972986,4.63788757,0.01041850,0.93317745,1.82112136,1.93123078,0.48950509,0.22407792,0.02113159,1.24818239
-5.45372686,4.58508668,0.01023511,0.92056725,1.78848663,1.91171412,0.46700969,0.22718283,0.02081633,1.23247458
-5.44772386,4.53461486,0.01008478,0.90724146,1.75771185,1.89242777,0.44461491,0.23044797,0.02052547,1.21887494
-5.44172086,4.48603688,0.00996030,0.89313466,1.72877839,1.87310665,0.42256371,0.23379261,0.02024986,1.20736629
-5.43571786,4.43927695,0.00985478,0.87826377,1.70175718,1.85366108,0.40110779,0.23716175,0.01998227,1.19800570
-5.42971486,4.39461263,0.00976188,0.86272604,1.67680529,1.83417358,0.38050304,0.24052728,0.01971760,1.19092426
-5.42371186,4.35266025,0.00967587,0.84669514,1.65416121,1.81489118,0.36100526,0.24388837,0.01945293,1.18632502
-5.41770885,4.31435168,0.00959186,0.83041534,1.63413850,1.79621348,0.34286618,0.24727105,0.01918758,1.18447902
-5.41170585,4.28090212,0.00950586,0.81419381,1.61711740,1.77867657,0.32632961,0.25072687,0.01892306,1.18571894
-5.40570285,4.25376898,0.00941483,0.79839113,1.60353420,1.76293288,0.31162781,0.25433066,0.01866297,1.19043025
-5.39969985,4.23460192,0.00931677,0.78341008,1.59386802,1.74972751,0.29897787,0.25817741,0.01841280,1.19903965
-5.39369685,4.22518467,0.00921069,0.76968290,1.58862497,1.73987113,0.28857807,0.26237833,0.01817966,1.21200078
-5.38769385,4.22736921,0.00909655,0.75765723,1.58831950,1.73421016,0.28060415,0.26705610,0.01797195,1.22977729
-5.38169085,4.24300389,0.00897518,0.74778095,1.59345352,1.73359476,0.27520554,0.27233951,0.01779895,1.25282351
-5.37568784,4.27385678,0.00884820,0.74048638,1.60449334,1.73884534,0.27250140,0.27835758,0.01767036,1.28156313
-5.36968484,4.32153657,0.00871785,0.73617423,1.62184541,1.75071848,0.27257677,0.28523340,0.01759579,1.31636661
-5.36368184,4.38741333,0.00858681,0.73519777,1.64583148,1.76987321,0.27547871,0.29307779,0.01758428,1.35752777
-5.35767884,4.47254174,0.00845808,0.73784773,1.67666433,1.79683869,0.28121280,0.30198310,0.01764379,1.40524069
-5.35167584,4.57758988,0.00833476,0.74433859,1.71442514,1.83198432,0.28973997,0.31201739,0.01778068,1.45957774
-5.34567284,4.70277642,0.00821988,0.75479673,1.75904364,1.87549353,0.30097411,0.32321910,0.01799935,1.52046976
-5.33966983,4.84781919,0.00811627,0.76925101,1.81028228,1.92734223,0.31478057,0.33559262,0.01830181,1.58768941
-5.33366683,5.01189807,0.00802638,0.78762630,1.86772539,1.98728304,0.33097577,0.34910478,0.01868742,1.66083875
-5.32766383,5.19363450,0.00795219,0.80974038,1.93077443,2.05483626,0.34932821,0.36368269,0.01915276,1.73934190
-5.32166083,5.39108991,0.00789510,0.83530447,1.99864979,2.12928830,0.36956098,0.37921281,0.01969151,1.82244354
-5.31565783,5.60178431,0.00785586,0.86392766,2.07039991,2.20969829,0.39135593,0.39554159,0.02029453,1.90921394
-5.30965483,5.82273612,0.00783459,0.89512532,2.14491770,2.29491318,0.41435959,0.41247766,0.02095004,1.99856086
-5.30365183,6.05052318,0.00783075,0.92833127,2.22096408,2.38359138,0.43819067,0.42979557,0.02164394,2.08924843
-5.29764882,6.28136408,0.00784317,0.96291358,2.29719837,2.47423476,0.46244927,0.44724103,0.02236015,2.17992283
-5.29164582,6.51121839,0.00787018,0.99819359,2.37221445,2.56522843,0.48672733,0.46453762,0.02308118,2.26914450
-5.28564282,6.73590301,0.00790968,1.03346742,2.44458182,2.65488736,0.51062031,0.48139466,0.02378866,2.35542585
-5.27963982,6.95122148,0.00795925,1.06802952,2.51288999,2.74150861,0.53373952,0.49751622,0.02446396,2.43727367
-5.27363682,7.15310210,0.00801638,1.10119724,2.57579483,2.82342756,0.55572488,0.51261077,0.02508889,2.51323483
-5.26763382,7.33774019,0.00807860,1.13233559,2.63206492,2.89907642,0.57625753,0.52640130,0.02564633,2.58194381
-5.26163082,7.50173923,0.00814369,1.16088132,2.68062629,2.96704266,0.59507177,0.53863550,0.02612086,2.64217033
-5.25562781,7.64224557,0.00820989,1.18636514,2.72060365,3.02612554,0.61196604,0.54909568,0.02649940,2.69286534
-5.24962481,7.75707124,0.00827613,1.20843141,2.75135633,3.07538810,0.62681221,0.55760799,0.02677169,2.73320355
-5.24362181,7.84479945,0.00834222,1.22685415,2.77250747,3.11420256,0.63956289,0.56405057,0.02693076,2.76262075
-5.23761881,7.90486809,0.00840912,1.24154878,2.78396500,3.14228701,0.65025629,0.56836040,0.02697324,2.78084434
-5.23161581,7.93762678,0.00847908,1.25257893,2.78593334,3.15973143,0.65901847,0.57053840,0.02689959,2.78791545
-5.22561281,7.94436444,0.00855587,1.26015766,2.77891514,3.16701154,0.66606245,0.57065266,0.02671421,2.78420188
-5.21960980,7.92730463,0.00864492,1.26464318,2.76370254,3.16498936,0.67168443,0.56883950,0.02642538,2.77040054
-5.21360680,7.88956789,0.00875346,1.26652865,2.74135815,3.15489980,0.67625675,0.56530242,0.02604513,2.74752945
-5.20760380,7.83510087,0.00889059,1.26642651,2.71318599,3.13832309,0.68021802,0.56030875,0.02558895,2.71690877
-5.20160080,7.76857382,0.00906735,1.26504763,2.68069332,3.11714364,0.68406029,0.55418413,0.02507545,2.68013153
-5.19559780,7.69524897,0.00929669,1.26317590,2.64554446,3.09349611,0.68831394,0.54730499,0.02452587,2.63902469
-5.18959480,7.62082379,0.00959339,1.26163921,2.60950818,3.06970031,0.69353041,0.54008919,0.02396356,2.59560149
-5.18359180,7.55125390,0.00997391,1.26127774,2.57440038,3.04818703,0.70026351,0.53298512,0.02341336,2.55200678
-5.17758879,7.49256162,0.01045620,1.26291080,2.54202413,3.03141702,0.70904979,0.52645957,0.02290097,2.51045679
-5.17158579,7.45063660,0.01105939,1.26730345,2.51410920,3.02179604,0.72038873,0.52098481,0.02245233,2.47317540
-5.16558279,7.43103548,0.01180345,1.27513423,2.49225317,3.02158897,0.73472336,0.51702525,0.02209291,2.44232881
-5.15957979,7.43878784,0.01270872,1.28696541,2.47786656,3.03283605,0.75242209,0.51502400,0.02184706,2.41996087
-5.15357679,7.47821539,0.01379540,1.30321682,2.47212374,3.05727440,0.77376246,0.51538997,0.02173744,2.40793107
-5.14757379,7.55277117,0.01508303,1.32414468,2.47592174,3.09626780,0.79891744,0.51848571,0.02178439,2.40785719
-5.14157079,7.66490477,0.01658984,1.34982613,2.48984833,3.15074755,0.82794491,0.52461640,0.02200543,2.42106461
-5.13556778,7.81595884,0.01833206,1.38015042,2.51416083,3.22116675,0.86078081,0.53402041,0.02241480,2.44854371
-5.12956478,8.00610080,0.02032331,1.41481706,2.54877627,3.30746992,0.89723638,0.54686165,0.02302306,2.49091704
-5.12356178,8.23429286,0.02257391,1.45334132,2.59327343,3.40907945,0.93699965,0.56322384,0.02383679,2.54841707
-5.11755878,8.49830153,0.02509021,1.49506675,2.64690658,3.52489964,0.97964133,0.58310709,0.02485837,2.62087548
-5.11155578,8.79474675,0.02787399,1.53918440,2.70863048,3.65333842,1.02462496,0.60642661,0.02608585,2.70772424
-5.10555278,9.11918909,0.03092199,1.58475805,2.77713546,3.79234628,1.07132108,0.63301380,0.02751288,2.80800854
-5.09954977,9.46625220,0.03422541,1.63075431,2.85089139,3.93947115,1.11902493,0.66261956,0.02912879,2.92041116
-5.09354677,9.82977609,0.03776966,1.67607654,2.92819863,4.09192757,1.16697714,0.69491977,0.03091873,3.04328750
-5.08754377,10.20299602,0.04153420,1.71960105,3.00724401,4.24667750,1.21438658,0.72952275,0.03286387,3.17471020
-5.08154077,10.57874045,0.04549248,1.76021424,3.08615967,4.40052017,1.26045464,0.76597846,0.03494174,3.31252189
-5.07553777,10.94964115,0.04961219,1.79684914,3.16308250,4.55018758,1.30439995,0.80378930,0.03712661,3.45439435
-5.06953477,11.30834792,0.05385554,1.82851986,3.23621191,4.69244224,1.34548254,0.84242198,0.03938999,3.59789214
-5.06353177,11.64774029,0.05817986,1.85435269,3.30386390,4.82417368,1.38302672,0.88132035,0.04170111,3.74053865
-5.05752876,11.96112887,0.06253820,1.87361265,3.36451950,4.94249005,1.41644149,0.91991870,0.04402755,3.87988235
-5.05152576,12.24243946,0.06688029,1.88572466,3.41686605,5.04480176,1.44523799,0.95765511,0.04633587,4.01356111
-5.04552276,12.48637384,0.07115342,1.89028858,3.45982995,5.12889406,1.46904320,0.99398464,0.04859230,4.13936256
-5.03951976,12.68854216,0.07530364,1.88708785,3.49260028,5.19298619,1.48760930,1.02839178,0.05076338,4.25527843
-5.03351676,12.84556307,0.07927687,1.87609166,3.51464257,5.23577522,1.50081872,1.06040204,0.05281672,4.35955144
-5.02751376,12.95512934,0.08302011,1.85745077,3.52570288,5.25646343,1.50868435,1.08959217,0.05472169,4.45071309
-5.02151076,13.01603763,0.08648272,1.83148758,3.52580255,5.25476860,1.51134533,1.11559888,0.05645009,4.52761178
-5.01550775,13.02818325,0.08961754,1.79868112,3.51522425,5.23091767,1.50905851,1.13812585,0.05797681,4.58943035
-5.00950475,12.99252149,0.09238204,1.75964764,3.49449036,5.18562452,1.50218614,1.15694882,0.05928046,4.63569313
-5.00350175,12.91099883,0.09473931,1.71511800,3.46433503,5.12005343,1.49118028,1.17191886,0.06034387,4.66626279
-4.99749875,12.78645809,0.09665894,1.66591277,3.42567125,5.03577053,1.47656479,1.18296357,0.06115462,4.68132770
-4.99149575,12.62252276,0.09811770,1.61291604,3.37955447,4.93468548,1.45891548,1.19008662,0.06170539,4.68138091
-4.98549275,12.42346609,0.09910005,1.55704908,3.32714435,4.81898647,1.43883955,1.19336549,0.06199425,4.66719215
-4.97948974,12.19407072,0.09959852,1.49924466,3.26966623,4.69107124,1.41695489,1.19294779,0.06202484,4.63977435
-4.97348674,11.93948509,0.09961373,1.44042291,3.20837366,4.55347726,1.39387021,1.18904628,0.06180642,4.60034660
-4.96748374,11.66508188,0.09915437,1.38146942,3.14451332,4.40881366,1.37016671,1.18193296,0.06135377,4.55029499
-4.96148074,11.37632370,0.09823691,1.32321614,3.07929340,4.25969746,1.34638190,1.17193232,0.06068702,4.49113314
-4.95547774,11.07864024,0.09688509,1.26642535,3.01385644,4.10869606,1.32299618,1.15941426,0.05983123,4.42446383
-4.94947474,10.77731993,0.09512933,1.21177717,2.94925698,3.95827754,1.30042237,1.14478651,0.05881596,4.35194284
-4.94347174,10.47741852,0.09300597,1.15986039,2.88644467,3.81076977,1.27899868,1.12848717,0.05767462,4.27524595
-4.93746873,10.18368530,0.09055636,1.11116690,2.82625259,3.66832872,1.25898497,1.11097707,0.05644373,4.19603955
-4.93146573,9.90050710,0.08782592,1.06608925,2.76939092,3.53291576,1.24056228,1.09273229,0.05516209,4.11595511
-4.92546273,9.63186877,0.08486309,1.02492121,2.71644524,3.40628348,1.22383548,1.07423672,0.05386985,4.03656731
-4.91945973,9.38132840,0.08171830,0.98786092,2.66787897,3.28996878,1.20883852,1.05597470,0.05260753,3.95937543
-4.91345673,9.15200448,0.07844291,0.95501621,2.62403917,3.18529214,1.19554204,1.03842356,0.05141498,3.88578739
-4.90745373,8.94657220,0.07508816,0.92641156,2.58516469,3.09336126,1.18386259,1.02204614,0.05033037,3.81710576
-4.90145073,8.76726578,0.07170423,0.90199624,2.55139577,3.01507774,1.17367301,1.00728310,0.04938919,3.75451494
-4.89544772,8.61588373,0.06833922,0.88165317,2.52278419,2.95114507,1.16481334,0.99454505,0.04862330,3.69906880
-4.88944472,8.49379472,0.06503843,0.86520801,2.49930301,2.90207680,1.15710170,0.98420451,0.04806009,3.65167850
-4.88344172,8.40194178,0.06184349,0.85243805,2.48085523,2.86820355,1.15034458,0.97658771,0.04772172,3.61309992
-4.87743872,8.34084380,0.05879179,0.84308068,2.46728087,2.84967841,1.14434605,0.97196649,0.04762453,3.58392092
-4.87143572,8.31059379,0.05591590,0.83684100,2.45836197,2.84648013,1.13891559,0.97055046,0.04777858,3.56454871
-4.86543272,8.31085415,0.05324318,0.83339867,2.45382566,2.85841425,1.13387430,0.97247969,0.04818742,3.55519770
-4.85942971,8.34085044,0.05079545,0.83241367,2.45334526,2.88511240,1.12905916,0.97781836,0.04884794,3.55587899
-4.85342671,8.39936504,0.04858882,0.83353124,2.45653993,2.92603070,1.12432561,0.98654964,0.04975048,3.56639211
-4.84742371,8.48473334,0.04663362,0.83638589,2.46297332,2.98044779,1.11954823,0.99857235,0.05087911,3.58632035
-4.84142071,8.59484482,0.04493447,0.84060491,2.47215208,3.04746395,1.11461998,1.01369960,0.05221203,3.61503063
-4.83541771,8.72715152,0.04349041,0.84581134,2.48352491,3.12600202,1.10945005,1.03165985,0.05372214,3.65167874
-4.82941471,8.87868642,0.04229519,0.85162683,2.49648306,3.21481152,1.10396079,1.05210055,0.05537776,3.69522082
-4.82341171,9.04609343,0.04133761,0.85767465,2.51036290,3.31247653,1.09808410,1.07459450,0.05714341,3.74443138
-4.81740870,9.22567025,0.04060199,0.86358286,2.52445128,3.41742831,1.09175747,1.09864898,0.05898070,3.79792787
-4.81140570,9.41342456,0.04006866,0.86898810,2.53799410,3.52796282,1.08492030,1.12371737,0.06084925,3.85420154
-4.80540270,9.60514297,0.03971460,0.87353984,2.55020811,3.64226340,1.07751065,1.14921304,0.06270761,3.91165370
-4.79939970,9.79647164,0.03951403,0.87690528,2.56029607,3.75842823,1.06946271,1.17452508,0.06451424,3.96863625
-4.79339670,9.98300604,0.03943910,0.87877479,2.56746475,3.87450212,1.06070524,1.19903533,0.06622838,4.02349510
-4.78739370,10.16038738,0.03946061,0.87886768,2.57094514,3.98851178,1.05116104,1.22213595,0.06781094,4.07461466
-4.78139070,10.32440192,0.03954869,0.87693820,2.57001418,4.09850347,1.04074758,1.24324698,0.06922529,4.12046169
-4.77538769,10.47107968,0.03967354,0.87278129,2.56401678,4.20258185,1.02937863,1.26183303,0.07043796,4.15962651
-4.76938469,10.59678856,0.03980610,0.86623805,2.55238714,4.29894877,1.01696685,1.27741856,0.07141928,4.19086005
-4.76338169,10.69832023,0.03991870,0.85720024,2.53466826,4.38594067,1.00342718,1.28960090,0.07214392,4.21310502
-4.75737869,10.77296435,0.03998566,0.84561382,2.51052839,4.46206329,0.98868073,1.29806069,0.07259128,4.22552003
-4.75137569,10.81856841,0.03998388,0.83148101,2.47977365,4.52602271,0.97265905,1.30256918,0.07274585,4.22749587
-4.74537269,10.83358090,0.03989327,0.81486073,2.44235589,4.57675156,0.95530841,1.30299220,0.07259741,4.21866343
-4.73936968,10.81707668,0.03969716,0.79586731,2.39837544,4.61342983,0.93659388,1.29929070,0.07214113,4.19889330
-4.73336668,10.76876385,0.03938263,0.77466740,2.34807836,4.63549966,0.91650299,1.29151793,0.07137760,4.16828742
-4.72736368,10.68897252,0.03894070,0.75147503,2.29184839,4.64267373,0.89504874,1.27981349,0.07031269,4.12716356
-4.72136068,10.57862645,0.03836643,0.72654518,2.23019387,4.63493723,0.87227178,1.26439467,0.06895738,4.07603362
-4.71535768,10.43919937,0.03765898,0.70016591,2.16373036,4.61254347,0.84824170,1.24554546,0.06732741,4.01557727
-4.70935468,10.27265801,0.03682146,0.67264946,2.09315971,4.57600336,0.82305727,1.22360394,0.06544295,3.94661191
-4.70335168,10.08139458,0.03586072,0.64432265,2.01924664,4.52606915,0.79684562,1.19894862,0.06332804,3.87006091
-4.69734867,9.86815122,0.03478714,0.61551709,1.94279395,4.46371291,0.76976042,1.17198430,0.06101009,3.78692105
-4.69134567,9.63593950,0.03361416,0.58655944,1.86461753,4.39010047,0.74197908,1.14312819,0.05851921,3.69823078
-4.68534267,9.38795737,0.03235786,0.55776235,1.78552223,4.30656128,0.71369901,1.11279676,0.05588752,3.60504015
-4.67933967,9.12750642,0.03103641,0.52941620,1.70627957,4.21455510,0.68513320,1.08139378,0.05314845,3.50838348
-4.67333667,8.85791138,0.02966954,0.50178212,1.62760827,4.11563614,0.65650513,1.04930009,0.05033600,3.40925521
-4.66733367,8.58244412,0.02827788,0.47508648,1.55015806,4.01141565,0.62804321,1.01686510,0.04748398,3.30858954
-4.66133067,8.30425353,0.02688235,0.44951697,1.47449736,3.90352361,0.59997498,0.98440043,0.04462528,3.20724389
-4.65532766,8.02630277,0.02550357,0.42522024,1.40110501,3.79357060,0.57252129,0.95217561,0.04179122,3.10598632
-4.64932466,7.75131477,0.02416122,0.40230135,1.33036596,3.68311074,0.54589045,0.92041574,0.03901094,3.00548673
-4.64332166,7.48172688,0.02287351,0.38082458,1.26257080,3.57360655,0.52027284,0.88930106,0.03631083,2.90631159
