energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.68784392,3.28815847,0.02237236,0.63153892,1.14680148,1.14063556,1.13726240,0.23564439,1.42478936,0.00000000
-5.68184092,3.42479973,0.02335757,0.67121488,1.21450186,1.20405417,1.17568954,0.24043355,1.46870063,0.00000000
-5.67583792,3.56703080,0.02430778,0.71349579,1.28469218,1.27174558,1.21326366,0.24541881,1.51298924,0.00000000
-5.66983492,3.71314084,0.02520939,0.75805078,1.35666250,1.34310846,1.24928375,0.25052698,1.55690029,0.00000000
-5.66383192,3.86124162,0.02604978,0.80446603,1.42961626,1.41740954,1.28305611,0.25567612,1.59966485,0.00000000
-5.65782891,4.00930669,0.02681765,0.85224873,1.50268313,1.49379318,1.31391458,0.26077808,1.64052161,0.00000000
-5.65182591,4.15521611,0.02750344,0.90083393,1.57493482,1.57129523,1.34123995,0.26574135,1.67873878,0.00000000
-5.64582291,4.29680578,0.02809956,0.94959408,1.64540353,1.64886115,1.36447806,0.27047418,1.71363569,0.00000000
-5.63981991,4.43192027,0.02860069,0.99785117,1.71310275,1.72536793,1.38315590,0.27488774,1.74460333,0.00000000
-5.63381691,4.55846779,0.02900389,1.04489143,1.77704985,1.79964952,1.39689544,0.27889936,1.77112333,0.00000000
-5.62781391,4.67447591,0.02930874,1.08998190,1.83629000,1.87052508,1.40542478,0.28243569,1.79278476,0.00000000
-5.62181091,4.77814615,0.02951731,1.13238873,1.88992059,1.93682918,1.40858639,0.28543568,1.80929834,0.00000000
-5.61580790,4.86790594,0.02963417,1.17139641,1.93711545,1.99744302,1.40634218,0.28785317,1.82050732,0.00000000
-5.60980490,4.94245604,0.02966618,1.20632738,1.97714815,2.05132558,1.39877554,0.28965924,1.82639510,0.00000000
-5.60380190,5.00081159,0.02962238,1.23656119,2.00941337,2.09754356,1.38609012,0.29084397,1.82708881,0.00000000
-5.59779890,5.04233533,0.02951368,1.26155272,2.03344571,2.13529889,1.36860564,0.29141764,1.82285906,0.00000000
-5.59179590,5.06676143,0.02935263,1.28084838,2.04893502,2.16395278,1.34675073,0.29141136,1.81411548,0.00000000
-5.58579290,5.07420868,0.02915304,1.29410004,2.05573774,2.18304535,1.32105319,0.29087696,1.80139830,0.00000000
-5.57978989,5.06518244,0.02892968,1.30107580,2.05388361,2.19230980,1.29212775,0.28988619,1.78536595,0.00000000
-5.57378689,5.04056464,0.02869786,1.30166731,2.04357735,2.19168084,1.26066188,0.28852926,1.76677898,0.00000000
-5.56778389,5.00159210,0.02847313,1.29589331,2.02519523,2.18129666,1.22739981,0.28691265,1.74648078,0.00000000
-5.56178089,4.94982354,0.02827089,1.28389921,1.99927640,2.16149458,1.19312534,0.28515625,1.72537547,0.00000000
-5.55577789,4.88709613,0.02810602,1.26595280,1.96650926,2.13280042,1.15864367,0.28339002,1.70440362,0.00000000
-5.54977489,4.81547323,0.02799264,1.24243614,1.92771327,2.09591208,1.12476296,0.28175009,1.68451653,0.00000000
-5.54377189,4.73718478,0.02794371,1.21383414,1.88381679,2.05167797,1.09227574,0.28037451,1.66664976,0.00000000
-5.53776888,4.65456254,0.02797088,1.18072016,1.83583164,2.00107111,1.06194095,0.27939882,1.65169673,0.00000000
-5.53176588,4.56997253,0.02808417,1.14373922,1.78482539,1.94516005,1.03446673,0.27895151,1.64048327,0.00000000
-5.52576288,4.48574678,0.02829180,1.10358954,1.73189220,1.88507756,1.01049469,0.27914953,1.63374386,0.00000000
-5.51975988,4.40411705,0.02860004,1.06100301,1.67812331,1.82198839,0.99058569,0.28009406,1.63210029,0.00000000
-5.51375688,4.32715253,0.02901305,1.01672541,1.62457822,1.75705720,0.97520778,0.28186667,1.63604354,0.00000000
-5.50775388,4.25670376,0.02953277,0.97149685,1.57225737,1.69141774,0.96472630,0.28452598,1.64591931,0.00000000
-5.50175088,4.19435441,0.03015887,0.92603336,1.52207738,1.62614425,0.95939649,0.28810502,1.66191769,0.00000000
-5.49574787,4.14138228,0.03088865,0.88100983,1.47484951,1.56222599,0.95935880,0.29260931,1.68406728,0.00000000
-5.48974487,4.09873071,0.03171704,0.83704518,1.43126193,1.50054550,0.96463670,0.29801575,1.71223388,0.00000000
-5.48374187,4.06699073,0.03263661,0.79468966,1.39186636,1.44186115,0.97513735,0.30427253,1.74612368,0.00000000
-5.47773887,4.04639430,0.03363761,0.75441502,1.35706915,1.38679423,0.99065469,0.31129976,1.78529081,0.00000000
-5.47173587,4.03681832,0.03470803,0.71660730,1.32712719,1.33582077,1.01087515,0.31899119,1.82914891,0.00000000
-5.46573287,4.03779884,0.03583377,0.68156254,1.30214829,1.28926804,1.03538548,0.32721658,1.87698629,0.00000000
-5.45972986,4.04855465,0.03699874,0.64948532,1.28209592,1.24731561,1.06368271,0.33582506,1.92798413,0.00000000
-5.45372686,4.06801902,0.03818517,0.62048989,1.26679809,1.21000055,1.09518584,0.34464895,1.98123712,0.00000000
-5.44772386,4.09487844,0.03937384,0.59460391,1.25595967,1.17722650,1.12924896,0.35350833,2.03577591,0.00000000
-5.44172086,4.12761691,0.04054443,0.57177432,1.24917772,1.14877615,1.16517565,0.36221586,2.09059070,0.00000000
-5.43571786,4.16456432,0.04167597,0.55187524,1.24595926,1.12432646,1.20223407,0.37058199,2.14465535,0.00000000
-5.42971486,4.20394752,0.04274721,0.53471742,1.24574077,1.10346617,1.23967267,0.37842025,2.19695143,0.00000000
-5.42371186,4.24394266,0.04373721,0.52005904,1.24790873,1.08571504,1.27673613,0.38555239,2.24649148,0.00000000
-5.41770885,4.28272745,0.04462580,0.50761728,1.25182073,1.07054409,1.31268109,0.39181350,2.29234128,0.00000000
-5.41170585,4.31853201,0.04539419,0.49708054,1.25682630,1.05739641,1.34679161,0.39705658,2.33364035,0.00000000
-5.40570285,4.34968725,0.04602545,0.48812075,1.26228706,1.04570774,1.37839382,0.40115677,2.36962055,0.00000000
-5.39969985,4.37466953,0.04650508,0.48040548,1.26759555,1.03492651,1.40686964,0.40401488,2.39962225,0.00000000
-5.39369685,4.39214074,0.04682149,0.47360953,1.27219238,1.02453259,1.43166923,0.40556027,2.42310796,0.00000000
-5.38769385,4.40098282,0.04696635,0.46742559,1.27558115,1.01405431,1.45232188,0.40575286,2.43967305,0.00000000
-5.38169085,4.40032588,0.04693501,0.46157374,1.27734097,1.00308330,1.46844517,0.40458436,2.44905347,0.00000000
-5.37568784,4.38956942,0.04672662,0.45580958,1.27713614,0.99128673,1.47975208,0.40207854,2.45113018,0.00000000
-5.36968484,4.36839588,0.04634431,0.44993066,1.27472295,0.97841662,1.48605594,0.39829068,2.44593045,0.00000000
-5.36368184,4.33677628,0.04579509,0.44378109,1.26995347,0.96431591,1.48727297,0.39330604,2.43362564,0.00000000
-5.35767884,4.29496768,0.04508977,0.43725431,1.26277611,0.94892122,1.48342241,0.38723752,2.41452575,0.00000000
-5.35167584,4.24350251,0.04424261,0.43029387,1.25323339,0.93226213,1.47462408,0.38022260,2.38907069,0.00000000
-5.34567284,4.18316985,0.04327097,0.42289227,1.24145659,0.91445721,1.46109348,0.37241941,2.35781839,0.00000000
-5.33966983,4.11498937,0.04219478,0.41508808,1.22765788,0.89570667,1.44313445,0.36400245,2.32143005,0.00000000
-5.33366683,4.04017836,0.04103599,0.40696123,1.21212003,0.87628233,1.42112957,0.35515758,2.28065283,0.00000000
-5.32766383,3.96011302,0.03981788,0.39862702,1.19518413,0.85651490,1.39552867,0.34607695,2.23630038,0.00000000
-5.32166083,3.87628523,0.03856445,0.39022890,1.17723570,0.83677937,1.36683556,0.33695355,2.18923176,0.00000000
-5.31565783,3.79025600,0.03729970,0.38193033,1.15868978,0.81747893,1.33559366,0.32797596,2.14032925,0.00000000
-5.30965483,3.70360745,0.03604702,0.37390632,1.13997548,0.79902812,1.30237072,0.31932308,2.09047584,0.00000000
-5.30365183,3.61789482,0.03482856,0.36633464,1.12152051,0.78183589,1.26774343,0.31115939,2.04053295,0.00000000
-5.29764882,3.53460035,0.03366472,0.35938747,1.10373637,0.76628917,1.23228215,0.30363057,1.99131927,0.00000000
-5.29164582,3.45509062,0.03257372,0.35322346,1.08700463,0.75273773,1.19653663,0.29685983,1.94359126,0.00000000
-5.28564282,3.38057906,0.03157125,0.34798082,1.07166489,0.74148084,1.16102290,0.29094502,1.89802614,0.00000000
-5.27963982,3.31209494,0.03067025,0.34377154,1.05800489,0.73275626,1.12621205,0.28595657,1.85520783,0.00000000
-5.27363682,3.25046004,0.02988084,0.34067708,1.04625309,0.72673196,1.09252119,0.28193643,1.81561653,0.00000000
-5.26763382,3.19627380,0.02921028,0.33874549,1.03657396,0.72350092,1.06030683,0.27889797,1.77962201,0.00000000
-5.26163082,3.14990739,0.02866311,0.33799025,1.02906633,0.72307904,1.02986101,0.27682687,1.74748115,0.00000000
-5.25562781,3.11150688,0.02824132,0.33839072,1.02376453,0.72540633,1.00141008,0.27568296,1.71933950,0.00000000
-5.24962481,3.08100501,0.02794469,0.33989411,1.02064250,0.73035105,0.97511617,0.27540297,1.69523681,0.00000000
-5.24362181,3.05814095,0.02777105,0.34241884,1.01962043,0.73771663,0.95108114,0.27590402,1.67511627,0.00000000
-5.23761881,3.04248697,0.02771668,0.34585909,1.02057367,0.74725104,0.92935271,0.27708777,1.65883689,0.00000000
-5.23161581,3.03348050,0.02777673,0.35009033,1.02334345,0.75865791,0.90993228,0.27884502,1.64618837,0.00000000
-5.22561281,3.03046011,0.02794555,0.35497540,1.02774878,0.77160906,0.89278407,0.28106058,1.63690788,0.00000000
-5.21960980,3.03270353,0.02821708,0.36037096,1.03359898,0.78575769,0.87784505,0.28361825,1.63069769,0.00000000
-5.21360680,3.03946582,0.02858518,0.36613394,1.04070624,0.80075167,0.86503493,0.28640561,1.62724308,0.00000000
-5.20760380,3.05001605,0.02904386,0.37212763,1.04889739,0.81624625,0.85426591,0.28931853,1.62622943,0.00000000
-5.20160080,3.06367061,0.02958753,0.37822724,1.05802455,0.83191583,0.84545147,0.29226519,1.62735790,0.00000000
-5.19559780,3.07982186,0.03021108,0.38432459,1.06797395,0.84746403,0.83851388,0.29516935,1.63035900,0.00000000
-5.18959480,3.09796091,0.03090997,0.39033181,1.07867248,0.86263200,0.83339006,0.29797294,1.63500335,0.00000000
-5.18359180,3.11769367,0.03168020,0.39618387,1.09009190,0.87720447,0.83003552,0.30063771,1.64110949,0.00000000
-5.17758879,3.13874988,0.03251821,0.40183994,1.10225024,0.89101358,0.82842622,0.30314596,1.64854838,0.00000000
-5.17158579,3.16098502,0.03342071,0.40728349,1.11521060,0.90394033,0.82855847,0.30550045,1.65724460,0.00000000
-5.16558279,3.18437556,0.03438452,0.41252133,1.12907745,0.91591402,0.83044686,0.30772335,1.66717453,0.00000000
-5.15957979,3.20900824,0.03540625,0.41758153,1.14399060,0.92690961,0.83412047,0.30985450,1.67836179,0.00000000
-5.15357679,3.23506439,0.03648210,0.42251056,1.16011733,0.93694351,0.83961779,0.31194901,1.69087038,0.00000000
-5.14757379,3.26280069,0.03760755,0.42736970,1.17764312,0.94606822,0.84698052,0.31407437,1.70479624,0.00000000
-5.14157079,3.29252758,0.03877708,0.43223105,1.19676147,0.95436604,0.85624689,0.31630724,1.72025784,0.00000000
-5.13556778,3.32458680,0.03998396,0.43717326,1.21766344,0.96194252,0.86744486,0.31873012,1.73738636,0.00000000
-5.12956478,3.35932951,0.04122007,0.44227733,1.24052742,0.96891984,0.88058558,0.32142800,1.75631631,0.00000000
-5.12356178,3.39709609,0.04247572,0.44762255,1.26550961,0.97543068,0.89565762,0.32448524,1.77717694,0.00000000
-5.11755878,3.43819860,0.04373964,0.45328283,1.29273570,0.98161275,0.91262229,0.32798269,1.80008499,0.00000000
-5.11155578,3.48290678,0.04499897,0.45932358,1.32229403,0.98760422,0.93141021,0.33199533,1.82513908,0.00000000
-5.10555278,3.53143772,0.04623940,0.46579913,1.35423051,0.99354023,0.95191949,0.33659021,1.85241582,0.00000000
-5.09954977,3.58394955,0.04744533,0.47275093,1.38854531,0.99955043,0.97401547,0.34182502,1.88196761,0.00000000
-5.09354677,3.64053873,0.04860014,0.48020638,1.42519146,1.00575755,0.99753204,0.34774709,1.91382208,0.00000000
-5.08754377,3.70124048,0.04968659,0.48817839,1.46407508,1.01227686,1.02227449,0.35439277,1.94798261,0.00000000
-5.08154077,3.76603172,0.05068721,0.49666549,1.50505714,1.01921628,1.04802358,0.36178724,1.98442974,0.00000000
-5.07553777,3.83483548,0.05158475,0.50565260,1.54795642,1.02667691,1.07454073,0.36994456,2.02312287,0.00000000
-5.06953477,3.90752606,0.05236272,0.51511219,1.59255340,1.03475374,1.10157388,0.37886783,2.06400179,0.00000000
-5.06353177,3.98393388,0.05300591,0.52500575,1.63859468,1.04353627,1.12886385,0.38854953,2.10698757,0.00000000
-5.05752876,4.06384924,0.05350086,0.53528558,1.68579765,1.05310880,1.15615063,0.39897171,2.15198245,0.00000000
-5.05152576,4.14702453,0.05383642,0.54589659,1.73385516,1.06355010,1.18317953,0.41010616,2.19886854,0.00000000
-5.04552276,4.23317418,0.05400412,0.55677818,1.78243987,1.07493256,1.20970669,0.42191442,2.24750504,0.00000000
-5.03951976,4.32197255,0.05399858,0.56786595,1.83120832,1.08732046,1.23550381,0.43434761,2.29772424,0.00000000
-5.03351676,4.41304965,0.05381780,0.57909336,1.87980442,1.10076758,1.26036187,0.44734613,2.34932645,0.00000000
-5.02751376,4.50598531,0.05346333,0.59039301,1.92786262,1.11531413,1.28409371,0.46083927,2.40207423,0.00000000
-5.02151076,4.60030227,0.05294035,0.60169782,1.97501068,1.13098320,1.30653550,0.47474476,2.45568648,0.00000000
-5.01550775,4.69545920,0.05225766,0.61294178,2.02087226,1.14777689,1.32754698,0.48896848,2.50983306,0.00000000
-5.00950475,4.79084460,0.05142746,0.62406055,2.06506962,1.16567244,1.34701075,0.50340427,2.56413049,0.00000000
-5.00350175,4.88577258,0.05046511,0.63499176,2.10722648,1.18461861,1.36483052,0.51793406,2.61813964,0.00000000
-4.99749875,4.97948147,0.04938874,0.64567507,2.14697137,1.20453263,1.38092883,0.53242846,2.67136574,0.00000000
-4.99149575,5.07113631,0.04821875,0.65605218,2.18394164,1.22529799,1.39524411,0.54674783,2.72326154,0.00000000
-4.98549275,5.15983577,0.04697721,0.66606667,2.21778824,1.24676337,1.40772766,0.56074389,2.77323371,0.00000000
-4.97948974,5.24462388,0.04568727,0.67566385,2.24818131,1.26874290,1.41834052,0.57426200,2.82065278,0.00000000
-4.97348674,5.32450695,0.04437244,0.68479071,2.27481654,1.29101794,1.42705071,0.58714399,2.86486661,0.00000000
-4.96748374,5.39847515,0.04305595,0.69339596,2.29742231,1.31334037,1.43383079,0.59923163,2.90521686,0.00000000
-4.96148074,5.46552849,0.04176002,0.70143030,2.31576716,1.33543759,1.43865617,0.61037041,2.94105828,0.00000000
-4.95547774,5.52470618,0.04050523,0.70884688,2.32966755,1.35701887,1.44150404,0.62041388,2.97177972,0.00000000
-4.94947474,5.57511832,0.03930998,0.71560205,2.33899541,1.37778317,1.44235329,0.62922795,2.99682637,0.00000000
-4.94347174,5.61597858,0.03818993,0.72165637,2.34368515,1.39742793,1.44118508,0.63669537,3.01572187,0.00000000
-4.93746873,5.64663639,0.03715769,0.72697592,2.34373970,1.41565871,1.43798437,0.64271988,3.02808946,0.00000000
-4.93146573,5.66660710,0.03622248,0.73153374,2.33923531,1.43219917,1.43274214,0.64723003,3.03367108,0.00000000
-4.92546273,5.67559860,0.03539003,0.73531149,2.33032458,1.44680109,1.42545824,0.65018240,3.03234330,0.00000000
-4.91945973,5.67353311,0.03466255,0.73830111,2.31723764,1.45925388,1.41614469,0.65156405,3.02412949,0.00000000
-4.91345673,5.66056286,0.03403885,0.74050654,2.30028119,1.46939332,1.40482929,0.65139409,3.00920725,0.00000000
-4.90745373,5.63707874,0.03351458,0.74194516,2.27983536,1.47710894,1.39155936,0.64972430,2.98791086,0.00000000
-4.90145073,5.60371143,0.03308259,0.74264910,2.25634842,1.48234985,1.37640529,0.64663864,2.96072845,0.00000000
-4.89544772,5.56132453,0.03273337,0.74266608,2.23032942,1.48512862,1.35946381,0.64225184,2.92829386,0.00000000
-4.88944472,5.51099989,0.03245553,0.74205981,2.20233910,1.48552300,1.34086073,0.63670689,2.89137351,0.00000000
-4.88344172,5.45401559,0.03223641,0.74090982,2.17297926,1.48367540,1.32075292,0.63017170,2.85084874,0.00000000
-4.87743872,5.39181706,0.03206263,0.73931070,2.14288101,1.47979006,1.29932947,0.62283500,2.80769431,0.00000000
-4.87143572,5.32598257,0.03192068,0.73737070,2.11269234,1.47412793,1.27681172,0.61490154,2.76295377,0.00000000
-4.86543272,5.25818422,0.03179747,0.73520966,2.08306536,1.46699958,1.25345220,0.60658701,2.71771276,0.00000000
-4.85942971,5.19014571,0.03168086,0.73295641,2.05464368,1.45875617,1.22953235,0.59811255,2.67307109,0.00000000
-4.85342671,5.12359854,0.03156005,0.73074574,2.02805026,1.44977903,1.20535898,0.58969935,2.63011469,0.00000000
-4.84742371,5.06023802,0.03142600,0.72871490,2.00387610,1.44046818,1.18125951,0.58156331,2.58988822,0.00000000
-4.84142071,5.00168064,0.03127165,0.72699995,1.98267003,1.43123022,1.15757614,0.57391009,2.55336940,0.00000000
-4.83541771,4.94942426,0.03109212,0.72573213,1.96492971,1.42246616,1.13465892,0.56693055,2.52144572,0.00000000
-4.82941471,4.90481237,0.03088474,0.72503426,1.95109418,1.41455960,1.11285809,0.56079688,2.49489416,0.00000000
-4.82341171,4.86900343,0.03064906,0.72501754,1.94153776,1.40786585,1.09251576,0.55565937,2.47436458,0.00000000
-4.81740870,4.84294641,0.03038671,0.72577882,1.93656551,1.40270232,1.07395733,0.55164394,2.46036693,0.00000000
-4.81140570,4.82736290,0.03010121,0.72739846,1.93641006,1.39934057,1.05748284,0.54885060,2.45326274,0.00000000
-4.80540270,4.82273641,0.02979771,0.72993892,1.94122976,1.39800039,1.04335863,0.54735252,2.45326073,0.00000000
-4.79939970,4.82930867,0.02948269,0.73344411,1.95110807,1.39884598,1.03180965,0.54719610,2.46041659,0.00000000
-4.79339670,4.84708303,0.02916360,0.73793953,1.96605392,1.40198432,1.02301259,0.54840164,2.47463673,0.00000000
-4.78739370,4.87583431,0.02884853,0.74343312,1.98600300,1.40746577,1.01709029,0.55096469,2.49568557,0.00000000
-4.78139070,4.91512437,0.02854582,0.74991673,2.01081973,1.41528662,1.01410750,0.55485807,2.52319606,0.00000000
-4.77538769,4.96432262,0.02826376,0.75736805,2.04029986,1.42539338,1.01406823,0.56003414,2.55668284,0.00000000
-4.76938469,5.02263022,0.02801025,0.76575291,2.07417352,1.43768852,1.01691479,0.56642763,2.59555744,0.00000000
-4.76338169,5.08910692,0.02779252,0.77502762,2.11210860,1.45203708,1.02252859,0.57395842,2.63914505,0.00000000
-4.75737869,5.16269907,0.02761695,0.78514130,2.15371450,1.46827389,1.03073249,0.58253452,2.68670197,0.00000000
-4.75137569,5.24226783,0.02748880,0.79603781,2.19854610,1.48621079,1.04129490,0.59205489,2.73743337,0.00000000
-4.74537269,5.32661606,0.02741217,0.80765740,2.24610803,1.50564341,1.05393506,0.60241206,2.79051062,0.00000000
-4.73936968,5.41451328,0.02738985,0.81993762,2.29585923,1.52635727,1.06832963,0.61349437,2.84508769,0.00000000
-4.73336668,5.50471741,0.02742334,0.83281368,2.34721789,1.54813265,1.08412013,0.62518783,2.90031619,0.00000000
-4.72736368,5.59599308,0.02751279,0.84621809,2.39956675,1.57074815,1.10092095,0.63737748,2.95535863,0.00000000
-4.72136068,5.68712593,0.02765707,0.86007962,2.45225899,1.59398281,1.11832777,0.64994820,3.00939975,0.00000000
-4.71535768,5.77693288,0.02785384,0.87432177,2.50462458,1.61761673,1.13592593,0.66278502,3.06165573,0.00000000
-4.70935468,5.86426870,0.02809961,0.88886077,2.55597737,1.64143038,1.15329874,0.67577291,3.11138131,0.00000000
-4.70335168,5.94802919,0.02838985,0.90360338,2.60562273,1.66520269,1.17003522,0.68879616,3.15787492,0.00000000
-4.69734867,6.02715168,0.02871907,0.91844463,2.65286593,1.68870846,1.18573745,0.70173745,3.20048206,0.00000000
-4.69134567,6.10061375,0.02908095,0.93326581,2.69702102,1.71171519,1.20002710,0.71447670,3.23859723,0.00000000
-4.68534267,6.16743099,0.02946844,0.94793286,2.73742033,1.73397998,1.21255132,0.72688988,3.27166477,0.00000000
-4.67933967,6.22665478,0.02987387,0.96229536,2.77342425,1.75524670,1.22298785,0.73884791,3.29917905,0.00000000
-4.67333667,6.27737111,0.03028903,0.97618638,2.80443124,1.77524405,1.23104943,0.75021590,3.32068443,0.00000000
-4.66733367,6.31870103,0.03070533,0.98942311,2.82988780,1.79368473,1.23648753,0.76085272,3.33577527,0.00000000
-4.66133067,6.34980364,0.03111390,1.00180861,2.84929808,1.81026596,1.23909555,0.77061121,3.34409661,0.00000000
-4.65532766,6.36988186,0.03150572,1.01313442,2.86223306,1.82467161,1.23871138,0.77933901,3.34534544,0.00000000
-4.64932466,6.37819140,0.03187171,1.02318413,2.86833879,1.83657602,1.23521971,0.78688020,3.33927311,0.00000000
-4.64332166,6.37405275,0.03220299,1.03173779,2.86734369,1.84564940,1.22855380,0.79307762,3.32568868,0.00000000
