energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.86193097,7.84122591,0.64741810,3.39892644,0.02989825,0.57754733,0.09231201,1.70183898,2.36920190,1.49302799
-5.85592796,8.07521124,0.66789677,3.52613072,0.02956822,0.59473966,0.09562898,1.73945912,2.45337185,1.52913899
-5.84992496,8.32845456,0.69212977,3.66280935,0.02940906,0.61457431,0.09910317,1.78141695,2.54511681,1.56672279
-5.84392196,8.59879267,0.72011485,3.80824337,0.02942450,0.63682052,0.10268044,1.82728031,2.64329983,1.60523529
-5.83791896,8.88376829,0.75182390,3.96157520,0.02961420,0.66120977,0.10629768,1.87653491,2.74670301,1.64409448
-5.83191596,9.18070356,0.78720575,4.12183414,0.02997375,0.68744279,0.10988457,1.92860029,2.85405231,1.68269892
-5.82591296,9.48677922,0.82618787,4.28796499,0.03049480,0.71519743,0.11336572,1.98284730,2.96404324,1.72044734
-5.81990995,9.79911441,0.86867668,4.45885744,0.03116521,0.74413711,0.11666313,2.03861604,3.07536624,1.75675805
-5.81390695,10.11484198,0.91455611,4.63337414,0.03196933,0.77391911,0.11969879,2.09523342,3.18673039,1.79108738
-5.80790395,10.43117482,0.96368451,4.81037535,0.03288834,0.80420235,0.12239738,2.15202940,3.29688447,1.82294600
-5.80190095,10.74545939,1.01588995,4.98873840,0.03390067,0.83465434,0.12468885,2.20835128,3.40463461,1.85191238
-5.79589795,11.05521352,1.07096412,5.16737075,0.03498243,0.86495676,0.12651092,2.26357546,3.50885779,1.87764270
-5.78989495,11.35814695,1.12865527,5.34521576,0.03610794,0.89480960,0.12781125,2.31711638,3.60851118,1.89987677
-5.78389195,11.65216430,1.18866070,5.52125111,0.03725032,0.92393363,0.12854916,2.36843249,3.70263721,1.91843977
-5.77788894,11.93535143,1.25061940,5.69448041,0.03838200,0.95207128,0.12869699,2.41702932,3.79036486,1.93323981
-5.77188594,12.20594762,1.31410548,5.86391898,0.03947537,0.97898594,0.12824089,2.46245996,3.87090758,1.94426173
-5.76588294,12.46230678,1.37862313,6.02857583,0.04050336,1.00446000,0.12718104,2.50432337,3.94355889,1.95155755
-5.75987994,12.70285230,1.44360376,6.18743361,0.04144005,1.02829190,0.12553134,2.54226103,4.00768631,1.95523431
-5.75387694,12.92603012,1.50840588,6.33942927,0.04226121,1.05029260,0.12331863,2.57595252,4.06272484,1.95544030
-5.74787394,13.13026538,1.57231819,6.48343793,0.04294487,1.07028190,0.12058138,2.60511080,4.10817086,1.95235039
-5.74187094,13.31392744,1.63456628,6.61826231,0.04347173,1.08808505,0.11736805,2.62947774,4.14357736,1.94615167
-5.73586793,13.47530786,1.69432300,6.74263015,0.04382565,1.10353008,0.11373515,2.64882050,4.16855128,1.93703023
-5.72986493,13.61261491,1.75072253,6.85520114,0.04399392,1.11644627,0.10974513,2.66292931,4.18275360,1.92515998
-5.72386193,13.72398712,1.80287782,6.95458457,0.04396750,1.12666395,0.10546422,2.67161690,4.18590239,1.91069415
-5.71785893,13.80752697,1.84990100,7.03936806,0.04374122,1.13401598,0.10096029,2.67471994,4.17777903,1.89375999
-5.71185593,13.86135443,1.89092613,7.10815691,0.04331379,1.13834076,0.09630089,2.67210249,4.15823741,1.87445705
-5.70585293,13.88367860,1.92513345,7.15962266,0.04268774,1.13948698,0.09155149,2.66366130,4.12721569,1.85285885
-5.69984992,13.87288404,1.95177424,7.19255907,0.04186930,1.13731966,0.08677405,2.64933287,4.08474992,1.82901801
-5.69384692,13.82762766,1.97019519,7.20594254,0.04086814,1.13172741,0.08202590,2.62910173,4.03098890,1.80297414
-5.68784392,13.74694050,1.97986151,7.19899394,0.03969707,1.12263031,0.07735899,2.60300951,3.96620907,1.77476408
-5.68184092,13.63032860,1.98037741,7.17123824,0.03837166,1.10998814,0.07281952,2.57116428,3.89082856,1.74443362
-5.67583792,13.47786665,1.97150342,7.12255842,0.03690977,1.09380825,0.06844784,2.53374939,3.80541933,1.71204979
-5.66983492,13.29027844,1.95316942,7.05324010,0.03533114,1.07415274,0.06427871,2.49103139,3.71071629,1.67771294
-5.66383192,13.06899839,1.92548296,6.96400401,0.03365682,1.05114425,0.06034174,2.44336622,3.60762260,1.64156763
-5.65782891,12.81620984,1.88873245,6.85602361,0.03190874,1.02497017,0.05666199,2.39120324,3.49721030,1.60381154
-5.65182591,12.53485646,1.84338489,6.73092631,0.03010921,0.99588462,0.05326071,2.33508667,3.38071574,1.56470171
-5.64582291,12.22862469,1.79007826,6.59077730,0.02828042,0.96420827,0.05015605,2.27565398,3.25952948,1.52455769
-5.63981991,11.90189699,1.72960889,6.43804606,0.02644411,0.93032561,0.04736379,2.21363118,3.13518049,1.48376113
-5.63381691,11.55967645,1.66291412,6.27555654,0.02462110,0.89467982,0.04489789,2.14982481,3.00931502,1.44275181
-5.62781391,11.20748566,1.59105108,6.10642277,0.02283104,0.85776538,0.04277099,2.08511072,2.88367026,1.40202019
-5.62181091,10.85124326,1.51517220,5.93397247,0.02109213,0.82011855,0.04099468,2.02041995,2.76004375,1.36209675
-5.61580790,10.49712321,1.43649854,5.76166182,0.01942089,0.78230620,0.03957961,1.95672191,2.64025919,1.32353862
-5.60980490,10.15140225,1.35629171,5.59298505,0.01783203,0.74491336,0.03853540,1.89500537,2.52612971,1.28691416
-5.60380190,9.82030173,1.27582542,5.43138238,0.01633837,0.70852996,0.03787041,1.83625784,2.41941981,1.25278607
-5.59779890,9.50982987,1.19635752,5.28015040,0.01495074,0.67373723,0.03759127,1.78144379,2.32180707,1.22169404
-5.59179590,9.22563070,1.11910346,5.14235826,0.01367799,0.64109437,0.03770243,1.73148254,2.23484487,1.19413747
-5.58579290,8.97284502,1.04521171,5.02077293,0.01252702,0.61112584,0.03820545,1.68722639,2.15992724,1.17055933
-5.57978989,8.75598835,0.97574180,4.91779632,0.01150280,0.58430976,0.03909843,1.64943952,2.09825706,1.15133154
-5.57378689,8.57884976,0.91164553,4.83541624,0.01060847,0.56106771,0.04037534,1.61877864,2.05081837,1.13674283
-5.56778389,8.44441450,0.85375141,4.77517256,0.00984536,0.54175630,0.04202541,1.59577559,2.01835373,1.12698921
-5.56178089,8.35481216,0.80275266,4.73813923,0.00921314,0.52666055,0.04403264,1.58082270,2.00134723,1.12216771
-5.55577789,8.31129110,0.75919863,4.72492200,0.00870986,0.51598934,0.04637546,1.57416128,2.00001354,1.12227334
-5.54977489,8.31421871,0.72348974,4.73567104,0.00833209,0.50987284,0.04902649,1.57587361,2.01429337,1.12719955
-5.54377189,8.36310614,0.69587560,4.77010710,0.00807503,0.50836188,0.05195254,1.58587877,2.04385530,1.13674182
-5.53776888,8.45665529,0.67645614,4.82755915,0.00793257,0.51142922,0.05511478,1.60393249,2.08810392,1.15060439
-5.53176588,8.59282518,0.66518553,4.90701121,0.00789748,0.51897244,0.05846914,1.62963113,2.14619410,1.16840972
-5.52576288,8.76891432,0.66187854,5.00715587,0.00796151,0.53081841,0.06196690,1.66241972,2.21705084,1.18971016
-5.51975988,8.98165526,0.66621916,5.12645159,0.00811554,0.54672893,0.06555547,1.70160405,2.29939435,1.21400149
-5.51375688,9.22731768,0.67777104,5.26318127,0.00834975,0.56640753,0.06917936,1.74636643,2.39176958,1.24073765
-5.50775388,9.50181581,0.69598973,5.41550939,0.00865382,0.58950705,0.07278129,1.79578486,2.49257962,1.26934627
-5.50175088,9.80081685,0.72023625,5.58153541,0.00901711,0.61563785,0.07630342,1.84885509,2.60012196,1.29924426
-5.49574787,10.11984664,0.74979191,5.75934159,0.00942890,0.64437643,0.07968867,1.90451496,2.71262695,1.32985315
-5.48974487,10.45438972,0.78387404,5.94703360,0.00987860,0.67527430,0.08288204,1.96167042,2.82829731,1.36061351
-5.48374187,10.79998110,0.82165244,6.14277282,0.01035604,0.70786685,0.08583195,2.01922230,2.94534776,1.39099814
-5.47773887,11.15228755,0.86226628,6.34479995,0.01085166,0.74168217,0.08849155,2.07609318,3.06204370,1.42052359
-5.47173587,11.50717704,0.90484107,6.55144968,0.01135678,0.77624955,0.09081985,2.13125335,3.17673789,1.44875983
-5.46573287,11.86077495,0.94850556,6.76115691,0.01186379,0.81110753,0.09278283,2.18374501,3.28790392,1.47533761
-5.45972986,12.20950677,0.99240800,6.97245539,0.01236639,0.84581147,0.09435422,2.23270393,3.39416566,1.49995368
-5.45372686,12.55012712,1.03573167,7.18396983,0.01285966,0.87994031,0.09551621,2.27737777,3.49432143,1.52237347
-5.44772386,12.87973549,1.07770906,7.39440304,0.01334024,0.91310258,0.09625984,2.31714028,3.58736236,1.54243147
-5.44172086,13.19577962,1.11763459,7.60251955,0.01380632,0.94494142,0.09658514,2.35150117,3.67248400,1.56002925
-5.43571786,13.49604763,1.15487537,7.80712761,0.01425760,0.97513859,0.09650103,2.38011095,3.74909084,1.57513136
-5.42971486,13.77865053,1.18887988,8.00706102,0.01469526,1.00341733,0.09602494,2.40276091,3.81679364,1.58775916
-5.42371186,14.04199680,1.21918424,8.20116248,0.01512172,1.02954409,0.09518215,2.41937821,3.87539953,1.59798311
-5.41770885,14.28476119,1.24541605,8.38826982,0.01554047,1.05332911,0.09400500,2.43001639,3.92489538,1.60591360
-5.41170585,14.50584968,1.26729572,8.56720625,0.01595578,1.07462583,0.09253176,2.43484183,3.96542523,1.61169094
-5.40570285,14.70436295,1.28463534,8.73677547,0.01637234,1.09332931,0.09080540,2.43411700,3.99726286,1.61547472
-5.39969985,14.87956038,1.29733520,8.89576229,0.01679495,1.10937370,0.08887230,2.42818106,4.02078078,1.61743324
-5.39369685,15.03082669,1.30537839,9.04293878,0.01722818,1.12272897,0.08678078,2.41742918,4.03641726,1.61773325
-5.38769385,15.15764315,1.30882345,9.17707612,0.01767597,1.13339700,0.08457964,2.40229124,4.04464306,1.61653064
-5.38169085,15.25956466,1.30779586,9.29696152,0.01814137,1.14140741,0.08231680,2.38321118,4.04592966,1.61396238
-5.37568784,15.33620420,1.30247839,9.40141966,0.01862627,1.14681319,0.08003795,2.36062783,4.04072053,1.61014023
-5.36968484,15.38722523,1.29310100,9.48933768,0.01913122,1.14968635,0.07778531,2.33495813,4.02940711,1.60514631
-5.36368184,15.41234237,1.27993059,9.55969270,0.01965535,1.15011396,0.07559663,2.30658339,4.01231055,1.59903099
-5.35767884,15.41133013,1.26326101,9.61158055,0.02019635,1.14819449,0.07350434,2.27583910,3.98967031,1.59181294
-5.35167584,15.38403898,1.24340371,9.64424445,0.02075061,1.14403473,0.07153490,2.24300859,3.96163988,1.58348156
-5.34567284,15.33041737,1.22067922,9.65710230,0.02131340,1.13774733,0.06970843,2.20832053,3.92828981,1.57400132
-5.33966983,15.25053825,1.19540977,9.64977129,0.02187919,1.12944889,0.06803855,2.17195017,3.88961745,1.56331812
-5.33366683,15.14462787,1.16791308,9.62208853,0.02244199,1.11925871,0.06653248,2.13402384,3.84556278,1.55136685
-5.32766383,15.01309462,1.13849747,9.57412677,0.02299583,1.10729789,0.06519131,2.09462626,3.79602884,1.53808002
-5.32166083,14.85655569,1.10745821,9.50620412,0.02353519,1.09368896,0.06401047,2.05380989,3.74090540,1.52339667
-5.31565783,14.67585903,1.07507494,9.41888727,0.02405550,1.07855554,0.06298042,2.01160563,3.68009412,1.50727112
-5.30965483,14.47209862,1.04161026,9.31298769,0.02455353,1.06202224,0.06208737,1.96803402,3.61353348,1.48968090
-5.30365183,14.24662125,1.00730904,9.18955067,0.02502784,1.04421436,0.06131417,1.92311616,3.54122172,1.47063331
-5.29764882,14.00102339,0.97239848,9.04983738,0.02547903,1.02525748,0.06064120,1.87688369,3.46323629,1.45017020
-5.29164582,13.73713757,0.93708856,8.89530043,0.02590996,1.00527675,0.06004730,1.82938720,3.37974858,1.42837067
-5.28564282,13.45700802,0.90157291,8.72755345,0.02632578,0.98439588,0.05951060,1.78070261,3.29103295,1.40535126
-5.27963982,13.16285615,0.86602961,8.54833598,0.02673387,0.96273586,0.05900945,1.73093518,3.19746972,1.38126383
-5.27363682,12.85703704,0.83062221,8.35947456,0.02714362,0.94041341,0.05852308,1.68022110,3.09954182,1.35629102
-5.26763382,12.54198879,0.79550045,8.16284156,0.02756603,0.91753938,0.05803228,1.62872669,2.99782566,1.33063970
-5.26163082,12.22017682,0.76080098,7.96031319,0.02801323,0.89421708,0.05751992,1.57664530,2.89297685,1.30453264
-5.25562781,11.89403600,0.72664782,7.75372827,0.02849789,0.87054082,0.05697137,1.52419235,2.78571176,1.27819904
-5.24962481,11.56591325,0.69315268,7.54484930,0.02903250,0.84659478,0.05637478,1.47159891,2.67678631,1.25186450
-5.24362181,11.23801359,0.66041515,7.33532724,0.02962870,0.82245232,0.05572121,1.41910430,2.56697317,1.22574098
-5.23761881,10.91235257,0.62852281,7.12667162,0.03029650,0.79817593,0.05500476,1.36694822,2.45703903,1.20001755
-5.23161581,10.59071744,0.59755138,6.92022682,0.03104363,0.77381787,0.05422249,1.31536305,2.34772317,1.17485244
-5.22561281,10.27463937,0.56756480,6.71715580,0.03187493,0.74942153,0.05337436,1.26456668,2.23971843,1.15036691
-5.21960980,9.96537815,0.53861559,6.51843175,0.03279186,0.72502352,0.05246304,1.21475639,2.13365585,1.12664155
-5.21360680,9.66392060,0.51074522,6.32483813,0.03379218,0.70065649,0.05149373,1.16610415,2.03009340,1.10371513
-5.20760380,9.37099268,0.48398485,6.13697705,0.03486978,0.67635248,0.05047400,1.11875348,1.92950936,1.08158611
-5.20160080,9.08708511,0.45835611,5.95528575,0.03601478,0.65214665,0.04941348,1.07281812,1.83230045,1.06021703
-5.19559780,8.81249122,0.43387233,5.78006038,0.03721368,0.62808138,0.04832377,1.02838243,1.73878443,1.03954126
-5.18959480,8.54735529,0.41053974,5.61148613,0.03844991,0.60421023,0.04721817,0.98550345,1.64920680,1.01947201
-5.18359180,8.29172881,0.38835905,5.44967227,0.03970433,0.58060184,0.04611155,0.94421448,1.56375085,0.99991291
-5.17758879,8.04563196,0.36732706,5.29469045,0.04095607,0.55734334,0.04502019,0.90452982,1.48255024,0.98076973
-5.17158579,7.80911673,0.34743832,5.14661436,0.04218335,0.53454316,0.04396168,0.86645031,1.40570314,0.96196245
-5.16558279,7.58232838,0.32868683,5.00555872,0.04336441,0.51233302,0.04295473,0.82996938,1.33328693,0.94343693
-5.15957979,7.36556154,0.31106760,4.87171528,0.04447842,0.49086892,0.04201911,0.79507906,1.26537245,0.92517567
-5.15357679,7.15930746,0.29457809,4.74538395,0.04550638,0.47033110,0.04117549,0.76177571,1.20203692,0.90720671
-5.14757379,6.96428932,0.27921935,4.62699671,0.04643190,0.45092269,0.04044525,0.73006490,1.14337462,0.88961037
-5.14157079,6.78148282,0.26499687,4.51713271,0.04724180,0.43286728,0.03985033,0.69996528,1.08950485,0.87252312
-5.13556778,6.61211992,0.25192098,4.41652300,0.04792660,0.41640519,0.03941292,0.67151114,1.04057645,0.85613847
-5.12956478,6.45767461,0.24000692,4.32604386,0.04848076,0.40178861,0.03915519,0.64475346,0.99676879,0.84070450
-5.12356178,6.31982999,0.22927431,4.24669817,0.04890271,0.38927568,0.03909894,0.61975936,0.95828896,0.82651826
-5.11755878,6.20042746,0.21974625,4.17958508,0.04919460,0.37912361,0.03926516,0.59661010,0.92536549,0.81391697
-5.11155578,6.10139921,0.21144788,4.12585845,0.04936197,0.37158112,0.03967358,0.57539757,0.89823862,0.80326665
-5.10555278,6.02468669,0.20440455,4.08667570,0.04941309,0.36688026,0.04034214,0.55621957,0.87714779,0.79494834
-5.09954977,5.97214815,0.19863963,4.06313886,0.04935829,0.36522795,0.04128645,0.53917422,0.86231691,0.78934282
-5.09354677,5.94545944,0.19417201,4.05623057,0.04920909,0.36679749,0.04251925,0.52435367,0.85393804,0.78681434
-5.08754377,5.94601259,0.19101347,4.06674786,0.04897737,0.37172027,0.04404982,0.51183765,0.85215442,0.78769425
-5.08154077,5.97481714,0.18916602,4.09523719,0.04867451,0.38007798,0.04588351,0.50168715,0.85704360,0.79226518
-5.07553777,6.03240944,0.18861923,4.14193400,0.04831063,0.39189567,0.04802116,0.49393866,0.86860171,0.80074671
-5.06953477,6.11877461,0.18934794,4.20671051,0.04789394,0.40713584,0.05045875,0.48859932,0.88672943,0.81328312
-5.06353177,6.23328597,0.19131021,4.28903469,0.04743025,0.42569391,0.05318700,0.48564326,0.91122075,0.82993393
-5.05752876,6.37466559,0.19444584,4.38794327,0.04692268,0.44739521,0.05619115,0.48500934,0.94175502,0.85066763
-5.05152576,6.54096900,0.19867543,4.50203104,0.04637155,0.47199389,0.05945077,0.48660059,0.97789285,0.87535910
-5.04552276,6.72959598,0.20390022,4.62945783,0.04577452,0.49917364,0.06293978,0.49028519,1.01907637,0.90379079
-5.03951976,6.93732801,0.21000255,4.76797376,0.04512686,0.52855055,0.06662653,0.49589913,1.06463395,0.93565773
-5.03351676,7.16039188,0.21684716,4.91496250,0.04442200,0.55967806,0.07047402,0.50325035,1.11378939,0.97057620
-5.02751376,7.39454749,0.22428324,5.06750125,0.04365205,0.59205398,0.07444030,0.51212422,1.16567554,1.00809569
-5.02151076,7.63519681,0.23214715,5.22243546,0.04280861,0.62512946,0.07847897,0.52228996,1.21935179,1.04771372
-5.01550775,7.87750978,0.24026576,5.37646531,0.04188341,0.65831981,0.08253985,0.53350787,1.27382504,1.08889280
-5.00950475,8.11656226,0.24846038,5.52624052,0.04086912,0.69101683,0.08656972,0.54553677,1.32807325,1.13107886
-5.00350175,8.34748021,0.25655093,5.66845947,0.03976003,0.72260238,0.09051327,0.55814148,1.38107090,1.17372036
-4.99749875,8.56558428,0.26436047,5.79996853,0.03855259,0.75246288,0.09431411,0.57109982,1.43181525,1.21628716
-4.99149575,8.76652887,0.27171969,5.91785731,0.03724592,0.78000416,0.09791590,0.58420882,1.47935251,1.25828845
-4.98549275,8.94642976,0.27847135,6.01954584,0.03584211,0.80466630,0.10126354,0.59728991,1.52280282,1.29928890
-4.97948974,9.10197548,0.28447441,6.10286015,0.03434631,0.82593803,0.10430445,0.61019268,1.56138317,1.33892244
-4.97348674,9.23051789,0.28960773,6.16609326,0.03276678,0.84337005,0.10698985,0.62279723,1.59442734,1.37690297
-4.96748374,9.33013882,0.29377327,6.20804920,0.03111461,0.85658696,0.10927603,0.63501485,1.62140209,1.41303187
-4.96148074,9.39969072,0.29689853,6.22806900,0.02940346,0.86529727,0.11112557,0.64678710,1.64191916,1.44720186
-4.95547774,9.43881040,0.29893830,6.22603783,0.02764907,0.86930126,0.11250845,0.65808339,1.65574246,1.47939727
-4.94947474,9.44790634,0.29987558,6.20237392,0.02586874,0.86849616,0.11340307,0.66889719,1.66279060,1.50969093
-4.94347174,9.42812111,0.29972168,6.15800042,0.02408072,0.86287872,0.11379700,0.67924108,1.66313453,1.53823780
-4.93746873,9.38127160,0.29851548,6.09430213,0.02230362,0.85254483,0.11368755,0.68914102,1.65699068,1.56526601
-4.93146573,9.30977051,0.29632200,6.01306975,0.02055580,0.83768639,0.11308205,0.69863004,1.64471006,1.59106570
-4.92546273,9.21653316,0.29323015,5.91643444,0.01885485,0.81858532,0.11199782,0.70774191,1.62676375,1.61597626
-4.91945973,9.10487427,0.28934996,5.80679596,0.01721706,0.79560507,0.11046185,0.71650497,1.60372580,1.64037284
-4.91345673,8.97839904,0.28480926,5.68674759,0.01565703,0.76917992,0.10851013,0.72493666,1.57625394,1.66465250
-4.90745373,8.84089322,0.27975001,5.55900076,0.01418741,0.73980233,0.10618663,0.73303888,1.54506928,1.68922069
-4.90145073,8.69621595,0.27432432,5.42631219,0.01281861,0.70800897,0.10354212,0.74079464,1.51093562,1.71447869
-4.89544772,8.54819914,0.26869042,5.29141588,0.01155880,0.67436573,0.10063256,0.74816611,1.47463908,1.74081210
-4.88944472,8.40055587,0.26300851,5.15696156,0.01041381,0.63945245,0.09751744,0.75509417,1.43696891,1.76858090
-4.88344172,8.25679998,0.25743681,5.02546103,0.00938724,0.60384767,0.09425793,0.76149957,1.39869976,1.79811108
-4.87743872,8.12017808,0.25212777,4.89924293,0.00848061,0.56811411,0.09091499,0.76728553,1.36057605,1.82968778
-4.87143572,7.99361423,0.24722458,4.78041599,0.00769355,0.53278522,0.08754750,0.77234178,1.32329843,1.86354996
-4.86543272,7.87966730,0.24285798,4.67084073,0.00702400,0.49835324,0.08421052,0.77654968,1.28751276,1.89988629
-4.85942971,7.78050006,0.23914358,4.57210870,0.00646852,0.46525917,0.08095367,0.77978815,1.25380127,1.93883210
-4.85342671,7.69785914,0.23617958,4.48552858,0.00602250,0.43388481,0.07781987,0.78194021,1.22267600,1.98046710
-4.84742371,7.63306426,0.23404494,4.41211808,0.00568047,0.40454711,0.07484424,0.78289954,1.19457423,2.02481378
-4.84142071,7.58700569,0.23279810,4.35260075,0.00543628,0.37749482,0.07205350,0.78257688,1.16985570,2.07183620
-4.83541771,7.56014846,0.23247618,4.30740689,0.00528337,0.35290749,0.06946558,0.78090585,1.14880127,2.12143925
-4.82941471,7.55254256,0.23309466,4.27667778,0.00521495,0.33089666,0.06708976,0.77784785,1.13161290,2.17346842
-4.82341171,7.56383819,0.23464758,4.26027301,0.00522412,0.31150906,0.06492706,0.77339581,1.11841464,2.22771021
-4.81740870,7.59330579,0.23710818,4.25778053,0.00530405,0.29473152,0.06297098,0.76757668,1.10925447,2.28389338
-4.81140570,7.63986067,0.24043004,4.26852958,0.00544804,0.28049734,0.06120858,0.76045238,1.10410695,2.34169153
-4.80540270,7.70209223,0.24454857,4.29160657,0.00564957,0.26869377,0.05962168,0.75211935,1.10287657,2.40072697
-4.79939970,7.77829810,0.24938296,4.32587434,0.00590240,0.25917021,0.05818836,0.74270659,1.10540180,2.46057659
-4.79339670,7.86652309,0.25483840,4.36999492,0.00620052,0.25174670,0.05688435,0.73237239,1.11145996,2.52077953
-4.78739370,7.96460328,0.26080859,4.42245612,0.00653821,0.24622252,0.05568460,0.72129996,1.12077282,2.58084702
-4.78139070,8.07021466,0.26717846,4.48160189,0.00691000,0.24238444,0.05456471,0.70969196,1.13301314,2.64027418
-4.77538769,8.18092596,0.27382698,4.54566634,0.00731064,0.24001436,0.05350217,0.69776443,1.14781202,2.69855355
-4.76938469,8.29425462,0.28063005,4.61281082,0.00773515,0.23889609,0.05247752,0.68574013,1.16476721,2.75519002
-4.76338169,8.40772440,0.28746324,4.68116344,0.00817873,0.23882124,0.05147519,0.67384174,1.18345213,2.80971639
-4.75737869,8.51892317,0.29420448,4.74885988,0.00863679,0.23959385,0.05048409,0.66228503,1.20342554,2.86170901
-4.75137569,8.62555849,0.30073637,4.81408422,0.00910493,0.24103394,0.04949792,0.65127224,1.22424178,2.91080260
-4.74537269,8.72550922,0.30694830,4.87510850,0.00957893,0.24297986,0.04851522,0.64098594,1.24546106,2.95670337
-4.73936968,8.81687077,0.31273806,4.93032932,0.01005476,0.24528950,0.04753912,0.63158345,1.26665977,2.99919958
-4.73336668,8.89799209,0.31801309,4.97830024,0.01052857,0.24784058,0.04657683,0.62319207,1.28744034,3.03816897
-4.72736368,8.96750287,0.32269129,5.01775860,0.01099671,0.25053008,0.04563900,0.61590517,1.30744032,3.07358220
-4.72136068,9.02432967,0.32670133,5.04764569,0.01145576,0.25327294,0.04473883,0.60977918,1.32634054,3.10550212
-4.71535768,9.06770052,0.32998260,5.06711975,0.01190246,0.25600044,0.04389119,0.60483176,1.34387185,3.13407866
-4.70935468,9.09713799,0.33248486,5.07556129,0.01233378,0.25865827,0.04311155,0.60104096,1.35982041,3.15953934
-4.70335168,9.11244165,0.33416758,5.07257105,0.01274690,0.26120454,0.04241508,0.59834554,1.37403139,3.18217590
-4.69734867,9.11366102,0.33499919,5.05796101,0.01313918,0.26360802,0.04181571,0.59664647,1.38641082,3.20232753
-4.69134567,9.10106131,0.33495616,5.03173948,0.01350813,0.26584663,0.04132532,0.59580946,1.39692595,3.22036153
-4.68534267,9.07508391,0.33402233,4.99409151,0.01385145,0.26790634,0.04095310,0.59566868,1.40560381,3.23665230
-4.67933967,9.03630444,0.33218816,4.94535600,0.01416690,0.26978057,0.04070511,0.59603139,1.41252844,3.25155980
-4.67333667,8.98539098,0.32945038,4.88600129,0.01445237,0.27147011,0.04058398,0.59668353,1.41783675,3.26540831
-4.66733367,8.92306488,0.32581178,4.81660058,0.01470578,0.27298348,0.04058887,0.59739608,1.42171338,3.27846681
-4.66133067,8.85006658,0.32128137,4.73780893,0.01492512,0.27433766,0.04071565,0.59793202,1.42438463,3.29093175
-4.65532766,8.76712811,0.31587473,4.65034293,0.01510838,0.27555905,0.04095716,0.59805371,1.42611184,3.30291300
-4.64932466,8.67495365,0.30961466,4.55496403,0.01525359,0.27668460,0.04130380,0.59753049,1.42718428,3.31442385
-4.64332166,8.57420881,0.30253199,4.45246633,0.01535883,0.27776271,0.04174411,0.59614626,1.42791182,3.32537535
