energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-5.83191596,2.05391245,0.00404962,0.08778348,0.67613513,0.89969707,0.22481719,0.36334468,0.01198842,0.62144529
-5.82591296,2.16945049,0.00446294,0.09288878,0.71203737,0.94805437,0.23777749,0.38588063,0.01273814,0.65372810
-5.81990995,2.28439878,0.00488848,0.09791203,0.74674121,0.99652296,0.25049715,0.40857804,0.01347786,0.68531939
-5.81390695,2.39798446,0.00532251,0.10278919,0.77989720,1.04504565,0.26282073,0.43118732,0.01420054,0.71601059
-5.80790395,2.50945477,0.00576102,0.10745603,0.81118278,1.09357586,0.27459552,0.45345361,0.01489948,0.74561167
-5.80190095,2.61808357,0.00619983,0.11184935,0.84030906,1.14207050,0.28567443,0.47512138,0.01556843,0.77395302
-5.79589795,2.72317663,0.00663467,0.11590827,0.86702686,1.19048191,0.29591899,0.49593924,0.01620177,0.80088652
-5.78989495,2.82407591,0.00706137,0.11957546,0.89113156,1.23874926,0.30520222,0.51566472,0.01679457,0.82628583
-5.78389195,2.92016311,0.00747592,0.12279846,0.91246691,1.28679010,0.31341141,0.53406913,0.01734276,0.85004606
-5.77788894,3.01086253,0.00787462,0.12553093,0.93092740,1.33449256,0.32045068,0.55094210,0.01784317,0.87208291
-5.77188594,3.09564379,0.00825419,0.12773377,0.94645945,1.38170882,0.32624318,0.56609589,0.01829362,0.89233130
-5.76588294,3.17402430,0.00861182,0.12937617,0.95906111,1.42825035,0.33073288,0.57936917,0.01869292,0.91074386
-5.75987994,3.24557188,0.00894526,0.13043648,0.96878046,1.47388548,0.33388596,0.59063033,0.01904090,0.92728920
-5.75387694,3.30990749,0.00925282,0.13090279,0.97571261,1.51833935,0.33569150,0.59977989,0.01933829,0.94195010
-5.74787394,3.36670810,0.00953341,0.13077341,0.97999559,1.56129673,0.33616166,0.60675228,0.01958672,0.95472187
-5.74187094,3.41570952,0.00978646,0.13005691,0.98180491,1.60240738,0.33533117,0.61151661,0.01978852,0.96561072
-5.73586793,3.45670916,0.01001189,0.12877201,0.98134735,1.64129396,0.33325617,0.61407654,0.01994662,0.97463237
-5.72986493,3.48956829,0.01021004,0.12694704,0.97885373,1.67756195,0.33001239,0.61446920,0.02006430,0.98181076
-5.72386193,3.51421367,0.01038153,0.12461922,0.97457126,1.71081126,0.32569275,0.61276323,0.02014505,0.98717690
-5.71785893,3.53063817,0.01052716,0.12183358,0.96875538,1.74064878,0.32040444,0.60905585,0.02019234,0.99076781
-5.71185593,3.53890020,0.01064782,0.11864169,0.96166165,1.76670115,0.31426555,0.60346936,0.02020937,0.99262556
-5.70585293,3.53912167,0.01074435,0.11510015,0.95353769,1.78862722,0.30740145,0.59614689,0.02019893,0.99279628
-5.69984992,3.53148458,0.01081744,0.11126898,0.94461567,1.80612935,0.29994101,0.58724786,0.02016320,0.99132913
-5.69384692,3.51622596,0.01086758,0.10720990,0.93510552,1.81896306,0.29201275,0.57694310,0.02010365,0.98827528
-5.68784392,3.49363171,0.01089500,0.10298463,0.92518914,1.82694453,0.28374128,0.56541001,0.02002092,0.98368688
-5.68184092,3.46402918,0.01089965,0.09865322,0.91501587,1.82995569,0.27524398,0.55282790,0.01991484,0.97761595
-5.67583792,3.42777929,0.01088125,0.09427252,0.90469938,1.82794665,0.26662808,0.53937369,0.01978445,0.97011351
-5.66983492,3.38526830,0.01083930,0.08989488,0.89431617,1.82093564,0.25798843,0.52521813,0.01962809,0.96122868
-5.66383192,3.33690007,0.01077323,0.08556699,0.88390568,1.80900652,0.24940585,0.51052276,0.01944357,0.95100817
-5.65782891,3.28308905,0.01068248,0.08132906,0.87347221,1.79230441,0.24094622,0.49543764,0.01922839,0.93949606
-5.65182591,3.22425472,0.01056668,0.07721432,0.86298829,1.77102965,0.23266027,0.48009991,0.01897997,0.92673401
-5.64582291,3.16081782,0.01042579,0.07324875,0.85239973,1.74543083,0.22458416,0.46463327,0.01869598,0.91276202
-5.63981991,3.09319869,0.01026027,0.06945115,0.84163191,1.71579736,0.21674064,0.44914826,0.01837459,0.89761971
-5.63381691,3.02181783,0.01007128,0.06583351,0.83059709,1.68245212,0.20914090,0.43374332,0.01801481,0.88134817
-5.62781391,2.94709878,0.00986081,0.06240157,0.81920260,1.64574464,0.20178678,0.41850653,0.01761679,0.86399232
-5.62181091,2.86947299,0.00963182,0.05915563,0.80735934,1.60604531,0.19467340,0.40351782,0.01718202,0.84560374
-5.61580790,2.78938646,0.00938838,0.05609148,0.79499038,1.56374067,0.18779196,0.38885157,0.01671359,0.82624379
-5.60980490,2.70730745,0.00913571,0.05320143,0.78203920,1.51922998,0.18113257,0.37457932,0.01621635,0.80598684
-5.60380190,2.62373475,0.00888026,0.05047538,0.76847722,1.47292317,0.17468703,0.36077252,0.01569695,0.78492349
-5.59779890,2.53920557,0.00862965,0.04790190,0.75431021,1.42523965,0.16845127,0.34750496,0.01516386,0.76316341
-5.59179590,2.45430239,0.00839266,0.04546919,0.73958333,1.37660809,0.16242754,0.33485486,0.01462736,0.74083773
-5.58579290,2.36965787,0.00817910,0.04316599,0.72438449,1.32746646,0.15662601,0.32290639,0.01409933,0.71810059
-5.57978989,2.28595704,0.00799967,0.04098234,0.70884571,1.27826213,0.15106590,0.31175045,0.01359305,0.69512977
-5.57378689,2.20393624,0.00786577,0.03891013,0.69314252,1.22945149,0.14577596,0.30148470,0.01312294,0.67212610
-5.56778389,2.12437813,0.00778924,0.03694352,0.67749123,1.18149870,0.14079431,0.29221266,0.01270420,0.64931173
-5.56178089,2.04810280,0.00778209,0.03507915,0.66214402,1.13487329,0.13616771,0.28404198,0.01235241,0.62692690
-5.55577789,1.97595454,0.00785617,0.03331621,0.64738217,1.09004633,0.13195015,0.27708179,0.01208312,0.60522560
-5.54977489,1.90878494,0.00802284,0.03165628,0.63350743,1.04748507,0.12820101,0.27143934,0.01191139,0.58446986
-5.54377189,1.84743239,0.00829258,0.03010305,0.62083202,1.00764615,0.12498267,0.26721585,0.01185129,0.56492311
-5.53776888,1.79269896,0.00867461,0.02866202,0.60966741,0.97096741,0.12235791,0.26450191,0.01191551,0.54684271
-5.53176588,1.74532557,0.00917651,0.02733992,0.60031258,0.93785878,0.12038694,0.26337259,0.01211486,0.53047199
-5.52576288,1.70596646,0.00980379,0.02614426,0.59304210,0.90869255,0.11912448,0.26388237,0.01245785,0.51603220
-5.51975988,1.67516444,0.01055958,0.02508279,0.58809460,0.88379357,0.11861688,0.26606034,0.01295035,0.50371467
-5.51375688,1.65332799,0.01144427,0.02416295,0.58566222,0.86342997,0.11889941,0.26990572,0.01359525,0.49367369
-5.50775388,1.64071179,0.01245520,0.02339139,0.58588149,0.84780492,0.11999396,0.27538419,0.01439224,0.48602040
-5.50175088,1.63740164,0.01358650,0.02277361,0.58882625,0.83705007,0.12190718,0.28242512,0.01533762,0.48081817
-5.49574787,1.64330507,0.01482889,0.02231362,0.59450288,0.83122107,0.12462932,0.29091997,0.01642428,0.47807961
-5.48974487,1.65814833,0.01616965,0.02201376,0.60284832,0.83029563,0.12813364,0.30072208,0.01764169,0.47776561
-5.48374187,1.68148032,0.01759270,0.02187466,0.61373087,0.83417429,0.13237670,0.31164795,0.01897609,0.47978641
-5.47773887,1.71268362,0.01907876,0.02189525,0.62695409,0.84268409,0.13729934,0.32348002,0.02041071,0.48400483
-5.47173587,1.75099259,0.02060565,0.02207299,0.64226350,0.85558504,0.14282858,0.33597109,0.02192619,0.49024153
-5.46573287,1.79551765,0.02214871,0.02240416,0.65935589,0.87257901,0.14888006,0.34885008,0.02350100,0.49828210
-5.45972986,1.84527513,0.02368131,0.02288424,0.67789091,0.89332091,0.15536132,0.36182912,0.02511204,0.50788577
-5.45372686,1.89922123,0.02517556,0.02350834,0.69750435,0.91743136,0.16217542,0.37461163,0.02673528,0.51879520
-5.44772386,1.95628852,0.02660293,0.02427175,0.71782252,0.94451028,0.16922501,0.38690113,0.02834645,0.53074703
-5.44172086,2.01542339,0.02793514,0.02517039,0.73847697,0.97415082,0.17641645,0.39841039,0.02992173,0.54348260
-5.43571786,2.07562243,0.02914490,0.02620129,0.75911881,1.00595258,0.18366397,0.40887050,0.03143854,0.55675830
-5.42971486,2.13596599,0.03020676,0.02736300,0.77943191,1.03953372,0.19089336,0.41803951,0.03287614,0.57035502
-5.42371186,2.19564717,0.03109791,0.02865584,0.79914427,1.07454104,0.19804529,0.42571020,0.03421632,0.58408624
-5.41770885,2.25399474,0.03179888,0.03008210,0.81803692,1.11065769,0.20507777,0.43171657,0.03544389,0.59780417
-5.41170585,2.31048872,0.03229419,0.03164598,0.83594983,1.14760790,0.21196775,0.43593886,0.03654708,0.61140387
-5.40570285,2.36476787,0.03257278,0.03335348,0.85278461,1.18515867,0.21871169,0.43830675,0.03751781,0.62482478
-5.39969985,2.41662867,0.03262842,0.03521194,0.86850381,1.22311833,0.22532487,0.43880062,0.03835179,0.63804985
-5.39369685,2.46601585,0.03245984,0.03722956,0.88312677,1.26133203,0.23183971,0.43745082,0.03904846,0.65110208
-5.38769385,2.51300516,0.03207075,0.03941462,0.89672246,1.29967473,0.23830284,0.43433507,0.03961076,0.66403875
-5.38169085,2.55777922,0.03146963,0.04177464,0.90939958,1.33804192,0.24477123,0.42957397,0.04004480,0.67694365
-5.37568784,2.60059793,0.03066940,0.04431540,0.92129453,1.37633899,0.25130748,0.42332502,0.04035928,0.68991757
-5.36968484,2.64176518,0.02968694,0.04703988,0.93255805,1.41446975,0.25797449,0.41577536,0.04056499,0.70306779
-5.36368184,2.68159370,0.02854246,0.04994726,0.94334121,1.45232506,0.26482981,0.40713361,0.04067407,0.71649687
-5.35767884,2.72037002,0.02725877,0.05303184,0.95378160,1.48977230,0.27192005,0.39762129,0.04069932,0.73029156
-5.35167584,2.75832168,0.02586053,0.05628226,0.96399056,1.52664643,0.27927546,0.38746405,0.04065354,0.74451235
-5.34567284,2.79558835,0.02437345,0.05968071,0.97404213,1.56274318,0.28690526,0.37688333,0.04054884,0.75918416
-5.33966983,2.83219862,0.02282351,0.06320244,0.98396443,1.59781514,0.29479378,0.36608868,0.04039605,0.77428887
-5.33366683,2.86805363,0.02123619,0.06681563,0.99373387,1.63157077,0.30289789,0.35527101,0.04020429,0.78975993
-5.32766383,2.90291857,0.01963582,0.07048140,1.00327257,1.66367676,0.31114562,0.34459721,0.03998060,0.80547949
-5.32166083,2.93642237,0.01804503,0.07415427,1.01244920,1.69376363,0.31943641,0.33420606,0.03972970,0.82127815
-5.31565783,2.96806568,0.01648423,0.07778296,1.02108299,1.72143434,0.32764286,0.32420580,0.03945397,0.83693754
-5.30965483,2.99723668,0.01497135,0.08131142,1.02895095,1.74627552,0.33561387,0.31467307,0.03915350,0.85219539
-5.30365183,3.02323394,0.01352155,0.08468026,1.03579773,1.76787100,0.34317930,0.30565339,0.03882633,0.86675321
-5.29764882,3.04529510,0.01214718,0.08782837,1.04134762,1.78581673,0.35015575,0.29716297,0.03846874,0.88028592
-5.29164582,3.06262998,0.01085781,0.09069477,1.04531818,1.79973662,0.35635326,0.28919162,0.03807568,0.89245326
-5.28564282,3.07445651,0.00966036,0.09322052,1.04743472,1.80929851,0.36158266,0.28170656,0.03764128,0.90291234
-5.27963982,3.08003771,0.00855930,0.09535075,1.04744491,1.81422950,0.36566319,0.27465698,0.03715935,0.91133077
-5.27363682,3.07871805,0.00755696,0.09703654,1.04513286,1.81432994,0.36843011,0.26797892,0.03662391,0.91739991
-5.26763382,3.06995751,0.00665386,0.09823681,1.04033206,1.80948563,0.36974177,0.26160034,0.03602976,0.92084743
-5.26163082,3.05336190,0.00584906,0.09891981,1.03293643,1.79967742,0.36948605,0.25544617,0.03537291,0.92144897
-5.25562781,3.02870814,0.00514056,0.09906454,1.02290924,1.78498805,0.36758573,0.24944299,0.03465107,0.91903804
-5.24962481,2.99596338,0.00452566,0.09866164,1.01028929,1.76560579,0.36400258,0.24352340,0.03386393,0.91351412
-5.24362181,2.95529748,0.00400130,0.09771402,0.99519426,1.74182469,0.35873999,0.23762969,0.03301351,0.90484831
-5.23761881,2.90708809,0.00356439,0.09623698,0.97782113,1.71404155,0.35184417,0.23171690,0.03210429,0.89308657
-5.23161581,2.85191852,0.00321210,0.09425804,0.95844356,1.68274942,0.34340366,0.22575522,0.03114330,0.87835033
-5.22561281,2.79056831,0.00294207,0.09181620,0.93740649,1.64852806,0.33354745,0.21973157,0.03014015,0.86083447
-5.21960980,2.72399714,0.00275260,0.08896095,0.91511810,1.61203144,0.32244163,0.21365047,0.02910691,0.84080292
-5.21360680,2.65332255,0.00264279,0.08575090,0.89203957,1.57397278,0.31028487,0.20753430,0.02805792,0.81858183
-5.20760380,2.57979251,0.00261259,0.08225211,0.86867289,1.53510749,0.29730284,0.20142282,0.02700959,0.79455097
-5.20160080,2.50475372,0.00266286,0.07853623,0.84554738,1.49621453,0.28374186,0.19537220,0.02598006,0.76913333
-5.19559780,2.42961692,0.00279531,0.07467853,0.82320518,1.45807680,0.26986214,0.18945353,0.02498883,0.74278366
-5.18959480,2.35582025,0.00301244,0.07075579,0.80218649,1.42146108,0.25593063,0.18375090,0.02405636,0.71597618
-5.18359180,2.28479214,0.00331742,0.06684429,0.78301481,1.38709826,0.24221397,0.17835916,0.02320363,0.68919205
-5.17758879,2.21791478,0.00371391,0.06301783,0.76618289,1.35566441,0.22897172,0.17338143,0.02245168,0.66290686
-5.17158579,2.15648944,0.00420589,0.05934588,0.75213974,1.32776338,0.21644993,0.16892637,0.02182111,0.63757886
-5.16558279,2.10170482,0.00479743,0.05589194,0.74127918,1.30391150,0.20487543,0.16510542,0.02133163,0.61363798
-5.15957979,2.05460931,0.00549244,0.05271216,0.73393032,1.28452503,0.19445086,0.16202990,0.02100156,0.59147618
-5.15357679,2.01608806,0.00629440,0.04985417,0.73035008,1.26991074,0.18535054,0.15980821,0.02084738,0.57143930
-5.14757379,1.98684556,0.00720613,0.04735625,0.73071825,1.26026008,0.17771729,0.15854301,0.02088332,0.55382067
-5.14157079,1.96739401,0.00822948,0.04524675,0.73513492,1.25564712,0.17166012,0.15832860,0.02112096,0.53885647
-5.13556778,1.95804790,0.00936515,0.04354379,0.74362047,1.25603051,0.16725300,0.15924844,0.02156892,0.52672302
-5.12956478,1.95892457,0.01061241,0.04225532,0.75611796,1.26125922,0.16453436,0.16137293,0.02223255,0.51753584
-5.12356178,1.96995055,0.01196893,0.04137937,0.77249770,1.27108192,0.16350761,0.16475740,0.02311378,0.51135041
-5.11755878,1.99087311,0.01343066,0.04090452,0.79256383,1.28515971,0.16414232,0.16944045,0.02421094,0.50816453
-5.11155578,2.02127639,0.01499171,0.04081068,0.81606244,1.30308135,0.16637620,0.17544253,0.02551876,0.50792185
-5.10555278,2.06060101,0.01664433,0.04106998,0.84269085,1.32438059,0.17011762,0.18276495,0.02702838,0.51051662
-5.09954977,2.10816623,0.01837888,0.04164780,0.87210756,1.34855460,0.17524869,0.19138913,0.02872751,0.51579900
-5.09354677,2.16319345,0.02018401,0.04250399,0.90394249,1.37508266,0.18162872,0.20127623,0.03060059,0.52358100
-5.08754377,2.22483003,0.02204667,0.04359407,0.93780688,1.40344431,0.18909800,0.21236712,0.03262908,0.53364251
-5.08154077,2.29217216,0.02395243,0.04487054,0.97330260,1.43313598,0.19748176,0.22458257,0.03479183,0.54573727
-5.07553777,2.36428603,0.02588561,0.04628419,1.01003036,1.46368550,0.20659426,0.23782387,0.03706541,0.55959858
-5.06953477,2.44022631,0.02782960,0.04778536,1.04759666,1.49466370,0.21624286,0.25197359,0.03942458,0.57494454
-5.06353177,2.51905162,0.02976716,0.04932514,1.08561929,1.52569288,0.22623196,0.26689668,0.04184270,0.59148277
-5.05752876,2.59983658,0.03168075,0.05085651,1.12373130,1.55645173,0.23636681,0.28244180,0.04429223,0.60891452
-5.05152576,2.68168048,0.03355278,0.05233537,1.16158359,1.58667690,0.24645701,0.29844291,0.04674512,0.62693820
-5.04552276,2.76371295,0.03536599,0.05372135,1.19884618,1.61616128,0.25631979,0.31472114,0.04917324,0.64525247
-5.03951976,2.84509707,0.03710373,0.05497863,1.23520858,1.64474962,0.26578281,0.33108688,0.05154881,0.66355895
-5.03351676,2.92503069,0.03875017,0.05607638,1.27037945,1.67233188,0.27468670,0.34734220,0.05384474,0.68156465
-5.02751376,3.00274684,0.04029063,0.05698926,1.30408605,1.69883522,0.28288709,0.36328355,0.05603491,0.69898449
-5.02151076,3.07751406,0.04171170,0.05769758,1.33607368,1.72421540,0.29025634,0.37870476,0.05809453,0.71554372
-5.01550775,3.14863765,0.04300147,0.05818740,1.36610559,1.74844826,0.29668481,0.39340035,0.06000031,0.73098076
-5.00950475,3.21546239,0.04414966,0.05845042,1.39396354,1.77152213,0.30208185,0.40716910,0.06173073,0.74505022
-5.00350175,3.27737743,0.04514769,0.05848380,1.41944916,1.79343184,0.30637640,0.41981783,0.06326621,0.75752627
-4.99749875,3.33382351,0.04598882,0.05828980,1.44238619,1.81417461,0.30951735,0.43116543,0.06458930,0.76820636
-4.99149575,3.38430259,0.04666819,0.05787540,1.46262355,1.83374820,0.31147356,0.44104687,0.06568486,0.77691508
-4.98549275,3.42838945,0.04718286,0.05725180,1.48003895,1.85215141,0.31223372,0.44931716,0.06654022,0.78350806
-4.97948974,3.46574478,0.04753185,0.05643390,1.49454295,1.86938655,0.31180596,0.45585523,0.06714538,0.78787570
-4.97348674,3.49612883,0.04771615,0.05543972,1.50608293,1.88546379,0.31021722,0.46056733,0.06749314,0.78994646
-4.96748374,3.51941454,0.04773871,0.05428986,1.51464664,1.90040662,0.30751244,0.46339005,0.06757930,0.78968942
-4.96148074,3.53559917,0.04760445,0.05300692,1.52026507,1.91425800,0.30375347,0.46429261,0.06740283,0.78711596
-4.95547774,3.54481320,0.04732018,0.05161496,1.52301404,1.92708631,0.29901784,0.46327834,0.06696594,0.78228022
-4.94947474,3.54732549,0.04689456,0.05013895,1.52301445,1.93899066,0.29339719,0.46038533,0.06627425,0.77527823
-4.94347174,3.54354391,0.04633800,0.04860430,1.52043086,1.95010478,0.28699549,0.45568597,0.06533678,0.76624559
-4.93746873,3.53401095,0.04566252,0.04703633,1.51546847,1.96059902,0.27992696,0.44928554,0.06416597,0.75535378
-4.93146573,3.51939397,0.04488161,0.04545990,1.50836838,1.97068033,0.27231381,0.44131972,0.06277758,0.74280501
-4.92546273,3.50047030,0.04400998,0.04389890,1.49940156,1.98058984,0.26428370,0.43195118,0.06119052,0.72882594
-4.91945973,3.47810778,0.04306335,0.04237591,1.48886164,1.99059828,0.25596702,0.42136525,0.05942659,0.71366043
-4.91345673,3.45324137,0.04205815,0.04091186,1.47705699,2.00099949,0.24749411,0.40976500,0.05751011,0.69756166
-4.90745373,3.42684720,0.04101126,0.03952563,1.46430256,2.01210235,0.23899233,0.39736574,0.05546755,0.68078403
-4.90145073,3.39991513,0.03993961,0.03823384,1.45091190,2.02422182,0.23058334,0.38438929,0.05332695,0.66357513
-4.89544772,3.37342142,0.03885991,0.03705054,1.43718983,2.03766964,0.22238031,0.37105818,0.05111741,0.64616827
-4.88944472,3.34830278,0.03778831,0.03598706,1.42342605,2.05274539,0.21448560,0.35759010,0.04886846,0.62877594
-4.88344172,3.32543313,0.03674004,0.03505183,1.40989014,2.06972842,0.20698859,0.34419272,0.04660946,0.61158434
-4.87743872,3.30560421,0.03572920,0.03425032,1.39682795,2.08887137,0.19996402,0.33105913,0.04436892,0.59474947
-4.87143572,3.28951068,0.03476842,0.03358501,1.38445954,2.11039537,0.19347085,0.31836406,0.04217398,0.57839478
-4.86543272,3.27774037,0.03386873,0.03305548,1.37297847,2.13448743,0.18755154,0.30626097,0.04004980,0.56261046
-4.85942971,3.27076956,0.03303935,0.03265847,1.36255243,2.16129969,0.18223197,0.29488001,0.03801910,0.54745433
-4.85342671,3.26896312,0.03228765,0.03238814,1.35332466,2.19095067,0.17752192,0.28432697,0.03610173,0.53295438
-4.84742371,3.27257894,0.03161903,0.03223628,1.34541604,2.22352786,0.17341591,0.27468309,0.03431439,0.51911242
-4.84142071,3.28177556,0.03103698,0.03219261,1.33892726,2.25909134,0.16989470,0.26600564,0.03267037,0.50590894
-4.83541771,3.29662214,0.03054312,0.03224513,1.33394080,2.29767769,0.16692692,0.25832916,0.03117945,0.49330855
-4.82941471,3.31710948,0.03013726,0.03238051,1.33052240,2.33930365,0.16447115,0.25166720,0.02984789,0.48126591
-4.82341171,3.34316087,0.02981751,0.03258443,1.32872159,2.38396888,0.16247803,0.24601449,0.02867845,0.46973160
-4.81740870,3.37464192,0.02958043,0.03284199,1.32857130,2.43165719,0.16089247,0.24134919,0.02767054,0.45865773
-4.81140570,3.41136816,0.02942116,0.03313802,1.33008637,2.48233609,0.15965578,0.23763523,0.02682046,0.44800289
-4.80540270,3.45311021,0.02933351,0.03345749,1.33326113,2.53595415,0.15870764,0.23482457,0.02612164,0.43773626
-4.79939970,3.49959595,0.02931017,0.03378573,1.33806620,2.59243645,0.15798789,0.23285931,0.02556494,0.42784072
-4.79339670,3.55050987,0.02934276,0.03410874,1.34444475,2.65167820,0.15743795,0.23167346,0.02513901,0.41831464
-4.78739370,3.60548997,0.02942200,0.03441338,1.35230870,2.71353693,0.15700208,0.23119450,0.02483064,0.40917259
-4.78139070,3.66412292,0.02953779,0.03468750,1.36153527,2.77782398,0.15662817,0.23134468,0.02462513,0.40044481
-4.77538769,3.72593827,0.02967938,0.03492017,1.37196422,2.84429597,0.15626833,0.23204205,0.02450671,0.39217551
-4.76938469,3.79040286,0.02983541,0.03510165,1.38339629,2.91264699,0.15587925,0.23320133,0.02445887,0.38442029
-4.76338169,3.85691645,0.02999415,0.03522358,1.39559316,2.98250251,0.15542228,0.23473463,0.02446478,0.37724273
-4.75737869,3.92480958,0.03014356,0.03527896,1.40827914,3.05341563,0.15486343,0.23655221,0.02450767,0.37071051
-4.75137569,3.99334473,0.03027157,0.03526222,1.42114488,3.12486644,0.15417324,0.23856323,0.02457115,0.36489111
-4.74537269,4.06172118,0.03036622,0.03516925,1.43385295,3.19626486,0.15332667,0.24067663,0.02463962,0.35984759
-4.73936968,4.12908431,0.03041596,0.03499749,1.44604529,3.26695748,0.15230300,0.24280215,0.02469854,0.35563443
-4.73336668,4.19453927,0.03040988,0.03474588,1.45735235,3.33623822,0.15108577,0.24485153,0.02473482,0.35229384
-4.72736368,4.25716886,0.03033805,0.03441498,1.46740347,3.40336284,0.14966285,0.24673992,0.02473700,0.34985259
-4.72136068,4.31605526,0.03019178,0.03400699,1.47583821,3.46756684,0.14802655,0.24838742,0.02469556,0.34831963
-4.71535768,4.37030473,0.02996400,0.03352574,1.48231808,3.52808625,0.14617387,0.24972070,0.02460313,0.34768447
-4.70935468,4.41907447,0.02964952,0.03297675,1.48653828,3.58418051,0.14410678,0.25067474,0.02445458,0.34791647
-4.70335168,4.46160056,0.02924531,0.03236717,1.48823883,3.63515673,0.14183251,0.25119445,0.02424719,0.34896505
-4.69734867,4.49722575,0.02875081,0.03170580,1.48721479,3.68039443,0.13936390,0.25123629,0.02398062,0.35076076
-4.69134567,4.52542621,0.02816808,0.03100295,1.48332512,3.71936969,0.13671964,0.25076959,0.02365697,0.35321717
-4.68534267,4.54583596,0.02750200,0.03027040,1.47649978,3.75167819,0.13392444,0.24977766,0.02328065,0.35623357
-4.67933967,4.55826814,0.02676030,0.02952117,1.46674498,3.77705590,0.13100914,0.24825866,0.02285824,0.35969820
-4.67333667,4.56273241,0.02595364,0.02876942,1.45414628,3.79539707,0.12801056,0.24622592,0.02239838,0.36349211
-4.66733367,4.55944763,0.02509550,0.02803017,1.43886957,3.80676861,0.12497134,0.24370812,0.02191143,0.36749331
-4.66133067,4.54884958,0.02420209,0.02731911,1.42115986,3.81142044,0.12193954,0.24074887,0.02140933,0.37158120
-4.65532766,4.53159328,0.02329213,0.02665232,1.40133794,3.80979136,0.11896806,0.23740606,0.02090522,0.37564113
-4.64932466,4.50854976,0.02238659,0.02604602,1.37979505,3.80251005,0.11611402,0.23375082,0.02041317,0.37956884
-4.64332166,4.48079725,0.02150837,0.02551628,1.35698568,3.79039103,0.11343797,0.22986620,0.01994792,0.38327475
