energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,4.25759427,0.26918182,0.00000000,0.07926223,0.61869953,0.03691519,2.15134231,2.58009789,1.11673216
-5.99399700,4.31298513,0.27081301,0.00000000,0.07997971,0.62876065,0.03775864,2.18048488,2.63985100,1.12327274
-5.98799400,4.36651094,0.27169346,0.00000000,0.08082291,0.63898868,0.03861771,2.20811475,2.69657224,1.13007466
-5.98199100,4.41676772,0.27177519,0.00000000,0.08176392,0.64909996,0.03947232,2.23361510,2.74928564,1.13679954
-5.97598799,4.46236539,0.27102590,0.00000000,0.08276972,0.65880154,0.04030180,2.25638810,2.79703597,1.14310573
-5.96998499,4.50196789,0.26943004,0.00000000,0.08380313,0.66779926,0.04108546,2.27587255,2.83891170,1.14866091
-5.96398199,4.53433065,0.26698919,0.00000000,0.08482381,0.67580567,0.04180317,2.29156002,2.87406656,1.15315387
-5.95797899,4.55833440,0.26372198,0.00000000,0.08578949,0.68254769,0.04243590,2.30300881,2.90173927,1.15630511
-5.95197599,4.57301462,0.25966346,0.00000000,0.08665710,0.68777370,0.04296628,2.30985561,2.92127107,1.15787592
-5.94597299,4.57758578,0.25486394,0.00000000,0.08738403,0.69126005,0.04337900,2.31182442,2.93212054,1.15767563
-5.93996998,4.57146025,0.24938741,0.00000000,0.08792934,0.69281666,0.04366123,2.30873269,2.93387572,1.15556697
-5.93396698,4.55426137,0.24330961,0.00000000,0.08825499,0.69229187,0.04380294,2.30049460,2.92626307,1.15146938
-5.92796398,4.52583079,0.23671589,0.00000000,0.08832689,0.68957623,0.04379711,2.28712153,2.90915347,1.14536014
-5.92196098,4.48623004,0.22969878,0.00000000,0.08811591,0.68460517,0.04363989,2.26871986,2.88256496,1.13727363
-5.91595798,4.43573651,0.22235557,0.00000000,0.08759877,0.67736071,0.04333065,2.24548631,2.84666234,1.12729855
-5.90995498,4.37483429,0.21478592,0.00000000,0.08675866,0.66787182,0.04287190,2.21770101,2.80175368,1.11557352
-5.90395198,4.30420008,0.20708948,0.00000000,0.08558580,0.65621383,0.04226925,2.18571873,2.74828385,1.10228108
-5.89794897,4.22468488,0.19936374,0.00000000,0.08407766,0.64250646,0.04153113,2.14995849,2.68682516,1.08764058
-5.89194597,4.13729186,0.19170208,0.00000000,0.08223907,0.62691095,0.04066859,2.11089198,2.61806538,1.07190010
-5.88594297,4.04315116,0.18419205,0.00000000,0.08008206,0.60962597,0.03969490,2.06903121,2.54279339,1.05532778
-5.87993997,3.94349239,0.17691399,0.00000000,0.07762552,0.59088268,0.03862526,2.02491560,2.46188273,1.03820302
-5.87393697,3.83961545,0.16993990,0.00000000,0.07489465,0.57093897,0.03747633,1.97909919,2.37627357,1.02080766
-5.86793397,3.73286066,0.16333256,0.00000000,0.07192022,0.55007295,0.03626583,1.93213810,2.28695338,1.00341773
-5.86193097,3.62457899,0.15714507,0.00000000,0.06873776,0.52857608,0.03501210,1.88457871,2.19493690,0.98629584
-5.85592796,3.51610315,0.15142049,0.00000000,0.06538659,0.50674598,0.03373370,1.83694703,2.10124603,0.96968465
-5.84992496,3.40872060,0.14619184,0.00000000,0.06190875,0.48487914,0.03244894,1.78973925,2.00689004,0.95380155
-5.84392196,3.30364900,0.14148225,0.00000000,0.05834799,0.46326396,0.03117560,1.74341405,1.91284683,0.93883467
-5.83791896,3.20201488,0.13730535,0.00000000,0.05474867,0.44217401,0.02993050,1.69838668,1.82004570,0.92494040
-5.83191596,3.10483617,0.13366582,0.00000000,0.05115474,0.42186204,0.02872931,1.65502492,1.72935219,0.91224235
-5.82591296,3.01300874,0.13056007,0.00000000,0.04760878,0.40255472,0.02758623,1.61364700,1.64155538,0.90083172
-5.81990995,2.92729746,0.12797700,0.00000000,0.04415115,0.38444838,0.02651389,1.57452137,1.55735796,0.89076894
-5.81390695,2.84833139,0.12589900,0.00000000,0.04081919,0.36770573,0.02552319,1.53786821,1.47736936,0.88208639
-5.80790395,2.77660336,0.12430282,0.00000000,0.03764663,0.35245381,0.02462325,1.50386230,1.40210188,0.87479198
-5.80190095,2.71247313,0.12316067,0.00000000,0.03466307,0.33878305,0.02382141,1.47263715,1.33196983,0.86887325
-5.79589795,2.65617388,0.12244121,0.00000000,0.03189362,0.32674745,0.02312322,1.44428985,1.26729148,0.86430176
-5.78989495,2.60782121,0.12211061,0.00000000,0.02935864,0.31636590,0.02253255,1.41888624,1.20829354,0.86103742
-5.78389195,2.56742393,0.12213351,0.00000000,0.02707368,0.30762436,0.02205166,1.39646612,1.15511762,0.85903258
-5.77788894,2.53489593,0.12247394,0.00000000,0.02504940,0.30047901,0.02168131,1.37704800,1.10782841,0.85823549
-5.77188594,2.51006830,0.12309615,0.00000000,0.02329175,0.29485999,0.02142089,1.36063309,1.06642291,0.85859309
-5.76588294,2.49270103,0.12396528,0.00000000,0.02180206,0.29067566,0.02126855,1.34720833,1.03084021,0.86005302
-5.75987994,2.48249388,0.12504791,0.00000000,0.02057735,0.28781723,0.02122132,1.33674819,1.00097145,0.86256468
-5.75387694,2.47909591,0.12631247,0.00000000,0.01961062,0.28616351,0.02127522,1.32921530,0.97666940,0.86607946
-5.74787394,2.48211347,0.12772947,0.00000000,0.01889117,0.28558564,0.02142541,1.32455987,0.95775729,0.87055026
-5.74187094,2.49111672,0.12927157,0.00000000,0.01840501,0.28595175,0.02166624,1.32271819,0.94403679,0.87593040
-5.73586793,2.50564476,0.13091352,0.00000000,0.01813528,0.28713113,0.02199142,1.32361032,0.93529470,0.88217209
-5.72986493,2.52520969,0.13263203,0.00000000,0.01806266,0.28899821,0.02239407,1.32713739,0.93130849,0.88922474
-5.72386193,2.54929995,0.13440550,0.00000000,0.01816585,0.29143584,0.02286684,1.33317890,0.93185054,0.89703331
-5.71785893,2.57738352,0.13621376,0.00000000,0.01842202,0.29433808,0.02340203,1.34159036,0.93669120,0.90553688
-5.71185593,2.60891130,0.13803773,0.00000000,0.01880732,0.29761234,0.02399168,1.35220175,0.94560080,0.91466763
-5.70585293,2.64332129,0.13985926,0.00000000,0.01929733,0.30118090,0.02462774,1.36481698,0.95835078,0.92435043
-5.69984992,2.68004371,0.14166089,0.00000000,0.01986761,0.30498162,0.02530220,1.37921476,0.97471404,0.93450303
-5.69384692,2.71850762,0.14342583,0.00000000,0.02049413,0.30896820,0.02600724,1.39515108,0.99446487,0.94503692
-5.68784392,2.75814881,0.14513801,0.00000000,0.02115383,0.31310963,0.02673543,1.41236316,1.01737856,0.95585892
-5.68184092,2.79841926,0.14678230,0.00000000,0.02182502,0.31738919,0.02747992,1.43057514,1.04323079,0.96687324
-5.67583792,2.83879774,0.14834483,0.00000000,0.02248787,0.32180285,0.02823460,1.44950510,1.07179719,0.97798413
-5.66983492,2.87880147,0.14981345,0.00000000,0.02312483,0.32635734,0.02899430,1.46887331,1.10285309,0.98909882
-5.66383192,2.91799826,0.15117831,0.00000000,0.02372092,0.33106786,0.02975498,1.48841144,1.13617350,1.00013065
-5.65782891,2.95601882,0.15243245,0.00000000,0.02426410,0.33595554,0.03051385,1.50787218,1.17153372,1.01100229
-5.65182591,2.99256859,0.15357242,0.00000000,0.02474548,0.34104498,0.03126949,1.52703895,1.20871041,1.02164882
-5.64582291,3.02743871,0.15459892,0.00000000,0.02515944,0.34636167,0.03202196,1.54573540,1.24748327,1.03202073
-5.63981991,3.06051548,0.15551726,0.00000000,0.02550371,0.35192976,0.03277277,1.56383396,1.28763753,1.04208648
-5.63381691,3.09178801,0.15633779,0.00000000,0.02577935,0.35777003,0.03352490,1.58126340,1.32896695,1.05183480
-5.62781391,3.12135356,0.15707614,0.00000000,0.02599061,0.36389843,0.03428270,1.59801476,1.37127767,1.06127658
-5.62181091,3.14942032,0.15775318,0.00000000,0.02614472,0.37032497,0.03505177,1.61414556,1.41439244,1.07044634
-5.61580790,3.17630733,0.15839490,0.00000000,0.02625159,0.37705336,0.03583874,1.62978192,1.45815541,1.07940319
-5.60980490,3.20244148,0.15903192,0.00000000,0.02632341,0.38408114,0.03665105,1.64511849,1.50243705,1.08823137
-5.60380190,3.22835126,0.15969884,0.00000000,0.02637424,0.39140040,0.03749669,1.66041606,1.54713898,1.09704033
-5.59779890,3.25465753,0.16043335,0.00000000,0.02641948,0.39899912,0.03838383,1.67599682,1.59219843,1.10596412
-5.59179590,3.28206101,0.16127510,0.00000000,0.02647537,0.40686281,0.03932058,1.69223728,1.63759184,1.11516030
-5.58579290,3.31132679,0.16226445,0.00000000,0.02655840,0.41497652,0.04031455,1.70955898,1.68333732,1.12480811
-5.57978989,3.34326582,0.16344102,0.00000000,0.02668477,0.42332693,0.04137260,1.72841706,1.72949538,1.13510583
-5.57378689,3.37871369,0.16484224,0.00000000,0.02686987,0.43190445,0.04250047,1.74928700,1.77616779,1.14626728
-5.56778389,3.41850698,0.16650176,0.00000000,0.02712778,0.44070494,0.04370251,1.77264964,1.82349412,1.15851738
-5.56178089,3.46345743,0.16844797,0.00000000,0.02747079,0.44973116,0.04498140,1.79897504,1.87164577,1.17208667
-5.55577789,3.51432461,0.17070251,0.00000000,0.02790904,0.45899353,0.04633793,1.82870541,1.92081757,1.18720486
-5.54977489,3.57178762,0.17327897,0.00000000,0.02845022,0.46851017,0.04777085,1.86223757,1.97121696,1.20409336
-5.54377189,3.63641655,0.17618177,0.00000000,0.02909933,0.47830624,0.04927672,1.89990565,2.02305114,1.22295704
-5.53776888,3.70864473,0.17940520,0.00000000,0.02985853,0.48841234,0.05084986,1.94196433,2.07651259,1.24397525
-5.53176588,3.78874255,0.18293286,0.00000000,0.03072710,0.49886222,0.05248231,1.98857356,2.13176370,1.26729254
-5.52576288,3.87679422,0.18673730,0.00000000,0.03170152,0.50968975,0.05416391,2.03978509,2.18892136,1.29300936
-5.51975988,3.97267835,0.19078013,0.00000000,0.03277551,0.52092537,0.05588232,2.09553168,2.24804218,1.32117309
-5.51375688,4.07605368,0.19501238,0.00000000,0.03394033,0.53259213,0.05762323,2.15561951,2.30910967,1.35177001
-5.50775388,4.18635085,0.19937535,0.00000000,0.03518497,0.54470176,0.05937048,2.21972430,2.37202397,1.38471853
-5.50175088,4.30277119,0.20380177,0.00000000,0.03649651,0.55725071,0.06110634,2.28739168,2.43659516,1.41986427
-5.49574787,4.42429332,0.20821737,0.00000000,0.03786048,0.57021672,0.06281175,2.35804201,2.50254082,1.45697743
-5.48974487,4.54968780,0.21254272,0.00000000,0.03926128,0.58355598,0.06446663,2.43097996,2.56948833,1.49575265
-5.48374187,4.67754008,0.21669542,0.00000000,0.04068258,0.59720120,0.06605024,2.50540869,2.63698213,1.53581195
-5.47773887,4.80628147,0.22059246,0.00000000,0.04210774,0.61106073,0.06754154,2.58044844,2.70449590,1.57671063
-5.47173587,4.93422735,0.22415269,0.00000000,0.04352024,0.62501882,0.06891959,2.65515919,2.77144921,1.61794627
-5.46573287,5.05962177,0.22729939,0.00000000,0.04490408,0.63893718,0.07016396,2.72856659,2.83722819,1.65897067
-5.45972986,5.18068683,0.22996280,0.00000000,0.04624418,0.65265766,0.07125518,2.79969044,2.90120892,1.69920452
-5.45372686,5.29567531,0.23208241,0.00000000,0.04752665,0.66600621,0.07217517,2.86757472,2.96278278,1.73805415
-5.44772386,5.40292435,0.23360910,0.00000000,0.04873915,0.67879764,0.07290765,2.93131793,3.02138213,1.77493006
-5.44172086,5.50090830,0.23450691,0.00000000,0.04987113,0.69084132,0.07343857,2.99010273,3.07650510,1.80926621
-5.43571786,5.58828824,0.23475433,0.00000000,0.05091398,0.70194726,0.07375648,3.04322344,3.12773799,1.84053953
-5.42971486,5.66395628,0.23434522,0.00000000,0.05186121,0.71193248,0.07385285,3.09011035,3.17477408,1.86828869
-5.42371186,5.72707247,0.23328911,0.00000000,0.05270850,0.72062725,0.07372237,3.13034958,3.21742768,1.89213119
-5.41770885,5.77709251,0.23161094,0.00000000,0.05345373,0.72788093,0.07336314,3.16369766,3.25564255,1.91177814
-5.41170585,5.81378508,0.22935035,0.00000000,0.05409695,0.73356717,0.07277681,3.19008995,3.28949413,1.92704572
-5.40570285,5.83723755,0.22656032,0.00000000,0.05464024,0.73758809,0.07196861,3.20964237,3.31918529,1.93786286
-5.39969985,5.84784976,0.22330543,0.00000000,0.05508759,0.73987733,0.07094729,3.22264618,3.34503585,1.94427461
-5.39369685,5.84631584,0.21965967,0.00000000,0.05544468,0.74040186,0.06972495,3.22955584,3.36746616,1.94644074
-5.38769385,5.83359458,0.21570396,0.00000000,0.05571861,0.73916240,0.06831680,3.23097024,3.38697553,1.94462971
-5.38169085,5.81086952,0.21152346,0.00000000,0.05591760,0.73619241,0.06674079,3.22760799,3.40411667,1.93920795
-5.37568784,5.77950020,0.20720470,0.00000000,0.05605069,0.73155590,0.06501717,3.22027750,3.41946709,1.93062480
-5.36968484,5.74096657,0.20283287,0.00000000,0.05612732,0.72534398,0.06316799,3.20984316,3.43359905,1.91939382
-5.36368184,5.69680879,0.19848902,0.00000000,0.05615701,0.71767053,0.06121651,3.19718879,3.44704928,1.90607098
-5.35767884,5.64856494,0.19424762,0.00000000,0.05614894,0.70866712,0.05918662,3.18317995,3.46028990,1.89123090
-5.35167584,5.59770917,0.19017435,0.00000000,0.05611157,0.69847751,0.05710221,3.16862655,3.47370184,1.87544203
-5.34567284,5.54559294,0.18632420,0.00000000,0.05605229,0.68725199,0.05498652,3.15424737,3.48755182,1.85924189
-5.33966983,5.49339175,0.18274009,0.00000000,0.05597709,0.67514190,0.05286161,3.14063802,3.50197396,1.84311364
-5.33366683,5.44205980,0.17945181,0.00000000,0.05589025,0.66229458,0.05074781,3.12824377,3.51695676,1.82746495
-5.32766383,5.39229427,0.17647550,0.00000000,0.05579408,0.64884899,0.04866324,3.11733842,3.53233585,1.81261025
-5.32166083,5.34451091,0.17381356,0.00000000,0.05568881,0.63493218,0.04662347,3.10801020,3.54779297,1.79875734
-5.31565783,5.29883205,0.17145500,0.00000000,0.05557241,0.62065687,0.04464123,3.10015556,3.56286124,1.78599885
-5.30965483,5.25508746,0.16937621,0.00000000,0.05544062,0.60611997,0.04272624,3.09348110,3.57693643,1.77430924
-5.30365183,5.21282816,0.16754212,0.00000000,0.05528699,0.59140240,0.04088522,3.08751383,3.58929411,1.76354735
-5.29764882,5.17135253,0.16590767,0.00000000,0.05510304,0.57656981,0.03912189,3.08161945,3.59911195,1.75346456
-5.29164582,5.12974382,0.16441958,0.00000000,0.05487853,0.56167437,0.03743718,3.07502796,3.60549669,1.74371820
-5.28564282,5.08691731,0.16301830,0.00000000,0.05460175,0.54675723,0.03582950,3.06686575,3.60751471,1.73388961
-5.27963982,5.04167517,0.16164017,0.00000000,0.05425995,0.53185164,0.03429508,3.05619287,3.60422540,1.72350591
-5.27363682,4.99276672,0.16021967,0.00000000,0.05383979,0.51698641,0.03282837,3.04204396,3.59471615,1.71206464
-5.26763382,4.93895137,0.15869166,0.00000000,0.05332791,0.50218936,0.03142254,3.02347112,3.57813776,1.69905994
-5.26163082,4.87906160,0.15699360,0.00000000,0.05271141,0.48749073,0.03006989,2.99958700,3.55373909,1.68400908
-5.25562781,4.81206313,0.15506772,0.00000000,0.05197847,0.47292609,0.02876238,2.96960615,3.52089949,1.66647808
-5.24962481,4.73710963,0.15286297,0.00000000,0.05111886,0.45853875,0.02749206,2.93288294,3.47915799,1.64610507
-5.24362181,4.65358961,0.15033675,0.00000000,0.05012445,0.44438128,0.02625151,2.88894425,3.42823773,1.62262047
-5.23761881,4.56116339,0.14745640,0.00000000,0.04898967,0.43051633,0.02503418,2.83751566,3.36806487,1.59586284
-5.23161581,4.45978854,0.14420035,0.00000000,0.04771184,0.41701634,0.02383469,2.77853984,3.29878078,1.56578978
-5.22561281,4.34973280,0.14055890,0.00000000,0.04629150,0.40396246,0.02264904,2.71218640,3.22074704,1.53248340
-5.21960980,4.23157396,0.13653463,0.00000000,0.04473247,0.39144259,0.02147481,2.63885288,3.13454274,1.49615012
-5.21360680,4.10618695,0.13214246,0.00000000,0.04304195,0.37954866,0.02031113,2.55915673,3.04095412,1.45711493
-5.20760380,3.97471891,0.12740923,0.00000000,0.04123041,0.36837335,0.01915875,2.47391895,2.94095680,1.41581044
-5.20160080,3.83855354,0.12237301,0.00000000,0.03931133,0.35800651,0.01801989,2.38413997,2.83569129,1.37276144
-5.19559780,3.69926675,0.11708204,0.00000000,0.03730093,0.34853138,0.01689814,2.29096919,2.72643266,1.32856561
-5.18959480,3.55857571,0.11159340,0.00000000,0.03521775,0.34002090,0.01579828,2.19566948,2.61455581,1.28387165
-5.18359180,3.41828386,0.10597144,0.00000000,0.03308210,0.33253448,0.01472602,2.09957840,2.50149774,1.23935563
-5.17758879,3.28022465,0.10028610,0.00000000,0.03091557,0.32611512,0.01368781,2.00406782,2.38871843,1.19569701
-5.17158579,3.14620633,0.09461113,0.00000000,0.02874042,0.32078745,0.01269059,1.91050381,2.27766224,1.15355522
-5.16558279,3.01796057,0.08902231,0.00000000,0.02657902,0.31655645,0.01174154,1.82020842,2.16972122,1.11354796
-5.15957979,2.89709675,0.08359572,0.00000000,0.02445330,0.31340728,0.01084793,1.73442495,2.06620213,1.07623216
-5.15357679,2.78506386,0.07840618,0.00000000,0.02238422,0.31130592,0.01001689,1.65428785,1.96829827,1.04208822
-5.14757379,2.68312113,0.07352579,0.00000000,0.02039135,0.31020087,0.00925533,1.58079844,1.87706723,1.01150825
