energy_ev,total_up,Ga_p_up,Ga_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-6.00000000,6.18990196,1.26750484,0.00000000,3.95585911,4.84651027,0.66559334,0.00000000
-5.99399700,5.98691777,1.22620041,0.00000000,3.83666814,4.68947523,0.64590451,0.00000000
-5.98799400,5.79417092,1.18890526,0.00000000,3.72613310,4.54033775,0.62637137,0.00000000
-5.98199100,5.61506085,1.15653291,0.00000000,3.62668519,4.40177362,0.60715602,0.00000000
-5.97598799,5.45283768,1.12990935,0.00000000,3.54057821,4.27635647,0.58843127,0.00000000
-5.96998499,5.31053218,1.10975271,0.00000000,3.46983219,4.16650299,0.57037902,0.00000000
-5.96398199,5.19088662,1.09665508,0.00000000,3.41618099,4.07441788,0.55318800,0.00000000
-5.95797899,5.09628810,1.09106671,0.00000000,3.38102560,4.00204008,0.53705080,0.00000000
-5.95197599,5.02870647,1.09328327,0.00000000,3.36539475,3.95099168,0.52216021,0.00000000
-5.94597299,4.98963862,1.10343648,0.00000000,3.36991413,3.92253122,0.50870504,0.00000000
-5.93996998,4.98006111,1.12148835,0.00000000,3.39478535,3.91751295,0.49686526,0.00000000
-5.93396698,5.00039299,1.14722946,0.00000000,3.43977547,3.93635368,0.48680697,0.00000000
-5.92796398,5.05047032,1.18028130,0.00000000,3.50421766,3.97900856,0.47867697,0.00000000
-5.92196098,5.12953376,1.22010275,0.00000000,3.58702300,4.04495720,0.47259746,0.00000000
-5.91595798,5.23623025,1.26600069,0.00000000,3.68670334,4.13320094,0.46866080,0.00000000
-5.90995498,5.36862928,1.31714446,0.00000000,3.80140447,4.24227203,0.46692479,0.00000000
-5.90395198,5.52425389,1.37258389,0.00000000,3.92894873,4.37025491,0.46740853,0.00000000
-5.89794897,5.70012601,1.43127060,0.00000000,4.06688573,4.51481948,0.47008907,0.00000000
-5.89194597,5.89282519,1.49208175,0.00000000,4.21254956,4.67326575,0.47489915,0.00000000
-5.88594297,6.09855930,1.55384586,0.00000000,4.36312077,4.84257886,0.48172604,0.00000000
-5.87993997,6.31324551,1.61536983,0.00000000,4.51569101,5.01949299,0.49041172,0.00000000
-5.87393697,6.53259908,1.67546631,0.00000000,4.66732845,5.20056255,0.50075433,0.00000000
-5.86793397,6.75222758,1.73298083,0.00000000,4.81514190,5.38223843,0.51251109,0.00000000
